CMDLINE /usr/bin/python3 scripts/Lasso-RF-TARA.py
MEM 272.828125 1652252707.7932
MEM 272.828125 1652252707.8936
MEM 272.828125 1652252707.9940
MEM 272.828125 1652252708.0944
MEM 272.828125 1652252708.1948
MEM 272.828125 1652252708.2951
MEM 272.828125 1652252708.3953
MEM 272.828125 1652252708.4957
MEM 272.828125 1652252708.5961
MEM 272.828125 1652252708.6965
MEM 272.828125 1652252708.7968
MEM 272.828125 1652252708.8972
MEM 272.828125 1652252708.9976
MEM 272.828125 1652252709.0979
MEM 272.828125 1652252709.1982
MEM 272.828125 1652252709.3016
MEM 272.828125 1652252709.4020
MEM 272.828125 1652252709.5024
MEM 272.828125 1652252709.6192
MEM 272.828125 1652252709.7196
MEM 272.828125 1652252709.8246
MEM 272.828125 1652252709.9250
MEM 272.828125 1652252710.0254
MEM 272.828125 1652252710.1258
MEM 272.828125 1652252710.2262
MEM 272.828125 1652252710.3266
MEM 272.828125 1652252710.4270
MEM 272.828125 1652252710.5274
MEM 272.828125 1652252710.6278
MEM 272.828125 1652252710.7282
MEM 272.828125 1652252710.8308
MEM 272.828125 1652252710.9312
MEM 272.828125 1652252711.0316
MEM 272.828125 1652252711.1319
MEM 272.828125 1652252711.2323
MEM 272.828125 1652252711.3327
MEM 272.828125 1652252711.4331
MEM 272.828125 1652252711.5349
MEM 272.828125 1652252711.6352
MEM 272.828125 1652252711.7355
MEM 272.828125 1652252711.8359
MEM 272.828125 1652252711.9363
MEM 272.828125 1652252712.0367
MEM 272.828125 1652252712.1371
MEM 272.828125 1652252712.2374
MEM 272.828125 1652252712.3378
MEM 272.828125 1652252712.4382
MEM 272.828125 1652252712.5396
MEM 272.828125 1652252712.6399
MEM 272.828125 1652252712.7403
MEM 272.828125 1652252712.8407
MEM 272.828125 1652252712.9411
MEM 272.828125 1652252713.0414
MEM 272.828125 1652252713.1417
MEM 272.828125 1652252713.2420
MEM 272.828125 1652252713.3424
MEM 272.828125 1652252713.4428
MEM 272.828125 1652252713.5431
MEM 272.828125 1652252713.6435
MEM 272.828125 1652252713.7437
MEM 272.828125 1652252713.8440
MEM 272.828125 1652252713.9443
MEM 272.828125 1652252714.0446
MEM 272.828125 1652252714.1449
MEM 272.828125 1652252714.2452
MEM 272.828125 1652252714.3455
MEM 272.828125 1652252714.4458
MEM 272.828125 1652252714.5461
MEM 272.828125 1652252714.6464
MEM 272.828125 1652252714.7467
MEM 272.828125 1652252714.8471
MEM 272.828125 1652252714.9474
MEM 272.828125 1652252715.0477
MEM 272.828125 1652252715.1480
MEM 272.828125 1652252715.2483
MEM 272.828125 1652252715.3487
MEM 272.828125 1652252715.4490
MEM 272.828125 1652252715.5494
MEM 272.828125 1652252715.6497
MEM 272.828125 1652252715.7500
MEM 272.828125 1652252715.8504
MEM 272.828125 1652252715.9507
MEM 272.828125 1652252716.0510
MEM 272.828125 1652252716.1513
MEM 272.828125 1652252716.2516
MEM 272.828125 1652252716.3519
MEM 272.828125 1652252716.4523
MEM 272.828125 1652252716.5527
MEM 272.828125 1652252716.6531
MEM 272.828125 1652252716.7535
MEM 272.828125 1652252716.8540
MEM 272.828125 1652252716.9545
MEM 272.828125 1652252717.0548
MEM 272.828125 1652252717.1551
MEM 272.828125 1652252717.2556
MEM 272.828125 1652252717.3560
MEM 272.828125 1652252717.4564
MEM 272.828125 1652252717.5567
MEM 272.828125 1652252717.6571
MEM 272.828125 1652252717.7575
MEM 272.828125 1652252717.8578
MEM 272.828125 1652252717.9582
MEM 272.828125 1652252718.0586
MEM 272.828125 1652252718.1590
MEM 272.828125 1652252718.2595
MEM 272.828125 1652252718.3599
MEM 272.828125 1652252718.4602
MEM 272.828125 1652252718.5606
MEM 272.828125 1652252718.6610
MEM 272.828125 1652252718.7614
MEM 272.828125 1652252718.8618
MEM 272.828125 1652252718.9621
MEM 272.828125 1652252719.0625
MEM 272.828125 1652252719.1635
MEM 272.828125 1652252719.2639
MEM 272.828125 1652252719.3643
MEM 272.828125 1652252719.4646
MEM 272.828125 1652252719.5650
MEM 272.828125 1652252719.6653
MEM 272.828125 1652252719.7657
MEM 272.828125 1652252719.8660
MEM 272.828125 1652252719.9664
MEM 272.828125 1652252720.0667
MEM 272.828125 1652252720.1671
MEM 272.828125 1652252720.2675
MEM 272.828125 1652252720.3678
MEM 272.828125 1652252720.4683
MEM 272.828125 1652252720.5686
MEM 272.828125 1652252720.6689
MEM 272.828125 1652252720.7693
MEM 272.828125 1652252720.8696
MEM 272.828125 1652252720.9700
MEM 272.828125 1652252721.0703
MEM 272.828125 1652252721.1706
MEM 272.828125 1652252721.2710
MEM 272.828125 1652252721.3713
MEM 272.828125 1652252721.4716
MEM 272.828125 1652252721.5720
MEM 272.828125 1652252721.6776
MEM 272.828125 1652252721.7780
MEM 272.828125 1652252721.8784
MEM 272.828125 1652252721.9787
MEM 272.828125 1652252722.0790
MEM 272.828125 1652252722.1794
MEM 272.828125 1652252722.2798
MEM 272.828125 1652252722.3802
MEM 272.828125 1652252722.4805
MEM 272.828125 1652252722.5809
MEM 272.828125 1652252722.6813
MEM 272.828125 1652252722.7815
MEM 272.828125 1652252722.8819
MEM 272.828125 1652252722.9823
MEM 272.828125 1652252723.0826
MEM 272.828125 1652252723.1830
MEM 272.828125 1652252723.2833
MEM 272.828125 1652252723.3837
MEM 272.828125 1652252723.4840
MEM 272.828125 1652252723.5843
MEM 272.828125 1652252723.6846
MEM 272.828125 1652252723.7850
MEM 272.828125 1652252723.8854
MEM 272.828125 1652252723.9858
MEM 272.828125 1652252724.0862
MEM 272.828125 1652252724.1865
MEM 272.828125 1652252724.2869
MEM 272.828125 1652252724.3890
MEM 272.828125 1652252724.4969
MEM 272.828125 1652252724.6011
MEM 272.828125 1652252724.7015
MEM 272.828125 1652252724.8019
MEM 272.828125 1652252724.9022
MEM 272.828125 1652252725.0026
MEM 272.828125 1652252725.1030
MEM 272.828125 1652252725.2034
MEM 272.828125 1652252725.3037
MEM 272.828125 1652252725.4041
MEM 272.828125 1652252725.5045
MEM 272.828125 1652252725.6049
MEM 272.828125 1652252725.7054
MEM 272.828125 1652252725.8058
MEM 272.828125 1652252725.9061
MEM 272.828125 1652252726.0064
MEM 272.828125 1652252726.1068
MEM 272.828125 1652252726.2072
MEM 272.828125 1652252726.3075
MEM 272.828125 1652252726.4080
MEM 272.828125 1652252726.5083
MEM 272.828125 1652252726.6087
MEM 272.828125 1652252726.7091
MEM 272.828125 1652252726.8095
MEM 272.828125 1652252726.9100
MEM 272.828125 1652252727.0104
MEM 272.828125 1652252727.1108
MEM 272.828125 1652252727.2111
MEM 272.828125 1652252727.3115
MEM 272.828125 1652252727.4118
MEM 272.828125 1652252727.5171
MEM 272.828125 1652252727.6175
MEM 272.828125 1652252727.7178
MEM 272.828125 1652252727.8182
MEM 272.828125 1652252727.9186
MEM 272.828125 1652252728.0191
MEM 272.828125 1652252728.1194
MEM 272.828125 1652252728.2198
MEM 272.828125 1652252728.3202
MEM 272.828125 1652252728.4206
MEM 272.828125 1652252728.5210
MEM 272.828125 1652252728.6213
MEM 272.828125 1652252728.7217
MEM 272.828125 1652252728.8221
MEM 272.828125 1652252728.9225
MEM 272.828125 1652252729.0229
MEM 272.828125 1652252729.1231
MEM 272.828125 1652252729.2234
MEM 272.828125 1652252729.3239
MEM 272.828125 1652252729.4258
MEM 272.828125 1652252729.5262
MEM 272.828125 1652252729.6280
MEM 272.828125 1652252729.7284
MEM 272.828125 1652252729.8287
MEM 272.828125 1652252729.9291
MEM 272.828125 1652252730.0295
MEM 272.828125 1652252730.1299
MEM 272.828125 1652252730.2302
MEM 272.828125 1652252730.3305
MEM 272.828125 1652252730.4310
MEM 272.828125 1652252730.5314
MEM 272.828125 1652252730.6317
MEM 272.828125 1652252730.7322
MEM 272.828125 1652252730.8325
MEM 272.828125 1652252730.9329
MEM 272.828125 1652252731.0341
MEM 272.828125 1652252731.1344
MEM 272.828125 1652252731.2348
MEM 272.828125 1652252731.3351
MEM 272.828125 1652252731.4354
MEM 272.828125 1652252731.5357
MEM 272.828125 1652252731.6361
MEM 272.828125 1652252731.7364
MEM 272.828125 1652252731.8367
MEM 272.828125 1652252731.9371
MEM 272.828125 1652252732.0375
MEM 272.828125 1652252732.1378
MEM 272.828125 1652252732.2381
MEM 272.828125 1652252732.3384
MEM 272.828125 1652252732.4387
MEM 272.828125 1652252732.5417
MEM 272.828125 1652252732.6420
MEM 272.828125 1652252732.7423
MEM 272.828125 1652252732.8426
MEM 272.828125 1652252732.9431
MEM 272.828125 1652252733.0434
MEM 272.828125 1652252733.1437
MEM 272.828125 1652252733.2440
MEM 272.828125 1652252733.3443
MEM 272.828125 1652252733.4446
MEM 272.828125 1652252733.5450
MEM 272.828125 1652252733.6454
MEM 272.828125 1652252733.7457
MEM 272.828125 1652252733.8460
MEM 272.828125 1652252733.9464
MEM 272.828125 1652252734.0468
MEM 272.828125 1652252734.1471
MEM 272.828125 1652252734.2475
MEM 272.828125 1652252734.3478
MEM 272.828125 1652252734.4482
MEM 272.828125 1652252734.5486
MEM 272.828125 1652252734.6490
MEM 272.828125 1652252734.7493
MEM 272.828125 1652252734.8497
MEM 272.828125 1652252734.9501
MEM 272.828125 1652252735.0505
MEM 272.828125 1652252735.1509
MEM 272.828125 1652252735.2512
MEM 272.828125 1652252735.3517
MEM 272.828125 1652252735.4521
MEM 272.828125 1652252735.5524
MEM 272.828125 1652252735.6547
MEM 272.828125 1652252735.7550
MEM 272.828125 1652252735.8554
MEM 272.828125 1652252735.9558
MEM 272.828125 1652252736.0561
MEM 272.828125 1652252736.1565
MEM 272.828125 1652252736.2569
MEM 272.828125 1652252736.3572
MEM 272.828125 1652252736.4576
MEM 272.828125 1652252736.5591
MEM 272.828125 1652252736.6595
MEM 272.828125 1652252736.7598
MEM 272.828125 1652252736.8614
MEM 272.828125 1652252736.9617
MEM 272.828125 1652252737.0621
MEM 272.828125 1652252737.1625
MEM 272.828125 1652252737.2628
MEM 272.828125 1652252737.3632
MEM 272.828125 1652252737.4636
MEM 272.828125 1652252737.5640
MEM 272.828125 1652252737.6643
MEM 272.828125 1652252737.7666
MEM 272.828125 1652252737.8671
MEM 272.828125 1652252737.9676
MEM 272.828125 1652252738.0681
MEM 272.828125 1652252738.1685
MEM 272.828125 1652252738.2688
MEM 272.828125 1652252738.3693
MEM 272.828125 1652252738.4697
MEM 272.828125 1652252738.5724
MEM 272.828125 1652252738.6728
MEM 272.828125 1652252738.7731
MEM 272.828125 1652252738.8736
MEM 272.828125 1652252738.9740
MEM 272.828125 1652252739.0744
MEM 272.828125 1652252739.1749
MEM 272.828125 1652252739.2752
MEM 272.828125 1652252739.3756
MEM 272.828125 1652252739.4759
MEM 272.828125 1652252739.5762
MEM 272.828125 1652252739.6766
MEM 272.828125 1652252739.7770
MEM 272.828125 1652252739.8773
MEM 272.828125 1652252739.9776
MEM 272.828125 1652252740.0779
MEM 272.828125 1652252740.1783
MEM 272.828125 1652252740.2786
MEM 272.828125 1652252740.3790
MEM 272.828125 1652252740.4792
MEM 272.828125 1652252740.5795
MEM 272.828125 1652252740.6799
MEM 272.828125 1652252740.7802
MEM 272.828125 1652252740.8805
MEM 272.828125 1652252740.9808
MEM 272.828125 1652252741.0812
MEM 272.828125 1652252741.1816
MEM 272.828125 1652252741.2820
MEM 272.828125 1652252741.3823
MEM 272.828125 1652252741.4827
MEM 272.828125 1652252741.5831
MEM 272.828125 1652252741.6834
MEM 272.828125 1652252741.7837
MEM 272.828125 1652252741.8841
MEM 272.828125 1652252741.9846
MEM 272.828125 1652252742.0849
MEM 272.828125 1652252742.1852
MEM 272.828125 1652252742.2856
MEM 272.828125 1652252742.3860
MEM 272.828125 1652252742.4863
MEM 272.828125 1652252742.5887
MEM 272.828125 1652252742.6891
MEM 272.828125 1652252742.7894
MEM 272.828125 1652252742.8898
MEM 272.828125 1652252742.9901
MEM 272.828125 1652252743.0905
MEM 272.828125 1652252743.1909
MEM 272.828125 1652252743.2946
MEM 272.828125 1652252743.3950
MEM 272.828125 1652252743.4953
MEM 272.828125 1652252743.5958
MEM 272.828125 1652252743.6962
MEM 272.828125 1652252743.7966
MEM 272.828125 1652252743.8970
MEM 272.828125 1652252743.9974
MEM 272.828125 1652252744.0979
MEM 272.828125 1652252744.1983
MEM 272.828125 1652252744.2988
MEM 272.828125 1652252744.3992
MEM 272.828125 1652252744.4996
MEM 272.828125 1652252744.6000
MEM 272.828125 1652252744.7004
MEM 272.828125 1652252744.8008
MEM 272.828125 1652252744.9012
MEM 272.828125 1652252745.0015
MEM 272.828125 1652252745.1019
MEM 272.828125 1652252745.2023
MEM 272.828125 1652252745.3027
MEM 272.828125 1652252745.4030
MEM 272.828125 1652252745.5035
MEM 272.828125 1652252745.6038
MEM 272.828125 1652252745.7042
MEM 272.828125 1652252745.8072
MEM 272.828125 1652252745.9076
MEM 272.828125 1652252746.0079
MEM 272.828125 1652252746.1083
MEM 272.828125 1652252746.2087
MEM 272.828125 1652252746.3090
MEM 272.828125 1652252746.4094
MEM 272.828125 1652252746.5097
MEM 272.828125 1652252746.6100
MEM 272.828125 1652252746.7104
MEM 272.828125 1652252746.8108
MEM 272.828125 1652252746.9139
MEM 272.828125 1652252747.0143
MEM 272.828125 1652252747.1146
MEM 272.828125 1652252747.2150
MEM 272.828125 1652252747.3155
MEM 272.828125 1652252747.4158
MEM 272.828125 1652252747.5161
MEM 272.828125 1652252747.6165
MEM 272.828125 1652252747.7232
MEM 272.828125 1652252747.8236
MEM 272.828125 1652252747.9239
MEM 272.828125 1652252748.0242
MEM 272.828125 1652252748.1245
MEM 272.828125 1652252748.2248
MEM 272.828125 1652252748.3251
MEM 272.828125 1652252748.4255
MEM 272.828125 1652252748.5257
MEM 272.828125 1652252748.6261
MEM 272.828125 1652252748.7263
MEM 272.828125 1652252748.8266
MEM 272.828125 1652252748.9271
MEM 272.828125 1652252749.0274
MEM 272.828125 1652252749.1277
MEM 272.828125 1652252749.2280
MEM 272.828125 1652252749.3283
MEM 272.828125 1652252749.4286
MEM 272.828125 1652252749.5289
MEM 272.828125 1652252749.6292
MEM 272.828125 1652252749.7304
MEM 272.828125 1652252749.8307
MEM 272.828125 1652252749.9310
MEM 272.828125 1652252750.0313
MEM 272.828125 1652252750.1316
MEM 272.828125 1652252750.2319
MEM 272.828125 1652252750.3323
MEM 272.828125 1652252750.4326
MEM 272.828125 1652252750.5330
MEM 272.828125 1652252750.6456
MEM 272.828125 1652252750.7459
MEM 272.828125 1652252750.8462
MEM 272.828125 1652252750.9465
MEM 272.828125 1652252751.0468
MEM 272.828125 1652252751.1471
MEM 272.828125 1652252751.2475
MEM 272.828125 1652252751.3478
MEM 272.828125 1652252751.4481
MEM 272.828125 1652252751.5484
MEM 272.828125 1652252751.6487
MEM 272.828125 1652252751.7491
MEM 272.828125 1652252751.8495
MEM 272.828125 1652252751.9499
MEM 272.828125 1652252752.0502
MEM 272.828125 1652252752.1506
MEM 272.828125 1652252752.2510
MEM 272.828125 1652252752.3514
MEM 272.828125 1652252752.4517
MEM 272.828125 1652252752.5520
MEM 272.828125 1652252752.6524
MEM 272.828125 1652252752.7527
MEM 272.828125 1652252752.8531
MEM 272.828125 1652252752.9535
MEM 272.828125 1652252753.0538
MEM 272.828125 1652252753.1542
MEM 272.828125 1652252753.2545
MEM 272.828125 1652252753.3549
MEM 272.828125 1652252753.4552
MEM 272.828125 1652252753.5555
MEM 272.828125 1652252753.6558
MEM 272.828125 1652252753.7562
MEM 272.828125 1652252753.8565
MEM 272.828125 1652252753.9568
MEM 272.828125 1652252754.0572
MEM 272.828125 1652252754.1575
MEM 272.828125 1652252754.2579
MEM 272.828125 1652252754.3582
MEM 272.828125 1652252754.4586
MEM 272.828125 1652252754.5589
MEM 272.828125 1652252754.6593
MEM 272.828125 1652252754.7597
MEM 272.828125 1652252754.8601
MEM 272.828125 1652252754.9604
MEM 272.828125 1652252755.0608
MEM 272.828125 1652252755.1612
MEM 272.828125 1652252755.2615
MEM 272.828125 1652252755.3619
MEM 272.828125 1652252755.4622
MEM 272.828125 1652252755.5625
MEM 272.828125 1652252755.6628
MEM 272.828125 1652252755.7632
MEM 272.828125 1652252755.8635
MEM 272.828125 1652252755.9638
MEM 272.828125 1652252756.0642
MEM 272.828125 1652252756.1645
MEM 272.828125 1652252756.2649
MEM 272.828125 1652252756.3652
MEM 272.828125 1652252756.4656
MEM 272.828125 1652252756.5659
MEM 272.828125 1652252756.6662
MEM 272.828125 1652252756.7665
MEM 272.828125 1652252756.8711
MEM 272.828125 1652252756.9715
MEM 272.828125 1652252757.0718
MEM 272.828125 1652252757.1721
MEM 272.828125 1652252757.2724
MEM 272.828125 1652252757.3728
MEM 272.828125 1652252757.4731
MEM 272.828125 1652252757.5735
MEM 272.828125 1652252757.6738
MEM 272.828125 1652252757.7741
MEM 272.828125 1652252757.8745
MEM 272.828125 1652252757.9748
MEM 272.828125 1652252758.0751
MEM 272.828125 1652252758.1754
MEM 272.828125 1652252758.2757
MEM 272.828125 1652252758.3761
MEM 272.828125 1652252758.4765
MEM 272.828125 1652252758.5768
MEM 272.828125 1652252758.6771
MEM 272.828125 1652252758.7785
MEM 272.828125 1652252758.8788
MEM 272.828125 1652252758.9792
MEM 272.828125 1652252759.0795
MEM 272.828125 1652252759.1798
MEM 272.828125 1652252759.2802
MEM 272.828125 1652252759.3805
MEM 272.828125 1652252759.4808
MEM 272.828125 1652252759.5813
MEM 272.828125 1652252759.6831
MEM 272.828125 1652252759.7834
MEM 272.828125 1652252759.8838
MEM 272.828125 1652252759.9841
MEM 272.828125 1652252760.0845
MEM 272.828125 1652252760.1848
MEM 272.828125 1652252760.2852
MEM 272.828125 1652252760.3855
MEM 272.828125 1652252760.4859
MEM 272.828125 1652252760.5873
MEM 272.828125 1652252760.6918
MEM 272.828125 1652252760.7922
MEM 272.828125 1652252760.8925
MEM 272.828125 1652252760.9929
MEM 272.828125 1652252761.0932
MEM 272.828125 1652252761.1951
MEM 272.828125 1652252761.2954
MEM 272.828125 1652252761.3957
MEM 272.828125 1652252761.4961
MEM 272.828125 1652252761.5964
MEM 272.828125 1652252761.6967
MEM 272.828125 1652252761.7970
MEM 272.828125 1652252761.8974
MEM 272.828125 1652252761.9977
MEM 272.828125 1652252762.0981
MEM 272.828125 1652252762.1985
MEM 272.828125 1652252762.2988
MEM 272.828125 1652252762.3992
MEM 272.828125 1652252762.4995
MEM 272.828125 1652252762.5998
MEM 272.828125 1652252762.7002
MEM 272.828125 1652252762.8006
MEM 272.828125 1652252762.9073
MEM 272.828125 1652252763.0076
MEM 272.828125 1652252763.1081
MEM 272.828125 1652252763.2084
MEM 272.828125 1652252763.3088
MEM 272.828125 1652252763.4092
MEM 272.828125 1652252763.5095
MEM 272.828125 1652252763.6099
MEM 272.828125 1652252763.7102
MEM 272.828125 1652252763.8106
MEM 272.828125 1652252763.9109
MEM 272.828125 1652252764.0113
MEM 272.828125 1652252764.1116
MEM 272.828125 1652252764.2119
MEM 272.828125 1652252764.3123
MEM 272.828125 1652252764.4186
MEM 272.828125 1652252764.5189
MEM 272.828125 1652252764.6191
MEM 272.828125 1652252764.7195
MEM 272.828125 1652252764.8199
MEM 272.828125 1652252764.9231
MEM 272.828125 1652252765.0235
MEM 272.828125 1652252765.1238
MEM 272.828125 1652252765.2241
MEM 272.828125 1652252765.3245
MEM 272.828125 1652252765.4248
MEM 272.828125 1652252765.5252
MEM 272.828125 1652252765.6256
MEM 272.828125 1652252765.7259
MEM 272.828125 1652252765.8262
MEM 272.828125 1652252765.9264
MEM 272.828125 1652252766.0268
MEM 272.828125 1652252766.1271
MEM 272.828125 1652252766.2274
MEM 272.828125 1652252766.3278
MEM 272.828125 1652252766.4281
MEM 272.828125 1652252766.5284
MEM 272.828125 1652252766.6287
MEM 272.828125 1652252766.7290
MEM 272.828125 1652252766.8293
MEM 272.828125 1652252766.9296
MEM 272.828125 1652252767.0299
MEM 272.828125 1652252767.1301
MEM 272.828125 1652252767.2305
MEM 272.828125 1652252767.3308
MEM 272.828125 1652252767.4311
MEM 272.828125 1652252767.5314
MEM 272.828125 1652252767.6317
MEM 272.828125 1652252767.7320
MEM 272.828125 1652252767.8323
MEM 272.828125 1652252767.9326
MEM 272.828125 1652252768.0329
MEM 272.828125 1652252768.1332
MEM 272.828125 1652252768.2335
MEM 272.828125 1652252768.3338
MEM 272.828125 1652252768.4340
MEM 272.828125 1652252768.5344
MEM 272.828125 1652252768.6347
MEM 272.828125 1652252768.7350
MEM 272.828125 1652252768.8354
MEM 272.828125 1652252768.9359
MEM 272.828125 1652252769.0362
MEM 272.828125 1652252769.1366
MEM 272.828125 1652252769.2369
MEM 272.828125 1652252769.3373
MEM 272.828125 1652252769.4376
MEM 272.828125 1652252769.5380
MEM 272.828125 1652252769.6384
MEM 272.828125 1652252769.7388
MEM 272.828125 1652252769.8392
MEM 272.828125 1652252769.9396
MEM 272.828125 1652252770.0401
MEM 272.828125 1652252770.1405
MEM 272.828125 1652252770.2408
MEM 272.828125 1652252770.3411
MEM 272.828125 1652252770.4415
MEM 272.828125 1652252770.5419
MEM 272.828125 1652252770.6423
MEM 272.828125 1652252770.7426
MEM 272.828125 1652252770.8430
MEM 272.828125 1652252770.9453
MEM 272.828125 1652252771.0457
MEM 272.828125 1652252771.1460
MEM 272.828125 1652252771.2464
MEM 272.828125 1652252771.3467
MEM 272.828125 1652252771.4471
MEM 272.828125 1652252771.5475
MEM 272.828125 1652252771.6479
MEM 272.828125 1652252771.7498
MEM 272.828125 1652252771.8502
MEM 272.828125 1652252771.9505
MEM 272.828125 1652252772.0508
MEM 272.828125 1652252772.1511
MEM 272.828125 1652252772.2515
MEM 272.828125 1652252772.3518
MEM 272.828125 1652252772.4522
MEM 272.828125 1652252772.5525
MEM 272.828125 1652252772.6528
MEM 272.828125 1652252772.7531
MEM 272.828125 1652252772.8534
MEM 272.828125 1652252772.9538
MEM 272.828125 1652252773.0542
MEM 272.828125 1652252773.1545
MEM 272.828125 1652252773.2548
MEM 272.828125 1652252773.3570
MEM 272.828125 1652252773.4574
MEM 272.828125 1652252773.5577
MEM 272.828125 1652252773.6580
MEM 272.828125 1652252773.7584
MEM 272.828125 1652252773.8588
MEM 272.828125 1652252773.9591
MEM 272.828125 1652252774.0593
MEM 272.828125 1652252774.1597
MEM 272.828125 1652252774.2600
MEM 272.828125 1652252774.3604
MEM 272.828125 1652252774.4607
MEM 272.828125 1652252774.5616
MEM 272.828125 1652252774.6620
MEM 272.828125 1652252774.7623
MEM 272.828125 1652252774.8626
MEM 272.828125 1652252774.9630
MEM 272.828125 1652252775.0633
MEM 272.828125 1652252775.1637
MEM 272.828125 1652252775.2640
MEM 272.828125 1652252775.3644
MEM 272.828125 1652252775.4647
MEM 272.828125 1652252775.5651
MEM 272.828125 1652252775.6654
MEM 272.828125 1652252775.7657
MEM 272.828125 1652252775.8661
MEM 272.828125 1652252775.9664
MEM 272.828125 1652252776.0667
MEM 272.828125 1652252776.1670
MEM 272.828125 1652252776.2674
MEM 272.828125 1652252776.3677
MEM 272.828125 1652252776.4680
MEM 272.828125 1652252776.5684
MEM 272.828125 1652252776.6687
MEM 272.828125 1652252776.7691
MEM 272.828125 1652252776.8694
MEM 272.828125 1652252776.9699
MEM 272.828125 1652252777.0702
MEM 272.828125 1652252777.1706
MEM 272.828125 1652252777.2710
MEM 272.828125 1652252777.3714
MEM 272.828125 1652252777.4718
MEM 272.828125 1652252777.5722
MEM 272.828125 1652252777.6726
MEM 272.828125 1652252777.7730
MEM 272.828125 1652252777.8733
MEM 272.828125 1652252777.9736
MEM 272.828125 1652252778.0750
MEM 272.828125 1652252778.1753
MEM 272.828125 1652252778.2757
MEM 272.828125 1652252778.3760
MEM 272.828125 1652252778.4764
MEM 272.828125 1652252778.5792
MEM 272.828125 1652252778.6795
MEM 272.828125 1652252778.7798
MEM 272.828125 1652252778.8802
MEM 272.828125 1652252778.9807
MEM 272.828125 1652252779.0811
MEM 272.828125 1652252779.1814
MEM 272.828125 1652252779.2818
MEM 272.828125 1652252779.3823
MEM 272.828125 1652252779.4826
MEM 272.828125 1652252779.5830
MEM 272.828125 1652252779.6833
MEM 272.828125 1652252779.7836
MEM 272.828125 1652252779.8840
MEM 272.828125 1652252779.9846
MEM 272.828125 1652252780.0849
MEM 272.828125 1652252780.1852
MEM 272.828125 1652252780.2856
MEM 272.828125 1652252780.3859
MEM 272.828125 1652252780.4864
MEM 272.828125 1652252780.5867
MEM 272.828125 1652252780.6871
MEM 272.828125 1652252780.7874
MEM 272.828125 1652252780.8877
MEM 272.828125 1652252780.9881
MEM 272.828125 1652252781.0884
MEM 272.828125 1652252781.1887
MEM 272.828125 1652252781.2911
MEM 272.828125 1652252781.3915
MEM 272.828125 1652252781.4919
MEM 272.828125 1652252781.5922
MEM 272.828125 1652252781.6925
MEM 272.828125 1652252781.7929
MEM 272.828125 1652252781.8932
MEM 272.828125 1652252781.9936
MEM 272.828125 1652252782.0938
MEM 272.828125 1652252782.1942
MEM 272.828125 1652252782.2945
MEM 272.828125 1652252782.3948
MEM 272.828125 1652252782.4953
MEM 272.828125 1652252782.5956
MEM 272.828125 1652252782.6959
MEM 272.828125 1652252782.7962
MEM 272.828125 1652252782.9014
MEM 272.828125 1652252783.0040
MEM 272.828125 1652252783.1043
MEM 272.828125 1652252783.2047
MEM 272.828125 1652252783.3050
MEM 272.828125 1652252783.4053
MEM 272.828125 1652252783.5056
MEM 272.828125 1652252783.6059
MEM 272.828125 1652252783.7061
MEM 272.828125 1652252783.8064
MEM 272.828125 1652252783.9067
MEM 272.828125 1652252784.0070
MEM 272.828125 1652252784.1074
MEM 272.828125 1652252784.2077
MEM 272.828125 1652252784.3080
MEM 272.828125 1652252784.4083
MEM 272.828125 1652252784.5085
MEM 272.828125 1652252784.6088
MEM 272.828125 1652252784.7098
MEM 272.828125 1652252784.8100
MEM 272.828125 1652252784.9103
MEM 272.828125 1652252785.0106
MEM 272.828125 1652252785.1110
MEM 272.828125 1652252785.2113
MEM 272.828125 1652252785.3116
MEM 272.828125 1652252785.4118
MEM 272.828125 1652252785.5122
MEM 272.828125 1652252785.6149
MEM 272.828125 1652252785.7151
MEM 272.828125 1652252785.8175
MEM 272.828125 1652252785.9178
MEM 272.828125 1652252786.0181
MEM 272.828125 1652252786.1184
MEM 272.828125 1652252786.2188
MEM 272.828125 1652252786.3192
MEM 272.828125 1652252786.4195
MEM 272.828125 1652252786.5198
MEM 272.828125 1652252786.6202
MEM 272.828125 1652252786.7205
MEM 272.828125 1652252786.8208
MEM 272.828125 1652252786.9211
MEM 272.828125 1652252787.0215
MEM 272.828125 1652252787.1218
MEM 272.828125 1652252787.2222
MEM 272.828125 1652252787.3226
MEM 272.828125 1652252787.4229
MEM 272.828125 1652252787.5232
MEM 272.828125 1652252787.6235
MEM 272.828125 1652252787.7238
MEM 272.828125 1652252787.8241
MEM 272.828125 1652252787.9246
MEM 272.828125 1652252788.0250
MEM 272.828125 1652252788.1254
MEM 272.828125 1652252788.2257
MEM 272.828125 1652252788.3261
MEM 272.828125 1652252788.4265
MEM 272.828125 1652252788.5268
MEM 272.828125 1652252788.6272
MEM 272.828125 1652252788.7275
MEM 272.828125 1652252788.8279
MEM 272.828125 1652252788.9283
MEM 272.828125 1652252789.0286
MEM 272.828125 1652252789.1290
MEM 272.828125 1652252789.2294
MEM 272.828125 1652252789.3297
MEM 272.828125 1652252789.4300
MEM 272.828125 1652252789.5304
MEM 272.828125 1652252789.6307
MEM 272.828125 1652252789.7311
MEM 272.828125 1652252789.8314
MEM 272.828125 1652252789.9319
MEM 272.828125 1652252790.0323
MEM 272.828125 1652252790.1327
MEM 272.828125 1652252790.2330
