CMDLINE /usr/bin/python3 scripts/Lasso-RF-TARA.py
MEM 287.066406 1652253750.5519
MEM 287.066406 1652253750.6522
MEM 260.917969 1652253750.7526
MEM 278.242188 1652253750.8530
MEM 287.066406 1652253750.9534
MEM 287.066406 1652253751.0537
MEM 260.917969 1652253751.1541
MEM 260.917969 1652253751.2545
MEM 278.500000 1652253751.3548
MEM 287.257812 1652253751.4552
MEM 287.257812 1652253751.5556
MEM 260.917969 1652253751.6559
MEM 278.500000 1652253751.7563
MEM 287.257812 1652253751.8568
MEM 287.257812 1652253751.9572
MEM 260.917969 1652253752.0576
MEM 260.917969 1652253752.1580
MEM 278.500000 1652253752.2584
MEM 287.257812 1652253752.3589
MEM 287.257812 1652253752.4592
MEM 287.257812 1652253752.5595
MEM 260.917969 1652253752.6599
MEM 260.917969 1652253752.7602
MEM 278.242188 1652253752.8606
MEM 287.066406 1652253752.9609
MEM 287.066406 1652253753.0613
MEM 260.917969 1652253753.1617
MEM 260.917969 1652253753.2620
MEM 278.242188 1652253753.3624
MEM 287.066406 1652253753.4628
MEM 287.066406 1652253753.5631
MEM 260.917969 1652253753.6635
MEM 278.500000 1652253753.7639
MEM 287.257812 1652253753.8643
MEM 287.257812 1652253753.9647
MEM 287.257812 1652253754.0650
MEM 260.917969 1652253754.1654
MEM 278.500000 1652253754.2658
MEM 287.257812 1652253754.3662
MEM 287.257812 1652253754.4665
MEM 252.867188 1652253754.5669
MEM 260.917969 1652253754.6673
MEM 278.500000 1652253754.7677
MEM 287.257812 1652253754.8681
MEM 287.257812 1652253754.9685
MEM 260.917969 1652253755.0689
MEM 278.242188 1652253755.1693
MEM 283.015625 1652253755.2697
MEM 287.066406 1652253755.3700
MEM 260.917969 1652253755.4704
MEM 260.917969 1652253755.5707
MEM 278.242188 1652253755.6711
MEM 287.066406 1652253755.7714
MEM 287.066406 1652253755.8717
MEM 260.917969 1652253755.9720
MEM 260.917969 1652253756.0724
MEM 278.500000 1652253756.1727
MEM 287.257812 1652253756.2731
MEM 287.257812 1652253756.3743
MEM 260.917969 1652253756.4754
MEM 260.917969 1652253756.5758
MEM 278.500000 1652253756.6762
MEM 287.257812 1652253756.7765
MEM 287.257812 1652253756.8768
MEM 260.917969 1652253756.9772
MEM 278.500000 1652253757.0802
MEM 287.257812 1652253757.1806
MEM 287.257812 1652253757.2809
MEM 260.917969 1652253757.3812
MEM 269.675781 1652253757.4816
MEM 278.242188 1652253757.5821
MEM 287.066406 1652253757.6825
MEM 287.066406 1652253757.7829
MEM 260.917969 1652253757.8859
MEM 278.242188 1652253757.9866
MEM 287.066406 1652253758.0871
MEM 287.066406 1652253758.1874
MEM 260.917969 1652253758.2878
MEM 260.917969 1652253758.3881
MEM 278.500000 1652253758.4885
MEM 287.257812 1652253758.5888
MEM 287.257812 1652253758.6892
MEM 287.257812 1652253758.7895
MEM 260.917969 1652253758.8899
MEM 278.500000 1652253758.9903
MEM 287.257812 1652253759.0908
MEM 287.257812 1652253759.1911
MEM 287.257812 1652253759.2916
MEM 270.449219 1652253759.3919
MEM 278.500000 1652253759.4923
MEM 287.257812 1652253759.5926
MEM 287.257812 1652253759.6930
MEM 260.917969 1652253759.7934
MEM 278.242188 1652253759.8938
MEM 287.066406 1652253759.9942
MEM 287.066406 1652253760.0946
MEM 260.917969 1652253760.1950
MEM 278.242188 1652253760.2954
MEM 287.066406 1652253760.3958
MEM 287.066406 1652253760.4962
MEM 287.066406 1652253760.5966
MEM 260.917969 1652253760.6970
MEM 278.500000 1652253760.7973
MEM 287.257812 1652253760.8977
MEM 287.257812 1652253761.0032
MEM 260.917969 1652253761.1036
MEM 272.964844 1652253761.2039
MEM 278.500000 1652253761.3043
MEM 287.257812 1652253761.4047
MEM 287.257812 1652253761.5049
MEM 260.917969 1652253761.6054
MEM 278.500000 1652253761.7058
MEM 287.257812 1652253761.8062
MEM 287.257812 1652253761.9065
MEM 260.917969 1652253762.0070
MEM 278.242188 1652253762.1074
MEM 287.066406 1652253762.2077
MEM 287.066406 1652253762.3080
MEM 287.066406 1652253762.4083
MEM 260.917969 1652253762.5087
MEM 278.242188 1652253762.6092
MEM 287.066406 1652253762.7097
MEM 287.066406 1652253762.8111
MEM 260.917969 1652253762.9115
MEM 260.917969 1652253763.0135
MEM 278.500000 1652253763.1139
MEM 287.257812 1652253763.2143
MEM 287.257812 1652253763.3146
MEM 260.917969 1652253763.4150
MEM 260.917969 1652253763.5154
MEM 278.500000 1652253763.6158
MEM 287.257812 1652253763.7161
MEM 287.257812 1652253763.8165
MEM 260.917969 1652253763.9170
MEM 278.500000 1652253764.0175
MEM 287.257812 1652253764.1178
MEM 287.257812 1652253764.2182
MEM 260.917969 1652253764.3185
MEM 278.242188 1652253764.4188
MEM 287.066406 1652253764.5191
MEM 287.066406 1652253764.6194
MEM 287.066406 1652253764.7197
MEM 260.917969 1652253764.8200
MEM 278.242188 1652253764.9204
MEM 287.066406 1652253765.0208
MEM 287.066406 1652253765.1211
MEM 260.917969 1652253765.2215
MEM 260.917969 1652253765.3217
MEM 278.500000 1652253765.4220
MEM 287.257812 1652253765.5224
MEM 287.257812 1652253765.6227
MEM 260.917969 1652253765.7231
MEM 278.500000 1652253765.8234
MEM 287.257812 1652253765.9238
MEM 287.257812 1652253766.0241
MEM 260.917969 1652253766.1245
MEM 260.917969 1652253766.2248
MEM 278.500000 1652253766.3251
MEM 287.257812 1652253766.4254
MEM 287.257812 1652253766.5256
MEM 260.917969 1652253766.6259
MEM 278.242188 1652253766.7262
MEM 287.066406 1652253766.8265
MEM 287.066406 1652253766.9269
MEM 287.066406 1652253767.0272
MEM 260.917969 1652253767.1276
MEM 260.917969 1652253767.2279
MEM 278.242188 1652253767.3282
MEM 287.066406 1652253767.4286
MEM 287.066406 1652253767.5290
MEM 260.917969 1652253767.6294
MEM 278.500000 1652253767.7298
MEM 287.257812 1652253767.8303
MEM 287.257812 1652253767.9307
MEM 287.257812 1652253768.0311
MEM 260.917969 1652253768.1315
MEM 278.500000 1652253768.2320
MEM 278.500000 1652253768.3324
MEM 287.257812 1652253768.4329
MEM 287.257812 1652253768.5333
MEM 260.917969 1652253768.6337
MEM 278.500000 1652253768.7340
MEM 287.015625 1652253768.8344
MEM 287.257812 1652253768.9366
MEM 287.257812 1652253769.0369
MEM 260.917969 1652253769.1373
MEM 278.242188 1652253769.2376
MEM 287.066406 1652253769.3381
MEM 287.066406 1652253769.4385
MEM 260.917969 1652253769.5390
MEM 260.917969 1652253769.6393
MEM 278.242188 1652253769.7397
MEM 287.066406 1652253769.8400
MEM 287.066406 1652253769.9404
MEM 260.917969 1652253770.0407
MEM 260.917969 1652253770.1410
MEM 278.500000 1652253770.2414
MEM 287.257812 1652253770.3419
MEM 287.257812 1652253770.4422
MEM 260.917969 1652253770.5425
MEM 277.726562 1652253770.6429
MEM 278.500000 1652253770.7433
MEM 287.257812 1652253770.8437
MEM 287.257812 1652253770.9440
MEM 260.917969 1652253771.0444
MEM 278.500000 1652253771.1447
MEM 287.257812 1652253771.2451
MEM 287.257812 1652253771.3455
MEM 287.257812 1652253771.4458
MEM 260.917969 1652253771.5462
MEM 269.675781 1652253771.6466
MEM 278.242188 1652253771.7469
MEM 287.066406 1652253771.8474
MEM 287.066406 1652253771.9476
MEM 260.917969 1652253772.0481
MEM 278.242188 1652253772.1484
MEM 278.242188 1652253772.2488
MEM 287.066406 1652253772.3491
MEM 287.066406 1652253772.4494
MEM 260.917969 1652253772.5498
MEM 278.500000 1652253772.6501
MEM 278.500000 1652253772.7505
MEM 287.257812 1652253772.8552
MEM 287.257812 1652253772.9555
MEM 260.917969 1652253773.0558
MEM 278.500000 1652253773.1562
MEM 278.500000 1652253773.2566
MEM 287.257812 1652253773.3569
MEM 260.917969 1652253773.4572
MEM 278.500000 1652253773.5596
MEM 278.500000 1652253773.6600
MEM 287.257812 1652253773.7604
MEM 287.257812 1652253773.8608
MEM 252.363281 1652253773.9611
MEM 273.933594 1652253774.0614
MEM 280.707031 1652253774.1617
MEM 284.945312 1652253774.2621
MEM 284.945312 1652253774.3624
MEM 241.351562 1652253774.4627
MEM 241.351562 1652253774.5631
MEM 241.351562 1652253774.6634
MEM 241.351562 1652253774.7636
MEM 241.351562 1652253774.8639
MEM 241.351562 1652253774.9643
MEM 241.351562 1652253775.0645
MEM 241.351562 1652253775.1648
MEM 241.351562 1652253775.2651
MEM 241.351562 1652253775.3654
MEM 241.351562 1652253775.4658
MEM 241.351562 1652253775.5661
MEM 241.351562 1652253775.6664
MEM 241.351562 1652253775.7667
MEM 241.351562 1652253775.8670
MEM 241.351562 1652253775.9673
MEM 241.351562 1652253776.0676
MEM 241.351562 1652253776.1679
MEM 241.351562 1652253776.2682
MEM 241.351562 1652253776.3684
MEM 241.351562 1652253776.4688
MEM 241.351562 1652253776.5700
MEM 241.351562 1652253776.6703
MEM 241.351562 1652253776.7706
MEM 241.351562 1652253776.8726
MEM 241.351562 1652253776.9729
MEM 241.351562 1652253777.0732
MEM 241.351562 1652253777.1737
MEM 241.351562 1652253777.2740
MEM 241.351562 1652253777.3743
MEM 241.351562 1652253777.4746
MEM 241.351562 1652253777.5749
MEM 241.351562 1652253777.6753
MEM 241.351562 1652253777.7756
MEM 241.351562 1652253777.8759
MEM 241.351562 1652253777.9763
MEM 241.351562 1652253778.0766
MEM 241.351562 1652253778.1769
MEM 241.351562 1652253778.2772
MEM 241.351562 1652253778.3776
MEM 241.351562 1652253778.4779
MEM 241.351562 1652253778.5782
MEM 241.351562 1652253778.6785
MEM 241.351562 1652253778.7789
MEM 241.351562 1652253778.8792
MEM 241.351562 1652253778.9795
MEM 241.351562 1652253779.0798
MEM 241.351562 1652253779.1801
MEM 241.351562 1652253779.2804
MEM 241.351562 1652253779.3807
MEM 241.351562 1652253779.4811
MEM 241.351562 1652253779.5814
MEM 241.351562 1652253779.6817
MEM 241.351562 1652253779.7820
MEM 241.351562 1652253779.8871
MEM 241.351562 1652253779.9910
MEM 241.351562 1652253780.0913
MEM 241.351562 1652253780.1916
MEM 241.351562 1652253780.2919
MEM 241.351562 1652253780.3922
MEM 241.351562 1652253780.4926
MEM 241.351562 1652253780.5929
MEM 241.351562 1652253780.6933
MEM 241.351562 1652253780.7936
MEM 241.351562 1652253780.8939
MEM 241.351562 1652253780.9942
MEM 241.351562 1652253781.0945
MEM 241.351562 1652253781.1948
MEM 241.351562 1652253781.2951
MEM 241.351562 1652253781.3954
MEM 241.351562 1652253781.4957
MEM 241.351562 1652253781.5960
MEM 241.351562 1652253781.6963
MEM 241.351562 1652253781.7966
MEM 241.351562 1652253781.8969
MEM 241.351562 1652253781.9972
MEM 241.351562 1652253782.0974
MEM 241.351562 1652253782.1977
MEM 241.351562 1652253782.2981
MEM 241.351562 1652253782.3984
MEM 241.351562 1652253782.4987
MEM 241.351562 1652253782.5990
MEM 241.351562 1652253782.6992
MEM 241.351562 1652253782.7995
MEM 241.351562 1652253782.8998
MEM 241.351562 1652253783.0000
MEM 241.351562 1652253783.1004
MEM 241.351562 1652253783.2006
MEM 241.351562 1652253783.3009
MEM 241.351562 1652253783.4011
MEM 241.351562 1652253783.5014
MEM 241.351562 1652253783.6016
MEM 241.351562 1652253783.7019
MEM 241.351562 1652253783.8021
MEM 241.351562 1652253783.9023
MEM 241.351562 1652253784.0026
MEM 241.351562 1652253784.1028
MEM 241.351562 1652253784.2031
MEM 241.351562 1652253784.3033
MEM 241.351562 1652253784.4035
MEM 241.351562 1652253784.5038
MEM 241.351562 1652253784.6040
MEM 241.351562 1652253784.7042
MEM 241.351562 1652253784.8045
MEM 241.351562 1652253784.9047
MEM 241.351562 1652253785.0050
MEM 241.351562 1652253785.1052
MEM 241.351562 1652253785.2055
MEM 241.351562 1652253785.3057
MEM 241.351562 1652253785.4060
MEM 241.351562 1652253785.5062
MEM 241.351562 1652253785.6065
MEM 241.351562 1652253785.7067
MEM 241.351562 1652253785.8070
MEM 241.351562 1652253785.9073
MEM 241.351562 1652253786.0075
MEM 241.351562 1652253786.1078
MEM 241.351562 1652253786.2081
MEM 241.351562 1652253786.3083
MEM 241.351562 1652253786.4086
MEM 241.351562 1652253786.5089
MEM 241.351562 1652253786.6092
MEM 241.351562 1652253786.7095
MEM 241.351562 1652253786.8097
MEM 241.351562 1652253786.9103
MEM 241.351562 1652253787.0106
MEM 241.351562 1652253787.1111
MEM 241.351562 1652253787.2114
MEM 241.351562 1652253787.3117
MEM 241.351562 1652253787.4120
MEM 241.351562 1652253787.5123
MEM 241.351562 1652253787.6126
MEM 241.351562 1652253787.7130
MEM 241.351562 1652253787.8133
MEM 241.351562 1652253787.9136
MEM 241.351562 1652253788.0139
MEM 241.351562 1652253788.1143
MEM 241.351562 1652253788.2147
MEM 241.351562 1652253788.3150
MEM 241.351562 1652253788.4154
MEM 241.351562 1652253788.5181
MEM 241.351562 1652253788.6184
MEM 241.351562 1652253788.7188
MEM 241.351562 1652253788.8191
MEM 241.351562 1652253788.9194
MEM 241.351562 1652253789.0197
MEM 241.351562 1652253789.1200
MEM 241.351562 1652253789.2203
MEM 241.351562 1652253789.3206
MEM 241.351562 1652253789.4272
MEM 241.351562 1652253789.5275
MEM 241.351562 1652253789.6278
MEM 241.351562 1652253789.7281
MEM 241.351562 1652253789.8284
MEM 241.351562 1652253789.9287
MEM 241.351562 1652253790.0290
MEM 241.351562 1652253790.1294
MEM 241.351562 1652253790.2296
MEM 241.351562 1652253790.3299
MEM 241.351562 1652253790.4302
MEM 241.351562 1652253790.5305
MEM 241.351562 1652253790.6308
MEM 241.351562 1652253790.7311
MEM 241.351562 1652253790.8329
MEM 241.351562 1652253790.9332
MEM 241.351562 1652253791.0335
MEM 241.351562 1652253791.1338
MEM 241.351562 1652253791.2342
MEM 241.351562 1652253791.3345
MEM 241.351562 1652253791.4347
MEM 241.351562 1652253791.5351
MEM 241.351562 1652253791.6353
MEM 241.351562 1652253791.7356
MEM 241.351562 1652253791.8360
MEM 241.351562 1652253791.9363
MEM 241.351562 1652253792.0366
MEM 241.351562 1652253792.1369
MEM 241.351562 1652253792.2372
MEM 241.351562 1652253792.3376
MEM 241.351562 1652253792.4378
MEM 241.351562 1652253792.5381
MEM 241.351562 1652253792.6384
MEM 241.351562 1652253792.7386
MEM 241.351562 1652253792.8390
MEM 241.351562 1652253792.9393
MEM 241.351562 1652253793.0398
MEM 241.351562 1652253793.1415
MEM 241.351562 1652253793.2418
MEM 241.351562 1652253793.3421
MEM 241.351562 1652253793.4425
MEM 241.351562 1652253793.5428
MEM 241.351562 1652253793.6431
MEM 241.351562 1652253793.7455
MEM 241.351562 1652253793.8458
MEM 241.351562 1652253793.9462
MEM 241.351562 1652253794.0466
MEM 241.351562 1652253794.1485
MEM 241.351562 1652253794.2488
MEM 241.351562 1652253794.3491
MEM 241.351562 1652253794.4495
MEM 241.351562 1652253794.5498
MEM 241.351562 1652253794.6502
MEM 241.351562 1652253794.7506
MEM 241.351562 1652253794.8509
MEM 241.351562 1652253794.9511
MEM 241.351562 1652253795.0514
MEM 241.351562 1652253795.1518
MEM 241.351562 1652253795.2522
MEM 241.351562 1652253795.3525
MEM 241.351562 1652253795.4528
MEM 241.351562 1652253795.5531
MEM 241.351562 1652253795.6534
MEM 241.351562 1652253795.7538
MEM 241.351562 1652253795.8542
MEM 241.351562 1652253795.9545
MEM 241.351562 1652253796.0549
MEM 241.351562 1652253796.1551
MEM 241.351562 1652253796.2555
MEM 241.351562 1652253796.3559
MEM 241.351562 1652253796.4563
MEM 241.351562 1652253796.5566
MEM 241.351562 1652253796.6570
MEM 241.351562 1652253796.7573
MEM 241.351562 1652253796.8577
MEM 241.351562 1652253796.9581
MEM 241.351562 1652253797.0584
MEM 241.351562 1652253797.1587
MEM 241.351562 1652253797.2591
MEM 241.351562 1652253797.3595
MEM 241.351562 1652253797.4598
MEM 241.351562 1652253797.5602
MEM 241.351562 1652253797.6631
MEM 241.351562 1652253797.7635
MEM 241.351562 1652253797.8638
MEM 241.351562 1652253797.9642
MEM 241.351562 1652253798.0645
MEM 241.351562 1652253798.1648
MEM 241.351562 1652253798.2651
MEM 241.351562 1652253798.3654
MEM 241.351562 1652253798.4657
MEM 241.351562 1652253798.5660
MEM 241.351562 1652253798.6663
MEM 241.351562 1652253798.7666
MEM 241.351562 1652253798.8669
MEM 241.351562 1652253798.9672
MEM 241.351562 1652253799.0675
MEM 241.351562 1652253799.1679
MEM 241.351562 1652253799.2683
MEM 241.351562 1652253799.3687
MEM 241.351562 1652253799.4690
MEM 241.351562 1652253799.5693
MEM 241.351562 1652253799.6697
MEM 241.351562 1652253799.7700
MEM 241.351562 1652253799.8742
MEM 241.351562 1652253799.9745
MEM 241.351562 1652253800.0747
MEM 241.351562 1652253800.1750
MEM 241.351562 1652253800.2753
MEM 241.351562 1652253800.3756
MEM 241.351562 1652253800.4759
MEM 241.351562 1652253800.5762
MEM 241.351562 1652253800.6765
MEM 241.351562 1652253800.7768
MEM 241.351562 1652253800.8771
MEM 241.351562 1652253800.9775
MEM 241.351562 1652253801.0778
MEM 241.351562 1652253801.1780
MEM 241.351562 1652253801.2783
MEM 241.351562 1652253801.3785
MEM 241.351562 1652253801.4788
MEM 241.351562 1652253801.5791
MEM 241.351562 1652253801.6794
MEM 241.351562 1652253801.7797
MEM 241.351562 1652253801.8800
MEM 241.351562 1652253801.9803
MEM 241.351562 1652253802.0806
MEM 241.351562 1652253802.1808
MEM 241.351562 1652253802.2812
MEM 241.351562 1652253802.3815
MEM 241.351562 1652253802.4818
MEM 241.351562 1652253802.5821
MEM 241.351562 1652253802.6824
MEM 241.351562 1652253802.7827
MEM 241.351562 1652253802.8852
MEM 241.351562 1652253802.9855
MEM 241.351562 1652253803.0858
MEM 241.351562 1652253803.1861
MEM 241.351562 1652253803.2864
MEM 241.351562 1652253803.3866
MEM 241.351562 1652253803.4869
MEM 241.351562 1652253803.5871
MEM 241.351562 1652253803.6873
MEM 241.351562 1652253803.7876
MEM 241.351562 1652253803.8879
MEM 241.351562 1652253803.9881
MEM 241.351562 1652253804.0884
MEM 241.351562 1652253804.1886
MEM 241.351562 1652253804.2889
MEM 241.351562 1652253804.3891
MEM 241.351562 1652253804.4894
MEM 241.351562 1652253804.5896
MEM 241.351562 1652253804.6899
MEM 241.351562 1652253804.7902
MEM 241.351562 1652253804.8904
MEM 241.351562 1652253804.9907
MEM 241.351562 1652253805.0910
MEM 241.351562 1652253805.1932
MEM 241.351562 1652253805.2935
MEM 241.351562 1652253805.3938
MEM 241.351562 1652253805.4940
MEM 241.351562 1652253805.5943
MEM 241.351562 1652253805.6945
MEM 241.351562 1652253805.7948
MEM 241.351562 1652253805.8951
MEM 241.351562 1652253805.9953
MEM 241.351562 1652253806.0956
MEM 241.351562 1652253806.1958
MEM 241.351562 1652253806.2961
MEM 241.351562 1652253806.3963
MEM 241.351562 1652253806.4966
MEM 241.351562 1652253806.5969
MEM 241.351562 1652253806.6972
MEM 241.351562 1652253806.7976
MEM 241.351562 1652253806.8979
MEM 241.351562 1652253806.9981
MEM 241.351562 1652253807.0985
MEM 241.351562 1652253807.1988
MEM 241.351562 1652253807.2991
MEM 241.351562 1652253807.3995
MEM 241.351562 1652253807.4999
MEM 241.351562 1652253807.6002
MEM 241.351562 1652253807.7006
MEM 241.351562 1652253807.8008
MEM 241.351562 1652253807.9012
MEM 241.351562 1652253808.0032
MEM 241.351562 1652253808.1054
MEM 241.351562 1652253808.2065
MEM 241.351562 1652253808.3068
MEM 241.351562 1652253808.4072
MEM 241.351562 1652253808.5076
MEM 241.351562 1652253808.6079
MEM 241.351562 1652253808.7083
MEM 241.351562 1652253808.8086
MEM 241.351562 1652253808.9089
MEM 241.351562 1652253809.0092
MEM 241.351562 1652253809.1096
MEM 241.351562 1652253809.2100
MEM 241.351562 1652253809.3103
MEM 241.351562 1652253809.4106
MEM 241.351562 1652253809.5110
MEM 241.351562 1652253809.6113
MEM 241.351562 1652253809.7117
MEM 241.351562 1652253809.8119
MEM 241.351562 1652253809.9123
MEM 241.351562 1652253810.0126
MEM 241.351562 1652253810.1130
MEM 241.351562 1652253810.2134
MEM 241.351562 1652253810.3137
MEM 241.351562 1652253810.4140
MEM 241.351562 1652253810.5143
MEM 241.351562 1652253810.6148
MEM 241.351562 1652253810.7151
MEM 241.351562 1652253810.8155
MEM 241.351562 1652253810.9158
MEM 241.351562 1652253811.0161
MEM 241.351562 1652253811.1164
MEM 241.351562 1652253811.2168
MEM 241.351562 1652253811.3170
MEM 241.351562 1652253811.4174
MEM 241.351562 1652253811.5177
MEM 241.351562 1652253811.6180
MEM 241.351562 1652253811.7184
MEM 241.351562 1652253811.8186
MEM 241.351562 1652253811.9189
MEM 241.351562 1652253812.0192
MEM 241.351562 1652253812.1195
MEM 241.351562 1652253812.2198
MEM 241.351562 1652253812.3202
MEM 241.351562 1652253812.4204
MEM 241.351562 1652253812.5207
MEM 241.351562 1652253812.6210
MEM 241.351562 1652253812.7213
MEM 241.351562 1652253812.8216
MEM 241.351562 1652253812.9219
MEM 241.351562 1652253813.0222
MEM 241.351562 1652253813.1225
MEM 241.351562 1652253813.2227
MEM 241.351562 1652253813.3230
MEM 241.351562 1652253813.4233
MEM 241.351562 1652253813.5237
MEM 241.351562 1652253813.6240
MEM 241.351562 1652253813.7243
MEM 241.351562 1652253813.8246
MEM 241.351562 1652253813.9249
MEM 241.351562 1652253814.0253
MEM 241.351562 1652253814.1257
MEM 241.351562 1652253814.2260
MEM 241.351562 1652253814.3264
MEM 241.351562 1652253814.4288
MEM 241.351562 1652253814.5291
MEM 241.351562 1652253814.6294
MEM 241.351562 1652253814.7298
MEM 241.351562 1652253814.8301
MEM 241.351562 1652253814.9304
MEM 241.351562 1652253815.0307
MEM 241.351562 1652253815.1331
MEM 241.351562 1652253815.2335
MEM 241.351562 1652253815.3339
MEM 241.351562 1652253815.4342
MEM 241.351562 1652253815.5345
MEM 241.351562 1652253815.6348
MEM 241.351562 1652253815.7352
MEM 241.351562 1652253815.8355
MEM 241.351562 1652253815.9359
MEM 241.351562 1652253816.0362
MEM 241.351562 1652253816.1365
MEM 241.351562 1652253816.2369
MEM 241.351562 1652253816.3373
MEM 241.351562 1652253816.4377
MEM 241.351562 1652253816.5381
MEM 241.351562 1652253816.6385
MEM 241.351562 1652253816.7388
MEM 241.351562 1652253816.8392
MEM 241.351562 1652253816.9396
MEM 241.351562 1652253817.0419
MEM 241.351562 1652253817.1423
MEM 241.351562 1652253817.2426
MEM 241.351562 1652253817.3430
MEM 241.351562 1652253817.4434
MEM 241.351562 1652253817.5438
MEM 241.351562 1652253817.6441
MEM 241.351562 1652253817.7445
MEM 241.351562 1652253817.8448
MEM 241.351562 1652253817.9452
MEM 241.351562 1652253818.0457
MEM 241.351562 1652253818.1460
MEM 241.351562 1652253818.2464
MEM 241.351562 1652253818.3467
MEM 241.351562 1652253818.4471
MEM 241.351562 1652253818.5474
MEM 241.351562 1652253818.6485
MEM 241.351562 1652253818.7489
MEM 241.351562 1652253818.8492
MEM 241.351562 1652253818.9496
MEM 241.351562 1652253819.0500
MEM 241.351562 1652253819.1503
MEM 241.351562 1652253819.2507
MEM 241.351562 1652253819.3511
MEM 241.351562 1652253819.4514
MEM 241.351562 1652253819.5517
MEM 241.351562 1652253819.6536
MEM 241.351562 1652253819.7539
MEM 241.351562 1652253819.8543
MEM 241.351562 1652253819.9547
MEM 241.351562 1652253820.0550
MEM 241.351562 1652253820.1553
MEM 241.351562 1652253820.2556
MEM 241.351562 1652253820.3560
MEM 241.351562 1652253820.4564
MEM 241.351562 1652253820.5568
MEM 241.351562 1652253820.6571
MEM 241.351562 1652253820.7575
MEM 241.351562 1652253820.8592
MEM 241.351562 1652253820.9595
MEM 241.351562 1652253821.0599
MEM 241.351562 1652253821.1602
MEM 241.351562 1652253821.2606
MEM 241.351562 1652253821.3611
MEM 241.351562 1652253821.4614
MEM 241.351562 1652253821.5618
MEM 241.351562 1652253821.6632
MEM 241.351562 1652253821.7635
MEM 241.351562 1652253821.8639
MEM 241.351562 1652253821.9643
MEM 241.351562 1652253822.0647
MEM 241.351562 1652253822.1650
MEM 241.351562 1652253822.2654
MEM 241.351562 1652253822.3657
MEM 241.351562 1652253822.4712
MEM 241.351562 1652253822.5716
MEM 241.351562 1652253822.6720
MEM 241.351562 1652253822.7723
MEM 241.351562 1652253822.8726
MEM 241.351562 1652253822.9729
MEM 241.351562 1652253823.0732
MEM 241.351562 1652253823.1735
MEM 241.351562 1652253823.2738
MEM 241.351562 1652253823.3740
MEM 241.351562 1652253823.4743
MEM 241.351562 1652253823.5746
MEM 241.351562 1652253823.6749
MEM 241.351562 1652253823.7751
MEM 241.351562 1652253823.8758
MEM 241.351562 1652253823.9761
MEM 241.351562 1652253824.0765
MEM 241.351562 1652253824.1767
MEM 241.351562 1652253824.2770
MEM 241.351562 1652253824.3773
MEM 241.351562 1652253824.4775
MEM 241.351562 1652253824.5778
MEM 241.351562 1652253824.6781
MEM 241.351562 1652253824.7784
MEM 241.351562 1652253824.8787
MEM 241.351562 1652253824.9790
MEM 241.351562 1652253825.0793
MEM 241.351562 1652253825.1801
MEM 241.351562 1652253825.2804
MEM 241.351562 1652253825.3807
MEM 241.351562 1652253825.4810
MEM 241.351562 1652253825.5812
MEM 241.351562 1652253825.6815
MEM 241.351562 1652253825.7818
MEM 241.351562 1652253825.8821
MEM 241.351562 1652253825.9824
MEM 241.351562 1652253826.0827
MEM 241.351562 1652253826.1831
MEM 241.351562 1652253826.2834
MEM 241.351562 1652253826.3874
MEM 241.351562 1652253826.4877
MEM 241.351562 1652253826.5880
MEM 241.351562 1652253826.6883
MEM 241.351562 1652253826.7886
MEM 241.351562 1652253826.8889
MEM 241.351562 1652253826.9893
MEM 241.351562 1652253827.0896
MEM 241.351562 1652253827.1900
MEM 241.351562 1652253827.2904
MEM 241.101562 1652253827.3907
MEM 241.101562 1652253827.4911
MEM 241.101562 1652253827.5915
MEM 241.101562 1652253827.6919
MEM 241.101562 1652253827.7922
MEM 241.101562 1652253827.8926
MEM 241.101562 1652253827.9930
MEM 241.101562 1652253828.0933
MEM 241.101562 1652253828.1937
MEM 241.101562 1652253828.2941
MEM 241.101562 1652253828.3945
MEM 241.101562 1652253828.4949
MEM 241.101562 1652253828.5952
MEM 241.101562 1652253828.6956
MEM 277.601562 1652253828.7960
MEM 277.601562 1652253828.8963
MEM 277.601562 1652253828.9967
MEM 277.601562 1652253829.0971
MEM 277.601562 1652253829.1976
MEM 277.601562 1652253829.2980
MEM 277.601562 1652253829.3984
MEM 277.601562 1652253829.4988
MEM 277.601562 1652253829.5992
MEM 277.781250 1652253829.6996
MEM 279.308594 1652253829.8000
MEM 281.031250 1652253829.9003
MEM 282.535156 1652253830.0007
MEM 284.042969 1652253830.1011
MEM 284.281250 1652253830.2016
MEM 284.535156 1652253830.3019
MEM 284.781250 1652253830.4024
MEM 285.281250 1652253830.5028
MEM 286.031250 1652253830.6032
MEM 279.531250 1652253830.7035
MEM 279.531250 1652253830.8039
MEM 279.531250 1652253830.9044
MEM 279.531250 1652253831.0086
MEM 279.531250 1652253831.1091
MEM 279.531250 1652253831.2095
MEM 279.531250 1652253831.3099
MEM 279.531250 1652253831.4103
MEM 279.531250 1652253831.5107
MEM 279.531250 1652253831.6111
MEM 279.531250 1652253831.7114
MEM 279.531250 1652253831.8118
MEM 279.531250 1652253831.9122
MEM 279.531250 1652253832.0125
MEM 279.531250 1652253832.1128
MEM 279.531250 1652253832.2133
MEM 279.531250 1652253832.3137
MEM 279.531250 1652253832.4141
MEM 279.531250 1652253832.5145
MEM 279.531250 1652253832.6149
MEM 279.531250 1652253832.7152
MEM 279.531250 1652253832.8156
MEM 279.531250 1652253832.9160
