CMDLINE /usr/bin/python3 scripts/AE-RF-Malaria.py
MEM 4939.109375 1652242948.1108
MEM 4939.109375 1652242948.2113
MEM 4939.089844 1652242948.3117
MEM 4939.074219 1652242948.4122
MEM 4939.074219 1652242948.5126
MEM 4939.058594 1652242948.6130
MEM 4939.058594 1652242948.7135
MEM 4938.972656 1652242948.8139
MEM 4938.972656 1652242948.9142
MEM 4938.972656 1652242949.0145
MEM 4938.972656 1652242949.1148
MEM 4938.972656 1652242949.2152
MEM 4938.972656 1652242949.3156
MEM 4938.953125 1652242949.4160
MEM 4938.953125 1652242949.5163
MEM 4938.953125 1652242949.6167
MEM 4938.953125 1652242949.7171
MEM 4938.953125 1652242949.8175
MEM 4938.953125 1652242949.9178
MEM 4938.953125 1652242950.0182
MEM 4938.953125 1652242950.1186
MEM 4938.953125 1652242950.2189
MEM 4938.953125 1652242950.3194
MEM 4938.953125 1652242950.4198
MEM 4938.953125 1652242950.5201
MEM 4938.953125 1652242950.6205
MEM 4938.953125 1652242950.7209
MEM 4938.953125 1652242950.8212
MEM 4938.953125 1652242950.9215
MEM 4939.464844 1652242951.0219
MEM 4939.464844 1652242951.1223
MEM 4939.230469 1652242951.2227
MEM 4939.230469 1652242951.3231
MEM 4939.218750 1652242951.4235
MEM 4939.218750 1652242951.5240
MEM 4939.199219 1652242951.6244
MEM 4939.187500 1652242951.7249
MEM 4939.187500 1652242951.8253
MEM 4939.167969 1652242951.9257
MEM 4939.152344 1652242952.0261
MEM 4941.980469 1652242952.1266
MEM 4942.484375 1652242952.2270
MEM 4942.484375 1652242952.3275
MEM 4942.464844 1652242952.4280
MEM 4942.453125 1652242952.5284
MEM 4942.453125 1652242952.6288
MEM 4942.281250 1652242952.7292
MEM 4942.281250 1652242952.8297
MEM 4942.281250 1652242952.9300
MEM 4942.281250 1652242953.0304
MEM 4942.281250 1652242953.1307
MEM 4942.261719 1652242953.2312
MEM 4942.261719 1652242953.3316
MEM 4942.261719 1652242953.4319
MEM 4942.261719 1652242953.5323
MEM 4942.261719 1652242953.6327
MEM 4942.261719 1652242953.7331
MEM 4942.261719 1652242953.8334
MEM 4942.261719 1652242953.9339
MEM 4942.261719 1652242954.0343
MEM 4942.261719 1652242954.1347
MEM 4942.261719 1652242954.2351
MEM 4942.261719 1652242954.3355
MEM 4942.261719 1652242954.4359
MEM 4942.261719 1652242954.5362
MEM 4942.261719 1652242954.6366
MEM 4942.773438 1652242954.7370
MEM 4942.773438 1652242954.8373
MEM 4942.539062 1652242954.9379
MEM 4942.523438 1652242955.0383
MEM 4942.523438 1652242955.1387
MEM 4942.511719 1652242955.2393
MEM 4943.281250 1652242955.3398
MEM 4943.265625 1652242955.4405
MEM 4943.250000 1652242955.5411
MEM 4943.250000 1652242955.6415
MEM 4943.234375 1652242955.7424
MEM 4943.214844 1652242955.8428
MEM 4943.214844 1652242955.9432
MEM 4944.746094 1652242956.0443
MEM 4944.730469 1652242956.1447
MEM 4944.730469 1652242956.2452
MEM 4944.589844 1652242956.3455
MEM 4944.589844 1652242956.4458
MEM 4944.589844 1652242956.5461
MEM 4944.589844 1652242956.6464
MEM 4944.589844 1652242956.7466
MEM 4944.574219 1652242956.8470
MEM 4944.574219 1652242956.9473
MEM 4944.574219 1652242957.0476
MEM 4944.574219 1652242957.1479
MEM 4944.574219 1652242957.2482
MEM 4944.574219 1652242957.3485
MEM 4944.574219 1652242957.4487
MEM 4944.574219 1652242957.5490
MEM 4944.574219 1652242957.6494
MEM 4947.148438 1652242957.7498
MEM 4947.148438 1652242957.8500
MEM 4947.148438 1652242957.9503
MEM 4947.148438 1652242958.0506
MEM 4947.148438 1652242958.1508
MEM 4947.148438 1652242958.2511
MEM 4947.660156 1652242958.3514
MEM 4947.660156 1652242958.4518
MEM 4950.261719 1652242958.5522
MEM 4952.304688 1652242958.6526
MEM 4956.652344 1652242958.7530
MEM 4962.839844 1652242958.8535
MEM 4965.144531 1652242958.9539
MEM 4965.132812 1652242959.0543
MEM 4966.679688 1652242959.1548
MEM 4967.949219 1652242959.2553
MEM 4968.468750 1652242959.3557
MEM 4968.453125 1652242959.4561
MEM 4971.875000 1652242959.5566
MEM 4971.867188 1652242959.6571
MEM 4971.867188 1652242959.7578
MEM 4972.117188 1652242959.8582
MEM 4972.117188 1652242959.9585
MEM 4972.117188 1652242960.0590
MEM 4972.117188 1652242960.1593
MEM 4972.117188 1652242960.2597
MEM 4972.101562 1652242960.3601
MEM 4972.101562 1652242960.4605
MEM 4972.101562 1652242960.5609
MEM 4972.101562 1652242960.6613
MEM 4972.101562 1652242960.7616
MEM 4972.101562 1652242960.8620
MEM 4972.101562 1652242960.9624
MEM 4972.101562 1652242961.0627
MEM 4972.101562 1652242961.1639
MEM 4972.101562 1652242961.2643
MEM 4972.101562 1652242961.3647
MEM 4972.101562 1652242961.4651
MEM 4972.101562 1652242961.5655
MEM 4972.101562 1652242961.6659
MEM 4972.101562 1652242961.7663
MEM 4972.101562 1652242961.8667
MEM 4972.613281 1652242961.9671
MEM 4972.613281 1652242962.0675
MEM 4972.382812 1652242962.1679
MEM 4972.363281 1652242962.2684
MEM 4975.968750 1652242962.3689
MEM 4981.105469 1652242962.4693
MEM 4981.097656 1652242962.5698
MEM 4981.082031 1652242962.6718
MEM 4981.082031 1652242962.7722
MEM 4981.062500 1652242962.8727
MEM 4981.062500 1652242962.9732
MEM 4981.558594 1652242963.0750
MEM 4981.539062 1652242963.1754
MEM 4981.527344 1652242963.2758
MEM 4981.527344 1652242963.3762
MEM 4981.332031 1652242963.4766
MEM 4981.332031 1652242963.5769
MEM 4981.332031 1652242963.6774
MEM 4981.332031 1652242963.7778
MEM 4981.332031 1652242963.8782
MEM 4981.566406 1652242963.9786
MEM 4981.566406 1652242964.0790
MEM 4981.566406 1652242964.1793
MEM 4991.875000 1652242964.2798
MEM 4997.289062 1652242964.3813
MEM 4997.289062 1652242964.4817
MEM 4997.289062 1652242964.5821
MEM 4997.289062 1652242964.6826
MEM 4998.035156 1652242964.7830
MEM 4998.847656 1652242964.8834
MEM 4998.847656 1652242964.9837
MEM 4998.847656 1652242965.0841
MEM 4998.847656 1652242965.1845
MEM 4998.847656 1652242965.2849
MEM 4998.847656 1652242965.3852
MEM 4998.847656 1652242965.4857
MEM 4998.847656 1652242965.5860
MEM 4998.847656 1652242965.6864
MEM 4999.101562 1652242965.7867
MEM 4999.101562 1652242965.8872
MEM 4998.875000 1652242965.9878
MEM 4998.859375 1652242966.0882
MEM 4998.859375 1652242966.1886
MEM 4998.843750 1652242966.2890
MEM 4998.832031 1652242966.3894
MEM 4998.832031 1652242966.4898
MEM 4998.812500 1652242966.5903
MEM 4998.812500 1652242966.6907
MEM 4998.796875 1652242966.7911
MEM 4998.777344 1652242966.8918
MEM 4998.777344 1652242966.9923
MEM 4998.761719 1652242967.0927
MEM 4998.750000 1652242967.1932
MEM 4998.750000 1652242967.2936
MEM 4998.558594 1652242967.3940
MEM 4998.558594 1652242967.4943
MEM 4998.527344 1652242967.5947
MEM 4998.527344 1652242967.6951
MEM 4998.527344 1652242967.7954
MEM 4998.527344 1652242967.8957
MEM 4998.527344 1652242967.9961
MEM 4998.527344 1652242968.0964
MEM 4998.511719 1652242968.1969
MEM 4998.511719 1652242968.2973
MEM 4998.511719 1652242968.3977
MEM 4998.511719 1652242968.4996
MEM 4998.511719 1652242968.6000
MEM 4998.511719 1652242968.7004
MEM 4998.511719 1652242968.8007
MEM 4998.511719 1652242968.9012
MEM 4998.511719 1652242969.0016
MEM 4998.511719 1652242969.1020
MEM 4998.511719 1652242969.2023
MEM 4998.511719 1652242969.3027
MEM 4998.511719 1652242969.4031
MEM 4998.511719 1652242969.5034
MEM 4999.023438 1652242969.6038
MEM 4999.023438 1652242969.7042
MEM 4998.789062 1652242969.8057
MEM 4998.789062 1652242969.9062
MEM 4998.773438 1652242970.0066
MEM 4998.761719 1652242970.1070
MEM 4998.761719 1652242970.2074
MEM 4998.746094 1652242970.3078
MEM 4998.746094 1652242970.4082
MEM 4998.722656 1652242970.5093
MEM 4998.714844 1652242970.6097
MEM 5003.089844 1652242970.7101
MEM 5003.585938 1652242970.8107
MEM 5003.585938 1652242970.9111
MEM 5003.570312 1652242971.0115
MEM 5003.554688 1652242971.1120
MEM 5003.554688 1652242971.2127
MEM 5003.464844 1652242971.3131
MEM 5003.464844 1652242971.4134
MEM 5003.464844 1652242971.5137
MEM 5003.464844 1652242971.6140
MEM 5003.464844 1652242971.7143
MEM 5003.445312 1652242971.8147
MEM 5003.445312 1652242971.9150
MEM 5003.445312 1652242972.0153
MEM 5003.445312 1652242972.1156
MEM 5003.445312 1652242972.2160
MEM 5003.445312 1652242972.3163
MEM 5003.445312 1652242972.4166
MEM 5003.445312 1652242972.5170
MEM 5003.445312 1652242972.6182
MEM 5003.445312 1652242972.7186
MEM 5003.445312 1652242972.8189
MEM 5003.445312 1652242972.9192
MEM 5003.445312 1652242973.0196
MEM 5003.445312 1652242973.1200
MEM 5003.445312 1652242973.2204
MEM 5003.957031 1652242973.3208
MEM 5003.726562 1652242973.4212
MEM 5003.726562 1652242973.5216
MEM 5003.707031 1652242973.6222
MEM 5003.691406 1652242973.7227
MEM 5003.691406 1652242973.8232
MEM 5003.679688 1652242973.9245
MEM 5003.679688 1652242974.0249
MEM 5003.664062 1652242974.1257
MEM 5003.660156 1652242974.2261
MEM 5003.648438 1652242974.3266
MEM 5003.632812 1652242974.4270
MEM 5003.644531 1652242974.5274
MEM 5003.617188 1652242974.6280
MEM 5003.597656 1652242974.7285
MEM 5003.597656 1652242974.8289
MEM 5003.281250 1652242974.9293
MEM 5003.281250 1652242975.0296
MEM 5003.281250 1652242975.1300
MEM 5003.281250 1652242975.2304
MEM 5003.281250 1652242975.3308
MEM 5003.261719 1652242975.4311
MEM 5003.261719 1652242975.5315
MEM 5003.261719 1652242975.6319
MEM 5003.261719 1652242975.7322
MEM 5003.261719 1652242975.8326
MEM 5003.261719 1652242975.9330
MEM 5003.261719 1652242976.0333
MEM 5003.261719 1652242976.1336
MEM 5003.261719 1652242976.2340
MEM 5003.261719 1652242976.3344
MEM 5003.261719 1652242976.4348
MEM 5003.261719 1652242976.5352
MEM 5003.261719 1652242976.6356
MEM 5003.261719 1652242976.7359
MEM 5003.261719 1652242976.8363
MEM 5003.261719 1652242976.9367
MEM 5003.773438 1652242977.0371
MEM 5003.554688 1652242977.1376
MEM 5003.542969 1652242977.2381
MEM 5003.527344 1652242977.3386
MEM 5004.300781 1652242977.4390
MEM 5004.281250 1652242977.5405
MEM 5004.265625 1652242977.6410
MEM 5004.265625 1652242977.7414
MEM 5004.250000 1652242977.8419
MEM 5004.269531 1652242977.9423
MEM 5007.832031 1652242978.0427
MEM 5009.625000 1652242978.1431
MEM 5009.625000 1652242978.2436
MEM 5009.601562 1652242978.3443
MEM 5009.589844 1652242978.4457
MEM 5009.589844 1652242978.5461
MEM 5009.597656 1652242978.6465
MEM 5009.597656 1652242978.7469
MEM 5009.597656 1652242978.8473
MEM 5009.597656 1652242978.9476
MEM 5009.597656 1652242979.0481
MEM 5009.578125 1652242979.1485
MEM 5009.578125 1652242979.2488
MEM 5009.578125 1652242979.3491
MEM 5009.578125 1652242979.4496
MEM 5009.578125 1652242979.5500
MEM 5009.578125 1652242979.6504
MEM 5009.578125 1652242979.7508
MEM 5009.578125 1652242979.8512
MEM 5009.578125 1652242979.9516
MEM 5009.578125 1652242980.0520
MEM 5009.578125 1652242980.1524
MEM 5009.578125 1652242980.2528
MEM 5009.578125 1652242980.3531
MEM 5009.578125 1652242980.4534
MEM 5009.578125 1652242980.5538
MEM 5010.089844 1652242980.6564
MEM 5010.089844 1652242980.7567
MEM 5009.855469 1652242980.8572
MEM 5009.855469 1652242980.9581
MEM 5009.839844 1652242981.0585
MEM 5009.824219 1652242981.1589
MEM 5009.824219 1652242981.2592
MEM 5011.097656 1652242981.3602
MEM 5011.097656 1652242981.4607
MEM 5011.082031 1652242981.5612
MEM 5011.082031 1652242981.6616
MEM 5011.066406 1652242981.7624
MEM 5011.050781 1652242981.8629
MEM 5011.050781 1652242981.9633
MEM 5011.035156 1652242982.0638
MEM 5011.035156 1652242982.1642
MEM 5011.015625 1652242982.2647
MEM 5010.695312 1652242982.3651
MEM 5010.695312 1652242982.4655
MEM 5010.695312 1652242982.5658
MEM 5010.695312 1652242982.6662
MEM 5010.695312 1652242982.7666
MEM 5010.679688 1652242982.8670
MEM 5010.679688 1652242982.9673
MEM 5010.679688 1652242983.0678
MEM 5010.679688 1652242983.1682
MEM 5010.679688 1652242983.2686
MEM 5010.679688 1652242983.3689
MEM 5010.679688 1652242983.4693
MEM 5010.679688 1652242983.5697
MEM 5010.679688 1652242983.6700
MEM 5010.679688 1652242983.7704
MEM 5010.679688 1652242983.8708
MEM 5010.679688 1652242983.9711
MEM 5010.679688 1652242984.0714
MEM 5010.679688 1652242984.1716
MEM 5010.679688 1652242984.2720
MEM 5010.679688 1652242984.3722
MEM 5010.679688 1652242984.4725
MEM 5011.191406 1652242984.5729
MEM 5011.191406 1652242984.6733
MEM 5010.957031 1652242984.7737
MEM 5010.941406 1652242984.8741
MEM 5010.933594 1652242984.9745
MEM 5012.472656 1652242985.0749
MEM 5012.457031 1652242985.1755
MEM 5012.457031 1652242985.2759
MEM 5012.433594 1652242985.3763
MEM 5013.187500 1652242985.4767
MEM 5019.011719 1652242985.5771
MEM 5018.992188 1652242985.6776
MEM 5018.980469 1652242985.7780
MEM 5018.980469 1652242985.8784
MEM 5018.960938 1652242985.9790
MEM 5018.964844 1652242986.0794
MEM 5018.964844 1652242986.1796
MEM 5018.964844 1652242986.2799
MEM 5018.957031 1652242986.3803
MEM 5018.957031 1652242986.4806
MEM 5018.957031 1652242986.5810
MEM 5018.957031 1652242986.6814
MEM 5018.957031 1652242986.7818
MEM 5018.941406 1652242986.8822
MEM 5018.941406 1652242986.9826
MEM 5018.941406 1652242987.0830
MEM 5018.941406 1652242987.1833
MEM 5018.941406 1652242987.2837
MEM 5018.941406 1652242987.3841
MEM 5018.941406 1652242987.4845
MEM 5018.941406 1652242987.5848
MEM 5018.941406 1652242987.6913
MEM 5018.941406 1652242987.7917
MEM 5018.941406 1652242987.8921
MEM 5018.941406 1652242987.9925
MEM 5018.941406 1652242988.0929
MEM 5018.941406 1652242988.1932
MEM 5018.941406 1652242988.2935
MEM 5019.453125 1652242988.3940
MEM 5019.453125 1652242988.4944
MEM 5019.218750 1652242988.5949
MEM 5019.207031 1652242988.6952
MEM 5019.207031 1652242988.7956
MEM 5019.191406 1652242988.8961
MEM 5019.191406 1652242988.9965
MEM 5019.171875 1652242989.0971
MEM 5019.156250 1652242989.1976
MEM 5019.156250 1652242989.2980
MEM 5019.136719 1652242989.3984
MEM 5019.394531 1652242989.4988
MEM 5019.382812 1652242989.5992
MEM 5019.367188 1652242989.7000
MEM 5019.355469 1652242989.8005
MEM 5019.355469 1652242989.9009
MEM 5019.027344 1652242990.0013
MEM 5019.027344 1652242990.1016
MEM 5019.027344 1652242990.2020
MEM 5019.027344 1652242990.3024
MEM 5019.027344 1652242990.4027
MEM 5019.007812 1652242990.5032
MEM 5019.007812 1652242990.6035
MEM 5019.007812 1652242990.7039
MEM 5019.007812 1652242990.8042
MEM 5019.007812 1652242990.9046
MEM 5019.007812 1652242991.0058
MEM 5019.007812 1652242991.1062
MEM 5019.007812 1652242991.2065
MEM 5019.007812 1652242991.3069
MEM 5019.007812 1652242991.4076
MEM 5019.007812 1652242991.5079
MEM 5019.007812 1652242991.6083
MEM 5019.007812 1652242991.7087
MEM 5019.007812 1652242991.8091
MEM 5019.007812 1652242991.9094
MEM 5019.007812 1652242992.0098
MEM 5019.519531 1652242992.1102
MEM 5019.285156 1652242992.2107
MEM 5019.285156 1652242992.3112
MEM 5019.269531 1652242992.4117
MEM 5019.269531 1652242992.5122
MEM 5019.253906 1652242992.6126
MEM 5019.253906 1652242992.7134
MEM 5019.238281 1652242992.8138
MEM 5019.238281 1652242992.9146
MEM 5019.222656 1652242993.0151
MEM 5019.210938 1652242993.1156
MEM 5021.523438 1652242993.2161
MEM 5021.503906 1652242993.3166
MEM 5021.503906 1652242993.4170
MEM 5021.484375 1652242993.5175
MEM 5022.488281 1652242993.6179
MEM 5022.480469 1652242993.7184
MEM 5022.464844 1652242993.8188
MEM 5022.324219 1652242993.9192
MEM 5022.324219 1652242994.0196
MEM 5022.324219 1652242994.1200
MEM 5022.324219 1652242994.2204
MEM 5022.324219 1652242994.3208
MEM 5037.824219 1652242994.4212
MEM 5037.824219 1652242994.5216
MEM 5037.824219 1652242994.6220
MEM 5037.824219 1652242994.7224
MEM 5053.410156 1652242994.8227
MEM 5053.410156 1652242994.9231
MEM 5053.410156 1652242995.0235
MEM 5053.410156 1652242995.1252
MEM 5053.410156 1652242995.2256
MEM 5053.410156 1652242995.3261
MEM 5054.179688 1652242995.4265
MEM 5054.179688 1652242995.5269
MEM 5054.179688 1652242995.6271
MEM 5054.179688 1652242995.7275
MEM 5054.179688 1652242995.8279
MEM 5054.179688 1652242995.9283
MEM 5054.437500 1652242996.0287
MEM 5054.437500 1652242996.1290
MEM 5055.703125 1652242996.2299
MEM 5057.765625 1652242996.3306
MEM 5057.750000 1652242996.4312
MEM 5057.734375 1652242996.5316
MEM 5057.734375 1652242996.6320
MEM 5057.718750 1652242996.7325
MEM 5057.718750 1652242996.8329
MEM 5057.699219 1652242996.9334
MEM 5057.687500 1652242997.0339
MEM 5057.687500 1652242997.1343
MEM 5058.859375 1652242997.2348
MEM 5058.851562 1652242997.3352
MEM 5058.843750 1652242997.4356
MEM 5058.828125 1652242997.5361
MEM 5058.828125 1652242997.6366
MEM 5058.507812 1652242997.7370
MEM 5058.507812 1652242997.8373
MEM 5058.507812 1652242997.9377
MEM 5058.507812 1652242998.0381
MEM 5058.507812 1652242998.1384
MEM 5058.496094 1652242998.2388
MEM 5058.496094 1652242998.3391
MEM 5058.496094 1652242998.4394
MEM 5058.496094 1652242998.5415
MEM 5074.218750 1652242998.6419
MEM 5074.218750 1652242998.7421
MEM 5074.218750 1652242998.8424
MEM 5074.218750 1652242998.9427
MEM 5074.218750 1652242999.0432
MEM 5074.218750 1652242999.1435
MEM 5074.218750 1652242999.2438
MEM 5074.218750 1652242999.3441
MEM 5074.218750 1652242999.4444
MEM 5074.218750 1652242999.5446
MEM 5074.218750 1652242999.6449
MEM 5074.476562 1652242999.7452
MEM 5074.476562 1652242999.8456
MEM 5075.402344 1652242999.9460
MEM 5076.058594 1652243000.0463
MEM 5076.058594 1652243000.1472
MEM 5075.785156 1652243000.2477
MEM 5075.765625 1652243000.3481
MEM 5075.765625 1652243000.4485
MEM 5075.753906 1652243000.5490
MEM 5075.753906 1652243000.6495
MEM 5075.738281 1652243000.7499
MEM 5075.722656 1652243000.8509
MEM 5077.003906 1652243000.9513
MEM 5076.992188 1652243001.0521
MEM 5078.273438 1652243001.1528
MEM 5078.257812 1652243001.2532
MEM 5078.257812 1652243001.3536
MEM 5078.238281 1652243001.4541
MEM 5078.226562 1652243001.5545
MEM 5078.226562 1652243001.6550
MEM 5078.187500 1652243001.7554
MEM 5078.187500 1652243001.8557
MEM 5078.187500 1652243001.9560
MEM 5078.187500 1652243002.0564
MEM 5078.187500 1652243002.1567
MEM 5078.187500 1652243002.2569
MEM 5078.187500 1652243002.3573
MEM 5078.187500 1652243002.4576
MEM 5078.187500 1652243002.5579
MEM 5078.187500 1652243002.6582
MEM 5078.187500 1652243002.7586
MEM 5078.187500 1652243002.8589
MEM 5078.187500 1652243002.9591
MEM 5078.187500 1652243003.0595
MEM 5078.187500 1652243003.1598
MEM 5078.187500 1652243003.2601
MEM 5078.187500 1652243003.3605
MEM 5078.187500 1652243003.4609
MEM 5078.187500 1652243003.5613
MEM 5078.187500 1652243003.6616
MEM 5078.187500 1652243003.7620
MEM 5078.187500 1652243003.8624
MEM 5078.187500 1652243003.9627
MEM 5078.187500 1652243004.0631
MEM 5078.171875 1652243004.1635
MEM 5078.171875 1652243004.2638
MEM 5078.171875 1652243004.3641
MEM 5078.171875 1652243004.4645
MEM 5078.171875 1652243004.5649
MEM 5078.152344 1652243004.6653
MEM 5078.152344 1652243004.7657
MEM 5078.152344 1652243004.8661
MEM 5078.152344 1652243004.9664
MEM 5078.152344 1652243005.0668
MEM 5078.152344 1652243005.1672
MEM 5078.152344 1652243005.2676
MEM 5078.152344 1652243005.3679
MEM 5078.152344 1652243005.4683
MEM 5078.152344 1652243005.5688
MEM 5078.152344 1652243005.6712
MEM 5078.152344 1652243005.7716
MEM 5078.152344 1652243005.8720
MEM 5078.152344 1652243005.9724
MEM 5078.152344 1652243006.0728
MEM 5078.152344 1652243006.1731
MEM 5078.152344 1652243006.2735
MEM 5078.664062 1652243006.3739
MEM 5078.664062 1652243006.4743
MEM 5078.429688 1652243006.5748
MEM 5078.429688 1652243006.6752
MEM 5078.414062 1652243006.7762
MEM 5078.414062 1652243006.8768
MEM 5078.398438 1652243006.9776
MEM 5078.382812 1652243007.0780
MEM 5078.382812 1652243007.1785
MEM 5078.371094 1652243007.2790
MEM 5078.371094 1652243007.3813
MEM 5078.355469 1652243007.4841
MEM 5078.355469 1652243007.5845
MEM 5078.339844 1652243007.6849
MEM 5078.320312 1652243007.7856
MEM 5078.320312 1652243007.8861
MEM 5078.308594 1652243007.9867
MEM 5078.000000 1652243008.0871
MEM 5077.984375 1652243008.1874
MEM 5077.984375 1652243008.2878
MEM 5077.984375 1652243008.3882
MEM 5077.984375 1652243008.4886
MEM 5077.984375 1652243008.5890
MEM 5077.960938 1652243008.6894
MEM 5077.960938 1652243008.7897
MEM 5077.960938 1652243008.8901
MEM 5077.960938 1652243008.9905
MEM 5077.960938 1652243009.0909
MEM 5077.960938 1652243009.1913
MEM 5077.960938 1652243009.2917
MEM 5077.960938 1652243009.3920
MEM 5077.960938 1652243009.4925
MEM 5077.960938 1652243009.5930
MEM 5077.960938 1652243009.6934
MEM 5077.960938 1652243009.7937
MEM 5077.960938 1652243009.8941
MEM 5077.960938 1652243009.9945
MEM 5077.960938 1652243010.0949
MEM 5077.960938 1652243010.1952
MEM 5078.472656 1652243010.2956
MEM 5078.472656 1652243010.3960
MEM 5078.234375 1652243010.4965
MEM 5078.226562 1652243010.5988
MEM 5080.746094 1652243010.6992
MEM 5080.726562 1652243010.7996
MEM 5080.726562 1652243010.9001
MEM 5080.714844 1652243011.0010
MEM 5080.714844 1652243011.1014
MEM 5080.699219 1652243011.2019
MEM 5080.679688 1652243011.3023
MEM 5080.679688 1652243011.4028
MEM 5080.667969 1652243011.5033
MEM 5080.667969 1652243011.6037
MEM 5080.652344 1652243011.7042
MEM 5082.457031 1652243011.8046
MEM 5082.437500 1652243011.9052
MEM 5082.117188 1652243012.0056
MEM 5082.117188 1652243012.1059
MEM 5082.117188 1652243012.2061
MEM 5082.117188 1652243012.3064
MEM 5082.117188 1652243012.4067
MEM 5082.101562 1652243012.5071
MEM 5082.101562 1652243012.6076
MEM 5082.101562 1652243012.7079
MEM 5082.101562 1652243012.8082
MEM 5082.101562 1652243012.9086
MEM 5082.101562 1652243013.0089
MEM 5082.101562 1652243013.1092
MEM 5082.101562 1652243013.2095
MEM 5082.101562 1652243013.3098
MEM 5082.101562 1652243013.4103
MEM 5082.101562 1652243013.5107
MEM 5082.101562 1652243013.6110
MEM 5082.101562 1652243013.7112
MEM 5082.101562 1652243013.8115
MEM 5082.101562 1652243013.9118
MEM 5082.101562 1652243014.0121
MEM 5082.613281 1652243014.1124
MEM 5082.378906 1652243014.2128
MEM 5082.378906 1652243014.3132
MEM 5082.359375 1652243014.4137
MEM 5082.359375 1652243014.5141
MEM 5083.890625 1652243014.6155
MEM 5083.890625 1652243014.7159
MEM 5083.882812 1652243014.8163
MEM 5083.882812 1652243014.9172
MEM 5083.867188 1652243015.0177
MEM 5083.867188 1652243015.1181
MEM 5083.851562 1652243015.2186
MEM 5083.851562 1652243015.3190
MEM 5083.832031 1652243015.4194
MEM 5083.851562 1652243015.5199
MEM 5083.820312 1652243015.6203
MEM 5083.804688 1652243015.7208
MEM 5083.804688 1652243015.8212
MEM 5083.480469 1652243015.9216
MEM 5083.480469 1652243016.0222
MEM 5083.480469 1652243016.1225
MEM 5083.480469 1652243016.2229
MEM 5083.480469 1652243016.3233
MEM 5083.460938 1652243016.4237
MEM 5083.460938 1652243016.5241
MEM 5083.460938 1652243016.6245
MEM 5083.460938 1652243016.7269
MEM 5083.460938 1652243016.8273
MEM 5083.460938 1652243016.9277
MEM 5083.460938 1652243017.0281
MEM 5083.460938 1652243017.1285
MEM 5083.460938 1652243017.2288
MEM 5083.718750 1652243017.3293
MEM 5083.718750 1652243017.4296
MEM 5083.718750 1652243017.5301
MEM 5083.718750 1652243017.6304
MEM 5083.718750 1652243017.7308
MEM 5083.718750 1652243017.8312
MEM 5083.718750 1652243017.9316
MEM 5083.718750 1652243018.0319
MEM 5083.718750 1652243018.1323
MEM 5084.230469 1652243018.2327
MEM 5084.230469 1652243018.3331
MEM 5083.996094 1652243018.4337
MEM 5083.980469 1652243018.5341
MEM 5083.980469 1652243018.6346
MEM 5083.964844 1652243018.7350
MEM 5083.964844 1652243018.8354
MEM 5083.953125 1652243018.9358
MEM 5083.953125 1652243019.0363
MEM 5083.933594 1652243019.1369
MEM 5083.921875 1652243019.2373
MEM 5086.441406 1652243019.3378
MEM 5086.425781 1652243019.4383
MEM 5086.425781 1652243019.5387
MEM 5086.406250 1652243019.6391
MEM 5086.406250 1652243019.7395
MEM 5086.390625 1652243019.8407
MEM 5086.390625 1652243019.9411
MEM 5086.082031 1652243020.0415
MEM 5086.082031 1652243020.1418
MEM 5086.082031 1652243020.2422
MEM 5086.082031 1652243020.3425
MEM 5086.082031 1652243020.4429
MEM 5086.082031 1652243020.5432
MEM 5086.082031 1652243020.6436
MEM 5086.082031 1652243020.7439
MEM 5086.082031 1652243020.8443
MEM 5086.082031 1652243020.9447
MEM 5086.082031 1652243021.0451
MEM 5086.082031 1652243021.1454
MEM 5086.082031 1652243021.2458
MEM 5086.082031 1652243021.3463
MEM 5086.082031 1652243021.4466
MEM 5086.082031 1652243021.5470
MEM 5086.082031 1652243021.6474
MEM 5086.082031 1652243021.7478
MEM 5086.082031 1652243021.8482
MEM 5086.082031 1652243021.9486
MEM 5086.082031 1652243022.0489
MEM 5086.082031 1652243022.1492
MEM 5086.082031 1652243022.2496
MEM 5086.082031 1652243022.3500
MEM 5086.070312 1652243022.4504
MEM 5086.070312 1652243022.5507
MEM 5086.070312 1652243022.6511
MEM 5086.070312 1652243022.7514
MEM 5086.070312 1652243022.8518
MEM 5086.046875 1652243022.9539
MEM 5086.046875 1652243023.0543
MEM 5086.046875 1652243023.1546
MEM 5086.046875 1652243023.2550
MEM 5086.046875 1652243023.3554
MEM 5086.046875 1652243023.4558
MEM 5086.046875 1652243023.5562
MEM 5086.046875 1652243023.6566
MEM 5086.046875 1652243023.7570
MEM 5086.046875 1652243023.8574
MEM 5086.046875 1652243023.9578
MEM 5086.046875 1652243024.0583
MEM 5086.046875 1652243024.1587
MEM 5086.046875 1652243024.2590
MEM 5086.046875 1652243024.3595
MEM 5086.046875 1652243024.4598
MEM 5086.046875 1652243024.5602
MEM 5086.046875 1652243024.6605
MEM 5086.558594 1652243024.7609
MEM 5086.558594 1652243024.8613
MEM 5086.324219 1652243024.9618
MEM 5086.839844 1652243025.0623
MEM 5089.398438 1652243025.1627
MEM 5089.425781 1652243025.2631
MEM 5089.390625 1652243025.3636
MEM 5089.371094 1652243025.4640
MEM 5089.371094 1652243025.5648
MEM 5089.355469 1652243025.6653
MEM 5089.355469 1652243025.7657
MEM 5089.343750 1652243025.8661
