CMDLINE /usr/bin/python3 scripts/AE-RF-Malaria.py
MEM 3785.867188 1652242603.0244
MEM 3785.867188 1652242603.1247
MEM 3785.867188 1652242603.2251
MEM 3792.558594 1652242603.3255
MEM 3792.558594 1652242603.4258
MEM 3792.558594 1652242603.5261
MEM 3792.558594 1652242603.6265
MEM 3792.558594 1652242603.7268
MEM 3792.558594 1652242603.8272
MEM 3792.558594 1652242603.9276
MEM 3793.070312 1652242604.0280
MEM 3794.644531 1652242604.1287
MEM 3794.644531 1652242604.2291
MEM 3794.625000 1652242604.3297
MEM 3794.609375 1652242604.4302
MEM 3796.410156 1652242604.5306
MEM 3796.453125 1652242604.6310
MEM 3797.300781 1652242604.7315
MEM 3797.289062 1652242604.8319
MEM 3797.289062 1652242604.9323
MEM 3797.265625 1652242605.0328
MEM 3797.253906 1652242605.1336
MEM 3797.253906 1652242605.2340
MEM 3797.238281 1652242605.3343
MEM 3797.179688 1652242605.4347
MEM 3797.179688 1652242605.5350
MEM 3797.179688 1652242605.6353
MEM 3797.179688 1652242605.7357
MEM 3797.179688 1652242605.8361
MEM 3797.160156 1652242605.9364
MEM 3797.160156 1652242606.0368
MEM 3797.160156 1652242606.1372
MEM 3797.160156 1652242606.2375
MEM 3797.160156 1652242606.3379
MEM 3797.160156 1652242606.4383
MEM 3797.160156 1652242606.5387
MEM 3797.160156 1652242606.6391
MEM 3797.160156 1652242606.7395
MEM 3797.160156 1652242606.8400
MEM 3797.160156 1652242606.9403
MEM 3797.160156 1652242607.0406
MEM 3797.160156 1652242607.1410
MEM 3797.160156 1652242607.2414
MEM 3797.160156 1652242607.3418
MEM 3797.160156 1652242607.4422
MEM 3797.671875 1652242607.5426
MEM 3797.437500 1652242607.6433
MEM 3797.437500 1652242607.7437
MEM 3797.417969 1652242607.8441
MEM 3797.406250 1652242607.9446
MEM 3801.218750 1652242608.0450
MEM 3804.828125 1652242608.1454
MEM 3806.101562 1652242608.2458
MEM 3806.085938 1652242608.3462
MEM 3806.070312 1652242608.4468
MEM 3806.058594 1652242608.5472
MEM 3806.058594 1652242608.6476
MEM 3806.042969 1652242608.7480
MEM 3805.906250 1652242608.8485
MEM 3805.906250 1652242608.9488
MEM 3805.906250 1652242609.0491
MEM 3805.906250 1652242609.1495
MEM 3805.906250 1652242609.2499
MEM 3805.886719 1652242609.3503
MEM 3805.886719 1652242609.4506
MEM 3805.886719 1652242609.5510
MEM 3805.886719 1652242609.6514
MEM 3805.886719 1652242609.7518
MEM 3805.886719 1652242609.8521
MEM 3805.886719 1652242609.9525
MEM 3805.886719 1652242610.0529
MEM 3805.886719 1652242610.1533
MEM 3805.886719 1652242610.2537
MEM 3805.886719 1652242610.3541
MEM 3805.886719 1652242610.4544
MEM 3805.886719 1652242610.5547
MEM 3805.886719 1652242610.6551
MEM 3805.886719 1652242610.7554
MEM 3806.398438 1652242610.8558
MEM 3806.398438 1652242610.9563
MEM 3806.164062 1652242611.0567
MEM 3806.660156 1652242611.1572
MEM 3806.660156 1652242611.2591
MEM 3806.644531 1652242611.3595
MEM 3806.628906 1652242611.4599
MEM 3806.617188 1652242611.5604
MEM 3806.617188 1652242611.6608
MEM 3810.460938 1652242611.7612
MEM 3810.960938 1652242611.8616
MEM 3810.960938 1652242611.9624
MEM 3810.945312 1652242612.0628
MEM 3810.929688 1652242612.1632
MEM 3810.929688 1652242612.2636
MEM 3810.867188 1652242612.3640
MEM 3810.867188 1652242612.4643
MEM 3810.867188 1652242612.5646
MEM 3810.867188 1652242612.6650
MEM 3810.847656 1652242612.7654
MEM 3810.847656 1652242612.8657
MEM 3810.847656 1652242612.9661
MEM 3810.847656 1652242613.0664
MEM 3823.218750 1652242613.1669
MEM 3826.312500 1652242613.2672
MEM 3826.312500 1652242613.3675
MEM 3826.312500 1652242613.4679
MEM 3826.312500 1652242613.5683
MEM 3826.312500 1652242613.6686
MEM 3826.312500 1652242613.7690
MEM 3826.312500 1652242613.8694
MEM 3826.312500 1652242613.9698
MEM 3826.312500 1652242614.0701
MEM 3826.312500 1652242614.1705
MEM 3826.312500 1652242614.2708
MEM 3826.312500 1652242614.3711
MEM 3843.386719 1652242614.4715
MEM 3843.386719 1652242614.5719
MEM 3843.156250 1652242614.6723
MEM 3852.363281 1652242614.7729
MEM 3853.632812 1652242614.8733
MEM 3856.210938 1652242614.9737
MEM 3856.195312 1652242615.0742
MEM 3856.195312 1652242615.1747
MEM 3856.175781 1652242615.2751
MEM 3856.164062 1652242615.3755
MEM 3856.164062 1652242615.4759
MEM 3856.148438 1652242615.5763
MEM 3857.382812 1652242615.6767
MEM 3857.382812 1652242615.7774
MEM 3858.140625 1652242615.8778
MEM 3858.125000 1652242615.9783
MEM 3858.125000 1652242616.0788
MEM 3857.832031 1652242616.1791
MEM 3857.820312 1652242616.2794
MEM 3857.820312 1652242616.3797
MEM 3857.820312 1652242616.4799
MEM 3857.820312 1652242616.5802
MEM 3857.820312 1652242616.6805
MEM 3904.164062 1652242616.7808
MEM 3904.164062 1652242616.8812
MEM 3904.164062 1652242616.9815
MEM 3904.164062 1652242617.0817
MEM 3904.421875 1652242617.1821
MEM 3904.421875 1652242617.2824
MEM 3904.421875 1652242617.3828
MEM 3904.421875 1652242617.4832
MEM 3904.421875 1652242617.5835
MEM 3909.058594 1652242617.6843
MEM 3909.058594 1652242617.7848
MEM 3909.058594 1652242617.8851
MEM 3909.058594 1652242617.9855
MEM 3909.058594 1652242618.0858
MEM 3909.058594 1652242618.1862
MEM 3909.058594 1652242618.2866
MEM 3909.316406 1652242618.3870
MEM 3909.316406 1652242618.4873
MEM 3909.304688 1652242618.5883
MEM 3910.863281 1652242618.6887
MEM 3912.128906 1652242618.7891
MEM 3915.222656 1652242618.8895
MEM 3916.496094 1652242618.9899
MEM 3917.738281 1652242619.0904
MEM 3917.738281 1652242619.1909
MEM 3917.722656 1652242619.2913
MEM 3917.722656 1652242619.3918
MEM 3919.765625 1652242619.4922
MEM 3919.750000 1652242619.5926
MEM 3919.738281 1652242619.6930
MEM 3920.171875 1652242619.7934
MEM 3920.152344 1652242619.8938
MEM 3920.210938 1652242619.9942
MEM 3920.210938 1652242620.0946
MEM 3920.210938 1652242620.1950
MEM 3920.210938 1652242620.2978
MEM 3920.210938 1652242620.3982
MEM 3920.199219 1652242620.4985
MEM 3920.195312 1652242620.5989
MEM 3920.195312 1652242620.6993
MEM 3920.195312 1652242620.7997
MEM 3922.707031 1652242620.9000
MEM 3934.746094 1652242621.0004
MEM 3934.746094 1652242621.1007
MEM 3934.746094 1652242621.2011
MEM 3934.746094 1652242621.3014
MEM 3934.746094 1652242621.4018
MEM 3940.671875 1652242621.5022
MEM 3942.734375 1652242621.6026
MEM 3942.734375 1652242621.7030
MEM 3942.734375 1652242621.8034
MEM 3950.984375 1652242621.9037
MEM 3950.984375 1652242622.0041
MEM 3950.984375 1652242622.1045
MEM 3950.984375 1652242622.2048
MEM 3968.058594 1652242622.3052
MEM 3968.058594 1652242622.4057
MEM 3968.886719 1652242622.5063
MEM 3968.871094 1652242622.6067
MEM 3970.917969 1652242622.7071
MEM 3970.906250 1652242622.8076
MEM 3972.929688 1652242622.9080
MEM 3975.316406 1652242623.0085
MEM 3975.300781 1652242623.1089
MEM 3975.300781 1652242623.2093
MEM 3975.281250 1652242623.3104
MEM 3975.281250 1652242623.4108
MEM 3975.523438 1652242623.5112
MEM 3976.781250 1652242623.6116
MEM 3976.781250 1652242623.7121
MEM 3976.765625 1652242623.8125
MEM 3976.765625 1652242623.9130
MEM 3976.792969 1652242624.0134
MEM 3976.792969 1652242624.1138
MEM 3976.792969 1652242624.2141
MEM 3976.792969 1652242624.3145
MEM 3976.792969 1652242624.4148
MEM 3976.773438 1652242624.5152
MEM 3976.773438 1652242624.6155
MEM 3976.773438 1652242624.7158
MEM 3976.773438 1652242624.8161
MEM 3983.597656 1652242624.9165
MEM 3983.597656 1652242625.0169
MEM 3983.597656 1652242625.1172
MEM 3983.597656 1652242625.2176
MEM 3983.597656 1652242625.3179
MEM 3983.597656 1652242625.4184
MEM 3983.597656 1652242625.5188
MEM 3983.597656 1652242625.6191
MEM 3983.597656 1652242625.7195
MEM 3983.597656 1652242625.8198
MEM 3983.597656 1652242625.9202
MEM 3983.597656 1652242626.0205
MEM 3992.105469 1652242626.1209
MEM 3992.105469 1652242626.2213
MEM 3992.285156 1652242626.3217
MEM 3993.609375 1652242626.4220
MEM 3993.773438 1652242626.5224
MEM 3993.500000 1652242626.6228
MEM 3993.500000 1652242626.7232
MEM 3994.769531 1652242626.8236
MEM 3997.847656 1652242626.9240
MEM 3997.847656 1652242627.0245
MEM 3997.832031 1652242627.1249
MEM 3997.812500 1652242627.2253
MEM 3999.613281 1652242627.3257
MEM 4001.664062 1652242627.4262
MEM 4001.648438 1652242627.5266
MEM 4001.648438 1652242627.6270
MEM 4001.632812 1652242627.7277
MEM 4002.867188 1652242627.8282
MEM 4002.867188 1652242627.9285
MEM 4003.960938 1652242628.0289
MEM 4003.960938 1652242628.1292
MEM 4003.960938 1652242628.2296
MEM 4003.960938 1652242628.3299
MEM 4003.960938 1652242628.4303
MEM 4003.984375 1652242628.5307
MEM 4003.941406 1652242628.6310
MEM 4003.941406 1652242628.7313
MEM 4003.941406 1652242628.8316
MEM 4003.941406 1652242628.9320
MEM 4003.941406 1652242629.0323
MEM 4003.941406 1652242629.1326
MEM 4003.941406 1652242629.2329
MEM 4003.941406 1652242629.3332
MEM 4003.941406 1652242629.4340
MEM 4003.941406 1652242629.5344
MEM 4003.941406 1652242629.6347
MEM 4003.941406 1652242629.7350
MEM 4003.941406 1652242629.8353
MEM 4003.941406 1652242629.9356
MEM 4003.941406 1652242630.0359
MEM 4004.453125 1652242630.1362
MEM 4004.453125 1652242630.2366
MEM 4004.218750 1652242630.3370
MEM 4006.519531 1652242630.4374
MEM 4013.996094 1652242630.5378
MEM 4016.042969 1652242630.6382
MEM 4016.042969 1652242630.7386
MEM 4019.113281 1652242630.8390
MEM 4019.105469 1652242630.9394
MEM 4020.394531 1652242631.0398
MEM 4020.375000 1652242631.1402
MEM 4020.363281 1652242631.2406
MEM 4020.363281 1652242631.3410
MEM 4020.343750 1652242631.4414
MEM 4020.343750 1652242631.5418
MEM 4020.328125 1652242631.6421
MEM 4020.046875 1652242631.7425
MEM 4020.046875 1652242631.8428
MEM 4020.046875 1652242631.9432
MEM 4020.046875 1652242632.0435
MEM 4020.046875 1652242632.1439
MEM 4020.046875 1652242632.2442
MEM 4020.023438 1652242632.3446
MEM 4020.023438 1652242632.4449
MEM 4020.023438 1652242632.5452
MEM 4020.023438 1652242632.6457
MEM 4020.023438 1652242632.7460
MEM 4020.023438 1652242632.8464
MEM 4020.023438 1652242632.9468
MEM 4020.023438 1652242633.0472
MEM 4020.023438 1652242633.1476
MEM 4020.023438 1652242633.2479
MEM 4020.023438 1652242633.3484
MEM 4020.023438 1652242633.4487
MEM 4020.023438 1652242633.5491
MEM 4020.023438 1652242633.6494
MEM 4020.023438 1652242633.7499
MEM 4020.023438 1652242633.8502
MEM 4020.535156 1652242633.9544
MEM 4020.535156 1652242634.0548
MEM 4020.535156 1652242634.1552
MEM 4020.300781 1652242634.2556
MEM 4020.285156 1652242634.3561
MEM 4026.984375 1652242634.4565
MEM 4026.968750 1652242634.5572
MEM 4026.968750 1652242634.6576
MEM 4028.781250 1652242634.7580
MEM 4028.769531 1652242634.8585
MEM 4028.769531 1652242634.9589
MEM 4028.750000 1652242635.0600
MEM 4028.750000 1652242635.1604
MEM 4028.734375 1652242635.2609
MEM 4028.718750 1652242635.3613
MEM 4028.718750 1652242635.4617
MEM 4030.242188 1652242635.5621
MEM 4030.136719 1652242635.6625
MEM 4030.136719 1652242635.7628
MEM 4030.136719 1652242635.8632
MEM 4030.136719 1652242635.9635
MEM 4030.136719 1652242636.0639
MEM 4030.136719 1652242636.1644
MEM 4030.113281 1652242636.2647
MEM 4030.113281 1652242636.3651
MEM 4030.113281 1652242636.4654
MEM 4030.113281 1652242636.5658
MEM 4030.113281 1652242636.6662
MEM 4030.113281 1652242636.7665
MEM 4030.113281 1652242636.8669
MEM 4030.113281 1652242636.9672
MEM 4030.113281 1652242637.0675
MEM 4031.394531 1652242637.1680
MEM 4035.003906 1652242637.2683
MEM 4035.003906 1652242637.3687
MEM 4035.003906 1652242637.4690
MEM 4035.003906 1652242637.5693
MEM 4035.003906 1652242637.6696
MEM 4035.003906 1652242637.7699
MEM 4035.515625 1652242637.8702
MEM 4035.515625 1652242637.9706
MEM 4035.281250 1652242638.0709
MEM 4036.054688 1652242638.1714
MEM 4038.617188 1652242638.2717
MEM 4038.601562 1652242638.3722
MEM 4038.601562 1652242638.4726
MEM 4041.683594 1652242638.5744
MEM 4044.761719 1652242638.6748
MEM 4045.531250 1652242638.7752
MEM 4046.023438 1652242638.8756
MEM 4048.601562 1652242638.9760
MEM 4049.066406 1652242639.0764
MEM 4049.046875 1652242639.1768
MEM 4050.316406 1652242639.2773
MEM 4050.300781 1652242639.3777
MEM 4050.300781 1652242639.4781
MEM 4050.316406 1652242639.5785
MEM 4050.316406 1652242639.6788
MEM 4050.316406 1652242639.7792
MEM 4050.316406 1652242639.8795
MEM 4050.316406 1652242639.9799
MEM 4050.292969 1652242640.0803
MEM 4050.292969 1652242640.1807
MEM 4050.292969 1652242640.2811
MEM 4050.292969 1652242640.3814
MEM 4050.292969 1652242640.4819
MEM 4050.292969 1652242640.5822
MEM 4050.292969 1652242640.6825
MEM 4050.292969 1652242640.7829
MEM 4050.292969 1652242640.8832
MEM 4050.292969 1652242640.9836
MEM 4055.582031 1652242641.0839
MEM 4055.582031 1652242641.1842
MEM 4055.582031 1652242641.2846
MEM 4055.582031 1652242641.3849
MEM 4055.582031 1652242641.4853
MEM 4055.582031 1652242641.5856
MEM 4055.582031 1652242641.6860
MEM 4056.093750 1652242641.7863
MEM 4056.375000 1652242641.8869
MEM 4062.562500 1652242641.9874
MEM 4062.550781 1652242642.0889
MEM 4065.902344 1652242642.1893
MEM 4066.140625 1652242642.2897
MEM 4073.609375 1652242642.3901
MEM 4075.914062 1652242642.4906
MEM 4085.863281 1652242642.5910
MEM 4095.261719 1652242642.6914
MEM 4104.285156 1652242642.7921
MEM 4105.300781 1652242642.8925
MEM 4106.062500 1652242642.9929
MEM 4112.777344 1652242643.0932
MEM 4113.789062 1652242643.1937
MEM 4113.773438 1652242643.2941
MEM 4113.773438 1652242643.3944
MEM 4113.976562 1652242643.4948
MEM 4113.960938 1652242643.5951
MEM 4113.960938 1652242643.6954
MEM 4113.960938 1652242643.7957
MEM 4113.960938 1652242643.8960
MEM 4113.960938 1652242643.9963
MEM 4113.941406 1652242644.0967
MEM 4113.941406 1652242644.1971
MEM 4113.941406 1652242644.2973
MEM 4113.941406 1652242644.3976
MEM 4113.941406 1652242644.4980
MEM 4113.941406 1652242644.5983
MEM 4113.941406 1652242644.6985
MEM 4113.941406 1652242644.7988
MEM 4113.941406 1652242644.8991
MEM 4113.941406 1652242644.9997
MEM 4123.781250 1652242645.1001
MEM 4123.781250 1652242645.2005
MEM 4123.781250 1652242645.3008
MEM 4123.781250 1652242645.4012
MEM 4123.781250 1652242645.5015
MEM 4123.781250 1652242645.6019
MEM 4123.781250 1652242645.7022
MEM 4124.292969 1652242645.8026
MEM 4124.292969 1652242645.9030
MEM 4126.117188 1652242646.0035
MEM 4129.710938 1652242646.1040
MEM 4133.320312 1652242646.2044
MEM 4140.265625 1652242646.3049
MEM 4140.265625 1652242646.4052
MEM 4146.437500 1652242646.5056
MEM 4150.804688 1652242646.6061
MEM 4153.300781 1652242646.7064
MEM 4159.812500 1652242646.8068
MEM 4162.367188 1652242646.9078
MEM 4162.367188 1652242647.0082
MEM 4163.906250 1652242647.1087
MEM 4163.902344 1652242647.2090
MEM 4165.820312 1652242647.3095
MEM 4165.816406 1652242647.4098
MEM 4165.816406 1652242647.5102
MEM 4165.816406 1652242647.6105
MEM 4165.816406 1652242647.7109
MEM 4165.816406 1652242647.8111
MEM 4165.792969 1652242647.9115
MEM 4165.792969 1652242648.0119
MEM 4165.792969 1652242648.1122
MEM 4165.792969 1652242648.2126
MEM 4165.792969 1652242648.3130
MEM 4165.792969 1652242648.4133
MEM 4165.792969 1652242648.5137
MEM 4165.792969 1652242648.6140
MEM 4165.792969 1652242648.7143
MEM 4165.792969 1652242648.8147
MEM 4165.792969 1652242648.9151
MEM 4165.792969 1652242649.0155
MEM 4165.792969 1652242649.1158
MEM 4165.792969 1652242649.2162
MEM 4165.792969 1652242649.3166
MEM 4165.792969 1652242649.4169
MEM 4165.792969 1652242649.5271
MEM 4166.304688 1652242649.6275
MEM 4166.066406 1652242649.7280
MEM 4166.578125 1652242649.8283
MEM 4166.562500 1652242649.9288
MEM 4167.074219 1652242650.0292
MEM 4168.804688 1652242650.1296
MEM 4168.785156 1652242650.2301
MEM 4168.785156 1652242650.3306
MEM 4169.285156 1652242650.4310
MEM 4171.843750 1652242650.5316
MEM 4180.093750 1652242650.6320
MEM 4180.328125 1652242650.7325
MEM 4180.328125 1652242650.8330
MEM 4180.312500 1652242650.9334
MEM 4182.070312 1652242651.0338
MEM 4182.292969 1652242651.1342
MEM 4182.292969 1652242651.2346
MEM 4182.273438 1652242651.3350
MEM 4182.273438 1652242651.4353
MEM 4182.273438 1652242651.5356
MEM 4182.273438 1652242651.6361
MEM 4182.273438 1652242651.7365
MEM 4182.257812 1652242651.8368
MEM 4182.257812 1652242651.9372
MEM 4182.257812 1652242652.0376
MEM 4182.257812 1652242652.1379
MEM 4182.257812 1652242652.2383
MEM 4182.257812 1652242652.3386
MEM 4182.257812 1652242652.4390
MEM 4182.257812 1652242652.5394
MEM 4185.500000 1652242652.6399
MEM 4185.500000 1652242652.7403
MEM 4185.500000 1652242652.8406
MEM 4185.500000 1652242652.9410
MEM 4185.500000 1652242653.0414
MEM 4185.500000 1652242653.1418
MEM 4185.500000 1652242653.2421
MEM 4186.011719 1652242653.3424
MEM 4186.011719 1652242653.4429
MEM 4202.171875 1652242653.5433
MEM 4216.519531 1652242653.6437
MEM 4224.832031 1652242653.7441
MEM 4231.503906 1652242653.8446
MEM 4232.277344 1652242653.9450
MEM 4235.347656 1652242654.0455
MEM 4235.332031 1652242654.1460
MEM 4236.363281 1652242654.2464
MEM 4239.445312 1652242654.3468
MEM 4239.484375 1652242654.4473
MEM 4239.425781 1652242654.5477
MEM 4240.875000 1652242654.6485
MEM 4248.570312 1652242654.7489
MEM 4250.816406 1652242654.8494
MEM 4250.800781 1652242654.9498
MEM 4250.800781 1652242655.0501
MEM 4250.800781 1652242655.1504
MEM 4250.800781 1652242655.2508
MEM 4250.800781 1652242655.3511
MEM 4252.777344 1652242655.4515
MEM 4266.292969 1652242655.5519
MEM 4266.292969 1652242655.6523
MEM 4266.292969 1652242655.7526
MEM 4282.070312 1652242655.8530
MEM 4282.070312 1652242655.9534
MEM 4282.070312 1652242656.0538
MEM 4282.070312 1652242656.1542
MEM 4282.070312 1652242656.2547
MEM 4288.597656 1652242656.3551
MEM 4288.597656 1652242656.4555
MEM 4288.597656 1652242656.5558
MEM 4288.597656 1652242656.6561
MEM 4288.597656 1652242656.7564
MEM 4288.597656 1652242656.8567
MEM 4288.597656 1652242656.9571
MEM 4288.855469 1652242657.0574
MEM 4290.441406 1652242657.1579
MEM 4298.757812 1652242657.2583
MEM 4299.937500 1652242657.3588
MEM 4308.085938 1652242657.4592
MEM 4311.953125 1652242657.5596
MEM 4316.832031 1652242657.6601
MEM 4316.820312 1652242657.7605
MEM 4316.808594 1652242657.8610
MEM 4317.324219 1652242657.9613
MEM 4317.300781 1652242658.0618
MEM 4317.300781 1652242658.1623
MEM 4317.289062 1652242658.2627
MEM 4324.789062 1652242658.3631
MEM 4324.667969 1652242658.4635
MEM 4324.667969 1652242658.5638
MEM 4324.667969 1652242658.6641
MEM 4324.667969 1652242658.7644
MEM 4324.667969 1652242658.8647
MEM 4324.648438 1652242658.9651
MEM 4324.648438 1652242659.0654
MEM 4324.648438 1652242659.1658
MEM 4324.648438 1652242659.2661
MEM 4355.890625 1652242659.3665
MEM 4355.890625 1652242659.4669
MEM 4355.890625 1652242659.5675
MEM 4356.312500 1652242659.6679
MEM 4356.968750 1652242659.7682
MEM 4357.460938 1652242659.8686
MEM 4357.460938 1652242659.9690
MEM 4357.460938 1652242660.0693
MEM 4357.460938 1652242660.1697
MEM 4357.460938 1652242660.2700
MEM 4357.460938 1652242660.3704
MEM 4357.460938 1652242660.4707
MEM 4357.460938 1652242660.5711
MEM 4357.460938 1652242660.6714
MEM 4357.460938 1652242660.7717
MEM 4357.714844 1652242660.8721
MEM 4357.714844 1652242660.9725
MEM 4357.488281 1652242661.0729
MEM 4357.488281 1652242661.1733
MEM 4357.476562 1652242661.2740
MEM 4357.476562 1652242661.3744
MEM 4357.457031 1652242661.4748
MEM 4361.558594 1652242661.5752
MEM 4366.699219 1652242661.6757
MEM 4369.765625 1652242661.7761
MEM 4369.750000 1652242661.8765
MEM 4369.738281 1652242661.9772
MEM 4369.738281 1652242662.0776
MEM 4371.203125 1652242662.1780
MEM 4371.195312 1652242662.2785
MEM 4373.394531 1652242662.3789
MEM 4373.144531 1652242662.4793
MEM 4373.144531 1652242662.5796
MEM 4373.144531 1652242662.6800
MEM 4373.144531 1652242662.7804
MEM 4373.144531 1652242662.8807
MEM 4373.121094 1652242662.9811
MEM 4373.121094 1652242663.0815
MEM 4373.121094 1652242663.1818
MEM 4373.121094 1652242663.2821
MEM 4373.121094 1652242663.3825
MEM 4373.121094 1652242663.4828
MEM 4373.121094 1652242663.5831
MEM 4373.121094 1652242663.6835
MEM 4373.121094 1652242663.7839
MEM 4373.121094 1652242663.8845
MEM 4373.121094 1652242663.9848
MEM 4373.121094 1652242664.0852
MEM 4373.121094 1652242664.1856
MEM 4373.121094 1652242664.2860
MEM 4373.121094 1652242664.3864
MEM 4373.121094 1652242664.4868
MEM 4373.121094 1652242664.5872
MEM 4373.632812 1652242664.6876
MEM 4373.632812 1652242664.7880
MEM 4376.996094 1652242664.8900
MEM 4380.593750 1652242664.9905
MEM 4383.675781 1652242665.0910
MEM 4387.542969 1652242665.1914
MEM 4391.136719 1652242665.2924
MEM 4391.136719 1652242665.3930
MEM 4399.359375 1652242665.4934
MEM 4399.351562 1652242665.5938
MEM 4400.640625 1652242665.6942
MEM 4401.128906 1652242665.7946
MEM 4401.128906 1652242665.8951
MEM 4401.113281 1652242665.9955
MEM 4401.097656 1652242666.0959
MEM 4403.398438 1652242666.1963
MEM 4403.398438 1652242666.2967
MEM 4403.398438 1652242666.3971
MEM 4403.398438 1652242666.4974
MEM 4403.398438 1652242666.5978
MEM 4403.398438 1652242666.6982
MEM 4403.382812 1652242666.7985
MEM 4403.382812 1652242666.8989
MEM 4403.382812 1652242666.9992
MEM 4403.382812 1652242667.0995
MEM 4403.382812 1652242667.2000
MEM 4403.382812 1652242667.3005
MEM 4403.382812 1652242667.4008
MEM 4403.382812 1652242667.5012
MEM 4403.382812 1652242667.6019
MEM 4403.382812 1652242667.7022
MEM 4403.382812 1652242667.8026
MEM 4403.382812 1652242667.9029
MEM 4403.382812 1652242668.0032
MEM 4403.382812 1652242668.1036
MEM 4403.382812 1652242668.2039
MEM 4403.382812 1652242668.3043
MEM 4403.894531 1652242668.4046
MEM 4403.660156 1652242668.5052
MEM 4403.660156 1652242668.6056
MEM 4403.648438 1652242668.7060
MEM 4406.460938 1652242668.8065
MEM 4407.750000 1652242668.9076
MEM 4407.734375 1652242669.0082
MEM 4407.718750 1652242669.1086
MEM 4408.492188 1652242669.2091
MEM 4408.476562 1652242669.3097
MEM 4408.457031 1652242669.4101
MEM 4412.050781 1652242669.5118
MEM 4413.324219 1652242669.6126
MEM 4413.332031 1652242669.7131
MEM 4417.492188 1652242669.8135
MEM 4417.175781 1652242669.9139
MEM 4417.175781 1652242670.0142
MEM 4417.175781 1652242670.1146
MEM 4417.175781 1652242670.2149
MEM 4417.175781 1652242670.3152
MEM 4417.152344 1652242670.4156
MEM 4417.152344 1652242670.5159
MEM 4417.152344 1652242670.6161
MEM 4417.152344 1652242670.7165
MEM 4417.152344 1652242670.8168
MEM 4417.152344 1652242670.9171
MEM 4417.152344 1652242671.0174
MEM 4417.152344 1652242671.1177
MEM 4417.152344 1652242671.2180
MEM 4417.636719 1652242671.3184
MEM 4417.636719 1652242671.4188
MEM 4417.636719 1652242671.5191
MEM 4417.636719 1652242671.6194
MEM 4417.636719 1652242671.7198
MEM 4417.636719 1652242671.8201
MEM 4418.148438 1652242671.9218
MEM 4418.148438 1652242672.0221
MEM 4417.914062 1652242672.1226
MEM 4418.171875 1652242672.2230
MEM 4418.160156 1652242672.3235
MEM 4418.179688 1652242672.4239
MEM 4418.144531 1652242672.5243
MEM 4418.128906 1652242672.6248
MEM 4418.128906 1652242672.7251
MEM 4418.105469 1652242672.8256
MEM 4418.105469 1652242672.9261
MEM 4418.093750 1652242673.0265
MEM 4418.082031 1652242673.1269
MEM 4418.078125 1652242673.2273
MEM 4418.058594 1652242673.3278
MEM 4418.058594 1652242673.4282
MEM 4418.046875 1652242673.5291
MEM 4418.046875 1652242673.6295
MEM 4417.730469 1652242673.7299
MEM 4417.730469 1652242673.8303
MEM 4417.730469 1652242673.9306
MEM 4417.730469 1652242674.0310
MEM 4417.730469 1652242674.1314
MEM 4417.707031 1652242674.2318
MEM 4417.707031 1652242674.3321
MEM 4417.707031 1652242674.4325
MEM 4417.707031 1652242674.5328
MEM 4417.707031 1652242674.6332
MEM 4417.707031 1652242674.7336
MEM 4417.707031 1652242674.8339
MEM 4417.707031 1652242674.9343
MEM 4417.707031 1652242675.0346
MEM 4428.519531 1652242675.1350
MEM 4428.519531 1652242675.2354
MEM 4428.519531 1652242675.3358
MEM 4428.519531 1652242675.4361
MEM 4428.519531 1652242675.5365
MEM 4428.519531 1652242675.6368
MEM 4428.519531 1652242675.7372
MEM 4429.031250 1652242675.8376
MEM 4431.375000 1652242675.9381
MEM 4436.273438 1652242676.0384
MEM 4441.417969 1652242676.1389
MEM 4442.449219 1652242676.2393
MEM 4448.871094 1652242676.3402
MEM 4448.863281 1652242676.4406
MEM 4450.152344 1652242676.5410
MEM 4450.132812 1652242676.6414
MEM 4450.273438 1652242676.7418
MEM 4450.117188 1652242676.8423
MEM 4450.101562 1652242676.9428
MEM 4450.101562 1652242677.0432
MEM 4450.085938 1652242677.1436
MEM 4454.125000 1652242677.2441
MEM 4455.414062 1652242677.3445
MEM 4455.242188 1652242677.4449
MEM 4455.242188 1652242677.5452
MEM 4455.242188 1652242677.6457
MEM 4455.242188 1652242677.7460
MEM 4455.242188 1652242677.8464
MEM 4455.222656 1652242677.9468
MEM 4455.222656 1652242678.0472
MEM 4455.222656 1652242678.1475
MEM 4455.222656 1652242678.2478
MEM 4455.222656 1652242678.3482
MEM 4455.222656 1652242678.4486
MEM 4455.222656 1652242678.5489
MEM 4455.222656 1652242678.6493
MEM 4455.222656 1652242678.7497
MEM 4455.222656 1652242678.8502
MEM 4455.222656 1652242678.9506
MEM 4455.222656 1652242679.0510
MEM 4455.222656 1652242679.1514
MEM 4455.222656 1652242679.2517
MEM 4455.222656 1652242679.3520
MEM 4455.222656 1652242679.4524
MEM 4455.734375 1652242679.5528
MEM 4455.734375 1652242679.6531
MEM 4455.500000 1652242679.7536
MEM 4459.218750 1652242679.8541
MEM 4459.203125 1652242679.9545
MEM 4459.187500 1652242680.0554
MEM 4460.730469 1652242680.1559
MEM 4461.230469 1652242680.2568
MEM 4461.214844 1652242680.3573
MEM 4461.214844 1652242680.4577
MEM 4461.199219 1652242680.5582
MEM 4461.199219 1652242680.6586
MEM 4461.187500 1652242680.7590
