CMDLINE /usr/bin/python3 scripts/PCA-RF-TARA.py
MEM 215.175781 1652255111.9160
MEM 215.175781 1652255112.0163
MEM 215.175781 1652255112.1165
MEM 215.175781 1652255112.2168
MEM 215.175781 1652255112.3171
MEM 215.175781 1652255112.4173
MEM 215.175781 1652255112.5176
MEM 215.175781 1652255112.6179
MEM 215.175781 1652255112.7182
MEM 215.175781 1652255112.8184
MEM 215.175781 1652255112.9187
MEM 215.175781 1652255113.0189
MEM 215.175781 1652255113.1191
MEM 215.175781 1652255113.2194
MEM 215.175781 1652255113.3197
MEM 215.175781 1652255113.4200
MEM 215.175781 1652255113.5202
MEM 215.175781 1652255113.6205
MEM 215.175781 1652255113.7207
MEM 215.175781 1652255113.8210
MEM 215.175781 1652255113.9213
MEM 215.175781 1652255114.0215
MEM 215.175781 1652255114.1218
MEM 215.175781 1652255114.2221
MEM 215.175781 1652255114.3224
MEM 215.175781 1652255114.4227
MEM 215.175781 1652255114.5243
MEM 215.175781 1652255114.6246
MEM 215.175781 1652255114.7249
MEM 215.175781 1652255114.8252
MEM 215.175781 1652255114.9255
MEM 215.175781 1652255115.0259
MEM 215.175781 1652255115.1263
MEM 215.175781 1652255115.2266
MEM 215.175781 1652255115.3269
MEM 215.175781 1652255115.4271
MEM 215.175781 1652255115.5275
MEM 215.175781 1652255115.6278
MEM 215.175781 1652255115.7281
MEM 215.175781 1652255115.8284
MEM 215.175781 1652255115.9287
MEM 215.175781 1652255116.0291
MEM 215.175781 1652255116.1294
MEM 215.175781 1652255116.2298
MEM 215.175781 1652255116.3301
MEM 215.175781 1652255116.4303
MEM 215.175781 1652255116.5306
MEM 215.175781 1652255116.6310
MEM 215.175781 1652255116.7312
MEM 215.175781 1652255116.8315
MEM 215.175781 1652255116.9318
MEM 215.175781 1652255117.0321
MEM 215.175781 1652255117.1324
MEM 215.175781 1652255117.2327
MEM 215.175781 1652255117.3331
MEM 215.175781 1652255117.4334
MEM 215.175781 1652255117.5337
MEM 215.175781 1652255117.6340
MEM 215.175781 1652255117.7343
MEM 215.175781 1652255117.8346
MEM 215.175781 1652255117.9349
MEM 215.175781 1652255118.0351
MEM 215.175781 1652255118.1353
MEM 215.175781 1652255118.2357
MEM 215.175781 1652255118.3360
MEM 215.175781 1652255118.4363
MEM 215.175781 1652255118.5366
MEM 215.175781 1652255118.6369
MEM 215.175781 1652255118.7371
MEM 215.175781 1652255118.8374
MEM 215.175781 1652255118.9377
MEM 215.175781 1652255119.0381
MEM 215.175781 1652255119.1384
MEM 215.175781 1652255119.2386
MEM 215.175781 1652255119.3389
MEM 215.175781 1652255119.4392
MEM 215.175781 1652255119.5395
MEM 215.175781 1652255119.6398
MEM 215.175781 1652255119.7400
MEM 215.175781 1652255119.8403
MEM 215.175781 1652255119.9406
MEM 215.175781 1652255120.0410
MEM 215.175781 1652255120.1413
MEM 215.175781 1652255120.2416
MEM 215.175781 1652255120.3419
MEM 215.175781 1652255120.4422
MEM 215.175781 1652255120.5425
MEM 215.175781 1652255120.6428
MEM 215.175781 1652255120.7431
MEM 215.175781 1652255120.8434
MEM 215.175781 1652255120.9437
MEM 215.175781 1652255121.0440
MEM 215.175781 1652255121.1443
MEM 215.175781 1652255121.2446
MEM 215.175781 1652255121.3449
MEM 215.175781 1652255121.4452
MEM 215.175781 1652255121.5455
MEM 215.175781 1652255121.6458
MEM 215.175781 1652255121.7461
MEM 215.175781 1652255121.8463
MEM 215.175781 1652255121.9466
MEM 215.175781 1652255122.0469
MEM 215.175781 1652255122.1473
MEM 215.175781 1652255122.2476
MEM 215.175781 1652255122.3479
MEM 215.175781 1652255122.4482
MEM 215.175781 1652255122.5484
MEM 215.175781 1652255122.6487
MEM 215.175781 1652255122.7490
MEM 215.175781 1652255122.8493
MEM 215.175781 1652255122.9496
MEM 215.175781 1652255123.0499
MEM 215.175781 1652255123.1502
MEM 215.175781 1652255123.2505
MEM 215.175781 1652255123.3508
MEM 215.175781 1652255123.4511
MEM 215.175781 1652255123.5514
MEM 215.175781 1652255123.6517
MEM 215.175781 1652255123.7520
MEM 215.175781 1652255123.8523
MEM 215.175781 1652255123.9526
MEM 215.175781 1652255124.0528
MEM 215.175781 1652255124.1531
MEM 215.175781 1652255124.2534
MEM 215.175781 1652255124.3537
MEM 215.175781 1652255124.4540
MEM 215.175781 1652255124.5544
MEM 215.175781 1652255124.6548
MEM 215.175781 1652255124.7551
MEM 215.175781 1652255124.8554
MEM 215.175781 1652255124.9557
MEM 215.175781 1652255125.0560
MEM 215.175781 1652255125.1564
MEM 215.175781 1652255125.2567
MEM 215.175781 1652255125.3570
MEM 215.175781 1652255125.4573
MEM 215.175781 1652255125.5576
MEM 215.175781 1652255125.6580
MEM 215.175781 1652255125.7604
MEM 215.175781 1652255125.8607
MEM 215.175781 1652255125.9610
MEM 215.175781 1652255126.0613
MEM 215.175781 1652255126.1617
MEM 215.175781 1652255126.2620
MEM 215.175781 1652255126.3623
MEM 215.175781 1652255126.4626
MEM 215.175781 1652255126.5629
MEM 215.175781 1652255126.6633
MEM 215.175781 1652255126.7637
MEM 215.175781 1652255126.8640
MEM 215.175781 1652255126.9643
MEM 215.175781 1652255127.0646
MEM 215.175781 1652255127.1650
MEM 215.175781 1652255127.2653
MEM 215.175781 1652255127.3657
MEM 215.175781 1652255127.4660
MEM 215.175781 1652255127.5664
MEM 215.175781 1652255127.6667
MEM 215.175781 1652255127.7671
MEM 215.175781 1652255127.8675
MEM 215.175781 1652255127.9678
MEM 215.175781 1652255128.0681
MEM 215.175781 1652255128.1684
MEM 215.175781 1652255128.2687
MEM 215.175781 1652255128.3691
MEM 215.175781 1652255128.4694
MEM 215.175781 1652255128.5698
MEM 215.175781 1652255128.6701
MEM 215.175781 1652255128.7704
MEM 215.175781 1652255128.8707
MEM 215.175781 1652255128.9711
MEM 215.175781 1652255129.0715
MEM 215.175781 1652255129.1719
MEM 215.175781 1652255129.2723
MEM 215.175781 1652255129.3726
MEM 215.175781 1652255129.4729
MEM 215.175781 1652255129.5733
MEM 215.175781 1652255129.6736
MEM 215.175781 1652255129.7739
MEM 215.175781 1652255129.8742
MEM 215.175781 1652255129.9745
MEM 215.175781 1652255130.0748
MEM 215.175781 1652255130.1751
MEM 215.175781 1652255130.2755
MEM 215.175781 1652255130.3776
MEM 215.175781 1652255130.4779
MEM 215.175781 1652255130.5782
MEM 215.175781 1652255130.6785
MEM 215.175781 1652255130.7788
MEM 215.175781 1652255130.8790
MEM 215.175781 1652255130.9793
MEM 215.175781 1652255131.0796
MEM 215.175781 1652255131.1798
MEM 215.175781 1652255131.2800
MEM 215.175781 1652255131.3814
MEM 215.175781 1652255131.4816
MEM 215.175781 1652255131.5819
MEM 215.175781 1652255131.6821
MEM 215.175781 1652255131.7824
MEM 215.175781 1652255131.8826
MEM 215.175781 1652255131.9851
MEM 215.175781 1652255132.0854
MEM 215.175781 1652255132.1856
MEM 215.175781 1652255132.2859
MEM 215.175781 1652255132.3861
MEM 215.175781 1652255132.4864
MEM 215.175781 1652255132.5866
MEM 215.175781 1652255132.6869
MEM 215.175781 1652255132.7892
MEM 215.175781 1652255132.8895
MEM 215.175781 1652255132.9897
MEM 215.175781 1652255133.0900
MEM 215.175781 1652255133.1902
MEM 215.175781 1652255133.2905
MEM 215.175781 1652255133.3908
MEM 215.175781 1652255133.4910
MEM 215.175781 1652255133.5913
MEM 215.175781 1652255133.6915
MEM 215.175781 1652255133.7918
MEM 215.175781 1652255133.8920
MEM 215.175781 1652255133.9923
MEM 215.175781 1652255134.0926
MEM 215.175781 1652255134.1929
MEM 215.175781 1652255134.2933
MEM 215.175781 1652255134.3936
MEM 215.175781 1652255134.4960
MEM 215.175781 1652255134.5963
MEM 215.175781 1652255134.6966
MEM 215.175781 1652255134.7969
MEM 215.175781 1652255134.8971
MEM 215.175781 1652255134.9974
MEM 215.175781 1652255135.0977
MEM 215.175781 1652255135.1979
MEM 215.175781 1652255135.2982
MEM 215.175781 1652255135.3985
MEM 215.175781 1652255135.4987
MEM 215.175781 1652255135.5990
MEM 215.175781 1652255135.6993
MEM 215.175781 1652255135.7997
MEM 215.175781 1652255135.9000
MEM 215.175781 1652255136.0004
MEM 215.175781 1652255136.1007
MEM 215.175781 1652255136.2010
MEM 215.175781 1652255136.3013
MEM 215.175781 1652255136.4016
MEM 215.175781 1652255136.5046
MEM 215.175781 1652255136.6049
MEM 215.175781 1652255136.7052
MEM 215.175781 1652255136.8055
MEM 215.175781 1652255136.9058
MEM 215.175781 1652255137.0061
MEM 215.175781 1652255137.1065
MEM 215.175781 1652255137.2068
MEM 215.175781 1652255137.3071
MEM 215.175781 1652255137.4074
MEM 215.175781 1652255137.5078
MEM 215.175781 1652255137.6082
MEM 215.175781 1652255137.7085
MEM 215.175781 1652255137.8088
MEM 215.175781 1652255137.9095
MEM 215.175781 1652255138.0098
MEM 215.175781 1652255138.1101
MEM 215.175781 1652255138.2105
MEM 215.175781 1652255138.3107
MEM 215.175781 1652255138.4112
MEM 215.175781 1652255138.5115
MEM 215.175781 1652255138.6118
MEM 215.175781 1652255138.7122
MEM 215.175781 1652255138.8125
MEM 215.175781 1652255138.9128
MEM 215.175781 1652255139.0131
MEM 215.175781 1652255139.1134
MEM 215.175781 1652255139.2138
MEM 215.175781 1652255139.3141
MEM 215.175781 1652255139.4144
MEM 215.175781 1652255139.5148
MEM 215.175781 1652255139.6151
MEM 215.175781 1652255139.7154
MEM 215.175781 1652255139.8157
MEM 215.175781 1652255139.9160
MEM 215.175781 1652255140.0163
MEM 215.175781 1652255140.1166
MEM 215.175781 1652255140.2170
MEM 215.175781 1652255140.3173
MEM 215.175781 1652255140.4176
MEM 215.175781 1652255140.5179
MEM 215.175781 1652255140.6183
MEM 215.175781 1652255140.7186
MEM 215.175781 1652255140.8189
MEM 215.175781 1652255140.9191
MEM 215.175781 1652255141.0194
MEM 215.175781 1652255141.1198
MEM 215.175781 1652255141.2201
MEM 215.175781 1652255141.3204
MEM 215.175781 1652255141.4207
MEM 215.175781 1652255141.5210
MEM 215.175781 1652255141.6213
MEM 215.175781 1652255141.7215
MEM 215.175781 1652255141.8219
MEM 215.175781 1652255141.9231
MEM 215.175781 1652255142.0234
MEM 215.175781 1652255142.1237
MEM 215.175781 1652255142.2260
MEM 215.175781 1652255142.3263
MEM 215.175781 1652255142.4267
MEM 215.175781 1652255142.5270
MEM 215.175781 1652255142.6296
MEM 215.175781 1652255142.7300
MEM 215.175781 1652255142.8302
MEM 215.175781 1652255142.9305
MEM 215.175781 1652255143.0309
MEM 215.175781 1652255143.1311
MEM 215.175781 1652255143.2314
MEM 215.175781 1652255143.3317
MEM 215.175781 1652255143.4320
MEM 215.175781 1652255143.5323
MEM 215.175781 1652255143.6325
MEM 215.175781 1652255143.7328
MEM 215.175781 1652255143.8331
MEM 215.175781 1652255143.9334
MEM 215.175781 1652255144.0337
MEM 215.175781 1652255144.1341
MEM 215.175781 1652255144.2344
MEM 215.175781 1652255144.3346
MEM 215.175781 1652255144.4349
MEM 215.175781 1652255144.5352
MEM 215.175781 1652255144.6355
MEM 215.175781 1652255144.7358
MEM 215.175781 1652255144.8360
MEM 215.175781 1652255144.9363
MEM 215.175781 1652255145.0379
MEM 215.175781 1652255145.1382
MEM 215.175781 1652255145.2385
MEM 215.175781 1652255145.3388
MEM 215.175781 1652255145.4391
MEM 215.175781 1652255145.5394
MEM 215.175781 1652255145.6396
MEM 215.175781 1652255145.7399
MEM 215.175781 1652255145.8402
MEM 215.175781 1652255145.9405
MEM 215.175781 1652255146.0408
MEM 215.175781 1652255146.1430
MEM 215.175781 1652255146.2443
MEM 215.175781 1652255146.3450
MEM 215.175781 1652255146.4453
MEM 215.175781 1652255146.5457
MEM 215.175781 1652255146.6460
MEM 215.175781 1652255146.7463
MEM 215.175781 1652255146.8466
MEM 215.175781 1652255146.9469
MEM 215.175781 1652255147.0472
MEM 215.175781 1652255147.1476
MEM 215.175781 1652255147.2479
MEM 215.175781 1652255147.3482
MEM 215.175781 1652255147.4485
MEM 215.175781 1652255147.5488
MEM 215.175781 1652255147.6492
MEM 215.175781 1652255147.7495
MEM 215.175781 1652255147.8498
MEM 215.175781 1652255147.9502
MEM 215.175781 1652255148.0505
MEM 215.175781 1652255148.1508
MEM 215.175781 1652255148.2511
MEM 215.175781 1652255148.3515
MEM 215.175781 1652255148.4518
MEM 215.175781 1652255148.5534
MEM 215.175781 1652255148.6537
MEM 215.175781 1652255148.7540
MEM 215.175781 1652255148.8544
MEM 215.175781 1652255148.9547
MEM 215.175781 1652255149.0550
MEM 215.175781 1652255149.1553
MEM 215.175781 1652255149.2556
MEM 215.175781 1652255149.3559
MEM 215.175781 1652255149.4562
MEM 215.175781 1652255149.5565
MEM 215.175781 1652255149.6568
MEM 215.175781 1652255149.7572
MEM 215.175781 1652255149.8575
MEM 215.175781 1652255149.9577
MEM 215.175781 1652255150.0581
MEM 215.175781 1652255150.1584
MEM 215.175781 1652255150.2587
MEM 215.175781 1652255150.3590
MEM 215.175781 1652255150.4592
MEM 215.175781 1652255150.5595
MEM 215.175781 1652255150.6597
MEM 215.175781 1652255150.7600
MEM 215.175781 1652255150.8603
MEM 215.175781 1652255150.9605
MEM 215.175781 1652255151.0607
MEM 215.175781 1652255151.1625
MEM 215.175781 1652255151.2627
MEM 215.175781 1652255151.3632
MEM 215.175781 1652255151.4635
MEM 215.175781 1652255151.5658
MEM 215.175781 1652255151.6661
MEM 215.175781 1652255151.7663
MEM 215.175781 1652255151.8666
MEM 215.175781 1652255151.9669
MEM 215.175781 1652255152.0675
MEM 215.175781 1652255152.1677
MEM 215.175781 1652255152.2680
MEM 215.175781 1652255152.3682
MEM 215.175781 1652255152.4707
MEM 215.175781 1652255152.5710
MEM 215.175781 1652255152.6713
MEM 215.175781 1652255152.7735
MEM 215.175781 1652255152.8737
MEM 215.175781 1652255152.9742
MEM 215.175781 1652255153.0745
MEM 215.175781 1652255153.1747
MEM 215.175781 1652255153.2750
MEM 215.175781 1652255153.3765
MEM 215.175781 1652255153.4768
MEM 215.175781 1652255153.5770
MEM 215.175781 1652255153.6773
MEM 215.175781 1652255153.7797
MEM 215.175781 1652255153.8799
MEM 215.175781 1652255153.9802
MEM 215.175781 1652255154.0805
MEM 215.175781 1652255154.1807
MEM 215.175781 1652255154.2810
MEM 215.175781 1652255154.3813
MEM 215.175781 1652255154.4816
MEM 215.175781 1652255154.5818
MEM 215.175781 1652255154.6821
MEM 215.175781 1652255154.7825
MEM 215.175781 1652255154.8828
MEM 215.175781 1652255154.9832
MEM 215.175781 1652255155.0835
MEM 215.175781 1652255155.1838
MEM 215.175781 1652255155.2841
MEM 215.175781 1652255155.3844
MEM 215.175781 1652255155.4848
MEM 215.175781 1652255155.5851
MEM 215.175781 1652255155.6854
MEM 215.175781 1652255155.7857
MEM 215.175781 1652255155.8859
MEM 215.175781 1652255155.9862
MEM 215.175781 1652255156.0866
MEM 215.175781 1652255156.1869
MEM 215.175781 1652255156.2871
MEM 215.175781 1652255156.3874
MEM 215.175781 1652255156.4876
MEM 215.175781 1652255156.5879
MEM 215.246094 1652255156.6883
MEM 215.246094 1652255156.7886
MEM 215.246094 1652255156.8893
MEM 215.246094 1652255156.9896
MEM 215.246094 1652255157.0900
MEM 215.246094 1652255157.1904
MEM 215.246094 1652255157.2907
MEM 215.246094 1652255157.3910
MEM 215.246094 1652255157.4914
MEM 215.246094 1652255157.5917
MEM 215.246094 1652255157.6933
MEM 215.246094 1652255157.7937
MEM 215.246094 1652255157.8950
MEM 215.246094 1652255157.9953
MEM 215.246094 1652255158.0956
MEM 215.246094 1652255158.1962
MEM 215.246094 1652255158.2965
MEM 215.246094 1652255158.3969
MEM 215.246094 1652255158.4972
MEM 215.246094 1652255158.5975
MEM 215.246094 1652255158.6978
MEM 215.246094 1652255158.7981
MEM 215.246094 1652255158.8985
MEM 215.246094 1652255158.9988
MEM 215.246094 1652255159.0990
MEM 215.246094 1652255159.1993
MEM 215.246094 1652255159.2996
MEM 215.246094 1652255159.3999
MEM 215.246094 1652255159.5002
MEM 215.246094 1652255159.6005
MEM 215.246094 1652255159.7008
MEM 215.246094 1652255159.8010
MEM 215.246094 1652255159.9014
MEM 215.246094 1652255160.0017
MEM 215.246094 1652255160.1019
MEM 215.246094 1652255160.2022
MEM 215.246094 1652255160.3025
MEM 215.246094 1652255160.4028
MEM 215.246094 1652255160.5031
MEM 215.246094 1652255160.6034
MEM 215.246094 1652255160.7037
MEM 215.246094 1652255160.8040
MEM 215.246094 1652255160.9042
MEM 215.246094 1652255161.0045
MEM 215.246094 1652255161.1048
MEM 215.246094 1652255161.2051
MEM 215.246094 1652255161.3055
MEM 215.246094 1652255161.4071
MEM 215.246094 1652255161.5074
MEM 215.246094 1652255161.6078
MEM 215.246094 1652255161.7081
MEM 215.246094 1652255161.8084
MEM 215.246094 1652255161.9087
MEM 215.246094 1652255162.0090
MEM 215.246094 1652255162.1092
MEM 215.246094 1652255162.2095
MEM 215.246094 1652255162.3099
MEM 215.246094 1652255162.4102
MEM 215.246094 1652255162.5105
MEM 215.246094 1652255162.6107
MEM 215.246094 1652255162.7110
MEM 215.246094 1652255162.8114
MEM 215.246094 1652255162.9117
MEM 215.246094 1652255163.0120
MEM 215.246094 1652255163.1123
MEM 215.246094 1652255163.2126
MEM 215.246094 1652255163.3130
MEM 215.246094 1652255163.4133
MEM 215.246094 1652255163.5136
MEM 215.246094 1652255163.6139
MEM 215.246094 1652255163.7142
MEM 215.246094 1652255163.8145
MEM 215.246094 1652255163.9149
MEM 215.246094 1652255164.0151
MEM 215.246094 1652255164.1155
MEM 215.246094 1652255164.2158
MEM 215.246094 1652255164.3161
MEM 215.246094 1652255164.4195
MEM 215.246094 1652255164.5199
MEM 215.246094 1652255164.6203
MEM 215.246094 1652255164.7228
MEM 215.246094 1652255164.8231
MEM 215.246094 1652255164.9254
MEM 215.246094 1652255165.0258
MEM 215.246094 1652255165.1262
MEM 215.246094 1652255165.2266
MEM 215.246094 1652255165.3269
MEM 215.246094 1652255165.4271
MEM 215.246094 1652255165.5274
MEM 215.246094 1652255165.6277
MEM 215.246094 1652255165.7280
MEM 215.246094 1652255165.8283
MEM 215.246094 1652255165.9287
MEM 215.246094 1652255166.0290
MEM 215.246094 1652255166.1293
MEM 215.246094 1652255166.2296
MEM 215.246094 1652255166.3299
MEM 215.246094 1652255166.4313
MEM 215.246094 1652255166.5316
MEM 215.246094 1652255166.6319
MEM 215.246094 1652255166.7322
MEM 215.246094 1652255166.8325
MEM 215.246094 1652255166.9328
MEM 215.246094 1652255167.0331
MEM 215.246094 1652255167.1335
MEM 215.246094 1652255167.2338
MEM 215.246094 1652255167.3340
MEM 215.246094 1652255167.4358
MEM 215.246094 1652255167.5361
MEM 215.246094 1652255167.6365
MEM 215.246094 1652255167.7367
MEM 215.246094 1652255167.8370
MEM 215.246094 1652255167.9373
MEM 215.246094 1652255168.0376
MEM 215.246094 1652255168.1380
MEM 215.246094 1652255168.2383
MEM 215.246094 1652255168.3386
MEM 215.246094 1652255168.4388
MEM 215.246094 1652255168.5391
MEM 215.246094 1652255168.6394
MEM 215.246094 1652255168.7418
MEM 215.246094 1652255168.8421
MEM 215.246094 1652255168.9424
MEM 215.246094 1652255169.0426
MEM 215.246094 1652255169.1429
MEM 215.246094 1652255169.2432
MEM 215.246094 1652255169.3435
MEM 215.246094 1652255169.4438
MEM 215.246094 1652255169.5441
MEM 215.246094 1652255169.6444
MEM 215.246094 1652255169.7447
MEM 215.246094 1652255169.8450
MEM 215.246094 1652255169.9452
MEM 215.246094 1652255170.0455
MEM 215.246094 1652255170.1458
MEM 215.246094 1652255170.2461
MEM 215.246094 1652255170.3463
MEM 215.246094 1652255170.4466
MEM 215.246094 1652255170.5468
MEM 215.246094 1652255170.6471
MEM 215.246094 1652255170.7473
MEM 215.246094 1652255170.8477
MEM 215.246094 1652255170.9479
MEM 215.246094 1652255171.0481
MEM 215.246094 1652255171.1484
MEM 215.246094 1652255171.2486
MEM 215.246094 1652255171.3489
MEM 215.246094 1652255171.4491
MEM 215.246094 1652255171.5493
MEM 215.246094 1652255171.6496
MEM 215.246094 1652255171.7498
MEM 215.246094 1652255171.8501
MEM 215.246094 1652255171.9503
MEM 215.246094 1652255172.0505
MEM 215.246094 1652255172.1508
MEM 215.246094 1652255172.2510
MEM 215.246094 1652255172.3513
MEM 215.246094 1652255172.4515
MEM 215.246094 1652255172.5517
MEM 215.246094 1652255172.6520
MEM 215.246094 1652255172.7522
MEM 215.246094 1652255172.8524
MEM 215.246094 1652255172.9528
MEM 215.246094 1652255173.0535
MEM 215.246094 1652255173.1538
MEM 215.246094 1652255173.2541
MEM 215.246094 1652255173.3544
MEM 215.246094 1652255173.4547
MEM 215.246094 1652255173.5550
MEM 215.246094 1652255173.6552
MEM 215.246094 1652255173.7555
MEM 215.246094 1652255173.8557
MEM 215.246094 1652255173.9560
MEM 215.246094 1652255174.0562
MEM 215.246094 1652255174.1565
MEM 215.246094 1652255174.2567
MEM 215.246094 1652255174.3570
MEM 215.246094 1652255174.4586
MEM 215.246094 1652255174.5589
MEM 215.246094 1652255174.6631
MEM 215.246094 1652255174.7634
MEM 215.246094 1652255174.8637
MEM 215.246094 1652255174.9641
MEM 215.246094 1652255175.0644
MEM 215.246094 1652255175.1647
MEM 215.246094 1652255175.2650
MEM 215.246094 1652255175.3653
MEM 215.246094 1652255175.4656
MEM 215.246094 1652255175.5659
MEM 215.246094 1652255175.6662
MEM 215.246094 1652255175.7666
MEM 215.246094 1652255175.8669
MEM 215.246094 1652255175.9671
MEM 215.246094 1652255176.0674
MEM 215.246094 1652255176.1677
MEM 215.246094 1652255176.2680
MEM 215.246094 1652255176.3683
MEM 215.246094 1652255176.4686
MEM 215.246094 1652255176.5694
MEM 215.246094 1652255176.6697
MEM 215.246094 1652255176.7699
MEM 215.246094 1652255176.8702
MEM 215.246094 1652255176.9705
MEM 215.246094 1652255177.0708
MEM 215.246094 1652255177.1711
MEM 215.246094 1652255177.2713
MEM 215.246094 1652255177.3715
MEM 215.246094 1652255177.4718
MEM 215.246094 1652255177.5720
MEM 215.246094 1652255177.6723
MEM 215.246094 1652255177.7725
MEM 215.246094 1652255177.8728
MEM 215.246094 1652255177.9731
MEM 215.246094 1652255178.0734
MEM 215.246094 1652255178.1737
MEM 215.246094 1652255178.2740
MEM 215.246094 1652255178.3743
MEM 215.246094 1652255178.4791
MEM 215.246094 1652255178.5794
MEM 215.246094 1652255178.6797
MEM 215.246094 1652255178.7800
MEM 215.246094 1652255178.8818
MEM 215.246094 1652255178.9821
MEM 215.246094 1652255179.0823
MEM 215.246094 1652255179.1826
MEM 215.246094 1652255179.2829
MEM 215.246094 1652255179.3831
MEM 215.246094 1652255179.4834
MEM 215.246094 1652255179.5837
MEM 215.246094 1652255179.6839
MEM 215.246094 1652255179.7842
MEM 215.246094 1652255179.8845
MEM 215.246094 1652255179.9849
MEM 215.246094 1652255180.0852
MEM 215.246094 1652255180.1856
MEM 215.246094 1652255180.2859
MEM 215.246094 1652255180.3862
MEM 215.246094 1652255180.4865
MEM 215.246094 1652255180.5869
MEM 215.246094 1652255180.6872
MEM 215.246094 1652255180.7875
MEM 215.246094 1652255180.8878
MEM 215.246094 1652255180.9882
MEM 215.246094 1652255181.0885
MEM 215.246094 1652255181.1888
MEM 215.246094 1652255181.2891
MEM 215.246094 1652255181.3894
MEM 215.246094 1652255181.4911
MEM 215.246094 1652255181.5914
MEM 215.246094 1652255181.6920
MEM 215.246094 1652255181.7923
MEM 215.246094 1652255181.8926
MEM 215.246094 1652255181.9929
MEM 215.246094 1652255182.0932
MEM 215.246094 1652255182.1935
MEM 215.246094 1652255182.2938
MEM 215.246094 1652255182.3942
MEM 215.246094 1652255182.4945
MEM 215.246094 1652255182.5948
MEM 215.246094 1652255182.6951
MEM 215.246094 1652255182.7955
MEM 215.246094 1652255182.8958
MEM 215.246094 1652255182.9961
MEM 215.246094 1652255183.0964
MEM 215.246094 1652255183.1968
MEM 215.246094 1652255183.2971
MEM 215.246094 1652255183.3975
MEM 215.246094 1652255183.4978
MEM 215.246094 1652255183.5980
MEM 215.246094 1652255183.6983
MEM 215.246094 1652255183.7986
MEM 215.246094 1652255183.8990
MEM 215.246094 1652255183.9993
MEM 215.246094 1652255184.0996
MEM 215.246094 1652255184.2031
MEM 215.246094 1652255184.3034
MEM 215.246094 1652255184.4037
MEM 215.246094 1652255184.5041
MEM 215.246094 1652255184.6045
MEM 215.246094 1652255184.7064
MEM 215.246094 1652255184.8066
MEM 215.246094 1652255184.9075
MEM 215.246094 1652255185.0093
MEM 215.246094 1652255185.1096
MEM 215.246094 1652255185.2099
MEM 215.246094 1652255185.3102
MEM 215.246094 1652255185.4105
MEM 215.246094 1652255185.5108
MEM 215.246094 1652255185.6111
MEM 215.246094 1652255185.7114
MEM 215.246094 1652255185.8117
MEM 215.246094 1652255185.9121
MEM 215.246094 1652255186.0124
MEM 215.246094 1652255186.1127
MEM 215.246094 1652255186.2130
MEM 215.246094 1652255186.3133
MEM 215.246094 1652255186.4136
MEM 215.246094 1652255186.5140
MEM 215.246094 1652255186.6143
MEM 215.246094 1652255186.7146
MEM 215.246094 1652255186.8149
MEM 215.246094 1652255186.9151
MEM 215.246094 1652255187.0154
MEM 215.246094 1652255187.1171
MEM 215.246094 1652255187.2175
MEM 215.246094 1652255187.3178
MEM 215.246094 1652255187.4181
MEM 215.246094 1652255187.5183
MEM 215.246094 1652255187.6186
MEM 215.246094 1652255187.7190
MEM 215.246094 1652255187.8194
MEM 215.246094 1652255187.9197
MEM 215.246094 1652255188.0200
MEM 215.246094 1652255188.1203
MEM 215.246094 1652255188.2206
MEM 215.246094 1652255188.3209
MEM 215.246094 1652255188.4213
MEM 215.246094 1652255188.5216
MEM 215.246094 1652255188.6219
MEM 215.246094 1652255188.7222
MEM 215.246094 1652255188.8226
MEM 215.246094 1652255188.9231
MEM 215.246094 1652255189.0235
MEM 215.246094 1652255189.1238
MEM 215.246094 1652255189.2241
MEM 215.246094 1652255189.3244
MEM 215.246094 1652255189.4247
MEM 215.246094 1652255189.5251
MEM 215.246094 1652255189.6255
MEM 215.246094 1652255189.7259
MEM 215.246094 1652255189.8261
MEM 215.246094 1652255189.9264
MEM 215.246094 1652255190.0267
MEM 215.246094 1652255190.1270
MEM 215.246094 1652255190.2274
MEM 215.246094 1652255190.3277
MEM 215.246094 1652255190.4280
MEM 215.246094 1652255190.5284
MEM 215.246094 1652255190.6287
MEM 215.246094 1652255190.7290
MEM 215.246094 1652255190.8295
MEM 215.246094 1652255190.9298
MEM 215.246094 1652255191.0301
MEM 215.246094 1652255191.1304
MEM 215.246094 1652255191.2307
MEM 215.246094 1652255191.3311
MEM 215.246094 1652255191.4314
MEM 215.246094 1652255191.5317
MEM 215.246094 1652255191.6320
MEM 215.246094 1652255191.7322
MEM 215.246094 1652255191.8325
MEM 215.246094 1652255191.9328
MEM 215.246094 1652255192.0330
MEM 215.246094 1652255192.1333
MEM 215.246094 1652255192.2336
MEM 215.246094 1652255192.3338
MEM 215.246094 1652255192.4341
MEM 215.246094 1652255192.5343
MEM 215.246094 1652255192.6345
MEM 215.246094 1652255192.7347
MEM 215.246094 1652255192.8350
MEM 215.246094 1652255192.9352
MEM 215.246094 1652255193.0354
MEM 215.246094 1652255193.1356
MEM 215.246094 1652255193.2358
MEM 215.246094 1652255193.3361
MEM 215.246094 1652255193.4363
MEM 215.246094 1652255193.5365
MEM 215.246094 1652255193.6367
MEM 215.246094 1652255193.7369
MEM 215.246094 1652255193.8372
MEM 215.246094 1652255193.9376
MEM 215.246094 1652255194.0378
MEM 215.246094 1652255194.1381
MEM 215.246094 1652255194.2383
