CMDLINE /usr/bin/python3 scripts/tSNE-RF-Malaria.py
MEM 351.046875 1652243992.2365
MEM 351.046875 1652243992.3369
MEM 351.046875 1652243992.4372
MEM 351.046875 1652243992.5376
MEM 351.046875 1652243992.6379
MEM 351.046875 1652243992.7381
MEM 351.046875 1652243992.8386
MEM 351.046875 1652243992.9392
MEM 351.046875 1652243993.0395
MEM 351.046875 1652243993.1399
MEM 351.046875 1652243993.2403
MEM 351.046875 1652243993.3408
MEM 351.046875 1652243993.4412
MEM 351.046875 1652243993.5416
MEM 351.046875 1652243993.6420
MEM 351.046875 1652243993.7424
MEM 351.046875 1652243993.8429
MEM 351.046875 1652243993.9432
MEM 351.046875 1652243994.0436
MEM 351.046875 1652243994.1440
MEM 351.046875 1652243994.2444
MEM 351.046875 1652243994.3449
MEM 351.046875 1652243994.4452
MEM 351.046875 1652243994.5456
MEM 351.046875 1652243994.6459
MEM 351.046875 1652243994.7463
MEM 351.046875 1652243994.8466
MEM 351.046875 1652243994.9469
MEM 351.046875 1652243995.0473
MEM 351.046875 1652243995.1477
MEM 351.046875 1652243995.2481
MEM 351.046875 1652243995.3484
MEM 351.046875 1652243995.4487
MEM 351.046875 1652243995.5491
MEM 351.046875 1652243995.6494
MEM 351.046875 1652243995.7497
MEM 351.046875 1652243995.8501
MEM 351.046875 1652243995.9505
MEM 351.046875 1652243996.0509
MEM 351.046875 1652243996.1511
MEM 351.046875 1652243996.2515
MEM 351.046875 1652243996.3518
MEM 351.046875 1652243996.4522
MEM 351.046875 1652243996.5525
MEM 351.046875 1652243996.6529
MEM 351.046875 1652243996.7532
MEM 351.046875 1652243996.8536
MEM 351.046875 1652243996.9540
MEM 351.046875 1652243997.0544
MEM 351.046875 1652243997.1548
MEM 351.046875 1652243997.2552
MEM 351.046875 1652243997.3556
MEM 351.046875 1652243997.4560
MEM 351.046875 1652243997.5564
MEM 351.046875 1652243997.6568
MEM 351.046875 1652243997.7572
MEM 351.046875 1652243997.8576
MEM 351.046875 1652243997.9580
MEM 351.046875 1652243998.0584
MEM 351.046875 1652243998.1590
MEM 351.046875 1652243998.2593
MEM 351.046875 1652243998.3596
MEM 351.046875 1652243998.4600
MEM 351.046875 1652243998.5603
MEM 351.046875 1652243998.6608
MEM 351.046875 1652243998.7611
MEM 351.046875 1652243998.8614
MEM 351.046875 1652243998.9617
MEM 351.046875 1652243999.0620
MEM 351.046875 1652243999.1624
MEM 351.046875 1652243999.2627
MEM 351.046875 1652243999.3630
MEM 351.046875 1652243999.4634
MEM 351.046875 1652243999.5637
MEM 351.046875 1652243999.6641
MEM 351.046875 1652243999.7645
MEM 351.046875 1652243999.8648
MEM 351.046875 1652243999.9651
MEM 351.046875 1652244000.0669
MEM 351.046875 1652244000.1672
MEM 351.046875 1652244000.2675
MEM 351.046875 1652244000.3679
MEM 351.046875 1652244000.4682
MEM 351.046875 1652244000.5686
MEM 351.046875 1652244000.6700
MEM 351.046875 1652244000.7704
MEM 351.046875 1652244000.8708
MEM 351.046875 1652244000.9712
MEM 351.046875 1652244001.0716
MEM 351.046875 1652244001.1720
MEM 351.046875 1652244001.2725
MEM 351.046875 1652244001.3729
MEM 351.046875 1652244001.4734
MEM 351.046875 1652244001.5738
MEM 351.046875 1652244001.6741
MEM 351.046875 1652244001.7753
MEM 351.046875 1652244001.8757
MEM 351.046875 1652244001.9761
MEM 351.046875 1652244002.0764
MEM 351.046875 1652244002.1768
MEM 351.046875 1652244002.2771
MEM 351.046875 1652244002.3774
MEM 351.046875 1652244002.4778
MEM 351.046875 1652244002.5783
MEM 351.046875 1652244002.6787
MEM 351.046875 1652244002.7791
MEM 351.046875 1652244002.8794
MEM 351.046875 1652244002.9798
MEM 351.046875 1652244003.0802
MEM 351.046875 1652244003.1805
MEM 351.046875 1652244003.2809
MEM 351.046875 1652244003.3811
MEM 351.046875 1652244003.4815
MEM 351.046875 1652244003.5819
MEM 351.046875 1652244003.6822
MEM 351.046875 1652244003.7826
MEM 351.046875 1652244003.8829
MEM 351.046875 1652244003.9831
MEM 351.046875 1652244004.0835
MEM 351.046875 1652244004.1876
MEM 351.046875 1652244004.2879
MEM 351.046875 1652244004.3882
MEM 351.046875 1652244004.4886
MEM 351.046875 1652244004.5888
MEM 351.046875 1652244004.6892
MEM 351.046875 1652244004.7896
MEM 351.046875 1652244004.8899
MEM 351.046875 1652244004.9903
MEM 351.046875 1652244005.0907
MEM 351.046875 1652244005.1911
MEM 351.046875 1652244005.2915
MEM 351.046875 1652244005.3928
MEM 351.046875 1652244005.4936
MEM 351.046875 1652244005.5940
MEM 351.046875 1652244005.6944
MEM 351.046875 1652244005.7948
MEM 351.046875 1652244005.8952
MEM 351.046875 1652244005.9955
MEM 351.046875 1652244006.0959
MEM 351.046875 1652244006.1981
MEM 351.046875 1652244006.2985
MEM 351.046875 1652244006.3989
MEM 351.046875 1652244006.4991
MEM 351.046875 1652244006.5993
MEM 351.046875 1652244006.6996
MEM 351.046875 1652244006.7999
MEM 351.046875 1652244006.9002
MEM 351.046875 1652244007.0005
MEM 351.046875 1652244007.1008
MEM 351.046875 1652244007.2012
MEM 351.046875 1652244007.3015
MEM 351.046875 1652244007.4018
MEM 351.046875 1652244007.5022
MEM 351.046875 1652244007.6025
MEM 351.046875 1652244007.7029
MEM 351.046875 1652244007.8031
MEM 351.046875 1652244007.9034
MEM 351.046875 1652244008.0038
MEM 351.046875 1652244008.1042
MEM 351.046875 1652244008.2044
MEM 351.046875 1652244008.3047
MEM 351.046875 1652244008.4051
MEM 351.046875 1652244008.5054
MEM 351.046875 1652244008.6057
MEM 351.046875 1652244008.7060
MEM 351.046875 1652244008.8063
MEM 351.046875 1652244008.9067
MEM 351.046875 1652244009.0071
MEM 351.046875 1652244009.1075
MEM 351.046875 1652244009.2079
MEM 351.046875 1652244009.3083
MEM 351.046875 1652244009.4089
MEM 351.046875 1652244009.5093
MEM 351.046875 1652244009.6097
MEM 351.046875 1652244009.7102
MEM 351.046875 1652244009.8106
MEM 351.046875 1652244009.9110
MEM 351.046875 1652244010.0114
MEM 351.046875 1652244010.1131
MEM 351.046875 1652244010.2136
MEM 351.046875 1652244010.3140
MEM 351.046875 1652244010.4144
MEM 351.046875 1652244010.5147
MEM 351.046875 1652244010.6151
MEM 351.046875 1652244010.7172
MEM 351.046875 1652244010.8176
MEM 351.046875 1652244010.9180
MEM 351.046875 1652244011.0184
MEM 351.046875 1652244011.1187
MEM 351.046875 1652244011.2190
MEM 351.046875 1652244011.3241
MEM 351.046875 1652244011.4244
MEM 351.046875 1652244011.5248
MEM 351.046875 1652244011.6251
MEM 351.046875 1652244011.7255
MEM 351.046875 1652244011.8276
MEM 351.046875 1652244011.9281
MEM 351.046875 1652244012.0285
MEM 351.046875 1652244012.1288
MEM 351.046875 1652244012.2291
MEM 351.046875 1652244012.3294
MEM 351.046875 1652244012.4298
MEM 351.046875 1652244012.5301
MEM 351.046875 1652244012.6305
MEM 351.046875 1652244012.7308
MEM 351.046875 1652244012.8313
MEM 351.046875 1652244012.9317
MEM 351.046875 1652244013.0322
MEM 351.046875 1652244013.1326
MEM 351.046875 1652244013.2330
MEM 351.046875 1652244013.3334
MEM 351.046875 1652244013.4338
MEM 351.046875 1652244013.5342
MEM 351.046875 1652244013.6347
MEM 351.046875 1652244013.7351
MEM 351.046875 1652244013.8355
MEM 351.046875 1652244013.9359
MEM 351.046875 1652244014.0382
MEM 351.046875 1652244014.1386
MEM 351.046875 1652244014.2390
MEM 351.046875 1652244014.3393
MEM 351.046875 1652244014.4395
MEM 351.046875 1652244014.5399
MEM 351.046875 1652244014.6403
MEM 351.046875 1652244014.7406
MEM 351.046875 1652244014.8410
MEM 351.046875 1652244014.9427
MEM 351.046875 1652244015.0431
MEM 351.046875 1652244015.1434
MEM 351.046875 1652244015.2437
MEM 351.046875 1652244015.3441
MEM 351.046875 1652244015.4458
MEM 351.046875 1652244015.5461
MEM 351.046875 1652244015.6465
MEM 351.046875 1652244015.7469
MEM 351.046875 1652244015.8471
MEM 351.046875 1652244015.9475
MEM 351.046875 1652244016.0479
MEM 351.046875 1652244016.1483
MEM 351.046875 1652244016.2487
MEM 351.046875 1652244016.3490
MEM 351.046875 1652244016.4493
MEM 351.046875 1652244016.5495
MEM 351.046875 1652244016.6499
MEM 351.046875 1652244016.7503
MEM 351.046875 1652244016.8506
MEM 351.046875 1652244016.9510
MEM 351.046875 1652244017.0514
MEM 351.046875 1652244017.1518
MEM 351.046875 1652244017.2522
MEM 351.046875 1652244017.3526
MEM 351.046875 1652244017.4530
MEM 351.046875 1652244017.5534
MEM 351.046875 1652244017.6538
MEM 351.046875 1652244017.7543
MEM 351.046875 1652244017.8546
MEM 351.046875 1652244017.9552
MEM 351.046875 1652244018.0556
MEM 351.046875 1652244018.1560
MEM 351.046875 1652244018.2563
MEM 351.046875 1652244018.3567
MEM 351.046875 1652244018.4571
MEM 351.046875 1652244018.5575
MEM 351.046875 1652244018.6578
MEM 351.046875 1652244018.7581
MEM 351.046875 1652244018.8585
MEM 351.046875 1652244018.9588
MEM 351.046875 1652244019.0592
MEM 351.046875 1652244019.1595
MEM 351.046875 1652244019.2600
MEM 351.046875 1652244019.3604
MEM 351.046875 1652244019.4607
MEM 351.046875 1652244019.5611
MEM 351.046875 1652244019.6614
MEM 351.046875 1652244019.7619
MEM 351.046875 1652244019.8623
MEM 351.046875 1652244019.9627
MEM 351.046875 1652244020.0645
MEM 351.046875 1652244020.1658
MEM 351.046875 1652244020.2661
MEM 351.046875 1652244020.3664
MEM 351.046875 1652244020.4667
MEM 351.046875 1652244020.5671
MEM 351.046875 1652244020.6674
MEM 351.046875 1652244020.7678
MEM 351.046875 1652244020.8682
MEM 351.046875 1652244020.9686
MEM 351.046875 1652244021.0690
MEM 351.046875 1652244021.1694
MEM 351.046875 1652244021.2699
MEM 351.046875 1652244021.3704
MEM 351.046875 1652244021.4708
MEM 351.046875 1652244021.5712
MEM 351.046875 1652244021.6716
MEM 351.046875 1652244021.7720
MEM 351.046875 1652244021.8725
MEM 351.046875 1652244021.9731
MEM 351.046875 1652244022.0735
MEM 351.046875 1652244022.1739
MEM 351.046875 1652244022.2742
MEM 351.046875 1652244022.3747
MEM 351.046875 1652244022.4751
MEM 351.046875 1652244022.5754
MEM 351.046875 1652244022.6774
MEM 351.046875 1652244022.7778
MEM 351.046875 1652244022.8782
MEM 351.046875 1652244022.9785
MEM 351.046875 1652244023.0789
MEM 351.046875 1652244023.1817
MEM 351.046875 1652244023.2821
MEM 351.046875 1652244023.3824
MEM 351.046875 1652244023.4828
MEM 351.046875 1652244023.5831
MEM 351.046875 1652244023.6854
MEM 351.046875 1652244023.7858
MEM 351.046875 1652244023.8862
MEM 351.046875 1652244023.9866
MEM 351.046875 1652244024.0870
MEM 351.046875 1652244024.1873
MEM 351.046875 1652244024.2888
MEM 351.046875 1652244024.3892
MEM 351.046875 1652244024.4914
MEM 351.046875 1652244024.5918
MEM 351.046875 1652244024.6921
MEM 351.046875 1652244024.7924
MEM 351.046875 1652244024.8928
MEM 351.046875 1652244024.9932
MEM 351.046875 1652244025.0936
MEM 351.046875 1652244025.1939
MEM 351.046875 1652244025.2943
MEM 351.046875 1652244025.3947
MEM 351.046875 1652244025.4951
MEM 351.046875 1652244025.5955
MEM 351.046875 1652244025.6960
MEM 351.046875 1652244025.7964
MEM 351.046875 1652244025.8968
MEM 351.046875 1652244025.9973
MEM 351.046875 1652244026.0978
MEM 351.046875 1652244026.1982
MEM 351.046875 1652244026.2986
MEM 351.046875 1652244026.3989
MEM 351.046875 1652244026.4991
MEM 351.046875 1652244026.5994
MEM 351.046875 1652244026.6997
MEM 351.046875 1652244026.8001
MEM 351.046875 1652244026.9004
MEM 351.046875 1652244027.0007
MEM 351.046875 1652244027.1010
MEM 351.046875 1652244027.2013
MEM 351.046875 1652244027.3016
MEM 351.046875 1652244027.4019
MEM 351.046875 1652244027.5022
MEM 351.046875 1652244027.6024
MEM 351.046875 1652244027.7027
MEM 351.046875 1652244027.8032
MEM 351.046875 1652244027.9036
MEM 351.046875 1652244028.0039
MEM 351.046875 1652244028.1042
MEM 351.046875 1652244028.2046
MEM 351.046875 1652244028.3049
MEM 351.046875 1652244028.4053
MEM 351.046875 1652244028.5056
MEM 351.046875 1652244028.6060
MEM 351.046875 1652244028.7064
MEM 351.046875 1652244028.8070
MEM 351.046875 1652244028.9074
MEM 351.046875 1652244029.0078
MEM 351.046875 1652244029.1082
MEM 351.046875 1652244029.2086
MEM 351.046875 1652244029.3090
MEM 351.046875 1652244029.4094
MEM 351.046875 1652244029.5098
MEM 351.046875 1652244029.6102
MEM 351.046875 1652244029.7108
MEM 351.046875 1652244029.8112
MEM 351.046875 1652244029.9116
MEM 351.046875 1652244030.0119
MEM 351.046875 1652244030.1123
MEM 351.046875 1652244030.2126
MEM 351.046875 1652244030.3129
MEM 351.046875 1652244030.4132
MEM 351.046875 1652244030.5135
MEM 351.046875 1652244030.6138
MEM 351.046875 1652244030.7141
MEM 351.046875 1652244030.8145
MEM 351.046875 1652244030.9148
MEM 351.046875 1652244031.0151
MEM 351.046875 1652244031.1153
MEM 351.046875 1652244031.2156
MEM 351.046875 1652244031.3160
MEM 351.046875 1652244031.4163
MEM 351.046875 1652244031.5166
MEM 351.046875 1652244031.6169
MEM 351.046875 1652244031.7172
MEM 351.046875 1652244031.8175
MEM 351.046875 1652244031.9179
MEM 351.046875 1652244032.0183
MEM 351.046875 1652244032.1186
MEM 351.046875 1652244032.2190
MEM 351.046875 1652244032.3193
MEM 351.046875 1652244032.4197
MEM 351.046875 1652244032.5201
MEM 351.046875 1652244032.6204
MEM 351.046875 1652244032.7207
MEM 351.046875 1652244032.8213
MEM 351.046875 1652244032.9217
MEM 351.046875 1652244033.0221
MEM 351.046875 1652244033.1247
MEM 351.046875 1652244033.2253
MEM 351.046875 1652244033.3258
MEM 351.046875 1652244033.4261
MEM 351.046875 1652244033.5288
MEM 351.046875 1652244033.6292
MEM 351.046875 1652244033.7298
MEM 351.046875 1652244033.8302
MEM 351.046875 1652244033.9306
MEM 351.046875 1652244034.0311
MEM 351.046875 1652244034.1315
MEM 351.046875 1652244034.2318
MEM 351.046875 1652244034.3322
MEM 351.046875 1652244034.4325
MEM 351.046875 1652244034.5346
MEM 351.046875 1652244034.6350
MEM 351.046875 1652244034.7354
MEM 351.046875 1652244034.8358
MEM 351.046875 1652244034.9362
MEM 351.046875 1652244035.0365
MEM 351.046875 1652244035.1367
MEM 351.046875 1652244035.2370
MEM 351.046875 1652244035.3375
MEM 351.046875 1652244035.4379
MEM 351.046875 1652244035.5382
MEM 351.046875 1652244035.6386
MEM 351.046875 1652244035.7390
MEM 351.046875 1652244035.8393
MEM 351.046875 1652244035.9415
MEM 351.046875 1652244036.0426
MEM 351.046875 1652244036.1429
MEM 351.046875 1652244036.2433
MEM 351.046875 1652244036.3436
MEM 351.046875 1652244036.4439
MEM 351.046875 1652244036.5443
MEM 351.046875 1652244036.6447
MEM 351.046875 1652244036.7450
MEM 351.046875 1652244036.8453
MEM 351.046875 1652244036.9457
MEM 351.046875 1652244037.0461
MEM 351.046875 1652244037.1465
MEM 351.046875 1652244037.2469
MEM 351.046875 1652244037.3473
MEM 351.046875 1652244037.4477
MEM 351.046875 1652244037.5481
MEM 351.046875 1652244037.6496
MEM 351.046875 1652244037.7500
MEM 351.046875 1652244037.8503
MEM 351.046875 1652244037.9507
MEM 351.046875 1652244038.0511
MEM 351.046875 1652244038.1516
MEM 351.046875 1652244038.2520
MEM 351.046875 1652244038.3523
MEM 351.046875 1652244038.4527
MEM 351.046875 1652244038.5531
MEM 351.046875 1652244038.6535
MEM 351.046875 1652244038.7539
MEM 351.046875 1652244038.8542
MEM 351.046875 1652244038.9545
MEM 351.046875 1652244039.0549
MEM 351.046875 1652244039.1572
MEM 351.046875 1652244039.2588
MEM 351.046875 1652244039.3606
MEM 351.046875 1652244039.4609
MEM 351.046875 1652244039.5613
MEM 351.046875 1652244039.6617
MEM 351.046875 1652244039.7621
MEM 351.046875 1652244039.8625
MEM 351.046875 1652244039.9628
MEM 351.046875 1652244040.0633
MEM 351.046875 1652244040.1637
MEM 351.046875 1652244040.2640
MEM 351.046875 1652244040.3644
MEM 351.046875 1652244040.4648
MEM 351.046875 1652244040.5651
MEM 351.046875 1652244040.6654
MEM 351.046875 1652244040.7658
MEM 351.046875 1652244040.8662
MEM 351.046875 1652244040.9666
MEM 351.046875 1652244041.0670
MEM 351.046875 1652244041.1674
MEM 351.046875 1652244041.2678
MEM 351.046875 1652244041.3683
MEM 351.046875 1652244041.4687
MEM 351.046875 1652244041.5691
MEM 351.046875 1652244041.6695
MEM 351.046875 1652244041.7698
MEM 351.046875 1652244041.8702
MEM 351.046875 1652244041.9706
MEM 351.046875 1652244042.0711
MEM 351.046875 1652244042.1715
MEM 351.046875 1652244042.2719
MEM 351.046875 1652244042.3723
MEM 351.046875 1652244042.4757
MEM 351.046875 1652244042.5761
MEM 351.046875 1652244042.6784
MEM 351.046875 1652244042.7787
MEM 351.046875 1652244042.8790
MEM 351.046875 1652244042.9802
MEM 351.046875 1652244043.0805
MEM 351.046875 1652244043.1809
MEM 351.046875 1652244043.2812
MEM 351.046875 1652244043.3816
MEM 351.046875 1652244043.4819
MEM 351.046875 1652244043.5824
MEM 351.046875 1652244043.6827
MEM 351.046875 1652244043.7830
MEM 351.046875 1652244043.8856
MEM 351.046875 1652244043.9860
MEM 351.046875 1652244044.0863
MEM 351.046875 1652244044.1866
MEM 351.046875 1652244044.2875
MEM 351.046875 1652244044.3878
MEM 351.046875 1652244044.4881
MEM 351.046875 1652244044.5883
MEM 351.046875 1652244044.6886
MEM 351.046875 1652244044.7889
MEM 351.046875 1652244044.8892
MEM 351.046875 1652244044.9896
MEM 351.046875 1652244045.0900
MEM 351.046875 1652244045.1904
MEM 351.046875 1652244045.2908
MEM 351.046875 1652244045.3912
MEM 351.046875 1652244045.4923
MEM 351.046875 1652244045.5926
MEM 351.046875 1652244045.6930
MEM 351.046875 1652244045.7934
MEM 351.046875 1652244045.8939
MEM 351.046875 1652244045.9943
MEM 351.046875 1652244046.0947
MEM 351.046875 1652244046.1950
MEM 351.046875 1652244046.2953
MEM 351.046875 1652244046.3967
MEM 351.046875 1652244046.4971
MEM 351.046875 1652244046.5975
MEM 351.046875 1652244046.6978
MEM 351.046875 1652244046.7980
MEM 351.046875 1652244046.8983
MEM 351.046875 1652244046.9987
MEM 351.046875 1652244047.0990
MEM 351.046875 1652244047.2005
MEM 351.046875 1652244047.3008
MEM 351.046875 1652244047.4013
MEM 351.046875 1652244047.5016
MEM 351.046875 1652244047.6019
MEM 351.046875 1652244047.7022
MEM 351.046875 1652244047.8024
MEM 351.046875 1652244047.9028
MEM 351.046875 1652244048.0031
MEM 351.046875 1652244048.1034
MEM 351.046875 1652244048.2039
MEM 351.046875 1652244048.3055
MEM 351.046875 1652244048.4075
MEM 351.046875 1652244048.5079
MEM 351.046875 1652244048.6083
MEM 351.046875 1652244048.7087
MEM 351.046875 1652244048.8091
MEM 351.046875 1652244048.9095
MEM 351.046875 1652244049.0100
MEM 351.046875 1652244049.1104
MEM 351.046875 1652244049.2108
MEM 351.046875 1652244049.3112
MEM 351.046875 1652244049.4115
MEM 351.046875 1652244049.5119
MEM 351.046875 1652244049.6124
MEM 351.046875 1652244049.7128
MEM 351.046875 1652244049.8132
MEM 351.046875 1652244049.9136
MEM 351.046875 1652244050.0139
MEM 351.046875 1652244050.1143
MEM 351.046875 1652244050.2146
MEM 351.046875 1652244050.3150
MEM 351.046875 1652244050.4154
MEM 351.046875 1652244050.5158
MEM 351.046875 1652244050.6161
MEM 351.046875 1652244050.7165
MEM 351.046875 1652244050.8169
MEM 351.046875 1652244050.9173
MEM 351.046875 1652244051.0176
MEM 351.046875 1652244051.1179
MEM 351.046875 1652244051.2184
MEM 351.046875 1652244051.3188
MEM 351.046875 1652244051.4192
MEM 351.046875 1652244051.5195
MEM 351.046875 1652244051.6198
MEM 351.046875 1652244051.7201
MEM 351.046875 1652244051.8209
MEM 351.046875 1652244051.9212
MEM 351.046875 1652244052.0215
MEM 351.046875 1652244052.1219
MEM 351.046875 1652244052.2223
MEM 351.046875 1652244052.3227
MEM 351.046875 1652244052.4231
MEM 351.046875 1652244052.5259
MEM 351.046875 1652244052.6263
MEM 351.046875 1652244052.7267
MEM 351.046875 1652244052.8271
MEM 351.046875 1652244052.9276
MEM 351.046875 1652244053.0280
MEM 351.046875 1652244053.1284
MEM 351.046875 1652244053.2307
MEM 351.046875 1652244053.3311
MEM 351.046875 1652244053.4315
MEM 351.046875 1652244053.5319
MEM 351.046875 1652244053.6322
MEM 351.046875 1652244053.7335
MEM 351.046875 1652244053.8338
MEM 351.046875 1652244053.9341
MEM 351.046875 1652244054.0346
MEM 351.046875 1652244054.1352
MEM 351.046875 1652244054.2355
MEM 351.046875 1652244054.3358
MEM 351.046875 1652244054.4362
MEM 351.046875 1652244054.5366
MEM 351.046875 1652244054.6369
MEM 351.046875 1652244054.7373
MEM 351.046875 1652244054.8376
MEM 351.046875 1652244054.9380
MEM 351.046875 1652244055.0383
MEM 351.046875 1652244055.1386
MEM 351.046875 1652244055.2390
MEM 351.046875 1652244055.3402
MEM 351.046875 1652244055.4405
MEM 351.046875 1652244055.5407
MEM 351.046875 1652244055.6411
MEM 351.046875 1652244055.7414
MEM 351.046875 1652244055.8418
MEM 351.046875 1652244055.9422
MEM 351.046875 1652244056.0426
MEM 351.046875 1652244056.1430
MEM 351.046875 1652244056.2434
MEM 351.046875 1652244056.3437
MEM 351.046875 1652244056.4441
MEM 351.046875 1652244056.5445
MEM 351.046875 1652244056.6450
MEM 351.046875 1652244056.7454
MEM 351.046875 1652244056.8458
MEM 351.046875 1652244056.9462
MEM 351.046875 1652244057.0466
MEM 351.046875 1652244057.1470
MEM 351.046875 1652244057.2474
MEM 351.046875 1652244057.3477
MEM 351.046875 1652244057.4480
MEM 351.046875 1652244057.5484
MEM 351.046875 1652244057.6488
MEM 351.046875 1652244057.7492
MEM 351.046875 1652244057.8495
MEM 351.046875 1652244057.9499
MEM 351.046875 1652244058.0512
MEM 351.046875 1652244058.1515
MEM 351.046875 1652244058.2518
MEM 351.046875 1652244058.3522
MEM 351.046875 1652244058.4525
MEM 351.046875 1652244058.5529
MEM 351.046875 1652244058.6533
MEM 351.046875 1652244058.7537
MEM 351.046875 1652244058.8540
MEM 351.046875 1652244058.9543
MEM 351.046875 1652244059.0547
MEM 351.046875 1652244059.1551
MEM 351.046875 1652244059.2554
MEM 351.046875 1652244059.3557
MEM 351.046875 1652244059.4560
MEM 351.046875 1652244059.5564
MEM 351.046875 1652244059.6568
MEM 351.046875 1652244059.7571
MEM 351.046875 1652244059.8575
MEM 351.046875 1652244059.9579
MEM 351.046875 1652244060.0583
MEM 351.046875 1652244060.1587
MEM 351.046875 1652244060.2591
MEM 351.046875 1652244060.3595
MEM 351.046875 1652244060.4599
MEM 351.046875 1652244060.5609
MEM 351.046875 1652244060.6613
MEM 351.046875 1652244060.7617
MEM 351.046875 1652244060.8620
MEM 351.046875 1652244060.9626
MEM 351.046875 1652244061.0630
MEM 351.046875 1652244061.1655
MEM 351.046875 1652244061.2658
MEM 351.046875 1652244061.3662
MEM 351.046875 1652244061.4665
MEM 351.046875 1652244061.5669
MEM 351.046875 1652244061.6671
MEM 351.046875 1652244061.7675
MEM 351.046875 1652244061.8678
MEM 351.046875 1652244061.9700
MEM 351.046875 1652244062.0703
MEM 351.046875 1652244062.1706
MEM 351.046875 1652244062.2710
MEM 351.046875 1652244062.3713
MEM 351.046875 1652244062.4717
MEM 351.046875 1652244062.5721
MEM 351.046875 1652244062.6724
MEM 351.046875 1652244062.7727
MEM 351.046875 1652244062.8730
MEM 351.046875 1652244062.9737
MEM 351.046875 1652244063.0740
MEM 351.046875 1652244063.1742
MEM 351.046875 1652244063.2745
MEM 351.046875 1652244063.3749
MEM 351.046875 1652244063.4753
MEM 351.046875 1652244063.5757
MEM 351.046875 1652244063.6760
MEM 351.046875 1652244063.7764
MEM 351.046875 1652244063.8768
MEM 351.046875 1652244063.9772
MEM 351.046875 1652244064.0776
MEM 351.046875 1652244064.1780
MEM 351.046875 1652244064.2783
MEM 351.046875 1652244064.3787
MEM 351.046875 1652244064.4791
MEM 351.046875 1652244064.5795
MEM 351.046875 1652244064.6799
MEM 351.046875 1652244064.7802
MEM 351.046875 1652244064.8806
MEM 351.046875 1652244064.9810
MEM 351.046875 1652244065.0814
MEM 351.046875 1652244065.1832
MEM 351.046875 1652244065.2852
MEM 351.046875 1652244065.3855
MEM 351.046875 1652244065.4857
MEM 351.046875 1652244065.5860
MEM 351.046875 1652244065.6863
MEM 351.046875 1652244065.7866
MEM 351.046875 1652244065.8870
MEM 351.046875 1652244065.9873
MEM 351.046875 1652244066.0876
MEM 351.046875 1652244066.1880
MEM 351.046875 1652244066.2883
MEM 351.046875 1652244066.3885
MEM 351.046875 1652244066.4906
MEM 351.046875 1652244066.5908
MEM 351.046875 1652244066.6912
MEM 351.046875 1652244066.7916
MEM 351.046875 1652244066.8918
MEM 351.046875 1652244066.9921
MEM 351.046875 1652244067.0924
MEM 351.046875 1652244067.1927
MEM 351.046875 1652244067.2929
MEM 351.046875 1652244067.3932
MEM 351.046875 1652244067.4935
MEM 351.046875 1652244067.5939
MEM 351.046875 1652244067.6944
MEM 351.046875 1652244067.7948
MEM 351.046875 1652244067.8952
MEM 351.046875 1652244067.9974
MEM 351.046875 1652244068.0977
MEM 351.046875 1652244068.1982
MEM 351.046875 1652244068.2986
MEM 351.046875 1652244068.3990
MEM 351.046875 1652244068.4994
MEM 351.046875 1652244068.5998
MEM 351.046875 1652244068.7002
MEM 351.046875 1652244068.8008
MEM 351.046875 1652244068.9012
MEM 351.046875 1652244069.0015
MEM 351.046875 1652244069.1018
MEM 351.046875 1652244069.2022
MEM 351.046875 1652244069.3026
MEM 351.046875 1652244069.4030
MEM 351.046875 1652244069.5032
MEM 351.046875 1652244069.6035
MEM 351.046875 1652244069.7039
MEM 351.046875 1652244069.8043
MEM 351.046875 1652244069.9046
MEM 351.046875 1652244070.0049
MEM 351.046875 1652244070.1052
MEM 351.046875 1652244070.2056
MEM 351.046875 1652244070.3060
MEM 351.046875 1652244070.4063
MEM 351.046875 1652244070.5066
MEM 351.046875 1652244070.6069
MEM 351.046875 1652244070.7072
MEM 351.046875 1652244070.8076
MEM 351.046875 1652244070.9079
MEM 351.046875 1652244071.0083
MEM 351.046875 1652244071.1087
MEM 351.046875 1652244071.2091
MEM 351.046875 1652244071.3095
MEM 351.046875 1652244071.4099
MEM 351.046875 1652244071.5106
MEM 351.046875 1652244071.6110
MEM 351.046875 1652244071.7114
MEM 351.046875 1652244071.8118
MEM 351.046875 1652244071.9122
MEM 351.046875 1652244072.0125
MEM 351.046875 1652244072.1129
MEM 351.046875 1652244072.2137
MEM 351.046875 1652244072.3141
MEM 351.046875 1652244072.4145
MEM 351.046875 1652244072.5149
MEM 351.046875 1652244072.6153
MEM 351.046875 1652244072.7157
MEM 351.046875 1652244072.8161
MEM 351.046875 1652244072.9163
MEM 351.046875 1652244073.0167
MEM 351.046875 1652244073.1171
MEM 351.046875 1652244073.2174
MEM 351.046875 1652244073.3178
MEM 351.046875 1652244073.4182
MEM 351.046875 1652244073.5185
MEM 351.046875 1652244073.6270
MEM 351.046875 1652244073.7273
MEM 351.046875 1652244073.8277
MEM 351.046875 1652244073.9280
MEM 351.046875 1652244074.0283
MEM 351.046875 1652244074.1286
MEM 351.046875 1652244074.2290
MEM 351.046875 1652244074.3295
MEM 351.046875 1652244074.4298
MEM 351.046875 1652244074.5306
MEM 351.046875 1652244074.6309
