CMDLINE /usr/bin/python3 scripts/tSNE-RF-Malaria.py
MEM 351.046875 1652244074.7313
MEM 351.046875 1652244074.8316
MEM 351.046875 1652244074.9319
MEM 351.046875 1652244075.0322
MEM 351.046875 1652244075.1326
MEM 351.046875 1652244075.2330
MEM 351.046875 1652244075.3335
MEM 351.046875 1652244075.4339
MEM 351.046875 1652244075.5343
MEM 351.046875 1652244075.6347
MEM 351.046875 1652244075.7351
MEM 351.046875 1652244075.8356
MEM 351.046875 1652244075.9360
MEM 351.046875 1652244076.0364
MEM 351.046875 1652244076.1368
MEM 351.046875 1652244076.2372
MEM 351.046875 1652244076.3376
MEM 351.046875 1652244076.4392
MEM 351.046875 1652244076.5396
MEM 351.046875 1652244076.6400
MEM 351.046875 1652244076.7403
MEM 351.046875 1652244076.8406
MEM 351.046875 1652244076.9410
MEM 351.046875 1652244077.0413
MEM 351.046875 1652244077.1417
MEM 351.046875 1652244077.2421
MEM 351.046875 1652244077.3424
MEM 351.046875 1652244077.4427
MEM 351.046875 1652244077.5431
MEM 351.046875 1652244077.6450
MEM 351.046875 1652244077.7454
MEM 351.046875 1652244077.8457
MEM 351.046875 1652244077.9460
MEM 351.046875 1652244078.0465
MEM 351.046875 1652244078.1469
MEM 351.046875 1652244078.2472
MEM 351.046875 1652244078.3475
MEM 351.046875 1652244078.4478
MEM 351.046875 1652244078.5482
MEM 351.046875 1652244078.6485
MEM 351.046875 1652244078.7489
MEM 351.046875 1652244078.8491
MEM 351.046875 1652244078.9495
MEM 351.046875 1652244079.0497
MEM 351.046875 1652244079.1501
MEM 351.046875 1652244079.2505
MEM 351.046875 1652244079.3509
MEM 351.046875 1652244079.4514
MEM 351.046875 1652244079.5525
MEM 351.046875 1652244079.6529
MEM 351.046875 1652244079.7533
MEM 351.046875 1652244079.8537
MEM 351.046875 1652244079.9541
MEM 351.046875 1652244080.0545
MEM 351.046875 1652244080.1549
MEM 351.046875 1652244080.2552
MEM 351.046875 1652244080.3556
MEM 351.046875 1652244080.4560
MEM 351.046875 1652244080.5564
MEM 351.046875 1652244080.6568
MEM 351.046875 1652244080.7571
MEM 351.046875 1652244080.8574
MEM 351.046875 1652244080.9577
MEM 351.046875 1652244081.0581
MEM 351.046875 1652244081.1586
MEM 351.046875 1652244081.2589
MEM 351.046875 1652244081.3592
MEM 351.046875 1652244081.4596
MEM 351.046875 1652244081.5600
MEM 351.046875 1652244081.6604
MEM 351.046875 1652244081.7607
MEM 351.046875 1652244081.8610
MEM 351.046875 1652244081.9613
MEM 351.046875 1652244082.0617
MEM 351.046875 1652244082.1621
MEM 351.046875 1652244082.2625
MEM 351.046875 1652244082.3628
MEM 351.046875 1652244082.4631
MEM 351.046875 1652244082.5634
MEM 351.046875 1652244082.6638
MEM 351.046875 1652244082.7641
MEM 351.046875 1652244082.8644
MEM 351.046875 1652244082.9648
MEM 351.046875 1652244083.0651
MEM 351.046875 1652244083.1655
MEM 351.046875 1652244083.2659
MEM 351.046875 1652244083.3663
MEM 351.046875 1652244083.4667
MEM 351.046875 1652244083.5671
MEM 351.046875 1652244083.6675
MEM 351.046875 1652244083.7679
MEM 351.046875 1652244083.8683
MEM 351.046875 1652244083.9687
MEM 351.046875 1652244084.0692
MEM 351.046875 1652244084.1696
MEM 351.046875 1652244084.2700
MEM 351.046875 1652244084.3704
MEM 351.046875 1652244084.4708
MEM 351.046875 1652244084.5712
MEM 351.046875 1652244084.6716
MEM 351.046875 1652244084.7720
MEM 351.046875 1652244084.8723
MEM 351.046875 1652244084.9725
MEM 351.046875 1652244085.0728
MEM 351.046875 1652244085.1731
MEM 351.046875 1652244085.2735
MEM 351.046875 1652244085.3737
MEM 351.046875 1652244085.4740
MEM 351.046875 1652244085.5744
MEM 351.046875 1652244085.6747
MEM 351.046875 1652244085.7750
MEM 351.046875 1652244085.8774
MEM 351.046875 1652244085.9777
MEM 351.046875 1652244086.0780
MEM 351.046875 1652244086.1785
MEM 351.046875 1652244086.2788
MEM 351.046875 1652244086.3792
MEM 351.046875 1652244086.4796
MEM 351.046875 1652244086.5799
MEM 351.046875 1652244086.6802
MEM 351.046875 1652244086.7804
MEM 351.046875 1652244086.8807
MEM 351.046875 1652244086.9810
MEM 351.046875 1652244087.0813
MEM 351.046875 1652244087.1816
MEM 351.046875 1652244087.2820
MEM 351.046875 1652244087.3824
MEM 351.046875 1652244087.4828
MEM 351.046875 1652244087.5832
MEM 351.046875 1652244087.6837
MEM 351.046875 1652244087.7841
MEM 351.046875 1652244087.8845
MEM 351.046875 1652244087.9849
MEM 351.046875 1652244088.0854
MEM 351.046875 1652244088.1858
MEM 351.046875 1652244088.2862
MEM 351.046875 1652244088.3866
MEM 351.046875 1652244088.4870
MEM 351.046875 1652244088.5874
MEM 351.046875 1652244088.6878
MEM 351.046875 1652244088.7882
MEM 351.046875 1652244088.8886
MEM 351.046875 1652244088.9890
MEM 351.046875 1652244089.0912
MEM 351.046875 1652244089.1915
MEM 351.046875 1652244089.2919
MEM 351.046875 1652244089.3922
MEM 351.046875 1652244089.4926
MEM 351.046875 1652244089.5930
MEM 351.046875 1652244089.6934
MEM 351.046875 1652244089.7937
MEM 351.046875 1652244089.8941
MEM 351.046875 1652244089.9945
MEM 351.046875 1652244090.0948
MEM 351.046875 1652244090.1952
MEM 351.046875 1652244090.2955
MEM 351.046875 1652244090.3959
MEM 351.046875 1652244090.4962
MEM 351.046875 1652244090.5966
MEM 351.046875 1652244090.6970
MEM 351.046875 1652244090.7986
MEM 351.046875 1652244090.8989
MEM 351.046875 1652244090.9993
MEM 351.046875 1652244091.0996
MEM 351.046875 1652244091.1999
MEM 351.046875 1652244091.3003
MEM 351.046875 1652244091.4006
MEM 351.046875 1652244091.5009
MEM 351.046875 1652244091.6013
MEM 351.046875 1652244091.7017
MEM 351.046875 1652244091.8022
MEM 351.046875 1652244091.9026
MEM 351.046875 1652244092.0030
MEM 351.046875 1652244092.1034
MEM 351.046875 1652244092.2038
MEM 351.046875 1652244092.3042
MEM 351.046875 1652244092.4048
MEM 351.046875 1652244092.5052
MEM 351.046875 1652244092.6056
MEM 351.046875 1652244092.7061
MEM 351.046875 1652244092.8065
MEM 351.046875 1652244092.9069
MEM 351.046875 1652244093.0072
MEM 351.046875 1652244093.1076
MEM 351.046875 1652244093.2080
MEM 351.046875 1652244093.3083
MEM 351.046875 1652244093.4086
MEM 351.046875 1652244093.5089
MEM 351.046875 1652244093.6094
MEM 351.046875 1652244093.7097
MEM 351.046875 1652244093.8101
MEM 351.046875 1652244093.9104
MEM 351.046875 1652244094.0107
MEM 351.046875 1652244094.1110
MEM 351.046875 1652244094.2137
MEM 351.046875 1652244094.3140
MEM 351.046875 1652244094.4144
MEM 351.046875 1652244094.5147
MEM 351.046875 1652244094.6151
MEM 351.046875 1652244094.7159
MEM 351.046875 1652244094.8163
MEM 351.046875 1652244094.9166
MEM 351.046875 1652244095.0169
MEM 351.046875 1652244095.1173
MEM 351.046875 1652244095.2176
MEM 351.046875 1652244095.3179
MEM 351.046875 1652244095.4183
MEM 351.046875 1652244095.5186
MEM 351.046875 1652244095.6190
MEM 351.046875 1652244095.7194
MEM 351.046875 1652244095.8199
MEM 351.046875 1652244095.9203
MEM 351.046875 1652244096.0207
MEM 351.046875 1652244096.1210
MEM 351.046875 1652244096.2236
MEM 351.046875 1652244096.3241
MEM 351.046875 1652244096.4245
MEM 351.046875 1652244096.5249
MEM 351.046875 1652244096.6255
MEM 351.046875 1652244096.7258
MEM 351.046875 1652244096.8263
MEM 351.046875 1652244096.9266
MEM 351.046875 1652244097.0271
MEM 351.046875 1652244097.1290
MEM 351.046875 1652244097.2294
MEM 351.046875 1652244097.3297
MEM 351.046875 1652244097.4299
MEM 351.046875 1652244097.5323
MEM 351.046875 1652244097.6328
MEM 351.046875 1652244097.7331
MEM 351.046875 1652244097.8335
MEM 351.046875 1652244097.9338
MEM 351.046875 1652244098.0341
MEM 351.046875 1652244098.1344
MEM 351.046875 1652244098.2352
MEM 351.046875 1652244098.3355
MEM 351.046875 1652244098.4358
MEM 351.046875 1652244098.5361
MEM 351.046875 1652244098.6364
MEM 351.046875 1652244098.7368
MEM 351.046875 1652244098.8372
MEM 351.046875 1652244098.9376
MEM 351.046875 1652244099.0379
MEM 351.046875 1652244099.1382
MEM 351.046875 1652244099.2386
MEM 351.046875 1652244099.3390
MEM 351.046875 1652244099.4393
MEM 351.046875 1652244099.5396
MEM 351.046875 1652244099.6399
MEM 351.046875 1652244099.7402
MEM 351.046875 1652244099.8407
MEM 351.046875 1652244099.9412
MEM 351.046875 1652244100.0416
MEM 351.046875 1652244100.1420
MEM 351.046875 1652244100.2424
MEM 351.046875 1652244100.3428
MEM 351.046875 1652244100.4442
MEM 351.046875 1652244100.5446
MEM 351.046875 1652244100.6450
MEM 351.046875 1652244100.7454
MEM 351.046875 1652244100.8462
MEM 351.046875 1652244100.9466
MEM 351.046875 1652244101.0471
MEM 351.046875 1652244101.1475
MEM 351.046875 1652244101.2479
MEM 351.046875 1652244101.3484
MEM 351.046875 1652244101.4487
MEM 351.046875 1652244101.5491
MEM 351.046875 1652244101.6494
MEM 351.046875 1652244101.7498
MEM 351.046875 1652244101.8511
MEM 351.046875 1652244101.9515
MEM 351.046875 1652244102.0518
MEM 351.046875 1652244102.1521
MEM 351.046875 1652244102.2525
MEM 351.046875 1652244102.3528
MEM 351.046875 1652244102.4531
MEM 351.046875 1652244102.5534
MEM 351.046875 1652244102.6538
MEM 351.046875 1652244102.7542
MEM 351.046875 1652244102.8546
MEM 351.046875 1652244102.9550
MEM 351.046875 1652244103.0553
MEM 351.046875 1652244103.1556
MEM 351.046875 1652244103.2560
MEM 351.046875 1652244103.3564
MEM 351.046875 1652244103.4567
MEM 351.046875 1652244103.5570
MEM 351.046875 1652244103.6574
MEM 351.046875 1652244103.7578
MEM 351.046875 1652244103.8582
MEM 351.046875 1652244103.9585
MEM 351.046875 1652244104.0590
MEM 351.046875 1652244104.1594
MEM 351.046875 1652244104.2609
MEM 351.046875 1652244104.3613
MEM 351.046875 1652244104.4617
MEM 351.046875 1652244104.5620
MEM 351.046875 1652244104.6624
MEM 351.046875 1652244104.7628
MEM 351.046875 1652244104.8632
MEM 351.046875 1652244104.9636
MEM 351.046875 1652244105.0643
MEM 351.046875 1652244105.1647
MEM 351.046875 1652244105.2651
MEM 351.046875 1652244105.3654
MEM 351.046875 1652244105.4657
MEM 351.046875 1652244105.5660
MEM 351.046875 1652244105.6663
MEM 351.046875 1652244105.7666
MEM 351.046875 1652244105.8670
MEM 351.046875 1652244105.9672
MEM 351.046875 1652244106.0675
MEM 351.046875 1652244106.1678
MEM 351.046875 1652244106.2701
MEM 351.046875 1652244106.3705
MEM 351.046875 1652244106.4709
MEM 351.046875 1652244106.5713
MEM 351.046875 1652244106.6717
MEM 351.046875 1652244106.7719
MEM 351.046875 1652244106.8722
MEM 351.046875 1652244106.9725
MEM 351.046875 1652244107.0729
MEM 351.046875 1652244107.1732
MEM 351.046875 1652244107.2735
MEM 351.046875 1652244107.3737
MEM 351.046875 1652244107.4740
MEM 351.046875 1652244107.5743
MEM 351.046875 1652244107.6747
MEM 351.046875 1652244107.7750
MEM 351.046875 1652244107.8753
MEM 351.046875 1652244107.9757
MEM 351.046875 1652244108.0771
MEM 351.046875 1652244108.1774
MEM 351.046875 1652244108.2779
MEM 351.046875 1652244108.3783
MEM 351.046875 1652244108.4787
MEM 351.046875 1652244108.5808
MEM 351.046875 1652244108.6813
MEM 351.046875 1652244108.7817
MEM 351.046875 1652244108.8820
MEM 351.046875 1652244108.9825
MEM 351.046875 1652244109.0829
MEM 351.046875 1652244109.1833
MEM 351.046875 1652244109.2837
MEM 351.046875 1652244109.3842
MEM 351.046875 1652244109.4846
MEM 351.046875 1652244109.5850
MEM 351.046875 1652244109.6854
MEM 351.046875 1652244109.7858
MEM 351.046875 1652244109.8862
MEM 351.046875 1652244109.9865
MEM 351.046875 1652244110.0869
MEM 351.046875 1652244110.1872
MEM 351.046875 1652244110.2876
MEM 351.046875 1652244110.3879
MEM 351.046875 1652244110.4883
MEM 351.046875 1652244110.5886
MEM 351.046875 1652244110.6889
MEM 351.046875 1652244110.7893
MEM 351.046875 1652244110.8897
MEM 351.046875 1652244110.9901
MEM 351.046875 1652244111.0904
MEM 351.046875 1652244111.1907
MEM 351.046875 1652244111.2910
MEM 351.046875 1652244111.3914
MEM 351.046875 1652244111.4931
MEM 351.046875 1652244111.5935
MEM 351.046875 1652244111.6961
MEM 351.046875 1652244111.7964
MEM 351.046875 1652244111.8968
MEM 351.046875 1652244111.9972
MEM 351.046875 1652244112.0986
MEM 351.046875 1652244112.1990
MEM 351.046875 1652244112.2993
MEM 351.046875 1652244112.4017
MEM 351.046875 1652244112.5025
MEM 351.046875 1652244112.6040
MEM 351.046875 1652244112.7044
MEM 351.046875 1652244112.8048
MEM 351.046875 1652244112.9053
MEM 351.046875 1652244113.0057
MEM 351.046875 1652244113.1062
MEM 351.046875 1652244113.2065
MEM 351.046875 1652244113.3070
MEM 351.046875 1652244113.4074
MEM 351.046875 1652244113.5078
MEM 351.046875 1652244113.6082
MEM 351.046875 1652244113.7086
MEM 351.046875 1652244113.8090
MEM 351.046875 1652244113.9093
MEM 351.046875 1652244114.0098
MEM 351.046875 1652244114.1123
MEM 351.046875 1652244114.2143
MEM 351.046875 1652244114.3146
MEM 351.046875 1652244114.4149
MEM 351.046875 1652244114.5152
MEM 351.046875 1652244114.6156
MEM 351.046875 1652244114.7160
MEM 351.046875 1652244114.8164
MEM 351.046875 1652244114.9168
MEM 351.046875 1652244115.0171
MEM 351.046875 1652244115.1174
MEM 351.046875 1652244115.2178
MEM 351.046875 1652244115.3182
MEM 351.046875 1652244115.4185
MEM 351.046875 1652244115.5189
MEM 351.046875 1652244115.6191
MEM 351.046875 1652244115.7195
MEM 351.046875 1652244115.8199
MEM 351.046875 1652244115.9202
MEM 351.046875 1652244116.0205
MEM 351.046875 1652244116.1209
MEM 351.046875 1652244116.2214
MEM 351.046875 1652244116.3232
MEM 351.046875 1652244116.4235
MEM 351.046875 1652244116.5239
MEM 351.046875 1652244116.6242
MEM 351.046875 1652244116.7245
MEM 351.046875 1652244116.8249
MEM 351.046875 1652244116.9252
MEM 351.046875 1652244117.0257
MEM 351.046875 1652244117.1261
MEM 351.046875 1652244117.2265
MEM 351.046875 1652244117.3270
MEM 351.046875 1652244117.4274
MEM 351.046875 1652244117.5279
MEM 351.046875 1652244117.6283
MEM 351.046875 1652244117.7287
MEM 351.046875 1652244117.8291
MEM 351.046875 1652244117.9295
MEM 351.046875 1652244118.0299
MEM 351.046875 1652244118.1303
MEM 351.046875 1652244118.2307
MEM 351.046875 1652244118.3311
MEM 351.046875 1652244118.4315
MEM 351.046875 1652244118.5319
MEM 351.046875 1652244118.6323
MEM 351.046875 1652244118.7344
MEM 351.046875 1652244118.8348
MEM 351.046875 1652244118.9352
MEM 351.046875 1652244119.0355
MEM 351.046875 1652244119.1359
MEM 351.046875 1652244119.2373
MEM 351.046875 1652244119.3378
MEM 351.046875 1652244119.4382
MEM 351.046875 1652244119.5386
MEM 351.046875 1652244119.6389
MEM 351.046875 1652244119.7391
MEM 351.046875 1652244119.8394
MEM 351.046875 1652244119.9398
MEM 351.046875 1652244120.0401
MEM 351.046875 1652244120.1404
MEM 351.046875 1652244120.2407
MEM 351.046875 1652244120.3412
MEM 351.046875 1652244120.4417
MEM 351.046875 1652244120.5420
MEM 351.046875 1652244120.6423
MEM 351.046875 1652244120.7427
MEM 351.046875 1652244120.8430
MEM 351.046875 1652244120.9434
MEM 351.046875 1652244121.0438
MEM 351.046875 1652244121.1441
MEM 351.046875 1652244121.2445
MEM 351.046875 1652244121.3448
MEM 351.046875 1652244121.4454
MEM 351.046875 1652244121.5458
MEM 351.046875 1652244121.6462
MEM 351.046875 1652244121.7466
MEM 351.046875 1652244121.8470
MEM 351.046875 1652244121.9474
MEM 351.046875 1652244122.0478
MEM 351.046875 1652244122.1482
MEM 351.046875 1652244122.2486
MEM 351.046875 1652244122.3490
MEM 351.046875 1652244122.4498
MEM 351.046875 1652244122.5502
MEM 351.046875 1652244122.6506
MEM 351.046875 1652244122.7511
MEM 351.046875 1652244122.8517
MEM 351.046875 1652244122.9520
MEM 351.046875 1652244123.0523
MEM 351.046875 1652244123.1526
MEM 351.046875 1652244123.2530
MEM 351.046875 1652244123.3545
MEM 351.046875 1652244123.4549
MEM 351.046875 1652244123.5552
MEM 351.046875 1652244123.6573
MEM 351.046875 1652244123.7577
MEM 351.046875 1652244123.8580
MEM 351.046875 1652244123.9583
MEM 351.046875 1652244124.0586
MEM 351.046875 1652244124.1590
MEM 351.046875 1652244124.2609
MEM 351.046875 1652244124.3612
MEM 351.046875 1652244124.4615
MEM 351.046875 1652244124.5618
MEM 351.046875 1652244124.6621
MEM 351.046875 1652244124.7624
MEM 351.046875 1652244124.8631
MEM 351.046875 1652244124.9652
MEM 351.046875 1652244125.0656
MEM 351.046875 1652244125.1660
MEM 351.046875 1652244125.2665
MEM 351.046875 1652244125.3669
MEM 351.046875 1652244125.4672
MEM 352.890625 1652244125.5676
MEM 353.000000 1652244125.6679
MEM 353.000000 1652244125.7684
MEM 353.000000 1652244125.8688
MEM 353.000000 1652244125.9691
MEM 353.000000 1652244126.0695
MEM 353.000000 1652244126.1698
MEM 353.000000 1652244126.2702
MEM 353.000000 1652244126.3706
MEM 353.000000 1652244126.4709
MEM 353.000000 1652244126.5712
MEM 353.000000 1652244126.6715
MEM 353.000000 1652244126.7719
MEM 353.000000 1652244126.8722
MEM 353.000000 1652244126.9726
MEM 353.000000 1652244127.0730
MEM 353.000000 1652244127.1733
MEM 353.000000 1652244127.2738
MEM 353.000000 1652244127.3741
MEM 353.000000 1652244127.4745
MEM 353.000000 1652244127.5749
MEM 353.000000 1652244127.6753
MEM 353.000000 1652244127.7757
MEM 353.000000 1652244127.8761
MEM 353.000000 1652244127.9765
MEM 353.000000 1652244128.0769
MEM 353.000000 1652244128.1773
MEM 353.000000 1652244128.2776
MEM 353.000000 1652244128.3780
MEM 353.000000 1652244128.4783
MEM 353.000000 1652244128.5787
MEM 353.000000 1652244128.6791
MEM 353.000000 1652244128.7799
MEM 353.000000 1652244128.8807
MEM 353.000000 1652244128.9811
MEM 353.000000 1652244129.0815
MEM 353.000000 1652244129.1819
MEM 353.000000 1652244129.2823
MEM 353.000000 1652244129.3827
MEM 353.000000 1652244129.4831
MEM 353.000000 1652244129.5835
MEM 353.000000 1652244129.6839
MEM 353.000000 1652244129.7843
MEM 353.000000 1652244129.8847
MEM 353.000000 1652244129.9850
MEM 353.000000 1652244130.0854
MEM 353.000000 1652244130.1858
MEM 353.000000 1652244130.2862
MEM 353.000000 1652244130.3866
MEM 353.000000 1652244130.4870
MEM 353.000000 1652244130.5874
MEM 353.000000 1652244130.6878
MEM 353.000000 1652244130.7882
MEM 353.000000 1652244130.8886
MEM 353.000000 1652244130.9889
MEM 353.000000 1652244131.0895
MEM 353.000000 1652244131.1899
MEM 353.000000 1652244131.2902
MEM 353.000000 1652244131.3906
MEM 353.000000 1652244131.4910
MEM 353.000000 1652244131.5913
MEM 353.000000 1652244131.6917
MEM 353.000000 1652244131.7920
MEM 353.000000 1652244131.8924
MEM 353.000000 1652244131.9928
MEM 353.000000 1652244132.0933
MEM 353.000000 1652244132.1937
MEM 353.000000 1652244132.2941
MEM 353.000000 1652244132.3944
MEM 353.000000 1652244132.4949
MEM 353.000000 1652244132.5952
MEM 353.000000 1652244132.6956
MEM 353.000000 1652244132.7960
MEM 353.000000 1652244132.8964
MEM 353.000000 1652244132.9969
MEM 353.000000 1652244133.0973
MEM 353.000000 1652244133.1977
MEM 353.000000 1652244133.2980
MEM 353.000000 1652244133.3983
MEM 353.000000 1652244133.4987
MEM 353.000000 1652244133.5991
MEM 353.000000 1652244133.6995
MEM 353.000000 1652244133.7999
MEM 353.000000 1652244133.9003
MEM 353.000000 1652244134.0006
MEM 353.000000 1652244134.1010
MEM 353.000000 1652244134.2014
MEM 353.000000 1652244134.3018
MEM 353.000000 1652244134.4021
MEM 353.000000 1652244134.5027
MEM 353.000000 1652244134.6031
MEM 353.000000 1652244134.7034
MEM 353.000000 1652244134.8038
MEM 353.000000 1652244134.9041
MEM 353.000000 1652244135.0045
MEM 353.000000 1652244135.1049
MEM 353.000000 1652244135.2052
MEM 353.000000 1652244135.3057
MEM 353.000000 1652244135.4062
MEM 353.000000 1652244135.5066
MEM 353.000000 1652244135.6070
MEM 353.000000 1652244135.7083
MEM 353.000000 1652244135.8088
MEM 353.000000 1652244135.9134
MEM 353.000000 1652244136.0140
MEM 353.000000 1652244136.1144
MEM 353.000000 1652244136.2148
MEM 353.000000 1652244136.3152
MEM 353.000000 1652244136.4157
MEM 353.000000 1652244136.5161
MEM 353.000000 1652244136.6165
MEM 353.000000 1652244136.7168
MEM 353.000000 1652244136.8172
MEM 353.000000 1652244136.9176
MEM 353.035156 1652244137.0180
MEM 353.035156 1652244137.1184
MEM 353.035156 1652244137.2187
MEM 353.035156 1652244137.3190
MEM 353.035156 1652244137.4194
MEM 353.035156 1652244137.5197
MEM 353.035156 1652244137.6201
MEM 353.035156 1652244137.7204
MEM 353.035156 1652244137.8208
MEM 353.035156 1652244137.9212
MEM 353.035156 1652244138.0215
MEM 353.035156 1652244138.1219
MEM 353.035156 1652244138.2223
MEM 353.035156 1652244138.3227
MEM 353.035156 1652244138.4230
MEM 353.035156 1652244138.5234
MEM 353.035156 1652244138.6236
MEM 353.035156 1652244138.7240
MEM 353.035156 1652244138.8244
MEM 353.035156 1652244138.9248
MEM 353.035156 1652244139.0251
MEM 353.035156 1652244139.1255
MEM 353.035156 1652244139.2259
MEM 353.035156 1652244139.3263
MEM 353.035156 1652244139.4266
MEM 353.035156 1652244139.5270
MEM 353.035156 1652244139.6275
MEM 353.035156 1652244139.7278
MEM 353.035156 1652244139.8282
MEM 353.035156 1652244139.9285
MEM 353.035156 1652244140.0288
MEM 353.035156 1652244140.1291
MEM 353.035156 1652244140.2294
MEM 353.035156 1652244140.3298
MEM 353.035156 1652244140.4301
MEM 353.035156 1652244140.5304
MEM 353.035156 1652244140.6308
MEM 353.035156 1652244140.7311
MEM 353.035156 1652244140.8315
MEM 353.035156 1652244140.9320
MEM 353.035156 1652244141.0323
MEM 353.035156 1652244141.1327
MEM 353.035156 1652244141.2331
MEM 353.035156 1652244141.3336
MEM 353.035156 1652244141.4339
MEM 353.035156 1652244141.5343
MEM 353.035156 1652244141.6347
MEM 353.035156 1652244141.7350
MEM 353.035156 1652244141.8354
MEM 353.035156 1652244141.9357
MEM 353.035156 1652244142.0360
MEM 353.035156 1652244142.1363
MEM 353.035156 1652244142.2367
MEM 353.035156 1652244142.3371
MEM 353.035156 1652244142.4393
MEM 353.035156 1652244142.5398
MEM 353.035156 1652244142.6402
MEM 353.035156 1652244142.7406
MEM 353.035156 1652244142.8410
MEM 353.035156 1652244142.9415
MEM 353.035156 1652244143.0419
MEM 353.035156 1652244143.1423
MEM 353.035156 1652244143.2427
MEM 353.035156 1652244143.3431
MEM 353.035156 1652244143.4439
MEM 353.035156 1652244143.5443
MEM 353.035156 1652244143.6447
MEM 353.035156 1652244143.7450
MEM 353.035156 1652244143.8453
MEM 353.035156 1652244143.9456
MEM 353.035156 1652244144.0460
MEM 353.035156 1652244144.1463
MEM 353.035156 1652244144.2467
MEM 353.035156 1652244144.3471
MEM 353.035156 1652244144.4474
MEM 353.035156 1652244144.5478
MEM 353.035156 1652244144.6482
MEM 353.035156 1652244144.7485
MEM 353.035156 1652244144.8489
MEM 353.035156 1652244144.9493
MEM 353.035156 1652244145.0496
MEM 353.035156 1652244145.1499
MEM 353.035156 1652244145.2502
MEM 353.035156 1652244145.3506
MEM 353.035156 1652244145.4509
MEM 353.035156 1652244145.5512
MEM 353.035156 1652244145.6516
MEM 353.035156 1652244145.7520
MEM 353.035156 1652244145.8524
MEM 353.035156 1652244145.9528
MEM 353.035156 1652244146.0533
MEM 353.035156 1652244146.1537
MEM 353.035156 1652244146.2541
MEM 353.035156 1652244146.3546
MEM 353.035156 1652244146.4550
MEM 353.035156 1652244146.5554
MEM 353.035156 1652244146.6558
MEM 353.035156 1652244146.7565
MEM 353.035156 1652244146.8569
MEM 353.035156 1652244146.9573
MEM 353.035156 1652244147.0577
MEM 353.035156 1652244147.1581
MEM 353.035156 1652244147.2584
MEM 353.035156 1652244147.3588
MEM 353.035156 1652244147.4592
MEM 353.035156 1652244147.5596
MEM 353.035156 1652244147.6599
MEM 353.035156 1652244147.7603
MEM 353.035156 1652244147.8608
MEM 353.035156 1652244147.9612
MEM 353.035156 1652244148.0616
MEM 353.035156 1652244148.1619
MEM 353.035156 1652244148.2623
MEM 353.035156 1652244148.3630
MEM 353.035156 1652244148.4634
MEM 353.035156 1652244148.5638
MEM 353.035156 1652244148.6641
MEM 353.035156 1652244148.7645
MEM 353.035156 1652244148.8649
MEM 353.035156 1652244148.9652
MEM 353.035156 1652244149.0656
MEM 353.035156 1652244149.1660
MEM 353.035156 1652244149.2664
MEM 353.035156 1652244149.3671
MEM 353.035156 1652244149.4674
MEM 353.035156 1652244149.5679
MEM 353.035156 1652244149.6683
MEM 353.035156 1652244149.7687
MEM 353.035156 1652244149.8691
MEM 353.035156 1652244149.9695
MEM 353.035156 1652244150.0698
MEM 353.035156 1652244150.1703
MEM 353.035156 1652244150.2707
MEM 353.035156 1652244150.3712
MEM 353.035156 1652244150.4716
MEM 353.035156 1652244150.5720
MEM 353.035156 1652244150.6724
MEM 353.035156 1652244150.7728
MEM 353.035156 1652244150.8731
MEM 353.035156 1652244150.9735
MEM 353.035156 1652244151.0739
MEM 353.035156 1652244151.1743
MEM 353.035156 1652244151.2746
MEM 353.035156 1652244151.3750
MEM 353.035156 1652244151.4754
MEM 353.035156 1652244151.5758
MEM 353.035156 1652244151.6762
MEM 353.035156 1652244151.7765
MEM 353.035156 1652244151.8769
MEM 353.035156 1652244151.9773
MEM 353.035156 1652244152.0776
MEM 353.035156 1652244152.1779
MEM 353.035156 1652244152.2781
MEM 353.035156 1652244152.3784
MEM 353.035156 1652244152.4787
MEM 353.035156 1652244152.5790
MEM 353.035156 1652244152.6793
MEM 353.035156 1652244152.7847
MEM 353.035156 1652244152.8851
MEM 353.035156 1652244152.9858
MEM 353.035156 1652244153.0862
MEM 353.035156 1652244153.1866
MEM 353.035156 1652244153.2870
MEM 353.035156 1652244153.3874
MEM 353.035156 1652244153.4878
MEM 353.035156 1652244153.5882
MEM 353.035156 1652244153.6885
MEM 353.035156 1652244153.7889
MEM 353.035156 1652244153.8893
MEM 353.035156 1652244153.9896
MEM 353.035156 1652244154.0900
MEM 353.035156 1652244154.1902
MEM 353.035156 1652244154.2905
MEM 353.035156 1652244154.3909
MEM 353.035156 1652244154.4911
MEM 353.035156 1652244154.5915
MEM 353.183594 1652244154.6919
MEM 353.183594 1652244154.7922
MEM 353.183594 1652244154.8926
MEM 353.183594 1652244154.9929
MEM 353.183594 1652244155.0933
MEM 353.183594 1652244155.1936
MEM 353.183594 1652244155.2940
MEM 353.183594 1652244155.3943
MEM 353.183594 1652244155.4947
MEM 353.183594 1652244155.5950
MEM 353.183594 1652244155.6954
MEM 353.183594 1652244155.7957
MEM 353.183594 1652244155.8960
MEM 353.183594 1652244155.9964
MEM 353.183594 1652244156.0967
MEM 353.183594 1652244156.1971
MEM 353.183594 1652244156.2975
MEM 353.183594 1652244156.3980
MEM 353.183594 1652244156.4986
MEM 353.183594 1652244156.5990
MEM 353.183594 1652244156.6994
MEM 353.183594 1652244156.8002
MEM 353.183594 1652244156.9006
MEM 353.183594 1652244157.0010
MEM 353.183594 1652244157.1014
