CMDLINE /usr/bin/python3 scripts/Lasso-SVM-Malaria.py
MEM 372.960938 1652244378.6817
MEM 361.976562 1652244378.7821
MEM 326.851562 1652244378.8825
MEM 357.671875 1652244378.9828
MEM 372.960938 1652244379.0832
MEM 372.960938 1652244379.1835
MEM 328.886719 1652244379.2838
MEM 357.671875 1652244379.3842
MEM 372.960938 1652244379.4846
MEM 311.824219 1652244379.5850
MEM 326.851562 1652244379.6854
MEM 357.414062 1652244379.7857
MEM 372.742188 1652244379.8882
MEM 326.851562 1652244379.9885
MEM 357.671875 1652244380.0889
MEM 372.960938 1652244380.1893
MEM 372.960938 1652244380.2897
MEM 326.851562 1652244380.3901
MEM 357.671875 1652244380.4904
MEM 372.960938 1652244380.5909
MEM 372.960938 1652244380.6912
MEM 326.851562 1652244380.7916
MEM 350.925781 1652244380.8923
MEM 357.671875 1652244380.9927
MEM 372.960938 1652244381.0931
MEM 372.960938 1652244381.1937
MEM 372.960938 1652244381.2941
MEM 326.851562 1652244381.3946
MEM 357.671875 1652244381.4950
MEM 357.671875 1652244381.5955
MEM 372.960938 1652244381.6958
MEM 372.960938 1652244381.7962
MEM 326.851562 1652244381.8965
MEM 357.414062 1652244381.9969
MEM 372.742188 1652244382.0973
MEM 314.851562 1652244382.2002
MEM 357.671875 1652244382.3006
MEM 372.960938 1652244382.4010
MEM 372.960938 1652244382.5015
MEM 326.851562 1652244382.6019
MEM 357.671875 1652244382.7022
MEM 372.960938 1652244382.8027
MEM 372.960938 1652244382.9049
MEM 326.851562 1652244383.0053
MEM 357.671875 1652244383.1057
MEM 372.960938 1652244383.2061
MEM 372.960938 1652244383.3064
MEM 326.851562 1652244383.4068
MEM 354.925781 1652244383.5073
MEM 357.671875 1652244383.6077
MEM 372.960938 1652244383.7081
MEM 372.960938 1652244383.8087
MEM 326.851562 1652244383.9091
MEM 357.414062 1652244384.0096
MEM 372.742188 1652244384.1100
MEM 372.742188 1652244384.2104
MEM 326.851562 1652244384.3108
MEM 357.671875 1652244384.4112
MEM 372.960938 1652244384.5117
MEM 372.960938 1652244384.6120
MEM 326.851562 1652244384.7123
MEM 357.671875 1652244384.8127
MEM 372.960938 1652244384.9132
MEM 372.960938 1652244385.0136
MEM 324.851562 1652244385.1141
MEM 326.851562 1652244385.2145
MEM 357.671875 1652244385.3149
MEM 372.960938 1652244385.4154
MEM 372.960938 1652244385.5157
MEM 312.851562 1652244385.6161
MEM 326.851562 1652244385.7165
MEM 357.671875 1652244385.8169
MEM 372.960938 1652244385.9173
MEM 372.960938 1652244386.0178
MEM 372.960938 1652244386.1183
MEM 326.851562 1652244386.2186
MEM 357.414062 1652244386.3190
MEM 372.742188 1652244386.4194
MEM 372.742188 1652244386.5197
MEM 320.851562 1652244386.6201
MEM 326.851562 1652244386.7204
MEM 357.671875 1652244386.8208
MEM 372.960938 1652244386.9212
MEM 318.851562 1652244387.0215
MEM 326.851562 1652244387.1219
MEM 357.671875 1652244387.2223
MEM 372.960938 1652244387.3227
MEM 372.960938 1652244387.4231
MEM 326.851562 1652244387.5268
MEM 357.671875 1652244387.6271
MEM 372.960938 1652244387.7275
MEM 372.960938 1652244387.8279
MEM 326.851562 1652244387.9284
MEM 326.851562 1652244388.0288
MEM 357.671875 1652244388.1292
MEM 372.960938 1652244388.2295
MEM 372.960938 1652244388.3299
MEM 326.851562 1652244388.4303
MEM 357.414062 1652244388.5307
MEM 372.742188 1652244388.6311
MEM 372.742188 1652244388.7315
MEM 326.851562 1652244388.8320
MEM 357.671875 1652244388.9323
MEM 372.960938 1652244389.0327
MEM 372.960938 1652244389.1331
MEM 326.851562 1652244389.2335
MEM 326.851562 1652244389.3339
MEM 357.671875 1652244389.4343
MEM 372.960938 1652244389.5347
MEM 372.960938 1652244389.6351
MEM 326.851562 1652244389.7355
MEM 326.851562 1652244389.8359
MEM 357.671875 1652244389.9362
MEM 372.960938 1652244390.0369
MEM 372.960938 1652244390.1373
MEM 314.851562 1652244390.2377
MEM 326.851562 1652244390.3381
MEM 357.671875 1652244390.4387
MEM 372.960938 1652244390.5391
MEM 372.960938 1652244390.6436
MEM 326.851562 1652244390.7440
MEM 357.414062 1652244390.8444
MEM 372.742188 1652244390.9447
MEM 372.742188 1652244391.0495
MEM 326.851562 1652244391.1518
MEM 357.671875 1652244391.2522
MEM 372.960938 1652244391.3526
MEM 372.960938 1652244391.4551
MEM 318.851562 1652244391.5555
MEM 326.851562 1652244391.6559
MEM 357.671875 1652244391.7563
MEM 372.960938 1652244391.8566
MEM 372.960938 1652244391.9570
MEM 316.851562 1652244392.0574
MEM 357.671875 1652244392.1577
MEM 372.960938 1652244392.2581
MEM 372.960938 1652244392.3585
MEM 326.851562 1652244392.4589
MEM 357.671875 1652244392.5592
MEM 372.960938 1652244392.6596
MEM 372.960938 1652244392.7599
MEM 326.851562 1652244392.8603
MEM 357.414062 1652244392.9607
MEM 372.742188 1652244393.0610
MEM 372.742188 1652244393.1614
MEM 316.851562 1652244393.2618
MEM 342.152344 1652244393.3638
MEM 357.671875 1652244393.4641
MEM 372.960938 1652244393.5644
MEM 320.851562 1652244393.6649
MEM 326.851562 1652244393.7652
MEM 357.671875 1652244393.8655
MEM 372.960938 1652244393.9659
MEM 372.960938 1652244394.0662
MEM 326.851562 1652244394.1669
MEM 344.925781 1652244394.2675
MEM 357.671875 1652244394.3680
MEM 372.960938 1652244394.4685
MEM 318.851562 1652244394.5690
MEM 342.152344 1652244394.6695
MEM 357.671875 1652244394.7699
MEM 372.960938 1652244394.8702
MEM 372.960938 1652244394.9707
MEM 336.886719 1652244395.0711
MEM 357.414062 1652244395.1715
MEM 372.742188 1652244395.2742
MEM 312.851562 1652244395.3745
MEM 357.671875 1652244395.4749
MEM 372.960938 1652244395.5754
MEM 372.960938 1652244395.6757
MEM 326.851562 1652244395.7762
MEM 357.671875 1652244395.8765
MEM 372.960938 1652244395.9770
MEM 372.960938 1652244396.0774
MEM 326.851562 1652244396.1778
MEM 357.671875 1652244396.2782
MEM 372.960938 1652244396.3786
MEM 372.960938 1652244396.4790
MEM 372.960938 1652244396.5811
MEM 326.851562 1652244396.6815
MEM 357.671875 1652244396.7819
MEM 372.960938 1652244396.8823
MEM 372.960938 1652244396.9827
MEM 326.851562 1652244397.0831
MEM 341.378906 1652244397.1834
MEM 372.742188 1652244397.2839
MEM 372.742188 1652244397.3843
MEM 326.851562 1652244397.4846
MEM 357.671875 1652244397.5849
MEM 372.960938 1652244397.6853
MEM 372.960938 1652244397.7857
MEM 326.851562 1652244397.8860
MEM 357.671875 1652244397.9864
MEM 372.960938 1652244398.0868
MEM 372.960938 1652244398.1871
MEM 357.671875 1652244398.2875
MEM 372.960938 1652244398.3878
MEM 372.960938 1652244398.4881
MEM 372.960938 1652244398.5885
MEM 326.851562 1652244398.6888
MEM 357.671875 1652244398.7892
MEM 372.960938 1652244398.8897
MEM 372.960938 1652244398.9902
MEM 372.960938 1652244399.0907
MEM 326.851562 1652244399.1911
MEM 357.414062 1652244399.2915
MEM 372.742188 1652244399.3919
MEM 372.742188 1652244399.4922
MEM 372.742188 1652244399.5926
MEM 326.851562 1652244399.6930
MEM 357.671875 1652244399.7934
MEM 372.960938 1652244399.8938
MEM 372.960938 1652244399.9942
MEM 372.960938 1652244400.0946
MEM 326.851562 1652244400.1949
MEM 357.671875 1652244400.2952
MEM 372.960938 1652244400.3955
MEM 372.960938 1652244400.4959
MEM 326.851562 1652244400.5963
MEM 357.671875 1652244400.6967
MEM 372.960938 1652244400.7971
MEM 372.960938 1652244400.8992
MEM 326.851562 1652244400.9995
MEM 357.671875 1652244401.0998
MEM 372.960938 1652244401.2002
MEM 372.960938 1652244401.3006
MEM 316.851562 1652244401.4010
MEM 326.851562 1652244401.5013
MEM 357.414062 1652244401.6017
MEM 372.742188 1652244401.7021
MEM 372.742188 1652244401.8025
MEM 326.851562 1652244401.9028
MEM 350.925781 1652244402.0031
MEM 357.671875 1652244402.1035
MEM 372.960938 1652244402.2039
MEM 372.960938 1652244402.3042
MEM 357.671875 1652244402.4046
MEM 372.960938 1652244402.5050
MEM 372.960938 1652244402.6054
MEM 326.851562 1652244402.7057
MEM 357.671875 1652244402.8061
MEM 372.960938 1652244402.9065
MEM 326.851562 1652244403.0068
MEM 326.851562 1652244403.1072
MEM 357.671875 1652244403.2076
MEM 372.960938 1652244403.3080
MEM 372.960938 1652244403.4085
MEM 326.851562 1652244403.5089
MEM 326.851562 1652244403.6093
MEM 357.414062 1652244403.7099
MEM 372.742188 1652244403.8103
MEM 372.742188 1652244403.9108
MEM 324.851562 1652244404.0112
MEM 326.851562 1652244404.1115
MEM 357.671875 1652244404.2119
MEM 372.960938 1652244404.3123
MEM 372.960938 1652244404.4126
MEM 326.851562 1652244404.5129
MEM 357.671875 1652244404.6133
MEM 372.960938 1652244404.7137
MEM 372.960938 1652244404.8140
MEM 326.851562 1652244404.9144
MEM 357.671875 1652244405.0147
MEM 372.960938 1652244405.1151
MEM 372.960938 1652244405.2154
MEM 326.851562 1652244405.3157
MEM 357.671875 1652244405.4160
MEM 372.960938 1652244405.5164
MEM 372.960938 1652244405.6167
MEM 326.851562 1652244405.7171
MEM 350.925781 1652244405.8175
MEM 357.414062 1652244405.9179
MEM 372.742188 1652244406.0183
MEM 311.824219 1652244406.1187
MEM 326.851562 1652244406.2191
MEM 357.671875 1652244406.3195
MEM 372.960938 1652244406.4199
MEM 372.960938 1652244406.5203
MEM 326.851562 1652244406.6214
MEM 357.671875 1652244406.7218
MEM 372.960938 1652244406.8221
MEM 372.960938 1652244406.9225
MEM 326.851562 1652244407.0228
MEM 357.671875 1652244407.1233
MEM 372.960938 1652244407.2238
MEM 372.960938 1652244407.3273
MEM 320.851562 1652244407.4277
MEM 326.851562 1652244407.5281
MEM 357.671875 1652244407.6285
MEM 372.960938 1652244407.7289
MEM 372.960938 1652244407.8294
MEM 326.851562 1652244407.9299
MEM 357.414062 1652244408.0303
MEM 372.742188 1652244408.1307
MEM 372.742188 1652244408.2311
MEM 372.742188 1652244408.3318
MEM 326.851562 1652244408.4331
MEM 357.671875 1652244408.5336
MEM 372.960938 1652244408.6340
MEM 372.960938 1652244408.7343
MEM 372.960938 1652244408.8346
MEM 326.851562 1652244408.9349
MEM 357.671875 1652244409.0353
MEM 372.960938 1652244409.1357
MEM 372.960938 1652244409.2361
MEM 326.851562 1652244409.3366
MEM 357.671875 1652244409.4369
MEM 372.960938 1652244409.5374
MEM 372.960938 1652244409.6377
MEM 326.851562 1652244409.7381
MEM 326.851562 1652244409.8384
MEM 357.671875 1652244409.9388
MEM 372.960938 1652244410.0392
MEM 372.960938 1652244410.1395
MEM 326.851562 1652244410.2399
MEM 357.414062 1652244410.3403
MEM 372.742188 1652244410.4407
MEM 372.742188 1652244410.5411
MEM 326.851562 1652244410.6414
MEM 357.671875 1652244410.7418
MEM 372.960938 1652244410.8422
MEM 372.960938 1652244410.9427
MEM 324.851562 1652244411.0431
MEM 326.851562 1652244411.1434
MEM 357.671875 1652244411.2438
MEM 372.960938 1652244411.3442
MEM 372.960938 1652244411.4446
MEM 326.851562 1652244411.5450
MEM 357.671875 1652244411.6454
MEM 372.960938 1652244411.7458
MEM 372.960938 1652244411.8462
MEM 326.851562 1652244411.9465
MEM 357.671875 1652244412.0469
MEM 372.960938 1652244412.1474
MEM 372.960938 1652244412.2479
MEM 326.851562 1652244412.3483
MEM 344.925781 1652244412.4487
MEM 357.414062 1652244412.5493
MEM 372.742188 1652244412.6497
MEM 320.851562 1652244412.7501
MEM 326.851562 1652244412.8505
MEM 357.671875 1652244412.9510
MEM 372.960938 1652244413.0537
MEM 372.960938 1652244413.1541
MEM 326.851562 1652244413.2545
MEM 342.667969 1652244413.3549
MEM 357.671875 1652244413.4552
MEM 372.960938 1652244413.5555
MEM 372.960938 1652244413.6559
MEM 326.851562 1652244413.7562
MEM 357.671875 1652244413.8566
MEM 372.960938 1652244413.9570
MEM 372.960938 1652244414.0573
MEM 326.851562 1652244414.1577
MEM 357.671875 1652244414.2581
MEM 364.960938 1652244414.3585
MEM 372.960938 1652244414.4612
MEM 326.851562 1652244414.5617
MEM 327.597656 1652244414.6621
MEM 357.414062 1652244414.7625
MEM 372.742188 1652244414.8629
MEM 372.742188 1652244414.9634
MEM 326.851562 1652244415.0639
MEM 357.671875 1652244415.1642
MEM 372.960938 1652244415.2646
MEM 372.960938 1652244415.3649
MEM 326.851562 1652244415.4653
MEM 357.671875 1652244415.5657
MEM 372.960938 1652244415.6662
MEM 372.960938 1652244415.7666
MEM 312.851562 1652244415.8670
MEM 327.597656 1652244415.9674
MEM 360.960938 1652244416.0677
MEM 372.960938 1652244416.1682
MEM 326.851562 1652244416.2685
MEM 357.671875 1652244416.3689
MEM 372.960938 1652244416.4693
MEM 320.851562 1652244416.5696
MEM 326.851562 1652244416.6700
MEM 357.414062 1652244416.7704
MEM 372.742188 1652244416.8707
MEM 372.742188 1652244416.9711
MEM 326.851562 1652244417.0715
MEM 352.925781 1652244417.1719
MEM 357.671875 1652244417.2723
MEM 372.960938 1652244417.3728
MEM 372.960938 1652244417.4731
MEM 326.851562 1652244417.5735
MEM 357.671875 1652244417.6739
MEM 372.960938 1652244417.7744
MEM 372.960938 1652244417.8749
MEM 311.824219 1652244417.9754
MEM 342.152344 1652244418.0758
MEM 357.671875 1652244418.1762
MEM 372.960938 1652244418.2780
MEM 372.960938 1652244418.3784
MEM 326.851562 1652244418.4788
MEM 357.671875 1652244418.5792
MEM 372.960938 1652244418.6795
MEM 372.960938 1652244418.7819
MEM 324.851562 1652244418.8823
MEM 326.851562 1652244418.9827
MEM 357.414062 1652244419.0831
MEM 372.742188 1652244419.1835
MEM 372.742188 1652244419.2839
MEM 326.851562 1652244419.3844
MEM 357.671875 1652244419.4848
MEM 372.960938 1652244419.5853
MEM 372.960938 1652244419.6857
MEM 326.851562 1652244419.7866
MEM 357.671875 1652244419.8870
MEM 372.960938 1652244419.9873
MEM 372.960938 1652244420.0878
MEM 316.851562 1652244420.1882
MEM 326.851562 1652244420.2886
MEM 357.671875 1652244420.3889
MEM 372.960938 1652244420.4894
MEM 372.960938 1652244420.5897
MEM 338.886719 1652244420.6902
MEM 357.671875 1652244420.7906
MEM 372.960938 1652244420.8911
MEM 372.960938 1652244420.9914
MEM 326.851562 1652244421.0918
MEM 357.414062 1652244421.1926
MEM 372.742188 1652244421.2931
MEM 372.742188 1652244421.3935
MEM 326.851562 1652244421.4939
MEM 357.671875 1652244421.5943
MEM 372.960938 1652244421.6947
MEM 372.960938 1652244421.7952
MEM 372.960938 1652244421.8956
MEM 326.851562 1652244421.9965
MEM 326.851562 1652244422.0970
MEM 357.671875 1652244422.1975
MEM 372.960938 1652244422.2978
MEM 326.851562 1652244422.3982
MEM 357.671875 1652244422.4986
MEM 372.960938 1652244422.5989
MEM 326.851562 1652244422.6993
MEM 357.671875 1652244422.7997
MEM 372.960938 1652244422.9002
MEM 372.960938 1652244423.0005
MEM 326.851562 1652244423.1012
MEM 357.414062 1652244423.2015
MEM 372.742188 1652244423.3020
MEM 372.742188 1652244423.4024
MEM 311.824219 1652244423.5027
MEM 326.851562 1652244423.6030
MEM 357.671875 1652244423.7034
MEM 372.960938 1652244423.8038
MEM 372.960938 1652244423.9043
MEM 326.851562 1652244424.0046
MEM 357.671875 1652244424.1049
MEM 372.960938 1652244424.2053
MEM 372.960938 1652244424.3056
MEM 338.886719 1652244424.4061
MEM 357.671875 1652244424.5065
MEM 372.960938 1652244424.6068
MEM 326.851562 1652244424.7071
MEM 357.671875 1652244424.8075
MEM 372.960938 1652244424.9080
MEM 372.960938 1652244425.0083
MEM 311.824219 1652244425.1087
MEM 326.851562 1652244425.2091
MEM 357.414062 1652244425.3095
MEM 372.742188 1652244425.4100
MEM 372.742188 1652244425.5104
MEM 326.851562 1652244425.6108
MEM 357.671875 1652244425.7112
MEM 372.960938 1652244425.8117
MEM 372.960938 1652244425.9135
MEM 372.960938 1652244426.0139
MEM 326.851562 1652244426.1143
MEM 357.671875 1652244426.2148
MEM 366.960938 1652244426.3152
MEM 372.960938 1652244426.4157
MEM 372.960938 1652244426.5162
MEM 326.851562 1652244426.6166
MEM 357.671875 1652244426.7170
MEM 372.960938 1652244426.8173
MEM 372.960938 1652244426.9178
MEM 326.851562 1652244427.0194
MEM 357.671875 1652244427.1198
MEM 372.960938 1652244427.2202
MEM 372.960938 1652244427.3206
MEM 326.851562 1652244427.4211
MEM 357.414062 1652244427.5215
MEM 372.742188 1652244427.6219
MEM 372.742188 1652244427.7222
MEM 316.851562 1652244427.8226
MEM 326.851562 1652244427.9230
MEM 357.671875 1652244428.0233
MEM 372.960938 1652244428.1237
MEM 372.960938 1652244428.2241
MEM 326.851562 1652244428.3244
MEM 357.671875 1652244428.4248
MEM 372.960938 1652244428.5252
MEM 372.960938 1652244428.6255
MEM 326.851562 1652244428.7260
MEM 357.671875 1652244428.8263
MEM 372.960938 1652244428.9267
MEM 372.960938 1652244429.0272
MEM 322.851562 1652244429.1277
MEM 326.851562 1652244429.2280
MEM 357.671875 1652244429.3284
MEM 372.960938 1652244429.4288
MEM 372.960938 1652244429.5292
MEM 326.851562 1652244429.6297
MEM 357.414062 1652244429.7301
MEM 372.742188 1652244429.8304
MEM 372.742188 1652244429.9308
MEM 326.851562 1652244430.0312
MEM 357.671875 1652244430.1315
MEM 372.960938 1652244430.2320
MEM 372.960938 1652244430.3325
MEM 326.851562 1652244430.4329
MEM 357.671875 1652244430.5333
MEM 372.960938 1652244430.6337
MEM 372.960938 1652244430.7341
MEM 334.886719 1652244430.8345
MEM 357.671875 1652244430.9349
MEM 372.960938 1652244431.0354
MEM 372.960938 1652244431.1358
MEM 326.851562 1652244431.2362
MEM 357.671875 1652244431.3366
MEM 372.960938 1652244431.4370
MEM 326.851562 1652244431.5374
MEM 357.414062 1652244431.6378
MEM 372.742188 1652244431.7381
MEM 372.742188 1652244431.8385
MEM 326.851562 1652244431.9389
MEM 357.671875 1652244432.0392
MEM 372.960938 1652244432.1395
MEM 311.824219 1652244432.2399
MEM 326.851562 1652244432.3402
MEM 357.671875 1652244432.4406
MEM 372.960938 1652244432.5410
MEM 372.960938 1652244432.6416
MEM 372.960938 1652244432.7420
MEM 326.851562 1652244432.8424
MEM 357.671875 1652244432.9427
MEM 372.960938 1652244433.0432
MEM 372.960938 1652244433.1435
MEM 326.851562 1652244433.2440
MEM 357.671875 1652244433.3444
MEM 372.960938 1652244433.4448
MEM 372.960938 1652244433.5467
MEM 326.851562 1652244433.6488
MEM 357.414062 1652244433.7492
MEM 372.742188 1652244433.8496
MEM 372.742188 1652244433.9500
MEM 326.851562 1652244434.0505
MEM 357.671875 1652244434.1509
MEM 372.960938 1652244434.2513
MEM 372.960938 1652244434.3517
MEM 326.851562 1652244434.4521
MEM 342.925781 1652244434.5526
MEM 357.671875 1652244434.6530
MEM 372.960938 1652244434.7534
MEM 372.960938 1652244434.8538
MEM 312.851562 1652244434.9542
MEM 326.851562 1652244435.0546
MEM 357.671875 1652244435.1551
MEM 372.960938 1652244435.2554
MEM 372.960938 1652244435.3557
MEM 326.851562 1652244435.4561
MEM 326.851562 1652244435.5564
MEM 357.671875 1652244435.6568
MEM 372.960938 1652244435.7571
MEM 372.960938 1652244435.8574
MEM 326.851562 1652244435.9579
MEM 357.414062 1652244436.0582
MEM 372.742188 1652244436.1586
MEM 372.742188 1652244436.2589
MEM 326.851562 1652244436.3593
MEM 357.671875 1652244436.4597
MEM 372.960938 1652244436.5602
MEM 372.960938 1652244436.6616
MEM 326.851562 1652244436.7619
MEM 357.671875 1652244436.8623
MEM 372.960938 1652244436.9627
MEM 372.960938 1652244437.0631
MEM 326.851562 1652244437.1634
MEM 357.671875 1652244437.2638
MEM 372.960938 1652244437.3643
MEM 372.960938 1652244437.4646
MEM 312.851562 1652244437.5650
MEM 326.851562 1652244437.6653
MEM 357.671875 1652244437.7657
MEM 372.960938 1652244437.8678
MEM 312.078125 1652244437.9681
MEM 326.851562 1652244438.0684
MEM 357.414062 1652244438.1688
MEM 372.742188 1652244438.2692
MEM 372.742188 1652244438.3696
MEM 326.851562 1652244438.4700
MEM 350.925781 1652244438.5704
MEM 362.960938 1652244438.6709
MEM 372.960938 1652244438.7713
MEM 312.851562 1652244438.8717
MEM 326.851562 1652244438.9722
MEM 357.671875 1652244439.0727
MEM 372.960938 1652244439.1737
MEM 372.960938 1652244439.2742
MEM 326.851562 1652244439.3747
MEM 357.671875 1652244439.4751
MEM 372.960938 1652244439.5755
MEM 316.851562 1652244439.6758
MEM 328.371094 1652244439.7761
MEM 366.960938 1652244439.8765
MEM 372.960938 1652244439.9768
MEM 326.851562 1652244440.0772
MEM 328.371094 1652244440.1775
MEM 360.960938 1652244440.2779
MEM 372.742188 1652244440.3782
MEM 312.593750 1652244440.4786
MEM 326.851562 1652244440.5790
MEM 357.671875 1652244440.6794
MEM 372.960938 1652244440.7798
MEM 326.851562 1652244440.8802
MEM 326.851562 1652244440.9806
MEM 357.671875 1652244441.0811
MEM 372.960938 1652244441.1815
MEM 372.960938 1652244441.2819
MEM 326.851562 1652244441.3833
MEM 357.671875 1652244441.4837
MEM 372.960938 1652244441.5842
MEM 372.960938 1652244441.6846
MEM 326.851562 1652244441.7850
MEM 357.671875 1652244441.8853
MEM 372.960938 1652244441.9857
MEM 372.960938 1652244442.0861
MEM 326.851562 1652244442.1884
MEM 357.414062 1652244442.2888
MEM 372.742188 1652244442.3892
MEM 372.742188 1652244442.4896
MEM 326.851562 1652244442.5901
MEM 346.925781 1652244442.6904
MEM 357.671875 1652244442.7909
MEM 372.960938 1652244442.8912
MEM 311.824219 1652244442.9917
MEM 326.851562 1652244443.0921
MEM 357.671875 1652244443.1925
MEM 372.960938 1652244443.2930
MEM 372.960938 1652244443.3933
MEM 326.851562 1652244443.4937
MEM 357.671875 1652244443.5943
MEM 357.671875 1652244443.6947
MEM 372.960938 1652244443.7951
MEM 372.960938 1652244443.8955
MEM 314.851562 1652244443.9977
MEM 326.851562 1652244444.0980
MEM 357.671875 1652244444.1985
MEM 372.960938 1652244444.2988
MEM 372.960938 1652244444.3992
MEM 326.851562 1652244444.4996
MEM 342.152344 1652244444.5999
MEM 357.414062 1652244444.7003
MEM 372.742188 1652244444.8006
MEM 320.851562 1652244444.9011
MEM 357.671875 1652244445.0015
MEM 372.960938 1652244445.1019
MEM 372.960938 1652244445.2023
MEM 326.851562 1652244445.3028
MEM 357.671875 1652244445.4032
MEM 372.960938 1652244445.5036
MEM 372.960938 1652244445.6040
MEM 326.851562 1652244445.7045
MEM 326.851562 1652244445.8048
MEM 357.671875 1652244445.9052
MEM 372.960938 1652244446.0056
MEM 372.960938 1652244446.1060
MEM 326.851562 1652244446.2064
MEM 342.667969 1652244446.3067
MEM 357.671875 1652244446.4071
MEM 372.960938 1652244446.5076
MEM 372.960938 1652244446.6079
MEM 326.851562 1652244446.7082
MEM 357.414062 1652244446.8086
MEM 372.742188 1652244446.9090
MEM 372.742188 1652244447.0093
MEM 326.851562 1652244447.1097
MEM 344.925781 1652244447.2101
MEM 358.187500 1652244447.3105
MEM 372.960938 1652244447.4108
MEM 316.851562 1652244447.5112
MEM 326.851562 1652244447.6116
MEM 357.671875 1652244447.7120
MEM 372.960938 1652244447.8125
MEM 372.960938 1652244447.9129
MEM 372.960938 1652244448.0133
MEM 326.851562 1652244448.1139
MEM 357.671875 1652244448.2147
MEM 372.960938 1652244448.3152
MEM 372.960938 1652244448.4156
MEM 326.851562 1652244448.5161
MEM 326.851562 1652244448.6165
MEM 357.671875 1652244448.7169
MEM 372.960938 1652244448.8173
MEM 312.078125 1652244448.9176
MEM 326.851562 1652244449.0180
MEM 357.414062 1652244449.1184
MEM 372.742188 1652244449.2187
MEM 311.824219 1652244449.3191
MEM 357.671875 1652244449.4194
MEM 372.960938 1652244449.5197
MEM 372.960938 1652244449.6202
MEM 320.851562 1652244449.7207
MEM 326.851562 1652244449.8210
MEM 357.671875 1652244449.9215
MEM 372.960938 1652244450.0219
MEM 312.593750 1652244450.1224
MEM 326.851562 1652244450.2227
MEM 357.671875 1652244450.3232
MEM 372.960938 1652244450.4236
MEM 372.960938 1652244450.5262
MEM 326.851562 1652244450.6266
MEM 357.671875 1652244450.7270
MEM 372.960938 1652244450.8276
MEM 372.960938 1652244450.9281
MEM 372.960938 1652244451.0286
MEM 326.851562 1652244451.1290
MEM 357.414062 1652244451.2293
MEM 372.742188 1652244451.3312
MEM 372.742188 1652244451.4315
MEM 326.851562 1652244451.5333
MEM 357.671875 1652244451.6336
MEM 372.960938 1652244451.7361
MEM 320.851562 1652244451.8365
MEM 326.851562 1652244451.9369
MEM 357.671875 1652244452.0373
MEM 372.960938 1652244452.1377
MEM 372.960938 1652244452.2394
MEM 326.851562 1652244452.3399
MEM 328.371094 1652244452.4402
MEM 357.671875 1652244452.5406
MEM 372.960938 1652244452.6412
MEM 372.960938 1652244452.7433
MEM 372.960938 1652244452.8437
MEM 326.851562 1652244452.9443
MEM 357.671875 1652244453.0446
MEM 372.960938 1652244453.1451
MEM 372.960938 1652244453.2455
MEM 334.886719 1652244453.3458
MEM 357.414062 1652244453.4463
MEM 372.742188 1652244453.5466
MEM 372.742188 1652244453.6470
MEM 326.851562 1652244453.7473
MEM 357.671875 1652244453.8478
MEM 372.960938 1652244453.9482
MEM 372.960938 1652244454.0502
MEM 326.851562 1652244454.1506
MEM 357.671875 1652244454.2510
MEM 372.960938 1652244454.3514
MEM 372.960938 1652244454.4526
MEM 326.851562 1652244454.5530
MEM 332.886719 1652244454.6534
MEM 372.960938 1652244454.7538
MEM 372.960938 1652244454.8541
MEM 326.851562 1652244454.9544
MEM 357.671875 1652244455.0548
MEM 372.960938 1652244455.1552
MEM 372.960938 1652244455.2554
MEM 316.851562 1652244455.3558
MEM 326.851562 1652244455.4561
MEM 357.414062 1652244455.5564
MEM 372.742188 1652244455.6569
MEM 372.742188 1652244455.7573
MEM 326.851562 1652244455.8577
MEM 357.671875 1652244455.9582
MEM 372.960938 1652244456.0586
MEM 372.960938 1652244456.1589
MEM 324.851562 1652244456.2593
MEM 326.851562 1652244456.3599
MEM 357.671875 1652244456.4603
MEM 372.960938 1652244456.5608
MEM 372.960938 1652244456.6612
MEM 314.851562 1652244456.7616
MEM 326.851562 1652244456.8631
MEM 357.671875 1652244456.9636
MEM 372.960938 1652244457.0648
MEM 372.960938 1652244457.1653
MEM 326.851562 1652244457.2657
MEM 357.671875 1652244457.3661
MEM 357.671875 1652244457.4665
MEM 372.960938 1652244457.5669
MEM 372.960938 1652244457.6671
MEM 326.851562 1652244457.7675
MEM 357.414062 1652244457.8679
MEM 372.742188 1652244457.9683
MEM 372.742188 1652244458.0686
MEM 372.742188 1652244458.1690
MEM 326.851562 1652244458.2695
MEM 357.671875 1652244458.3699
MEM 372.960938 1652244458.4761
MEM 372.960938 1652244458.5764
MEM 326.851562 1652244458.6768
MEM 357.671875 1652244458.7772
MEM 372.960938 1652244458.8776
MEM 372.960938 1652244458.9780
MEM 372.960938 1652244459.0784
MEM 326.851562 1652244459.1788
MEM 357.671875 1652244459.2792
MEM 372.960938 1652244459.3797
MEM 372.960938 1652244459.4801
MEM 326.851562 1652244459.5806
MEM 326.851562 1652244459.6809
MEM 357.671875 1652244459.7813
MEM 372.960938 1652244459.8818
MEM 314.851562 1652244459.9822
MEM 326.851562 1652244460.0826
MEM 357.414062 1652244460.1830
MEM 372.742188 1652244460.2834
MEM 372.742188 1652244460.3842
MEM 311.824219 1652244460.4848
MEM 326.851562 1652244460.5853
MEM 357.671875 1652244460.6861
MEM 372.960938 1652244460.7865
MEM 372.960938 1652244460.8870
MEM 372.960938 1652244460.9878
MEM 326.851562 1652244461.0883
