CMDLINE /usr/bin/python3 scripts/Lasso-SVM-Malaria.py
MEM 357.671875 1652244461.1889
MEM 372.960938 1652244461.2894
MEM 372.960938 1652244461.3899
MEM 326.851562 1652244461.4904
MEM 357.671875 1652244461.5915
MEM 362.960938 1652244461.6919
MEM 372.960938 1652244461.7923
MEM 316.851562 1652244461.8928
MEM 326.851562 1652244461.9932
MEM 357.671875 1652244462.0936
MEM 372.960938 1652244462.1941
MEM 372.960938 1652244462.2945
MEM 326.851562 1652244462.3949
MEM 357.414062 1652244462.4952
MEM 372.742188 1652244462.5955
MEM 372.742188 1652244462.6959
MEM 326.851562 1652244462.7963
MEM 357.671875 1652244462.8967
MEM 372.960938 1652244462.9972
MEM 372.960938 1652244463.0975
MEM 320.851562 1652244463.1981
MEM 326.851562 1652244463.2984
MEM 357.671875 1652244463.3989
MEM 372.960938 1652244463.4992
MEM 372.960938 1652244463.5996
MEM 326.851562 1652244463.7000
MEM 357.671875 1652244463.8005
MEM 372.960938 1652244463.9009
MEM 372.960938 1652244464.0013
MEM 326.851562 1652244464.1019
MEM 326.851562 1652244464.2022
MEM 357.671875 1652244464.3052
MEM 372.960938 1652244464.4057
MEM 372.960938 1652244464.5061
MEM 326.851562 1652244464.6065
MEM 357.414062 1652244464.7070
MEM 357.414062 1652244464.8075
MEM 372.742188 1652244464.9080
MEM 372.742188 1652244465.0084
MEM 326.851562 1652244465.1088
MEM 326.851562 1652244465.2093
MEM 357.671875 1652244465.3097
MEM 372.960938 1652244465.4102
MEM 372.960938 1652244465.5107
MEM 372.960938 1652244465.6127
MEM 326.851562 1652244465.7131
MEM 357.671875 1652244465.8135
MEM 372.960938 1652244465.9139
MEM 372.960938 1652244466.0143
MEM 372.960938 1652244466.1146
MEM 326.851562 1652244466.2149
MEM 357.671875 1652244466.3153
MEM 372.960938 1652244466.4158
MEM 372.960938 1652244466.5161
MEM 326.851562 1652244466.6166
MEM 330.886719 1652244466.7169
MEM 357.671875 1652244466.8173
MEM 372.960938 1652244466.9273
MEM 372.960938 1652244467.0277
MEM 357.414062 1652244467.1282
MEM 372.742188 1652244467.2287
MEM 372.742188 1652244467.3291
MEM 372.742188 1652244467.4295
MEM 326.851562 1652244467.5299
MEM 357.671875 1652244467.6303
MEM 372.960938 1652244467.7306
MEM 372.960938 1652244467.8311
MEM 326.851562 1652244467.9316
MEM 357.671875 1652244468.0319
MEM 372.960938 1652244468.1323
MEM 372.960938 1652244468.2326
MEM 314.851562 1652244468.3330
MEM 326.851562 1652244468.4334
MEM 357.671875 1652244468.5338
MEM 372.960938 1652244468.6342
MEM 372.960938 1652244468.7345
MEM 326.851562 1652244468.8370
MEM 357.671875 1652244468.9374
MEM 372.960938 1652244469.0378
MEM 372.960938 1652244469.1381
MEM 326.851562 1652244469.2384
MEM 357.414062 1652244469.3388
MEM 372.742188 1652244469.4392
MEM 372.742188 1652244469.5395
MEM 326.851562 1652244469.6399
MEM 357.671875 1652244469.7402
MEM 372.960938 1652244469.8407
MEM 372.960938 1652244469.9410
MEM 324.851562 1652244470.0415
MEM 357.671875 1652244470.1419
MEM 372.960938 1652244470.2422
MEM 372.960938 1652244470.3427
MEM 372.960938 1652244470.4431
MEM 326.851562 1652244470.5434
MEM 357.671875 1652244470.6440
MEM 372.960938 1652244470.7445
MEM 372.960938 1652244470.8449
MEM 326.851562 1652244470.9454
MEM 326.851562 1652244471.0458
MEM 357.671875 1652244471.1462
MEM 372.960938 1652244471.2466
MEM 372.960938 1652244471.3471
MEM 326.851562 1652244471.4475
MEM 357.414062 1652244471.5478
MEM 372.742188 1652244471.6482
MEM 372.742188 1652244471.7487
MEM 326.851562 1652244471.8507
MEM 326.851562 1652244471.9512
MEM 357.671875 1652244472.0515
MEM 372.960938 1652244472.1520
MEM 372.960938 1652244472.2526
MEM 312.593750 1652244472.3531
MEM 326.851562 1652244472.4536
MEM 357.671875 1652244472.5540
MEM 372.960938 1652244472.6544
MEM 372.960938 1652244472.7547
MEM 316.851562 1652244472.8551
MEM 326.851562 1652244472.9555
MEM 357.671875 1652244473.0560
MEM 372.960938 1652244473.1632
MEM 372.960938 1652244473.2635
MEM 326.851562 1652244473.3638
MEM 357.671875 1652244473.4642
MEM 372.960938 1652244473.5645
MEM 372.960938 1652244473.6648
MEM 326.851562 1652244473.7652
MEM 357.414062 1652244473.8655
MEM 368.960938 1652244473.9659
MEM 372.742188 1652244474.0662
MEM 326.851562 1652244474.1666
MEM 326.851562 1652244474.2669
MEM 357.671875 1652244474.3672
MEM 372.960938 1652244474.4676
MEM 326.851562 1652244474.5680
MEM 344.925781 1652244474.6697
MEM 357.671875 1652244474.7701
MEM 372.960938 1652244474.8706
MEM 372.960938 1652244474.9709
MEM 326.851562 1652244475.0752
MEM 357.671875 1652244475.1756
MEM 372.960938 1652244475.2759
MEM 372.960938 1652244475.3763
MEM 326.851562 1652244475.4766
MEM 357.671875 1652244475.5770
MEM 372.960938 1652244475.6774
MEM 372.960938 1652244475.7777
MEM 326.851562 1652244475.8780
MEM 357.414062 1652244475.9784
MEM 372.742188 1652244476.0787
MEM 372.742188 1652244476.1790
MEM 342.152344 1652244476.2793
MEM 357.671875 1652244476.3797
MEM 372.960938 1652244476.4801
MEM 372.960938 1652244476.5805
MEM 326.851562 1652244476.6809
MEM 357.671875 1652244476.7813
MEM 372.960938 1652244476.8818
MEM 372.960938 1652244476.9833
MEM 326.851562 1652244477.0850
MEM 344.925781 1652244477.1865
MEM 357.671875 1652244477.2869
MEM 372.960938 1652244477.3874
MEM 372.960938 1652244477.4878
MEM 322.851562 1652244477.5881
MEM 357.671875 1652244477.6886
MEM 357.671875 1652244477.7892
MEM 372.960938 1652244477.8896
MEM 372.960938 1652244477.9900
MEM 326.851562 1652244478.0904
MEM 357.414062 1652244478.1907
MEM 372.742188 1652244478.2912
MEM 372.742188 1652244478.3914
MEM 326.851562 1652244478.4917
MEM 357.671875 1652244478.5921
MEM 372.960938 1652244478.6943
MEM 372.960938 1652244478.7946
MEM 326.851562 1652244478.8951
MEM 357.671875 1652244478.9955
MEM 372.960938 1652244479.0960
MEM 372.960938 1652244479.1964
MEM 326.851562 1652244479.2968
MEM 357.671875 1652244479.3972
MEM 372.960938 1652244479.4976
MEM 372.960938 1652244479.6001
MEM 326.851562 1652244479.7005
MEM 357.671875 1652244479.8008
MEM 372.960938 1652244479.9012
MEM 372.960938 1652244480.0015
MEM 326.851562 1652244480.1019
MEM 357.414062 1652244480.2024
MEM 357.414062 1652244480.3028
MEM 372.742188 1652244480.4032
MEM 326.851562 1652244480.5036
MEM 357.671875 1652244480.6040
MEM 372.960938 1652244480.7045
MEM 342.917969 1652244480.8050
MEM 326.851562 1652244480.9054
MEM 357.671875 1652244481.0058
MEM 372.960938 1652244481.1062
MEM 372.960938 1652244481.2066
MEM 326.851562 1652244481.3070
MEM 357.671875 1652244481.4074
MEM 372.960938 1652244481.5098
MEM 324.851562 1652244481.6104
MEM 326.851562 1652244481.7108
MEM 357.671875 1652244481.8113
MEM 372.960938 1652244481.9117
MEM 372.960938 1652244482.0122
MEM 326.851562 1652244482.1128
MEM 357.414062 1652244482.2132
MEM 372.742188 1652244482.3137
MEM 372.742188 1652244482.4140
MEM 372.742188 1652244482.5144
MEM 326.851562 1652244482.6149
MEM 357.671875 1652244482.7153
MEM 372.960938 1652244482.8156
MEM 320.851562 1652244482.9160
MEM 357.671875 1652244483.0165
MEM 372.960938 1652244483.1168
MEM 372.960938 1652244483.2172
MEM 322.851562 1652244483.3175
MEM 326.851562 1652244483.4179
MEM 357.671875 1652244483.5183
MEM 372.960938 1652244483.6188
MEM 372.960938 1652244483.7192
MEM 326.851562 1652244483.8196
MEM 326.851562 1652244483.9199
MEM 357.671875 1652244484.0203
MEM 372.960938 1652244484.1207
MEM 372.960938 1652244484.2210
MEM 357.414062 1652244484.3213
MEM 372.742188 1652244484.4217
MEM 372.742188 1652244484.5221
MEM 311.824219 1652244484.6225
MEM 357.671875 1652244484.7228
MEM 372.960938 1652244484.8232
MEM 372.960938 1652244484.9235
MEM 326.851562 1652244485.0238
MEM 357.671875 1652244485.1242
MEM 372.960938 1652244485.2247
MEM 372.960938 1652244485.3252
MEM 318.851562 1652244485.4256
MEM 326.851562 1652244485.5260
MEM 357.671875 1652244485.6264
MEM 372.960938 1652244485.7268
MEM 372.960938 1652244485.8272
MEM 326.851562 1652244485.9276
MEM 357.671875 1652244486.0280
MEM 372.960938 1652244486.1284
MEM 372.960938 1652244486.2288
MEM 314.851562 1652244486.3292
MEM 326.851562 1652244486.4296
MEM 357.414062 1652244486.5301
MEM 372.742188 1652244486.6306
MEM 372.742188 1652244486.7311
MEM 372.742188 1652244486.8315
MEM 326.851562 1652244486.9330
MEM 357.671875 1652244487.0334
MEM 372.960938 1652244487.1338
MEM 372.960938 1652244487.2342
MEM 311.824219 1652244487.3346
MEM 357.671875 1652244487.4352
MEM 357.671875 1652244487.5356
MEM 372.960938 1652244487.6360
MEM 372.960938 1652244487.7363
MEM 326.851562 1652244487.8367
MEM 326.851562 1652244487.9371
MEM 357.671875 1652244488.0375
MEM 372.960938 1652244488.1379
MEM 372.960938 1652244488.2382
MEM 326.851562 1652244488.3387
MEM 336.886719 1652244488.4391
MEM 357.671875 1652244488.5396
MEM 372.960938 1652244488.6400
MEM 372.960938 1652244488.7404
MEM 326.851562 1652244488.8408
MEM 357.414062 1652244488.9412
MEM 372.742188 1652244489.0417
MEM 372.742188 1652244489.1421
MEM 326.851562 1652244489.2424
MEM 357.671875 1652244489.3428
MEM 372.960938 1652244489.4432
MEM 372.960938 1652244489.5436
MEM 326.851562 1652244489.6440
MEM 357.671875 1652244489.7447
MEM 372.960938 1652244489.8452
MEM 372.960938 1652244489.9456
MEM 322.851562 1652244490.0460
MEM 357.671875 1652244490.1464
MEM 372.960938 1652244490.2468
MEM 372.960938 1652244490.3471
MEM 372.960938 1652244490.4474
MEM 326.851562 1652244490.5478
MEM 357.671875 1652244490.6482
MEM 372.960938 1652244490.7486
MEM 372.960938 1652244490.8491
MEM 326.851562 1652244490.9496
MEM 326.851562 1652244491.0500
MEM 357.414062 1652244491.1504
MEM 372.742188 1652244491.2508
MEM 372.742188 1652244491.3513
MEM 326.851562 1652244491.4518
MEM 357.671875 1652244491.5535
MEM 357.671875 1652244491.6540
MEM 372.960938 1652244491.7544
MEM 372.960938 1652244491.8549
MEM 326.851562 1652244491.9553
MEM 357.671875 1652244492.0557
MEM 372.960938 1652244492.1564
MEM 372.960938 1652244492.2568
MEM 326.851562 1652244492.3571
MEM 338.886719 1652244492.4575
MEM 364.960938 1652244492.5579
MEM 372.960938 1652244492.6582
MEM 326.851562 1652244492.7587
MEM 326.851562 1652244492.8591
MEM 357.671875 1652244492.9595
MEM 372.960938 1652244493.0618
MEM 324.851562 1652244493.1623
MEM 357.414062 1652244493.2627
MEM 372.742188 1652244493.3632
MEM 372.742188 1652244493.4636
MEM 314.851562 1652244493.5640
MEM 326.851562 1652244493.6644
MEM 357.671875 1652244493.7648
MEM 372.960938 1652244493.8652
MEM 311.824219 1652244493.9656
MEM 326.851562 1652244494.0660
MEM 357.671875 1652244494.1665
MEM 372.960938 1652244494.2669
MEM 372.960938 1652244494.3671
MEM 326.851562 1652244494.4675
MEM 357.671875 1652244494.5679
MEM 372.960938 1652244494.6682
MEM 372.960938 1652244494.7686
MEM 326.851562 1652244494.8690
MEM 357.671875 1652244494.9694
MEM 372.960938 1652244495.0698
MEM 372.960938 1652244495.1703
MEM 326.851562 1652244495.2707
MEM 326.851562 1652244495.3711
MEM 357.414062 1652244495.4715
MEM 372.742188 1652244495.5792
MEM 372.742188 1652244495.6797
MEM 326.851562 1652244495.7801
MEM 357.671875 1652244495.8806
MEM 372.960938 1652244495.9811
MEM 372.960938 1652244496.0815
MEM 326.851562 1652244496.1826
MEM 326.851562 1652244496.2830
MEM 357.671875 1652244496.3835
MEM 372.960938 1652244496.4839
MEM 318.851562 1652244496.5842
MEM 326.851562 1652244496.6846
MEM 357.671875 1652244496.7850
MEM 372.960938 1652244496.8855
MEM 320.851562 1652244496.9860
MEM 357.671875 1652244497.0877
MEM 372.960938 1652244497.1882
MEM 372.960938 1652244497.2886
MEM 326.851562 1652244497.3890
MEM 326.851562 1652244497.4893
MEM 357.414062 1652244497.5897
MEM 372.742188 1652244497.6921
MEM 316.851562 1652244497.7925
MEM 326.851562 1652244497.8929
MEM 357.671875 1652244497.9933
MEM 372.960938 1652244498.0937
MEM 326.851562 1652244498.1940
MEM 342.152344 1652244498.2945
MEM 372.960938 1652244498.3949
MEM 372.960938 1652244498.4952
MEM 372.960938 1652244498.5956
MEM 326.851562 1652244498.6959
MEM 357.671875 1652244498.7963
MEM 372.960938 1652244498.8967
MEM 326.851562 1652244498.9971
MEM 357.671875 1652244499.0974
MEM 372.960938 1652244499.1978
MEM 372.960938 1652244499.2980
MEM 326.851562 1652244499.3985
MEM 357.414062 1652244499.4988
MEM 372.742188 1652244499.5991
MEM 372.742188 1652244499.7014
MEM 326.851562 1652244499.8017
MEM 357.671875 1652244499.9021
MEM 372.960938 1652244500.0027
MEM 372.960938 1652244500.1033
MEM 372.960938 1652244500.2042
MEM 326.851562 1652244500.3046
MEM 357.671875 1652244500.4050
MEM 357.671875 1652244500.5055
MEM 372.960938 1652244500.6059
MEM 372.960938 1652244500.7064
MEM 312.851562 1652244500.8068
MEM 326.851562 1652244500.9072
MEM 357.671875 1652244501.0076
MEM 372.960938 1652244501.1081
MEM 372.960938 1652244501.2085
MEM 324.851562 1652244501.3089
MEM 326.851562 1652244501.4092
MEM 357.671875 1652244501.5096
MEM 372.960938 1652244501.6100
MEM 312.078125 1652244501.7103
MEM 326.851562 1652244501.8107
MEM 357.414062 1652244501.9110
MEM 372.742188 1652244502.0114
MEM 311.824219 1652244502.1118
MEM 326.851562 1652244502.2123
MEM 357.671875 1652244502.3127
MEM 372.960938 1652244502.4131
MEM 372.960938 1652244502.5165
MEM 326.851562 1652244502.6168
MEM 357.671875 1652244502.7172
MEM 372.960938 1652244502.8177
MEM 372.960938 1652244502.9181
MEM 326.851562 1652244503.0185
MEM 357.671875 1652244503.1189
MEM 372.960938 1652244503.2192
MEM 372.960938 1652244503.3196
MEM 326.851562 1652244503.4200
MEM 328.628906 1652244503.5203
MEM 357.671875 1652244503.6207
MEM 372.960938 1652244503.7210
MEM 372.960938 1652244503.8214
MEM 357.414062 1652244503.9218
MEM 372.742188 1652244504.0222
MEM 372.742188 1652244504.1232
MEM 318.851562 1652244504.2235
MEM 326.851562 1652244504.3238
MEM 357.671875 1652244504.4243
MEM 372.960938 1652244504.5249
MEM 372.960938 1652244504.6253
MEM 318.851562 1652244504.7263
MEM 326.851562 1652244504.8267
MEM 357.671875 1652244504.9271
MEM 372.960938 1652244505.0275
MEM 372.960938 1652244505.1279
MEM 372.960938 1652244505.2283
MEM 326.851562 1652244505.3288
MEM 357.671875 1652244505.4292
MEM 372.960938 1652244505.5297
MEM 372.960938 1652244505.6300
MEM 318.851562 1652244505.7305
MEM 326.851562 1652244505.8330
MEM 357.671875 1652244505.9334
MEM 372.960938 1652244506.0338
MEM 311.824219 1652244506.1342
MEM 342.152344 1652244506.2346
MEM 357.414062 1652244506.3350
MEM 372.742188 1652244506.4355
MEM 372.742188 1652244506.5359
MEM 326.851562 1652244506.6362
MEM 357.671875 1652244506.7366
MEM 372.960938 1652244506.8370
MEM 318.851562 1652244506.9375
MEM 357.671875 1652244507.0379
MEM 372.960938 1652244507.1383
MEM 372.960938 1652244507.2387
MEM 326.851562 1652244507.3391
MEM 342.152344 1652244507.4395
MEM 357.671875 1652244507.5399
MEM 372.960938 1652244507.6403
MEM 372.960938 1652244507.7407
MEM 352.925781 1652244507.8421
MEM 357.671875 1652244507.9425
MEM 372.960938 1652244508.0429
MEM 311.824219 1652244508.1432
MEM 326.851562 1652244508.2437
MEM 357.414062 1652244508.3441
MEM 372.742188 1652244508.4445
MEM 372.742188 1652244508.5448
MEM 357.671875 1652244508.6452
MEM 372.960938 1652244508.7457
MEM 372.960938 1652244508.8461
MEM 326.851562 1652244508.9465
MEM 357.671875 1652244509.0470
MEM 368.960938 1652244509.1474
MEM 372.960938 1652244509.2478
MEM 372.960938 1652244509.3483
MEM 326.851562 1652244509.4495
MEM 357.671875 1652244509.5501
MEM 370.960938 1652244509.6507
MEM 372.960938 1652244509.7512
MEM 372.960938 1652244509.8516
MEM 326.851562 1652244509.9519
MEM 342.152344 1652244510.0524
MEM 357.671875 1652244510.1528
MEM 372.960938 1652244510.2532
MEM 372.960938 1652244510.3536
MEM 326.851562 1652244510.4539
MEM 357.414062 1652244510.5543
MEM 372.742188 1652244510.6547
MEM 372.742188 1652244510.7551
MEM 326.851562 1652244510.8555
MEM 357.671875 1652244510.9559
MEM 372.960938 1652244511.0563
MEM 372.960938 1652244511.1566
MEM 326.851562 1652244511.2570
MEM 357.671875 1652244511.3574
MEM 372.960938 1652244511.4578
MEM 372.960938 1652244511.5581
MEM 326.851562 1652244511.6586
MEM 357.671875 1652244511.7590
MEM 372.960938 1652244511.8595
MEM 372.960938 1652244511.9599
MEM 326.851562 1652244512.0605
MEM 342.152344 1652244512.1609
MEM 357.671875 1652244512.2613
MEM 372.960938 1652244512.3618
MEM 326.851562 1652244512.4623
MEM 357.414062 1652244512.5627
MEM 372.742188 1652244512.6631
MEM 372.742188 1652244512.7635
MEM 326.851562 1652244512.8639
MEM 357.671875 1652244512.9642
MEM 370.960938 1652244513.0646
MEM 372.960938 1652244513.1650
MEM 326.851562 1652244513.2653
MEM 357.671875 1652244513.3657
MEM 372.960938 1652244513.4661
MEM 372.960938 1652244513.5664
MEM 326.851562 1652244513.6669
MEM 357.671875 1652244513.7672
MEM 372.960938 1652244513.8676
MEM 372.960938 1652244513.9702
MEM 326.851562 1652244514.0707
MEM 357.671875 1652244514.1736
MEM 372.960938 1652244514.2741
MEM 372.960938 1652244514.3746
MEM 312.335938 1652244514.4750
MEM 326.851562 1652244514.5754
MEM 357.414062 1652244514.6758
MEM 372.742188 1652244514.7764
MEM 372.742188 1652244514.8768
MEM 314.851562 1652244514.9780
MEM 326.851562 1652244515.0783
MEM 357.671875 1652244515.1787
MEM 372.960938 1652244515.2791
MEM 372.960938 1652244515.3796
MEM 326.851562 1652244515.4800
MEM 326.851562 1652244515.5802
MEM 357.671875 1652244515.6806
MEM 372.960938 1652244515.7810
MEM 326.851562 1652244515.8814
MEM 357.671875 1652244515.9817
MEM 372.960938 1652244516.0822
MEM 372.960938 1652244516.1825
MEM 312.851562 1652244516.2829
MEM 326.851562 1652244516.3832
MEM 357.671875 1652244516.4835
MEM 372.960938 1652244516.5839
MEM 372.960938 1652244516.6842
MEM 326.851562 1652244516.7845
MEM 357.414062 1652244516.8849
MEM 372.742188 1652244516.9853
MEM 372.742188 1652244517.0856
MEM 322.851562 1652244517.1860
MEM 326.851562 1652244517.2864
MEM 357.671875 1652244517.3868
MEM 372.960938 1652244517.4898
MEM 372.960938 1652244517.5902
MEM 326.851562 1652244517.6906
MEM 326.851562 1652244517.7910
MEM 357.671875 1652244517.8914
MEM 372.960938 1652244517.9918
MEM 316.851562 1652244518.0922
MEM 326.851562 1652244518.1925
MEM 357.671875 1652244518.2930
MEM 372.960938 1652244518.3934
MEM 326.851562 1652244518.4939
MEM 326.851562 1652244518.5943
MEM 357.671875 1652244518.6947
MEM 372.960938 1652244518.7950
MEM 311.824219 1652244518.8954
MEM 349.878906 1652244518.9958
MEM 349.878906 1652244519.0962
MEM 369.132812 1652244519.1967
MEM 369.332031 1652244519.2972
MEM 369.464844 1652244519.3976
MEM 369.464844 1652244519.4981
MEM 369.464844 1652244519.5990
MEM 369.464844 1652244519.6993
MEM 369.464844 1652244519.7997
MEM 369.656250 1652244519.9001
MEM 369.656250 1652244520.0004
MEM 369.656250 1652244520.1008
MEM 369.656250 1652244520.2012
MEM 369.656250 1652244520.3016
MEM 369.656250 1652244520.4020
MEM 369.656250 1652244520.5023
MEM 369.656250 1652244520.6027
MEM 369.656250 1652244520.7031
MEM 369.656250 1652244520.8034
MEM 369.656250 1652244520.9038
MEM 369.656250 1652244521.0041
MEM 369.867188 1652244521.1044
MEM 370.152344 1652244521.2048
MEM 370.152344 1652244521.3051
MEM 370.152344 1652244521.4055
MEM 370.152344 1652244521.5058
MEM 370.152344 1652244521.6062
MEM 370.152344 1652244521.7065
MEM 370.152344 1652244521.8069
MEM 370.152344 1652244521.9071
MEM 370.152344 1652244522.0075
MEM 370.152344 1652244522.1079
MEM 370.152344 1652244522.2082
MEM 370.152344 1652244522.3086
MEM 370.152344 1652244522.4090
MEM 370.152344 1652244522.5093
MEM 370.152344 1652244522.6097
MEM 370.152344 1652244522.7100
MEM 370.152344 1652244522.8103
MEM 370.152344 1652244522.9108
MEM 370.152344 1652244523.0111
MEM 370.152344 1652244523.1115
MEM 370.152344 1652244523.2119
MEM 370.152344 1652244523.3123
MEM 370.152344 1652244523.4127
MEM 370.152344 1652244523.5131
MEM 370.152344 1652244523.6134
MEM 370.152344 1652244523.7138
MEM 370.152344 1652244523.8141
MEM 370.152344 1652244523.9144
MEM 370.152344 1652244524.0147
MEM 370.152344 1652244524.1151
MEM 370.152344 1652244524.2155
MEM 370.152344 1652244524.3158
MEM 370.152344 1652244524.4162
MEM 370.152344 1652244524.5165
MEM 370.152344 1652244524.6169
MEM 370.152344 1652244524.7172
MEM 370.152344 1652244524.8176
MEM 370.152344 1652244524.9179
MEM 370.152344 1652244525.0183
MEM 370.152344 1652244525.1186
MEM 370.152344 1652244525.2190
MEM 370.152344 1652244525.3193
MEM 370.152344 1652244525.4197
MEM 370.152344 1652244525.5200
MEM 370.152344 1652244525.6203
MEM 370.152344 1652244525.7207
MEM 370.152344 1652244525.8215
MEM 370.152344 1652244525.9218
MEM 370.152344 1652244526.0223
MEM 370.152344 1652244526.1245
MEM 370.152344 1652244526.2249
MEM 370.152344 1652244526.3253
MEM 370.152344 1652244526.4271
MEM 370.152344 1652244526.5275
MEM 370.152344 1652244526.6279
MEM 370.152344 1652244526.7282
MEM 370.152344 1652244526.8285
MEM 370.152344 1652244526.9289
MEM 370.152344 1652244527.0293
MEM 370.152344 1652244527.1295
MEM 370.152344 1652244527.2298
MEM 370.152344 1652244527.3300
MEM 370.152344 1652244527.4303
MEM 370.152344 1652244527.5306
MEM 370.152344 1652244527.6308
MEM 370.152344 1652244527.7311
MEM 370.152344 1652244527.8314
MEM 370.152344 1652244527.9317
MEM 370.152344 1652244528.0319
MEM 370.152344 1652244528.1323
MEM 370.152344 1652244528.2326
MEM 370.152344 1652244528.3329
MEM 370.152344 1652244528.4333
MEM 370.152344 1652244528.5336
MEM 370.152344 1652244528.6338
MEM 370.152344 1652244528.7341
MEM 370.152344 1652244528.8345
MEM 370.152344 1652244528.9348
MEM 370.152344 1652244529.0351
MEM 370.152344 1652244529.1354
MEM 370.152344 1652244529.2358
MEM 370.152344 1652244529.3362
MEM 370.152344 1652244529.4365
MEM 370.152344 1652244529.5368
MEM 370.152344 1652244529.6372
MEM 370.152344 1652244529.7376
MEM 370.152344 1652244529.8380
MEM 370.152344 1652244529.9384
MEM 370.152344 1652244530.0388
MEM 370.152344 1652244530.1392
MEM 370.152344 1652244530.2395
MEM 370.152344 1652244530.3399
MEM 370.152344 1652244530.4403
MEM 370.152344 1652244530.5407
MEM 370.152344 1652244530.6410
MEM 370.152344 1652244530.7414
MEM 370.152344 1652244530.8417
MEM 370.152344 1652244530.9421
MEM 370.152344 1652244531.0424
MEM 370.152344 1652244531.1428
MEM 370.152344 1652244531.2431
MEM 370.152344 1652244531.3435
MEM 370.152344 1652244531.4438
MEM 370.152344 1652244531.5442
MEM 370.152344 1652244531.6445
MEM 370.152344 1652244531.7449
MEM 370.152344 1652244531.8453
MEM 370.152344 1652244531.9457
MEM 370.152344 1652244532.0460
MEM 370.152344 1652244532.1463
MEM 370.152344 1652244532.2466
MEM 370.152344 1652244532.3469
MEM 370.152344 1652244532.4473
MEM 370.152344 1652244532.5476
MEM 370.152344 1652244532.6480
MEM 370.152344 1652244532.7483
MEM 370.152344 1652244532.8487
MEM 370.152344 1652244532.9490
MEM 370.152344 1652244533.0494
MEM 370.152344 1652244533.1498
MEM 370.152344 1652244533.2502
MEM 370.152344 1652244533.3506
MEM 370.152344 1652244533.4510
MEM 370.152344 1652244533.5514
MEM 370.152344 1652244533.6517
MEM 370.152344 1652244533.7521
MEM 370.152344 1652244533.8524
MEM 370.152344 1652244533.9528
MEM 370.152344 1652244534.0531
MEM 370.152344 1652244534.1535
MEM 370.152344 1652244534.2539
MEM 370.152344 1652244534.3542
MEM 370.152344 1652244534.4545
MEM 370.152344 1652244534.5549
MEM 370.152344 1652244534.6551
MEM 370.152344 1652244534.7554
MEM 370.152344 1652244534.8558
MEM 370.152344 1652244534.9562
MEM 370.152344 1652244535.0566
MEM 370.152344 1652244535.1569
MEM 370.152344 1652244535.2573
MEM 370.152344 1652244535.3577
MEM 370.152344 1652244535.4580
MEM 370.152344 1652244535.5584
MEM 370.152344 1652244535.6588
MEM 370.152344 1652244535.7591
MEM 370.152344 1652244535.8596
MEM 370.152344 1652244535.9600
MEM 370.152344 1652244536.0604
MEM 370.152344 1652244536.1607
MEM 370.152344 1652244536.2611
MEM 370.152344 1652244536.3615
MEM 370.152344 1652244536.4619
MEM 370.152344 1652244536.5622
MEM 370.152344 1652244536.6625
MEM 370.152344 1652244536.7629
MEM 370.152344 1652244536.8631
MEM 370.152344 1652244536.9635
MEM 370.152344 1652244537.0639
MEM 370.152344 1652244537.1642
MEM 370.152344 1652244537.2645
MEM 370.152344 1652244537.3648
MEM 370.152344 1652244537.4652
MEM 370.152344 1652244537.5656
MEM 370.152344 1652244537.6660
MEM 370.152344 1652244537.7663
MEM 370.152344 1652244537.8667
MEM 370.152344 1652244537.9671
MEM 370.152344 1652244538.0674
MEM 370.152344 1652244538.1678
MEM 370.152344 1652244538.2681
MEM 370.152344 1652244538.3685
MEM 370.152344 1652244538.4688
MEM 370.152344 1652244538.5692
MEM 370.152344 1652244538.6695
MEM 370.152344 1652244538.7698
MEM 370.152344 1652244538.8702
MEM 370.152344 1652244538.9706
MEM 370.152344 1652244539.0710
MEM 370.152344 1652244539.1714
MEM 370.152344 1652244539.2719
MEM 370.152344 1652244539.3723
MEM 370.152344 1652244539.4726
MEM 370.152344 1652244539.5730
MEM 370.152344 1652244539.6734
MEM 370.152344 1652244539.7737
MEM 370.152344 1652244539.8740
MEM 370.152344 1652244539.9742
MEM 370.152344 1652244540.0745
MEM 370.152344 1652244540.1748
MEM 370.152344 1652244540.2751
MEM 370.152344 1652244540.3753
MEM 370.152344 1652244540.4756
MEM 370.152344 1652244540.5759
MEM 370.152344 1652244540.6761
MEM 370.152344 1652244540.7764
MEM 370.152344 1652244540.8766
MEM 370.152344 1652244540.9769
MEM 370.152344 1652244541.0772
MEM 370.152344 1652244541.1775
MEM 370.152344 1652244541.2777
MEM 370.152344 1652244541.3780
MEM 370.152344 1652244541.4782
MEM 370.152344 1652244541.5784
MEM 370.152344 1652244541.6791
MEM 370.152344 1652244541.7794
MEM 370.152344 1652244541.8798
MEM 370.152344 1652244541.9801
MEM 370.152344 1652244542.0805
MEM 370.152344 1652244542.1810
MEM 370.152344 1652244542.2819
MEM 370.152344 1652244542.3823
MEM 370.152344 1652244542.4827
MEM 370.152344 1652244542.5831
MEM 370.152344 1652244542.6835
MEM 370.152344 1652244542.7838
MEM 370.152344 1652244542.8842
MEM 370.152344 1652244542.9845
MEM 370.152344 1652244543.0849
MEM 370.152344 1652244543.1853
MEM 370.152344 1652244543.2857
MEM 370.152344 1652244543.3860
MEM 370.152344 1652244543.4864
MEM 370.152344 1652244543.5867
