CMDLINE /usr/bin/python3 scripts/Lasso-SVM-TARA.py
MEM 293.375000 1652295588.0900
MEM 293.375000 1652295588.1905
MEM 293.375000 1652295588.2909
MEM 293.375000 1652295588.3912
MEM 293.375000 1652295588.4916
MEM 293.375000 1652295588.5920
MEM 293.375000 1652295588.6925
MEM 293.375000 1652295588.7929
MEM 293.375000 1652295588.8933
MEM 293.375000 1652295588.9938
MEM 293.375000 1652295589.0942
MEM 293.375000 1652295589.1947
MEM 293.375000 1652295589.2951
MEM 293.375000 1652295589.3955
MEM 293.375000 1652295589.4959
MEM 293.375000 1652295589.5963
MEM 293.375000 1652295589.6967
MEM 293.375000 1652295589.7972
MEM 293.375000 1652295589.8975
MEM 293.375000 1652295589.9979
MEM 293.375000 1652295590.0984
MEM 293.375000 1652295590.1990
MEM 293.375000 1652295590.2994
MEM 293.375000 1652295590.3998
MEM 293.375000 1652295590.5003
MEM 293.375000 1652295590.6008
MEM 293.375000 1652295590.7013
MEM 293.375000 1652295590.8017
MEM 293.375000 1652295590.9022
MEM 293.375000 1652295591.0027
MEM 293.375000 1652295591.1032
MEM 293.375000 1652295591.2036
MEM 293.375000 1652295591.3041
MEM 293.375000 1652295591.4046
MEM 293.375000 1652295591.5051
MEM 293.375000 1652295591.6055
MEM 293.375000 1652295591.7059
MEM 293.375000 1652295591.8064
MEM 293.375000 1652295591.9068
MEM 293.375000 1652295592.0072
MEM 293.375000 1652295592.1077
MEM 293.375000 1652295592.2082
MEM 293.375000 1652295592.3089
MEM 293.375000 1652295592.4093
MEM 293.375000 1652295592.5098
MEM 293.375000 1652295592.6103
MEM 293.375000 1652295592.7108
MEM 293.375000 1652295592.8113
MEM 293.375000 1652295592.9118
MEM 293.375000 1652295593.0122
MEM 293.375000 1652295593.1127
MEM 293.375000 1652295593.2132
MEM 293.375000 1652295593.3137
MEM 293.375000 1652295593.4141
MEM 293.375000 1652295593.5146
MEM 293.375000 1652295593.6151
MEM 293.375000 1652295593.7155
MEM 293.375000 1652295593.8174
MEM 293.375000 1652295593.9178
MEM 293.375000 1652295594.0183
MEM 293.375000 1652295594.1188
MEM 293.375000 1652295594.2192
MEM 293.375000 1652295594.3196
MEM 293.375000 1652295594.4201
MEM 293.375000 1652295594.5206
MEM 293.375000 1652295594.6211
MEM 293.375000 1652295594.7215
MEM 293.375000 1652295594.8220
MEM 293.375000 1652295594.9224
MEM 293.375000 1652295595.0230
MEM 293.375000 1652295595.1235
MEM 293.375000 1652295595.2239
MEM 293.375000 1652295595.3243
MEM 293.375000 1652295595.4248
MEM 293.375000 1652295595.5251
MEM 293.375000 1652295595.6256
MEM 293.375000 1652295595.7260
MEM 293.375000 1652295595.8264
MEM 293.375000 1652295595.9269
MEM 293.375000 1652295596.0273
MEM 293.375000 1652295596.1277
MEM 293.375000 1652295596.2282
MEM 293.375000 1652295596.3287
MEM 293.375000 1652295596.4291
MEM 293.375000 1652295596.5295
MEM 293.375000 1652295596.6300
MEM 293.375000 1652295596.7304
MEM 293.375000 1652295596.8309
MEM 293.375000 1652295596.9312
MEM 293.375000 1652295597.0316
MEM 293.375000 1652295597.1321
MEM 293.375000 1652295597.2325
MEM 293.375000 1652295597.3330
MEM 293.375000 1652295597.4334
MEM 293.375000 1652295597.5339
MEM 293.375000 1652295597.6342
MEM 293.375000 1652295597.7347
MEM 293.375000 1652295597.8352
MEM 293.375000 1652295597.9357
MEM 293.375000 1652295598.0362
MEM 293.375000 1652295598.1368
MEM 293.375000 1652295598.2372
MEM 293.375000 1652295598.3376
MEM 293.375000 1652295598.4380
MEM 293.375000 1652295598.5384
MEM 293.375000 1652295598.6388
MEM 293.375000 1652295598.7393
MEM 293.375000 1652295598.8397
MEM 293.375000 1652295598.9402
MEM 293.375000 1652295599.0407
MEM 293.375000 1652295599.1412
MEM 293.375000 1652295599.2417
MEM 293.375000 1652295599.3423
MEM 293.375000 1652295599.4428
MEM 293.375000 1652295599.5432
MEM 293.375000 1652295599.6436
MEM 293.375000 1652295599.7440
MEM 293.375000 1652295599.8445
MEM 293.375000 1652295599.9451
MEM 293.375000 1652295600.0455
MEM 293.375000 1652295600.1458
MEM 293.375000 1652295600.2463
MEM 293.375000 1652295600.3468
MEM 293.375000 1652295600.4473
MEM 293.375000 1652295600.5478
MEM 293.375000 1652295600.6483
MEM 293.375000 1652295600.7488
MEM 293.375000 1652295600.8493
MEM 293.375000 1652295600.9497
MEM 293.375000 1652295601.0502
MEM 293.375000 1652295601.1508
MEM 293.375000 1652295601.2512
MEM 293.375000 1652295601.3515
MEM 293.375000 1652295601.4521
MEM 293.375000 1652295601.5525
MEM 293.375000 1652295601.6529
MEM 293.375000 1652295601.7533
MEM 293.375000 1652295601.8537
MEM 293.375000 1652295601.9541
MEM 293.375000 1652295602.0545
MEM 293.375000 1652295602.1549
MEM 293.375000 1652295602.2553
MEM 293.375000 1652295602.3558
MEM 293.375000 1652295602.4563
MEM 293.375000 1652295602.5567
MEM 293.375000 1652295602.6572
MEM 293.375000 1652295602.7576
MEM 293.375000 1652295602.8580
MEM 293.375000 1652295602.9586
MEM 293.375000 1652295603.0590
MEM 293.375000 1652295603.1595
MEM 293.375000 1652295603.2600
MEM 293.375000 1652295603.3605
MEM 293.375000 1652295603.4609
MEM 293.375000 1652295603.5614
MEM 293.375000 1652295603.6619
MEM 293.375000 1652295603.7623
MEM 293.375000 1652295603.8627
MEM 293.375000 1652295603.9631
MEM 293.375000 1652295604.0636
MEM 293.375000 1652295604.1641
MEM 293.375000 1652295604.2645
MEM 293.375000 1652295604.3650
MEM 293.375000 1652295604.4654
MEM 293.375000 1652295604.5658
MEM 293.375000 1652295604.6663
MEM 293.375000 1652295604.7668
MEM 293.375000 1652295604.8673
MEM 293.375000 1652295604.9677
MEM 293.375000 1652295605.0681
MEM 293.375000 1652295605.1685
MEM 293.375000 1652295605.2690
MEM 293.375000 1652295605.3694
MEM 293.375000 1652295605.4699
MEM 293.375000 1652295605.5703
MEM 293.375000 1652295605.6708
MEM 293.375000 1652295605.7712
MEM 293.375000 1652295605.8718
MEM 293.375000 1652295605.9724
MEM 293.375000 1652295606.0728
MEM 293.375000 1652295606.1732
MEM 293.375000 1652295606.2736
MEM 293.375000 1652295606.3740
MEM 293.375000 1652295606.4744
MEM 293.375000 1652295606.5748
MEM 293.375000 1652295606.6753
MEM 293.375000 1652295606.7758
MEM 293.375000 1652295606.8762
MEM 293.375000 1652295606.9766
MEM 293.375000 1652295607.0772
MEM 293.375000 1652295607.1776
MEM 293.375000 1652295607.2781
MEM 293.375000 1652295607.3785
MEM 293.375000 1652295607.4790
MEM 293.375000 1652295607.5801
MEM 293.375000 1652295607.6807
MEM 293.375000 1652295607.7811
MEM 293.375000 1652295607.8816
MEM 293.375000 1652295607.9819
MEM 293.375000 1652295608.0824
MEM 293.375000 1652295608.1828
MEM 293.375000 1652295608.2832
MEM 293.375000 1652295608.3836
MEM 293.375000 1652295608.4840
MEM 293.375000 1652295608.5844
MEM 293.375000 1652295608.6848
MEM 293.375000 1652295608.7852
MEM 293.375000 1652295608.8856
MEM 293.375000 1652295608.9861
MEM 293.375000 1652295609.0865
MEM 293.375000 1652295609.1869
MEM 293.375000 1652295609.2873
MEM 293.375000 1652295609.3877
MEM 293.375000 1652295609.4882
MEM 293.375000 1652295609.5887
MEM 293.375000 1652295609.6892
MEM 293.375000 1652295609.7896
MEM 293.375000 1652295609.8901
MEM 293.375000 1652295609.9906
MEM 293.375000 1652295610.0911
MEM 293.375000 1652295610.1915
MEM 293.375000 1652295610.2918
MEM 293.375000 1652295610.3922
MEM 293.375000 1652295610.4927
MEM 293.375000 1652295610.5931
MEM 293.375000 1652295610.6936
MEM 293.375000 1652295610.7941
MEM 293.375000 1652295610.8946
MEM 293.375000 1652295610.9951
MEM 293.375000 1652295611.0956
MEM 293.375000 1652295611.1959
MEM 293.375000 1652295611.2963
MEM 293.375000 1652295611.3968
MEM 293.375000 1652295611.4973
MEM 293.375000 1652295611.5977
MEM 293.375000 1652295611.6982
MEM 293.375000 1652295611.7986
MEM 293.375000 1652295611.8990
MEM 293.375000 1652295611.9994
MEM 293.375000 1652295612.0999
MEM 293.375000 1652295612.2002
MEM 293.375000 1652295612.3007
MEM 293.375000 1652295612.4011
MEM 293.375000 1652295612.5015
MEM 293.375000 1652295612.6019
MEM 293.375000 1652295612.7024
MEM 293.375000 1652295612.8029
MEM 293.375000 1652295612.9033
MEM 293.375000 1652295613.0037
MEM 293.375000 1652295613.1041
MEM 293.375000 1652295613.2046
MEM 293.375000 1652295613.3051
MEM 293.375000 1652295613.4055
MEM 293.375000 1652295613.5059
MEM 293.375000 1652295613.6063
MEM 293.375000 1652295613.7068
MEM 293.375000 1652295613.8072
MEM 293.375000 1652295613.9077
MEM 293.375000 1652295614.0081
MEM 293.375000 1652295614.1086
MEM 293.375000 1652295614.2091
MEM 293.375000 1652295614.3095
MEM 293.375000 1652295614.4099
MEM 293.375000 1652295614.5104
MEM 293.375000 1652295614.6109
MEM 293.375000 1652295614.7114
MEM 293.375000 1652295614.8119
MEM 293.375000 1652295614.9123
MEM 293.375000 1652295615.0128
MEM 293.375000 1652295615.1131
MEM 293.375000 1652295615.2135
MEM 293.375000 1652295615.3139
MEM 293.375000 1652295615.4145
MEM 293.375000 1652295615.5150
MEM 293.375000 1652295615.6154
MEM 293.375000 1652295615.7158
MEM 293.375000 1652295615.8164
MEM 293.375000 1652295615.9168
MEM 293.375000 1652295616.0173
MEM 293.375000 1652295616.1177
MEM 293.375000 1652295616.2181
MEM 293.375000 1652295616.3185
MEM 293.375000 1652295616.4190
MEM 293.375000 1652295616.5194
MEM 293.375000 1652295616.6200
MEM 293.375000 1652295616.7204
MEM 293.375000 1652295616.8208
MEM 293.375000 1652295616.9212
MEM 293.375000 1652295617.0216
MEM 293.375000 1652295617.1221
MEM 293.375000 1652295617.2225
MEM 293.375000 1652295617.3229
MEM 293.375000 1652295617.4233
MEM 293.375000 1652295617.5238
MEM 293.375000 1652295617.6243
MEM 293.375000 1652295617.7248
MEM 293.375000 1652295617.8253
MEM 293.375000 1652295617.9257
MEM 293.375000 1652295618.0262
MEM 293.375000 1652295618.1267
MEM 293.375000 1652295618.2271
MEM 293.375000 1652295618.3276
MEM 293.375000 1652295618.4281
MEM 293.375000 1652295618.5285
MEM 293.375000 1652295618.6288
MEM 293.375000 1652295618.7293
MEM 293.375000 1652295618.8297
MEM 293.375000 1652295618.9301
MEM 293.375000 1652295619.0305
MEM 293.375000 1652295619.1310
MEM 293.375000 1652295619.2314
MEM 293.375000 1652295619.3318
MEM 293.375000 1652295619.4322
MEM 293.375000 1652295619.5326
MEM 293.375000 1652295619.6331
MEM 293.375000 1652295619.7334
MEM 293.375000 1652295619.8338
MEM 293.375000 1652295619.9342
MEM 293.375000 1652295620.0346
MEM 293.375000 1652295620.1351
MEM 293.375000 1652295620.2354
MEM 293.375000 1652295620.3359
MEM 293.375000 1652295620.4362
MEM 293.375000 1652295620.5366
MEM 293.375000 1652295620.6371
MEM 293.375000 1652295620.7374
MEM 293.375000 1652295620.8378
MEM 293.375000 1652295620.9382
MEM 293.375000 1652295621.0387
MEM 293.375000 1652295621.1392
MEM 293.375000 1652295621.2397
MEM 293.375000 1652295621.3401
MEM 293.375000 1652295621.4404
MEM 293.375000 1652295621.5408
MEM 293.375000 1652295621.6413
MEM 293.375000 1652295621.7418
MEM 293.375000 1652295621.8422
MEM 293.375000 1652295621.9426
MEM 293.375000 1652295622.0430
MEM 293.375000 1652295622.1435
MEM 293.375000 1652295622.2439
MEM 293.375000 1652295622.3443
MEM 293.375000 1652295622.4448
MEM 293.375000 1652295622.5453
MEM 293.375000 1652295622.6457
MEM 293.375000 1652295622.7460
MEM 293.375000 1652295622.8465
MEM 293.375000 1652295622.9469
MEM 293.375000 1652295623.0473
MEM 293.375000 1652295623.1479
MEM 293.375000 1652295623.2484
MEM 293.375000 1652295623.3489
MEM 293.375000 1652295623.4495
MEM 293.375000 1652295623.5500
MEM 293.375000 1652295623.6504
MEM 293.375000 1652295623.7509
MEM 293.375000 1652295623.8513
MEM 293.375000 1652295623.9517
MEM 293.375000 1652295624.0521
MEM 293.375000 1652295624.1526
MEM 293.375000 1652295624.2530
MEM 293.375000 1652295624.3534
MEM 293.375000 1652295624.4538
MEM 293.375000 1652295624.5542
MEM 293.375000 1652295624.6547
MEM 293.375000 1652295624.7551
MEM 293.375000 1652295624.8555
MEM 293.375000 1652295624.9559
MEM 293.375000 1652295625.0564
MEM 293.375000 1652295625.1569
MEM 293.375000 1652295625.2573
MEM 293.375000 1652295625.3577
MEM 293.375000 1652295625.4581
MEM 293.375000 1652295625.5585
MEM 293.375000 1652295625.6590
MEM 293.375000 1652295625.7595
MEM 293.375000 1652295625.8600
MEM 293.375000 1652295625.9603
MEM 293.375000 1652295626.0608
MEM 293.375000 1652295626.1612
MEM 293.375000 1652295626.2616
MEM 293.375000 1652295626.3621
MEM 293.375000 1652295626.4626
MEM 293.375000 1652295626.5630
MEM 293.375000 1652295626.6635
MEM 293.375000 1652295626.7639
MEM 293.375000 1652295626.8645
MEM 293.375000 1652295626.9649
MEM 293.375000 1652295627.0654
MEM 293.375000 1652295627.1658
MEM 293.375000 1652295627.2663
MEM 293.375000 1652295627.3667
MEM 293.375000 1652295627.4671
MEM 293.375000 1652295627.5675
MEM 293.375000 1652295627.6679
MEM 293.375000 1652295627.7684
MEM 293.375000 1652295627.8688
MEM 293.375000 1652295627.9693
MEM 293.375000 1652295628.0697
MEM 293.375000 1652295628.1702
MEM 293.375000 1652295628.2706
MEM 293.375000 1652295628.3711
MEM 293.375000 1652295628.4716
MEM 293.375000 1652295628.5719
MEM 293.375000 1652295628.6724
MEM 293.375000 1652295628.7728
MEM 293.375000 1652295628.8732
MEM 293.375000 1652295628.9737
MEM 293.375000 1652295629.0742
MEM 293.375000 1652295629.1747
MEM 293.375000 1652295629.2751
MEM 293.375000 1652295629.3757
MEM 293.375000 1652295629.4761
MEM 293.375000 1652295629.5765
MEM 293.375000 1652295629.6769
MEM 293.375000 1652295629.7774
MEM 293.375000 1652295629.8779
MEM 293.375000 1652295629.9783
MEM 293.375000 1652295630.0789
MEM 293.375000 1652295630.1793
MEM 293.375000 1652295630.2797
MEM 293.375000 1652295630.3801
MEM 293.375000 1652295630.4806
MEM 293.375000 1652295630.5810
MEM 293.375000 1652295630.6814
MEM 293.375000 1652295630.7819
MEM 293.375000 1652295630.8823
MEM 293.375000 1652295630.9829
MEM 293.375000 1652295631.0833
MEM 293.375000 1652295631.1838
MEM 293.375000 1652295631.2842
MEM 293.375000 1652295631.3845
MEM 293.375000 1652295631.4850
MEM 293.375000 1652295631.5855
MEM 293.375000 1652295631.6860
MEM 293.375000 1652295631.7863
MEM 293.375000 1652295631.8868
MEM 293.375000 1652295631.9872
MEM 293.375000 1652295632.0876
MEM 293.375000 1652295632.1880
MEM 293.375000 1652295632.2884
MEM 293.375000 1652295632.3889
MEM 293.375000 1652295632.4895
MEM 293.375000 1652295632.5899
MEM 293.375000 1652295632.6903
MEM 293.375000 1652295632.7908
MEM 293.375000 1652295632.8913
MEM 293.375000 1652295632.9918
MEM 293.375000 1652295633.0922
MEM 293.375000 1652295633.1927
MEM 293.375000 1652295633.2931
MEM 293.375000 1652295633.3935
MEM 293.375000 1652295633.4939
MEM 293.375000 1652295633.5943
MEM 293.375000 1652295633.6947
MEM 293.375000 1652295633.7950
MEM 293.375000 1652295633.8956
MEM 293.375000 1652295633.9959
MEM 293.375000 1652295634.0964
MEM 293.375000 1652295634.1969
MEM 293.375000 1652295634.2974
MEM 293.375000 1652295634.3979
MEM 293.375000 1652295634.4984
MEM 293.375000 1652295634.5988
MEM 293.375000 1652295634.6993
MEM 293.375000 1652295634.7998
MEM 293.375000 1652295634.9004
MEM 293.375000 1652295635.0008
MEM 293.375000 1652295635.1012
MEM 293.375000 1652295635.2016
MEM 293.375000 1652295635.3021
MEM 293.375000 1652295635.4026
MEM 293.375000 1652295635.5030
MEM 293.375000 1652295635.6035
MEM 293.375000 1652295635.7039
MEM 293.375000 1652295635.8043
MEM 293.375000 1652295635.9047
MEM 293.375000 1652295636.0052
MEM 293.375000 1652295636.1056
MEM 293.375000 1652295636.2061
MEM 293.375000 1652295636.3066
MEM 293.375000 1652295636.4070
MEM 293.375000 1652295636.5074
MEM 293.375000 1652295636.6079
MEM 293.375000 1652295636.7084
MEM 293.375000 1652295636.8089
MEM 293.375000 1652295636.9094
MEM 293.375000 1652295637.0099
MEM 293.375000 1652295637.1105
MEM 293.375000 1652295637.2110
MEM 293.375000 1652295637.3115
MEM 293.375000 1652295637.4120
MEM 293.375000 1652295637.5125
MEM 293.375000 1652295637.6129
MEM 293.375000 1652295637.7134
MEM 293.375000 1652295637.8139
MEM 293.375000 1652295637.9143
MEM 293.375000 1652295638.0147
MEM 293.375000 1652295638.1150
MEM 293.375000 1652295638.2155
MEM 293.375000 1652295638.3160
MEM 293.375000 1652295638.4164
MEM 293.375000 1652295638.5168
MEM 293.375000 1652295638.6173
MEM 293.375000 1652295638.7177
MEM 293.375000 1652295638.8183
MEM 293.375000 1652295638.9187
MEM 293.375000 1652295639.0190
MEM 293.375000 1652295639.1194
MEM 293.375000 1652295639.2198
MEM 293.375000 1652295639.3203
MEM 293.375000 1652295639.4206
MEM 293.375000 1652295639.5211
MEM 293.375000 1652295639.6215
MEM 293.375000 1652295639.7220
MEM 293.375000 1652295639.8224
MEM 293.375000 1652295639.9228
MEM 293.375000 1652295640.0233
MEM 293.375000 1652295640.1237
MEM 293.375000 1652295640.2240
MEM 293.375000 1652295640.3245
MEM 293.375000 1652295640.4250
MEM 293.375000 1652295640.5253
MEM 293.375000 1652295640.6258
MEM 293.375000 1652295640.7263
MEM 293.375000 1652295640.8267
MEM 293.375000 1652295640.9272
MEM 293.375000 1652295641.0276
MEM 293.375000 1652295641.1281
MEM 293.375000 1652295641.2285
MEM 293.375000 1652295641.3289
MEM 293.375000 1652295641.4294
MEM 293.375000 1652295641.5297
MEM 293.375000 1652295641.6301
MEM 293.375000 1652295641.7305
MEM 293.375000 1652295641.8309
MEM 293.375000 1652295641.9312
MEM 293.375000 1652295642.0316
MEM 293.375000 1652295642.1320
MEM 293.375000 1652295642.2324
MEM 293.375000 1652295642.3327
MEM 293.375000 1652295642.4331
MEM 293.375000 1652295642.5336
MEM 293.375000 1652295642.6340
MEM 293.375000 1652295642.7345
MEM 293.375000 1652295642.8350
MEM 293.375000 1652295642.9355
MEM 293.375000 1652295643.0359
MEM 293.375000 1652295643.1363
MEM 293.375000 1652295643.2367
MEM 293.375000 1652295643.3372
MEM 293.375000 1652295643.4376
MEM 293.375000 1652295643.5381
MEM 293.375000 1652295643.6386
MEM 293.375000 1652295643.7390
MEM 293.375000 1652295643.8394
MEM 293.375000 1652295643.9399
MEM 293.375000 1652295644.0403
MEM 293.375000 1652295644.1407
MEM 293.375000 1652295644.2412
MEM 293.375000 1652295644.3416
MEM 293.375000 1652295644.4420
MEM 293.375000 1652295644.5424
MEM 293.375000 1652295644.6429
MEM 293.375000 1652295644.7435
MEM 293.375000 1652295644.8440
MEM 293.375000 1652295644.9445
MEM 293.375000 1652295645.0449
MEM 293.375000 1652295645.1453
MEM 293.375000 1652295645.2457
MEM 293.375000 1652295645.3461
MEM 293.375000 1652295645.4464
MEM 293.375000 1652295645.5469
MEM 293.375000 1652295645.6475
MEM 293.375000 1652295645.7480
MEM 293.375000 1652295645.8484
MEM 293.375000 1652295645.9488
MEM 293.375000 1652295646.0492
MEM 293.375000 1652295646.1496
MEM 293.375000 1652295646.2501
MEM 293.375000 1652295646.3505
MEM 293.375000 1652295646.4509
MEM 293.375000 1652295646.5513
MEM 293.375000 1652295646.6517
MEM 293.375000 1652295646.7521
MEM 293.375000 1652295646.8525
MEM 293.375000 1652295646.9529
MEM 293.375000 1652295647.0533
MEM 293.375000 1652295647.1537
MEM 293.375000 1652295647.2541
MEM 293.375000 1652295647.3545
MEM 293.375000 1652295647.4550
MEM 293.375000 1652295647.5553
MEM 293.375000 1652295647.6557
MEM 293.375000 1652295647.7562
MEM 293.375000 1652295647.8567
MEM 293.375000 1652295647.9571
MEM 293.375000 1652295648.0576
MEM 293.375000 1652295648.1580
MEM 293.375000 1652295648.2584
MEM 293.375000 1652295648.3588
MEM 293.375000 1652295648.4593
MEM 293.375000 1652295648.5598
MEM 293.375000 1652295648.6603
MEM 293.375000 1652295648.7608
MEM 293.375000 1652295648.8612
MEM 293.375000 1652295648.9617
MEM 293.375000 1652295649.0621
MEM 293.375000 1652295649.1625
MEM 293.375000 1652295649.2629
MEM 293.375000 1652295649.3633
MEM 293.375000 1652295649.4637
MEM 293.375000 1652295649.5641
MEM 293.375000 1652295649.6645
MEM 293.375000 1652295649.7649
MEM 293.375000 1652295649.8653
MEM 293.375000 1652295649.9658
MEM 293.375000 1652295650.0662
MEM 293.375000 1652295650.1666
MEM 293.375000 1652295650.2670
MEM 293.375000 1652295650.3675
MEM 293.375000 1652295650.4679
MEM 293.375000 1652295650.5683
MEM 293.375000 1652295650.6687
MEM 293.375000 1652295650.7692
MEM 293.375000 1652295650.8696
MEM 293.375000 1652295650.9700
MEM 293.375000 1652295651.0705
MEM 293.375000 1652295651.1709
MEM 293.375000 1652295651.2714
MEM 293.375000 1652295651.3719
MEM 293.375000 1652295651.4723
MEM 293.375000 1652295651.5727
MEM 293.375000 1652295651.6731
MEM 293.375000 1652295651.7735
MEM 293.375000 1652295651.8739
MEM 293.375000 1652295651.9744
MEM 293.375000 1652295652.0749
MEM 293.375000 1652295652.1752
MEM 293.375000 1652295652.2757
MEM 293.375000 1652295652.3761
MEM 293.375000 1652295652.4765
MEM 293.375000 1652295652.5771
MEM 293.375000 1652295652.6775
MEM 293.375000 1652295652.7778
MEM 293.375000 1652295652.8782
MEM 293.375000 1652295652.9787
MEM 293.375000 1652295653.0791
MEM 293.375000 1652295653.1796
MEM 293.375000 1652295653.2799
MEM 293.375000 1652295653.3804
MEM 293.375000 1652295653.4809
MEM 293.375000 1652295653.5813
MEM 293.375000 1652295653.6818
MEM 293.375000 1652295653.7823
MEM 293.375000 1652295653.8828
MEM 293.375000 1652295653.9832
MEM 293.375000 1652295654.0836
MEM 293.375000 1652295654.1841
MEM 293.375000 1652295654.2845
MEM 293.375000 1652295654.3850
MEM 293.375000 1652295654.4855
MEM 293.375000 1652295654.5860
MEM 293.375000 1652295654.6864
MEM 293.375000 1652295654.7869
MEM 293.375000 1652295654.8872
MEM 293.375000 1652295654.9877
MEM 293.375000 1652295655.0882
MEM 293.375000 1652295655.1886
MEM 293.375000 1652295655.2890
MEM 293.375000 1652295655.3895
MEM 293.375000 1652295655.4898
MEM 293.375000 1652295655.5903
MEM 293.375000 1652295655.6907
MEM 293.375000 1652295655.7911
MEM 293.375000 1652295655.8916
MEM 293.375000 1652295655.9920
MEM 293.375000 1652295656.0924
MEM 293.375000 1652295656.1929
MEM 293.375000 1652295656.2933
MEM 293.375000 1652295656.3937
MEM 293.375000 1652295656.4940
MEM 293.375000 1652295656.5944
MEM 293.375000 1652295656.6949
MEM 293.375000 1652295656.7954
MEM 293.375000 1652295656.8958
MEM 293.375000 1652295656.9962
MEM 293.375000 1652295657.0967
MEM 293.375000 1652295657.1972
MEM 293.375000 1652295657.2977
MEM 293.375000 1652295657.3981
MEM 293.375000 1652295657.4984
MEM 293.375000 1652295657.5988
MEM 293.375000 1652295657.6993
MEM 293.375000 1652295657.7997
MEM 293.375000 1652295657.9001
MEM 293.375000 1652295658.0005
MEM 293.375000 1652295658.1009
MEM 293.375000 1652295658.2013
MEM 293.375000 1652295658.3017
MEM 293.375000 1652295658.4021
MEM 293.375000 1652295658.5025
MEM 293.375000 1652295658.6028
MEM 293.375000 1652295658.7032
MEM 293.375000 1652295658.8036
MEM 293.375000 1652295658.9042
MEM 293.375000 1652295659.0046
MEM 293.375000 1652295659.1051
MEM 293.375000 1652295659.2054
MEM 293.375000 1652295659.3058
MEM 293.375000 1652295659.4063
MEM 293.375000 1652295659.5066
MEM 293.375000 1652295659.6071
MEM 293.375000 1652295659.7075
MEM 293.375000 1652295659.8080
MEM 293.375000 1652295659.9083
MEM 293.375000 1652295660.0089
MEM 293.375000 1652295660.1094
MEM 293.375000 1652295660.2099
MEM 293.375000 1652295660.3103
MEM 293.375000 1652295660.4107
MEM 293.375000 1652295660.5112
MEM 293.375000 1652295660.6116
MEM 293.375000 1652295660.7121
MEM 293.375000 1652295660.8124
MEM 293.375000 1652295660.9128
MEM 293.375000 1652295661.0133
MEM 293.375000 1652295661.1137
MEM 293.375000 1652295661.2141
MEM 293.375000 1652295661.3145
MEM 293.375000 1652295661.4149
MEM 293.375000 1652295661.5153
MEM 293.375000 1652295661.6157
MEM 293.375000 1652295661.7161
MEM 293.375000 1652295661.8165
MEM 293.375000 1652295661.9169
MEM 293.375000 1652295662.0174
MEM 293.375000 1652295662.1178
MEM 293.375000 1652295662.2182
MEM 293.375000 1652295662.3187
MEM 293.375000 1652295662.4191
MEM 293.375000 1652295662.5196
MEM 293.375000 1652295662.6200
MEM 293.375000 1652295662.7204
MEM 293.375000 1652295662.8210
MEM 293.375000 1652295662.9215
MEM 293.375000 1652295663.0221
MEM 293.375000 1652295663.1224
MEM 293.375000 1652295663.2228
MEM 293.375000 1652295663.3231
MEM 293.375000 1652295663.4237
MEM 293.375000 1652295663.5242
MEM 293.375000 1652295663.6246
MEM 293.375000 1652295663.7249
MEM 293.375000 1652295663.8254
MEM 293.375000 1652295663.9258
MEM 293.375000 1652295664.0262
MEM 293.375000 1652295664.1267
MEM 293.375000 1652295664.2272
MEM 293.375000 1652295664.3276
MEM 293.375000 1652295664.4279
MEM 293.375000 1652295664.5283
MEM 293.375000 1652295664.6287
MEM 293.375000 1652295664.7292
MEM 293.375000 1652295664.8296
MEM 293.375000 1652295664.9300
MEM 293.375000 1652295665.0305
MEM 293.375000 1652295665.1309
MEM 293.375000 1652295665.2312
MEM 293.375000 1652295665.3316
MEM 293.375000 1652295665.4321
MEM 293.375000 1652295665.5325
MEM 293.375000 1652295665.6330
MEM 293.375000 1652295665.7333
MEM 293.375000 1652295665.8338
MEM 293.375000 1652295665.9344
MEM 293.375000 1652295666.0348
MEM 293.375000 1652295666.1352
MEM 293.375000 1652295666.2356
MEM 293.375000 1652295666.3359
MEM 293.375000 1652295666.4364
MEM 293.375000 1652295666.5369
MEM 293.375000 1652295666.6373
MEM 293.375000 1652295666.7378
MEM 293.375000 1652295666.8384
MEM 293.375000 1652295666.9387
MEM 293.375000 1652295667.0391
MEM 293.375000 1652295667.1395
MEM 293.375000 1652295667.2400
MEM 293.375000 1652295667.3404
MEM 293.375000 1652295667.4407
MEM 293.375000 1652295667.5411
MEM 293.375000 1652295667.6416
MEM 293.375000 1652295667.7421
MEM 293.375000 1652295667.8426
MEM 293.375000 1652295667.9430
MEM 293.375000 1652295668.0434
MEM 293.375000 1652295668.1439
MEM 293.375000 1652295668.2443
MEM 293.375000 1652295668.3448
MEM 293.375000 1652295668.4452
MEM 293.375000 1652295668.5456
MEM 293.375000 1652295668.6461
MEM 293.375000 1652295668.7466
MEM 293.375000 1652295668.8470
MEM 293.375000 1652295668.9474
MEM 293.375000 1652295669.0479
MEM 293.375000 1652295669.1483
MEM 293.375000 1652295669.2488
MEM 293.375000 1652295669.3493
MEM 293.375000 1652295669.4498
MEM 293.375000 1652295669.5503
MEM 293.375000 1652295669.6507
MEM 293.375000 1652295669.7511
MEM 293.375000 1652295669.8515
MEM 293.375000 1652295669.9520
MEM 293.375000 1652295670.0525
MEM 293.375000 1652295670.1528
MEM 293.375000 1652295670.2533
MEM 293.375000 1652295670.3537
MEM 293.375000 1652295670.4541
