CMDLINE /usr/bin/python3 scripts/tSNE-RF-GEM.py
MEM 1067.523438 1652315684.6879
MEM 1067.523438 1652315684.7883
MEM 1067.523438 1652315684.8887
MEM 1067.523438 1652315684.9892
MEM 1067.523438 1652315685.0896
MEM 1067.523438 1652315685.1901
MEM 1067.523438 1652315685.2904
MEM 1067.523438 1652315685.3909
MEM 1067.523438 1652315685.4913
MEM 1067.523438 1652315685.5917
MEM 1067.523438 1652315685.6922
MEM 1067.523438 1652315685.7925
MEM 1067.523438 1652315685.8929
MEM 1067.523438 1652315685.9934
MEM 1067.523438 1652315686.0938
MEM 1067.523438 1652315686.1942
MEM 1067.523438 1652315686.2946
MEM 1067.523438 1652315686.3950
MEM 1067.523438 1652315686.4957
MEM 1067.523438 1652315686.5961
MEM 1067.523438 1652315686.6967
MEM 1067.523438 1652315686.7972
MEM 1067.523438 1652315686.8977
MEM 1067.523438 1652315686.9981
MEM 1067.523438 1652315687.0985
MEM 1067.523438 1652315687.1990
MEM 1067.523438 1652315687.2995
MEM 1067.523438 1652315687.3999
MEM 1067.523438 1652315687.5003
MEM 1067.523438 1652315687.6007
MEM 1067.523438 1652315687.7012
MEM 1067.523438 1652315687.8016
MEM 1067.523438 1652315687.9019
MEM 1067.523438 1652315688.0024
MEM 1067.523438 1652315688.1028
MEM 1067.523438 1652315688.2032
MEM 1067.523438 1652315688.3036
MEM 1067.523438 1652315688.4040
MEM 1067.523438 1652315688.5047
MEM 1067.523438 1652315688.6054
MEM 1067.523438 1652315688.7058
MEM 1067.523438 1652315688.8062
MEM 1067.523438 1652315688.9066
MEM 1067.523438 1652315689.0070
MEM 1067.523438 1652315689.1076
MEM 1067.523438 1652315689.2081
MEM 1067.523438 1652315689.3087
MEM 1067.523438 1652315689.4091
MEM 1067.523438 1652315689.5095
MEM 1067.523438 1652315689.6100
MEM 1067.523438 1652315689.7104
MEM 1067.523438 1652315689.8109
MEM 1067.523438 1652315689.9114
MEM 1067.523438 1652315690.0119
MEM 1067.523438 1652315690.1125
MEM 1067.523438 1652315690.2129
MEM 1067.523438 1652315690.3134
MEM 1067.523438 1652315690.4139
MEM 1067.523438 1652315690.5143
MEM 1067.523438 1652315690.6147
MEM 1067.523438 1652315690.7152
MEM 1067.523438 1652315690.8157
MEM 1067.523438 1652315690.9161
MEM 1067.523438 1652315691.0166
MEM 1067.523438 1652315691.1170
MEM 1067.523438 1652315691.2174
MEM 1067.523438 1652315691.3177
MEM 1067.523438 1652315691.4182
MEM 1067.523438 1652315691.5186
MEM 1067.523438 1652315691.6190
MEM 1067.523438 1652315691.7194
MEM 1067.523438 1652315691.8199
MEM 1067.523438 1652315691.9204
MEM 1067.523438 1652315692.0209
MEM 1067.523438 1652315692.1214
MEM 1067.523438 1652315692.2227
MEM 1067.523438 1652315692.3231
MEM 1067.523438 1652315692.4235
MEM 1067.523438 1652315692.5239
MEM 1067.523438 1652315692.6244
MEM 1067.523438 1652315692.7248
MEM 1067.523438 1652315692.8252
MEM 1067.523438 1652315692.9256
MEM 1067.523438 1652315693.0260
MEM 1067.523438 1652315693.1268
MEM 1067.523438 1652315693.2278
MEM 1067.523438 1652315693.3282
MEM 1067.523438 1652315693.4286
MEM 1067.523438 1652315693.5291
MEM 1067.523438 1652315693.6297
MEM 1067.523438 1652315693.7302
MEM 1067.523438 1652315693.8306
MEM 1067.523438 1652315693.9311
MEM 1067.523438 1652315694.0315
MEM 1067.523438 1652315694.1319
MEM 1067.523438 1652315694.2324
MEM 1067.523438 1652315694.3327
MEM 1067.523438 1652315694.4332
MEM 1067.523438 1652315694.5336
MEM 1067.523438 1652315694.6341
MEM 1067.523438 1652315694.7346
MEM 1067.523438 1652315694.8351
MEM 1067.523438 1652315694.9356
MEM 1067.523438 1652315695.0360
MEM 1067.523438 1652315695.1365
MEM 1067.523438 1652315695.2369
MEM 1067.523438 1652315695.3375
MEM 1067.523438 1652315695.4379
MEM 1067.523438 1652315695.5383
MEM 1067.523438 1652315695.6388
MEM 1067.523438 1652315695.7392
MEM 1067.523438 1652315695.8396
MEM 1067.523438 1652315695.9402
MEM 1067.523438 1652315696.0406
MEM 1067.523438 1652315696.1410
MEM 1067.523438 1652315696.2413
MEM 1067.523438 1652315696.3417
MEM 1067.523438 1652315696.4422
MEM 1067.523438 1652315696.5425
MEM 1067.523438 1652315696.6430
MEM 1067.523438 1652315696.7437
MEM 1067.523438 1652315696.8442
MEM 1067.523438 1652315696.9448
MEM 1067.523438 1652315697.0452
MEM 1067.523438 1652315697.1459
MEM 1067.523438 1652315697.2463
MEM 1067.523438 1652315697.3467
MEM 1067.523438 1652315697.4471
MEM 1067.523438 1652315697.5476
MEM 1067.523438 1652315697.6480
MEM 1067.523438 1652315697.7485
MEM 1067.523438 1652315697.8489
MEM 1067.523438 1652315697.9493
MEM 1067.523438 1652315698.0497
MEM 1067.523438 1652315698.1501
MEM 1067.523438 1652315698.2506
MEM 1067.523438 1652315698.3512
MEM 1067.523438 1652315698.4516
MEM 1067.523438 1652315698.5520
MEM 1067.523438 1652315698.6524
MEM 1067.523438 1652315698.7529
MEM 1067.523438 1652315698.8533
MEM 1067.523438 1652315698.9538
MEM 1067.523438 1652315699.0542
MEM 1067.523438 1652315699.1547
MEM 1067.523438 1652315699.2551
MEM 1067.523438 1652315699.3556
MEM 1067.523438 1652315699.4561
MEM 1067.523438 1652315699.5566
MEM 1067.523438 1652315699.6570
MEM 1067.523438 1652315699.7574
MEM 1067.523438 1652315699.8580
MEM 1067.523438 1652315699.9584
MEM 1067.523438 1652315700.0590
MEM 1067.523438 1652315700.1594
MEM 1067.523438 1652315700.2598
MEM 1067.523438 1652315700.3604
MEM 1067.523438 1652315700.4608
MEM 1067.523438 1652315700.5612
MEM 1067.523438 1652315700.6616
MEM 1067.523438 1652315700.7623
MEM 1067.523438 1652315700.8627
MEM 1067.523438 1652315700.9632
MEM 1067.523438 1652315701.0635
MEM 1067.523438 1652315701.1640
MEM 1067.523438 1652315701.2644
MEM 1067.523438 1652315701.3649
MEM 1067.523438 1652315701.4654
MEM 1067.523438 1652315701.5659
MEM 1067.523438 1652315701.6664
MEM 1067.523438 1652315701.7671
MEM 1067.523438 1652315701.8675
MEM 1067.523438 1652315701.9681
MEM 1067.523438 1652315702.0686
MEM 1067.523438 1652315702.1691
MEM 1067.523438 1652315702.2696
MEM 1067.523438 1652315702.3699
MEM 1067.523438 1652315702.4703
MEM 1067.523438 1652315702.5707
MEM 1067.523438 1652315702.6712
MEM 1067.523438 1652315702.7716
MEM 1067.523438 1652315702.8720
MEM 1067.523438 1652315702.9725
MEM 1067.523438 1652315703.0729
MEM 1067.523438 1652315703.1734
MEM 1067.523438 1652315703.2738
MEM 1067.523438 1652315703.3743
MEM 1067.523438 1652315703.4747
MEM 1067.523438 1652315703.5751
MEM 1067.523438 1652315703.6756
MEM 1067.523438 1652315703.7759
MEM 1067.523438 1652315703.8764
MEM 1067.523438 1652315703.9768
MEM 1067.523438 1652315704.0773
MEM 1067.523438 1652315704.1778
MEM 1067.523438 1652315704.2782
MEM 1067.523438 1652315704.3787
MEM 1067.523438 1652315704.4793
MEM 1067.523438 1652315704.5798
MEM 1067.523438 1652315704.6803
MEM 1067.523438 1652315704.7808
MEM 1067.523438 1652315704.8812
MEM 1067.523438 1652315704.9817
MEM 1067.523438 1652315705.0822
MEM 1067.523438 1652315705.1827
MEM 1067.523438 1652315705.2831
MEM 1067.523438 1652315705.3838
MEM 1067.523438 1652315705.4842
MEM 1067.523438 1652315705.5847
MEM 1067.523438 1652315705.6852
MEM 1067.523438 1652315705.7857
MEM 1067.523438 1652315705.8860
MEM 1067.523438 1652315705.9867
MEM 1067.523438 1652315706.0871
MEM 1067.523438 1652315706.1875
MEM 1067.523438 1652315706.2879
MEM 1067.523438 1652315706.3883
MEM 1067.523438 1652315706.4887
MEM 1067.523438 1652315706.5892
MEM 1067.523438 1652315706.6896
MEM 1067.523438 1652315706.7901
MEM 1067.523438 1652315706.8905
MEM 1067.523438 1652315706.9910
MEM 1067.523438 1652315707.0915
MEM 1067.523438 1652315707.1920
MEM 1067.523438 1652315707.2925
MEM 1067.523438 1652315707.3930
MEM 1067.523438 1652315707.4940
MEM 1067.523438 1652315707.5945
MEM 1067.523438 1652315707.6951
MEM 1067.523438 1652315707.7956
MEM 1067.523438 1652315707.8961
MEM 1067.523438 1652315707.9966
MEM 1067.523438 1652315708.0972
MEM 1067.523438 1652315708.1976
MEM 1067.523438 1652315708.2980
MEM 1067.523438 1652315708.3986
MEM 1067.523438 1652315708.4990
MEM 1067.523438 1652315708.5996
MEM 1067.523438 1652315708.7000
MEM 1067.523438 1652315708.8006
MEM 1067.523438 1652315708.9011
MEM 1067.523438 1652315709.0015
MEM 1067.523438 1652315709.1020
MEM 1067.523438 1652315709.2026
MEM 1067.523438 1652315709.3030
MEM 1067.523438 1652315709.4036
MEM 1067.523438 1652315709.5042
MEM 1067.523438 1652315709.6046
MEM 1067.523438 1652315709.7050
MEM 1067.523438 1652315709.8055
MEM 1067.523438 1652315709.9059
MEM 1067.523438 1652315710.0063
MEM 1067.523438 1652315710.1068
MEM 1067.523438 1652315710.2072
MEM 1067.523438 1652315710.3076
MEM 1067.523438 1652315710.4080
MEM 1067.523438 1652315710.5084
MEM 1067.523438 1652315710.6090
MEM 1067.523438 1652315710.7095
MEM 1067.523438 1652315710.8099
MEM 1067.523438 1652315710.9104
MEM 1067.523438 1652315711.0108
MEM 1067.523438 1652315711.1112
MEM 1067.523438 1652315711.2115
MEM 1067.523438 1652315711.3119
MEM 1067.523438 1652315711.4123
MEM 1067.523438 1652315711.5127
MEM 1067.523438 1652315711.6131
MEM 1067.523438 1652315711.7136
MEM 1067.523438 1652315711.8140
MEM 1067.523438 1652315711.9144
MEM 1067.523438 1652315712.0151
MEM 1067.523438 1652315712.1155
MEM 1067.523438 1652315712.2159
MEM 1067.523438 1652315712.3164
MEM 1067.523438 1652315712.4169
MEM 1067.523438 1652315712.5176
MEM 1067.523438 1652315712.6181
MEM 1067.523438 1652315712.7186
MEM 1067.523438 1652315712.8191
MEM 1067.523438 1652315712.9195
MEM 1067.523438 1652315713.0200
MEM 1067.523438 1652315713.1205
MEM 1067.523438 1652315713.2209
MEM 1067.523438 1652315713.3213
MEM 1067.523438 1652315713.4218
MEM 1067.523438 1652315713.5222
MEM 1067.523438 1652315713.6226
MEM 1067.523438 1652315713.7231
MEM 1067.523438 1652315713.8235
MEM 1067.523438 1652315713.9240
MEM 1067.523438 1652315714.0245
MEM 1067.523438 1652315714.1250
MEM 1067.523438 1652315714.2257
MEM 1067.523438 1652315714.3263
MEM 1067.523438 1652315714.4266
MEM 1067.523438 1652315714.5270
MEM 1067.523438 1652315714.6278
MEM 1067.523438 1652315714.7282
MEM 1067.523438 1652315714.8289
MEM 1067.523438 1652315714.9292
MEM 1067.523438 1652315715.0296
MEM 1067.523438 1652315715.1301
MEM 1067.523438 1652315715.2306
MEM 1067.523438 1652315715.3311
MEM 1067.523438 1652315715.4315
MEM 1067.523438 1652315715.5319
MEM 1067.523438 1652315715.6324
MEM 1067.523438 1652315715.7328
MEM 1067.523438 1652315715.8334
MEM 1067.523438 1652315715.9339
MEM 1067.523438 1652315716.0343
MEM 1067.523438 1652315716.1350
MEM 1067.523438 1652315716.2355
MEM 1067.523438 1652315716.3359
MEM 1067.523438 1652315716.4363
MEM 1067.523438 1652315716.5368
MEM 1067.523438 1652315716.6373
MEM 1067.523438 1652315716.7377
MEM 1067.523438 1652315716.8382
MEM 1067.523438 1652315716.9387
MEM 1067.523438 1652315717.0391
MEM 1067.523438 1652315717.1396
MEM 1067.523438 1652315717.2401
MEM 1067.523438 1652315717.3405
MEM 1067.523438 1652315717.4409
MEM 1067.523438 1652315717.5414
MEM 1067.523438 1652315717.6419
MEM 1067.523438 1652315717.7422
MEM 1067.523438 1652315717.8429
MEM 1067.523438 1652315717.9433
MEM 1067.523438 1652315718.0438
MEM 1067.523438 1652315718.1443
MEM 1067.523438 1652315718.2446
MEM 1067.523438 1652315718.3451
MEM 1067.523438 1652315718.4455
MEM 1067.523438 1652315718.5460
MEM 1067.523438 1652315718.6466
MEM 1067.523438 1652315718.7472
MEM 1067.523438 1652315718.8477
MEM 1067.523438 1652315718.9482
MEM 1067.523438 1652315719.0485
MEM 1067.523438 1652315719.1489
MEM 1067.523438 1652315719.2492
MEM 1067.523438 1652315719.3496
MEM 1067.523438 1652315719.4500
MEM 1067.523438 1652315719.5504
MEM 1067.523438 1652315719.6509
MEM 1067.523438 1652315719.7512
MEM 1067.523438 1652315719.8516
MEM 1067.523438 1652315719.9520
MEM 1067.523438 1652315720.0525
MEM 1067.523438 1652315720.1530
MEM 1067.523438 1652315720.2536
MEM 1067.523438 1652315720.3540
MEM 1067.523438 1652315720.4545
MEM 1067.523438 1652315720.5550
MEM 1067.523438 1652315720.6554
MEM 1067.523438 1652315720.7558
MEM 1067.523438 1652315720.8563
MEM 1067.523438 1652315720.9568
MEM 1067.523438 1652315721.0572
MEM 1067.523438 1652315721.1578
MEM 1067.523438 1652315721.2583
MEM 1067.523438 1652315721.3587
MEM 1067.523438 1652315721.4592
MEM 1067.523438 1652315721.5595
MEM 1067.523438 1652315721.6600
MEM 1067.523438 1652315721.7605
MEM 1067.523438 1652315721.8609
MEM 1067.523438 1652315721.9614
MEM 1067.523438 1652315722.0619
MEM 1067.523438 1652315722.1624
MEM 1067.523438 1652315722.2629
MEM 1067.523438 1652315722.3639
MEM 1067.523438 1652315722.4644
MEM 1067.523438 1652315722.5648
MEM 1067.523438 1652315722.6654
MEM 1067.523438 1652315722.7659
MEM 1067.523438 1652315722.8663
MEM 1067.523438 1652315722.9666
MEM 1067.523438 1652315723.0670
MEM 1067.523438 1652315723.1675
MEM 1067.523438 1652315723.2679
MEM 1067.523438 1652315723.3684
MEM 1067.523438 1652315723.4689
MEM 1067.523438 1652315723.5694
MEM 1067.523438 1652315723.6698
MEM 1067.523438 1652315723.7703
MEM 1067.523438 1652315723.8708
MEM 1067.523438 1652315723.9713
MEM 1067.523438 1652315724.0718
MEM 1067.523438 1652315724.1722
MEM 1067.523438 1652315724.2726
MEM 1067.523438 1652315724.3731
MEM 1067.523438 1652315724.4736
MEM 1067.523438 1652315724.5740
MEM 1067.523438 1652315724.6744
MEM 1067.523438 1652315724.7748
MEM 1067.523438 1652315724.8752
MEM 1067.523438 1652315724.9757
MEM 1067.523438 1652315725.0762
MEM 1067.523438 1652315725.1765
MEM 1067.523438 1652315725.2769
MEM 1067.523438 1652315725.3774
MEM 1067.523438 1652315725.4779
MEM 1067.523438 1652315725.5784
MEM 1067.523438 1652315725.6789
MEM 1067.523438 1652315725.7792
MEM 1067.523438 1652315725.8796
MEM 1067.523438 1652315725.9800
MEM 1067.523438 1652315726.0805
MEM 1067.523438 1652315726.1808
MEM 1067.523438 1652315726.2813
MEM 1067.523438 1652315726.3817
MEM 1067.523438 1652315726.4822
MEM 1067.523438 1652315726.5826
MEM 1067.523438 1652315726.6831
MEM 1067.523438 1652315726.7835
MEM 1067.523438 1652315726.8840
MEM 1067.523438 1652315726.9845
MEM 1067.523438 1652315727.0849
MEM 1067.523438 1652315727.1854
MEM 1067.523438 1652315727.2859
MEM 1067.523438 1652315727.3863
MEM 1067.523438 1652315727.4868
MEM 1067.523438 1652315727.5872
MEM 1067.523438 1652315727.6878
MEM 1067.523438 1652315727.7881
MEM 1067.523438 1652315727.8885
MEM 1067.523438 1652315727.9890
MEM 1067.523438 1652315728.0894
MEM 1067.523438 1652315728.1898
MEM 1067.523438 1652315728.2903
MEM 1067.523438 1652315728.3908
MEM 1067.523438 1652315728.4916
MEM 1067.523438 1652315728.5920
MEM 1067.523438 1652315728.6924
MEM 1067.523438 1652315728.7928
MEM 1067.523438 1652315728.8931
MEM 1067.523438 1652315728.9937
MEM 1067.523438 1652315729.0942
MEM 1067.523438 1652315729.1947
MEM 1067.523438 1652315729.2955
MEM 1067.523438 1652315729.3959
MEM 1067.523438 1652315729.4963
MEM 1067.523438 1652315729.5966
MEM 1067.523438 1652315729.6970
MEM 1067.523438 1652315729.7974
MEM 1067.523438 1652315729.8979
MEM 1067.523438 1652315729.9983
MEM 1067.523438 1652315730.0991
MEM 1067.523438 1652315730.1995
MEM 1067.523438 1652315730.2999
MEM 1067.523438 1652315730.4003
MEM 1067.523438 1652315730.5008
MEM 1067.523438 1652315730.6012
MEM 1067.523438 1652315730.7017
MEM 1067.523438 1652315730.8022
MEM 1067.523438 1652315730.9028
MEM 1067.523438 1652315731.0032
MEM 1067.523438 1652315731.1036
MEM 1067.523438 1652315731.2040
MEM 1067.523438 1652315731.3045
MEM 1067.523438 1652315731.4050
MEM 1067.523438 1652315731.5055
MEM 1067.523438 1652315731.6059
MEM 1067.523438 1652315731.7062
MEM 1067.523438 1652315731.8067
MEM 1067.523438 1652315731.9072
MEM 1067.523438 1652315732.0076
MEM 1067.523438 1652315732.1081
MEM 1067.523438 1652315732.2086
MEM 1067.523438 1652315732.3091
MEM 1067.523438 1652315732.4096
MEM 1067.523438 1652315732.5101
MEM 1067.523438 1652315732.6105
MEM 1067.523438 1652315732.7109
MEM 1067.523438 1652315732.8114
MEM 1067.523438 1652315732.9119
MEM 1067.523438 1652315733.0127
MEM 1067.523438 1652315733.1131
MEM 1067.523438 1652315733.2136
MEM 1067.523438 1652315733.3141
MEM 1067.523438 1652315733.4145
MEM 1067.523438 1652315733.5149
MEM 1067.523438 1652315733.6154
MEM 1067.523438 1652315733.7160
MEM 1067.523438 1652315733.8165
MEM 1067.523438 1652315733.9174
MEM 1067.523438 1652315734.0179
MEM 1067.523438 1652315734.1186
MEM 1067.523438 1652315734.2191
MEM 1067.523438 1652315734.3198
MEM 1067.523438 1652315734.4203
MEM 1067.523438 1652315734.5209
MEM 1067.523438 1652315734.6213
MEM 1067.523438 1652315734.7218
MEM 1067.523438 1652315734.8223
MEM 1067.523438 1652315734.9227
MEM 1067.523438 1652315735.0232
MEM 1067.523438 1652315735.1238
MEM 1067.523438 1652315735.2244
MEM 1067.523438 1652315735.3249
MEM 1067.523438 1652315735.4253
MEM 1067.523438 1652315735.5257
MEM 1067.523438 1652315735.6262
MEM 1067.523438 1652315735.7266
MEM 1067.523438 1652315735.8272
MEM 1067.523438 1652315735.9276
MEM 1067.523438 1652315736.0281
MEM 1067.523438 1652315736.1285
MEM 1067.523438 1652315736.2289
MEM 1067.523438 1652315736.3293
MEM 1067.523438 1652315736.4302
MEM 1067.523438 1652315736.5306
MEM 1067.523438 1652315736.6309
MEM 1067.523438 1652315736.7314
MEM 1067.523438 1652315736.8318
MEM 1067.523438 1652315736.9323
MEM 1067.523438 1652315737.0327
MEM 1067.523438 1652315737.1332
MEM 1067.523438 1652315737.2337
MEM 1067.523438 1652315737.3341
MEM 1067.523438 1652315737.4345
MEM 1067.523438 1652315737.5349
MEM 1067.523438 1652315737.6355
MEM 1067.523438 1652315737.7358
MEM 1067.523438 1652315737.8362
MEM 1067.523438 1652315737.9367
MEM 1067.523438 1652315738.0372
MEM 1067.523438 1652315738.1376
MEM 1067.523438 1652315738.2382
MEM 1067.523438 1652315738.3386
MEM 1067.523438 1652315738.4391
MEM 1067.523438 1652315738.5395
MEM 1067.523438 1652315738.6399
MEM 1067.523438 1652315738.7403
MEM 1067.523438 1652315738.8409
MEM 1067.523438 1652315738.9413
MEM 1067.523438 1652315739.0418
MEM 1067.523438 1652315739.1422
MEM 1067.523438 1652315739.2428
MEM 1067.523438 1652315739.3433
MEM 1067.523438 1652315739.4455
MEM 1067.523438 1652315739.5459
MEM 1067.523438 1652315739.6463
MEM 1067.523438 1652315739.7467
MEM 1067.523438 1652315739.8471
MEM 1067.523438 1652315739.9475
MEM 1067.523438 1652315740.0479
MEM 1067.523438 1652315740.1484
MEM 1067.523438 1652315740.2488
MEM 1067.523438 1652315740.3493
MEM 1067.523438 1652315740.4496
MEM 1067.523438 1652315740.5500
MEM 1067.523438 1652315740.6504
MEM 1067.523438 1652315740.7509
MEM 1067.523438 1652315740.8514
MEM 1067.523438 1652315740.9518
MEM 1067.523438 1652315741.0522
MEM 1067.523438 1652315741.1527
MEM 1067.523438 1652315741.2531
MEM 1067.523438 1652315741.3536
MEM 1067.523438 1652315741.4540
MEM 1067.523438 1652315741.5546
MEM 1067.523438 1652315741.6551
MEM 1067.523438 1652315741.7555
MEM 1067.523438 1652315741.8560
MEM 1067.523438 1652315741.9565
MEM 1067.523438 1652315742.0570
MEM 1067.523438 1652315742.1574
MEM 1067.523438 1652315742.2581
MEM 1067.523438 1652315742.3587
MEM 1067.523438 1652315742.4591
MEM 1067.523438 1652315742.5594
MEM 1067.523438 1652315742.6598
MEM 1067.523438 1652315742.7602
MEM 1067.523438 1652315742.8607
MEM 1067.523438 1652315742.9611
MEM 1067.523438 1652315743.0616
MEM 1067.523438 1652315743.1620
MEM 1067.523438 1652315743.2625
MEM 1067.523438 1652315743.3630
MEM 1067.523438 1652315743.4634
MEM 1067.523438 1652315743.5640
MEM 1067.523438 1652315743.6644
MEM 1067.523438 1652315743.7649
MEM 1067.523438 1652315743.8653
MEM 1067.523438 1652315743.9657
MEM 1067.523438 1652315744.0662
MEM 1067.523438 1652315744.1666
MEM 1067.523438 1652315744.2671
MEM 1067.523438 1652315744.3674
MEM 1067.523438 1652315744.4681
MEM 1067.523438 1652315744.5685
MEM 1067.523438 1652315744.6691
MEM 1067.523438 1652315744.7697
MEM 1067.523438 1652315744.8701
MEM 1067.523438 1652315744.9706
MEM 1067.523438 1652315745.0711
MEM 1067.523438 1652315745.1716
MEM 1067.523438 1652315745.2720
MEM 1067.523438 1652315745.3725
MEM 1067.523438 1652315745.4730
MEM 1067.523438 1652315745.5735
MEM 1067.523438 1652315745.6740
MEM 1067.523438 1652315745.7745
MEM 1067.523438 1652315745.8751
MEM 1067.523438 1652315745.9755
MEM 1067.523438 1652315746.0761
MEM 1067.523438 1652315746.1765
MEM 1067.523438 1652315746.2771
MEM 1067.523438 1652315746.3775
MEM 1067.523438 1652315746.4780
MEM 1067.523438 1652315746.5785
MEM 1067.523438 1652315746.6789
MEM 1067.523438 1652315746.7794
MEM 1067.523438 1652315746.8800
MEM 1067.523438 1652315746.9805
MEM 1067.523438 1652315747.0809
MEM 1067.523438 1652315747.1814
MEM 1067.523438 1652315747.2818
MEM 1067.523438 1652315747.3823
MEM 1067.523438 1652315747.4828
MEM 1067.523438 1652315747.5832
MEM 1067.523438 1652315747.6837
MEM 1067.523438 1652315747.7841
MEM 1067.523438 1652315747.8845
MEM 1067.523438 1652315747.9850
MEM 1067.523438 1652315748.0856
MEM 1067.523438 1652315748.1861
MEM 1067.523438 1652315748.2866
MEM 1067.523438 1652315748.3870
MEM 1067.523438 1652315748.4876
MEM 1067.523438 1652315748.5884
MEM 1067.523438 1652315748.6887
MEM 1067.523438 1652315748.7891
MEM 1067.523438 1652315748.8894
MEM 1067.523438 1652315748.9899
MEM 1067.523438 1652315749.0902
MEM 1067.523438 1652315749.1906
MEM 1067.523438 1652315749.2913
MEM 1067.523438 1652315749.3918
MEM 1067.523438 1652315749.4923
MEM 1067.523438 1652315749.5928
MEM 1067.523438 1652315749.6932
MEM 1067.523438 1652315749.7937
MEM 1067.523438 1652315749.8943
MEM 1067.523438 1652315749.9952
MEM 1067.523438 1652315750.0957
MEM 1067.523438 1652315750.1964
MEM 1067.523438 1652315750.2967
MEM 1067.523438 1652315750.3971
MEM 1067.523438 1652315750.4975
MEM 1067.523438 1652315750.5979
MEM 1067.523438 1652315750.6984
MEM 1067.523438 1652315750.7990
MEM 1067.523438 1652315750.8993
MEM 1067.523438 1652315750.9998
MEM 1067.523438 1652315751.1003
MEM 1067.523438 1652315751.2007
MEM 1067.523438 1652315751.3011
MEM 1067.523438 1652315751.4016
MEM 1067.523438 1652315751.5020
MEM 1067.523438 1652315751.6024
MEM 1067.523438 1652315751.7029
MEM 1067.523438 1652315751.8034
MEM 1067.523438 1652315751.9039
MEM 1067.523438 1652315752.0043
MEM 1067.523438 1652315752.1048
MEM 1067.523438 1652315752.2052
MEM 1067.523438 1652315752.3057
MEM 1067.523438 1652315752.4062
MEM 1067.523438 1652315752.5124
MEM 1067.523438 1652315752.6129
MEM 1067.523438 1652315752.7134
MEM 1067.523438 1652315752.8140
MEM 1067.523438 1652315752.9145
MEM 1067.523438 1652315753.0149
MEM 1067.523438 1652315753.1154
MEM 1067.523438 1652315753.2159
MEM 1067.523438 1652315753.3162
MEM 1067.523438 1652315753.4166
MEM 1067.523438 1652315753.5171
MEM 1067.523438 1652315753.6175
MEM 1067.523438 1652315753.7179
MEM 1067.523438 1652315753.8184
MEM 1067.523438 1652315753.9189
MEM 1067.523438 1652315754.0194
MEM 1067.523438 1652315754.1200
MEM 1067.523438 1652315754.2204
MEM 1067.523438 1652315754.3210
MEM 1067.523438 1652315754.4214
MEM 1067.523438 1652315754.5219
MEM 1067.523438 1652315754.6224
MEM 1067.523438 1652315754.7229
MEM 1067.523438 1652315754.8234
MEM 1067.523438 1652315754.9240
MEM 1067.523438 1652315755.0245
MEM 1067.523438 1652315755.1249
MEM 1067.523438 1652315755.2254
MEM 1067.523438 1652315755.3262
MEM 1067.523438 1652315755.4267
MEM 1067.523438 1652315755.5272
MEM 1067.523438 1652315755.6277
MEM 1067.523438 1652315755.7282
MEM 1067.523438 1652315755.8287
MEM 1067.523438 1652315755.9291
MEM 1067.523438 1652315756.0296
MEM 1067.523438 1652315756.1301
MEM 1067.523438 1652315756.2307
MEM 1067.523438 1652315756.3312
MEM 1067.523438 1652315756.4317
MEM 1067.523438 1652315756.5322
MEM 1067.523438 1652315756.6327
MEM 1067.523438 1652315756.7331
MEM 1067.523438 1652315756.8336
MEM 1067.523438 1652315756.9342
MEM 1067.523438 1652315757.0347
MEM 1067.523438 1652315757.1352
MEM 1067.523438 1652315757.2357
MEM 1067.523438 1652315757.3363
MEM 1067.523438 1652315757.4368
MEM 1067.523438 1652315757.5373
MEM 1067.523438 1652315757.6378
MEM 1067.523438 1652315757.7383
MEM 1067.523438 1652315757.8387
MEM 1067.523438 1652315757.9392
MEM 1067.523438 1652315758.0397
MEM 1067.523438 1652315758.1403
MEM 1067.523438 1652315758.2406
MEM 1067.523438 1652315758.3411
MEM 1067.523438 1652315758.4416
MEM 1067.523438 1652315758.5420
MEM 1067.523438 1652315758.6424
MEM 1067.523438 1652315758.7428
MEM 1067.523438 1652315758.8432
MEM 1067.523438 1652315758.9438
MEM 1067.523438 1652315759.0443
MEM 1067.523438 1652315759.1447
MEM 1067.523438 1652315759.2451
MEM 1067.523438 1652315759.3456
MEM 1067.523438 1652315759.4462
MEM 1067.523438 1652315759.5467
MEM 1067.523438 1652315759.6472
MEM 1067.523438 1652315759.7475
MEM 1067.523438 1652315759.8479
MEM 1067.523438 1652315759.9483
MEM 1067.523438 1652315760.0487
MEM 1067.523438 1652315760.1492
MEM 1067.523438 1652315760.2497
MEM 1067.523438 1652315760.3501
MEM 1067.523438 1652315760.4505
MEM 1067.523438 1652315760.5509
MEM 1067.523438 1652315760.6512
MEM 1067.523438 1652315760.7515
MEM 1067.523438 1652315760.8519
MEM 1067.523438 1652315760.9522
MEM 1067.523438 1652315761.0526
MEM 1067.523438 1652315761.1529
MEM 1067.523438 1652315761.2533
MEM 1067.523438 1652315761.3537
MEM 1067.523438 1652315761.4541
MEM 1067.523438 1652315761.5545
MEM 1067.523438 1652315761.6549
MEM 1067.523438 1652315761.7553
MEM 1067.523438 1652315761.8557
MEM 1067.523438 1652315761.9561
MEM 1067.523438 1652315762.0565
MEM 1067.523438 1652315762.1569
MEM 1067.523438 1652315762.2573
MEM 1067.523438 1652315762.3578
MEM 1067.523438 1652315762.4582
