CMDLINE /usr/bin/python3 scripts/Lasso-RF-Malaria.py
MEM 344.273438 1652243525.7086
MEM 370.347656 1652243525.8089
MEM 370.347656 1652243525.9135
MEM 324.238281 1652243526.0151
MEM 354.761719 1652243526.1155
MEM 370.089844 1652243526.2158
MEM 370.089844 1652243526.3161
MEM 370.089844 1652243526.4165
MEM 324.238281 1652243526.5168
MEM 355.019531 1652243526.6172
MEM 370.347656 1652243526.7176
MEM 370.347656 1652243526.8179
MEM 316.457031 1652243526.9183
MEM 324.238281 1652243527.0187
MEM 355.019531 1652243527.1191
MEM 370.347656 1652243527.2196
MEM 370.347656 1652243527.3199
MEM 324.238281 1652243527.4203
MEM 355.019531 1652243527.5207
MEM 370.347656 1652243527.6211
MEM 370.347656 1652243527.7215
MEM 324.238281 1652243527.8219
MEM 355.019531 1652243527.9272
MEM 370.347656 1652243528.0277
MEM 370.347656 1652243528.1281
MEM 354.761719 1652243528.2284
MEM 370.089844 1652243528.3289
MEM 370.089844 1652243528.4292
MEM 314.457031 1652243528.5296
MEM 324.238281 1652243528.6300
MEM 355.019531 1652243528.7305
MEM 370.347656 1652243528.8310
MEM 370.347656 1652243528.9314
MEM 324.238281 1652243529.0319
MEM 355.019531 1652243529.1324
MEM 370.347656 1652243529.2329
MEM 370.347656 1652243529.3334
MEM 370.347656 1652243529.4341
MEM 324.238281 1652243529.5345
MEM 355.019531 1652243529.6349
MEM 370.347656 1652243529.7353
MEM 370.347656 1652243529.8357
MEM 370.347656 1652243529.9361
MEM 324.238281 1652243530.0365
MEM 355.019531 1652243530.1369
MEM 370.347656 1652243530.2373
MEM 370.347656 1652243530.3377
MEM 309.425781 1652243530.4381
MEM 324.238281 1652243530.5384
MEM 354.761719 1652243530.6388
MEM 370.089844 1652243530.7392
MEM 370.089844 1652243530.8410
MEM 324.238281 1652243530.9414
MEM 342.273438 1652243531.0418
MEM 355.019531 1652243531.1422
MEM 370.347656 1652243531.2426
MEM 324.238281 1652243531.3432
MEM 339.500000 1652243531.4436
MEM 355.019531 1652243531.5441
MEM 370.347656 1652243531.6444
MEM 312.457031 1652243531.7449
MEM 324.238281 1652243531.8453
MEM 355.019531 1652243531.9457
MEM 370.347656 1652243532.0461
MEM 370.347656 1652243532.1465
MEM 324.238281 1652243532.2470
MEM 355.019531 1652243532.3474
MEM 370.347656 1652243532.4478
MEM 370.347656 1652243532.5483
MEM 324.238281 1652243532.6487
MEM 354.761719 1652243532.7491
MEM 370.089844 1652243532.8495
MEM 370.089844 1652243532.9498
MEM 324.238281 1652243533.0502
MEM 330.496094 1652243533.1506
MEM 355.019531 1652243533.2510
MEM 370.347656 1652243533.3514
MEM 370.347656 1652243533.4518
MEM 324.238281 1652243533.5521
MEM 355.019531 1652243533.6525
MEM 370.347656 1652243533.7529
MEM 370.347656 1652243533.8533
MEM 370.347656 1652243533.9537
MEM 324.238281 1652243534.0541
MEM 355.019531 1652243534.1544
MEM 370.347656 1652243534.2548
MEM 370.347656 1652243534.3552
MEM 324.238281 1652243534.4556
MEM 355.019531 1652243534.5561
MEM 370.347656 1652243534.6565
MEM 370.347656 1652243534.7574
MEM 370.347656 1652243534.8578
MEM 324.238281 1652243534.9582
MEM 354.761719 1652243535.0586
MEM 366.308594 1652243535.1591
MEM 370.089844 1652243535.2617
MEM 370.089844 1652243535.3621
MEM 324.238281 1652243535.4625
MEM 355.019531 1652243535.5629
MEM 370.347656 1652243535.6634
MEM 370.347656 1652243535.7638
MEM 370.347656 1652243535.8642
MEM 324.238281 1652243535.9647
MEM 355.019531 1652243536.0651
MEM 370.347656 1652243536.1655
MEM 370.347656 1652243536.2660
MEM 320.457031 1652243536.3664
MEM 324.238281 1652243536.4668
MEM 355.019531 1652243536.5672
MEM 370.347656 1652243536.6704
MEM 309.171875 1652243536.7708
MEM 324.238281 1652243536.8763
MEM 355.019531 1652243536.9774
MEM 370.347656 1652243537.0778
MEM 370.347656 1652243537.1782
MEM 320.457031 1652243537.2787
MEM 339.500000 1652243537.3791
MEM 354.761719 1652243537.4795
MEM 370.089844 1652243537.5809
MEM 316.457031 1652243537.6829
MEM 324.238281 1652243537.7831
MEM 355.019531 1652243537.8835
MEM 370.347656 1652243537.9839
MEM 370.347656 1652243538.0843
MEM 324.238281 1652243538.1847
MEM 355.019531 1652243538.2851
MEM 370.347656 1652243538.3855
MEM 370.347656 1652243538.4861
MEM 370.347656 1652243538.5870
MEM 324.238281 1652243538.6874
MEM 354.761719 1652243538.7878
MEM 355.019531 1652243538.8881
MEM 370.347656 1652243538.9891
MEM 370.347656 1652243539.0895
MEM 324.238281 1652243539.1899
MEM 355.019531 1652243539.2906
MEM 370.347656 1652243539.3911
MEM 370.347656 1652243539.4916
MEM 324.238281 1652243539.5922
MEM 354.761719 1652243539.6926
MEM 370.089844 1652243539.7930
MEM 370.089844 1652243539.8933
MEM 324.238281 1652243539.9938
MEM 355.019531 1652243540.0942
MEM 370.347656 1652243540.1947
MEM 370.347656 1652243540.2950
MEM 324.238281 1652243540.3954
MEM 355.019531 1652243540.4958
MEM 370.347656 1652243540.5962
MEM 370.347656 1652243540.6965
MEM 324.238281 1652243540.7969
MEM 355.019531 1652243540.8973
MEM 370.347656 1652243540.9977
MEM 370.347656 1652243541.0981
MEM 324.238281 1652243541.1984
MEM 342.273438 1652243541.2989
MEM 355.019531 1652243541.3993
MEM 370.347656 1652243541.4998
MEM 370.347656 1652243541.6001
MEM 324.238281 1652243541.7005
MEM 354.761719 1652243541.8009
MEM 370.089844 1652243541.9014
MEM 370.089844 1652243542.0017
MEM 324.238281 1652243542.1021
MEM 355.019531 1652243542.2025
MEM 370.347656 1652243542.3030
MEM 370.347656 1652243542.4034
MEM 324.238281 1652243542.5039
MEM 355.019531 1652243542.6043
MEM 355.019531 1652243542.7047
MEM 370.347656 1652243542.8051
MEM 370.347656 1652243542.9056
MEM 324.238281 1652243543.0060
MEM 355.019531 1652243543.1065
MEM 370.347656 1652243543.2070
MEM 370.347656 1652243543.3075
MEM 370.347656 1652243543.4079
MEM 324.238281 1652243543.5083
MEM 355.019531 1652243543.6090
MEM 355.019531 1652243543.7095
MEM 370.347656 1652243543.8099
MEM 370.347656 1652243543.9103
MEM 324.238281 1652243544.0108
MEM 354.761719 1652243544.1112
MEM 370.089844 1652243544.2116
MEM 370.089844 1652243544.3120
MEM 324.238281 1652243544.4124
MEM 355.019531 1652243544.5128
MEM 370.347656 1652243544.6132
MEM 370.347656 1652243544.7136
MEM 312.457031 1652243544.8140
MEM 324.238281 1652243544.9145
MEM 355.019531 1652243545.0149
MEM 370.347656 1652243545.1152
MEM 370.347656 1652243545.2156
MEM 324.238281 1652243545.3160
MEM 355.019531 1652243545.4164
MEM 370.347656 1652243545.5168
MEM 370.347656 1652243545.6173
MEM 324.238281 1652243545.7177
MEM 328.496094 1652243545.8181
MEM 355.019531 1652243545.9185
MEM 370.347656 1652243546.0188
MEM 370.347656 1652243546.1192
MEM 324.238281 1652243546.2195
MEM 354.761719 1652243546.3199
MEM 354.761719 1652243546.4204
MEM 370.089844 1652243546.5208
MEM 370.089844 1652243546.6211
MEM 324.238281 1652243546.7215
MEM 355.019531 1652243546.8219
MEM 370.347656 1652243546.9224
MEM 370.347656 1652243547.0229
MEM 324.238281 1652243547.1231
MEM 355.019531 1652243547.2235
MEM 370.347656 1652243547.3239
MEM 370.347656 1652243547.4243
MEM 324.238281 1652243547.5246
MEM 355.019531 1652243547.6251
MEM 370.347656 1652243547.7255
MEM 370.347656 1652243547.8259
MEM 316.457031 1652243547.9269
MEM 324.238281 1652243548.0272
MEM 355.019531 1652243548.1277
MEM 370.347656 1652243548.2281
MEM 370.347656 1652243548.3285
MEM 324.238281 1652243548.4294
MEM 354.761719 1652243548.5298
MEM 370.089844 1652243548.6303
MEM 370.089844 1652243548.7309
MEM 312.457031 1652243548.8313
MEM 324.238281 1652243548.9317
MEM 355.019531 1652243549.0321
MEM 370.347656 1652243549.1325
MEM 370.347656 1652243549.2328
MEM 324.238281 1652243549.3332
MEM 330.496094 1652243549.4335
MEM 355.535156 1652243549.5339
MEM 370.347656 1652243549.6343
MEM 316.457031 1652243549.7346
MEM 324.238281 1652243549.8350
MEM 355.019531 1652243549.9354
MEM 370.347656 1652243550.0358
MEM 370.347656 1652243550.1362
MEM 324.238281 1652243550.2365
MEM 355.019531 1652243550.3369
MEM 358.308594 1652243550.4373
MEM 370.347656 1652243550.5377
MEM 324.238281 1652243550.6382
MEM 354.761719 1652243550.7385
MEM 370.089844 1652243550.8389
MEM 370.089844 1652243550.9392
MEM 324.238281 1652243551.0395
MEM 324.238281 1652243551.1398
MEM 355.019531 1652243551.2403
MEM 370.347656 1652243551.3407
MEM 370.347656 1652243551.4464
MEM 324.238281 1652243551.5467
MEM 355.019531 1652243551.6471
MEM 370.347656 1652243551.7475
MEM 370.347656 1652243551.8479
MEM 324.238281 1652243551.9483
MEM 355.019531 1652243552.0487
MEM 370.347656 1652243552.1490
MEM 370.347656 1652243552.2494
MEM 370.347656 1652243552.3497
MEM 324.238281 1652243552.4502
MEM 332.496094 1652243552.5506
MEM 355.019531 1652243552.6510
MEM 370.347656 1652243552.7515
MEM 370.347656 1652243552.8520
MEM 324.238281 1652243552.9525
MEM 354.761719 1652243553.0529
MEM 354.761719 1652243553.1534
MEM 370.089844 1652243553.2538
MEM 370.089844 1652243553.3543
MEM 324.238281 1652243553.4548
MEM 355.019531 1652243553.5553
MEM 370.347656 1652243553.6557
MEM 370.347656 1652243553.7562
MEM 309.683594 1652243553.8567
MEM 324.238281 1652243553.9571
MEM 355.019531 1652243554.0575
MEM 370.347656 1652243554.1580
MEM 370.347656 1652243554.2584
MEM 370.347656 1652243554.3590
MEM 324.238281 1652243554.4614
MEM 355.019531 1652243554.5618
MEM 370.347656 1652243554.6623
MEM 314.457031 1652243554.7626
MEM 324.238281 1652243554.8630
MEM 355.019531 1652243554.9633
MEM 370.347656 1652243555.0637
MEM 370.347656 1652243555.1641
MEM 324.238281 1652243555.2645
MEM 354.761719 1652243555.3649
MEM 370.089844 1652243555.4653
MEM 370.089844 1652243555.5678
MEM 370.089844 1652243555.6683
MEM 324.238281 1652243555.7686
MEM 355.019531 1652243555.8689
MEM 370.347656 1652243555.9694
MEM 370.347656 1652243556.0696
MEM 324.238281 1652243556.1704
MEM 355.019531 1652243556.2707
MEM 370.347656 1652243556.3712
MEM 370.347656 1652243556.4738
MEM 324.238281 1652243556.5742
MEM 324.238281 1652243556.6746
MEM 355.019531 1652243556.7750
MEM 370.347656 1652243556.8754
MEM 370.347656 1652243556.9758
MEM 324.238281 1652243557.0762
MEM 355.019531 1652243557.1766
MEM 370.347656 1652243557.2770
MEM 370.347656 1652243557.3774
MEM 324.238281 1652243557.4778
MEM 354.761719 1652243557.5782
MEM 370.089844 1652243557.6787
MEM 370.089844 1652243557.7792
MEM 324.238281 1652243557.8796
MEM 355.019531 1652243557.9800
MEM 370.347656 1652243558.0804
MEM 370.347656 1652243558.1809
MEM 316.457031 1652243558.2813
MEM 334.496094 1652243558.3818
MEM 355.019531 1652243558.4822
MEM 370.347656 1652243558.5829
MEM 370.347656 1652243558.6833
MEM 324.238281 1652243558.7849
MEM 355.019531 1652243558.8854
MEM 370.347656 1652243558.9858
MEM 370.347656 1652243559.0861
MEM 324.238281 1652243559.1865
MEM 346.273438 1652243559.2869
MEM 356.308594 1652243559.3873
MEM 370.347656 1652243559.4877
MEM 324.238281 1652243559.5881
MEM 354.761719 1652243559.6885
MEM 370.089844 1652243559.7890
MEM 370.089844 1652243559.8893
MEM 324.238281 1652243559.9897
MEM 344.273438 1652243560.0901
MEM 355.019531 1652243560.1906
MEM 370.347656 1652243560.2910
MEM 316.457031 1652243560.3915
MEM 355.019531 1652243560.4919
MEM 366.308594 1652243560.5923
MEM 370.347656 1652243560.6926
MEM 324.238281 1652243560.7930
MEM 355.019531 1652243560.8934
MEM 355.019531 1652243560.9938
MEM 370.347656 1652243561.0942
MEM 370.347656 1652243561.1945
MEM 324.238281 1652243561.2950
MEM 355.019531 1652243561.3954
MEM 370.347656 1652243561.4958
MEM 316.457031 1652243561.5963
MEM 354.761719 1652243561.6967
MEM 370.089844 1652243561.7971
MEM 370.089844 1652243561.8975
MEM 324.238281 1652243561.9979
MEM 355.019531 1652243562.0983
MEM 370.347656 1652243562.2028
MEM 370.347656 1652243562.3046
MEM 322.457031 1652243562.4050
MEM 324.238281 1652243562.5055
MEM 355.019531 1652243562.6059
MEM 370.347656 1652243562.7063
MEM 370.347656 1652243562.8068
MEM 324.238281 1652243562.9076
MEM 355.019531 1652243563.0080
MEM 370.347656 1652243563.1085
MEM 370.347656 1652243563.2112
MEM 324.238281 1652243563.3118
MEM 355.019531 1652243563.4122
MEM 370.347656 1652243563.5129
MEM 310.199219 1652243563.6133
MEM 324.238281 1652243563.7140
MEM 354.761719 1652243563.8144
MEM 370.089844 1652243563.9148
MEM 370.089844 1652243564.0152
MEM 309.171875 1652243564.1156
MEM 324.238281 1652243564.2160
MEM 355.019531 1652243564.3164
MEM 370.347656 1652243564.4168
MEM 325.128906 1652243564.5172
MEM 324.238281 1652243564.6177
MEM 355.019531 1652243564.7181
MEM 370.347656 1652243564.8186
MEM 370.347656 1652243564.9192
MEM 324.238281 1652243565.0197
MEM 324.238281 1652243565.1200
MEM 355.019531 1652243565.2205
MEM 370.347656 1652243565.3209
MEM 370.347656 1652243565.4214
MEM 324.238281 1652243565.5219
MEM 355.019531 1652243565.6223
MEM 370.347656 1652243565.7227
MEM 370.347656 1652243565.8248
MEM 324.238281 1652243565.9252
MEM 354.761719 1652243566.0256
MEM 370.089844 1652243566.1260
MEM 370.089844 1652243566.2264
MEM 322.457031 1652243566.3269
MEM 324.238281 1652243566.4272
MEM 355.019531 1652243566.5275
MEM 370.347656 1652243566.6280
MEM 309.171875 1652243566.7283
MEM 324.238281 1652243566.8287
MEM 355.019531 1652243566.9290
MEM 370.347656 1652243567.0294
MEM 370.347656 1652243567.1297
MEM 324.238281 1652243567.2301
MEM 339.757812 1652243567.3305
MEM 355.019531 1652243567.4316
MEM 370.347656 1652243567.5320
MEM 370.347656 1652243567.6325
MEM 324.238281 1652243567.7329
MEM 324.238281 1652243567.8333
MEM 355.019531 1652243567.9337
MEM 370.347656 1652243568.0342
MEM 370.347656 1652243568.1346
MEM 318.457031 1652243568.2350
MEM 324.238281 1652243568.3355
MEM 354.761719 1652243568.4361
MEM 370.089844 1652243568.5369
MEM 370.089844 1652243568.6374
MEM 324.238281 1652243568.7383
MEM 355.019531 1652243568.8387
MEM 355.019531 1652243568.9397
MEM 370.347656 1652243569.0402
MEM 370.347656 1652243569.1405
MEM 332.496094 1652243569.2408
MEM 355.019531 1652243569.3412
MEM 370.347656 1652243569.4416
MEM 370.347656 1652243569.5419
MEM 322.457031 1652243569.6424
MEM 355.019531 1652243569.7428
MEM 358.308594 1652243569.8432
MEM 370.347656 1652243569.9435
MEM 370.347656 1652243570.0439
MEM 324.238281 1652243570.1442
MEM 355.019531 1652243570.2446
MEM 370.347656 1652243570.3451
MEM 370.347656 1652243570.4455
MEM 314.457031 1652243570.5460
MEM 324.238281 1652243570.6464
MEM 354.761719 1652243570.7467
MEM 370.089844 1652243570.8472
MEM 370.089844 1652243570.9476
MEM 324.238281 1652243571.0529
MEM 355.019531 1652243571.1533
MEM 370.347656 1652243571.2536
MEM 370.347656 1652243571.3539
MEM 324.238281 1652243571.4543
MEM 355.019531 1652243571.5547
MEM 370.347656 1652243571.6550
MEM 370.347656 1652243571.7553
MEM 320.457031 1652243571.8557
MEM 324.238281 1652243571.9561
MEM 355.019531 1652243572.0565
MEM 370.347656 1652243572.1570
MEM 370.347656 1652243572.2574
MEM 324.238281 1652243572.3579
MEM 354.519531 1652243572.4583
MEM 355.019531 1652243572.5590
MEM 370.347656 1652243572.6595
MEM 370.347656 1652243572.7600
MEM 309.171875 1652243572.8604
MEM 324.238281 1652243572.9609
MEM 354.761719 1652243573.0613
MEM 370.089844 1652243573.1620
MEM 370.089844 1652243573.2624
MEM 332.496094 1652243573.3631
MEM 355.019531 1652243573.4635
MEM 370.347656 1652243573.5639
MEM 370.347656 1652243573.6643
MEM 324.238281 1652243573.7647
MEM 354.519531 1652243573.8651
MEM 355.019531 1652243573.9655
MEM 370.347656 1652243574.0658
MEM 324.238281 1652243574.1662
MEM 348.519531 1652243574.2666
MEM 355.019531 1652243574.3670
MEM 370.347656 1652243574.4674
MEM 370.347656 1652243574.5679
MEM 324.238281 1652243574.6684
MEM 355.019531 1652243574.7688
MEM 370.347656 1652243574.8693
MEM 370.347656 1652243574.9696
MEM 324.238281 1652243575.0701
MEM 348.519531 1652243575.1707
MEM 360.308594 1652243575.2711
MEM 370.089844 1652243575.3715
MEM 370.089844 1652243575.4719
MEM 324.238281 1652243575.5724
MEM 355.019531 1652243575.6728
MEM 370.347656 1652243575.7733
MEM 370.347656 1652243575.8737
MEM 324.238281 1652243575.9741
MEM 355.019531 1652243576.0768
MEM 370.347656 1652243576.1773
MEM 370.347656 1652243576.2779
MEM 370.347656 1652243576.3784
MEM 324.238281 1652243576.4788
MEM 355.019531 1652243576.5792
MEM 370.347656 1652243576.6795
MEM 370.347656 1652243576.7827
MEM 324.238281 1652243576.8831
MEM 355.019531 1652243576.9835
MEM 370.347656 1652243577.0840
MEM 370.347656 1652243577.1843
MEM 324.238281 1652243577.2847
MEM 354.761719 1652243577.3851
MEM 370.089844 1652243577.4855
MEM 370.089844 1652243577.5890
MEM 324.238281 1652243577.6895
MEM 355.019531 1652243577.7899
MEM 370.347656 1652243577.8904
MEM 370.347656 1652243577.9909
MEM 370.347656 1652243578.0913
MEM 324.238281 1652243578.1918
MEM 355.019531 1652243578.2922
MEM 370.347656 1652243578.3927
MEM 370.347656 1652243578.4931
MEM 312.457031 1652243578.5936
MEM 324.238281 1652243578.6941
MEM 355.019531 1652243578.7951
MEM 370.347656 1652243578.8955
MEM 370.347656 1652243578.9960
MEM 324.238281 1652243579.0964
MEM 324.238281 1652243579.1969
MEM 355.019531 1652243579.2973
MEM 370.347656 1652243579.3977
MEM 370.347656 1652243579.4981
MEM 323.980469 1652243579.5986
MEM 354.761719 1652243579.6990
MEM 370.089844 1652243579.7995
MEM 370.089844 1652243579.9000
MEM 324.238281 1652243580.0004
MEM 346.519531 1652243580.1009
MEM 355.277344 1652243580.2013
MEM 370.347656 1652243580.3017
MEM 370.347656 1652243580.4020
MEM 324.238281 1652243580.5024
MEM 324.238281 1652243580.6027
MEM 355.019531 1652243580.7031
MEM 370.347656 1652243580.8036
MEM 370.347656 1652243580.9040
MEM 324.238281 1652243581.0044
MEM 324.238281 1652243581.1047
MEM 355.019531 1652243581.2052
MEM 370.347656 1652243581.3056
MEM 370.347656 1652243581.4060
MEM 324.238281 1652243581.5063
MEM 355.019531 1652243581.6080
MEM 370.347656 1652243581.7084
MEM 370.347656 1652243581.8087
MEM 320.457031 1652243581.9091
MEM 354.761719 1652243582.0095
MEM 370.089844 1652243582.1098
MEM 370.089844 1652243582.2110
MEM 324.238281 1652243582.3114
MEM 355.019531 1652243582.4118
MEM 355.535156 1652243582.5122
MEM 370.347656 1652243582.6127
MEM 370.347656 1652243582.7131
MEM 324.238281 1652243582.8140
MEM 355.019531 1652243582.9144
MEM 370.347656 1652243583.0149
MEM 370.347656 1652243583.1154
MEM 370.347656 1652243583.2158
MEM 323.464844 1652243583.3164
MEM 355.019531 1652243583.4169
MEM 370.347656 1652243583.5174
MEM 370.347656 1652243583.6178
MEM 309.171875 1652243583.7183
MEM 324.238281 1652243583.8188
MEM 355.019531 1652243583.9191
MEM 370.347656 1652243584.0196
MEM 370.347656 1652243584.1200
MEM 324.238281 1652243584.2205
MEM 354.761719 1652243584.3209
MEM 370.089844 1652243584.4213
MEM 370.089844 1652243584.5217
MEM 324.238281 1652243584.6220
MEM 355.019531 1652243584.7224
MEM 370.347656 1652243584.8229
MEM 370.347656 1652243584.9241
MEM 370.347656 1652243585.0245
MEM 324.238281 1652243585.1248
MEM 355.019531 1652243585.2252
MEM 370.347656 1652243585.3257
MEM 370.347656 1652243585.4260
MEM 324.238281 1652243585.5264
MEM 355.019531 1652243585.6268
MEM 370.347656 1652243585.7272
MEM 370.347656 1652243585.8276
MEM 312.457031 1652243585.9279
MEM 324.238281 1652243586.0283
MEM 355.019531 1652243586.1286
MEM 370.347656 1652243586.2290
MEM 309.425781 1652243586.3293
MEM 324.238281 1652243586.4297
MEM 354.761719 1652243586.5305
MEM 370.089844 1652243586.6366
MEM 370.089844 1652243586.7369
MEM 324.238281 1652243586.8372
MEM 355.019531 1652243586.9376
MEM 370.347656 1652243587.0379
MEM 370.347656 1652243587.1382
MEM 324.238281 1652243587.2385
MEM 355.019531 1652243587.3389
MEM 370.347656 1652243587.4393
MEM 370.347656 1652243587.5413
MEM 309.941406 1652243587.6416
MEM 324.238281 1652243587.7420
MEM 355.019531 1652243587.8424
MEM 370.347656 1652243587.9429
MEM 370.347656 1652243588.0432
MEM 309.683594 1652243588.1437
MEM 324.238281 1652243588.2442
MEM 355.019531 1652243588.3446
MEM 370.347656 1652243588.4455
MEM 370.347656 1652243588.5460
MEM 324.238281 1652243588.6464
MEM 354.761719 1652243588.7468
MEM 370.089844 1652243588.8472
MEM 370.089844 1652243588.9477
MEM 370.089844 1652243589.0481
MEM 324.238281 1652243589.1487
MEM 355.019531 1652243589.2491
MEM 370.347656 1652243589.3496
MEM 370.347656 1652243589.4501
MEM 318.457031 1652243589.5505
MEM 324.238281 1652243589.6509
MEM 355.019531 1652243589.7512
MEM 370.347656 1652243589.8517
MEM 370.347656 1652243589.9521
MEM 324.238281 1652243590.0526
MEM 355.019531 1652243590.1531
MEM 370.347656 1652243590.2536
MEM 370.347656 1652243590.3540
MEM 324.238281 1652243590.4545
MEM 355.019531 1652243590.5549
MEM 370.347656 1652243590.6554
MEM 370.347656 1652243590.7558
MEM 354.761719 1652243590.8562
MEM 370.089844 1652243590.9566
MEM 370.089844 1652243591.0571
MEM 370.089844 1652243591.1575
MEM 324.238281 1652243591.2578
MEM 346.519531 1652243591.3582
MEM 370.347656 1652243591.4586
MEM 370.347656 1652243591.5590
MEM 318.457031 1652243591.6593
MEM 339.500000 1652243591.7597
MEM 355.019531 1652243591.8601
MEM 370.347656 1652243591.9606
MEM 324.238281 1652243592.0610
MEM 355.019531 1652243592.1614
MEM 370.347656 1652243592.2619
MEM 370.347656 1652243592.3624
MEM 370.347656 1652243592.4627
MEM 324.238281 1652243592.5631
MEM 355.019531 1652243592.6635
MEM 370.347656 1652243592.7640
MEM 370.347656 1652243592.8643
MEM 324.238281 1652243592.9648
MEM 354.761719 1652243593.0652
MEM 370.089844 1652243593.1657
MEM 370.089844 1652243593.2661
MEM 324.238281 1652243593.3666
MEM 355.019531 1652243593.4670
MEM 370.347656 1652243593.5674
MEM 370.347656 1652243593.6679
MEM 322.949219 1652243593.7682
MEM 324.238281 1652243593.8686
MEM 355.019531 1652243593.9690
MEM 370.347656 1652243594.0694
MEM 370.347656 1652243594.1697
MEM 324.238281 1652243594.2701
MEM 355.019531 1652243594.3705
MEM 370.347656 1652243594.4710
MEM 370.347656 1652243594.5714
MEM 370.347656 1652243594.6719
MEM 324.238281 1652243594.7723
MEM 355.019531 1652243594.8728
MEM 370.347656 1652243594.9732
MEM 370.347656 1652243595.0742
MEM 370.347656 1652243595.1747
MEM 324.238281 1652243595.2751
MEM 354.761719 1652243595.3755
MEM 370.089844 1652243595.4759
MEM 370.089844 1652243595.5764
MEM 324.238281 1652243595.6769
MEM 324.238281 1652243595.7773
MEM 355.019531 1652243595.8777
MEM 370.347656 1652243595.9782
MEM 370.347656 1652243596.0785
MEM 323.722656 1652243596.1796
MEM 324.238281 1652243596.2801
MEM 355.019531 1652243596.3805
MEM 370.347656 1652243596.4809
MEM 322.457031 1652243596.5813
MEM 324.238281 1652243596.6817
MEM 355.019531 1652243596.7820
MEM 370.347656 1652243596.8824
MEM 323.980469 1652243596.9828
MEM 355.019531 1652243597.0832
MEM 360.308594 1652243597.1835
MEM 370.347656 1652243597.2840
MEM 324.238281 1652243597.3844
MEM 330.496094 1652243597.4848
MEM 354.761719 1652243597.5852
MEM 370.089844 1652243597.6856
MEM 324.238281 1652243597.7860
MEM 355.019531 1652243597.8863
MEM 370.347656 1652243597.9868
MEM 370.347656 1652243598.0873
MEM 322.949219 1652243598.1878
MEM 339.757812 1652243598.2881
MEM 355.019531 1652243598.3885
MEM 370.347656 1652243598.4890
MEM 320.457031 1652243598.5894
MEM 324.238281 1652243598.6898
MEM 355.019531 1652243598.7902
MEM 370.347656 1652243598.8907
MEM 370.347656 1652243598.9915
MEM 324.238281 1652243599.0920
MEM 355.019531 1652243599.1924
MEM 355.019531 1652243599.2928
MEM 370.347656 1652243599.3932
MEM 322.457031 1652243599.4937
MEM 324.238281 1652243599.5942
MEM 354.761719 1652243599.6946
MEM 370.089844 1652243599.7950
MEM 370.089844 1652243599.8954
MEM 324.238281 1652243599.9959
MEM 355.019531 1652243600.0963
MEM 370.347656 1652243600.1968
MEM 370.347656 1652243600.2972
MEM 324.238281 1652243600.3975
MEM 324.238281 1652243600.4980
MEM 355.019531 1652243600.5984
MEM 370.347656 1652243600.6988
MEM 370.347656 1652243600.8032
MEM 324.238281 1652243600.9036
MEM 324.238281 1652243601.0040
MEM 355.019531 1652243601.1044
MEM 370.347656 1652243601.2048
MEM 310.457031 1652243601.3053
MEM 324.238281 1652243601.4056
MEM 355.019531 1652243601.5059
MEM 370.347656 1652243601.6063
MEM 370.347656 1652243601.7067
MEM 324.238281 1652243601.8070
MEM 354.761719 1652243601.9083
MEM 370.089844 1652243602.0088
MEM 370.089844 1652243602.1092
MEM 370.089844 1652243602.2096
MEM 324.238281 1652243602.3101
MEM 355.019531 1652243602.4105
MEM 370.347656 1652243602.5110
MEM 370.347656 1652243602.6113
MEM 310.457031 1652243602.7118
MEM 324.238281 1652243602.8123
MEM 355.019531 1652243602.9127
MEM 370.347656 1652243603.0132
MEM 370.347656 1652243603.1138
MEM 324.238281 1652243603.2142
MEM 355.019531 1652243603.3147
MEM 370.347656 1652243603.4152
MEM 370.347656 1652243603.5156
MEM 370.347656 1652243603.6159
MEM 324.238281 1652243603.7163
MEM 355.019531 1652243603.8167
MEM 370.347656 1652243603.9171
MEM 370.347656 1652243604.0174
MEM 324.238281 1652243604.1178
MEM 354.761719 1652243604.2182
MEM 370.089844 1652243604.3186
MEM 370.089844 1652243604.4189
MEM 324.238281 1652243604.5193
MEM 339.500000 1652243604.6197
MEM 355.019531 1652243604.7201
MEM 370.347656 1652243604.8205
MEM 370.347656 1652243604.9210
MEM 342.273438 1652243605.0215
MEM 355.019531 1652243605.1218
MEM 370.347656 1652243605.2223
MEM 314.457031 1652243605.3227
MEM 324.238281 1652243605.4231
MEM 355.019531 1652243605.5235
MEM 370.347656 1652243605.6239
MEM 370.347656 1652243605.7242
MEM 324.238281 1652243605.8246
MEM 355.019531 1652243605.9250
MEM 370.347656 1652243606.0255
MEM 370.347656 1652243606.1259
MEM 324.238281 1652243606.2264
MEM 324.238281 1652243606.3267
MEM 354.761719 1652243606.4271
MEM 370.089844 1652243606.5276
MEM 370.089844 1652243606.6280
MEM 318.457031 1652243606.7284
MEM 339.500000 1652243606.8288
MEM 355.019531 1652243606.9292
MEM 370.347656 1652243607.0295
MEM 370.347656 1652243607.1300
MEM 324.238281 1652243607.2304
MEM 355.019531 1652243607.3308
MEM 370.347656 1652243607.4312
MEM 370.347656 1652243607.5317
MEM 370.347656 1652243607.6325
MEM 324.238281 1652243607.7329
MEM 355.019531 1652243607.8333
MEM 370.347656 1652243607.9338
MEM 370.347656 1652243608.0342
MEM 324.238281 1652243608.1348
