CMDLINE /usr/bin/python3 scripts/Lasso-RF-Malaria.py
MEM 342.273438 1652243608.2352
MEM 355.019531 1652243608.3356
MEM 370.347656 1652243608.4361
MEM 370.347656 1652243608.5365
MEM 324.238281 1652243608.6370
MEM 354.761719 1652243608.7385
MEM 370.089844 1652243608.8389
MEM 370.089844 1652243608.9401
MEM 370.089844 1652243609.0404
MEM 324.238281 1652243609.1440
MEM 355.019531 1652243609.2444
MEM 370.347656 1652243609.3449
MEM 370.347656 1652243609.4454
MEM 324.238281 1652243609.5472
MEM 355.019531 1652243609.6476
MEM 370.347656 1652243609.7481
MEM 370.347656 1652243609.8486
MEM 324.238281 1652243609.9489
MEM 355.019531 1652243610.0493
MEM 356.308594 1652243610.1498
MEM 370.347656 1652243610.2502
MEM 324.238281 1652243610.3507
MEM 324.238281 1652243610.4510
MEM 355.019531 1652243610.5514
MEM 370.347656 1652243610.6518
MEM 370.347656 1652243610.7522
MEM 324.238281 1652243610.8525
MEM 354.761719 1652243610.9529
MEM 370.089844 1652243611.0535
MEM 370.089844 1652243611.1539
MEM 370.089844 1652243611.2543
MEM 324.238281 1652243611.3547
MEM 355.019531 1652243611.4551
MEM 370.347656 1652243611.5556
MEM 370.347656 1652243611.6560
MEM 324.238281 1652243611.7564
MEM 342.273438 1652243611.8569
MEM 362.308594 1652243611.9573
MEM 370.347656 1652243612.0577
MEM 324.238281 1652243612.1582
MEM 328.496094 1652243612.2599
MEM 355.019531 1652243612.3603
MEM 370.347656 1652243612.4608
MEM 370.347656 1652243612.5613
MEM 324.238281 1652243612.6617
MEM 355.019531 1652243612.7621
MEM 370.347656 1652243612.8625
MEM 370.347656 1652243612.9629
MEM 324.238281 1652243613.0633
MEM 339.500000 1652243613.1638
MEM 354.761719 1652243613.2642
MEM 370.089844 1652243613.3673
MEM 370.089844 1652243613.4677
MEM 336.496094 1652243613.5683
MEM 355.019531 1652243613.6687
MEM 370.347656 1652243613.7691
MEM 370.347656 1652243613.8695
MEM 324.238281 1652243613.9698
MEM 355.019531 1652243614.0706
MEM 370.347656 1652243614.1711
MEM 370.347656 1652243614.2715
MEM 324.238281 1652243614.3719
MEM 342.273438 1652243614.4722
MEM 356.050781 1652243614.5726
MEM 370.347656 1652243614.6730
MEM 370.347656 1652243614.7733
MEM 324.238281 1652243614.8737
MEM 355.019531 1652243614.9741
MEM 370.347656 1652243615.0745
MEM 370.347656 1652243615.1749
MEM 324.238281 1652243615.2751
MEM 354.761719 1652243615.3755
MEM 370.089844 1652243615.4759
MEM 370.089844 1652243615.5762
MEM 324.238281 1652243615.6767
MEM 355.019531 1652243615.7770
MEM 370.347656 1652243615.8774
MEM 370.347656 1652243615.9777
MEM 324.238281 1652243616.0781
MEM 336.496094 1652243616.1785
MEM 368.308594 1652243616.2789
MEM 370.347656 1652243616.3792
MEM 324.238281 1652243616.4795
MEM 355.019531 1652243616.5799
MEM 370.347656 1652243616.6803
MEM 370.347656 1652243616.7808
MEM 320.457031 1652243616.8812
MEM 339.500000 1652243616.9815
MEM 370.347656 1652243617.0819
MEM 370.347656 1652243617.1823
MEM 314.457031 1652243617.2827
MEM 324.238281 1652243617.3831
MEM 354.761719 1652243617.4835
MEM 370.089844 1652243617.5839
MEM 370.089844 1652243617.6843
MEM 310.457031 1652243617.7848
MEM 324.238281 1652243617.8852
MEM 355.019531 1652243617.9856
MEM 370.347656 1652243618.0861
MEM 370.347656 1652243618.1866
MEM 324.238281 1652243618.2870
MEM 355.019531 1652243618.3875
MEM 370.347656 1652243618.4880
MEM 370.347656 1652243618.5887
MEM 324.238281 1652243618.6892
MEM 330.496094 1652243618.7896
MEM 355.019531 1652243618.8901
MEM 370.347656 1652243618.9905
MEM 323.988281 1652243619.0909
MEM 324.238281 1652243619.1912
MEM 355.019531 1652243619.2916
MEM 370.347656 1652243619.3919
MEM 370.347656 1652243619.4922
MEM 324.238281 1652243619.5926
MEM 330.496094 1652243619.6930
MEM 354.761719 1652243619.7934
MEM 370.089844 1652243619.8937
MEM 312.457031 1652243619.9942
MEM 339.500000 1652243620.0946
MEM 355.019531 1652243620.1951
MEM 370.347656 1652243620.2982
MEM 370.347656 1652243620.3986
MEM 324.238281 1652243620.4990
MEM 355.019531 1652243620.5994
MEM 370.347656 1652243620.6999
MEM 370.347656 1652243620.8004
MEM 324.238281 1652243620.9009
MEM 355.019531 1652243621.0012
MEM 370.347656 1652243621.1017
MEM 370.347656 1652243621.2020
MEM 323.980469 1652243621.3025
MEM 355.019531 1652243621.4028
MEM 355.019531 1652243621.5033
MEM 370.347656 1652243621.6037
MEM 370.347656 1652243621.7041
MEM 324.238281 1652243621.8045
MEM 354.761719 1652243621.9049
MEM 370.089844 1652243622.0059
MEM 370.089844 1652243622.1062
MEM 355.019531 1652243622.2066
MEM 370.347656 1652243622.3069
MEM 370.347656 1652243622.4074
MEM 322.457031 1652243622.5078
MEM 324.238281 1652243622.6080
MEM 355.019531 1652243622.7087
MEM 355.019531 1652243622.8091
MEM 370.347656 1652243622.9096
MEM 312.457031 1652243623.0100
MEM 355.019531 1652243623.1104
MEM 368.308594 1652243623.2113
MEM 370.347656 1652243623.3117
MEM 370.347656 1652243623.4121
MEM 324.238281 1652243623.5125
MEM 355.019531 1652243623.6130
MEM 370.347656 1652243623.7134
MEM 370.347656 1652243623.8138
MEM 314.457031 1652243623.9144
MEM 324.238281 1652243624.0149
MEM 354.761719 1652243624.1155
MEM 370.089844 1652243624.2159
MEM 370.089844 1652243624.3163
MEM 324.238281 1652243624.4168
MEM 330.496094 1652243624.5176
MEM 355.019531 1652243624.6180
MEM 370.347656 1652243624.7184
MEM 320.457031 1652243624.8189
MEM 339.500000 1652243624.9215
MEM 355.019531 1652243625.0219
MEM 370.347656 1652243625.1223
MEM 309.171875 1652243625.2226
MEM 324.238281 1652243625.3230
MEM 355.019531 1652243625.4233
MEM 370.347656 1652243625.5237
MEM 370.347656 1652243625.6241
MEM 324.238281 1652243625.7244
MEM 355.019531 1652243625.8247
MEM 370.347656 1652243625.9251
MEM 309.171875 1652243626.0254
MEM 324.238281 1652243626.1257
MEM 354.761719 1652243626.2261
MEM 370.089844 1652243626.3264
MEM 309.171875 1652243626.4267
MEM 355.019531 1652243626.5271
MEM 370.347656 1652243626.6275
MEM 370.347656 1652243626.7278
MEM 310.199219 1652243626.8281
MEM 324.238281 1652243626.9284
MEM 355.019531 1652243627.0288
MEM 370.347656 1652243627.1291
MEM 318.457031 1652243627.2295
MEM 324.238281 1652243627.3299
MEM 355.019531 1652243627.4303
MEM 370.347656 1652243627.5307
MEM 370.347656 1652243627.6311
MEM 324.238281 1652243627.7315
MEM 355.019531 1652243627.8319
MEM 370.347656 1652243627.9322
MEM 370.347656 1652243628.0326
MEM 324.238281 1652243628.1330
MEM 354.761719 1652243628.2333
MEM 370.089844 1652243628.3337
MEM 370.089844 1652243628.4342
MEM 323.722656 1652243628.5346
MEM 326.496094 1652243628.6351
MEM 355.019531 1652243628.7356
MEM 370.347656 1652243628.8360
MEM 370.347656 1652243628.9365
MEM 324.238281 1652243629.0370
MEM 355.019531 1652243629.1375
MEM 356.308594 1652243629.2379
MEM 370.347656 1652243629.3383
MEM 370.347656 1652243629.4387
MEM 324.238281 1652243629.5391
MEM 354.519531 1652243629.6395
MEM 355.019531 1652243629.7400
MEM 370.347656 1652243629.8404
MEM 370.347656 1652243629.9409
MEM 314.457031 1652243630.0413
MEM 324.238281 1652243630.1417
MEM 355.019531 1652243630.2422
MEM 370.347656 1652243630.3426
MEM 370.347656 1652243630.4429
MEM 309.171875 1652243630.5431
MEM 324.238281 1652243630.6435
MEM 354.761719 1652243630.7439
MEM 370.089844 1652243630.8443
MEM 370.089844 1652243630.9447
MEM 324.238281 1652243631.0450
MEM 355.019531 1652243631.1460
MEM 370.347656 1652243631.2463
MEM 370.347656 1652243631.3467
MEM 320.457031 1652243631.4472
MEM 324.238281 1652243631.5475
MEM 355.019531 1652243631.6479
MEM 370.347656 1652243631.7484
MEM 314.457031 1652243631.8488
MEM 324.238281 1652243631.9492
MEM 355.019531 1652243632.0496
MEM 370.347656 1652243632.1499
MEM 370.347656 1652243632.2504
MEM 324.238281 1652243632.3509
MEM 355.019531 1652243632.4512
MEM 370.347656 1652243632.5516
MEM 370.347656 1652243632.6519
MEM 324.238281 1652243632.7522
MEM 354.761719 1652243632.8526
MEM 370.089844 1652243632.9530
MEM 370.089844 1652243633.0533
MEM 323.207031 1652243633.1537
MEM 346.519531 1652243633.2541
MEM 368.308594 1652243633.3544
MEM 370.347656 1652243633.4548
MEM 316.457031 1652243633.5552
MEM 324.238281 1652243633.6555
MEM 355.019531 1652243633.7558
MEM 370.347656 1652243633.8563
MEM 370.347656 1652243633.9567
MEM 355.019531 1652243634.0574
MEM 370.347656 1652243634.1578
MEM 370.347656 1652243634.2583
MEM 370.347656 1652243634.3587
MEM 324.238281 1652243634.4591
MEM 355.019531 1652243634.5595
MEM 370.347656 1652243634.6600
MEM 370.347656 1652243634.7603
MEM 370.347656 1652243634.8607
MEM 324.238281 1652243634.9610
MEM 354.761719 1652243635.0614
MEM 354.761719 1652243635.1618
MEM 370.089844 1652243635.2622
MEM 324.238281 1652243635.3626
MEM 339.500000 1652243635.4629
MEM 355.019531 1652243635.5634
MEM 370.347656 1652243635.6639
MEM 370.347656 1652243635.7642
MEM 324.238281 1652243635.8647
MEM 355.019531 1652243635.9651
MEM 370.347656 1652243636.0654
MEM 370.347656 1652243636.1658
MEM 324.238281 1652243636.2662
MEM 355.019531 1652243636.3666
MEM 370.347656 1652243636.4671
MEM 370.347656 1652243636.5675
MEM 324.238281 1652243636.6679
MEM 328.496094 1652243636.7683
MEM 355.019531 1652243636.8687
MEM 370.347656 1652243636.9691
MEM 370.347656 1652243637.0695
MEM 324.238281 1652243637.1698
MEM 354.761719 1652243637.2702
MEM 370.089844 1652243637.3724
MEM 370.089844 1652243637.4728
MEM 324.238281 1652243637.5731
MEM 355.019531 1652243637.6735
MEM 370.347656 1652243637.7739
MEM 370.347656 1652243637.8742
MEM 312.457031 1652243637.9746
MEM 324.238281 1652243638.0750
MEM 355.019531 1652243638.1755
MEM 370.347656 1652243638.2759
MEM 370.347656 1652243638.3762
MEM 324.238281 1652243638.4766
MEM 326.496094 1652243638.5770
MEM 355.792969 1652243638.6774
MEM 370.347656 1652243638.7778
MEM 309.425781 1652243638.8782
MEM 324.238281 1652243638.9786
MEM 355.019531 1652243639.0790
MEM 370.347656 1652243639.1795
MEM 370.347656 1652243639.2799
MEM 324.238281 1652243639.3803
MEM 354.761719 1652243639.4807
MEM 370.089844 1652243639.5811
MEM 370.089844 1652243639.6814
MEM 324.238281 1652243639.7818
MEM 355.019531 1652243639.8822
MEM 370.347656 1652243639.9827
MEM 370.347656 1652243640.0847
MEM 320.457031 1652243640.1851
MEM 324.238281 1652243640.2854
MEM 355.019531 1652243640.3858
MEM 370.347656 1652243640.4862
MEM 310.199219 1652243640.5865
MEM 324.238281 1652243640.6870
MEM 355.019531 1652243640.7873
MEM 370.347656 1652243640.8877
MEM 309.171875 1652243640.9880
MEM 324.238281 1652243641.0884
MEM 355.019531 1652243641.1888
MEM 370.347656 1652243641.2892
MEM 370.347656 1652243641.3896
MEM 324.238281 1652243641.4901
MEM 354.761719 1652243641.5904
MEM 370.089844 1652243641.6908
MEM 370.089844 1652243641.7912
MEM 318.457031 1652243641.8916
MEM 328.496094 1652243641.9920
MEM 355.019531 1652243642.0924
MEM 370.347656 1652243642.1928
MEM 370.347656 1652243642.2932
MEM 323.207031 1652243642.3936
MEM 336.496094 1652243642.4941
MEM 355.019531 1652243642.5945
MEM 370.347656 1652243642.6949
MEM 370.347656 1652243642.7952
MEM 324.238281 1652243642.8956
MEM 334.496094 1652243642.9960
MEM 355.019531 1652243643.0964
MEM 370.347656 1652243643.1968
MEM 370.347656 1652243643.2972
MEM 324.238281 1652243643.3976
MEM 355.019531 1652243643.4980
MEM 370.347656 1652243643.5983
MEM 370.347656 1652243643.6987
MEM 370.347656 1652243643.7991
MEM 324.238281 1652243643.8994
MEM 354.761719 1652243643.9998
MEM 370.089844 1652243644.1002
MEM 370.089844 1652243644.2006
MEM 324.238281 1652243644.3011
MEM 350.519531 1652243644.4015
MEM 370.347656 1652243644.5019
MEM 370.347656 1652243644.6023
MEM 324.238281 1652243644.7027
MEM 355.019531 1652243644.8032
MEM 370.347656 1652243644.9037
MEM 370.347656 1652243645.0041
MEM 314.457031 1652243645.1073
MEM 324.238281 1652243645.2105
MEM 355.019531 1652243645.3110
MEM 370.347656 1652243645.4114
MEM 309.171875 1652243645.5119
MEM 330.496094 1652243645.6124
MEM 355.019531 1652243645.7128
MEM 370.347656 1652243645.8132
MEM 310.457031 1652243645.9136
MEM 324.238281 1652243646.0140
MEM 354.761719 1652243646.1144
MEM 370.089844 1652243646.2149
MEM 370.089844 1652243646.3154
MEM 324.238281 1652243646.4158
MEM 355.019531 1652243646.5162
MEM 370.347656 1652243646.6166
MEM 370.347656 1652243646.7170
MEM 309.171875 1652243646.8175
MEM 324.238281 1652243646.9179
MEM 355.019531 1652243647.0184
MEM 370.347656 1652243647.1189
MEM 370.347656 1652243647.2194
MEM 322.949219 1652243647.3198
MEM 324.238281 1652243647.4202
MEM 366.308594 1652243647.5205
MEM 370.347656 1652243647.6208
MEM 324.238281 1652243647.7212
MEM 355.019531 1652243647.8215
MEM 370.347656 1652243647.9219
MEM 370.347656 1652243648.0222
MEM 324.238281 1652243648.1226
MEM 354.761719 1652243648.2230
MEM 370.089844 1652243648.3234
MEM 309.171875 1652243648.4252
MEM 324.238281 1652243648.5257
MEM 355.019531 1652243648.6260
MEM 370.347656 1652243648.7265
MEM 370.347656 1652243648.8268
MEM 339.500000 1652243648.9272
MEM 355.019531 1652243649.0276
MEM 370.347656 1652243649.1304
MEM 324.238281 1652243649.2308
MEM 355.019531 1652243649.3312
MEM 370.347656 1652243649.4316
MEM 370.347656 1652243649.5320
MEM 342.273438 1652243649.6324
MEM 358.308594 1652243649.7328
MEM 370.347656 1652243649.8332
MEM 370.347656 1652243649.9335
MEM 354.761719 1652243650.0340
MEM 370.089844 1652243650.1344
MEM 370.089844 1652243650.2348
MEM 323.980469 1652243650.3374
MEM 324.238281 1652243650.4378
MEM 355.019531 1652243650.5382
MEM 370.347656 1652243650.6387
MEM 324.238281 1652243650.7392
MEM 355.019531 1652243650.8396
MEM 370.347656 1652243650.9401
MEM 370.347656 1652243651.0404
MEM 324.238281 1652243651.1409
MEM 340.273438 1652243651.2413
MEM 355.019531 1652243651.3417
MEM 370.347656 1652243651.4421
MEM 370.347656 1652243651.5426
MEM 312.457031 1652243651.6430
MEM 324.238281 1652243651.7434
MEM 355.019531 1652243651.8438
MEM 370.347656 1652243651.9442
MEM 312.457031 1652243652.0447
MEM 338.496094 1652243652.1451
MEM 354.761719 1652243652.2455
MEM 370.089844 1652243652.3496
MEM 370.089844 1652243652.4500
MEM 324.238281 1652243652.5504
MEM 355.019531 1652243652.6508
MEM 370.347656 1652243652.7512
MEM 370.347656 1652243652.8516
MEM 324.238281 1652243652.9520
MEM 355.019531 1652243653.0523
MEM 370.347656 1652243653.1528
MEM 370.347656 1652243653.2532
MEM 324.238281 1652243653.3536
MEM 355.019531 1652243653.4540
MEM 370.347656 1652243653.5543
MEM 370.347656 1652243653.6547
MEM 324.238281 1652243653.7551
MEM 355.019531 1652243653.8555
MEM 370.347656 1652243653.9559
MEM 370.347656 1652243654.0564
MEM 324.238281 1652243654.1568
MEM 354.761719 1652243654.2572
MEM 370.089844 1652243654.3576
MEM 370.089844 1652243654.4580
MEM 324.238281 1652243654.5584
MEM 355.019531 1652243654.6588
MEM 370.347656 1652243654.7592
MEM 370.347656 1652243654.8596
MEM 324.238281 1652243654.9600
MEM 355.019531 1652243655.0604
MEM 370.347656 1652243655.1608
MEM 370.347656 1652243655.2613
MEM 316.457031 1652243655.3617
MEM 324.238281 1652243655.4621
MEM 355.019531 1652243655.5625
MEM 370.347656 1652243655.6629
MEM 370.347656 1652243655.7632
MEM 324.238281 1652243655.8660
MEM 355.019531 1652243655.9665
MEM 370.347656 1652243656.0669
MEM 370.347656 1652243656.1673
MEM 322.949219 1652243656.2677
MEM 344.273438 1652243656.3681
MEM 370.089844 1652243656.4685
MEM 370.089844 1652243656.5689
MEM 324.238281 1652243656.6693
MEM 355.019531 1652243656.7697
MEM 370.347656 1652243656.8701
MEM 309.171875 1652243656.9706
MEM 324.238281 1652243657.0710
MEM 355.019531 1652243657.1714
MEM 370.347656 1652243657.2729
MEM 318.457031 1652243657.3735
MEM 324.238281 1652243657.4739
MEM 355.019531 1652243657.5742
MEM 370.347656 1652243657.6747
MEM 370.347656 1652243657.7750
MEM 324.238281 1652243657.8754
MEM 324.238281 1652243657.9756
MEM 355.019531 1652243658.0760
MEM 370.347656 1652243658.1764
MEM 316.457031 1652243658.2768
MEM 334.496094 1652243658.3792
MEM 358.308594 1652243658.4797
MEM 370.089844 1652243658.5801
MEM 370.089844 1652243658.6806
MEM 322.457031 1652243658.7810
MEM 350.519531 1652243658.8814
MEM 355.019531 1652243658.9818
MEM 370.347656 1652243659.0821
MEM 309.683594 1652243659.1826
MEM 324.238281 1652243659.2829
MEM 355.019531 1652243659.3833
MEM 370.347656 1652243659.4838
MEM 370.347656 1652243659.5862
MEM 324.238281 1652243659.6867
MEM 355.019531 1652243659.7871
MEM 370.347656 1652243659.8875
MEM 309.171875 1652243659.9880
MEM 355.019531 1652243660.0885
MEM 370.347656 1652243660.1890
MEM 370.347656 1652243660.2894
MEM 324.238281 1652243660.3898
MEM 354.761719 1652243660.4902
MEM 370.089844 1652243660.5906
MEM 370.089844 1652243660.6910
MEM 324.238281 1652243660.7914
MEM 355.019531 1652243660.8918
MEM 370.347656 1652243660.9922
MEM 324.238281 1652243661.0926
MEM 355.019531 1652243661.1935
MEM 370.347656 1652243661.2939
MEM 370.347656 1652243661.3943
MEM 324.238281 1652243661.4947
MEM 355.019531 1652243661.5951
MEM 370.347656 1652243661.6956
MEM 370.347656 1652243661.7961
MEM 309.171875 1652243661.8965
MEM 324.238281 1652243661.9969
MEM 355.019531 1652243662.0973
MEM 370.347656 1652243662.1977
MEM 370.347656 1652243662.2981
MEM 324.238281 1652243662.3985
MEM 354.761719 1652243662.4990
MEM 370.089844 1652243662.5995
MEM 370.089844 1652243662.6999
MEM 324.238281 1652243662.8003
MEM 355.019531 1652243662.9007
MEM 370.347656 1652243663.0011
MEM 370.347656 1652243663.1014
MEM 316.457031 1652243663.2017
MEM 324.238281 1652243663.3020
MEM 355.019531 1652243663.4023
MEM 370.347656 1652243663.5028
MEM 370.347656 1652243663.6031
MEM 324.238281 1652243663.7034
MEM 355.019531 1652243663.8038
MEM 370.347656 1652243663.9043
MEM 370.347656 1652243664.0046
MEM 324.238281 1652243664.1049
MEM 355.019531 1652243664.2053
MEM 370.347656 1652243664.3056
MEM 370.347656 1652243664.4059
MEM 312.457031 1652243664.5063
MEM 324.238281 1652243664.6066
MEM 354.761719 1652243664.7070
MEM 370.089844 1652243664.8075
MEM 324.238281 1652243664.9079
MEM 355.019531 1652243665.0088
MEM 370.347656 1652243665.1092
MEM 370.347656 1652243665.2097
MEM 370.347656 1652243665.3101
MEM 324.238281 1652243665.4105
MEM 355.019531 1652243665.5109
MEM 370.347656 1652243665.6113
MEM 370.347656 1652243665.7117
MEM 324.238281 1652243665.8121
MEM 355.019531 1652243665.9125
MEM 370.347656 1652243666.0129
MEM 309.171875 1652243666.1133
MEM 355.019531 1652243666.2137
MEM 370.347656 1652243666.3142
MEM 370.347656 1652243666.4147
MEM 324.238281 1652243666.5151
MEM 354.761719 1652243666.6155
MEM 370.089844 1652243666.7159
MEM 370.089844 1652243666.8164
MEM 309.171875 1652243666.9169
MEM 346.519531 1652243667.0174
MEM 355.019531 1652243667.1179
MEM 370.347656 1652243667.2183
MEM 325.128906 1652243667.3188
MEM 324.238281 1652243667.4192
MEM 355.019531 1652243667.5197
MEM 370.347656 1652243667.6202
MEM 370.347656 1652243667.7206
MEM 312.457031 1652243667.8211
MEM 339.500000 1652243667.9214
MEM 355.019531 1652243668.0218
MEM 370.347656 1652243668.1313
MEM 324.238281 1652243668.2317
MEM 355.019531 1652243668.3321
MEM 370.347656 1652243668.4327
MEM 370.347656 1652243668.5331
MEM 309.171875 1652243668.6336
MEM 309.171875 1652243668.7339
MEM 347.226562 1652243668.8345
MEM 366.515625 1652243668.9349
MEM 366.773438 1652243669.0352
MEM 366.890625 1652243669.1355
MEM 366.890625 1652243669.2359
MEM 366.890625 1652243669.3362
MEM 366.890625 1652243669.4366
MEM 367.082031 1652243669.5369
MEM 367.082031 1652243669.6373
MEM 367.082031 1652243669.7376
MEM 367.082031 1652243669.8380
MEM 367.082031 1652243669.9384
MEM 367.082031 1652243670.0387
MEM 367.082031 1652243670.1391
MEM 367.082031 1652243670.2395
MEM 367.082031 1652243670.3398
MEM 367.082031 1652243670.4402
MEM 367.082031 1652243670.5406
MEM 367.082031 1652243670.6410
MEM 367.082031 1652243670.7414
MEM 367.082031 1652243670.8418
MEM 367.082031 1652243670.9421
MEM 367.082031 1652243671.0424
MEM 367.082031 1652243671.1428
MEM 367.082031 1652243671.2431
MEM 367.082031 1652243671.3435
MEM 367.082031 1652243671.4438
MEM 367.082031 1652243671.5442
MEM 367.082031 1652243671.6446
MEM 367.082031 1652243671.7449
MEM 367.082031 1652243671.8452
MEM 367.082031 1652243671.9456
MEM 367.082031 1652243672.0459
MEM 367.082031 1652243672.1463
MEM 367.082031 1652243672.2466
MEM 367.082031 1652243672.3470
MEM 367.082031 1652243672.4473
MEM 367.082031 1652243672.5477
MEM 367.082031 1652243672.6481
MEM 367.082031 1652243672.7485
MEM 367.082031 1652243672.8488
MEM 367.082031 1652243672.9492
MEM 367.082031 1652243673.0496
MEM 367.082031 1652243673.1500
MEM 367.082031 1652243673.2504
MEM 367.082031 1652243673.3508
MEM 367.082031 1652243673.4511
MEM 367.082031 1652243673.5515
MEM 367.082031 1652243673.6519
MEM 367.082031 1652243673.7523
MEM 367.082031 1652243673.8527
MEM 367.082031 1652243673.9530
MEM 367.082031 1652243674.0534
MEM 367.082031 1652243674.1538
MEM 367.082031 1652243674.2541
MEM 367.082031 1652243674.3544
MEM 367.082031 1652243674.4548
MEM 367.082031 1652243674.5551
MEM 367.082031 1652243674.6554
MEM 367.082031 1652243674.7558
MEM 367.082031 1652243674.8561
MEM 367.082031 1652243674.9565
MEM 367.082031 1652243675.0569
MEM 367.082031 1652243675.1573
MEM 367.082031 1652243675.2576
MEM 367.082031 1652243675.3580
MEM 367.082031 1652243675.4583
MEM 367.082031 1652243675.5585
MEM 367.082031 1652243675.6589
MEM 367.082031 1652243675.7593
MEM 367.082031 1652243675.8596
MEM 367.082031 1652243675.9600
MEM 367.082031 1652243676.0603
MEM 367.082031 1652243676.1607
MEM 367.082031 1652243676.2611
MEM 367.082031 1652243676.3615
MEM 367.082031 1652243676.4619
MEM 367.082031 1652243676.5623
MEM 367.082031 1652243676.6626
MEM 367.082031 1652243676.7630
MEM 367.082031 1652243676.8633
MEM 367.082031 1652243676.9637
MEM 367.082031 1652243677.0640
MEM 367.082031 1652243677.1643
MEM 367.082031 1652243677.2646
MEM 367.082031 1652243677.3650
MEM 367.082031 1652243677.4654
MEM 367.082031 1652243677.5657
MEM 367.082031 1652243677.6661
MEM 367.082031 1652243677.7664
MEM 367.082031 1652243677.8668
MEM 367.082031 1652243677.9672
MEM 367.082031 1652243678.0676
MEM 367.082031 1652243678.1679
MEM 367.082031 1652243678.2683
MEM 367.082031 1652243678.3687
MEM 367.082031 1652243678.4690
MEM 367.082031 1652243678.5694
MEM 367.082031 1652243678.6697
MEM 367.082031 1652243678.7701
MEM 367.082031 1652243678.8705
MEM 367.082031 1652243678.9708
MEM 367.082031 1652243679.0712
MEM 367.082031 1652243679.1716
MEM 367.082031 1652243679.2720
MEM 367.082031 1652243679.3723
MEM 367.082031 1652243679.4727
MEM 367.082031 1652243679.5733
MEM 367.082031 1652243679.6737
MEM 367.082031 1652243679.7741
MEM 367.082031 1652243679.8745
MEM 367.082031 1652243679.9749
MEM 367.082031 1652243680.0753
MEM 367.082031 1652243680.1757
MEM 367.082031 1652243680.2761
MEM 367.082031 1652243680.3801
MEM 367.082031 1652243680.4805
MEM 367.082031 1652243680.5808
MEM 367.082031 1652243680.6811
MEM 367.082031 1652243680.7815
MEM 367.082031 1652243680.8819
MEM 367.082031 1652243680.9822
MEM 367.082031 1652243681.0825
MEM 367.082031 1652243681.1829
MEM 367.082031 1652243681.2833
MEM 367.082031 1652243681.3836
MEM 367.082031 1652243681.4839
MEM 367.082031 1652243681.5843
MEM 367.082031 1652243681.6847
MEM 367.082031 1652243681.7851
MEM 367.082031 1652243681.8854
MEM 367.082031 1652243681.9858
MEM 367.082031 1652243682.0861
MEM 367.082031 1652243682.1865
MEM 367.082031 1652243682.2869
MEM 367.082031 1652243682.3872
MEM 367.082031 1652243682.4875
MEM 367.082031 1652243682.5879
MEM 367.082031 1652243682.6884
MEM 367.082031 1652243682.7888
MEM 367.082031 1652243682.8895
MEM 367.082031 1652243682.9899
MEM 367.082031 1652243683.0903
MEM 367.113281 1652243683.1923
MEM 367.113281 1652243683.2927
MEM 367.113281 1652243683.3931
MEM 367.113281 1652243683.4934
MEM 367.113281 1652243683.5939
MEM 367.113281 1652243683.6944
MEM 367.113281 1652243683.7952
MEM 367.113281 1652243683.8956
MEM 367.113281 1652243683.9959
MEM 367.113281 1652243684.0963
MEM 367.113281 1652243684.1966
MEM 367.113281 1652243684.2970
MEM 367.113281 1652243684.3974
MEM 367.113281 1652243684.4978
MEM 367.113281 1652243684.5981
MEM 367.113281 1652243684.6986
MEM 367.113281 1652243684.7989
MEM 367.113281 1652243684.8991
MEM 367.113281 1652243684.9995
MEM 367.113281 1652243685.0998
MEM 367.113281 1652243685.2002
MEM 367.113281 1652243685.3006
MEM 367.113281 1652243685.4010
MEM 367.113281 1652243685.5021
MEM 367.113281 1652243685.6024
MEM 367.113281 1652243685.7028
MEM 367.113281 1652243685.8032
MEM 367.113281 1652243685.9035
MEM 367.113281 1652243686.0038
MEM 367.113281 1652243686.1042
MEM 367.113281 1652243686.2046
MEM 367.113281 1652243686.3050
MEM 367.113281 1652243686.4054
MEM 367.113281 1652243686.5058
MEM 367.113281 1652243686.6062
MEM 367.113281 1652243686.7066
MEM 367.113281 1652243686.8070
MEM 367.113281 1652243686.9074
MEM 367.113281 1652243687.0078
MEM 367.113281 1652243687.1082
MEM 367.113281 1652243687.2086
MEM 367.113281 1652243687.3090
MEM 367.113281 1652243687.4094
MEM 367.113281 1652243687.5097
MEM 367.113281 1652243687.6101
MEM 367.113281 1652243687.7104
MEM 367.113281 1652243687.8108
MEM 367.113281 1652243687.9111
MEM 367.113281 1652243688.0114
MEM 367.113281 1652243688.1118
MEM 367.113281 1652243688.2122
MEM 367.113281 1652243688.3126
MEM 367.113281 1652243688.4147
MEM 367.113281 1652243688.5151
MEM 367.113281 1652243688.6155
MEM 367.113281 1652243688.7157
MEM 367.113281 1652243688.8160
MEM 367.113281 1652243688.9164
MEM 367.113281 1652243689.0166
MEM 367.113281 1652243689.1169
MEM 367.113281 1652243689.2172
MEM 367.113281 1652243689.3175
MEM 367.113281 1652243689.4177
MEM 367.113281 1652243689.5181
MEM 367.113281 1652243689.6184
MEM 367.113281 1652243689.7187
MEM 367.113281 1652243689.8190
MEM 367.113281 1652243689.9194
MEM 367.113281 1652243690.0198
MEM 367.113281 1652243690.1215
MEM 367.113281 1652243690.2219
MEM 367.113281 1652243690.3223
MEM 367.113281 1652243690.4228
MEM 367.113281 1652243690.5231
MEM 367.113281 1652243690.6235
