CMDLINE /usr/bin/python3 scripts/tSNE-RF-TARA.py
MEM 236.296875 1652256042.1076
MEM 236.296875 1652256042.2087
MEM 236.296875 1652256042.3098
MEM 236.296875 1652256042.4103
MEM 236.296875 1652256042.5106
MEM 236.296875 1652256042.6108
MEM 236.296875 1652256042.7122
MEM 236.296875 1652256042.8125
MEM 236.296875 1652256042.9128
MEM 236.296875 1652256043.0131
MEM 236.296875 1652256043.1134
MEM 236.296875 1652256043.2154
MEM 236.296875 1652256043.3157
MEM 236.296875 1652256043.4159
MEM 236.296875 1652256043.5162
MEM 236.296875 1652256043.6166
MEM 236.296875 1652256043.7170
MEM 236.296875 1652256043.8173
MEM 236.296875 1652256043.9176
MEM 236.296875 1652256044.0178
MEM 236.296875 1652256044.1181
MEM 236.296875 1652256044.2184
MEM 236.296875 1652256044.3191
MEM 236.296875 1652256044.4199
MEM 236.296875 1652256044.5202
MEM 236.296875 1652256044.6205
MEM 236.296875 1652256044.7207
MEM 236.296875 1652256044.8210
MEM 236.296875 1652256044.9213
MEM 236.296875 1652256045.0215
MEM 236.296875 1652256045.1219
MEM 236.296875 1652256045.2221
MEM 236.296875 1652256045.3224
MEM 236.296875 1652256045.4227
MEM 236.296875 1652256045.5243
MEM 236.296875 1652256045.6247
MEM 236.296875 1652256045.7250
MEM 236.296875 1652256045.8253
MEM 236.296875 1652256045.9256
MEM 236.296875 1652256046.0279
MEM 236.296875 1652256046.1303
MEM 236.296875 1652256046.2307
MEM 236.296875 1652256046.3310
MEM 236.296875 1652256046.4313
MEM 236.296875 1652256046.5316
MEM 236.296875 1652256046.6319
MEM 236.296875 1652256046.7321
MEM 236.296875 1652256046.8344
MEM 236.296875 1652256046.9347
MEM 236.296875 1652256047.0351
MEM 236.296875 1652256047.1353
MEM 236.296875 1652256047.2375
MEM 236.296875 1652256047.3378
MEM 236.296875 1652256047.4382
MEM 236.296875 1652256047.5385
MEM 236.296875 1652256047.6388
MEM 236.296875 1652256047.7391
MEM 236.296875 1652256047.8394
MEM 236.296875 1652256047.9397
MEM 236.296875 1652256048.0400
MEM 236.296875 1652256048.1403
MEM 236.296875 1652256048.2407
MEM 236.296875 1652256048.3410
MEM 236.296875 1652256048.4412
MEM 236.296875 1652256048.5415
MEM 236.296875 1652256048.6417
MEM 236.296875 1652256048.7421
MEM 236.296875 1652256048.8424
MEM 236.296875 1652256048.9427
MEM 236.296875 1652256049.0430
MEM 236.296875 1652256049.1433
MEM 236.296875 1652256049.2436
MEM 236.296875 1652256049.3439
MEM 236.296875 1652256049.4442
MEM 236.296875 1652256049.5445
MEM 236.296875 1652256049.6448
MEM 236.296875 1652256049.7451
MEM 236.296875 1652256049.8454
MEM 236.296875 1652256049.9476
MEM 236.296875 1652256050.0479
MEM 236.296875 1652256050.1482
MEM 236.296875 1652256050.2486
MEM 236.296875 1652256050.3489
MEM 236.296875 1652256050.4492
MEM 236.296875 1652256050.5495
MEM 236.296875 1652256050.6497
MEM 236.296875 1652256050.7500
MEM 236.296875 1652256050.8503
MEM 236.296875 1652256050.9507
MEM 236.296875 1652256051.0510
MEM 236.296875 1652256051.1512
MEM 236.296875 1652256051.2532
MEM 236.296875 1652256051.3535
MEM 236.296875 1652256051.4537
MEM 236.296875 1652256051.5540
MEM 236.296875 1652256051.6545
MEM 236.296875 1652256051.7548
MEM 236.296875 1652256051.8551
MEM 236.296875 1652256051.9553
MEM 236.296875 1652256052.0556
MEM 236.296875 1652256052.1573
MEM 236.296875 1652256052.2577
MEM 236.296875 1652256052.3580
MEM 236.296875 1652256052.4583
MEM 236.296875 1652256052.5585
MEM 236.296875 1652256052.6588
MEM 236.296875 1652256052.7591
MEM 236.296875 1652256052.8594
MEM 236.296875 1652256052.9597
MEM 236.296875 1652256053.0601
MEM 236.296875 1652256053.1605
MEM 236.296875 1652256053.2608
MEM 236.296875 1652256053.3611
MEM 236.296875 1652256053.4614
MEM 236.296875 1652256053.5621
MEM 236.296875 1652256053.6644
MEM 236.296875 1652256053.7647
MEM 236.296875 1652256053.8650
MEM 236.296875 1652256053.9653
MEM 236.296875 1652256054.0656
MEM 236.296875 1652256054.1659
MEM 236.296875 1652256054.2663
MEM 236.296875 1652256054.3666
MEM 236.296875 1652256054.4681
MEM 236.296875 1652256054.5684
MEM 236.296875 1652256054.6686
MEM 236.296875 1652256054.7689
MEM 236.296875 1652256054.8693
MEM 236.296875 1652256054.9696
MEM 236.296875 1652256055.0700
MEM 236.296875 1652256055.1702
MEM 236.296875 1652256055.2705
MEM 236.296875 1652256055.3708
MEM 236.296875 1652256055.4710
MEM 236.296875 1652256055.5735
MEM 236.296875 1652256055.6738
MEM 236.296875 1652256055.7741
MEM 236.296875 1652256055.8744
MEM 236.296875 1652256055.9747
MEM 236.296875 1652256056.0771
MEM 236.296875 1652256056.1774
MEM 236.296875 1652256056.2801
MEM 236.296875 1652256056.3805
MEM 236.296875 1652256056.4808
MEM 236.296875 1652256056.5811
MEM 236.296875 1652256056.6814
MEM 236.296875 1652256056.7817
MEM 236.296875 1652256056.8820
MEM 236.296875 1652256056.9823
MEM 236.296875 1652256057.0827
MEM 236.296875 1652256057.1830
MEM 236.296875 1652256057.2833
MEM 236.296875 1652256057.3836
MEM 236.296875 1652256057.4838
MEM 236.296875 1652256057.5841
MEM 236.296875 1652256057.6844
MEM 236.296875 1652256057.7848
MEM 236.296875 1652256057.8851
MEM 236.296875 1652256057.9854
MEM 236.296875 1652256058.0856
MEM 236.296875 1652256058.1859
MEM 236.296875 1652256058.2863
MEM 236.296875 1652256058.3866
MEM 236.296875 1652256058.4869
MEM 236.296875 1652256058.5872
MEM 236.296875 1652256058.6875
MEM 236.296875 1652256058.7878
MEM 236.296875 1652256058.8880
MEM 236.296875 1652256058.9884
MEM 236.296875 1652256059.0887
MEM 236.296875 1652256059.1890
MEM 236.296875 1652256059.2892
MEM 236.296875 1652256059.3895
MEM 236.296875 1652256059.4898
MEM 236.296875 1652256059.5901
MEM 236.296875 1652256059.6904
MEM 236.296875 1652256059.7907
MEM 236.296875 1652256059.8910
MEM 236.296875 1652256059.9913
MEM 236.296875 1652256060.0916
MEM 236.296875 1652256060.1919
MEM 236.296875 1652256060.2922
MEM 236.296875 1652256060.3925
MEM 236.296875 1652256060.4936
MEM 236.296875 1652256060.5939
MEM 236.296875 1652256060.6954
MEM 236.296875 1652256060.7957
MEM 236.296875 1652256060.8959
MEM 236.296875 1652256060.9962
MEM 236.296875 1652256061.0965
MEM 236.296875 1652256061.1990
MEM 236.296875 1652256061.2993
MEM 236.296875 1652256061.3995
MEM 236.296875 1652256061.4998
MEM 236.296875 1652256061.6014
MEM 236.296875 1652256061.7016
MEM 236.296875 1652256061.8019
MEM 236.296875 1652256061.9022
MEM 236.296875 1652256062.0031
MEM 236.296875 1652256062.1041
MEM 236.296875 1652256062.2043
MEM 236.296875 1652256062.3046
MEM 236.296875 1652256062.4048
MEM 236.296875 1652256062.5051
MEM 236.296875 1652256062.6053
MEM 236.296875 1652256062.7056
MEM 236.296875 1652256062.8058
MEM 236.296875 1652256062.9061
MEM 236.296875 1652256063.0064
MEM 236.296875 1652256063.1067
MEM 236.296875 1652256063.2069
MEM 236.296875 1652256063.3072
MEM 236.296875 1652256063.4075
MEM 236.296875 1652256063.5078
MEM 236.296875 1652256063.6080
MEM 236.296875 1652256063.7083
MEM 236.296875 1652256063.8086
MEM 236.296875 1652256063.9089
MEM 236.296875 1652256064.0091
MEM 236.296875 1652256064.1094
MEM 236.296875 1652256064.2097
MEM 236.296875 1652256064.3099
MEM 236.296875 1652256064.4102
MEM 236.296875 1652256064.5105
MEM 236.296875 1652256064.6107
MEM 236.296875 1652256064.7110
MEM 236.296875 1652256064.8113
MEM 236.296875 1652256064.9115
MEM 236.296875 1652256065.0118
MEM 236.296875 1652256065.1121
MEM 236.296875 1652256065.2123
MEM 236.296875 1652256065.3126
MEM 236.296875 1652256065.4129
MEM 236.296875 1652256065.5133
MEM 236.296875 1652256065.6136
MEM 236.296875 1652256065.7139
MEM 236.296875 1652256065.8141
MEM 236.296875 1652256065.9144
MEM 236.296875 1652256066.0147
MEM 236.296875 1652256066.1150
MEM 236.296875 1652256066.2153
MEM 236.296875 1652256066.3156
MEM 236.296875 1652256066.4158
MEM 236.296875 1652256066.5161
MEM 236.296875 1652256066.6163
MEM 236.296875 1652256066.7166
MEM 236.296875 1652256066.8169
MEM 236.296875 1652256066.9172
MEM 236.296875 1652256067.0175
MEM 236.296875 1652256067.1178
MEM 236.296875 1652256067.2181
MEM 236.296875 1652256067.3184
MEM 236.296875 1652256067.4187
MEM 236.296875 1652256067.5190
MEM 236.296875 1652256067.6194
MEM 236.296875 1652256067.7213
MEM 236.296875 1652256067.8216
MEM 236.296875 1652256067.9219
MEM 236.296875 1652256068.0221
MEM 236.296875 1652256068.1227
MEM 236.296875 1652256068.2230
MEM 236.296875 1652256068.3233
MEM 236.296875 1652256068.4236
MEM 236.296875 1652256068.5239
MEM 236.296875 1652256068.6243
MEM 236.296875 1652256068.7245
MEM 236.296875 1652256068.8248
MEM 236.296875 1652256068.9252
MEM 236.296875 1652256069.0255
MEM 236.296875 1652256069.1257
MEM 236.296875 1652256069.2261
MEM 236.296875 1652256069.3263
MEM 236.296875 1652256069.4266
MEM 236.296875 1652256069.5269
MEM 236.296875 1652256069.6271
MEM 236.296875 1652256069.7274
MEM 236.296875 1652256069.8277
MEM 236.296875 1652256069.9280
MEM 236.296875 1652256070.0283
MEM 236.296875 1652256070.1286
MEM 236.296875 1652256070.2289
MEM 236.296875 1652256070.3292
MEM 236.296875 1652256070.4295
MEM 236.296875 1652256070.5298
MEM 236.296875 1652256070.6301
MEM 236.296875 1652256070.7304
MEM 236.296875 1652256070.8307
MEM 236.296875 1652256070.9311
MEM 236.296875 1652256071.0315
MEM 236.296875 1652256071.1318
MEM 236.296875 1652256071.2320
MEM 236.296875 1652256071.3323
MEM 236.296875 1652256071.4326
MEM 236.296875 1652256071.5328
MEM 236.296875 1652256071.6331
MEM 236.296875 1652256071.7334
MEM 236.296875 1652256071.8337
MEM 236.296875 1652256071.9340
MEM 236.296875 1652256072.0342
MEM 236.296875 1652256072.1345
MEM 236.296875 1652256072.2347
MEM 236.296875 1652256072.3350
MEM 236.296875 1652256072.4353
MEM 236.296875 1652256072.5357
MEM 236.296875 1652256072.6360
MEM 236.296875 1652256072.7363
MEM 236.296875 1652256072.8366
MEM 236.296875 1652256072.9369
MEM 236.296875 1652256073.0375
MEM 236.296875 1652256073.1379
MEM 236.296875 1652256073.2382
MEM 236.296875 1652256073.3385
MEM 236.296875 1652256073.4388
MEM 236.296875 1652256073.5412
MEM 236.296875 1652256073.6415
MEM 236.296875 1652256073.7440
MEM 236.296875 1652256073.8443
MEM 236.296875 1652256073.9446
MEM 236.296875 1652256074.0450
MEM 236.296875 1652256074.1452
MEM 236.296875 1652256074.2455
MEM 236.296875 1652256074.3458
MEM 236.296875 1652256074.4460
MEM 236.296875 1652256074.5484
MEM 236.296875 1652256074.6487
MEM 236.296875 1652256074.7490
MEM 236.296875 1652256074.8503
MEM 236.296875 1652256074.9506
MEM 236.296875 1652256075.0509
MEM 236.296875 1652256075.1511
MEM 236.296875 1652256075.2514
MEM 236.296875 1652256075.3517
MEM 236.296875 1652256075.4520
MEM 236.296875 1652256075.5523
MEM 236.296875 1652256075.6526
MEM 236.296875 1652256075.7529
MEM 236.296875 1652256075.8532
MEM 236.296875 1652256075.9535
MEM 236.296875 1652256076.0538
MEM 236.296875 1652256076.1541
MEM 236.296875 1652256076.2545
MEM 236.296875 1652256076.3547
MEM 236.296875 1652256076.4551
MEM 236.296875 1652256076.5553
MEM 236.296875 1652256076.6556
MEM 236.296875 1652256076.7559
MEM 236.296875 1652256076.8563
MEM 236.296875 1652256076.9566
MEM 236.296875 1652256077.0569
MEM 236.296875 1652256077.1572
MEM 236.296875 1652256077.2576
MEM 236.296875 1652256077.3580
MEM 236.296875 1652256077.4584
MEM 236.296875 1652256077.5587
MEM 236.296875 1652256077.6590
MEM 236.296875 1652256077.7593
MEM 236.296875 1652256077.8596
MEM 236.296875 1652256077.9600
MEM 236.296875 1652256078.0603
MEM 236.296875 1652256078.1606
MEM 236.296875 1652256078.2608
MEM 236.296875 1652256078.3612
MEM 236.296875 1652256078.4616
MEM 236.296875 1652256078.5619
MEM 236.296875 1652256078.6622
MEM 236.296875 1652256078.7625
MEM 236.296875 1652256078.8629
MEM 236.296875 1652256078.9631
MEM 236.296875 1652256079.0634
MEM 236.296875 1652256079.1637
MEM 236.296875 1652256079.2640
MEM 236.296875 1652256079.3643
MEM 236.296875 1652256079.4646
MEM 236.296875 1652256079.5649
MEM 236.296875 1652256079.6652
MEM 236.296875 1652256079.7654
MEM 236.296875 1652256079.8657
MEM 236.296875 1652256079.9660
MEM 236.296875 1652256080.0663
MEM 236.296875 1652256080.1666
MEM 236.296875 1652256080.2669
MEM 236.296875 1652256080.3672
MEM 236.296875 1652256080.4675
MEM 236.296875 1652256080.5678
MEM 236.296875 1652256080.6681
MEM 236.296875 1652256080.7684
MEM 236.296875 1652256080.8687
MEM 236.296875 1652256080.9689
MEM 236.296875 1652256081.0692
MEM 236.296875 1652256081.1695
MEM 236.296875 1652256081.2698
MEM 236.296875 1652256081.3701
MEM 236.296875 1652256081.4704
MEM 236.296875 1652256081.5707
MEM 236.296875 1652256081.6710
MEM 236.296875 1652256081.7712
MEM 236.296875 1652256081.8715
MEM 236.296875 1652256081.9718
MEM 236.296875 1652256082.0721
MEM 236.296875 1652256082.1724
MEM 236.296875 1652256082.2727
MEM 236.296875 1652256082.3730
MEM 236.296875 1652256082.4732
MEM 236.296875 1652256082.5735
MEM 236.296875 1652256082.6739
MEM 236.296875 1652256082.7742
MEM 236.296875 1652256082.8745
MEM 236.296875 1652256082.9747
MEM 236.296875 1652256083.0750
MEM 236.296875 1652256083.1753
MEM 236.296875 1652256083.2756
MEM 236.296875 1652256083.3759
MEM 236.296875 1652256083.4762
MEM 236.296875 1652256083.5764
MEM 236.296875 1652256083.6767
MEM 236.296875 1652256083.7769
MEM 236.296875 1652256083.8772
MEM 236.296875 1652256083.9775
MEM 236.296875 1652256084.0777
MEM 236.296875 1652256084.1780
MEM 236.296875 1652256084.2782
MEM 236.296875 1652256084.3785
MEM 236.296875 1652256084.4787
MEM 236.296875 1652256084.5790
MEM 236.296875 1652256084.6792
MEM 236.296875 1652256084.7794
MEM 236.296875 1652256084.8797
MEM 236.296875 1652256084.9799
MEM 236.296875 1652256085.0802
MEM 236.296875 1652256085.1804
MEM 236.296875 1652256085.2806
MEM 236.296875 1652256085.3809
MEM 236.296875 1652256085.4811
MEM 236.296875 1652256085.5814
MEM 236.296875 1652256085.6816
MEM 236.296875 1652256085.7819
MEM 236.296875 1652256085.8821
MEM 236.296875 1652256085.9824
MEM 236.296875 1652256086.0826
MEM 236.296875 1652256086.1828
MEM 236.296875 1652256086.2831
MEM 236.296875 1652256086.3833
MEM 236.296875 1652256086.4835
MEM 236.296875 1652256086.5838
MEM 236.296875 1652256086.6840
MEM 236.296875 1652256086.7843
MEM 236.296875 1652256086.8845
MEM 236.296875 1652256086.9848
MEM 236.296875 1652256087.0851
MEM 236.296875 1652256087.1854
MEM 236.296875 1652256087.2857
MEM 236.296875 1652256087.3860
MEM 236.296875 1652256087.4863
MEM 236.296875 1652256087.5866
MEM 236.296875 1652256087.6869
MEM 236.296875 1652256087.7872
MEM 236.296875 1652256087.8876
MEM 236.296875 1652256087.9880
MEM 236.296875 1652256088.0882
MEM 236.296875 1652256088.1886
MEM 236.296875 1652256088.2889
MEM 236.296875 1652256088.3892
MEM 236.296875 1652256088.4896
MEM 236.296875 1652256088.5920
MEM 236.296875 1652256088.6924
MEM 236.296875 1652256088.7927
MEM 236.296875 1652256088.8930
MEM 236.296875 1652256088.9934
MEM 236.296875 1652256089.0938
MEM 236.296875 1652256089.1941
MEM 236.296875 1652256089.2944
MEM 236.296875 1652256089.3947
MEM 236.296875 1652256089.4951
MEM 236.296875 1652256089.5954
MEM 236.296875 1652256089.6958
MEM 236.296875 1652256089.7961
MEM 236.296875 1652256089.8965
MEM 236.296875 1652256089.9968
MEM 236.296875 1652256090.0971
MEM 236.296875 1652256090.1975
MEM 236.296875 1652256090.2979
MEM 236.296875 1652256090.3982
MEM 236.296875 1652256090.4985
MEM 236.296875 1652256090.5988
MEM 236.296875 1652256090.6991
MEM 236.296875 1652256090.7994
MEM 236.296875 1652256090.8998
MEM 236.296875 1652256091.0001
MEM 236.296875 1652256091.1004
MEM 236.296875 1652256091.2007
MEM 236.296875 1652256091.3011
MEM 236.296875 1652256091.4014
MEM 236.296875 1652256091.5017
MEM 236.296875 1652256091.6020
MEM 236.296875 1652256091.7022
MEM 236.296875 1652256091.8025
MEM 236.296875 1652256091.9029
MEM 236.296875 1652256092.0032
MEM 236.296875 1652256092.1035
MEM 236.296875 1652256092.2038
MEM 236.296875 1652256092.3041
MEM 236.296875 1652256092.4043
MEM 236.296875 1652256092.5046
MEM 236.296875 1652256092.6049
MEM 236.296875 1652256092.7052
MEM 236.296875 1652256092.8055
MEM 236.296875 1652256092.9058
MEM 236.296875 1652256093.0061
MEM 236.296875 1652256093.1064
MEM 236.296875 1652256093.2068
MEM 236.296875 1652256093.3071
MEM 236.296875 1652256093.4074
MEM 236.296875 1652256093.5077
MEM 236.296875 1652256093.6080
MEM 236.296875 1652256093.7083
MEM 236.296875 1652256093.8085
MEM 236.296875 1652256093.9089
MEM 236.296875 1652256094.0092
MEM 236.296875 1652256094.1096
MEM 236.296875 1652256094.2099
MEM 236.296875 1652256094.3101
MEM 236.296875 1652256094.4105
MEM 236.296875 1652256094.5108
MEM 236.296875 1652256094.6111
MEM 236.296875 1652256094.7114
MEM 236.296875 1652256094.8117
MEM 236.296875 1652256094.9120
MEM 236.296875 1652256095.0123
MEM 236.296875 1652256095.1126
MEM 236.296875 1652256095.2129
MEM 236.296875 1652256095.3132
MEM 236.296875 1652256095.4135
MEM 236.296875 1652256095.5138
MEM 236.296875 1652256095.6141
MEM 236.296875 1652256095.7144
MEM 236.296875 1652256095.8147
MEM 236.296875 1652256095.9150
MEM 236.296875 1652256096.0152
MEM 236.296875 1652256096.1156
MEM 236.296875 1652256096.2159
MEM 236.296875 1652256096.3162
MEM 236.296875 1652256096.4164
MEM 236.296875 1652256096.5167
MEM 236.296875 1652256096.6170
MEM 236.296875 1652256096.7172
MEM 236.296875 1652256096.8176
MEM 236.296875 1652256096.9180
MEM 236.296875 1652256097.0182
MEM 236.296875 1652256097.1211
MEM 236.296875 1652256097.2214
MEM 236.296875 1652256097.3218
MEM 236.296875 1652256097.4222
MEM 236.296875 1652256097.5225
MEM 236.296875 1652256097.6235
MEM 236.296875 1652256097.7238
MEM 236.296875 1652256097.8241
MEM 236.296875 1652256097.9245
MEM 236.296875 1652256098.0248
MEM 236.296875 1652256098.1251
MEM 236.296875 1652256098.2254
MEM 236.296875 1652256098.3281
MEM 236.296875 1652256098.4284
MEM 236.296875 1652256098.5312
MEM 236.296875 1652256098.6316
MEM 236.296875 1652256098.7319
MEM 236.296875 1652256098.8322
MEM 236.296875 1652256098.9325
MEM 236.296875 1652256099.0328
MEM 236.296875 1652256099.1332
MEM 236.296875 1652256099.2339
MEM 236.296875 1652256099.3342
MEM 236.296875 1652256099.4346
MEM 236.296875 1652256099.5349
MEM 236.296875 1652256099.6353
MEM 236.296875 1652256099.7357
MEM 236.296875 1652256099.8360
MEM 236.296875 1652256099.9363
MEM 236.296875 1652256100.0366
MEM 236.296875 1652256100.1373
MEM 236.296875 1652256100.2377
MEM 236.296875 1652256100.3380
MEM 236.296875 1652256100.4383
MEM 236.296875 1652256100.5386
MEM 236.296875 1652256100.6389
MEM 236.296875 1652256100.7393
MEM 236.296875 1652256100.8397
MEM 236.296875 1652256100.9400
MEM 236.296875 1652256101.0404
MEM 236.296875 1652256101.1421
MEM 236.296875 1652256101.2425
MEM 236.296875 1652256101.3439
MEM 236.296875 1652256101.4443
MEM 236.296875 1652256101.5446
MEM 236.296875 1652256101.6449
MEM 236.296875 1652256101.7452
MEM 236.296875 1652256101.8455
MEM 236.296875 1652256101.9458
MEM 236.296875 1652256102.0461
MEM 236.296875 1652256102.1465
MEM 236.296875 1652256102.2468
MEM 236.296875 1652256102.3471
MEM 236.296875 1652256102.4474
MEM 236.296875 1652256102.5477
MEM 236.296875 1652256102.6480
MEM 236.296875 1652256102.7484
MEM 236.296875 1652256102.8487
MEM 236.296875 1652256102.9490
MEM 236.296875 1652256103.0493
MEM 236.296875 1652256103.1496
MEM 236.296875 1652256103.2499
MEM 236.296875 1652256103.3502
MEM 236.296875 1652256103.4505
MEM 236.296875 1652256103.5508
MEM 236.296875 1652256103.6511
MEM 236.296875 1652256103.7514
MEM 236.296875 1652256103.8518
MEM 236.296875 1652256103.9522
MEM 236.296875 1652256104.0525
MEM 236.296875 1652256104.1528
MEM 236.296875 1652256104.2531
MEM 236.296875 1652256104.3534
MEM 236.296875 1652256104.4536
MEM 236.296875 1652256104.5539
MEM 236.296875 1652256104.6541
MEM 236.296875 1652256104.7544
MEM 236.296875 1652256104.8547
MEM 236.296875 1652256104.9549
MEM 236.296875 1652256105.0552
MEM 236.296875 1652256105.1555
MEM 236.296875 1652256105.2557
MEM 236.296875 1652256105.3560
MEM 236.296875 1652256105.4562
MEM 236.296875 1652256105.5565
MEM 236.296875 1652256105.6567
MEM 236.296875 1652256105.7570
MEM 236.296875 1652256105.8572
MEM 236.296875 1652256105.9574
MEM 236.296875 1652256106.0577
MEM 236.296875 1652256106.1580
MEM 236.296875 1652256106.2582
MEM 236.296875 1652256106.3585
MEM 236.296875 1652256106.4587
MEM 236.296875 1652256106.5590
MEM 236.296875 1652256106.6592
MEM 236.296875 1652256106.7594
MEM 236.296875 1652256106.8597
MEM 236.296875 1652256106.9599
MEM 236.296875 1652256107.0602
MEM 236.296875 1652256107.1605
MEM 236.296875 1652256107.2607
MEM 236.296875 1652256107.3628
MEM 236.296875 1652256107.4630
MEM 236.296875 1652256107.5633
MEM 236.296875 1652256107.6636
MEM 236.296875 1652256107.7639
MEM 236.296875 1652256107.8642
MEM 236.296875 1652256107.9645
MEM 236.296875 1652256108.0648
MEM 236.296875 1652256108.1651
MEM 236.296875 1652256108.2654
MEM 236.296875 1652256108.3656
MEM 236.296875 1652256108.4659
MEM 236.296875 1652256108.5662
MEM 236.296875 1652256108.6665
MEM 236.296875 1652256108.7668
MEM 236.296875 1652256108.8670
MEM 236.296875 1652256108.9674
MEM 236.296875 1652256109.0700
MEM 236.296875 1652256109.1704
MEM 236.296875 1652256109.2719
MEM 236.296875 1652256109.3760
MEM 236.296875 1652256109.4763
MEM 236.296875 1652256109.5766
MEM 236.296875 1652256109.6770
MEM 236.296875 1652256109.7774
MEM 236.296875 1652256109.8777
MEM 236.296875 1652256109.9780
MEM 236.296875 1652256110.0795
MEM 236.296875 1652256110.1798
MEM 236.296875 1652256110.2801
MEM 236.296875 1652256110.3805
MEM 236.296875 1652256110.4808
MEM 236.296875 1652256110.5811
MEM 236.296875 1652256110.6814
MEM 236.296875 1652256110.7817
MEM 236.296875 1652256110.8846
MEM 236.296875 1652256110.9849
MEM 236.296875 1652256111.0852
MEM 236.296875 1652256111.1856
MEM 236.296875 1652256111.2858
MEM 236.296875 1652256111.3862
MEM 236.296875 1652256111.4865
MEM 236.296875 1652256111.5869
MEM 236.296875 1652256111.6872
MEM 236.296875 1652256111.7875
MEM 236.296875 1652256111.8878
MEM 236.296875 1652256111.9882
MEM 236.296875 1652256112.0885
MEM 236.296875 1652256112.1889
MEM 236.296875 1652256112.2892
MEM 236.296875 1652256112.3895
MEM 236.296875 1652256112.4898
MEM 236.296875 1652256112.5902
MEM 236.296875 1652256112.6905
MEM 236.296875 1652256112.7908
MEM 236.296875 1652256112.8911
MEM 236.296875 1652256112.9914
MEM 236.296875 1652256113.0917
MEM 236.296875 1652256113.1925
MEM 236.296875 1652256113.2928
MEM 236.296875 1652256113.3932
MEM 236.296875 1652256113.4936
MEM 236.296875 1652256113.5940
MEM 236.296875 1652256113.6943
MEM 236.296875 1652256113.7946
MEM 236.296875 1652256113.8950
MEM 236.296875 1652256113.9954
MEM 236.296875 1652256114.0957
MEM 236.296875 1652256114.1960
MEM 236.296875 1652256114.2963
MEM 236.296875 1652256114.3966
MEM 236.296875 1652256114.4970
MEM 236.296875 1652256114.5974
MEM 236.296875 1652256114.6978
MEM 236.296875 1652256114.7981
MEM 236.296875 1652256114.8984
MEM 236.296875 1652256114.9987
MEM 236.296875 1652256115.0990
MEM 236.296875 1652256115.1994
MEM 236.296875 1652256115.2997
MEM 236.296875 1652256115.4000
MEM 236.296875 1652256115.5003
MEM 236.296875 1652256115.6006
MEM 236.296875 1652256115.7009
MEM 236.296875 1652256115.8013
MEM 236.296875 1652256115.9017
MEM 236.296875 1652256116.0020
MEM 236.296875 1652256116.1023
MEM 236.296875 1652256116.2026
MEM 236.296875 1652256116.3030
MEM 236.296875 1652256116.4033
MEM 236.296875 1652256116.5037
MEM 236.296875 1652256116.6040
MEM 236.296875 1652256116.7071
MEM 236.296875 1652256116.8074
MEM 236.296875 1652256116.9078
MEM 236.296875 1652256117.0081
MEM 236.296875 1652256117.1084
MEM 236.296875 1652256117.2087
MEM 236.296875 1652256117.3090
MEM 236.296875 1652256117.4093
MEM 236.296875 1652256117.5096
MEM 236.296875 1652256117.6099
MEM 236.296875 1652256117.7103
MEM 236.296875 1652256117.8106
MEM 236.296875 1652256117.9108
MEM 236.296875 1652256118.0111
MEM 236.296875 1652256118.1114
MEM 236.296875 1652256118.2118
MEM 236.296875 1652256118.3121
MEM 236.296875 1652256118.4125
MEM 236.296875 1652256118.5128
MEM 236.296875 1652256118.6132
MEM 236.296875 1652256118.7136
MEM 236.296875 1652256118.8139
MEM 236.296875 1652256118.9142
MEM 236.296875 1652256119.0146
MEM 236.296875 1652256119.1149
MEM 236.296875 1652256119.2152
MEM 236.296875 1652256119.3156
MEM 236.296875 1652256119.4159
MEM 236.296875 1652256119.5163
MEM 236.296875 1652256119.6166
MEM 236.296875 1652256119.7169
MEM 236.296875 1652256119.8173
MEM 236.296875 1652256119.9177
MEM 236.296875 1652256120.0180
MEM 236.296875 1652256120.1183
MEM 236.296875 1652256120.2187
MEM 236.296875 1652256120.3190
MEM 236.296875 1652256120.4194
MEM 236.296875 1652256120.5208
MEM 236.296875 1652256120.6211
MEM 236.296875 1652256120.7214
MEM 236.296875 1652256120.8218
MEM 236.296875 1652256120.9221
MEM 236.296875 1652256121.0225
MEM 236.296875 1652256121.1228
MEM 236.296875 1652256121.2231
MEM 236.296875 1652256121.3235
MEM 236.296875 1652256121.4239
MEM 236.296875 1652256121.5243
MEM 236.296875 1652256121.6246
MEM 236.296875 1652256121.7249
MEM 236.296875 1652256121.8252
MEM 236.296875 1652256121.9256
MEM 236.296875 1652256122.0261
MEM 236.296875 1652256122.1264
MEM 236.296875 1652256122.2267
MEM 236.296875 1652256122.3270
MEM 236.296875 1652256122.4281
MEM 236.296875 1652256122.5285
MEM 236.296875 1652256122.6289
MEM 236.296875 1652256122.7292
MEM 236.296875 1652256122.8295
MEM 236.296875 1652256122.9298
MEM 236.296875 1652256123.0301
MEM 236.296875 1652256123.1305
MEM 236.296875 1652256123.2308
MEM 236.296875 1652256123.3311
MEM 236.296875 1652256123.4314
MEM 236.296875 1652256123.5317
MEM 236.296875 1652256123.6320
MEM 236.296875 1652256123.7323
MEM 236.296875 1652256123.8339
MEM 236.296875 1652256123.9342
MEM 236.296875 1652256124.0391
MEM 236.296875 1652256124.1394
MEM 236.296875 1652256124.2397
MEM 236.296875 1652256124.3401
MEM 236.296875 1652256124.4405
