CMDLINE /usr/bin/python3 scripts/AE-RF-TARA.py
MEM 3469.074219 1652244441.5096
MEM 3469.074219 1652244441.6100
MEM 3469.074219 1652244441.7104
MEM 3469.074219 1652244441.8109
MEM 3469.074219 1652244441.9112
MEM 3469.074219 1652244442.0116
MEM 3469.074219 1652244442.1119
MEM 3469.074219 1652244442.2123
MEM 3409.750000 1652244442.3127
MEM 3409.750000 1652244442.4131
MEM 3409.750000 1652244442.5135
MEM 3409.750000 1652244442.6138
MEM 3409.750000 1652244442.7141
MEM 3409.750000 1652244442.8145
MEM 3409.750000 1652244442.9148
MEM 3409.750000 1652244443.0151
MEM 3409.750000 1652244443.1154
MEM 3410.261719 1652244443.2158
MEM 3410.261719 1652244443.3162
MEM 3412.578125 1652244443.4167
MEM 3420.039062 1652244443.5192
MEM 3398.156250 1652244443.6196
MEM 3416.886719 1652244443.7200
MEM 3416.886719 1652244443.8204
MEM 3431.628906 1652244443.9207
MEM 3439.269531 1652244444.0212
MEM 3382.421875 1652244444.1216
MEM 3424.269531 1652244444.2220
MEM 3424.246094 1652244444.3225
MEM 3424.246094 1652244444.4230
MEM 3425.742188 1652244444.5234
MEM 3425.429688 1652244444.6238
MEM 3425.429688 1652244444.7242
MEM 3425.429688 1652244444.8246
MEM 3425.429688 1652244444.9250
MEM 3425.429688 1652244445.0254
MEM 3425.429688 1652244445.1259
MEM 3425.429688 1652244445.2272
MEM 3425.429688 1652244445.3275
MEM 3425.429688 1652244445.4279
MEM 3425.410156 1652244445.5284
MEM 3425.410156 1652244445.6289
MEM 3425.410156 1652244445.7293
MEM 3425.410156 1652244445.8297
MEM 3425.410156 1652244445.9300
MEM 3425.410156 1652244446.0304
MEM 3425.410156 1652244446.1308
MEM 3425.410156 1652244446.2312
MEM 3425.410156 1652244446.3316
MEM 3425.410156 1652244446.4320
MEM 3425.410156 1652244446.5323
MEM 3425.410156 1652244446.6328
MEM 3425.410156 1652244446.7332
MEM 3436.917969 1652244446.8337
MEM 3436.917969 1652244446.9341
MEM 3436.917969 1652244447.0344
MEM 3436.917969 1652244447.1348
MEM 3436.917969 1652244447.2352
MEM 3436.917969 1652244447.3356
MEM 3436.917969 1652244447.4360
MEM 3436.917969 1652244447.5364
MEM 3437.429688 1652244447.6368
MEM 3437.437500 1652244447.7372
MEM 3449.578125 1652244447.8378
MEM 3457.726562 1652244447.9383
MEM 3457.710938 1652244448.0386
MEM 3457.695312 1652244448.1391
MEM 3463.867188 1652244448.2395
MEM 3463.855469 1652244448.3400
MEM 3471.785156 1652244448.4404
MEM 3471.777344 1652244448.5410
MEM 3475.324219 1652244448.6414
MEM 3475.453125 1652244448.7418
MEM 3475.453125 1652244448.8422
MEM 3475.453125 1652244448.9426
MEM 3475.453125 1652244449.0430
MEM 3475.453125 1652244449.1434
MEM 3475.453125 1652244449.2438
MEM 3475.453125 1652244449.3442
MEM 3475.453125 1652244449.4446
MEM 3475.453125 1652244449.5449
MEM 3475.457031 1652244449.6453
MEM 3475.433594 1652244449.7458
MEM 3475.433594 1652244449.8463
MEM 3475.433594 1652244449.9467
MEM 3475.433594 1652244450.0472
MEM 3475.433594 1652244450.1476
MEM 3475.433594 1652244450.2479
MEM 3475.433594 1652244450.3483
MEM 3475.433594 1652244450.4488
MEM 3475.433594 1652244450.5492
MEM 3475.433594 1652244450.6497
MEM 3475.433594 1652244450.7501
MEM 3478.785156 1652244450.8506
MEM 3478.785156 1652244450.9510
MEM 3478.785156 1652244451.0514
MEM 3478.785156 1652244451.1518
MEM 3478.785156 1652244451.2522
MEM 3478.785156 1652244451.3526
MEM 3478.785156 1652244451.4530
MEM 3478.785156 1652244451.5535
MEM 3478.785156 1652244451.6539
MEM 3479.296875 1652244451.7543
MEM 3479.296875 1652244451.8547
MEM 3479.296875 1652244451.9552
MEM 3488.597656 1652244452.0556
MEM 3481.433594 1652244452.1561
MEM 3488.636719 1652244452.2580
MEM 3467.382812 1652244452.3585
MEM 3467.371094 1652244452.4589
MEM 3480.796875 1652244452.5594
MEM 3504.570312 1652244452.6599
MEM 3511.687500 1652244452.7602
MEM 3511.664062 1652244452.8608
MEM 3511.652344 1652244452.9613
MEM 3520.109375 1652244453.0616
MEM 3520.109375 1652244453.1620
MEM 3520.109375 1652244453.2623
MEM 3520.109375 1652244453.3627
MEM 3520.109375 1652244453.4631
MEM 3520.109375 1652244453.5635
MEM 3520.109375 1652244453.6638
MEM 3520.109375 1652244453.7642
MEM 3520.089844 1652244453.8646
MEM 3520.089844 1652244453.9650
MEM 3520.089844 1652244454.0681
MEM 3520.089844 1652244454.1686
MEM 3520.089844 1652244454.2690
MEM 3520.089844 1652244454.3693
MEM 3520.089844 1652244454.4697
MEM 3520.089844 1652244454.5712
MEM 3520.089844 1652244454.6716
MEM 3520.089844 1652244454.7720
MEM 3520.089844 1652244454.8724
MEM 3520.089844 1652244454.9728
MEM 3520.089844 1652244455.0733
MEM 3520.089844 1652244455.1737
MEM 3520.089844 1652244455.2741
MEM 3520.089844 1652244455.3769
MEM 3520.089844 1652244455.4773
MEM 3520.089844 1652244455.5778
MEM 3520.089844 1652244455.6782
MEM 3520.089844 1652244455.7786
MEM 3520.089844 1652244455.8790
MEM 3520.601562 1652244455.9794
MEM 3520.601562 1652244456.0798
MEM 3522.144531 1652244456.1803
MEM 3522.039062 1652244456.2807
MEM 3522.023438 1652244456.3811
MEM 3526.906250 1652244456.4815
MEM 3534.339844 1652244456.5819
MEM 3534.339844 1652244456.6824
MEM 3534.320312 1652244456.7828
MEM 3535.339844 1652244456.8832
MEM 3510.449219 1652244456.9837
MEM 3510.679688 1652244457.0851
MEM 3510.687500 1652244457.1855
MEM 3510.660156 1652244457.2860
MEM 3510.343750 1652244457.3864
MEM 3510.343750 1652244457.4869
MEM 3510.343750 1652244457.5873
MEM 3510.343750 1652244457.6878
MEM 3510.343750 1652244457.7881
MEM 3510.343750 1652244457.8886
MEM 3510.343750 1652244457.9890
MEM 3510.343750 1652244458.0893
MEM 3511.597656 1652244458.1898
MEM 3511.597656 1652244458.2902
MEM 3511.597656 1652244458.3906
MEM 3511.597656 1652244458.4910
MEM 3511.597656 1652244458.5914
MEM 3511.597656 1652244458.6918
MEM 3511.597656 1652244458.7922
MEM 3511.597656 1652244458.8926
MEM 3511.597656 1652244458.9930
MEM 3511.597656 1652244459.0934
MEM 3511.597656 1652244459.1939
MEM 3535.464844 1652244459.2944
MEM 3535.464844 1652244459.3947
MEM 3535.464844 1652244459.4952
MEM 3535.464844 1652244459.5957
MEM 3535.464844 1652244459.6961
MEM 3535.464844 1652244459.7966
MEM 3535.464844 1652244459.8971
MEM 3535.464844 1652244459.9975
MEM 3535.464844 1652244460.0979
MEM 3535.976562 1652244460.1983
MEM 3535.976562 1652244460.2988
MEM 3537.281250 1652244460.3992
MEM 3557.300781 1652244460.4997
MEM 3560.218750 1652244460.6001
MEM 3567.332031 1652244460.7006
MEM 3570.570312 1652244460.8011
MEM 3570.554688 1652244460.9017
MEM 3532.472656 1652244461.0026
MEM 3508.921875 1652244461.1030
MEM 3484.253906 1652244461.2033
MEM 3513.023438 1652244461.3039
MEM 3513.023438 1652244461.4044
MEM 3512.933594 1652244461.5048
MEM 3512.933594 1652244461.6052
MEM 3512.933594 1652244461.7057
MEM 3512.933594 1652244461.8061
MEM 3512.933594 1652244461.9066
MEM 3512.933594 1652244462.0070
MEM 3512.910156 1652244462.1075
MEM 3512.910156 1652244462.2079
MEM 3512.910156 1652244462.3083
MEM 3512.910156 1652244462.4087
MEM 3512.910156 1652244462.5091
MEM 3512.910156 1652244462.6095
MEM 3512.910156 1652244462.7099
MEM 3512.910156 1652244462.8103
MEM 3512.910156 1652244462.9107
MEM 3512.910156 1652244463.0111
MEM 3512.910156 1652244463.1115
MEM 3527.828125 1652244463.2120
MEM 3542.324219 1652244463.3124
MEM 3542.324219 1652244463.4129
MEM 3542.324219 1652244463.5133
MEM 3542.324219 1652244463.6137
MEM 3542.324219 1652244463.7142
MEM 3542.324219 1652244463.8146
MEM 3542.324219 1652244463.9150
MEM 3542.324219 1652244464.0154
MEM 3542.324219 1652244464.1158
MEM 3542.835938 1652244464.2162
MEM 3542.597656 1652244464.3167
MEM 3542.597656 1652244464.4171
MEM 3542.582031 1652244464.5175
MEM 3542.582031 1652244464.6180
MEM 3542.574219 1652244464.7184
MEM 3548.441406 1652244464.8189
MEM 3548.441406 1652244464.9194
MEM 3548.441406 1652244465.0197
MEM 3548.425781 1652244465.1201
MEM 3548.414062 1652244465.2206
MEM 3513.070312 1652244465.3209
MEM 3513.054688 1652244465.4217
MEM 3513.035156 1652244465.5221
MEM 3513.015625 1652244465.6226
MEM 3513.011719 1652244465.7230
MEM 3512.832031 1652244465.8234
MEM 3512.832031 1652244465.9238
MEM 3512.832031 1652244466.0241
MEM 3512.832031 1652244466.1245
MEM 3512.832031 1652244466.2249
MEM 3512.832031 1652244466.3253
MEM 3512.832031 1652244466.4258
MEM 3512.832031 1652244466.5262
MEM 3512.832031 1652244466.6265
MEM 3512.832031 1652244466.7269
MEM 3512.832031 1652244466.8273
MEM 3512.832031 1652244466.9278
MEM 3512.832031 1652244467.0281
MEM 3512.832031 1652244467.1335
MEM 3512.832031 1652244467.2339
MEM 3512.832031 1652244467.3342
MEM 3512.832031 1652244467.4345
MEM 3512.832031 1652244467.5349
MEM 3512.832031 1652244467.6351
MEM 3512.832031 1652244467.7356
MEM 3512.832031 1652244467.8359
MEM 3512.832031 1652244467.9363
MEM 3512.832031 1652244468.0366
MEM 3512.832031 1652244468.1374
MEM 3512.832031 1652244468.2377
MEM 3512.824219 1652244468.3380
MEM 3512.824219 1652244468.4384
MEM 3512.824219 1652244468.5388
MEM 3512.824219 1652244468.6392
MEM 3512.824219 1652244468.7395
MEM 3512.824219 1652244468.8399
MEM 3512.824219 1652244468.9402
MEM 3512.824219 1652244469.0406
MEM 3512.824219 1652244469.1409
MEM 3512.824219 1652244469.2413
MEM 3522.347656 1652244469.3417
MEM 3522.347656 1652244469.4421
MEM 3522.347656 1652244469.5425
MEM 3522.347656 1652244469.6429
MEM 3522.347656 1652244469.7431
MEM 3522.347656 1652244469.8435
MEM 3542.242188 1652244469.9440
MEM 3556.558594 1652244470.0443
MEM 3556.558594 1652244470.1447
MEM 3570.718750 1652244470.2451
MEM 3570.718750 1652244470.3456
MEM 3570.718750 1652244470.4459
MEM 3570.718750 1652244470.5464
MEM 3570.718750 1652244470.6473
MEM 3577.937500 1652244470.7478
MEM 3577.937500 1652244470.8481
MEM 3577.937500 1652244470.9486
MEM 3577.937500 1652244471.0490
MEM 3577.937500 1652244471.1494
MEM 3577.937500 1652244471.2498
MEM 3577.937500 1652244471.3502
MEM 3577.937500 1652244471.4507
MEM 3577.937500 1652244471.5511
MEM 3577.937500 1652244471.6515
MEM 3578.195312 1652244471.7520
MEM 3578.195312 1652244471.8524
MEM 3578.195312 1652244471.9528
MEM 3601.023438 1652244472.0532
MEM 3611.578125 1652244472.1537
MEM 3611.570312 1652244472.2541
MEM 3618.769531 1652244472.3546
MEM 3618.769531 1652244472.4550
MEM 3625.941406 1652244472.5554
MEM 3625.925781 1652244472.6558
MEM 3625.925781 1652244472.7563
MEM 3625.910156 1652244472.8568
MEM 3625.890625 1652244472.9571
MEM 3625.878906 1652244473.0575
MEM 3625.824219 1652244473.1579
MEM 3625.824219 1652244473.2585
MEM 3625.824219 1652244473.3588
MEM 3625.824219 1652244473.4592
MEM 3625.824219 1652244473.5596
MEM 3625.824219 1652244473.6600
MEM 3625.824219 1652244473.7604
MEM 3625.824219 1652244473.8608
MEM 3625.824219 1652244473.9612
MEM 3625.824219 1652244474.0616
MEM 3625.804688 1652244474.1620
MEM 3625.804688 1652244474.2623
MEM 3625.804688 1652244474.3628
MEM 3625.804688 1652244474.4632
MEM 3625.804688 1652244474.5637
MEM 3625.804688 1652244474.6642
MEM 3638.109375 1652244474.7646
MEM 3666.425781 1652244474.8650
MEM 3666.425781 1652244474.9654
MEM 3666.425781 1652244475.0659
MEM 3666.425781 1652244475.1664
MEM 3666.425781 1652244475.2669
MEM 3666.425781 1652244475.3673
MEM 3666.425781 1652244475.4677
MEM 3672.843750 1652244475.5682
MEM 3672.843750 1652244475.6686
MEM 3672.843750 1652244475.7690
MEM 3672.843750 1652244475.8694
MEM 3672.843750 1652244475.9698
MEM 3672.843750 1652244476.0704
MEM 3672.843750 1652244476.1708
MEM 3672.843750 1652244476.2712
MEM 3672.843750 1652244476.3716
MEM 3672.843750 1652244476.4721
MEM 3673.101562 1652244476.5725
MEM 3673.101562 1652244476.6833
MEM 3683.359375 1652244476.7837
MEM 3698.035156 1652244476.8842
MEM 3706.027344 1652244476.9846
MEM 3706.011719 1652244477.0851
MEM 3705.996094 1652244477.1855
MEM 3712.683594 1652244477.2860
MEM 3712.683594 1652244477.3864
MEM 3712.664062 1652244477.4869
MEM 3719.890625 1652244477.5874
MEM 3719.871094 1652244477.6880
MEM 3694.398438 1652244477.7885
MEM 3706.757812 1652244477.8891
MEM 3706.582031 1652244477.9895
MEM 3706.582031 1652244478.0900
MEM 3706.582031 1652244478.1904
MEM 3706.582031 1652244478.2909
MEM 3706.582031 1652244478.3911
MEM 3706.582031 1652244478.4915
MEM 3706.582031 1652244478.5919
MEM 3706.582031 1652244478.6946
MEM 3706.582031 1652244478.7950
MEM 3706.558594 1652244478.8954
MEM 3706.558594 1652244478.9958
MEM 3706.558594 1652244479.0962
MEM 3706.558594 1652244479.1965
MEM 3706.558594 1652244479.2969
MEM 3728.460938 1652244479.3973
MEM 3742.640625 1652244479.4977
MEM 3742.640625 1652244479.6006
MEM 3742.640625 1652244479.7040
MEM 3742.640625 1652244479.8044
MEM 3742.640625 1652244479.9048
MEM 3742.640625 1652244480.0077
MEM 3742.640625 1652244480.1080
MEM 3750.621094 1652244480.2084
MEM 3760.417969 1652244480.3088
MEM 3760.417969 1652244480.4092
MEM 3760.417969 1652244480.5096
MEM 3760.417969 1652244480.6100
MEM 3760.417969 1652244480.7103
MEM 3760.417969 1652244480.8107
MEM 3760.417969 1652244480.9111
MEM 3760.417969 1652244481.0114
MEM 3760.417969 1652244481.1119
MEM 3760.675781 1652244481.2124
MEM 3760.675781 1652244481.3127
MEM 3764.078125 1652244481.4132
MEM 3741.191406 1652244481.5164
MEM 3753.585938 1652244481.6168
MEM 3765.187500 1652244481.7172
MEM 3773.617188 1652244481.8176
MEM 3788.175781 1652244481.9181
MEM 3788.164062 1652244482.0185
MEM 3788.148438 1652244482.1189
MEM 3795.609375 1652244482.2192
MEM 3795.589844 1652244482.3196
MEM 3803.078125 1652244482.4200
MEM 3810.218750 1652244482.5204
MEM 3810.179688 1652244482.6208
MEM 3810.179688 1652244482.7212
MEM 3810.179688 1652244482.8217
MEM 3810.179688 1652244482.9221
MEM 3810.179688 1652244483.0225
MEM 3810.179688 1652244483.1228
MEM 3810.179688 1652244483.2231
MEM 3810.179688 1652244483.3255
MEM 3810.179688 1652244483.4259
MEM 3810.179688 1652244483.5263
MEM 3810.804688 1652244483.6268
MEM 3811.304688 1652244483.7272
MEM 3714.558594 1652244483.8303
MEM 3714.558594 1652244483.9307
MEM 3714.269531 1652244484.0311
MEM 3714.269531 1652244484.1314
MEM 3714.269531 1652244484.2317
MEM 3714.269531 1652244484.3321
MEM 3714.269531 1652244484.4325
MEM 3714.269531 1652244484.5328
MEM 3714.269531 1652244484.6332
MEM 3714.269531 1652244484.7335
MEM 3714.269531 1652244484.8339
MEM 3714.269531 1652244484.9341
MEM 3714.269531 1652244485.0345
MEM 3714.269531 1652244485.1348
MEM 3671.828125 1652244485.2352
MEM 3671.828125 1652244485.3356
MEM 3671.828125 1652244485.4359
MEM 3671.828125 1652244485.5363
MEM 3671.828125 1652244485.6367
MEM 3671.828125 1652244485.7370
MEM 3671.828125 1652244485.8374
MEM 3671.828125 1652244485.9378
MEM 3671.828125 1652244486.0382
MEM 3671.828125 1652244486.1385
MEM 3672.339844 1652244486.2389
MEM 3672.339844 1652244486.3394
MEM 3672.339844 1652244486.4398
MEM 3689.769531 1652244486.5403
MEM 3662.464844 1652244486.6407
MEM 3663.230469 1652244486.7411
MEM 3688.988281 1652244486.8416
MEM 3689.222656 1652244486.9421
MEM 3687.984375 1652244487.0425
MEM 3687.964844 1652244487.1429
MEM 3687.957031 1652244487.2432
MEM 3687.957031 1652244487.3437
MEM 3655.402344 1652244487.4442
MEM 3656.160156 1652244487.5446
MEM 3653.046875 1652244487.6450
MEM 3653.046875 1652244487.7453
MEM 3653.046875 1652244487.8457
MEM 3653.046875 1652244487.9461
MEM 3653.046875 1652244488.0465
MEM 3653.046875 1652244488.1469
MEM 3653.046875 1652244488.2472
MEM 3653.046875 1652244488.3475
MEM 3653.046875 1652244488.4479
MEM 3653.027344 1652244488.5483
MEM 3653.027344 1652244488.6486
MEM 3653.027344 1652244488.7489
MEM 3653.027344 1652244488.8493
MEM 3653.027344 1652244488.9497
MEM 3653.027344 1652244489.0501
MEM 3653.027344 1652244489.1504
MEM 3653.027344 1652244489.2508
MEM 3653.027344 1652244489.3512
MEM 3653.027344 1652244489.4516
MEM 3653.027344 1652244489.5520
MEM 3653.027344 1652244489.6524
MEM 3680.207031 1652244489.7529
MEM 3701.398438 1652244489.8533
MEM 3701.398438 1652244489.9560
MEM 3701.398438 1652244490.0563
MEM 3701.398438 1652244490.1568
MEM 3701.398438 1652244490.2572
MEM 3701.398438 1652244490.3576
MEM 3701.398438 1652244490.4580
MEM 3701.398438 1652244490.5584
MEM 3701.910156 1652244490.6588
MEM 3701.910156 1652244490.7592
MEM 3715.328125 1652244490.8596
MEM 3661.414062 1652244490.9600
MEM 3693.871094 1652244491.0605
MEM 3716.894531 1652244491.1609
MEM 3723.800781 1652244491.2613
MEM 3733.042969 1652244491.3617
MEM 3741.410156 1652244491.4622
MEM 3755.761719 1652244491.5626
MEM 3782.023438 1652244491.6630
MEM 3782.000000 1652244491.7642
MEM 3781.992188 1652244491.8646
MEM 3784.960938 1652244491.9650
MEM 3749.253906 1652244492.0654
MEM 3749.253906 1652244492.1658
MEM 3749.253906 1652244492.2662
MEM 3749.253906 1652244492.3666
MEM 3749.253906 1652244492.4671
MEM 3749.253906 1652244492.5675
MEM 3749.253906 1652244492.6678
MEM 3749.253906 1652244492.7683
MEM 3749.253906 1652244492.8686
MEM 3749.230469 1652244492.9690
MEM 3749.230469 1652244493.0708
MEM 3749.230469 1652244493.1712
MEM 3749.230469 1652244493.2716
MEM 3749.230469 1652244493.3719
MEM 3749.230469 1652244493.4723
MEM 3749.230469 1652244493.5726
MEM 3749.230469 1652244493.6729
MEM 3749.230469 1652244493.7733
MEM 3749.230469 1652244493.8737
MEM 3749.230469 1652244493.9740
MEM 3753.351562 1652244494.0744
MEM 3774.531250 1652244494.1748
MEM 3774.531250 1652244494.2752
MEM 3774.531250 1652244494.3755
MEM 3774.531250 1652244494.4758
MEM 3774.531250 1652244494.5762
MEM 3774.531250 1652244494.6766
MEM 3774.531250 1652244494.7770
MEM 3774.531250 1652244494.8773
MEM 3775.042969 1652244494.9777
MEM 3775.042969 1652244495.0780
MEM 3793.273438 1652244495.1786
MEM 3807.535156 1652244495.2790
MEM 3807.519531 1652244495.3810
MEM 3813.152344 1652244495.4816
MEM 3813.140625 1652244495.5820
MEM 3816.734375 1652244495.6830
MEM 3816.734375 1652244495.7839
MEM 3825.468750 1652244495.8843
MEM 3805.234375 1652244495.9847
MEM 3816.289062 1652244496.0851
MEM 3816.273438 1652244496.1855
MEM 3815.953125 1652244496.2858
MEM 3815.953125 1652244496.3862
MEM 3815.953125 1652244496.4867
MEM 3815.953125 1652244496.5872
MEM 3815.953125 1652244496.6876
MEM 3815.953125 1652244496.7879
MEM 3815.953125 1652244496.8884
MEM 3815.953125 1652244496.9888
MEM 3815.953125 1652244497.0892
MEM 3815.953125 1652244497.1896
MEM 3815.933594 1652244497.2901
MEM 3815.933594 1652244497.3905
MEM 3815.933594 1652244497.4908
MEM 3815.933594 1652244497.5912
MEM 3815.933594 1652244497.6939
MEM 3815.933594 1652244497.7943
MEM 3815.933594 1652244497.8947
MEM 3815.933594 1652244497.9950
MEM 3815.933594 1652244498.0954
MEM 3815.933594 1652244498.1959
MEM 3815.933594 1652244498.2962
MEM 3815.933594 1652244498.3966
MEM 3815.933594 1652244498.4991
MEM 3815.933594 1652244498.5995
MEM 3815.933594 1652244498.7000
MEM 3826.753906 1652244498.8004
MEM 3826.753906 1652244498.9008
MEM 3826.753906 1652244499.0012
MEM 3826.753906 1652244499.1016
MEM 3826.753906 1652244499.2019
MEM 3826.753906 1652244499.3022
MEM 3826.753906 1652244499.4026
MEM 3826.753906 1652244499.5030
MEM 3826.753906 1652244499.6034
MEM 3827.265625 1652244499.7038
MEM 3827.265625 1652244499.8042
MEM 3794.375000 1652244499.9046
MEM 3802.703125 1652244500.0051
MEM 3809.578125 1652244500.1055
MEM 3809.562500 1652244500.2060
MEM 3809.562500 1652244500.3064
MEM 3815.730469 1652244500.4076
MEM 3822.125000 1652244500.5080
MEM 3823.132812 1652244500.6099
MEM 3823.117188 1652244500.7103
MEM 3823.105469 1652244500.8108
MEM 3823.085938 1652244500.9111
MEM 3823.085938 1652244501.0115
MEM 3822.773438 1652244501.1118
MEM 3822.773438 1652244501.2150
MEM 3822.773438 1652244501.3154
MEM 3822.773438 1652244501.4157
MEM 3822.773438 1652244501.5160
MEM 3822.773438 1652244501.6164
MEM 3822.773438 1652244501.7168
MEM 3822.773438 1652244501.8171
MEM 3822.753906 1652244501.9174
MEM 3822.753906 1652244502.0178
MEM 3822.753906 1652244502.1181
MEM 3822.753906 1652244502.2185
MEM 3822.753906 1652244502.3190
MEM 3822.753906 1652244502.4194
MEM 3822.753906 1652244502.5198
MEM 3822.753906 1652244502.6201
MEM 3822.753906 1652244502.7205
MEM 3822.753906 1652244502.8208
MEM 3822.753906 1652244502.9212
MEM 3822.753906 1652244503.0215
MEM 3840.011719 1652244503.1219
MEM 3840.011719 1652244503.2224
MEM 3840.011719 1652244503.3235
MEM 3840.011719 1652244503.4239
MEM 3840.011719 1652244503.5242
MEM 3840.011719 1652244503.6246
MEM 3840.011719 1652244503.7251
MEM 3840.011719 1652244503.8256
MEM 3840.011719 1652244503.9260
MEM 3840.011719 1652244504.0266
MEM 3840.011719 1652244504.1270
MEM 3840.523438 1652244504.2275
MEM 3840.523438 1652244504.3279
MEM 3851.585938 1652244504.4284
MEM 3860.839844 1652244504.5289
MEM 3869.847656 1652244504.6294
MEM 3869.847656 1652244504.7303
MEM 3872.406250 1652244504.8307
MEM 3844.507812 1652244504.9312
MEM 3865.425781 1652244505.0317
MEM 3865.425781 1652244505.1321
MEM 3865.414062 1652244505.2327
MEM 3865.398438 1652244505.3332
MEM 3865.398438 1652244505.4335
MEM 3870.007812 1652244505.5340
MEM 3869.890625 1652244505.6345
MEM 3869.890625 1652244505.7349
MEM 3869.890625 1652244505.8351
MEM 3869.890625 1652244505.9355
MEM 3869.890625 1652244506.0358
MEM 3869.890625 1652244506.1361
MEM 3869.890625 1652244506.2364
MEM 3869.890625 1652244506.3368
MEM 3869.890625 1652244506.4372
MEM 3869.867188 1652244506.5377
MEM 3869.867188 1652244506.6381
MEM 3869.867188 1652244506.7385
MEM 3869.867188 1652244506.8390
MEM 3869.867188 1652244506.9394
MEM 3869.867188 1652244507.0398
MEM 3869.867188 1652244507.1402
MEM 3869.867188 1652244507.2405
MEM 3869.867188 1652244507.3408
MEM 3869.867188 1652244507.4412
MEM 3869.867188 1652244507.5415
MEM 3869.867188 1652244507.6419
MEM 3869.867188 1652244507.7423
MEM 3869.867188 1652244507.8447
MEM 3869.867188 1652244507.9451
MEM 3869.867188 1652244508.0455
MEM 3869.867188 1652244508.1459
MEM 3869.867188 1652244508.2463
MEM 3869.867188 1652244508.3467
MEM 3869.867188 1652244508.4471
MEM 3869.867188 1652244508.5474
MEM 3869.867188 1652244508.6479
MEM 3869.867188 1652244508.7483
MEM 3869.867188 1652244508.8487
MEM 3869.867188 1652244508.9492
MEM 3869.867188 1652244509.0496
MEM 3870.378906 1652244509.1500
MEM 3870.378906 1652244509.2504
MEM 3870.914062 1652244509.3508
MEM 3871.675781 1652244509.4512
MEM 3871.656250 1652244509.5516
MEM 3871.636719 1652244509.6523
MEM 3871.621094 1652244509.7527
MEM 3839.664062 1652244509.8531
MEM 3839.605469 1652244509.9536
MEM 3850.683594 1652244510.0549
MEM 3859.652344 1652244510.1554
MEM 3860.414062 1652244510.2558
MEM 3847.656250 1652244510.3562
MEM 3848.308594 1652244510.4565
MEM 3848.308594 1652244510.5569
MEM 3848.308594 1652244510.6572
MEM 3848.308594 1652244510.7577
MEM 3848.308594 1652244510.8580
MEM 3848.308594 1652244510.9584
MEM 3848.308594 1652244511.0588
MEM 3848.308594 1652244511.1592
MEM 3848.308594 1652244511.2595
MEM 3848.308594 1652244511.3599
MEM 3848.289062 1652244511.4603
MEM 3848.289062 1652244511.5606
MEM 3848.289062 1652244511.6610
MEM 3848.289062 1652244511.7614
MEM 3848.289062 1652244511.8618
MEM 3848.289062 1652244511.9623
MEM 3848.289062 1652244512.0627
MEM 3848.289062 1652244512.1650
MEM 3848.289062 1652244512.2654
MEM 3848.289062 1652244512.3658
MEM 3848.289062 1652244512.4662
MEM 3848.289062 1652244512.5665
MEM 3848.289062 1652244512.6669
MEM 3848.289062 1652244512.7673
MEM 3848.289062 1652244512.8677
MEM 3848.289062 1652244512.9680
MEM 3848.289062 1652244513.0684
MEM 3848.289062 1652244513.1696
MEM 3848.289062 1652244513.2700
MEM 3848.289062 1652244513.3703
MEM 3848.289062 1652244513.4707
MEM 3848.289062 1652244513.5711
MEM 3848.289062 1652244513.6731
MEM 3848.289062 1652244513.7734
MEM 3848.289062 1652244513.8739
MEM 3848.289062 1652244513.9742
MEM 3848.800781 1652244514.0746
MEM 3848.800781 1652244514.1750
MEM 3848.562500 1652244514.2754
MEM 3852.664062 1652244514.3759
MEM 3852.664062 1652244514.4763
MEM 3872.410156 1652244514.5766
MEM 3875.976562 1652244514.6770
MEM 3847.320312 1652244514.7774
MEM 3847.320312 1652244514.8778
MEM 3857.804688 1652244514.9783
MEM 3857.792969 1652244515.0786
MEM 3860.820312 1652244515.1790
MEM 3867.781250 1652244515.2794
MEM 3839.562500 1652244515.3798
MEM 3839.363281 1652244515.4802
MEM 3839.363281 1652244515.5805
MEM 3839.363281 1652244515.6809
MEM 3839.363281 1652244515.7812
MEM 3839.363281 1652244515.8816
MEM 3839.363281 1652244515.9819
MEM 3839.363281 1652244516.0824
MEM 3839.363281 1652244516.1828
MEM 3839.363281 1652244516.2832
MEM 3839.363281 1652244516.3857
MEM 3842.953125 1652244516.4861
MEM 3842.953125 1652244516.5864
MEM 3842.953125 1652244516.6868
MEM 3842.953125 1652244516.7872
MEM 3842.953125 1652244516.8876
MEM 3842.953125 1652244516.9880
MEM 3842.953125 1652244517.0884
MEM 3842.953125 1652244517.1887
MEM 3842.953125 1652244517.2891
MEM 3842.953125 1652244517.3895
MEM 3842.953125 1652244517.4901
MEM 3842.953125 1652244517.5904
MEM 3842.953125 1652244517.6908
MEM 3842.953125 1652244517.7913
MEM 3868.972656 1652244517.8917
MEM 3868.972656 1652244517.9921
MEM 3868.972656 1652244518.0924
MEM 3868.972656 1652244518.1927
MEM 3868.972656 1652244518.2932
MEM 3868.972656 1652244518.3937
MEM 3868.972656 1652244518.4942
MEM 3868.972656 1652244518.5946
MEM 3868.972656 1652244518.6950
MEM 3868.972656 1652244518.7954
MEM 3869.484375 1652244518.8957
MEM 3869.484375 1652244518.9960
MEM 3872.847656 1652244519.0964
MEM 3873.863281 1652244519.1969
MEM 3875.132812 1652244519.2975
MEM 3877.964844 1652244519.3979
