CMDLINE /usr/bin/python3 scripts/AE-RF-TARA.py
MEM 5454.183594 1652247368.5986
MEM 5453.945312 1652247368.6991
MEM 5455.167969 1652247368.7995
MEM 5455.144531 1652247368.9000
MEM 5455.128906 1652247369.0019
MEM 5459.914062 1652247369.1023
MEM 5459.894531 1652247369.2028
MEM 5459.863281 1652247369.3033
MEM 5459.851562 1652247369.4039
MEM 5459.531250 1652247369.5042
MEM 5459.531250 1652247369.6046
MEM 5459.531250 1652247369.7049
MEM 5459.531250 1652247369.8053
MEM 5459.531250 1652247369.9056
MEM 5459.531250 1652247370.0060
MEM 5459.531250 1652247370.1064
MEM 5459.507812 1652247370.2068
MEM 5459.507812 1652247370.3072
MEM 5459.996094 1652247370.4076
MEM 5460.972656 1652247370.5080
MEM 5461.136719 1652247370.6084
MEM 5461.136719 1652247370.7087
MEM 5461.136719 1652247370.8091
MEM 5461.136719 1652247370.9094
MEM 5461.136719 1652247371.0098
MEM 5461.136719 1652247371.1101
MEM 5461.136719 1652247371.2105
MEM 5461.136719 1652247371.3109
MEM 5461.136719 1652247371.4131
MEM 5461.140625 1652247371.5134
MEM 5461.140625 1652247371.6138
MEM 5461.140625 1652247371.7141
MEM 5461.140625 1652247371.8144
MEM 5461.140625 1652247371.9147
MEM 5461.140625 1652247372.0151
MEM 5461.140625 1652247372.1154
MEM 5461.652344 1652247372.2157
MEM 5461.421875 1652247372.3161
MEM 5461.417969 1652247372.4168
MEM 5461.382812 1652247372.5176
MEM 5461.375000 1652247372.6181
MEM 5461.351562 1652247372.7185
MEM 5461.335938 1652247372.8189
MEM 5461.324219 1652247372.9192
MEM 5461.308594 1652247373.0195
MEM 5461.292969 1652247373.1199
MEM 5460.960938 1652247373.2202
MEM 5460.960938 1652247373.3205
MEM 5460.960938 1652247373.4208
MEM 5460.960938 1652247373.5211
MEM 5460.960938 1652247373.6215
MEM 5460.960938 1652247373.7218
MEM 5460.941406 1652247373.8221
MEM 5460.941406 1652247373.9225
MEM 5460.941406 1652247374.0251
MEM 5460.941406 1652247374.1261
MEM 5460.941406 1652247374.2264
MEM 5460.941406 1652247374.3268
MEM 5460.941406 1652247374.4271
MEM 5460.941406 1652247374.5275
MEM 5460.941406 1652247374.6279
MEM 5460.941406 1652247374.7309
MEM 5460.941406 1652247374.8312
MEM 5460.941406 1652247374.9321
MEM 5460.941406 1652247375.0325
MEM 5460.941406 1652247375.1329
MEM 5460.941406 1652247375.2332
MEM 5460.941406 1652247375.3335
MEM 5460.941406 1652247375.4339
MEM 5461.453125 1652247375.5342
MEM 5461.453125 1652247375.6346
MEM 5461.207031 1652247375.7350
MEM 5461.187500 1652247375.8354
MEM 5461.175781 1652247375.9359
MEM 5461.156250 1652247376.0363
MEM 5461.136719 1652247376.1367
MEM 5461.125000 1652247376.2371
MEM 5461.105469 1652247376.3375
MEM 5461.089844 1652247376.4379
MEM 5460.773438 1652247376.5382
MEM 5460.773438 1652247376.6386
MEM 5460.773438 1652247376.7389
MEM 5460.773438 1652247376.8392
MEM 5460.773438 1652247376.9396
MEM 5460.773438 1652247377.0400
MEM 5460.753906 1652247377.1403
MEM 5460.753906 1652247377.2407
MEM 5460.753906 1652247377.3410
MEM 5460.753906 1652247377.4414
MEM 5460.753906 1652247377.5417
MEM 5460.753906 1652247377.6420
MEM 5460.753906 1652247377.7423
MEM 5460.753906 1652247377.8427
MEM 5460.753906 1652247377.9430
MEM 5460.753906 1652247378.0433
MEM 5460.757812 1652247378.1437
MEM 5460.757812 1652247378.2440
MEM 5460.757812 1652247378.3444
MEM 5460.757812 1652247378.4447
MEM 5460.757812 1652247378.5451
MEM 5460.757812 1652247378.6454
MEM 5460.757812 1652247378.7457
MEM 5461.269531 1652247378.8460
MEM 5461.269531 1652247378.9463
MEM 5461.031250 1652247379.0466
MEM 5461.019531 1652247379.1470
MEM 5461.000000 1652247379.2474
MEM 5460.988281 1652247379.3478
MEM 5460.953125 1652247379.4481
MEM 5460.941406 1652247379.5486
MEM 5461.953125 1652247379.6492
MEM 5461.941406 1652247379.7496
MEM 5461.617188 1652247379.8499
MEM 5461.617188 1652247379.9502
MEM 5461.617188 1652247380.0504
MEM 5461.617188 1652247380.1507
MEM 5461.617188 1652247380.2510
MEM 5461.617188 1652247380.3513
MEM 5461.617188 1652247380.4516
MEM 5461.597656 1652247380.5519
MEM 5461.597656 1652247380.6522
MEM 5461.597656 1652247380.7525
MEM 5461.597656 1652247380.8528
MEM 5461.597656 1652247380.9531
MEM 5461.597656 1652247381.0535
MEM 5461.597656 1652247381.1538
MEM 5461.597656 1652247381.2542
MEM 5461.597656 1652247381.3545
MEM 5461.597656 1652247381.4548
MEM 5462.312500 1652247381.5552
MEM 5462.312500 1652247381.6556
MEM 5462.312500 1652247381.7559
MEM 5462.312500 1652247381.8562
MEM 5462.312500 1652247381.9566
MEM 5462.312500 1652247382.0570
MEM 5462.312500 1652247382.1573
MEM 5462.824219 1652247382.2577
MEM 5462.828125 1652247382.3581
MEM 5462.585938 1652247382.4586
MEM 5462.574219 1652247382.5590
MEM 5462.554688 1652247382.6594
MEM 5462.542969 1652247382.7601
MEM 5462.527344 1652247382.8605
MEM 5462.492188 1652247382.9610
MEM 5462.476562 1652247383.0614
MEM 5462.464844 1652247383.1619
MEM 5462.292969 1652247383.2622
MEM 5462.292969 1652247383.3626
MEM 5462.292969 1652247383.4629
MEM 5462.292969 1652247383.5632
MEM 5462.292969 1652247383.6635
MEM 5462.292969 1652247383.7638
MEM 5462.273438 1652247383.8642
MEM 5462.273438 1652247383.9646
MEM 5462.273438 1652247384.0649
MEM 5462.273438 1652247384.1652
MEM 5462.273438 1652247384.2656
MEM 5462.273438 1652247384.3660
MEM 5462.273438 1652247384.4663
MEM 5462.273438 1652247384.5667
MEM 5462.273438 1652247384.6670
MEM 5462.277344 1652247384.7674
MEM 5462.277344 1652247384.8678
MEM 5462.277344 1652247384.9681
MEM 5462.277344 1652247385.0685
MEM 5462.277344 1652247385.1688
MEM 5462.277344 1652247385.2692
MEM 5462.277344 1652247385.3695
MEM 5462.789062 1652247385.4699
MEM 5462.789062 1652247385.5702
MEM 5462.550781 1652247385.6711
MEM 5462.535156 1652247385.7715
MEM 5462.527344 1652247385.8719
MEM 5462.488281 1652247385.9725
MEM 5462.472656 1652247386.0732
MEM 5462.460938 1652247386.1736
MEM 5462.437500 1652247386.2740
MEM 5462.136719 1652247386.3744
MEM 5462.105469 1652247386.4747
MEM 5462.105469 1652247386.5750
MEM 5462.105469 1652247386.6754
MEM 5462.105469 1652247386.7757
MEM 5462.105469 1652247386.8760
MEM 5462.105469 1652247386.9764
MEM 5462.085938 1652247387.0768
MEM 5462.085938 1652247387.1771
MEM 5462.085938 1652247387.2775
MEM 5462.085938 1652247387.3789
MEM 5462.085938 1652247387.4792
MEM 5462.085938 1652247387.5795
MEM 5462.085938 1652247387.6798
MEM 5462.085938 1652247387.7801
MEM 5463.843750 1652247387.8805
MEM 5463.843750 1652247387.9809
MEM 5463.843750 1652247388.0812
MEM 5463.843750 1652247388.1816
MEM 5463.843750 1652247388.2819
MEM 5463.843750 1652247388.3822
MEM 5463.843750 1652247388.4826
MEM 5464.355469 1652247388.5829
MEM 5464.355469 1652247388.6833
MEM 5465.132812 1652247388.7837
MEM 5479.164062 1652247388.8841
MEM 5486.992188 1652247388.9845
MEM 5486.984375 1652247389.0851
MEM 5489.539062 1652247389.1855
MEM 5496.742188 1652247389.2858
MEM 5503.933594 1652247389.3862
MEM 5510.878906 1652247389.4865
MEM 5510.785156 1652247389.5868
MEM 5510.785156 1652247389.6871
MEM 5510.785156 1652247389.7875
MEM 5510.785156 1652247389.8877
MEM 5510.785156 1652247389.9880
MEM 5510.785156 1652247390.0884
MEM 5475.089844 1652247390.1887
MEM 5475.089844 1652247390.2891
MEM 5475.089844 1652247390.3895
MEM 5475.089844 1652247390.4898
MEM 5475.089844 1652247390.5924
MEM 5475.089844 1652247390.6927
MEM 5475.089844 1652247390.7930
MEM 5475.089844 1652247390.8934
MEM 5482.308594 1652247390.9937
MEM 5482.308594 1652247391.0940
MEM 5482.308594 1652247391.1944
MEM 5482.308594 1652247391.2947
MEM 5482.308594 1652247391.3951
MEM 5482.308594 1652247391.4955
MEM 5482.308594 1652247391.5982
MEM 5482.820312 1652247391.6985
MEM 5482.585938 1652247391.7991
MEM 5482.570312 1652247391.8996
MEM 5485.257812 1652247392.0012
MEM 5485.246094 1652247392.1016
MEM 5503.582031 1652247392.2020
MEM 5510.765625 1652247392.3024
MEM 5517.699219 1652247392.4028
MEM 5517.371094 1652247392.5031
MEM 5517.371094 1652247392.6034
MEM 5517.371094 1652247392.7036
MEM 5517.371094 1652247392.8038
MEM 5517.371094 1652247392.9041
MEM 5517.371094 1652247393.0043
MEM 5517.371094 1652247393.1046
MEM 5517.605469 1652247393.2049
MEM 5517.605469 1652247393.3052
MEM 5517.605469 1652247393.4054
MEM 5517.605469 1652247393.5057
MEM 5517.605469 1652247393.6059
MEM 5517.605469 1652247393.7062
MEM 5517.605469 1652247393.8065
MEM 5517.605469 1652247393.9068
MEM 5517.605469 1652247394.0071
MEM 5517.605469 1652247394.1073
MEM 5524.824219 1652247394.2077
MEM 5524.824219 1652247394.3080
MEM 5524.824219 1652247394.4083
MEM 5524.824219 1652247394.5087
MEM 5524.824219 1652247394.6091
MEM 5524.824219 1652247394.7095
MEM 5524.824219 1652247394.8099
MEM 5525.335938 1652247394.9102
MEM 5532.832031 1652247395.0106
MEM 5532.820312 1652247395.1110
MEM 5532.800781 1652247395.2114
MEM 5532.785156 1652247395.3117
MEM 5532.769531 1652247395.4121
MEM 5532.753906 1652247395.5126
MEM 5532.750000 1652247395.6130
MEM 5506.238281 1652247395.7134
MEM 5512.367188 1652247395.8137
MEM 5512.367188 1652247395.9141
MEM 5512.367188 1652247396.0144
MEM 5512.367188 1652247396.1147
MEM 5512.367188 1652247396.2151
MEM 5512.367188 1652247396.3155
MEM 5512.367188 1652247396.4158
MEM 5512.347656 1652247396.5162
MEM 5512.347656 1652247396.6165
MEM 5512.347656 1652247396.7169
MEM 5512.347656 1652247396.8172
MEM 5512.347656 1652247396.9197
MEM 5512.347656 1652247397.0200
MEM 5512.347656 1652247397.1204
MEM 5512.347656 1652247397.2207
MEM 5512.347656 1652247397.3211
MEM 5512.355469 1652247397.4215
MEM 5512.355469 1652247397.5218
MEM 5512.355469 1652247397.6221
MEM 5512.355469 1652247397.7224
MEM 5512.355469 1652247397.8228
MEM 5512.355469 1652247397.9232
MEM 5512.867188 1652247398.0235
MEM 5512.867188 1652247398.1239
MEM 5526.914062 1652247398.2243
MEM 5526.902344 1652247398.3247
MEM 5531.667969 1652247398.4250
MEM 5506.968750 1652247398.5254
MEM 5509.535156 1652247398.6258
MEM 5517.699219 1652247398.7264
MEM 5517.679688 1652247398.8268
MEM 5518.695312 1652247398.9286
MEM 5518.367188 1652247399.0289
MEM 5518.367188 1652247399.1293
MEM 5518.367188 1652247399.2296
MEM 5518.367188 1652247399.3299
MEM 5518.367188 1652247399.4303
MEM 5518.367188 1652247399.5306
MEM 5518.367188 1652247399.6310
MEM 5518.347656 1652247399.7314
MEM 5518.347656 1652247399.8318
MEM 5518.347656 1652247399.9322
MEM 5518.347656 1652247400.0325
MEM 5518.347656 1652247400.1328
MEM 5518.347656 1652247400.2332
MEM 5519.316406 1652247400.3335
MEM 5520.121094 1652247400.4339
MEM 5520.121094 1652247400.5342
MEM 5520.121094 1652247400.6345
MEM 5520.121094 1652247400.7349
MEM 5523.730469 1652247400.8354
MEM 5530.855469 1652247400.9357
MEM 5530.855469 1652247401.0360
MEM 5530.855469 1652247401.1363
MEM 5530.855469 1652247401.2366
MEM 5530.855469 1652247401.3370
MEM 5530.855469 1652247401.4373
MEM 5531.109375 1652247401.5377
MEM 5531.109375 1652247401.6381
MEM 5496.152344 1652247401.7385
MEM 5430.781250 1652247401.8389
MEM 5453.433594 1652247401.9392
MEM 5481.015625 1652247402.0395
MEM 5481.000000 1652247402.1399
MEM 5465.511719 1652247402.2403
MEM 5471.449219 1652247402.3406
MEM 5471.425781 1652247402.4410
MEM 5471.117188 1652247402.5413
MEM 5471.117188 1652247402.6417
MEM 5471.117188 1652247402.7420
MEM 5471.117188 1652247402.8423
MEM 5471.117188 1652247402.9426
MEM 5471.117188 1652247403.0429
MEM 5471.117188 1652247403.1433
MEM 5471.117188 1652247403.2436
MEM 5471.117188 1652247403.3439
MEM 5471.093750 1652247403.4442
MEM 5471.093750 1652247403.5445
MEM 5471.093750 1652247403.6448
MEM 5471.093750 1652247403.7451
MEM 5471.093750 1652247403.8455
MEM 5471.093750 1652247403.9458
MEM 5471.070312 1652247404.0461
MEM 5471.070312 1652247404.1465
MEM 5471.070312 1652247404.2468
MEM 5471.070312 1652247404.3472
MEM 5471.070312 1652247404.4475
MEM 5471.070312 1652247404.5479
MEM 5471.070312 1652247404.6482
MEM 5471.070312 1652247404.7485
MEM 5433.398438 1652247404.8489
MEM 5450.875000 1652247404.9498
MEM 5450.875000 1652247405.0501
MEM 5450.875000 1652247405.1504
MEM 5450.875000 1652247405.2507
MEM 5450.875000 1652247405.3511
MEM 5450.875000 1652247405.4514
MEM 5450.875000 1652247405.5517
MEM 5451.386719 1652247405.6519
MEM 5451.152344 1652247405.7525
MEM 5462.691406 1652247405.8529
MEM 5462.675781 1652247405.9536
MEM 5477.437500 1652247406.0543
MEM 5488.714844 1652247406.1547
MEM 5503.957031 1652247406.2561
MEM 5503.945312 1652247406.3568
MEM 5503.925781 1652247406.4573
MEM 5503.609375 1652247406.5577
MEM 5503.609375 1652247406.6580
MEM 5503.609375 1652247406.7582
MEM 5503.609375 1652247406.8585
MEM 5503.609375 1652247406.9589
MEM 5503.609375 1652247407.0591
MEM 5503.585938 1652247407.1595
MEM 5503.585938 1652247407.2598
MEM 5503.585938 1652247407.3601
MEM 5503.585938 1652247407.4604
MEM 5503.585938 1652247407.5608
MEM 5503.585938 1652247407.6612
MEM 5503.585938 1652247407.7615
MEM 5503.585938 1652247407.8618
MEM 5503.589844 1652247407.9623
MEM 5503.597656 1652247408.0627
MEM 5503.597656 1652247408.1631
MEM 5503.597656 1652247408.2635
MEM 5503.597656 1652247408.3639
MEM 5503.597656 1652247408.4643
MEM 5503.597656 1652247408.5647
MEM 5504.109375 1652247408.6650
MEM 5508.511719 1652247408.7666
MEM 5496.988281 1652247408.8678
MEM 5500.324219 1652247408.9682
MEM 5467.101562 1652247409.0686
MEM 5481.500000 1652247409.1690
MEM 5481.484375 1652247409.2693
MEM 5448.417969 1652247409.3697
MEM 5456.636719 1652247409.4700
MEM 5457.906250 1652247409.5704
MEM 5457.589844 1652247409.6707
MEM 5457.589844 1652247409.7711
MEM 5457.589844 1652247409.8714
MEM 5457.589844 1652247409.9717
MEM 5457.589844 1652247410.0720
MEM 5457.589844 1652247410.1723
MEM 5457.566406 1652247410.2727
MEM 5457.566406 1652247410.3730
MEM 5457.566406 1652247410.4734
MEM 5457.566406 1652247410.5737
MEM 5457.566406 1652247410.6740
MEM 5457.566406 1652247410.7744
MEM 5457.566406 1652247410.8748
MEM 5457.566406 1652247410.9751
MEM 5457.566406 1652247411.0754
MEM 5465.816406 1652247411.1758
MEM 5465.816406 1652247411.2762
MEM 5465.816406 1652247411.3765
MEM 5465.816406 1652247411.4768
MEM 5465.816406 1652247411.5771
MEM 5465.816406 1652247411.6774
MEM 5465.816406 1652247411.7778
MEM 5466.328125 1652247411.8781
MEM 5466.089844 1652247411.9785
MEM 5440.886719 1652247412.0789
MEM 5463.890625 1652247412.1791
MEM 5485.531250 1652247412.2794
MEM 5485.511719 1652247412.3798
MEM 5485.500000 1652247412.4802
MEM 5485.484375 1652247412.5806
MEM 5485.449219 1652247412.6809
MEM 5486.988281 1652247412.7813
MEM 5486.746094 1652247412.8816
MEM 5486.746094 1652247412.9819
MEM 5486.746094 1652247413.0822
MEM 5486.746094 1652247413.1825
MEM 5486.746094 1652247413.2828
MEM 5486.746094 1652247413.3831
MEM 5486.726562 1652247413.4835
MEM 5486.726562 1652247413.5839
MEM 5486.726562 1652247413.6842
MEM 5486.726562 1652247413.7845
MEM 5486.726562 1652247413.8849
MEM 5486.726562 1652247413.9853
MEM 5486.726562 1652247414.0856
MEM 5486.726562 1652247414.1859
MEM 5486.726562 1652247414.2863
MEM 5486.726562 1652247414.3872
MEM 5486.726562 1652247414.4875
MEM 5486.726562 1652247414.5878
MEM 5486.726562 1652247414.6882
MEM 5486.726562 1652247414.7885
MEM 5486.726562 1652247414.8888
MEM 5486.726562 1652247414.9891
MEM 5487.238281 1652247415.0895
MEM 5487.238281 1652247415.1899
MEM 5493.429688 1652247415.2903
MEM 5505.410156 1652247415.3910
MEM 5505.394531 1652247415.4915
MEM 5507.691406 1652247415.5919
MEM 5520.464844 1652247415.6923
MEM 5503.019531 1652247415.7926
MEM 5503.000000 1652247415.8931
MEM 5510.460938 1652247415.9939
MEM 5510.449219 1652247416.0947
MEM 5510.433594 1652247416.1952
MEM 5510.113281 1652247416.2956
MEM 5510.113281 1652247416.3959
MEM 5510.113281 1652247416.4962
MEM 5510.113281 1652247416.5965
MEM 5510.113281 1652247416.6969
MEM 5510.113281 1652247416.7973
MEM 5510.093750 1652247416.8976
MEM 5510.093750 1652247416.9980
MEM 5510.093750 1652247417.0983
MEM 5510.093750 1652247417.1987
MEM 5510.093750 1652247417.2991
MEM 5510.093750 1652247417.3995
MEM 5510.093750 1652247417.4998
MEM 5510.093750 1652247417.6002
MEM 5510.093750 1652247417.7007
MEM 5510.871094 1652247417.8011
MEM 5510.871094 1652247417.9014
MEM 5510.871094 1652247418.0019
MEM 5510.871094 1652247418.1023
MEM 5510.871094 1652247418.2027
MEM 5510.871094 1652247418.3031
MEM 5511.382812 1652247418.4035
MEM 5511.382812 1652247418.5039
MEM 5518.597656 1652247418.6043
MEM 5530.949219 1652247418.7047
MEM 5530.937500 1652247418.8053
MEM 5530.917969 1652247418.9058
MEM 5530.902344 1652247419.0062
MEM 5538.621094 1652247419.1067
MEM 5538.609375 1652247419.2071
MEM 5538.574219 1652247419.3075
MEM 5551.375000 1652247419.4079
MEM 5551.375000 1652247419.5082
MEM 5551.375000 1652247419.6085
MEM 5551.375000 1652247419.7088
MEM 5551.375000 1652247419.8091
MEM 5551.375000 1652247419.9094
MEM 5551.359375 1652247420.0097
MEM 5551.359375 1652247420.1101
MEM 5551.359375 1652247420.2103
MEM 5551.359375 1652247420.3106
MEM 5551.359375 1652247420.4110
MEM 5551.359375 1652247420.5113
MEM 5551.359375 1652247420.6116
MEM 5551.359375 1652247420.7119
MEM 5551.359375 1652247420.8122
MEM 5552.394531 1652247420.9126
MEM 5554.781250 1652247421.0130
MEM 5554.781250 1652247421.1133
MEM 5554.781250 1652247421.2136
MEM 5554.781250 1652247421.3140
MEM 5554.781250 1652247421.4143
MEM 5554.781250 1652247421.5146
MEM 5555.292969 1652247421.6150
MEM 5555.292969 1652247421.7154
MEM 5562.191406 1652247421.8158
MEM 5562.175781 1652247421.9162
MEM 5562.156250 1652247422.0170
MEM 5575.773438 1652247422.1176
MEM 5575.761719 1652247422.2192
MEM 5575.746094 1652247422.3211
MEM 5575.726562 1652247422.4215
MEM 5575.714844 1652247422.5219
MEM 5575.671875 1652247422.6223
MEM 5575.671875 1652247422.7226
MEM 5575.671875 1652247422.8230
MEM 5575.671875 1652247422.9233
MEM 5575.671875 1652247423.0236
MEM 5575.671875 1652247423.1239
MEM 5575.671875 1652247423.2242
MEM 5575.671875 1652247423.3246
MEM 5575.671875 1652247423.4249
MEM 5575.667969 1652247423.5253
MEM 5575.667969 1652247423.6256
MEM 5575.667969 1652247423.7260
MEM 5575.667969 1652247423.8263
MEM 5575.667969 1652247423.9267
MEM 5575.667969 1652247424.0270
MEM 5575.667969 1652247424.1275
MEM 5575.648438 1652247424.2279
MEM 5575.648438 1652247424.3282
MEM 5575.648438 1652247424.4286
MEM 5575.648438 1652247424.5290
MEM 5575.648438 1652247424.6294
MEM 5575.648438 1652247424.7298
MEM 5575.648438 1652247424.8302
MEM 5575.648438 1652247424.9305
MEM 5575.648438 1652247425.0309
MEM 5575.648438 1652247425.1313
MEM 5590.675781 1652247425.2317
MEM 5590.675781 1652247425.3320
MEM 5590.675781 1652247425.4324
MEM 5590.675781 1652247425.5327
MEM 5590.675781 1652247425.6331
MEM 5590.675781 1652247425.7334
MEM 5591.187500 1652247425.8338
MEM 5591.187500 1652247425.9342
MEM 5590.953125 1652247426.0350
MEM 5598.144531 1652247426.1354
MEM 5598.246094 1652247426.2360
MEM 5605.406250 1652247426.3364
MEM 5605.386719 1652247426.4369
MEM 5616.226562 1652247426.5373
MEM 5616.210938 1652247426.6378
MEM 5578.203125 1652247426.7383
MEM 5564.996094 1652247426.8387
MEM 5598.042969 1652247426.9392
MEM 5600.679688 1652247427.0396
MEM 5600.679688 1652247427.1400
MEM 5600.679688 1652247427.2404
MEM 5600.679688 1652247427.3407
MEM 5600.679688 1652247427.4411
MEM 5600.679688 1652247427.5415
MEM 5600.660156 1652247427.6419
MEM 5600.660156 1652247427.7423
MEM 5600.660156 1652247427.8427
MEM 5600.660156 1652247427.9431
MEM 5600.660156 1652247428.0435
MEM 5600.660156 1652247428.1438
MEM 5600.660156 1652247428.2443
MEM 5600.660156 1652247428.3447
MEM 5600.660156 1652247428.4450
MEM 5600.660156 1652247428.5454
MEM 5600.664062 1652247428.6458
MEM 5600.664062 1652247428.7461
MEM 5600.664062 1652247428.8465
MEM 5600.664062 1652247428.9468
MEM 5600.664062 1652247429.0472
MEM 5600.664062 1652247429.1476
MEM 5600.664062 1652247429.2479
MEM 5601.175781 1652247429.3483
MEM 5601.175781 1652247429.4487
MEM 5600.941406 1652247429.5491
MEM 5604.253906 1652247429.6499
MEM 5608.585938 1652247429.7503
MEM 5608.574219 1652247429.8509
MEM 5608.558594 1652247429.9516
MEM 5608.539062 1652247430.0520
MEM 5608.523438 1652247430.1524
MEM 5631.406250 1652247430.2528
MEM 5638.605469 1652247430.3533
MEM 5638.285156 1652247430.4536
MEM 5638.285156 1652247430.5540
MEM 5638.285156 1652247430.6543
MEM 5638.285156 1652247430.7547
MEM 5638.285156 1652247430.8551
MEM 5638.285156 1652247430.9555
MEM 5638.265625 1652247431.0559
MEM 5638.265625 1652247431.1562
MEM 5638.265625 1652247431.2566
MEM 5638.265625 1652247431.3569
MEM 5638.265625 1652247431.4573
MEM 5638.265625 1652247431.5577
MEM 5638.265625 1652247431.6580
MEM 5638.265625 1652247431.7583
MEM 5638.265625 1652247431.8587
MEM 5652.953125 1652247431.9591
MEM 5652.953125 1652247432.0595
MEM 5652.953125 1652247432.1599
MEM 5652.953125 1652247432.2623
MEM 5652.953125 1652247432.3627
MEM 5652.953125 1652247432.4630
MEM 5652.953125 1652247432.5634
MEM 5653.464844 1652247432.6638
MEM 5653.464844 1652247432.7642
MEM 5653.210938 1652247432.8646
MEM 5615.480469 1652247432.9650
MEM 5635.917969 1652247433.0654
MEM 5635.906250 1652247433.1659
MEM 5635.898438 1652247433.2664
MEM 5619.390625 1652247433.3668
MEM 5624.992188 1652247433.4672
MEM 5624.976562 1652247433.5675
MEM 5624.656250 1652247433.6679
MEM 5624.656250 1652247433.7682
MEM 5624.656250 1652247433.8684
MEM 5624.656250 1652247433.9687
MEM 5624.656250 1652247434.0690
MEM 5624.656250 1652247434.1693
MEM 5624.636719 1652247434.2696
MEM 5624.636719 1652247434.3700
MEM 5625.117188 1652247434.4703
MEM 5472.265625 1652247434.5709
MEM 5472.421875 1652247434.6712
MEM 5472.421875 1652247434.7715
MEM 5472.421875 1652247434.8717
MEM 5472.421875 1652247434.9725
MEM 5472.421875 1652247435.0728
MEM 5472.421875 1652247435.1731
MEM 5472.421875 1652247435.2734
MEM 5472.679688 1652247435.3738
MEM 5494.816406 1652247435.4742
MEM 5494.816406 1652247435.5745
MEM 5494.816406 1652247435.6749
MEM 5494.816406 1652247435.7752
MEM 5494.816406 1652247435.8756
MEM 5494.816406 1652247435.9759
MEM 5494.816406 1652247436.0763
MEM 5495.328125 1652247436.1766
MEM 5495.328125 1652247436.2770
MEM 5517.496094 1652247436.3774
MEM 5481.855469 1652247436.4779
MEM 5489.050781 1652247436.5783
MEM 5489.039062 1652247436.6788
MEM 5454.562500 1652247436.7792
MEM 5468.722656 1652247436.8797
MEM 5483.660156 1652247436.9801
MEM 5483.640625 1652247437.0807
MEM 5483.628906 1652247437.1823
MEM 5483.304688 1652247437.2827
MEM 5483.304688 1652247437.3830
MEM 5483.304688 1652247437.4834
MEM 5483.304688 1652247437.5837
MEM 5483.304688 1652247437.6841
MEM 5483.304688 1652247437.7845
MEM 5483.515625 1652247437.8848
MEM 5483.281250 1652247437.9852
MEM 5483.281250 1652247438.0856
MEM 5483.281250 1652247438.1859
MEM 5483.281250 1652247438.2863
MEM 5483.281250 1652247438.3867
MEM 5483.281250 1652247438.4871
MEM 5483.281250 1652247438.5875
MEM 5483.281250 1652247438.6879
MEM 5483.281250 1652247438.7882
MEM 5489.726562 1652247438.8886
MEM 5489.726562 1652247438.9890
MEM 5489.726562 1652247439.0893
MEM 5489.726562 1652247439.1897
MEM 5489.726562 1652247439.2900
MEM 5489.726562 1652247439.3904
MEM 5489.726562 1652247439.4907
MEM 5490.238281 1652247439.5911
MEM 5490.238281 1652247439.6915
MEM 5474.578125 1652247439.7919
MEM 5491.425781 1652247439.8923
MEM 5504.750000 1652247439.9927
MEM 5504.734375 1652247440.0931
MEM 5504.722656 1652247440.1934
MEM 5511.609375 1652247440.2939
MEM 5489.472656 1652247440.3943
MEM 5495.988281 1652247440.4963
MEM 5496.226562 1652247440.5971
MEM 5495.902344 1652247440.6974
MEM 5495.902344 1652247440.7978
MEM 5495.902344 1652247440.8981
MEM 5495.902344 1652247440.9984
MEM 5495.902344 1652247441.1099
MEM 5495.902344 1652247441.2103
MEM 5495.882812 1652247441.3106
MEM 5495.882812 1652247441.4110
MEM 5495.882812 1652247441.5113
MEM 5495.882812 1652247441.6117
MEM 5495.882812 1652247441.7120
MEM 5495.882812 1652247441.8124
MEM 5495.882812 1652247441.9257
MEM 5495.882812 1652247442.0260
MEM 5495.882812 1652247442.1263
MEM 5495.882812 1652247442.2269
MEM 5500.492188 1652247442.3273
MEM 5500.492188 1652247442.4276
MEM 5500.492188 1652247442.5279
MEM 5500.492188 1652247442.6283
MEM 5500.492188 1652247442.7345
MEM 5500.492188 1652247442.8348
MEM 5500.492188 1652247442.9352
MEM 5501.003906 1652247443.0355
MEM 5503.085938 1652247443.1359
MEM 5512.312500 1652247443.2363
MEM 5512.296875 1652247443.3367
MEM 5512.281250 1652247443.4373
MEM 5516.496094 1652247443.5378
MEM 5516.476562 1652247443.6383
MEM 5516.476562 1652247443.7388
MEM 5516.460938 1652247443.8392
MEM 5529.433594 1652247443.9396
MEM 5529.410156 1652247444.0400
MEM 5529.097656 1652247444.1403
MEM 5529.097656 1652247444.2407
MEM 5529.097656 1652247444.3411
MEM 5529.097656 1652247444.4414
MEM 5529.097656 1652247444.5417
MEM 5529.097656 1652247444.6421
MEM 5529.074219 1652247444.7425
MEM 5529.074219 1652247444.8428
MEM 5529.074219 1652247444.9432
MEM 5529.074219 1652247445.0435
MEM 5529.074219 1652247445.1439
MEM 5529.074219 1652247445.2443
MEM 5529.074219 1652247445.3446
MEM 5529.074219 1652247445.4450
MEM 5529.074219 1652247445.5453
MEM 5529.074219 1652247445.6457
MEM 5531.652344 1652247445.7461
MEM 5531.652344 1652247445.8465
MEM 5531.652344 1652247445.9468
MEM 5531.652344 1652247446.0472
MEM 5531.652344 1652247446.1476
MEM 5531.652344 1652247446.2479
MEM 5531.652344 1652247446.3483
MEM 5532.164062 1652247446.4487
