CMDLINE /usr/bin/python3 scripts/tSNE-SVM-TARA.py
MEM 289.039062 1652297580.1039
MEM 289.039062 1652297580.2043
MEM 289.039062 1652297580.3046
MEM 289.039062 1652297580.4051
MEM 289.039062 1652297580.5055
MEM 289.039062 1652297580.6059
MEM 289.039062 1652297580.7063
MEM 289.039062 1652297580.8066
MEM 289.039062 1652297580.9071
MEM 289.039062 1652297581.0075
MEM 289.039062 1652297581.1079
MEM 289.039062 1652297581.2083
MEM 289.039062 1652297581.3088
MEM 289.039062 1652297581.4092
MEM 289.039062 1652297581.5097
MEM 289.039062 1652297581.6101
MEM 289.039062 1652297581.7106
MEM 289.039062 1652297581.8111
MEM 289.039062 1652297581.9116
MEM 289.039062 1652297582.0120
MEM 289.039062 1652297582.1125
MEM 289.039062 1652297582.2129
MEM 289.039062 1652297582.3136
MEM 289.039062 1652297582.4140
MEM 289.039062 1652297582.5144
MEM 289.039062 1652297582.6149
MEM 289.039062 1652297582.7153
MEM 289.039062 1652297582.8158
MEM 289.039062 1652297582.9162
MEM 289.039062 1652297583.0166
MEM 289.039062 1652297583.1171
MEM 289.039062 1652297583.2176
MEM 289.039062 1652297583.3180
MEM 289.039062 1652297583.4185
MEM 289.039062 1652297583.5190
MEM 289.039062 1652297583.6195
MEM 289.039062 1652297583.7199
MEM 289.039062 1652297583.8203
MEM 289.039062 1652297583.9208
MEM 289.039062 1652297584.0213
MEM 289.039062 1652297584.1217
MEM 289.039062 1652297584.2221
MEM 289.039062 1652297584.3225
MEM 289.039062 1652297584.4229
MEM 289.039062 1652297584.5234
MEM 289.039062 1652297584.6238
MEM 289.039062 1652297584.7243
MEM 289.039062 1652297584.8247
MEM 289.039062 1652297584.9251
MEM 289.039062 1652297585.0256
MEM 289.039062 1652297585.1260
MEM 289.039062 1652297585.2264
MEM 289.039062 1652297585.3269
MEM 289.039062 1652297585.4272
MEM 289.039062 1652297585.5276
MEM 289.039062 1652297585.6281
MEM 289.039062 1652297585.7285
MEM 289.039062 1652297585.8290
MEM 289.039062 1652297585.9294
MEM 289.039062 1652297586.0298
MEM 289.039062 1652297586.1302
MEM 289.039062 1652297586.2307
MEM 289.039062 1652297586.3311
MEM 289.039062 1652297586.4315
MEM 289.039062 1652297586.5319
MEM 289.039062 1652297586.6323
MEM 289.039062 1652297586.7327
MEM 289.039062 1652297586.8331
MEM 289.039062 1652297586.9335
MEM 289.039062 1652297587.0339
MEM 289.039062 1652297587.1344
MEM 289.039062 1652297587.2348
MEM 289.039062 1652297587.3352
MEM 289.039062 1652297587.4356
MEM 289.039062 1652297587.5361
MEM 289.039062 1652297587.6365
MEM 289.039062 1652297587.7369
MEM 289.039062 1652297587.8373
MEM 289.039062 1652297587.9377
MEM 289.039062 1652297588.0381
MEM 289.039062 1652297588.1386
MEM 289.039062 1652297588.2390
MEM 289.039062 1652297588.3394
MEM 289.039062 1652297588.4398
MEM 289.039062 1652297588.5402
MEM 289.039062 1652297588.6406
MEM 289.039062 1652297588.7410
MEM 289.039062 1652297588.8414
MEM 289.039062 1652297588.9418
MEM 289.039062 1652297589.0422
MEM 289.039062 1652297589.1426
MEM 289.039062 1652297589.2431
MEM 289.039062 1652297589.3434
MEM 289.039062 1652297589.4438
MEM 289.039062 1652297589.5443
MEM 289.039062 1652297589.6447
MEM 289.039062 1652297589.7451
MEM 289.039062 1652297589.8455
MEM 289.039062 1652297589.9459
MEM 289.039062 1652297590.0464
MEM 289.039062 1652297590.1468
MEM 289.039062 1652297590.2472
MEM 289.039062 1652297590.3476
MEM 289.039062 1652297590.4480
MEM 289.039062 1652297590.5484
MEM 289.039062 1652297590.6488
MEM 289.039062 1652297590.7492
MEM 289.039062 1652297590.8496
MEM 289.039062 1652297590.9500
MEM 289.039062 1652297591.0504
MEM 289.039062 1652297591.1508
MEM 289.039062 1652297591.2512
MEM 289.039062 1652297591.3516
MEM 289.039062 1652297591.4520
MEM 289.039062 1652297591.5524
MEM 289.039062 1652297591.6528
MEM 289.039062 1652297591.7531
MEM 289.039062 1652297591.8536
MEM 289.039062 1652297591.9540
MEM 289.039062 1652297592.0544
MEM 289.039062 1652297592.1548
MEM 289.039062 1652297592.2552
MEM 289.039062 1652297592.3556
MEM 289.039062 1652297592.4560
MEM 289.039062 1652297592.5564
MEM 289.039062 1652297592.6568
MEM 289.039062 1652297592.7571
MEM 289.039062 1652297592.8576
MEM 289.039062 1652297592.9580
MEM 289.039062 1652297593.0584
MEM 289.039062 1652297593.1588
MEM 289.039062 1652297593.2592
MEM 289.039062 1652297593.3596
MEM 289.039062 1652297593.4600
MEM 289.039062 1652297593.5604
MEM 289.039062 1652297593.6608
MEM 289.039062 1652297593.7612
MEM 289.039062 1652297593.8617
MEM 289.039062 1652297593.9621
MEM 289.039062 1652297594.0625
MEM 289.039062 1652297594.1629
MEM 289.039062 1652297594.2633
MEM 289.039062 1652297594.3637
MEM 289.039062 1652297594.4642
MEM 289.039062 1652297594.5646
MEM 289.039062 1652297594.6650
MEM 289.039062 1652297594.7654
MEM 289.039062 1652297594.8659
MEM 289.039062 1652297594.9663
MEM 289.039062 1652297595.0667
MEM 289.039062 1652297595.1672
MEM 289.039062 1652297595.2676
MEM 289.039062 1652297595.3680
MEM 289.039062 1652297595.4684
MEM 289.039062 1652297595.5688
MEM 289.039062 1652297595.6692
MEM 289.039062 1652297595.7696
MEM 289.039062 1652297595.8700
MEM 289.039062 1652297595.9704
MEM 289.039062 1652297596.0708
MEM 289.039062 1652297596.1712
MEM 289.039062 1652297596.2716
MEM 289.039062 1652297596.3720
MEM 289.039062 1652297596.4724
MEM 289.039062 1652297596.5728
MEM 289.039062 1652297596.6732
MEM 289.039062 1652297596.7736
MEM 289.039062 1652297596.8741
MEM 289.039062 1652297596.9745
MEM 289.039062 1652297597.0749
MEM 289.039062 1652297597.1753
MEM 289.039062 1652297597.2757
MEM 289.039062 1652297597.3761
MEM 289.039062 1652297597.4765
MEM 289.039062 1652297597.5769
MEM 289.039062 1652297597.6774
MEM 289.039062 1652297597.7778
MEM 289.039062 1652297597.8782
MEM 289.039062 1652297597.9786
MEM 289.039062 1652297598.0790
MEM 289.039062 1652297598.1794
MEM 289.039062 1652297598.2798
MEM 289.039062 1652297598.3802
MEM 289.039062 1652297598.4807
MEM 289.039062 1652297598.5811
MEM 289.039062 1652297598.6815
MEM 289.039062 1652297598.7819
MEM 289.039062 1652297598.8823
MEM 289.039062 1652297598.9827
MEM 289.039062 1652297599.0832
MEM 289.039062 1652297599.1836
MEM 289.039062 1652297599.2840
MEM 289.039062 1652297599.3844
MEM 289.039062 1652297599.4848
MEM 289.039062 1652297599.5852
MEM 289.039062 1652297599.6856
MEM 289.039062 1652297599.7860
MEM 289.039062 1652297599.8864
MEM 289.039062 1652297599.9868
MEM 289.039062 1652297600.0873
MEM 289.039062 1652297600.1877
MEM 289.039062 1652297600.2881
MEM 289.039062 1652297600.3885
MEM 289.039062 1652297600.4889
MEM 289.039062 1652297600.5893
MEM 289.039062 1652297600.6898
MEM 289.039062 1652297600.7902
MEM 289.039062 1652297600.8906
MEM 289.039062 1652297600.9910
MEM 289.039062 1652297601.0914
MEM 289.039062 1652297601.1918
MEM 289.039062 1652297601.2923
MEM 289.039062 1652297601.3927
MEM 289.039062 1652297601.4931
MEM 289.039062 1652297601.5935
MEM 289.039062 1652297601.6940
MEM 289.039062 1652297601.7944
MEM 289.039062 1652297601.8948
MEM 289.039062 1652297601.9952
MEM 289.039062 1652297602.0955
MEM 289.039062 1652297602.1960
MEM 289.039062 1652297602.2964
MEM 289.039062 1652297602.3968
MEM 289.039062 1652297602.4972
MEM 289.039062 1652297602.5976
MEM 289.039062 1652297602.6980
MEM 289.039062 1652297602.7984
MEM 289.039062 1652297602.8988
MEM 289.039062 1652297602.9992
MEM 289.039062 1652297603.0996
MEM 289.039062 1652297603.2001
MEM 289.039062 1652297603.3005
MEM 289.039062 1652297603.4009
MEM 289.039062 1652297603.5013
MEM 289.039062 1652297603.6017
MEM 289.039062 1652297603.7021
MEM 289.039062 1652297603.8025
MEM 289.039062 1652297603.9029
MEM 289.039062 1652297604.0033
MEM 289.039062 1652297604.1037
MEM 289.039062 1652297604.2041
MEM 289.039062 1652297604.3045
MEM 289.039062 1652297604.4049
MEM 289.039062 1652297604.5053
MEM 289.039062 1652297604.6057
MEM 289.039062 1652297604.7061
MEM 289.039062 1652297604.8065
MEM 289.039062 1652297604.9070
MEM 289.039062 1652297605.0074
MEM 289.039062 1652297605.1079
MEM 289.039062 1652297605.2083
MEM 289.039062 1652297605.3087
MEM 289.039062 1652297605.4091
MEM 289.039062 1652297605.5095
MEM 289.039062 1652297605.6100
MEM 289.039062 1652297605.7104
MEM 289.039062 1652297605.8108
MEM 289.039062 1652297605.9113
MEM 289.039062 1652297606.0117
MEM 289.039062 1652297606.1121
MEM 289.039062 1652297606.2126
MEM 289.039062 1652297606.3130
MEM 289.039062 1652297606.4134
MEM 289.039062 1652297606.5138
MEM 289.039062 1652297606.6142
MEM 289.039062 1652297606.7146
MEM 289.039062 1652297606.8151
MEM 289.039062 1652297606.9154
MEM 289.039062 1652297607.0158
MEM 289.039062 1652297607.1162
MEM 289.039062 1652297607.2167
MEM 289.039062 1652297607.3171
MEM 289.039062 1652297607.4175
MEM 289.039062 1652297607.5179
MEM 289.039062 1652297607.6183
MEM 289.039062 1652297607.7187
MEM 289.039062 1652297607.8191
MEM 289.039062 1652297607.9196
MEM 289.039062 1652297608.0199
MEM 289.039062 1652297608.1203
MEM 289.039062 1652297608.2207
MEM 289.039062 1652297608.3211
MEM 289.039062 1652297608.4215
MEM 289.039062 1652297608.5219
MEM 289.039062 1652297608.6223
MEM 289.039062 1652297608.7227
MEM 289.039062 1652297608.8231
MEM 289.039062 1652297608.9235
MEM 289.039062 1652297609.0238
MEM 289.039062 1652297609.1242
MEM 289.039062 1652297609.2246
MEM 289.039062 1652297609.3250
MEM 289.039062 1652297609.4254
MEM 289.039062 1652297609.5258
MEM 289.039062 1652297609.6262
MEM 289.039062 1652297609.7266
MEM 289.039062 1652297609.8270
MEM 289.039062 1652297609.9274
MEM 289.039062 1652297610.0278
MEM 289.039062 1652297610.1282
MEM 289.039062 1652297610.2286
MEM 289.039062 1652297610.3290
MEM 289.039062 1652297610.4293
MEM 289.039062 1652297610.5297
MEM 289.039062 1652297610.6301
MEM 289.039062 1652297610.7305
MEM 289.039062 1652297610.8309
MEM 289.039062 1652297610.9313
MEM 289.039062 1652297611.0317
MEM 289.039062 1652297611.1320
MEM 289.039062 1652297611.2324
MEM 289.039062 1652297611.3329
MEM 289.039062 1652297611.4333
MEM 289.039062 1652297611.5336
MEM 289.039062 1652297611.6340
MEM 289.039062 1652297611.7344
MEM 289.039062 1652297611.8348
MEM 289.039062 1652297611.9352
MEM 289.039062 1652297612.0356
MEM 289.039062 1652297612.1360
MEM 289.039062 1652297612.2364
MEM 289.039062 1652297612.3368
MEM 289.039062 1652297612.4371
MEM 289.039062 1652297612.5376
MEM 289.039062 1652297612.6380
MEM 289.039062 1652297612.7383
MEM 289.039062 1652297612.8387
MEM 289.039062 1652297612.9391
MEM 289.039062 1652297613.0395
MEM 289.039062 1652297613.1399
MEM 289.039062 1652297613.2403
MEM 289.039062 1652297613.3407
MEM 289.039062 1652297613.4411
MEM 289.039062 1652297613.5415
MEM 289.039062 1652297613.6419
MEM 289.039062 1652297613.7423
MEM 289.039062 1652297613.8427
MEM 289.039062 1652297613.9431
MEM 289.039062 1652297614.0435
MEM 289.039062 1652297614.1439
MEM 289.039062 1652297614.2442
MEM 289.039062 1652297614.3446
MEM 289.039062 1652297614.4450
MEM 289.039062 1652297614.5454
MEM 289.039062 1652297614.6458
MEM 289.039062 1652297614.7462
MEM 289.039062 1652297614.8466
MEM 289.039062 1652297614.9470
MEM 289.039062 1652297615.0474
MEM 289.039062 1652297615.1478
MEM 289.039062 1652297615.2482
MEM 289.039062 1652297615.3485
MEM 289.039062 1652297615.4490
MEM 289.039062 1652297615.5493
MEM 289.039062 1652297615.6498
MEM 289.039062 1652297615.7503
MEM 289.039062 1652297615.8508
MEM 289.039062 1652297615.9513
MEM 289.039062 1652297616.0517
MEM 289.039062 1652297616.1522
MEM 289.039062 1652297616.2527
MEM 289.039062 1652297616.3531
MEM 289.039062 1652297616.4535
MEM 289.039062 1652297616.5538
MEM 289.039062 1652297616.6542
MEM 289.039062 1652297616.7545
MEM 289.039062 1652297616.8551
MEM 289.039062 1652297616.9555
MEM 289.039062 1652297617.0560
MEM 289.039062 1652297617.1565
MEM 289.039062 1652297617.2570
MEM 289.039062 1652297617.3575
MEM 289.039062 1652297617.4580
MEM 289.039062 1652297617.5585
MEM 289.039062 1652297617.6590
MEM 289.039062 1652297617.7594
MEM 289.039062 1652297617.8599
MEM 289.039062 1652297617.9604
MEM 289.039062 1652297618.0609
MEM 289.039062 1652297618.1614
MEM 289.039062 1652297618.2618
MEM 289.039062 1652297618.3623
MEM 289.039062 1652297618.4628
MEM 289.039062 1652297618.5633
MEM 289.039062 1652297618.6638
MEM 289.039062 1652297618.7642
MEM 289.039062 1652297618.8647
MEM 289.039062 1652297618.9652
MEM 289.039062 1652297619.0657
MEM 289.039062 1652297619.1662
MEM 289.039062 1652297619.2666
MEM 289.039062 1652297619.3670
MEM 289.039062 1652297619.4674
MEM 289.039062 1652297619.5678
MEM 289.039062 1652297619.6682
MEM 289.039062 1652297619.7687
MEM 289.039062 1652297619.8690
MEM 289.039062 1652297619.9695
MEM 289.039062 1652297620.0699
MEM 289.039062 1652297620.1703
MEM 289.039062 1652297620.2707
MEM 289.039062 1652297620.3711
MEM 289.039062 1652297620.4716
MEM 289.039062 1652297620.5720
MEM 289.039062 1652297620.6724
MEM 289.039062 1652297620.7728
MEM 289.039062 1652297620.8732
MEM 289.039062 1652297620.9736
MEM 289.039062 1652297621.0740
MEM 289.039062 1652297621.1743
MEM 289.039062 1652297621.2747
MEM 289.039062 1652297621.3751
MEM 289.039062 1652297621.4755
MEM 298.460938 1652297621.5759
MEM 298.460938 1652297621.6763
MEM 298.460938 1652297621.7767
MEM 298.460938 1652297621.8771
MEM 298.460938 1652297621.9775
MEM 298.460938 1652297622.0779
MEM 298.460938 1652297622.1783
MEM 298.460938 1652297622.2787
MEM 298.460938 1652297622.3791
MEM 298.460938 1652297622.4794
MEM 298.714844 1652297622.5798
MEM 299.484375 1652297622.6802
MEM 301.468750 1652297622.7805
MEM 303.714844 1652297622.8809
MEM 305.468750 1652297622.9813
MEM 305.964844 1652297623.0816
MEM 306.964844 1652297623.1820
MEM 300.714844 1652297623.2824
MEM 300.714844 1652297623.3835
MEM 300.714844 1652297623.4838
MEM 300.714844 1652297623.5843
MEM 300.714844 1652297623.6846
MEM 300.714844 1652297623.7850
MEM 300.714844 1652297623.8854
MEM 300.714844 1652297623.9858
MEM 300.714844 1652297624.0862
MEM 300.714844 1652297624.1866
MEM 300.714844 1652297624.2870
MEM 300.714844 1652297624.3874
MEM 300.714844 1652297624.4879
MEM 300.714844 1652297624.5883
MEM 300.714844 1652297624.6886
MEM 300.714844 1652297624.7890
MEM 300.714844 1652297624.8894
MEM 300.714844 1652297624.9898
MEM 300.714844 1652297625.0902
MEM 300.714844 1652297625.1906
MEM 300.714844 1652297625.2910
MEM 300.714844 1652297625.3914
MEM 300.714844 1652297625.4918
MEM 300.714844 1652297625.5922
MEM 300.714844 1652297625.6926
MEM 300.714844 1652297625.7930
MEM 300.714844 1652297625.8933
MEM 300.714844 1652297625.9938
MEM 300.714844 1652297626.0942
MEM 300.714844 1652297626.1945
MEM 300.714844 1652297626.2950
MEM 300.714844 1652297626.3954
MEM 300.714844 1652297626.4957
MEM 300.714844 1652297626.5961
MEM 300.714844 1652297626.6965
MEM 300.714844 1652297626.7969
MEM 300.714844 1652297626.8973
MEM 300.714844 1652297626.9977
MEM 300.714844 1652297627.0981
MEM 300.714844 1652297627.1985
MEM 300.714844 1652297627.2989
MEM 300.714844 1652297627.3992
MEM 300.714844 1652297627.4996
MEM 300.714844 1652297627.6000
MEM 300.714844 1652297627.7004
MEM 300.714844 1652297627.8008
MEM 300.714844 1652297627.9012
MEM 300.714844 1652297628.0016
MEM 300.714844 1652297628.1020
MEM 300.714844 1652297628.2024
MEM 300.714844 1652297628.3028
MEM 300.714844 1652297628.4032
MEM 300.714844 1652297628.5036
MEM 300.714844 1652297628.6040
MEM 300.714844 1652297628.7044
MEM 300.714844 1652297628.8048
MEM 300.714844 1652297628.9053
MEM 300.714844 1652297629.0057
MEM 300.714844 1652297629.1061
MEM 300.714844 1652297629.2065
MEM 300.714844 1652297629.3069
MEM 300.714844 1652297629.4072
MEM 300.714844 1652297629.5076
MEM 300.714844 1652297629.6080
MEM 300.714844 1652297629.7084
MEM 300.714844 1652297629.8088
MEM 300.714844 1652297629.9092
MEM 300.714844 1652297630.0096
MEM 300.714844 1652297630.1100
MEM 300.714844 1652297630.2105
MEM 300.714844 1652297630.3109
MEM 300.714844 1652297630.4112
MEM 300.714844 1652297630.5116
MEM 300.714844 1652297630.6120
MEM 300.714844 1652297630.7124
MEM 300.714844 1652297630.8128
MEM 300.714844 1652297630.9132
MEM 300.714844 1652297631.0136
MEM 300.714844 1652297631.1140
MEM 300.714844 1652297631.2143
MEM 300.714844 1652297631.3147
MEM 300.714844 1652297631.4151
MEM 300.714844 1652297631.5155
MEM 300.714844 1652297631.6159
MEM 300.714844 1652297631.7163
MEM 300.714844 1652297631.8167
MEM 300.714844 1652297631.9171
MEM 300.714844 1652297632.0175
MEM 300.714844 1652297632.1179
MEM 300.714844 1652297632.2183
MEM 300.714844 1652297632.3187
MEM 300.714844 1652297632.4191
MEM 300.714844 1652297632.5195
MEM 300.714844 1652297632.6199
MEM 300.714844 1652297632.7204
MEM 300.714844 1652297632.8208
MEM 300.714844 1652297632.9213
MEM 300.714844 1652297633.0217
MEM 300.714844 1652297633.1221
MEM 300.714844 1652297633.2225
MEM 300.714844 1652297633.3229
MEM 300.714844 1652297633.4232
MEM 300.714844 1652297633.5235
MEM 300.714844 1652297633.6240
MEM 300.714844 1652297633.7244
MEM 300.714844 1652297633.8248
MEM 300.714844 1652297633.9252
MEM 300.714844 1652297634.0256
MEM 300.714844 1652297634.1260
MEM 300.714844 1652297634.2264
MEM 300.714844 1652297634.3267
MEM 300.714844 1652297634.4271
MEM 300.714844 1652297634.5274
MEM 300.714844 1652297634.6279
MEM 300.714844 1652297634.7282
MEM 300.714844 1652297634.8286
MEM 300.714844 1652297634.9307
MEM 300.714844 1652297635.0311
MEM 300.714844 1652297635.1314
MEM 300.714844 1652297635.2317
MEM 300.714844 1652297635.3321
MEM 300.714844 1652297635.4325
MEM 300.714844 1652297635.5328
MEM 300.714844 1652297635.6332
MEM 300.714844 1652297635.7335
MEM 300.714844 1652297635.8338
MEM 300.714844 1652297635.9341
MEM 300.714844 1652297636.0345
MEM 300.714844 1652297636.1348
MEM 300.714844 1652297636.2352
MEM 300.714844 1652297636.3355
MEM 300.714844 1652297636.4359
MEM 300.714844 1652297636.5362
MEM 300.714844 1652297636.6365
MEM 300.714844 1652297636.7368
MEM 300.714844 1652297636.8372
MEM 300.714844 1652297636.9375
MEM 300.714844 1652297637.0378
MEM 300.714844 1652297637.1382
MEM 300.714844 1652297637.2385
MEM 300.714844 1652297637.3390
MEM 300.714844 1652297637.4394
MEM 300.714844 1652297637.5399
MEM 300.714844 1652297637.6403
MEM 300.714844 1652297637.7406
MEM 300.714844 1652297637.8410
MEM 300.714844 1652297637.9413
MEM 300.714844 1652297638.0417
MEM 300.714844 1652297638.1421
MEM 300.714844 1652297638.2424
MEM 300.714844 1652297638.3428
MEM 300.714844 1652297638.4432
MEM 300.714844 1652297638.5436
MEM 300.714844 1652297638.6440
MEM 300.714844 1652297638.7444
MEM 300.714844 1652297638.8447
MEM 300.714844 1652297638.9451
MEM 300.714844 1652297639.0455
MEM 300.714844 1652297639.1460
MEM 300.714844 1652297639.2464
MEM 300.714844 1652297639.3467
MEM 300.714844 1652297639.4472
MEM 300.714844 1652297639.5476
MEM 300.714844 1652297639.6480
MEM 300.714844 1652297639.7484
MEM 300.714844 1652297639.8488
MEM 300.714844 1652297639.9493
MEM 300.714844 1652297640.0497
MEM 300.714844 1652297640.1501
MEM 300.714844 1652297640.2505
MEM 300.714844 1652297640.3509
MEM 300.714844 1652297640.4512
MEM 300.714844 1652297640.5516
MEM 300.714844 1652297640.6520
MEM 300.714844 1652297640.7524
MEM 300.714844 1652297640.8529
MEM 300.714844 1652297640.9532
MEM 300.714844 1652297641.0536
MEM 300.714844 1652297641.1539
MEM 300.714844 1652297641.2543
MEM 300.714844 1652297641.3547
MEM 300.714844 1652297641.4551
MEM 300.714844 1652297641.5555
MEM 300.714844 1652297641.6559
MEM 300.714844 1652297641.7563
MEM 300.714844 1652297641.8567
MEM 300.714844 1652297641.9571
MEM 300.714844 1652297642.0575
MEM 300.714844 1652297642.1579
MEM 300.714844 1652297642.2583
MEM 300.714844 1652297642.3587
MEM 300.714844 1652297642.4591
MEM 300.714844 1652297642.5595
MEM 300.714844 1652297642.6600
MEM 300.714844 1652297642.7603
MEM 300.714844 1652297642.8607
MEM 300.714844 1652297642.9611
MEM 300.714844 1652297643.0616
MEM 300.714844 1652297643.1620
MEM 300.714844 1652297643.2623
MEM 300.714844 1652297643.3629
MEM 300.714844 1652297643.4633
MEM 300.714844 1652297643.5636
MEM 300.714844 1652297643.6640
MEM 300.714844 1652297643.7644
MEM 300.714844 1652297643.8649
MEM 300.714844 1652297643.9653
MEM 300.714844 1652297644.0657
MEM 300.714844 1652297644.1661
MEM 300.714844 1652297644.2664
MEM 300.714844 1652297644.3667
MEM 300.714844 1652297644.4671
MEM 300.714844 1652297644.5674
MEM 300.714844 1652297644.6678
MEM 300.714844 1652297644.7682
MEM 300.714844 1652297644.8686
MEM 300.714844 1652297644.9690
MEM 300.714844 1652297645.0694
MEM 300.714844 1652297645.1698
MEM 300.714844 1652297645.2702
MEM 300.714844 1652297645.3706
MEM 300.714844 1652297645.4710
MEM 300.714844 1652297645.5714
MEM 300.714844 1652297645.6718
MEM 300.714844 1652297645.7722
MEM 300.714844 1652297645.8746
MEM 300.714844 1652297645.9749
MEM 300.714844 1652297646.0754
MEM 300.714844 1652297646.1757
MEM 300.714844 1652297646.2761
MEM 300.714844 1652297646.3764
MEM 300.714844 1652297646.4767
MEM 300.714844 1652297646.5771
MEM 300.714844 1652297646.6774
MEM 300.714844 1652297646.7777
MEM 300.714844 1652297646.8780
MEM 300.714844 1652297646.9784
MEM 300.714844 1652297647.0788
MEM 300.714844 1652297647.1791
MEM 300.714844 1652297647.2795
MEM 300.714844 1652297647.3798
MEM 300.714844 1652297647.4802
MEM 300.714844 1652297647.5805
MEM 300.714844 1652297647.6809
MEM 300.714844 1652297647.7812
MEM 300.714844 1652297647.8816
MEM 300.714844 1652297647.9819
MEM 300.714844 1652297648.0823
MEM 300.714844 1652297648.1826
MEM 300.714844 1652297648.2830
MEM 300.714844 1652297648.3833
MEM 300.714844 1652297648.4837
MEM 300.714844 1652297648.5840
MEM 300.714844 1652297648.6843
MEM 300.714844 1652297648.7847
MEM 300.714844 1652297648.8850
MEM 300.714844 1652297648.9853
MEM 300.714844 1652297649.0857
MEM 300.714844 1652297649.1860
MEM 300.714844 1652297649.2884
MEM 300.714844 1652297649.3888
MEM 300.714844 1652297649.4892
MEM 300.714844 1652297649.5896
MEM 300.714844 1652297649.6899
MEM 300.714844 1652297649.7903
MEM 300.714844 1652297649.8907
MEM 300.714844 1652297649.9910
MEM 300.714844 1652297650.0914
MEM 300.714844 1652297650.1918
MEM 300.714844 1652297650.2921
MEM 300.714844 1652297650.3925
MEM 300.714844 1652297650.4928
MEM 300.714844 1652297650.5931
MEM 300.714844 1652297650.6934
MEM 300.714844 1652297650.7938
MEM 300.714844 1652297650.8941
MEM 300.714844 1652297650.9944
MEM 300.714844 1652297651.0948
MEM 300.714844 1652297651.1951
MEM 300.714844 1652297651.2955
MEM 300.714844 1652297651.3958
MEM 300.714844 1652297651.4962
MEM 300.714844 1652297651.5965
MEM 300.714844 1652297651.6968
MEM 300.714844 1652297651.7972
MEM 300.714844 1652297651.8975
MEM 300.714844 1652297651.9979
MEM 300.714844 1652297652.0982
MEM 300.714844 1652297652.1986
MEM 300.714844 1652297652.2990
MEM 300.714844 1652297652.3993
MEM 300.714844 1652297652.4997
MEM 300.714844 1652297652.6003
MEM 300.714844 1652297652.7007
MEM 300.714844 1652297652.8011
MEM 300.714844 1652297652.9016
MEM 300.714844 1652297653.0020
MEM 300.714844 1652297653.1023
MEM 300.714844 1652297653.2027
MEM 300.714844 1652297653.3031
MEM 300.714844 1652297653.4034
MEM 300.714844 1652297653.5038
MEM 300.714844 1652297653.6042
MEM 300.714844 1652297653.7046
MEM 300.714844 1652297653.8050
MEM 300.714844 1652297653.9054
MEM 300.714844 1652297654.0058
MEM 300.714844 1652297654.1063
MEM 300.714844 1652297654.2067
MEM 300.714844 1652297654.3071
MEM 300.714844 1652297654.4075
MEM 300.714844 1652297654.5079
MEM 300.714844 1652297654.6082
MEM 300.714844 1652297654.7087
MEM 300.714844 1652297654.8090
MEM 300.714844 1652297654.9094
MEM 300.714844 1652297655.0098
MEM 300.714844 1652297655.1102
MEM 300.714844 1652297655.2106
MEM 300.714844 1652297655.3110
MEM 300.714844 1652297655.4136
MEM 300.714844 1652297655.5140
MEM 300.714844 1652297655.6144
MEM 300.714844 1652297655.7149
MEM 300.714844 1652297655.8152
MEM 300.714844 1652297655.9156
MEM 300.714844 1652297656.0160
MEM 300.714844 1652297656.1164
MEM 300.714844 1652297656.2168
MEM 300.714844 1652297656.3172
MEM 300.714844 1652297656.4176
MEM 300.714844 1652297656.5180
MEM 300.714844 1652297656.6184
MEM 300.714844 1652297656.7188
MEM 300.714844 1652297656.8192
MEM 300.714844 1652297656.9195
MEM 300.714844 1652297657.0199
MEM 300.714844 1652297657.1203
MEM 300.714844 1652297657.2207
MEM 300.714844 1652297657.3211
MEM 300.714844 1652297657.4215
MEM 300.714844 1652297657.5219
MEM 300.714844 1652297657.6223
MEM 300.714844 1652297657.7227
MEM 300.714844 1652297657.8232
MEM 300.714844 1652297657.9236
MEM 300.714844 1652297658.0240
MEM 300.714844 1652297658.1245
MEM 300.714844 1652297658.2249
MEM 300.714844 1652297658.3253
MEM 300.714844 1652297658.4257
MEM 300.714844 1652297658.5261
MEM 300.714844 1652297658.6266
MEM 300.714844 1652297658.7290
MEM 300.714844 1652297658.8294
MEM 300.714844 1652297658.9297
MEM 300.714844 1652297659.0300
MEM 300.714844 1652297659.1304
MEM 300.714844 1652297659.2307
MEM 300.714844 1652297659.3311
MEM 300.714844 1652297659.4314
MEM 300.714844 1652297659.5318
MEM 300.714844 1652297659.6321
MEM 300.714844 1652297659.7325
MEM 300.714844 1652297659.8328
MEM 300.714844 1652297659.9332
MEM 300.714844 1652297660.0335
MEM 300.714844 1652297660.1338
MEM 300.714844 1652297660.2342
MEM 300.714844 1652297660.3345
MEM 300.714844 1652297660.4348
MEM 300.714844 1652297660.5351
MEM 300.714844 1652297660.6355
MEM 300.714844 1652297660.7358
MEM 300.714844 1652297660.8361
MEM 300.714844 1652297660.9365
MEM 300.714844 1652297661.0369
MEM 300.714844 1652297661.1372
MEM 300.714844 1652297661.2376
MEM 300.714844 1652297661.3379
MEM 300.714844 1652297661.4383
MEM 300.714844 1652297661.5386
MEM 300.714844 1652297661.6390
MEM 300.714844 1652297661.7393
MEM 300.714844 1652297661.8396
MEM 300.714844 1652297661.9400
MEM 300.714844 1652297662.0404
MEM 300.714844 1652297662.1408
MEM 300.714844 1652297662.2412
MEM 300.714844 1652297662.3415
MEM 300.714844 1652297662.4419
