CMDLINE /usr/bin/python3 scripts/AE-RF-Rhizo.py
MEM 2277.980469 1652240912.5287
MEM 2277.980469 1652240912.6291
MEM 2277.980469 1652240912.7294
MEM 2277.980469 1652240912.8297
MEM 2277.980469 1652240912.9300
MEM 2257.308594 1652240913.0304
MEM 2257.308594 1652240913.1307
MEM 2257.308594 1652240913.2310
MEM 2257.308594 1652240913.3314
MEM 2257.308594 1652240913.4317
MEM 2257.308594 1652240913.5320
MEM 2257.308594 1652240913.6323
MEM 2257.308594 1652240913.7327
MEM 2257.820312 1652240913.8332
MEM 2258.667969 1652240913.9335
MEM 2258.886719 1652240914.0339
MEM 2269.871094 1652240914.1344
MEM 2314.589844 1652240914.2348
MEM 2356.527344 1652240914.3352
MEM 2345.382812 1652240914.4363
MEM 2290.976562 1652240914.5368
MEM 2313.449219 1652240914.6372
MEM 2313.449219 1652240914.7376
MEM 2313.449219 1652240914.8380
MEM 2313.449219 1652240914.9384
MEM 2313.449219 1652240915.0388
MEM 2313.425781 1652240915.1392
MEM 2313.425781 1652240915.2396
MEM 2313.425781 1652240915.3401
MEM 2313.425781 1652240915.4404
MEM 2313.425781 1652240915.5408
MEM 2313.425781 1652240915.6413
MEM 2313.425781 1652240915.7417
MEM 2313.425781 1652240915.8421
MEM 2313.425781 1652240915.9425
MEM 2313.425781 1652240916.0429
MEM 2337.843750 1652240916.1433
MEM 2337.843750 1652240916.2438
MEM 2337.843750 1652240916.3442
MEM 2337.843750 1652240916.4446
MEM 2337.843750 1652240916.5449
MEM 2337.843750 1652240916.6454
MEM 2337.843750 1652240916.7459
MEM 2337.843750 1652240916.8464
MEM 2338.355469 1652240916.9468
MEM 2367.601562 1652240917.0489
MEM 2369.648438 1652240917.1498
MEM 2366.921875 1652240917.2502
MEM 2399.792969 1652240917.3507
MEM 2387.457031 1652240917.4512
MEM 2368.789062 1652240917.5515
MEM 2383.082031 1652240917.6519
MEM 2383.082031 1652240917.7523
MEM 2383.082031 1652240917.8527
MEM 2383.082031 1652240917.9531
MEM 2383.082031 1652240918.0535
MEM 2383.058594 1652240918.1539
MEM 2383.058594 1652240918.2542
MEM 2383.058594 1652240918.3547
MEM 2383.058594 1652240918.4551
MEM 2383.058594 1652240918.5556
MEM 2383.058594 1652240918.6560
MEM 2383.058594 1652240918.7563
MEM 2383.058594 1652240918.8568
MEM 2383.058594 1652240918.9572
MEM 2383.058594 1652240919.0576
MEM 2380.839844 1652240919.1596
MEM 2402.777344 1652240919.2600
MEM 2402.777344 1652240919.3605
MEM 2402.777344 1652240919.4609
MEM 2402.777344 1652240919.5613
MEM 2402.777344 1652240919.6617
MEM 2402.777344 1652240919.7622
MEM 2402.777344 1652240919.8626
MEM 2403.289062 1652240919.9631
MEM 2403.289062 1652240920.0635
MEM 2429.910156 1652240920.1639
MEM 2425.542969 1652240920.2643
MEM 2407.460938 1652240920.3660
MEM 2397.687500 1652240920.4664
MEM 2369.777344 1652240920.5668
MEM 2360.156250 1652240920.6672
MEM 2359.855469 1652240920.7675
MEM 2359.855469 1652240920.8677
MEM 2359.855469 1652240920.9680
MEM 2359.855469 1652240921.0683
MEM 2359.855469 1652240921.1686
MEM 2359.855469 1652240921.2688
MEM 2359.855469 1652240921.3691
MEM 2359.855469 1652240921.4696
MEM 2359.855469 1652240921.5700
MEM 2359.855469 1652240921.6704
MEM 2359.847656 1652240921.7708
MEM 2359.847656 1652240921.8713
MEM 2359.847656 1652240921.9717
MEM 2359.847656 1652240922.0721
MEM 2359.828125 1652240922.1725
MEM 2359.828125 1652240922.2729
MEM 2359.828125 1652240922.3734
MEM 2359.828125 1652240922.4738
MEM 2359.828125 1652240922.5742
MEM 2359.828125 1652240922.6746
MEM 2359.828125 1652240922.7750
MEM 2359.828125 1652240922.8754
MEM 2359.828125 1652240922.9758
MEM 2359.828125 1652240923.0775
MEM 2405.718750 1652240923.1780
MEM 2405.718750 1652240923.2784
MEM 2405.718750 1652240923.3788
MEM 2405.718750 1652240923.4792
MEM 2405.718750 1652240923.5796
MEM 2405.718750 1652240923.6800
MEM 2405.718750 1652240923.7804
MEM 2405.718750 1652240923.8808
MEM 2405.718750 1652240923.9812
MEM 2406.230469 1652240924.0816
MEM 2406.078125 1652240924.1820
MEM 2436.558594 1652240924.2826
MEM 2436.796875 1652240924.3830
MEM 2370.550781 1652240924.4836
MEM 2328.429688 1652240924.5841
MEM 2367.769531 1652240924.6872
MEM 2336.167969 1652240924.7876
MEM 2336.167969 1652240924.8881
MEM 2336.167969 1652240924.9884
MEM 2336.167969 1652240925.0888
MEM 2336.167969 1652240925.1893
MEM 2336.144531 1652240925.2897
MEM 2336.144531 1652240925.3901
MEM 2336.144531 1652240925.4905
MEM 2336.144531 1652240925.5909
MEM 2336.144531 1652240925.6913
MEM 2336.144531 1652240925.7917
MEM 2398.980469 1652240925.8921
MEM 2441.519531 1652240925.9926
MEM 2441.519531 1652240926.0930
MEM 2441.519531 1652240926.1935
MEM 2480.164062 1652240926.2939
MEM 2480.164062 1652240926.3943
MEM 2480.164062 1652240926.4948
MEM 2480.164062 1652240926.5953
MEM 2480.164062 1652240926.6959
MEM 2480.164062 1652240926.7963
MEM 2480.164062 1652240926.8967
MEM 2480.164062 1652240926.9971
MEM 2480.421875 1652240927.0975
MEM 2481.503906 1652240927.1980
MEM 2508.023438 1652240927.2984
MEM 2493.445312 1652240927.3988
MEM 2502.621094 1652240927.4993
MEM 2509.773438 1652240927.5997
MEM 2523.757812 1652240927.7002
MEM 2524.050781 1652240927.8006
MEM 2524.050781 1652240927.9010
MEM 2524.050781 1652240928.0015
MEM 2524.050781 1652240928.1020
MEM 2524.050781 1652240928.2025
MEM 2524.031250 1652240928.3029
MEM 2524.031250 1652240928.4033
MEM 2524.031250 1652240928.5037
MEM 2524.031250 1652240928.6041
MEM 2524.031250 1652240928.7045
MEM 2524.031250 1652240928.8048
MEM 2555.753906 1652240928.9052
MEM 2587.167969 1652240929.0056
MEM 2630.464844 1652240929.1060
MEM 2630.464844 1652240929.2062
MEM 2630.464844 1652240929.3065
MEM 2614.761719 1652240929.4069
MEM 2614.761719 1652240929.5071
MEM 2614.761719 1652240929.6074
MEM 2614.761719 1652240929.7077
MEM 2614.761719 1652240929.8081
MEM 2614.761719 1652240929.9084
MEM 2614.761719 1652240930.0087
MEM 2615.019531 1652240930.1092
MEM 2615.019531 1652240930.2096
MEM 2636.523438 1652240930.3100
MEM 2649.804688 1652240930.4105
MEM 2652.613281 1652240930.5110
MEM 2681.335938 1652240930.6114
MEM 2684.894531 1652240930.7119
MEM 2684.968750 1652240930.8123
MEM 2684.968750 1652240930.9127
MEM 2684.968750 1652240931.0131
MEM 2684.968750 1652240931.1135
MEM 2684.968750 1652240931.2139
MEM 2684.968750 1652240931.3143
MEM 2684.968750 1652240931.4147
MEM 2684.968750 1652240931.5151
MEM 2684.968750 1652240931.6156
MEM 2684.968750 1652240931.7160
MEM 2684.968750 1652240931.8164
MEM 2684.960938 1652240931.9168
MEM 2684.960938 1652240932.0172
MEM 2684.960938 1652240932.1175
MEM 2684.960938 1652240932.2180
MEM 2684.960938 1652240932.3184
MEM 2684.941406 1652240932.4188
MEM 2684.941406 1652240932.5192
MEM 2684.941406 1652240932.6195
MEM 2684.941406 1652240932.7199
MEM 2684.941406 1652240932.8203
MEM 2684.941406 1652240932.9207
MEM 2737.304688 1652240933.0212
MEM 2737.304688 1652240933.1216
MEM 2737.304688 1652240933.2220
MEM 2737.304688 1652240933.3224
MEM 2737.304688 1652240933.4228
MEM 2764.324219 1652240933.5232
MEM 2764.324219 1652240933.6236
MEM 2764.324219 1652240933.7241
MEM 2764.324219 1652240933.8245
MEM 2764.324219 1652240933.9249
MEM 2764.324219 1652240934.0253
MEM 2764.324219 1652240934.1257
MEM 2764.324219 1652240934.2261
MEM 2764.582031 1652240934.3265
MEM 2785.960938 1652240934.4279
MEM 2744.136719 1652240934.5284
MEM 2725.300781 1652240934.6288
MEM 2729.707031 1652240934.7313
MEM 2717.867188 1652240934.8318
MEM 2720.570312 1652240934.9323
MEM 2720.574219 1652240935.0327
MEM 2720.671875 1652240935.1331
MEM 2720.671875 1652240935.2335
MEM 2720.671875 1652240935.3339
MEM 2720.671875 1652240935.4343
MEM 2720.656250 1652240935.5347
MEM 2720.656250 1652240935.6352
MEM 2720.656250 1652240935.7356
MEM 2720.656250 1652240935.8360
MEM 2720.656250 1652240935.9365
MEM 2720.656250 1652240936.0369
MEM 2784.921875 1652240936.1373
MEM 2784.921875 1652240936.2377
MEM 2784.921875 1652240936.3381
MEM 2784.921875 1652240936.4385
MEM 2784.921875 1652240936.5389
MEM 2777.601562 1652240936.6393
MEM 2777.601562 1652240936.7397
MEM 2777.601562 1652240936.8402
MEM 2777.601562 1652240936.9406
MEM 2777.601562 1652240937.0408
MEM 2777.601562 1652240937.1412
MEM 2777.601562 1652240937.2417
MEM 2777.601562 1652240937.3421
MEM 2777.859375 1652240937.4426
MEM 2777.859375 1652240937.5431
MEM 2809.503906 1652240937.6435
MEM 2800.109375 1652240937.7452
MEM 2773.019531 1652240937.8457
MEM 2785.246094 1652240937.9461
MEM 2805.437500 1652240938.0465
MEM 2771.605469 1652240938.1469
MEM 2771.703125 1652240938.2473
MEM 2771.703125 1652240938.3574
MEM 2771.703125 1652240938.4578
MEM 2771.703125 1652240938.5582
MEM 2771.710938 1652240938.6589
MEM 2771.683594 1652240938.7592
MEM 2771.683594 1652240938.8596
MEM 2771.683594 1652240938.9600
MEM 2771.683594 1652240939.0604
MEM 2771.683594 1652240939.1608
MEM 2824.367188 1652240939.2612
MEM 2824.367188 1652240939.3616
MEM 2824.367188 1652240939.4620
MEM 2824.367188 1652240939.5624
MEM 2824.367188 1652240939.6628
MEM 2844.042969 1652240939.7632
MEM 2844.042969 1652240939.8636
MEM 2844.042969 1652240939.9641
MEM 2844.042969 1652240940.0645
MEM 2844.042969 1652240940.1649
MEM 2844.042969 1652240940.2653
MEM 2844.042969 1652240940.3658
MEM 2844.042969 1652240940.4662
MEM 2844.300781 1652240940.5666
MEM 2844.300781 1652240940.6671
MEM 2855.011719 1652240940.7675
MEM 2872.605469 1652240940.8680
MEM 2855.398438 1652240940.9684
MEM 2859.246094 1652240941.0688
MEM 2880.347656 1652240941.1693
MEM 2880.460938 1652240941.2697
MEM 2880.460938 1652240941.3701
MEM 2880.460938 1652240941.4705
MEM 2880.460938 1652240941.5709
MEM 2880.460938 1652240941.6712
MEM 2880.460938 1652240941.7716
MEM 2880.441406 1652240941.8721
MEM 2880.441406 1652240941.9724
MEM 2880.441406 1652240942.0729
MEM 2880.941406 1652240942.1733
MEM 2880.941406 1652240942.2737
MEM 2880.941406 1652240942.3741
MEM 2933.304688 1652240942.4745
MEM 2933.304688 1652240942.5749
MEM 2933.304688 1652240942.6753
MEM 2933.304688 1652240942.7757
MEM 2908.988281 1652240942.8761
MEM 2859.261719 1652240942.9765
MEM 2859.261719 1652240943.0769
MEM 2840.125000 1652240943.1774
MEM 2814.769531 1652240943.2779
MEM 2814.769531 1652240943.3783
MEM 2814.769531 1652240943.4787
MEM 2814.769531 1652240943.5791
MEM 2814.769531 1652240943.6795
MEM 2814.769531 1652240943.7799
MEM 2814.769531 1652240943.8804
MEM 2814.769531 1652240943.9822
MEM 2815.023438 1652240944.0826
MEM 2815.023438 1652240944.1831
MEM 2858.480469 1652240944.2835
MEM 2849.976562 1652240944.3846
MEM 2817.273438 1652240944.4850
MEM 2884.648438 1652240944.5854
MEM 2887.503906 1652240944.6878
MEM 2871.777344 1652240944.7882
MEM 2871.777344 1652240944.8885
MEM 2871.777344 1652240944.9890
MEM 2871.777344 1652240945.0893
MEM 2871.777344 1652240945.1897
MEM 2871.777344 1652240945.2901
MEM 2871.753906 1652240945.3905
MEM 2871.753906 1652240945.4908
MEM 2871.753906 1652240945.5911
MEM 2871.753906 1652240945.6913
MEM 2871.753906 1652240945.7917
MEM 2871.753906 1652240945.8921
MEM 2871.753906 1652240945.9924
MEM 2871.753906 1652240946.0926
MEM 2871.753906 1652240946.1929
MEM 2871.753906 1652240946.2931
MEM 2872.007812 1652240946.3935
MEM 2846.082031 1652240946.4939
MEM 2846.082031 1652240946.5944
MEM 2846.082031 1652240946.6948
MEM 2846.082031 1652240946.7952
MEM 2846.082031 1652240946.8956
MEM 2846.082031 1652240946.9964
MEM 2846.082031 1652240947.0969
MEM 2846.335938 1652240947.1973
MEM 2846.593750 1652240947.2977
MEM 2847.902344 1652240947.3981
MEM 2832.953125 1652240947.4985
MEM 2872.152344 1652240947.5990
MEM 2871.671875 1652240947.6994
MEM 2842.136719 1652240947.7998
MEM 2834.996094 1652240947.9003
MEM 2834.664062 1652240948.0007
MEM 2834.664062 1652240948.1011
MEM 2834.664062 1652240948.2015
MEM 2834.664062 1652240948.3019
MEM 2834.664062 1652240948.4023
MEM 2834.644531 1652240948.5027
MEM 2834.644531 1652240948.6031
MEM 2834.644531 1652240948.7035
MEM 2834.644531 1652240948.8039
MEM 2834.644531 1652240948.9043
MEM 2834.644531 1652240949.0047
MEM 2834.644531 1652240949.1051
MEM 2834.644531 1652240949.2055
MEM 2834.644531 1652240949.3059
MEM 2834.644531 1652240949.4063
MEM 2834.644531 1652240949.5067
MEM 2834.644531 1652240949.6071
MEM 2834.644531 1652240949.7075
MEM 2834.644531 1652240949.8127
MEM 2834.644531 1652240949.9132
MEM 2834.644531 1652240950.0136
MEM 2834.644531 1652240950.1152
MEM 2834.644531 1652240950.2156
MEM 2834.644531 1652240950.3161
MEM 2834.644531 1652240950.4164
MEM 2834.644531 1652240950.5168
MEM 2835.156250 1652240950.6172
MEM 2866.996094 1652240950.7177
MEM 2839.042969 1652240950.8181
MEM 2859.843750 1652240950.9186
MEM 2854.468750 1652240951.0190
MEM 2843.117188 1652240951.1194
MEM 2872.230469 1652240951.2199
MEM 2867.117188 1652240951.3203
MEM 2867.117188 1652240951.4207
MEM 2867.117188 1652240951.5211
MEM 2867.117188 1652240951.6214
MEM 2867.117188 1652240951.7218
MEM 2867.097656 1652240951.8222
MEM 2867.097656 1652240951.9227
MEM 2867.097656 1652240952.0231
MEM 2867.097656 1652240952.1235
MEM 2867.097656 1652240952.2240
MEM 2867.097656 1652240952.3244
MEM 2867.097656 1652240952.4248
MEM 2867.097656 1652240952.5252
MEM 2867.097656 1652240952.6256
MEM 2867.097656 1652240952.7260
MEM 2867.097656 1652240952.8265
MEM 2867.097656 1652240952.9270
MEM 2862.730469 1652240953.0278
MEM 2862.730469 1652240953.1283
MEM 2862.730469 1652240953.2287
MEM 2862.730469 1652240953.3290
MEM 2862.730469 1652240953.4294
MEM 2862.730469 1652240953.5298
MEM 2862.730469 1652240953.6302
MEM 2862.730469 1652240953.7305
MEM 2863.242188 1652240953.8309
MEM 2863.242188 1652240953.9312
MEM 2827.511719 1652240954.0316
MEM 2876.121094 1652240954.1320
MEM 2878.855469 1652240954.2333
MEM 2817.679688 1652240954.3337
MEM 2887.500000 1652240954.4342
MEM 2864.585938 1652240954.5346
MEM 2864.476562 1652240954.6350
MEM 2864.476562 1652240954.7355
MEM 2864.476562 1652240954.8358
MEM 2864.476562 1652240954.9361
MEM 2864.476562 1652240955.0366
MEM 2864.453125 1652240955.1370
MEM 2864.453125 1652240955.2374
MEM 2864.453125 1652240955.3378
MEM 2864.453125 1652240955.4382
MEM 2864.453125 1652240955.5386
MEM 2864.453125 1652240955.6390
MEM 2864.453125 1652240955.7394
MEM 2864.453125 1652240955.8398
MEM 2864.453125 1652240955.9402
MEM 2864.453125 1652240956.0406
MEM 2864.453125 1652240956.1410
MEM 2874.550781 1652240956.2414
MEM 2874.550781 1652240956.3422
MEM 2874.550781 1652240956.4426
MEM 2874.550781 1652240956.5431
MEM 2874.550781 1652240956.6435
MEM 2874.550781 1652240956.7439
MEM 2874.550781 1652240956.8443
MEM 2874.550781 1652240956.9447
MEM 2874.550781 1652240957.0451
MEM 2875.062500 1652240957.1455
MEM 2875.062500 1652240957.2459
MEM 2889.582031 1652240957.3466
MEM 2907.820312 1652240957.4471
MEM 2921.191406 1652240957.5478
MEM 2912.082031 1652240957.6491
MEM 2932.367188 1652240957.7495
MEM 2879.503906 1652240957.8500
MEM 2889.113281 1652240957.9504
MEM 2889.113281 1652240958.0508
MEM 2889.113281 1652240958.1512
MEM 2889.113281 1652240958.2516
MEM 2889.113281 1652240958.3521
MEM 2889.089844 1652240958.4525
MEM 2889.089844 1652240958.5529
MEM 2889.089844 1652240958.6533
MEM 2889.089844 1652240958.7536
MEM 2889.089844 1652240958.8540
MEM 2889.089844 1652240958.9544
MEM 2889.089844 1652240959.0548
MEM 2889.089844 1652240959.1552
MEM 2889.089844 1652240959.2556
MEM 2889.089844 1652240959.3560
MEM 2889.089844 1652240959.4564
MEM 2889.089844 1652240959.5569
MEM 2912.253906 1652240959.6573
MEM 2912.253906 1652240959.7577
MEM 2912.253906 1652240959.8581
MEM 2912.253906 1652240959.9585
MEM 2912.253906 1652240960.0589
MEM 2912.253906 1652240960.1593
MEM 2912.253906 1652240960.2598
MEM 2912.253906 1652240960.3601
MEM 2912.765625 1652240960.4605
MEM 2912.765625 1652240960.5609
MEM 2933.355469 1652240960.6613
MEM 2912.203125 1652240960.7618
MEM 2912.191406 1652240960.8622
MEM 2908.554688 1652240960.9626
MEM 2927.890625 1652240961.0631
MEM 2906.699219 1652240961.1635
MEM 2926.941406 1652240961.2639
MEM 2926.941406 1652240961.3643
MEM 2926.941406 1652240961.4647
MEM 2926.941406 1652240961.5651
MEM 2926.941406 1652240961.6655
MEM 2926.917969 1652240961.7659
MEM 2926.917969 1652240961.8663
MEM 2926.917969 1652240961.9667
MEM 2926.917969 1652240962.0671
MEM 2926.917969 1652240962.1675
MEM 2926.917969 1652240962.2680
MEM 2926.917969 1652240962.3693
MEM 2926.917969 1652240962.4697
MEM 2926.917969 1652240962.5700
MEM 2926.917969 1652240962.6705
MEM 2926.917969 1652240962.7709
MEM 2926.917969 1652240962.8712
MEM 2967.632812 1652240962.9716
MEM 2967.632812 1652240963.0719
MEM 2967.632812 1652240963.1723
MEM 2967.632812 1652240963.2727
MEM 2967.632812 1652240963.3730
MEM 2967.632812 1652240963.4735
MEM 2967.632812 1652240963.5739
MEM 2967.632812 1652240963.6744
MEM 2968.144531 1652240963.7748
MEM 2987.046875 1652240963.8752
MEM 2936.910156 1652240963.9756
MEM 2964.714844 1652240964.0761
MEM 2954.109375 1652240964.1765
MEM 2945.589844 1652240964.2769
MEM 2957.210938 1652240964.3774
MEM 2956.882812 1652240964.4778
MEM 2956.882812 1652240964.5781
MEM 2956.882812 1652240964.6785
MEM 2956.882812 1652240964.7789
MEM 2956.882812 1652240964.8793
MEM 2939.273438 1652240964.9798
MEM 2939.273438 1652240965.0802
MEM 2939.273438 1652240965.1819
MEM 2939.273438 1652240965.2823
MEM 2939.273438 1652240965.3828
MEM 2939.273438 1652240965.4832
MEM 2939.273438 1652240965.5837
MEM 2939.273438 1652240965.6844
MEM 2939.273438 1652240965.7848
MEM 2939.273438 1652240965.8853
MEM 2943.906250 1652240965.9857
MEM 2943.906250 1652240966.0861
MEM 2943.906250 1652240966.1865
MEM 2943.906250 1652240966.2869
MEM 2943.906250 1652240966.3873
MEM 2943.906250 1652240966.4877
MEM 2943.906250 1652240966.5881
MEM 2944.207031 1652240966.6885
MEM 2944.464844 1652240966.7888
MEM 2944.214844 1652240966.8893
MEM 2912.761719 1652240966.9897
MEM 2912.730469 1652240967.0901
MEM 2881.199219 1652240967.1906
MEM 2880.976562 1652240967.2910
MEM 2880.976562 1652240967.3915
MEM 2880.976562 1652240967.4919
MEM 2880.976562 1652240967.5923
MEM 2880.976562 1652240967.6927
MEM 2880.953125 1652240967.7931
MEM 2880.953125 1652240967.8935
MEM 2880.953125 1652240967.9939
MEM 2880.953125 1652240968.0943
MEM 2880.953125 1652240968.1947
MEM 2880.953125 1652240968.2951
MEM 2880.953125 1652240968.3955
MEM 2880.953125 1652240968.4959
MEM 2880.953125 1652240968.5965
MEM 2880.953125 1652240968.6969
MEM 2880.953125 1652240968.7974
MEM 2892.539062 1652240968.8997
MEM 2892.539062 1652240969.0001
MEM 2892.539062 1652240969.1005
MEM 2892.539062 1652240969.2009
MEM 2892.539062 1652240969.3013
MEM 2892.539062 1652240969.4018
MEM 2892.539062 1652240969.5022
MEM 2892.539062 1652240969.6026
MEM 2893.050781 1652240969.7031
MEM 2893.050781 1652240969.8035
MEM 2892.785156 1652240969.9039
MEM 2892.765625 1652240970.0043
MEM 2892.718750 1652240970.1047
MEM 2892.691406 1652240970.2051
MEM 2893.050781 1652240970.3055
MEM 2893.050781 1652240970.4057
MEM 2893.050781 1652240970.5060
MEM 2893.050781 1652240970.6063
MEM 2893.050781 1652240970.7067
MEM 2893.027344 1652240970.8071
MEM 2764.781250 1652240970.9075
MEM 2667.191406 1652240971.0079
MEM 2052.710938 1652240971.1082
MEM 2052.710938 1652240971.2085
MEM 2052.710938 1652240971.3088
MEM 2052.710938 1652240971.4091
MEM 2052.710938 1652240971.5095
MEM 2052.710938 1652240971.6099
MEM 2052.710938 1652240971.7103
MEM 2052.710938 1652240971.8107
MEM 2052.710938 1652240971.9112
MEM 2052.710938 1652240972.0116
MEM 2066.070312 1652240972.1120
MEM 2072.769531 1652240972.2124
MEM 2072.769531 1652240972.3128
MEM 2072.769531 1652240972.4132
MEM 2072.769531 1652240972.5136
MEM 2072.769531 1652240972.6140
MEM 2072.769531 1652240972.7143
MEM 2072.769531 1652240972.8148
MEM 2073.281250 1652240972.9152
MEM 2073.042969 1652240973.0157
MEM 2079.976562 1652240973.1161
MEM 2079.945312 1652240973.2165
MEM 2079.890625 1652240973.3170
MEM 2082.371094 1652240973.4174
MEM 2082.371094 1652240973.5177
MEM 2082.371094 1652240973.6182
MEM 2082.371094 1652240973.7186
MEM 2082.371094 1652240973.8191
MEM 2082.355469 1652240973.9195
MEM 2082.355469 1652240974.0199
MEM 2082.355469 1652240974.1203
MEM 2082.355469 1652240974.2207
MEM 2082.355469 1652240974.3211
MEM 2082.355469 1652240974.4215
MEM 2082.355469 1652240974.5219
MEM 2082.355469 1652240974.6224
MEM 2082.355469 1652240974.7228
MEM 2082.355469 1652240974.8232
MEM 2085.695312 1652240974.9237
MEM 2085.695312 1652240975.0241
MEM 2085.695312 1652240975.1245
MEM 2085.695312 1652240975.2249
MEM 2085.695312 1652240975.3254
MEM 2085.695312 1652240975.4258
MEM 2085.695312 1652240975.5262
MEM 2085.695312 1652240975.6266
MEM 2086.207031 1652240975.7271
MEM 2085.976562 1652240975.8275
MEM 2085.937500 1652240975.9279
MEM 2085.910156 1652240976.0303
MEM 2089.968750 1652240976.1307
MEM 2091.609375 1652240976.2311
MEM 2091.609375 1652240976.3315
MEM 2091.609375 1652240976.4319
MEM 2091.609375 1652240976.5323
MEM 2091.609375 1652240976.6327
MEM 2091.609375 1652240976.7331
MEM 2091.585938 1652240976.8351
MEM 2091.585938 1652240976.9355
MEM 2091.585938 1652240977.0359
MEM 2091.585938 1652240977.1363
MEM 2091.585938 1652240977.2367
MEM 2091.585938 1652240977.3371
MEM 2091.585938 1652240977.4377
MEM 2091.585938 1652240977.5382
MEM 2091.585938 1652240977.6385
MEM 2091.585938 1652240977.7390
MEM 2095.191406 1652240977.8394
MEM 2095.191406 1652240977.9397
MEM 2095.191406 1652240978.0401
MEM 2095.191406 1652240978.1405
MEM 2095.191406 1652240978.2408
MEM 2095.191406 1652240978.3411
MEM 2095.191406 1652240978.4414
MEM 2095.191406 1652240978.5418
MEM 2095.703125 1652240978.6422
MEM 2095.703125 1652240978.7426
MEM 2098.542969 1652240978.8460
MEM 2100.320312 1652240978.9464
MEM 2100.300781 1652240979.0468
MEM 2100.269531 1652240979.1472
MEM 2102.523438 1652240979.2476
MEM 2102.195312 1652240979.3479
MEM 2102.195312 1652240979.4482
MEM 2102.195312 1652240979.5485
MEM 2102.195312 1652240979.6489
MEM 2102.195312 1652240979.7493
MEM 2102.175781 1652240979.8498
MEM 2102.175781 1652240979.9502
MEM 2102.175781 1652240980.0506
MEM 2102.175781 1652240980.1510
MEM 2102.175781 1652240980.2514
MEM 2102.175781 1652240980.3519
MEM 2102.175781 1652240980.4523
MEM 2102.175781 1652240980.5527
MEM 2102.175781 1652240980.6531
MEM 2102.175781 1652240980.7535
MEM 2103.199219 1652240980.8539
MEM 2103.199219 1652240980.9543
MEM 2103.199219 1652240981.0547
MEM 2103.199219 1652240981.1551
MEM 2103.199219 1652240981.2555
MEM 2103.199219 1652240981.3559
MEM 2103.199219 1652240981.4563
MEM 2103.199219 1652240981.5583
MEM 2103.710938 1652240981.6588
MEM 2103.710938 1652240981.7593
MEM 2103.457031 1652240981.8597
MEM 2103.425781 1652240981.9604
MEM 2103.394531 1652240982.0610
MEM 2103.363281 1652240982.1614
MEM 2103.343750 1652240982.2618
MEM 2103.343750 1652240982.3622
MEM 2103.343750 1652240982.4626
MEM 2103.343750 1652240982.5630
MEM 2103.343750 1652240982.6635
MEM 2103.328125 1652240982.7639
MEM 2103.328125 1652240982.8643
MEM 2103.328125 1652240982.9647
MEM 2103.328125 1652240983.0651
MEM 2103.328125 1652240983.1655
MEM 2103.328125 1652240983.2658
MEM 2103.328125 1652240983.3663
MEM 2103.328125 1652240983.4667
MEM 2103.328125 1652240983.5671
MEM 2103.328125 1652240983.6675
MEM 2105.382812 1652240983.7679
MEM 2105.382812 1652240983.8686
MEM 2105.382812 1652240983.9690
MEM 2105.382812 1652240984.0694
MEM 2105.382812 1652240984.1698
MEM 2105.382812 1652240984.2702
MEM 2105.382812 1652240984.3705
MEM 2105.382812 1652240984.4709
MEM 2105.382812 1652240984.5713
MEM 2105.894531 1652240984.6716
MEM 2105.894531 1652240984.7720
MEM 2105.640625 1652240984.8724
MEM 2105.609375 1652240984.9729
MEM 2105.578125 1652240985.0734
MEM 2105.550781 1652240985.1740
MEM 2105.425781 1652240985.2744
MEM 2105.425781 1652240985.3751
MEM 2105.425781 1652240985.4776
MEM 2105.425781 1652240985.5779
MEM 2105.425781 1652240985.6783
MEM 2105.402344 1652240985.7788
MEM 2105.402344 1652240985.8791
MEM 2105.402344 1652240985.9795
MEM 2105.402344 1652240986.0799
MEM 2105.402344 1652240986.1803
MEM 2105.402344 1652240986.2807
MEM 2105.402344 1652240986.3810
MEM 2105.402344 1652240986.4813
MEM 2105.402344 1652240986.5817
MEM 2105.402344 1652240986.6821
MEM 2108.746094 1652240986.7824
MEM 2108.746094 1652240986.8827
MEM 2108.746094 1652240986.9830
MEM 2108.746094 1652240987.0833
MEM 2108.746094 1652240987.1837
MEM 2108.746094 1652240987.2840
MEM 2108.746094 1652240987.3842
MEM 2108.746094 1652240987.4845
MEM 2109.257812 1652240987.5849
MEM 2109.023438 1652240987.6853
MEM 2111.835938 1652240987.7857
MEM 2111.777344 1652240987.8861
MEM 2111.750000 1652240987.9865
MEM 2114.542969 1652240988.0868
MEM 2114.542969 1652240988.1872
MEM 2114.542969 1652240988.2876
MEM 2114.542969 1652240988.3880
MEM 2114.542969 1652240988.4884
MEM 2114.519531 1652240988.5888
MEM 2114.519531 1652240988.6899
MEM 2114.519531 1652240988.7903
MEM 2114.519531 1652240988.8906
MEM 2114.519531 1652240988.9910
MEM 2114.519531 1652240989.0914
MEM 2114.519531 1652240989.1918
MEM 2114.519531 1652240989.2922
MEM 2114.519531 1652240989.3926
MEM 2114.519531 1652240989.4929
MEM 2114.519531 1652240989.5933
MEM 2119.414062 1652240989.6937
MEM 2119.414062 1652240989.7940
MEM 2119.414062 1652240989.8944
MEM 2119.414062 1652240989.9948
MEM 2119.414062 1652240990.0952
MEM 2119.414062 1652240990.1955
MEM 2119.414062 1652240990.2959
