CMDLINE /usr/bin/python3 scripts/AE-SVM-TARA.py
MEM 4880.433594 1652291841.7974
MEM 4880.433594 1652291841.8979
MEM 4880.433594 1652291841.9985
MEM 4880.433594 1652291842.0990
MEM 4880.433594 1652291842.1996
MEM 4880.433594 1652291842.3002
MEM 4880.433594 1652291842.4007
MEM 4880.433594 1652291842.5017
MEM 4882.320312 1652291842.6022
MEM 4882.320312 1652291842.7027
MEM 4882.320312 1652291842.8031
MEM 4882.320312 1652291842.9036
MEM 4882.320312 1652291843.0040
MEM 4882.320312 1652291843.1044
MEM 4882.320312 1652291843.2049
MEM 4882.832031 1652291843.3054
MEM 4882.832031 1652291843.4058
MEM 4882.582031 1652291843.5063
MEM 4896.945312 1652291843.6068
MEM 4908.984375 1652291843.7073
MEM 4908.968750 1652291843.8078
MEM 4909.210938 1652291843.9083
MEM 4909.199219 1652291844.0088
MEM 4909.164062 1652291844.1098
MEM 4908.906250 1652291844.2105
MEM 4908.906250 1652291844.3110
MEM 4908.906250 1652291844.4115
MEM 4908.906250 1652291844.5123
MEM 4908.906250 1652291844.6127
MEM 4908.906250 1652291844.7132
MEM 4908.882812 1652291844.8137
MEM 4908.882812 1652291844.9141
MEM 4908.882812 1652291845.0148
MEM 4908.882812 1652291845.1152
MEM 4908.882812 1652291845.2157
MEM 4908.882812 1652291845.3162
MEM 4908.882812 1652291845.4167
MEM 4908.882812 1652291845.5171
MEM 4908.882812 1652291845.6177
MEM 4908.882812 1652291845.7183
MEM 4908.882812 1652291845.8187
MEM 4908.886719 1652291845.9192
MEM 4908.886719 1652291846.0197
MEM 4908.886719 1652291846.1202
MEM 4908.886719 1652291846.2207
MEM 4908.886719 1652291846.3211
MEM 4908.886719 1652291846.4217
MEM 4908.886719 1652291846.5221
MEM 4909.398438 1652291846.6226
MEM 4909.398438 1652291846.7231
MEM 4909.160156 1652291846.8236
MEM 4913.007812 1652291846.9245
MEM 4912.996094 1652291847.0249
MEM 4912.972656 1652291847.1253
MEM 4894.550781 1652291847.2263
MEM 4894.535156 1652291847.3269
MEM 4905.242188 1652291847.4274
MEM 4905.226562 1652291847.5280
MEM 4904.910156 1652291847.6284
MEM 4904.910156 1652291847.7288
MEM 4904.910156 1652291847.8292
MEM 4904.910156 1652291847.9297
MEM 4904.910156 1652291848.0301
MEM 4904.910156 1652291848.1306
MEM 4904.886719 1652291848.2310
MEM 4904.886719 1652291848.3315
MEM 4904.886719 1652291848.4319
MEM 4904.886719 1652291848.5323
MEM 4904.886719 1652291848.6328
MEM 4904.886719 1652291848.7331
MEM 4904.886719 1652291848.8336
MEM 4904.886719 1652291848.9340
MEM 4904.886719 1652291849.0345
MEM 4912.042969 1652291849.1350
MEM 4912.042969 1652291849.2357
MEM 4912.042969 1652291849.3361
MEM 4912.042969 1652291849.4365
MEM 4912.042969 1652291849.5371
MEM 4912.042969 1652291849.6375
MEM 4912.554688 1652291849.7381
MEM 4912.554688 1652291849.8386
MEM 4912.304688 1652291849.9392
MEM 4912.289062 1652291850.0396
MEM 4913.804688 1652291850.1401
MEM 4883.207031 1652291850.2405
MEM 4891.792969 1652291850.3412
MEM 4900.996094 1652291850.4416
MEM 4900.683594 1652291850.5421
MEM 4900.683594 1652291850.6425
MEM 4900.683594 1652291850.7429
MEM 4900.660156 1652291850.8433
MEM 4900.660156 1652291850.9438
MEM 4900.660156 1652291851.0442
MEM 4900.660156 1652291851.1446
MEM 4900.660156 1652291851.2451
MEM 4900.660156 1652291851.3454
MEM 4900.660156 1652291851.4459
MEM 4910.562500 1652291851.5463
MEM 4910.562500 1652291851.6469
MEM 4910.562500 1652291851.7471
MEM 4910.562500 1652291851.8475
MEM 4911.074219 1652291851.9480
MEM 4910.839844 1652291852.0484
MEM 4910.824219 1652291852.1488
MEM 4915.097656 1652291852.2493
MEM 4915.066406 1652291852.3497
MEM 4928.707031 1652291852.4502
MEM 4922.957031 1652291852.5514
MEM 4922.640625 1652291852.6519
MEM 4922.640625 1652291852.7524
MEM 4922.640625 1652291852.8528
MEM 4922.636719 1652291852.9532
MEM 4922.621094 1652291853.0537
MEM 4922.621094 1652291853.1541
MEM 4936.546875 1652291853.2546
MEM 4936.546875 1652291853.3551
MEM 4936.546875 1652291853.4561
MEM 4936.546875 1652291853.5565
MEM 4936.558594 1652291853.6569
MEM 4936.558594 1652291853.7573
MEM 4936.558594 1652291853.8577
MEM 4936.558594 1652291853.9581
MEM 4936.558594 1652291854.0586
MEM 4936.558594 1652291854.1590
MEM 4936.816406 1652291854.2595
MEM 4936.816406 1652291854.3599
MEM 4943.554688 1652291854.4604
MEM 4943.539062 1652291854.5609
MEM 4943.507812 1652291854.6615
MEM 4922.078125 1652291854.7620
MEM 4937.203125 1652291854.8625
MEM 4939.703125 1652291854.9630
MEM 4939.687500 1652291855.0635
MEM 4939.355469 1652291855.1640
MEM 4939.355469 1652291855.2644
MEM 4939.355469 1652291855.3649
MEM 4939.335938 1652291855.4653
MEM 4939.335938 1652291855.5658
MEM 4939.335938 1652291855.6662
MEM 4950.417969 1652291855.7667
MEM 4971.691406 1652291855.8671
MEM 4971.691406 1652291855.9676
MEM 4971.691406 1652291856.0680
MEM 4978.648438 1652291856.1684
MEM 4978.648438 1652291856.2689
MEM 4978.648438 1652291856.3694
MEM 4978.648438 1652291856.4699
MEM 4978.648438 1652291856.5703
MEM 4978.906250 1652291856.6708
MEM 4978.812500 1652291856.7713
MEM 4984.207031 1652291856.8718
MEM 4984.175781 1652291856.9722
MEM 4984.144531 1652291857.0726
MEM 4984.128906 1652291857.1732
MEM 4985.644531 1652291857.2737
MEM 4985.324219 1652291857.3741
MEM 4985.324219 1652291857.4746
MEM 4985.324219 1652291857.5751
MEM 4985.324219 1652291857.6757
MEM 4985.304688 1652291857.7762
MEM 4985.304688 1652291857.8767
MEM 4987.105469 1652291857.9772
MEM 5007.472656 1652291858.0777
MEM 5007.472656 1652291858.1782
MEM 5007.472656 1652291858.2786
MEM 5007.472656 1652291858.3790
MEM 5007.472656 1652291858.4796
MEM 5007.472656 1652291858.5800
MEM 5007.472656 1652291858.6805
MEM 5007.472656 1652291858.7811
MEM 5007.730469 1652291858.8816
MEM 5012.558594 1652291858.9821
MEM 5012.542969 1652291859.0826
MEM 5019.468750 1652291859.1831
MEM 5019.453125 1652291859.2837
MEM 5019.421875 1652291859.3841
MEM 5026.367188 1652291859.4846
MEM 5026.046875 1652291859.5852
MEM 5026.046875 1652291859.6857
MEM 5026.046875 1652291859.7864
MEM 5026.058594 1652291859.8868
MEM 5026.027344 1652291859.9873
MEM 5026.027344 1652291860.0877
MEM 5044.128906 1652291860.1882
MEM 5066.039062 1652291860.2887
MEM 5066.039062 1652291860.3892
MEM 5066.039062 1652291860.4898
MEM 4952.574219 1652291860.5902
MEM 4952.902344 1652291860.6907
MEM 4952.902344 1652291860.7912
MEM 4890.476562 1652291860.8917
MEM 4890.476562 1652291860.9921
MEM 4890.476562 1652291861.0925
MEM 4890.476562 1652291861.1929
MEM 4890.476562 1652291861.2933
MEM 4890.730469 1652291861.3938
MEM 4931.390625 1652291861.4942
MEM 4939.644531 1652291861.5946
MEM 4942.617188 1652291861.6951
MEM 4960.523438 1652291861.7957
MEM 4960.492188 1652291861.8962
MEM 4964.316406 1652291861.9965
MEM 4963.992188 1652291862.0970
MEM 4963.992188 1652291862.1975
MEM 4963.992188 1652291862.2980
MEM 4963.972656 1652291862.3984
MEM 4963.972656 1652291862.4989
MEM 4963.972656 1652291862.5994
MEM 4963.972656 1652291862.6999
MEM 4963.972656 1652291862.8004
MEM 4963.972656 1652291862.9009
MEM 4971.335938 1652291863.0013
MEM 4990.367188 1652291863.1017
MEM 4990.367188 1652291863.2023
MEM 4990.367188 1652291863.3027
MEM 4990.367188 1652291863.4031
MEM 4990.878906 1652291863.5036
MEM 4993.558594 1652291863.6040
MEM 4993.527344 1652291863.7044
MEM 4993.511719 1652291863.8050
MEM 4996.824219 1652291863.9054
MEM 4996.808594 1652291864.0059
MEM 4996.777344 1652291864.1063
MEM 4996.457031 1652291864.2068
MEM 4996.457031 1652291864.3072
MEM 4996.457031 1652291864.4077
MEM 4996.457031 1652291864.5083
MEM 4996.437500 1652291864.6087
MEM 4996.437500 1652291864.7091
MEM 4996.437500 1652291864.8096
MEM 4996.437500 1652291864.9100
MEM 4996.437500 1652291865.0104
MEM 4996.437500 1652291865.1108
MEM 4996.437500 1652291865.2113
MEM 4996.437500 1652291865.3117
MEM 4996.437500 1652291865.4121
MEM 4996.437500 1652291865.5126
MEM 4996.437500 1652291865.6132
MEM 4996.949219 1652291865.7137
MEM 4996.726562 1652291865.8141
MEM 4996.683594 1652291865.9147
MEM 4996.652344 1652291866.0151
MEM 4996.636719 1652291866.1155
MEM 4999.699219 1652291866.2159
MEM 4999.683594 1652291866.3163
MEM 4999.363281 1652291866.4167
MEM 4999.363281 1652291866.5172
MEM 4999.363281 1652291866.6176
MEM 4999.363281 1652291866.7181
MEM 4999.343750 1652291866.8185
MEM 4999.343750 1652291866.9190
MEM 4999.343750 1652291867.0195
MEM 4999.343750 1652291867.1200
MEM 4999.343750 1652291867.2204
MEM 4999.343750 1652291867.3208
MEM 4999.343750 1652291867.4213
MEM 4999.343750 1652291867.5218
MEM 4999.343750 1652291867.6226
MEM 4999.343750 1652291867.7231
MEM 4999.343750 1652291867.8239
MEM 4999.343750 1652291867.9244
MEM 4999.343750 1652291868.0249
MEM 4999.343750 1652291868.1255
MEM 4999.855469 1652291868.2260
MEM 4999.855469 1652291868.3266
MEM 5006.812500 1652291868.4271
MEM 5007.039062 1652291868.5277
MEM 5015.781250 1652291868.6307
MEM 5015.761719 1652291868.7314
MEM 5015.746094 1652291868.8319
MEM 5015.734375 1652291868.9331
MEM 5015.718750 1652291869.0336
MEM 5019.570312 1652291869.1341
MEM 5019.250000 1652291869.2348
MEM 5019.250000 1652291869.3353
MEM 5019.250000 1652291869.4358
MEM 5019.250000 1652291869.5363
MEM 5019.250000 1652291869.6367
MEM 5019.250000 1652291869.7373
MEM 5019.250000 1652291869.8379
MEM 5019.226562 1652291869.9383
MEM 5019.226562 1652291870.0388
MEM 5019.226562 1652291870.1392
MEM 5019.226562 1652291870.2397
MEM 5019.226562 1652291870.3402
MEM 5019.226562 1652291870.4407
MEM 5019.226562 1652291870.5412
MEM 5019.226562 1652291870.6417
MEM 5019.226562 1652291870.7422
MEM 5019.226562 1652291870.8429
MEM 5019.226562 1652291870.9435
MEM 5027.445312 1652291871.0442
MEM 5027.445312 1652291871.1448
MEM 5027.445312 1652291871.2451
MEM 5027.445312 1652291871.3456
MEM 5027.445312 1652291871.4462
MEM 5027.445312 1652291871.5466
MEM 5027.445312 1652291871.6470
MEM 5027.957031 1652291871.7475
MEM 5027.957031 1652291871.8481
MEM 5027.718750 1652291871.9488
MEM 5027.707031 1652291872.0493
MEM 5027.691406 1652291872.1498
MEM 5027.675781 1652291872.2507
MEM 5027.656250 1652291872.3513
MEM 5027.640625 1652291872.4517
MEM 5027.625000 1652291872.5523
MEM 5027.609375 1652291872.6528
MEM 5027.601562 1652291872.7532
MEM 5027.281250 1652291872.8536
MEM 5027.281250 1652291872.9539
MEM 5027.281250 1652291873.0547
MEM 5027.281250 1652291873.1552
MEM 5027.281250 1652291873.2556
MEM 5027.281250 1652291873.3561
MEM 5027.257812 1652291873.4568
MEM 5027.257812 1652291873.5576
MEM 5027.257812 1652291873.6581
MEM 5027.257812 1652291873.7585
MEM 5027.257812 1652291873.8590
MEM 5027.257812 1652291873.9597
MEM 5027.257812 1652291874.0602
MEM 5027.257812 1652291874.1607
MEM 5027.257812 1652291874.2617
MEM 5027.257812 1652291874.3623
MEM 5027.257812 1652291874.4628
MEM 5027.257812 1652291874.5637
MEM 5027.257812 1652291874.6644
MEM 5027.257812 1652291874.7648
MEM 5027.257812 1652291874.8652
MEM 5027.257812 1652291874.9656
MEM 5027.257812 1652291875.0662
MEM 5027.257812 1652291875.1666
MEM 5027.257812 1652291875.2670
MEM 5027.769531 1652291875.3676
MEM 5027.769531 1652291875.4683
MEM 5027.535156 1652291875.5689
MEM 5027.515625 1652291875.6693
MEM 5027.503906 1652291875.7700
MEM 5027.484375 1652291875.8706
MEM 5029.738281 1652291875.9711
MEM 5038.746094 1652291876.0715
MEM 5048.925781 1652291876.1719
MEM 5048.910156 1652291876.2725
MEM 5048.597656 1652291876.3729
MEM 5048.597656 1652291876.4734
MEM 5048.597656 1652291876.5739
MEM 5048.597656 1652291876.6746
MEM 5048.597656 1652291876.7751
MEM 5048.597656 1652291876.8755
MEM 5048.597656 1652291876.9761
MEM 5048.578125 1652291877.0764
MEM 5048.578125 1652291877.1770
MEM 5048.578125 1652291877.2775
MEM 5048.578125 1652291877.3780
MEM 5048.578125 1652291877.4784
MEM 5048.578125 1652291877.5789
MEM 5048.578125 1652291877.6794
MEM 5048.578125 1652291877.7798
MEM 5048.578125 1652291877.8802
MEM 5048.578125 1652291877.9806
MEM 5048.578125 1652291878.0811
MEM 5048.578125 1652291878.1815
MEM 5048.832031 1652291878.2818
MEM 5049.089844 1652291878.3823
MEM 5070.679688 1652291878.4827
MEM 5035.507812 1652291878.5832
MEM 5049.167969 1652291878.6843
MEM 5052.699219 1652291878.7850
MEM 5059.253906 1652291878.8857
MEM 5059.238281 1652291878.9861
MEM 5058.917969 1652291879.0865
MEM 5058.917969 1652291879.1869
MEM 5058.917969 1652291879.2874
MEM 5058.917969 1652291879.3879
MEM 5058.898438 1652291879.4884
MEM 5058.898438 1652291879.5889
MEM 5059.148438 1652291879.6894
MEM 5059.148438 1652291879.7899
MEM 5059.148438 1652291879.8905
MEM 5059.148438 1652291879.9909
MEM 5059.148438 1652291880.0913
MEM 5059.148438 1652291880.1917
MEM 5059.148438 1652291880.2921
MEM 5059.398438 1652291880.3925
MEM 5059.175781 1652291880.4930
MEM 5059.144531 1652291880.5935
MEM 5059.097656 1652291880.6939
MEM 5059.066406 1652291880.7943
MEM 5058.730469 1652291880.8948
MEM 5058.730469 1652291880.9953
MEM 5058.730469 1652291881.0957
MEM 5058.730469 1652291881.1962
MEM 5058.710938 1652291881.2966
MEM 5058.710938 1652291881.3970
MEM 5058.710938 1652291881.4975
MEM 5058.710938 1652291881.5980
MEM 5058.710938 1652291881.6985
MEM 5058.710938 1652291881.7989
MEM 5058.710938 1652291881.8993
MEM 5058.710938 1652291881.9998
MEM 5058.710938 1652291882.1003
MEM 5058.710938 1652291882.2007
MEM 5058.710938 1652291882.3012
MEM 5058.710938 1652291882.4017
MEM 5058.710938 1652291882.5022
MEM 5058.710938 1652291882.6027
MEM 5058.710938 1652291882.7032
MEM 5059.222656 1652291882.8037
MEM 5059.222656 1652291882.9042
MEM 5058.972656 1652291883.0045
MEM 5058.925781 1652291883.1050
MEM 5058.894531 1652291883.2055
MEM 5058.542969 1652291883.3059
MEM 5058.542969 1652291883.4064
MEM 5058.542969 1652291883.5068
MEM 5058.542969 1652291883.6073
MEM 5058.523438 1652291883.7077
MEM 5058.523438 1652291883.8082
MEM 5058.523438 1652291883.9086
MEM 5058.523438 1652291884.0090
MEM 5058.523438 1652291884.1095
MEM 5058.523438 1652291884.2099
MEM 5058.523438 1652291884.3104
MEM 5058.523438 1652291884.4108
MEM 5058.523438 1652291884.5113
MEM 5058.523438 1652291884.6117
MEM 5058.523438 1652291884.7122
MEM 5058.523438 1652291884.8127
MEM 5059.035156 1652291884.9132
MEM 5058.769531 1652291885.0137
MEM 5058.738281 1652291885.1142
MEM 5058.691406 1652291885.2146
MEM 5058.355469 1652291885.3150
MEM 5058.355469 1652291885.4155
MEM 5058.355469 1652291885.5160
MEM 5058.355469 1652291885.6165
MEM 5058.335938 1652291885.7169
MEM 5058.335938 1652291885.8174
MEM 5058.335938 1652291885.9178
MEM 5058.335938 1652291886.0183
MEM 4986.992188 1652291886.1188
MEM 4895.394531 1652291886.2193
MEM 4895.394531 1652291886.3198
MEM 4895.394531 1652291886.4203
MEM 4895.394531 1652291886.5209
MEM 4895.394531 1652291886.6213
MEM 4895.394531 1652291886.7218
MEM 4895.394531 1652291886.8222
MEM 4895.394531 1652291886.9226
MEM 4895.394531 1652291887.0231
MEM 4895.394531 1652291887.1236
MEM 4895.394531 1652291887.2241
MEM 4895.648438 1652291887.3244
MEM 4895.648438 1652291887.4248
MEM 4896.175781 1652291887.5253
MEM 4897.941406 1652291887.6257
MEM 4897.914062 1652291887.7262
MEM 4899.117188 1652291887.8267
MEM 4898.761719 1652291887.9272
MEM 4898.761719 1652291888.0276
MEM 4898.761719 1652291888.1280
MEM 4898.761719 1652291888.2284
MEM 4898.761719 1652291888.3288
MEM 4898.761719 1652291888.4293
MEM 4898.746094 1652291888.5297
MEM 4836.449219 1652291888.6302
MEM 4836.449219 1652291888.7307
MEM 4836.449219 1652291888.8312
MEM 4836.449219 1652291888.9316
MEM 4836.449219 1652291889.0320
MEM 4836.449219 1652291889.1325
MEM 4836.449219 1652291889.2330
MEM 4836.449219 1652291889.3335
MEM 4836.453125 1652291889.4341
MEM 4838.507812 1652291889.5346
MEM 4838.507812 1652291889.6350
MEM 4838.507812 1652291889.7355
MEM 4838.507812 1652291889.8359
MEM 4838.507812 1652291889.9365
MEM 4838.507812 1652291890.0369
MEM 4838.507812 1652291890.1373
MEM 4839.019531 1652291890.2377
MEM 4839.019531 1652291890.3382
MEM 4838.765625 1652291890.4386
MEM 4840.292969 1652291890.5391
MEM 4840.257812 1652291890.6397
MEM 4840.246094 1652291890.7402
MEM 4840.210938 1652291890.8408
MEM 4840.195312 1652291890.9414
MEM 4839.878906 1652291891.0418
MEM 4839.878906 1652291891.1423
MEM 4839.878906 1652291891.2427
MEM 4839.878906 1652291891.3433
MEM 4839.878906 1652291891.4438
MEM 4839.878906 1652291891.5442
MEM 4839.859375 1652291891.6446
MEM 4839.859375 1652291891.7450
MEM 4839.859375 1652291891.8455
MEM 4839.859375 1652291891.9459
MEM 4839.859375 1652291892.0464
MEM 4839.859375 1652291892.1468
MEM 4839.859375 1652291892.2473
MEM 4839.859375 1652291892.3479
MEM 4839.859375 1652291892.4483
MEM 4839.859375 1652291892.5487
MEM 4839.859375 1652291892.6493
MEM 4840.109375 1652291892.7499
MEM 4840.109375 1652291892.8506
MEM 4840.109375 1652291892.9510
MEM 4840.109375 1652291893.0516
MEM 4840.109375 1652291893.1520
MEM 4840.109375 1652291893.2524
MEM 4840.109375 1652291893.3529
MEM 4840.621094 1652291893.4533
MEM 4840.621094 1652291893.5539
MEM 4805.695312 1652291893.6546
MEM 4805.683594 1652291893.7552
MEM 4809.242188 1652291893.8559
MEM 4809.222656 1652291893.9567
MEM 4812.496094 1652291894.0571
MEM 4812.480469 1652291894.1577
MEM 4812.156250 1652291894.2582
MEM 4812.156250 1652291894.3588
MEM 4812.156250 1652291894.4592
MEM 4812.156250 1652291894.5596
MEM 4812.156250 1652291894.6600
MEM 4812.156250 1652291894.7606
MEM 4812.132812 1652291894.8612
MEM 4812.132812 1652291894.9616
MEM 4812.132812 1652291895.0620
MEM 4812.132812 1652291895.1625
MEM 4812.132812 1652291895.2631
MEM 4812.132812 1652291895.3636
MEM 4812.132812 1652291895.4641
MEM 4812.132812 1652291895.5646
MEM 4812.132812 1652291895.6651
MEM 4812.132812 1652291895.7657
MEM 4812.285156 1652291895.8663
MEM 4812.285156 1652291895.9671
MEM 4812.285156 1652291896.0677
MEM 4812.285156 1652291896.1681
MEM 4812.285156 1652291896.2686
MEM 4812.285156 1652291896.3690
MEM 4812.285156 1652291896.4695
MEM 4812.539062 1652291896.5700
MEM 4812.796875 1652291896.6704
MEM 4812.562500 1652291896.7711
MEM 4812.527344 1652291896.8717
MEM 4812.511719 1652291896.9722
MEM 4812.484375 1652291897.0726
MEM 4812.472656 1652291897.1732
MEM 4812.433594 1652291897.2737
MEM 4812.117188 1652291897.3740
MEM 4812.117188 1652291897.4744
MEM 4812.117188 1652291897.5749
MEM 4812.117188 1652291897.6754
MEM 4812.117188 1652291897.7759
MEM 4812.117188 1652291897.8763
MEM 4812.097656 1652291897.9768
MEM 4812.097656 1652291898.0773
MEM 4812.097656 1652291898.1777
MEM 4812.097656 1652291898.2782
MEM 4812.097656 1652291898.3787
MEM 4812.097656 1652291898.4793
MEM 4812.097656 1652291898.5796
MEM 4812.097656 1652291898.6801
MEM 4812.097656 1652291898.7806
MEM 4812.101562 1652291898.8810
MEM 4812.101562 1652291898.9815
MEM 4812.101562 1652291899.0819
MEM 4812.101562 1652291899.1823
MEM 4812.101562 1652291899.2827
MEM 4812.101562 1652291899.3832
MEM 4812.613281 1652291899.4836
MEM 4812.613281 1652291899.5841
MEM 4812.378906 1652291899.6844
MEM 4812.347656 1652291899.7849
MEM 4812.316406 1652291899.8855
MEM 4812.285156 1652291899.9859
MEM 4812.265625 1652291900.0864
MEM 4812.250000 1652291900.1868
MEM 4811.929688 1652291900.2873
MEM 4811.929688 1652291900.3878
MEM 4811.929688 1652291900.4883
MEM 4811.929688 1652291900.5887
MEM 4811.929688 1652291900.6891
MEM 4811.929688 1652291900.7896
MEM 4811.910156 1652291900.8901
MEM 4811.910156 1652291900.9906
MEM 4811.910156 1652291901.0911
MEM 4811.910156 1652291901.1916
MEM 4811.910156 1652291901.2921
MEM 4811.910156 1652291901.3927
MEM 4811.910156 1652291901.4933
MEM 4811.910156 1652291901.5938
MEM 4811.910156 1652291901.6943
MEM 4811.910156 1652291901.7948
MEM 4811.910156 1652291901.8952
MEM 4811.910156 1652291901.9958
MEM 4811.910156 1652291902.0962
MEM 4811.910156 1652291902.1967
MEM 4811.910156 1652291902.2972
MEM 4811.910156 1652291902.3978
MEM 4811.910156 1652291902.4982
MEM 4811.910156 1652291902.5987
MEM 4812.210938 1652291902.6992
MEM 4812.183594 1652291902.7999
MEM 4812.171875 1652291902.9005
MEM 4812.152344 1652291903.0010
MEM 4812.121094 1652291903.1015
MEM 4812.113281 1652291903.2019
MEM 4812.078125 1652291903.3023
MEM 4812.070312 1652291903.4028
MEM 4811.757812 1652291903.5033
MEM 4811.757812 1652291903.6038
MEM 4811.757812 1652291903.7044
MEM 4811.757812 1652291903.8049
MEM 4811.757812 1652291903.9053
MEM 4811.757812 1652291904.0058
MEM 4811.757812 1652291904.1065
MEM 4811.757812 1652291904.2072
MEM 4811.757812 1652291904.3077
MEM 4811.742188 1652291904.4080
MEM 4811.742188 1652291904.5085
MEM 4811.742188 1652291904.6089
MEM 4811.742188 1652291904.7095
MEM 4811.742188 1652291904.8099
MEM 4811.742188 1652291904.9104
MEM 4811.742188 1652291905.0109
MEM 4811.722656 1652291905.1114
MEM 4811.722656 1652291905.2118
MEM 4811.722656 1652291905.3123
MEM 4811.722656 1652291905.4128
MEM 4811.722656 1652291905.5133
MEM 4811.722656 1652291905.6136
MEM 4811.722656 1652291905.7140
MEM 4811.722656 1652291905.8145
MEM 4811.722656 1652291905.9151
MEM 4811.722656 1652291906.0156
MEM 4811.730469 1652291906.1162
MEM 4811.730469 1652291906.2166
MEM 4811.730469 1652291906.3171
MEM 4811.730469 1652291906.4177
MEM 4811.730469 1652291906.5182
MEM 4811.730469 1652291906.6188
MEM 4811.730469 1652291906.7193
MEM 4812.242188 1652291906.8198
MEM 4812.242188 1652291906.9203
MEM 4811.988281 1652291907.0209
MEM 4811.976562 1652291907.1214
MEM 4811.945312 1652291907.2219
MEM 4811.925781 1652291907.3225
MEM 4811.894531 1652291907.4230
MEM 4811.832031 1652291907.5235
MEM 4811.554688 1652291907.6240
MEM 4811.554688 1652291907.7246
MEM 4811.554688 1652291907.8250
MEM 4811.554688 1652291907.9253
MEM 4811.554688 1652291908.0258
MEM 4811.554688 1652291908.1264
MEM 4811.531250 1652291908.2269
MEM 4811.531250 1652291908.3274
MEM 4811.531250 1652291908.4278
MEM 4811.531250 1652291908.5282
MEM 4811.531250 1652291908.6287
MEM 4811.531250 1652291908.7291
MEM 4811.531250 1652291908.8296
MEM 4811.531250 1652291908.9300
MEM 4811.531250 1652291909.0308
MEM 4811.531250 1652291909.1313
MEM 4811.535156 1652291909.2317
MEM 4811.535156 1652291909.3321
MEM 4811.535156 1652291909.4326
MEM 4811.535156 1652291909.5330
MEM 4811.535156 1652291909.6336
MEM 4811.535156 1652291909.7340
MEM 4812.046875 1652291909.8345
MEM 4812.046875 1652291909.9351
MEM 4812.066406 1652291910.0358
MEM 4812.035156 1652291910.1363
MEM 4812.023438 1652291910.2368
MEM 4812.011719 1652291910.3373
MEM 4811.972656 1652291910.4378
MEM 4811.960938 1652291910.5382
MEM 4816.007812 1652291910.6387
MEM 4816.007812 1652291910.7392
MEM 4816.007812 1652291910.8396
MEM 4816.007812 1652291910.9401
MEM 4816.007812 1652291911.0405
MEM 4816.007812 1652291911.1410
MEM 4816.007812 1652291911.2415
MEM 4815.988281 1652291911.3420
MEM 4815.988281 1652291911.4423
MEM 4815.988281 1652291911.5427
MEM 4815.988281 1652291911.6432
MEM 4815.988281 1652291911.7436
MEM 4815.988281 1652291911.8441
MEM 4815.988281 1652291911.9445
MEM 4815.988281 1652291912.0450
MEM 4815.988281 1652291912.1455
MEM 4815.988281 1652291912.2462
MEM 4816.152344 1652291912.3467
MEM 4816.152344 1652291912.4472
MEM 4816.152344 1652291912.5476
MEM 4816.152344 1652291912.6480
MEM 4816.152344 1652291912.7485
MEM 4816.152344 1652291912.8490
MEM 4816.152344 1652291912.9494
MEM 4816.152344 1652291913.0499
MEM 4816.664062 1652291913.1504
MEM 4816.425781 1652291913.2508
MEM 4816.414062 1652291913.3514
MEM 4816.410156 1652291913.4519
MEM 4816.363281 1652291913.5525
MEM 4816.351562 1652291913.6532
MEM 4816.316406 1652291913.7538
MEM 4816.300781 1652291913.8544
MEM 4815.984375 1652291913.9547
MEM 4815.984375 1652291914.0553
MEM 4815.984375 1652291914.1557
MEM 4815.984375 1652291914.2562
MEM 4815.984375 1652291914.3566
MEM 4815.984375 1652291914.4572
MEM 4815.964844 1652291914.5577
MEM 4815.964844 1652291914.6582
MEM 4815.964844 1652291914.7586
MEM 4815.964844 1652291914.8592
MEM 4815.964844 1652291914.9596
MEM 4815.964844 1652291915.0601
MEM 4815.964844 1652291915.1606
MEM 4815.964844 1652291915.2610
MEM 4815.964844 1652291915.3615
MEM 4815.964844 1652291915.4620
MEM 4815.964844 1652291915.5625
MEM 4815.964844 1652291915.6630
MEM 4815.964844 1652291915.7635
MEM 4815.964844 1652291915.8639
MEM 4815.964844 1652291915.9645
MEM 4815.964844 1652291916.0652
MEM 4815.964844 1652291916.1658
MEM 4815.964844 1652291916.2664
MEM 4816.476562 1652291916.3668
MEM 4816.476562 1652291916.4672
MEM 4816.476562 1652291916.5676
MEM 4816.226562 1652291916.6681
MEM 4816.214844 1652291916.7686
MEM 4816.191406 1652291916.8692
MEM 4816.160156 1652291916.9697
MEM 4816.148438 1652291917.0702
MEM 4818.179688 1652291917.1707
MEM 4817.859375 1652291917.2712
MEM 4817.859375 1652291917.3717
MEM 4817.859375 1652291917.4721
MEM 4817.859375 1652291917.5726
MEM 4817.859375 1652291917.6730
MEM 4817.859375 1652291917.7735
MEM 4817.859375 1652291917.8740
MEM 4817.835938 1652291917.9745
MEM 4817.835938 1652291918.0750
MEM 4817.835938 1652291918.1755
MEM 4818.316406 1652291918.2762
MEM 4819.136719 1652291918.3766
MEM 4819.464844 1652291918.4771
MEM 4819.464844 1652291918.5775
MEM 4819.464844 1652291918.6781
MEM 4819.464844 1652291918.7786
MEM 4819.464844 1652291918.8792
MEM 4819.464844 1652291918.9798
MEM 4819.464844 1652291919.0805
MEM 4819.464844 1652291919.1811
MEM 4819.464844 1652291919.2815
MEM 4819.464844 1652291919.3819
MEM 4819.464844 1652291919.4824
MEM 4819.464844 1652291919.5828
