CMDLINE /usr/bin/python3 scripts/AE-SVM-TARA.py
MEM 4000.718750 1652289536.2440
MEM 4000.718750 1652289536.3444
MEM 4000.718750 1652289536.4448
MEM 4000.718750 1652289536.5454
MEM 4000.718750 1652289536.6459
MEM 4000.718750 1652289536.7466
MEM 4000.718750 1652289536.8471
MEM 4000.718750 1652289536.9477
MEM 4000.718750 1652289537.0480
MEM 4000.718750 1652289537.1486
MEM 4004.320312 1652289537.2491
MEM 4004.320312 1652289537.3497
MEM 4004.320312 1652289537.4502
MEM 4004.320312 1652289537.5508
MEM 4004.320312 1652289537.6513
MEM 4004.320312 1652289537.7518
MEM 4004.320312 1652289537.8523
MEM 4004.832031 1652289537.9528
MEM 4004.832031 1652289538.0533
MEM 4007.945312 1652289538.1538
MEM 4010.492188 1652289538.2545
MEM 4010.472656 1652289538.3550
MEM 4010.460938 1652289538.4555
MEM 4010.425781 1652289538.5560
MEM 4010.410156 1652289538.6566
MEM 4010.398438 1652289538.7575
MEM 4010.523438 1652289538.8580
MEM 4010.523438 1652289538.9584
MEM 4010.523438 1652289539.0593
MEM 4010.523438 1652289539.1598
MEM 4010.523438 1652289539.2604
MEM 4010.523438 1652289539.3608
MEM 4010.503906 1652289539.4613
MEM 4010.503906 1652289539.5617
MEM 4010.503906 1652289539.6623
MEM 4010.503906 1652289539.7628
MEM 4010.503906 1652289539.8633
MEM 4010.503906 1652289539.9638
MEM 4010.503906 1652289540.0643
MEM 4010.503906 1652289540.1646
MEM 4010.503906 1652289540.2651
MEM 4010.503906 1652289540.3656
MEM 4010.503906 1652289540.4662
MEM 4010.503906 1652289540.5666
MEM 4010.503906 1652289540.6669
MEM 4010.503906 1652289540.7673
MEM 4010.503906 1652289540.8677
MEM 4010.503906 1652289540.9683
MEM 4011.015625 1652289541.0688
MEM 4011.015625 1652289541.1693
MEM 4010.765625 1652289541.2698
MEM 4013.835938 1652289541.3704
MEM 4013.808594 1652289541.4713
MEM 4013.785156 1652289541.5718
MEM 4013.757812 1652289541.6726
MEM 4013.742188 1652289541.7733
MEM 4013.597656 1652289541.8738
MEM 4013.597656 1652289541.9743
MEM 4013.597656 1652289542.0748
MEM 3907.085938 1652289542.1752
MEM 3872.796875 1652289542.2757
MEM 3873.453125 1652289542.3766
MEM 3829.246094 1652289542.4770
MEM 3829.246094 1652289542.5776
MEM 3829.246094 1652289542.6781
MEM 3829.246094 1652289542.7785
MEM 3829.246094 1652289542.8791
MEM 3829.246094 1652289542.9796
MEM 3829.480469 1652289543.0802
MEM 3829.480469 1652289543.1807
MEM 3829.480469 1652289543.2811
MEM 3829.480469 1652289543.3816
MEM 3829.480469 1652289543.4821
MEM 3829.480469 1652289543.5825
MEM 3829.480469 1652289543.6831
MEM 3829.480469 1652289543.7836
MEM 3829.480469 1652289543.8841
MEM 3829.480469 1652289543.9847
MEM 3829.480469 1652289544.0874
MEM 3829.480469 1652289544.1879
MEM 3842.066406 1652289544.2884
MEM 3842.066406 1652289544.3888
MEM 3842.066406 1652289544.4892
MEM 3842.066406 1652289544.5897
MEM 3842.066406 1652289544.6903
MEM 3842.066406 1652289544.7910
MEM 3842.066406 1652289544.8915
MEM 3842.066406 1652289544.9922
MEM 3842.578125 1652289545.0926
MEM 3842.578125 1652289545.1934
MEM 3861.632812 1652289545.2940
MEM 3861.613281 1652289545.3946
MEM 3861.585938 1652289545.4950
MEM 3862.085938 1652289545.5956
MEM 3862.054688 1652289545.6963
MEM 3862.035156 1652289545.7967
MEM 3862.078125 1652289545.8974
MEM 3862.078125 1652289545.9979
MEM 3862.078125 1652289546.0983
MEM 3862.078125 1652289546.1986
MEM 3862.078125 1652289546.2995
MEM 3862.078125 1652289546.4002
MEM 3862.078125 1652289546.5009
MEM 3862.078125 1652289546.6014
MEM 3862.078125 1652289546.7019
MEM 3862.062500 1652289546.8024
MEM 3862.062500 1652289546.9028
MEM 3862.062500 1652289547.0032
MEM 3862.062500 1652289547.1036
MEM 3862.062500 1652289547.2040
MEM 3862.062500 1652289547.3046
MEM 3862.062500 1652289547.4053
MEM 3862.039062 1652289547.5060
MEM 3862.039062 1652289547.6066
MEM 3862.039062 1652289547.7071
MEM 3862.039062 1652289547.8077
MEM 3862.039062 1652289547.9082
MEM 3862.039062 1652289548.0088
MEM 3862.039062 1652289548.1093
MEM 3862.039062 1652289548.2102
MEM 3862.039062 1652289548.3108
MEM 3862.039062 1652289548.4113
MEM 3871.046875 1652289548.5121
MEM 3874.914062 1652289548.6125
MEM 3874.914062 1652289548.7131
MEM 3874.914062 1652289548.8134
MEM 3874.914062 1652289548.9138
MEM 3874.914062 1652289549.0144
MEM 3874.914062 1652289549.1148
MEM 3875.425781 1652289549.2152
MEM 3875.425781 1652289549.3158
MEM 3880.843750 1652289549.4162
MEM 3880.812500 1652289549.5167
MEM 3880.785156 1652289549.6171
MEM 3880.781250 1652289549.7176
MEM 3880.738281 1652289549.8180
MEM 3880.726562 1652289549.9186
MEM 3880.726562 1652289550.0190
MEM 3880.726562 1652289550.1194
MEM 3880.726562 1652289550.2198
MEM 3880.726562 1652289550.3203
MEM 3880.726562 1652289550.4210
MEM 3880.703125 1652289550.5216
MEM 3880.703125 1652289550.6222
MEM 3880.703125 1652289550.7227
MEM 3880.703125 1652289550.8234
MEM 3880.703125 1652289550.9239
MEM 3880.703125 1652289551.0243
MEM 3880.703125 1652289551.1248
MEM 3880.703125 1652289551.2253
MEM 3880.703125 1652289551.3262
MEM 3880.703125 1652289551.4267
MEM 3880.703125 1652289551.5272
MEM 3880.703125 1652289551.6277
MEM 3880.703125 1652289551.7281
MEM 3880.703125 1652289551.8286
MEM 3880.703125 1652289551.9290
MEM 3880.703125 1652289552.0295
MEM 3880.703125 1652289552.1300
MEM 3880.703125 1652289552.2304
MEM 3881.214844 1652289552.3309
MEM 3881.214844 1652289552.4313
MEM 3880.976562 1652289552.5321
MEM 3883.277344 1652289552.6327
MEM 3883.261719 1652289552.7333
MEM 3883.230469 1652289552.8338
MEM 3883.195312 1652289552.9342
MEM 3883.179688 1652289553.0353
MEM 3883.156250 1652289553.1358
MEM 3882.917969 1652289553.2363
MEM 3882.917969 1652289553.3367
MEM 3882.917969 1652289553.4372
MEM 3882.917969 1652289553.5377
MEM 3882.917969 1652289553.6383
MEM 3882.917969 1652289553.7388
MEM 3882.898438 1652289553.8393
MEM 3882.898438 1652289553.9397
MEM 3882.898438 1652289554.0402
MEM 3882.898438 1652289554.1406
MEM 3882.898438 1652289554.2413
MEM 3882.898438 1652289554.3419
MEM 3882.898438 1652289554.4425
MEM 3882.898438 1652289554.5430
MEM 3882.898438 1652289554.6435
MEM 3882.898438 1652289554.7441
MEM 3882.898438 1652289554.8445
MEM 3882.898438 1652289554.9451
MEM 3882.898438 1652289555.0457
MEM 3882.898438 1652289555.1462
MEM 3882.898438 1652289555.2467
MEM 3882.898438 1652289555.3472
MEM 3882.898438 1652289555.4477
MEM 3882.898438 1652289555.5482
MEM 3882.898438 1652289555.6488
MEM 3883.410156 1652289555.7493
MEM 3883.171875 1652289555.8498
MEM 3884.164062 1652289555.9505
MEM 3884.132812 1652289556.0510
MEM 3884.121094 1652289556.1519
MEM 3884.101562 1652289556.2524
MEM 3884.074219 1652289556.3530
MEM 3884.054688 1652289556.4535
MEM 3883.789062 1652289556.5545
MEM 3883.789062 1652289556.6549
MEM 3883.789062 1652289556.7554
MEM 3883.789062 1652289556.8560
MEM 3883.789062 1652289556.9564
MEM 3883.789062 1652289557.0570
MEM 3883.765625 1652289557.1575
MEM 3883.765625 1652289557.2581
MEM 3883.765625 1652289557.3586
MEM 3883.765625 1652289557.4591
MEM 3883.765625 1652289557.5597
MEM 3883.765625 1652289557.6601
MEM 3883.765625 1652289557.7605
MEM 3883.765625 1652289557.8610
MEM 3883.765625 1652289557.9614
MEM 3883.765625 1652289558.0618
MEM 3883.765625 1652289558.1624
MEM 3885.546875 1652289558.2628
MEM 3885.546875 1652289558.3633
MEM 3885.546875 1652289558.4637
MEM 3885.546875 1652289558.5642
MEM 3885.546875 1652289558.6646
MEM 3885.546875 1652289558.7651
MEM 3885.546875 1652289558.8656
MEM 3886.058594 1652289558.9661
MEM 3885.820312 1652289559.0668
MEM 3885.808594 1652289559.1675
MEM 3885.789062 1652289559.2679
MEM 3885.761719 1652289559.3684
MEM 3885.742188 1652289559.4689
MEM 3887.000000 1652289559.5694
MEM 3886.988281 1652289559.6699
MEM 3886.671875 1652289559.7703
MEM 3886.671875 1652289559.8708
MEM 3886.671875 1652289559.9712
MEM 3886.671875 1652289560.0717
MEM 3886.671875 1652289560.1723
MEM 3886.671875 1652289560.2728
MEM 3886.671875 1652289560.3738
MEM 3886.648438 1652289560.4746
MEM 3886.648438 1652289560.5752
MEM 3886.648438 1652289560.6756
MEM 3886.648438 1652289560.7761
MEM 3886.648438 1652289560.8766
MEM 3886.648438 1652289560.9773
MEM 3886.648438 1652289561.0777
MEM 3886.648438 1652289561.1782
MEM 3886.648438 1652289561.2787
MEM 3886.648438 1652289561.3800
MEM 3886.648438 1652289561.4805
MEM 3886.648438 1652289561.5811
MEM 3886.648438 1652289561.6816
MEM 3886.648438 1652289561.7824
MEM 3886.648438 1652289561.8830
MEM 3886.648438 1652289561.9835
MEM 3886.648438 1652289562.0841
MEM 3886.648438 1652289562.1846
MEM 3886.648438 1652289562.2852
MEM 3887.160156 1652289562.3857
MEM 3887.160156 1652289562.4863
MEM 3888.722656 1652289562.5869
MEM 3893.863281 1652289562.6872
MEM 3893.828125 1652289562.7877
MEM 3893.812500 1652289562.8883
MEM 3893.800781 1652289562.9887
MEM 3893.769531 1652289563.0891
MEM 3893.753906 1652289563.1895
MEM 3893.730469 1652289563.2900
MEM 3893.730469 1652289563.3906
MEM 3893.730469 1652289563.4912
MEM 3893.730469 1652289563.5916
MEM 3893.730469 1652289563.6921
MEM 3893.730469 1652289563.7929
MEM 3893.730469 1652289563.8933
MEM 3893.707031 1652289563.9938
MEM 3893.707031 1652289564.0945
MEM 3893.707031 1652289564.1951
MEM 3893.707031 1652289564.2956
MEM 3893.707031 1652289564.3960
MEM 3893.707031 1652289564.4966
MEM 3893.707031 1652289564.5971
MEM 3893.707031 1652289564.6976
MEM 3893.707031 1652289564.7982
MEM 3893.707031 1652289564.8988
MEM 3893.707031 1652289564.9994
MEM 3893.707031 1652289565.1001
MEM 3893.964844 1652289565.2006
MEM 3893.964844 1652289565.3012
MEM 3893.964844 1652289565.4017
MEM 3893.964844 1652289565.5022
MEM 3893.964844 1652289565.6027
MEM 3893.964844 1652289565.7032
MEM 3893.964844 1652289565.8036
MEM 3893.964844 1652289565.9045
MEM 3894.476562 1652289566.0050
MEM 3894.476562 1652289566.1056
MEM 3894.238281 1652289566.2061
MEM 3894.222656 1652289566.3065
MEM 3895.738281 1652289566.4073
MEM 3895.730469 1652289566.5079
MEM 3896.480469 1652289566.6087
MEM 3896.472656 1652289566.7091
MEM 3899.031250 1652289566.8101
MEM 3898.699219 1652289566.9105
MEM 3898.699219 1652289567.0110
MEM 3898.699219 1652289567.1115
MEM 3898.699219 1652289567.2121
MEM 3898.699219 1652289567.3125
MEM 3898.699219 1652289567.4130
MEM 3898.699219 1652289567.5134
MEM 3898.675781 1652289567.6138
MEM 3898.675781 1652289567.7143
MEM 3898.675781 1652289567.8147
MEM 3898.675781 1652289567.9153
MEM 3898.675781 1652289568.0157
MEM 3898.675781 1652289568.1162
MEM 3898.675781 1652289568.2166
MEM 3898.675781 1652289568.3172
MEM 3898.675781 1652289568.4177
MEM 3898.675781 1652289568.5181
MEM 3898.675781 1652289568.6185
MEM 3898.675781 1652289568.7190
MEM 3898.675781 1652289568.8193
MEM 3898.675781 1652289568.9198
MEM 3898.675781 1652289569.0203
MEM 3898.675781 1652289569.1208
MEM 3899.187500 1652289569.2213
MEM 3899.187500 1652289569.3218
MEM 3898.937500 1652289569.4223
MEM 3900.203125 1652289569.5227
MEM 3900.171875 1652289569.6232
MEM 3900.152344 1652289569.7239
MEM 3900.136719 1652289569.8247
MEM 3900.105469 1652289569.9253
MEM 3899.804688 1652289570.0276
MEM 3899.804688 1652289570.1281
MEM 3899.804688 1652289570.2289
MEM 3899.804688 1652289570.3297
MEM 3899.804688 1652289570.4301
MEM 3899.804688 1652289570.5307
MEM 3899.804688 1652289570.6313
MEM 3899.781250 1652289570.7320
MEM 3899.781250 1652289570.8324
MEM 3899.781250 1652289570.9328
MEM 3899.781250 1652289571.0334
MEM 3899.781250 1652289571.1340
MEM 3899.781250 1652289571.2344
MEM 3899.781250 1652289571.3350
MEM 3899.781250 1652289571.4357
MEM 3899.781250 1652289571.5362
MEM 3899.781250 1652289571.6367
MEM 3899.781250 1652289571.7372
MEM 3899.781250 1652289571.8380
MEM 3899.781250 1652289571.9387
MEM 3899.781250 1652289572.0392
MEM 3899.781250 1652289572.1398
MEM 3899.781250 1652289572.2403
MEM 3899.781250 1652289572.3408
MEM 3899.781250 1652289572.4415
MEM 3899.781250 1652289572.5423
MEM 3900.292969 1652289572.6428
MEM 3900.292969 1652289572.7434
MEM 3901.601562 1652289572.8439
MEM 3901.582031 1652289572.9444
MEM 3901.554688 1652289573.0449
MEM 3901.535156 1652289573.1454
MEM 3901.519531 1652289573.2459
MEM 3901.488281 1652289573.3465
MEM 3901.476562 1652289573.4470
MEM 3901.316406 1652289573.5477
MEM 3901.316406 1652289573.6482
MEM 3901.316406 1652289573.7487
MEM 3901.316406 1652289573.8492
MEM 3901.316406 1652289573.9501
MEM 3901.316406 1652289574.0505
MEM 3901.316406 1652289574.1512
MEM 3901.292969 1652289574.2517
MEM 3901.292969 1652289574.3521
MEM 3901.292969 1652289574.4524
MEM 3901.292969 1652289574.5530
MEM 3901.292969 1652289574.6536
MEM 3901.292969 1652289574.7541
MEM 3901.292969 1652289574.8547
MEM 3901.292969 1652289574.9554
MEM 3901.292969 1652289575.0560
MEM 3901.292969 1652289575.1565
MEM 3708.968750 1652289575.2570
MEM 3709.632812 1652289575.3575
MEM 3710.109375 1652289575.4581
MEM 3710.109375 1652289575.5587
MEM 3710.109375 1652289575.6592
MEM 3710.109375 1652289575.7598
MEM 3710.109375 1652289575.8603
MEM 3710.109375 1652289575.9613
MEM 3711.398438 1652289576.0621
MEM 3711.398438 1652289576.1626
MEM 3711.398438 1652289576.2630
MEM 3711.398438 1652289576.3635
MEM 3711.398438 1652289576.4641
MEM 3711.398438 1652289576.5646
MEM 3711.398438 1652289576.6650
MEM 3711.652344 1652289576.7655
MEM 3711.652344 1652289576.8661
MEM 3711.425781 1652289576.9666
MEM 3711.406250 1652289577.0672
MEM 3712.667969 1652289577.1679
MEM 3712.652344 1652289577.2684
MEM 3715.968750 1652289577.3688
MEM 3715.957031 1652289577.4695
MEM 3715.605469 1652289577.5699
MEM 3715.605469 1652289577.6705
MEM 3715.605469 1652289577.7709
MEM 3715.605469 1652289577.8713
MEM 3715.605469 1652289577.9718
MEM 3715.605469 1652289578.0723
MEM 3715.582031 1652289578.1726
MEM 3715.582031 1652289578.2731
MEM 3715.582031 1652289578.3736
MEM 3715.582031 1652289578.4741
MEM 3715.582031 1652289578.5746
MEM 3715.582031 1652289578.6749
MEM 3715.582031 1652289578.7753
MEM 3715.582031 1652289578.8757
MEM 3715.582031 1652289578.9762
MEM 3715.582031 1652289579.0766
MEM 3715.582031 1652289579.1772
MEM 3715.582031 1652289579.2776
MEM 3715.582031 1652289579.3780
MEM 3715.582031 1652289579.4786
MEM 3715.582031 1652289579.5795
MEM 3715.582031 1652289579.6800
MEM 3715.582031 1652289579.7808
MEM 3715.582031 1652289579.8813
MEM 3715.582031 1652289579.9817
MEM 3716.093750 1652289580.0825
MEM 3716.093750 1652289580.1830
MEM 3715.855469 1652289580.2838
MEM 3715.824219 1652289580.3844
MEM 3715.808594 1652289580.4849
MEM 3715.796875 1652289580.5854
MEM 3715.777344 1652289580.6862
MEM 3681.878906 1652289580.7867
MEM 3689.062500 1652289580.8872
MEM 3688.761719 1652289580.9878
MEM 3688.761719 1652289581.0884
MEM 3688.761719 1652289581.1889
MEM 3688.761719 1652289581.2894
MEM 3688.761719 1652289581.3900
MEM 3688.761719 1652289581.4905
MEM 3688.761719 1652289581.5910
MEM 3688.761719 1652289581.6915
MEM 3688.746094 1652289581.7921
MEM 3688.746094 1652289581.8925
MEM 3688.746094 1652289581.9932
MEM 3688.746094 1652289582.0939
MEM 3688.746094 1652289582.1946
MEM 3688.746094 1652289582.2952
MEM 3688.746094 1652289582.3962
MEM 3688.722656 1652289582.4966
MEM 3688.722656 1652289582.5972
MEM 3688.722656 1652289582.6977
MEM 3688.722656 1652289582.7981
MEM 3688.722656 1652289582.8989
MEM 3688.722656 1652289582.9993
MEM 3688.722656 1652289583.0997
MEM 3688.722656 1652289583.2003
MEM 3688.722656 1652289583.3010
MEM 3688.722656 1652289583.4016
MEM 3688.722656 1652289583.5021
MEM 3688.722656 1652289583.6026
MEM 3688.722656 1652289583.7032
MEM 3688.722656 1652289583.8036
MEM 3688.722656 1652289583.9040
MEM 3688.722656 1652289584.0045
MEM 3688.722656 1652289584.1052
MEM 3688.722656 1652289584.2057
MEM 3688.722656 1652289584.3062
MEM 3688.722656 1652289584.4067
MEM 3689.234375 1652289584.5073
MEM 3689.234375 1652289584.6078
MEM 3699.550781 1652289584.7084
MEM 3700.828125 1652289584.8091
MEM 3661.695312 1652289584.9096
MEM 3661.679688 1652289585.0101
MEM 3661.664062 1652289585.1107
MEM 3663.179688 1652289585.2112
MEM 3663.160156 1652289585.3118
MEM 3662.847656 1652289585.4123
MEM 3662.847656 1652289585.5128
MEM 3662.847656 1652289585.6132
MEM 3662.847656 1652289585.7137
MEM 3662.847656 1652289585.8144
MEM 3662.847656 1652289585.9148
MEM 3662.847656 1652289586.0153
MEM 3662.824219 1652289586.1159
MEM 3662.824219 1652289586.2164
MEM 3662.824219 1652289586.3168
MEM 3662.824219 1652289586.4172
MEM 3662.824219 1652289586.5177
MEM 3662.824219 1652289586.6182
MEM 3662.824219 1652289586.7186
MEM 3662.824219 1652289586.8191
MEM 3662.824219 1652289586.9196
MEM 3662.824219 1652289587.0200
MEM 3662.824219 1652289587.1206
MEM 3664.878906 1652289587.2211
MEM 3664.878906 1652289587.3216
MEM 3664.878906 1652289587.4221
MEM 3664.878906 1652289587.5225
MEM 3664.878906 1652289587.6230
MEM 3664.878906 1652289587.7234
MEM 3665.390625 1652289587.8240
MEM 3665.390625 1652289587.9244
MEM 3667.218750 1652289588.0251
MEM 3667.207031 1652289588.1256
MEM 3667.167969 1652289588.2262
MEM 3667.152344 1652289588.3268
MEM 3667.125000 1652289588.4273
MEM 3667.105469 1652289588.5277
MEM 3666.777344 1652289588.6284
MEM 3666.777344 1652289588.7288
MEM 3666.777344 1652289588.8295
MEM 3666.777344 1652289588.9301
MEM 3666.777344 1652289589.0309
MEM 3666.777344 1652289589.1315
MEM 3666.777344 1652289589.2320
MEM 3666.753906 1652289589.3326
MEM 3666.753906 1652289589.4331
MEM 3666.753906 1652289589.5336
MEM 3666.753906 1652289589.6342
MEM 3666.753906 1652289589.7348
MEM 3666.753906 1652289589.8352
MEM 3666.753906 1652289589.9356
MEM 3666.753906 1652289590.0363
MEM 3666.753906 1652289590.1367
MEM 3666.753906 1652289590.2373
MEM 3666.753906 1652289590.3380
MEM 3666.753906 1652289590.4390
MEM 3666.753906 1652289590.5397
MEM 3666.753906 1652289590.6403
MEM 3666.753906 1652289590.7409
MEM 3666.753906 1652289590.8413
MEM 3666.753906 1652289590.9419
MEM 3666.753906 1652289591.0425
MEM 3666.753906 1652289591.1430
MEM 3666.753906 1652289591.2434
MEM 3667.265625 1652289591.3441
MEM 3667.265625 1652289591.4449
MEM 3672.433594 1652289591.5456
MEM 3678.593750 1652289591.6462
MEM 3678.578125 1652289591.7468
MEM 3679.835938 1652289591.8479
MEM 3679.820312 1652289591.9484
MEM 3679.804688 1652289592.0488
MEM 3679.792969 1652289592.1494
MEM 3679.527344 1652289592.2501
MEM 3679.527344 1652289592.3508
MEM 3679.527344 1652289592.4513
MEM 3679.527344 1652289592.5519
MEM 3679.527344 1652289592.6527
MEM 3679.527344 1652289592.7532
MEM 3679.527344 1652289592.8536
MEM 3679.527344 1652289592.9542
MEM 3679.503906 1652289593.0549
MEM 3679.503906 1652289593.1555
MEM 3679.503906 1652289593.2562
MEM 3679.503906 1652289593.3568
MEM 3679.503906 1652289593.4572
MEM 3679.503906 1652289593.5575
MEM 3679.503906 1652289593.6581
MEM 3679.503906 1652289593.7587
MEM 3679.503906 1652289593.8595
MEM 3679.503906 1652289593.9601
MEM 3679.503906 1652289594.0606
MEM 3679.503906 1652289594.1612
MEM 3679.503906 1652289594.2617
MEM 3679.503906 1652289594.3622
MEM 3679.503906 1652289594.4631
MEM 3679.503906 1652289594.5636
MEM 3679.503906 1652289594.6640
MEM 3680.015625 1652289594.7647
MEM 3680.015625 1652289594.8653
MEM 3682.851562 1652289594.9658
MEM 3682.835938 1652289595.0663
MEM 3682.804688 1652289595.1668
MEM 3682.789062 1652289595.2673
MEM 3682.761719 1652289595.3677
MEM 3682.742188 1652289595.4682
MEM 3682.589844 1652289595.5687
MEM 3682.589844 1652289595.6691
MEM 3682.589844 1652289595.7696
MEM 3682.589844 1652289595.8702
MEM 3682.589844 1652289595.9708
MEM 3682.589844 1652289596.0714
MEM 3682.589844 1652289596.1718
MEM 3682.566406 1652289596.2722
MEM 3682.566406 1652289596.3727
MEM 3682.566406 1652289596.4730
MEM 3682.566406 1652289596.5735
MEM 3682.566406 1652289596.6739
MEM 3682.566406 1652289596.7744
MEM 3682.566406 1652289596.8749
MEM 3682.566406 1652289596.9753
MEM 3682.566406 1652289597.0757
MEM 3682.566406 1652289597.1761
MEM 3682.566406 1652289597.2766
MEM 3682.566406 1652289597.3770
MEM 3682.566406 1652289597.4774
MEM 3682.566406 1652289597.5779
MEM 3682.566406 1652289597.6784
MEM 3683.078125 1652289597.7788
MEM 3683.078125 1652289597.8793
MEM 3682.828125 1652289597.9797
MEM 3682.812500 1652289598.0802
MEM 3682.781250 1652289598.1806
MEM 3682.750000 1652289598.2811
MEM 3682.730469 1652289598.3815
MEM 3682.402344 1652289598.4821
MEM 3682.402344 1652289598.5825
MEM 3682.402344 1652289598.6830
MEM 3682.402344 1652289598.7835
MEM 3682.402344 1652289598.8841
MEM 3682.402344 1652289598.9849
MEM 3682.402344 1652289599.0855
MEM 3682.378906 1652289599.1863
MEM 3682.378906 1652289599.2868
MEM 3682.378906 1652289599.3872
MEM 3682.378906 1652289599.4876
MEM 3682.378906 1652289599.5883
MEM 3682.378906 1652289599.6889
MEM 3682.378906 1652289599.7893
MEM 3682.378906 1652289599.8897
MEM 3682.378906 1652289599.9904
MEM 3682.378906 1652289600.0910
MEM 3682.378906 1652289600.1915
MEM 3682.378906 1652289600.2922
MEM 3682.378906 1652289600.3928
MEM 3682.378906 1652289600.4935
MEM 3682.378906 1652289600.5941
MEM 3682.378906 1652289600.6945
MEM 3682.378906 1652289600.7951
MEM 3682.378906 1652289600.8955
MEM 3682.890625 1652289600.9960
MEM 3682.890625 1652289601.0964
MEM 3683.402344 1652289601.1971
MEM 3683.386719 1652289601.2978
MEM 3683.867188 1652289601.3982
MEM 3683.847656 1652289601.4987
MEM 3683.824219 1652289601.5992
MEM 3683.800781 1652289601.6997
MEM 3683.500000 1652289601.8003
MEM 3683.500000 1652289601.9007
MEM 3683.500000 1652289602.0012
MEM 3683.500000 1652289602.1023
MEM 3683.500000 1652289602.2028
MEM 3683.500000 1652289602.3033
MEM 3683.500000 1652289602.4039
MEM 3683.476562 1652289602.5047
MEM 3683.476562 1652289602.6054
MEM 3683.476562 1652289602.7060
MEM 3683.476562 1652289602.8066
MEM 3683.476562 1652289602.9072
MEM 3683.476562 1652289603.0077
MEM 3683.476562 1652289603.1085
MEM 3683.476562 1652289603.2090
MEM 3683.476562 1652289603.3098
MEM 3683.476562 1652289603.4103
MEM 3683.476562 1652289603.5108
MEM 3683.476562 1652289603.6113
MEM 3683.476562 1652289603.7118
MEM 3683.476562 1652289603.8123
MEM 3683.476562 1652289603.9129
MEM 3683.476562 1652289604.0135
MEM 3683.476562 1652289604.1139
MEM 3683.988281 1652289604.2144
MEM 3683.988281 1652289604.3149
MEM 3683.750000 1652289604.4156
MEM 3683.734375 1652289604.5161
MEM 3683.707031 1652289604.6166
MEM 3683.691406 1652289604.7172
MEM 3683.660156 1652289604.8177
MEM 3683.644531 1652289604.9184
MEM 3683.625000 1652289605.0191
MEM 3683.312500 1652289605.1197
MEM 3683.312500 1652289605.2201
MEM 3683.312500 1652289605.3213
MEM 3683.312500 1652289605.4219
MEM 3683.312500 1652289605.5224
MEM 3683.312500 1652289605.6230
MEM 3683.289062 1652289605.7236
MEM 3683.289062 1652289605.8240
MEM 3683.289062 1652289605.9245
MEM 3683.289062 1652289606.0249
MEM 3683.289062 1652289606.1253
MEM 3683.289062 1652289606.2258
MEM 3683.289062 1652289606.3262
MEM 3683.289062 1652289606.4268
MEM 3683.289062 1652289606.5275
MEM 3683.289062 1652289606.6281
MEM 3683.539062 1652289606.7285
MEM 3683.539062 1652289606.8291
MEM 3683.539062 1652289606.9296
MEM 3683.539062 1652289607.0302
MEM 3683.539062 1652289607.1307
MEM 3683.539062 1652289607.2312
MEM 3684.050781 1652289607.3316
MEM 3684.050781 1652289607.4321
MEM 3687.929688 1652289607.5326
MEM 3692.539062 1652289607.6330
MEM 3692.511719 1652289607.7335
MEM 3692.496094 1652289607.8343
MEM 3692.460938 1652289607.9350
MEM 3692.449219 1652289608.0356
MEM 3692.332031 1652289608.1364
MEM 3692.332031 1652289608.2368
MEM 3692.332031 1652289608.3372
MEM 3692.332031 1652289608.4376
MEM 3692.332031 1652289608.5381
MEM 3692.332031 1652289608.6385
MEM 3692.332031 1652289608.7389
MEM 3692.332031 1652289608.8394
MEM 3692.332031 1652289608.9400
MEM 3693.109375 1652289609.0405
MEM 3694.085938 1652289609.1413
MEM 3694.085938 1652289609.2418
MEM 3693.796875 1652289609.3436
MEM 3693.796875 1652289609.4442
MEM 3693.796875 1652289609.5447
MEM 3693.796875 1652289609.6451
MEM 3693.796875 1652289609.7455
MEM 3693.796875 1652289609.8461
MEM 3693.796875 1652289609.9466
MEM 3693.796875 1652289610.0470
MEM 3693.796875 1652289610.1475
MEM 3693.796875 1652289610.2480
MEM 3693.796875 1652289610.3484
MEM 3693.796875 1652289610.4488
MEM 3693.796875 1652289610.5493
MEM 3693.796875 1652289610.6498
MEM 3693.796875 1652289610.7503
MEM 3693.796875 1652289610.8510
MEM 3693.796875 1652289610.9515
MEM 3693.796875 1652289611.0520
MEM 3694.308594 1652289611.1524
MEM 3694.308594 1652289611.2529
MEM 3694.074219 1652289611.3535
MEM 3694.070312 1652289611.4540
MEM 3694.027344 1652289611.5545
MEM 3694.011719 1652289611.6550
MEM 3693.992188 1652289611.7555
MEM 3693.960938 1652289611.8559
MEM 3693.949219 1652289611.9565
MEM 3693.644531 1652289612.0572
MEM 3693.644531 1652289612.1577
MEM 3693.644531 1652289612.2583
MEM 3693.644531 1652289612.3590
MEM 3693.644531 1652289612.4596
MEM 3693.644531 1652289612.5600
MEM 3693.644531 1652289612.6607
MEM 3693.644531 1652289612.7613
MEM 3693.644531 1652289612.8619
MEM 3693.628906 1652289612.9624
MEM 3693.628906 1652289613.0631
MEM 3693.628906 1652289613.1635
MEM 3693.628906 1652289613.2640
MEM 3693.628906 1652289613.3644
MEM 3693.628906 1652289613.4650
MEM 3693.628906 1652289613.5657
MEM 3693.605469 1652289613.6665
MEM 3693.605469 1652289613.7671
MEM 3693.605469 1652289613.8676
MEM 3693.605469 1652289613.9681
MEM 3693.605469 1652289614.0690
