CMDLINE /usr/bin/python3 scripts/tSNE-RF-Rhizo.py
MEM 203.574219 1652242185.4881
MEM 203.574219 1652242185.5901
MEM 203.574219 1652242185.6903
MEM 203.574219 1652242185.7906
MEM 203.574219 1652242185.8910
MEM 203.574219 1652242185.9913
MEM 203.574219 1652242186.0916
MEM 203.574219 1652242186.1919
MEM 203.574219 1652242186.2922
MEM 203.574219 1652242186.3925
MEM 203.574219 1652242186.4928
MEM 203.574219 1652242186.5930
MEM 203.574219 1652242186.6934
MEM 203.574219 1652242186.7938
MEM 203.574219 1652242186.8941
MEM 203.574219 1652242186.9944
MEM 203.574219 1652242187.0947
MEM 203.574219 1652242187.1950
MEM 203.574219 1652242187.2953
MEM 203.574219 1652242187.3957
MEM 203.574219 1652242187.4961
MEM 203.574219 1652242187.5964
MEM 203.574219 1652242187.6967
MEM 203.574219 1652242187.7970
MEM 203.574219 1652242187.8973
MEM 203.574219 1652242187.9975
MEM 203.574219 1652242188.0978
MEM 203.574219 1652242188.1982
MEM 203.574219 1652242188.2986
MEM 203.574219 1652242188.3989
MEM 203.574219 1652242188.4991
MEM 203.574219 1652242188.5994
MEM 203.574219 1652242188.6997
MEM 203.574219 1652242188.8001
MEM 203.574219 1652242188.9005
MEM 203.574219 1652242189.0008
MEM 203.574219 1652242189.1011
MEM 203.574219 1652242189.2014
MEM 203.574219 1652242189.3017
MEM 203.574219 1652242189.4020
MEM 203.574219 1652242189.5024
MEM 203.574219 1652242189.6027
MEM 203.574219 1652242189.7031
MEM 203.574219 1652242189.8034
MEM 203.574219 1652242189.9037
MEM 203.574219 1652242190.0040
MEM 203.574219 1652242190.1042
MEM 203.574219 1652242190.2046
MEM 203.574219 1652242190.3049
MEM 203.574219 1652242190.4052
MEM 203.574219 1652242190.5055
MEM 203.574219 1652242190.6058
MEM 203.574219 1652242190.7077
MEM 203.574219 1652242190.8081
MEM 203.574219 1652242190.9094
MEM 203.574219 1652242191.0112
MEM 203.574219 1652242191.1115
MEM 203.574219 1652242191.2118
MEM 203.574219 1652242191.3120
MEM 203.574219 1652242191.4123
MEM 203.574219 1652242191.5126
MEM 203.574219 1652242191.6129
MEM 203.574219 1652242191.7132
MEM 203.574219 1652242191.8136
MEM 203.574219 1652242191.9140
MEM 203.574219 1652242192.0143
MEM 203.574219 1652242192.1145
MEM 203.574219 1652242192.2148
MEM 203.574219 1652242192.3151
MEM 203.574219 1652242192.4161
MEM 203.574219 1652242192.5173
MEM 203.574219 1652242192.6201
MEM 203.574219 1652242192.7204
MEM 203.574219 1652242192.8207
MEM 203.574219 1652242192.9210
MEM 203.574219 1652242193.0213
MEM 203.574219 1652242193.1216
MEM 203.574219 1652242193.2219
MEM 203.574219 1652242193.3237
MEM 203.574219 1652242193.4240
MEM 203.574219 1652242193.5243
MEM 203.574219 1652242193.6246
MEM 203.574219 1652242193.7249
MEM 203.574219 1652242193.8252
MEM 203.574219 1652242193.9256
MEM 203.574219 1652242194.0259
MEM 203.574219 1652242194.1262
MEM 203.574219 1652242194.2265
MEM 203.574219 1652242194.3268
MEM 203.574219 1652242194.4271
MEM 203.574219 1652242194.5281
MEM 203.574219 1652242194.6285
MEM 203.574219 1652242194.7288
MEM 203.574219 1652242194.8291
MEM 203.574219 1652242194.9294
MEM 203.574219 1652242195.0311
MEM 203.574219 1652242195.1314
MEM 203.574219 1652242195.2316
MEM 203.574219 1652242195.3319
MEM 203.574219 1652242195.4323
MEM 203.574219 1652242195.5326
MEM 203.574219 1652242195.6329
MEM 203.574219 1652242195.7332
MEM 203.574219 1652242195.8335
MEM 203.574219 1652242195.9337
MEM 203.574219 1652242196.0341
MEM 203.574219 1652242196.1345
MEM 203.574219 1652242196.2349
MEM 203.574219 1652242196.3351
MEM 203.574219 1652242196.4354
MEM 203.574219 1652242196.5357
MEM 203.574219 1652242196.6360
MEM 203.574219 1652242196.7363
MEM 203.574219 1652242196.8365
MEM 203.574219 1652242196.9369
MEM 203.574219 1652242197.0372
MEM 203.574219 1652242197.1376
MEM 203.574219 1652242197.2378
MEM 203.574219 1652242197.3381
MEM 203.574219 1652242197.4384
MEM 203.574219 1652242197.5387
MEM 203.574219 1652242197.6396
MEM 203.574219 1652242197.7401
MEM 203.574219 1652242197.8404
MEM 203.574219 1652242197.9406
MEM 203.574219 1652242198.0409
MEM 203.574219 1652242198.1412
MEM 203.574219 1652242198.2415
MEM 203.574219 1652242198.3418
MEM 203.574219 1652242198.4422
MEM 203.574219 1652242198.5425
MEM 203.574219 1652242198.6428
MEM 203.574219 1652242198.7431
MEM 203.574219 1652242198.8433
MEM 203.574219 1652242198.9436
MEM 203.574219 1652242199.0469
MEM 203.574219 1652242199.1492
MEM 203.574219 1652242199.2495
MEM 203.574219 1652242199.3497
MEM 203.574219 1652242199.4500
MEM 203.574219 1652242199.5511
MEM 203.574219 1652242199.6513
MEM 203.574219 1652242199.7516
MEM 203.574219 1652242199.8519
MEM 203.574219 1652242199.9522
MEM 203.574219 1652242200.0525
MEM 203.574219 1652242200.1527
MEM 203.574219 1652242200.2530
MEM 203.574219 1652242200.3533
MEM 203.574219 1652242200.4535
MEM 203.574219 1652242200.5538
MEM 203.574219 1652242200.6541
MEM 203.574219 1652242200.7544
MEM 203.574219 1652242200.8546
MEM 203.574219 1652242200.9549
MEM 203.574219 1652242201.0551
MEM 203.574219 1652242201.1572
MEM 203.574219 1652242201.2575
MEM 203.574219 1652242201.3577
MEM 203.574219 1652242201.4580
MEM 203.574219 1652242201.5582
MEM 203.574219 1652242201.6590
MEM 203.574219 1652242201.7593
MEM 203.574219 1652242201.8595
MEM 203.574219 1652242201.9598
MEM 203.574219 1652242202.0601
MEM 203.574219 1652242202.1604
MEM 203.574219 1652242202.2607
MEM 203.574219 1652242202.3609
MEM 203.574219 1652242202.4612
MEM 203.574219 1652242202.5615
MEM 203.574219 1652242202.6618
MEM 203.574219 1652242202.7637
MEM 203.574219 1652242202.8640
MEM 203.574219 1652242202.9643
MEM 203.574219 1652242203.0645
MEM 203.574219 1652242203.1648
MEM 203.574219 1652242203.2651
MEM 203.574219 1652242203.3653
MEM 203.574219 1652242203.4657
MEM 203.574219 1652242203.5668
MEM 203.574219 1652242203.6671
MEM 203.574219 1652242203.7674
MEM 203.574219 1652242203.8688
MEM 203.574219 1652242203.9692
MEM 203.574219 1652242204.0696
MEM 203.574219 1652242204.1699
MEM 203.574219 1652242204.2711
MEM 203.574219 1652242204.3714
MEM 203.574219 1652242204.4717
MEM 203.574219 1652242204.5720
MEM 203.574219 1652242204.6732
MEM 203.574219 1652242204.7735
MEM 203.574219 1652242204.8740
MEM 203.574219 1652242204.9744
MEM 203.574219 1652242205.0746
MEM 203.574219 1652242205.1749
MEM 203.574219 1652242205.2754
MEM 203.574219 1652242205.3757
MEM 203.574219 1652242205.4761
MEM 203.574219 1652242205.5764
MEM 203.574219 1652242205.6766
MEM 203.574219 1652242205.7774
MEM 203.574219 1652242205.8800
MEM 203.574219 1652242205.9803
MEM 203.574219 1652242206.0832
MEM 203.574219 1652242206.1835
MEM 203.574219 1652242206.2838
MEM 203.574219 1652242206.3843
MEM 203.574219 1652242206.4846
MEM 203.574219 1652242206.5850
MEM 203.574219 1652242206.6854
MEM 203.574219 1652242206.7873
MEM 203.574219 1652242206.8876
MEM 203.574219 1652242206.9879
MEM 203.574219 1652242207.0882
MEM 203.574219 1652242207.1885
MEM 203.574219 1652242207.2888
MEM 203.574219 1652242207.3892
MEM 203.574219 1652242207.4895
MEM 203.574219 1652242207.5898
MEM 203.574219 1652242207.6901
MEM 203.574219 1652242207.7904
MEM 203.574219 1652242207.8907
MEM 203.574219 1652242207.9910
MEM 203.574219 1652242208.0914
MEM 203.574219 1652242208.1917
MEM 203.574219 1652242208.2919
MEM 203.574219 1652242208.3922
MEM 203.574219 1652242208.4956
MEM 203.574219 1652242208.5958
MEM 203.574219 1652242208.6962
MEM 203.574219 1652242208.7965
MEM 203.574219 1652242208.8968
MEM 203.574219 1652242208.9971
MEM 203.574219 1652242209.0974
MEM 203.574219 1652242209.1977
MEM 203.574219 1652242209.2979
MEM 203.574219 1652242209.3982
MEM 203.574219 1652242209.4986
MEM 203.574219 1652242209.5989
MEM 203.574219 1652242209.6996
MEM 203.574219 1652242209.7999
MEM 203.574219 1652242209.9002
MEM 203.574219 1652242210.0004
MEM 203.574219 1652242210.1007
MEM 203.574219 1652242210.2017
MEM 203.574219 1652242210.3021
MEM 203.574219 1652242210.4024
MEM 203.574219 1652242210.5026
MEM 203.574219 1652242210.6029
MEM 203.574219 1652242210.7031
MEM 203.574219 1652242210.8034
MEM 203.574219 1652242210.9037
MEM 203.574219 1652242211.0040
MEM 203.574219 1652242211.1043
MEM 203.574219 1652242211.2046
MEM 203.574219 1652242211.3049
MEM 203.574219 1652242211.4052
MEM 203.574219 1652242211.5056
MEM 203.574219 1652242211.6059
MEM 203.574219 1652242211.7062
MEM 203.574219 1652242211.8066
MEM 203.574219 1652242211.9069
MEM 203.574219 1652242212.0071
MEM 203.574219 1652242212.1074
MEM 203.574219 1652242212.2077
MEM 203.574219 1652242212.3080
MEM 203.574219 1652242212.4083
MEM 203.574219 1652242212.5087
MEM 203.574219 1652242212.6090
MEM 203.574219 1652242212.7092
MEM 203.574219 1652242212.8095
MEM 203.574219 1652242212.9098
MEM 203.574219 1652242213.0100
MEM 203.574219 1652242213.1103
MEM 203.574219 1652242213.2106
MEM 203.574219 1652242213.3109
MEM 203.574219 1652242213.4112
MEM 203.574219 1652242213.5115
MEM 203.574219 1652242213.6117
MEM 203.574219 1652242213.7120
MEM 203.574219 1652242213.8123
MEM 203.574219 1652242213.9126
MEM 203.574219 1652242214.0130
MEM 203.574219 1652242214.1133
MEM 203.574219 1652242214.2136
MEM 203.574219 1652242214.3139
MEM 203.574219 1652242214.4141
MEM 203.574219 1652242214.5144
MEM 203.574219 1652242214.6147
MEM 203.574219 1652242214.7151
MEM 203.574219 1652242214.8162
MEM 203.574219 1652242214.9164
MEM 203.574219 1652242215.0167
MEM 203.574219 1652242215.1170
MEM 203.574219 1652242215.2172
MEM 203.574219 1652242215.3175
MEM 203.574219 1652242215.4178
MEM 203.574219 1652242215.5181
MEM 203.574219 1652242215.6184
MEM 203.574219 1652242215.7187
MEM 203.574219 1652242215.8198
MEM 203.574219 1652242215.9201
MEM 203.574219 1652242216.0204
MEM 203.574219 1652242216.1207
MEM 203.574219 1652242216.2220
MEM 203.574219 1652242216.3224
MEM 203.574219 1652242216.4227
MEM 203.574219 1652242216.5230
MEM 203.574219 1652242216.6256
MEM 203.574219 1652242216.7258
MEM 203.574219 1652242216.8262
MEM 203.574219 1652242216.9265
MEM 203.574219 1652242217.0268
MEM 203.574219 1652242217.1271
MEM 203.574219 1652242217.2273
MEM 203.574219 1652242217.3276
MEM 203.574219 1652242217.4278
MEM 203.574219 1652242217.5281
MEM 203.574219 1652242217.6284
MEM 203.574219 1652242217.7287
MEM 203.574219 1652242217.8291
MEM 203.574219 1652242217.9293
MEM 203.574219 1652242218.0296
MEM 203.574219 1652242218.1298
MEM 203.574219 1652242218.2301
MEM 203.574219 1652242218.3304
MEM 203.574219 1652242218.4307
MEM 203.574219 1652242218.5310
MEM 203.574219 1652242218.6312
MEM 203.574219 1652242218.7315
MEM 203.574219 1652242218.8317
MEM 203.574219 1652242218.9320
MEM 203.574219 1652242219.0323
MEM 203.574219 1652242219.1326
MEM 203.574219 1652242219.2330
MEM 203.574219 1652242219.3351
MEM 203.574219 1652242219.4354
MEM 203.574219 1652242219.5357
MEM 203.574219 1652242219.6372
MEM 203.574219 1652242219.7375
MEM 203.574219 1652242219.8378
MEM 203.574219 1652242219.9382
MEM 203.574219 1652242220.0385
MEM 203.574219 1652242220.1388
MEM 203.574219 1652242220.2391
MEM 203.574219 1652242220.3394
MEM 203.574219 1652242220.4397
MEM 203.574219 1652242220.5413
MEM 203.574219 1652242220.6417
MEM 203.574219 1652242220.7420
MEM 203.574219 1652242220.8423
MEM 203.574219 1652242220.9426
MEM 203.574219 1652242221.0429
MEM 203.574219 1652242221.1431
MEM 203.574219 1652242221.2433
MEM 203.574219 1652242221.3436
MEM 203.574219 1652242221.4440
MEM 203.574219 1652242221.5443
MEM 203.574219 1652242221.6446
MEM 203.574219 1652242221.7469
MEM 203.574219 1652242221.8472
MEM 203.574219 1652242221.9475
MEM 203.574219 1652242222.0479
MEM 203.574219 1652242222.1483
MEM 203.574219 1652242222.2493
MEM 203.574219 1652242222.3496
MEM 203.574219 1652242222.4499
MEM 203.574219 1652242222.5501
MEM 203.574219 1652242222.6504
MEM 203.574219 1652242222.7508
MEM 203.574219 1652242222.8511
MEM 203.574219 1652242222.9538
MEM 203.574219 1652242223.0541
MEM 203.574219 1652242223.1551
MEM 203.574219 1652242223.2554
MEM 203.574219 1652242223.3557
MEM 203.574219 1652242223.4576
MEM 203.574219 1652242223.5621
MEM 203.574219 1652242223.6631
MEM 203.574219 1652242223.7657
MEM 203.574219 1652242223.8660
MEM 203.574219 1652242223.9663
MEM 203.574219 1652242224.0666
MEM 203.574219 1652242224.1669
MEM 203.574219 1652242224.2671
MEM 203.574219 1652242224.3679
MEM 203.574219 1652242224.4692
MEM 203.574219 1652242224.5705
MEM 203.574219 1652242224.6707
MEM 203.574219 1652242224.7710
MEM 203.574219 1652242224.8713
MEM 203.574219 1652242224.9715
MEM 203.574219 1652242225.0718
MEM 203.574219 1652242225.1720
MEM 203.574219 1652242225.2723
MEM 203.574219 1652242225.3725
MEM 203.574219 1652242225.4728
MEM 203.574219 1652242225.5730
MEM 203.574219 1652242225.6733
MEM 203.574219 1652242225.7736
MEM 203.574219 1652242225.8738
MEM 203.574219 1652242225.9741
MEM 203.574219 1652242226.0744
MEM 203.574219 1652242226.1746
MEM 203.574219 1652242226.2749
MEM 203.574219 1652242226.3751
MEM 203.574219 1652242226.4753
MEM 203.574219 1652242226.5772
MEM 203.574219 1652242226.6775
MEM 203.574219 1652242226.7778
MEM 203.574219 1652242226.8781
MEM 203.574219 1652242226.9784
MEM 203.574219 1652242227.0786
MEM 203.574219 1652242227.1789
MEM 203.574219 1652242227.2792
MEM 203.574219 1652242227.3817
MEM 203.574219 1652242227.4820
MEM 203.574219 1652242227.5823
MEM 203.574219 1652242227.6825
MEM 203.574219 1652242227.7828
MEM 203.574219 1652242227.8845
MEM 203.574219 1652242227.9848
MEM 203.574219 1652242228.0870
MEM 203.574219 1652242228.1873
MEM 203.574219 1652242228.2878
MEM 203.574219 1652242228.3881
MEM 203.574219 1652242228.4911
MEM 203.574219 1652242228.5936
MEM 203.574219 1652242228.6939
MEM 203.574219 1652242228.7942
MEM 203.574219 1652242228.8944
MEM 203.574219 1652242228.9947
MEM 203.574219 1652242229.0949
MEM 203.574219 1652242229.1952
MEM 203.574219 1652242229.2954
MEM 203.574219 1652242229.3957
MEM 203.574219 1652242229.4960
MEM 203.574219 1652242229.5962
MEM 203.574219 1652242229.6966
MEM 203.574219 1652242229.7969
MEM 203.574219 1652242229.8972
MEM 203.574219 1652242229.9995
MEM 203.574219 1652242230.1013
MEM 203.574219 1652242230.2016
MEM 203.574219 1652242230.3019
MEM 203.574219 1652242230.4022
MEM 203.574219 1652242230.5025
MEM 203.574219 1652242230.6050
MEM 203.574219 1652242230.7053
MEM 203.574219 1652242230.8056
MEM 203.574219 1652242230.9059
MEM 203.574219 1652242231.0061
MEM 203.574219 1652242231.1098
MEM 203.574219 1652242231.2102
MEM 203.574219 1652242231.3106
MEM 203.574219 1652242231.4109
MEM 203.574219 1652242231.5111
MEM 203.574219 1652242231.6114
MEM 203.574219 1652242231.7117
MEM 203.574219 1652242231.8140
MEM 203.574219 1652242231.9143
MEM 203.574219 1652242232.0166
MEM 203.574219 1652242232.1181
MEM 203.574219 1652242232.2183
MEM 203.574219 1652242232.3186
MEM 203.574219 1652242232.4189
MEM 203.574219 1652242232.5213
MEM 203.574219 1652242232.6215
MEM 203.574219 1652242232.7218
MEM 203.574219 1652242232.8221
MEM 203.574219 1652242232.9225
MEM 203.574219 1652242233.0228
MEM 203.574219 1652242233.1231
MEM 203.574219 1652242233.2234
MEM 203.574219 1652242233.3236
MEM 203.574219 1652242233.4239
MEM 203.574219 1652242233.5242
MEM 203.574219 1652242233.6246
MEM 203.574219 1652242233.7249
MEM 203.574219 1652242233.8252
MEM 203.574219 1652242233.9254
MEM 203.574219 1652242234.0276
MEM 203.574219 1652242234.1278
MEM 203.574219 1652242234.2281
MEM 203.574219 1652242234.3284
MEM 203.574219 1652242234.4287
MEM 203.574219 1652242234.5291
MEM 203.574219 1652242234.6293
MEM 203.574219 1652242234.7296
MEM 203.574219 1652242234.8299
MEM 203.574219 1652242234.9301
MEM 203.574219 1652242235.0305
MEM 203.574219 1652242235.1308
MEM 203.574219 1652242235.2311
MEM 203.574219 1652242235.3314
MEM 203.574219 1652242235.4317
MEM 203.574219 1652242235.5320
MEM 203.574219 1652242235.6339
MEM 203.574219 1652242235.7342
MEM 203.574219 1652242235.8345
MEM 203.574219 1652242235.9348
MEM 203.574219 1652242236.0351
MEM 203.574219 1652242236.1354
MEM 203.574219 1652242236.2356
MEM 203.574219 1652242236.3359
MEM 203.574219 1652242236.4362
MEM 203.574219 1652242236.5365
MEM 203.574219 1652242236.6369
MEM 203.574219 1652242236.7390
MEM 203.574219 1652242236.8393
MEM 203.574219 1652242236.9404
MEM 203.574219 1652242237.0407
MEM 203.574219 1652242237.1410
MEM 203.574219 1652242237.2414
MEM 203.574219 1652242237.3417
MEM 203.574219 1652242237.4420
MEM 203.574219 1652242237.5423
MEM 203.574219 1652242237.6444
MEM 203.574219 1652242237.7447
MEM 203.574219 1652242237.8449
MEM 203.574219 1652242237.9452
MEM 203.574219 1652242238.0455
MEM 203.574219 1652242238.1458
MEM 203.574219 1652242238.2461
MEM 203.574219 1652242238.3464
MEM 203.574219 1652242238.4471
MEM 203.574219 1652242238.5486
MEM 203.574219 1652242238.6489
MEM 203.574219 1652242238.7493
MEM 203.574219 1652242238.8496
MEM 203.574219 1652242238.9499
MEM 203.574219 1652242239.0502
MEM 203.574219 1652242239.1505
MEM 203.574219 1652242239.2508
MEM 203.574219 1652242239.3511
MEM 203.574219 1652242239.4514
MEM 203.574219 1652242239.5517
MEM 203.574219 1652242239.6521
MEM 203.574219 1652242239.7524
MEM 203.574219 1652242239.8526
MEM 203.574219 1652242239.9529
MEM 203.574219 1652242240.0532
MEM 203.574219 1652242240.1556
MEM 203.574219 1652242240.2559
MEM 203.574219 1652242240.3563
MEM 203.574219 1652242240.4566
MEM 203.574219 1652242240.5569
MEM 203.574219 1652242240.6597
MEM 203.574219 1652242240.7600
MEM 203.574219 1652242240.8602
MEM 203.574219 1652242240.9606
MEM 203.574219 1652242241.0610
MEM 203.574219 1652242241.1613
MEM 203.574219 1652242241.2616
MEM 203.574219 1652242241.3619
MEM 203.574219 1652242241.4621
MEM 203.574219 1652242241.5624
MEM 203.574219 1652242241.6626
MEM 203.574219 1652242241.7642
MEM 203.574219 1652242241.8646
MEM 203.574219 1652242241.9649
MEM 203.574219 1652242242.0671
MEM 203.574219 1652242242.1673
MEM 203.574219 1652242242.2699
MEM 203.574219 1652242242.3701
MEM 203.574219 1652242242.4704
MEM 203.574219 1652242242.5707
MEM 203.574219 1652242242.6711
MEM 203.574219 1652242242.7714
MEM 203.574219 1652242242.8717
MEM 203.574219 1652242242.9720
MEM 203.574219 1652242243.0723
MEM 203.574219 1652242243.1725
MEM 203.574219 1652242243.2728
MEM 203.574219 1652242243.3732
MEM 203.574219 1652242243.4735
MEM 203.574219 1652242243.5738
MEM 203.574219 1652242243.6740
MEM 203.574219 1652242243.7744
MEM 203.574219 1652242243.8746
MEM 203.574219 1652242243.9750
MEM 203.574219 1652242244.0753
MEM 203.574219 1652242244.1756
MEM 203.574219 1652242244.2759
MEM 203.574219 1652242244.3762
MEM 203.574219 1652242244.4765
MEM 203.574219 1652242244.5768
MEM 203.574219 1652242244.6771
MEM 203.574219 1652242244.7774
MEM 203.574219 1652242244.8777
MEM 203.574219 1652242244.9780
MEM 203.574219 1652242245.0783
MEM 203.574219 1652242245.1785
MEM 203.574219 1652242245.2789
MEM 203.574219 1652242245.3793
MEM 203.574219 1652242245.4796
MEM 203.574219 1652242245.5799
MEM 203.574219 1652242245.6802
MEM 203.574219 1652242245.7804
MEM 203.574219 1652242245.8807
MEM 203.574219 1652242245.9811
MEM 203.574219 1652242246.0814
MEM 203.574219 1652242246.1817
MEM 203.574219 1652242246.2820
MEM 203.574219 1652242246.3823
MEM 203.574219 1652242246.4826
MEM 203.574219 1652242246.5828
MEM 203.574219 1652242246.6831
MEM 203.574219 1652242246.7853
MEM 203.574219 1652242246.8856
MEM 203.574219 1652242246.9859
MEM 203.574219 1652242247.0862
MEM 203.574219 1652242247.1865
MEM 203.574219 1652242247.2868
MEM 203.574219 1652242247.3871
MEM 203.574219 1652242247.4875
MEM 203.574219 1652242247.5894
MEM 203.574219 1652242247.6897
MEM 203.574219 1652242247.7899
MEM 203.574219 1652242247.8902
MEM 203.574219 1652242247.9905
MEM 203.574219 1652242248.0908
MEM 203.574219 1652242248.1911
MEM 203.574219 1652242248.2914
MEM 203.574219 1652242248.3935
MEM 203.574219 1652242248.4938
MEM 203.574219 1652242248.5940
MEM 203.574219 1652242248.6944
MEM 203.574219 1652242248.7947
MEM 203.574219 1652242248.8950
MEM 203.574219 1652242248.9953
MEM 203.574219 1652242249.0956
MEM 203.574219 1652242249.1959
MEM 203.574219 1652242249.2962
MEM 203.574219 1652242249.3964
MEM 203.574219 1652242249.4968
MEM 203.574219 1652242249.5971
MEM 203.574219 1652242249.6974
MEM 203.574219 1652242249.7977
MEM 203.574219 1652242249.8980
MEM 203.574219 1652242249.9982
MEM 203.574219 1652242250.0986
MEM 203.574219 1652242250.1989
MEM 203.574219 1652242250.2992
MEM 203.574219 1652242250.3995
MEM 203.574219 1652242250.4998
MEM 203.574219 1652242250.6000
MEM 203.574219 1652242250.7003
MEM 203.574219 1652242250.8005
MEM 203.574219 1652242250.9008
MEM 203.574219 1652242251.0010
MEM 203.574219 1652242251.1028
MEM 203.574219 1652242251.2030
MEM 203.574219 1652242251.3033
MEM 203.574219 1652242251.4035
MEM 203.574219 1652242251.5038
MEM 203.574219 1652242251.6041
MEM 203.574219 1652242251.7043
MEM 203.574219 1652242251.8046
MEM 203.574219 1652242251.9049
MEM 203.574219 1652242252.0051
MEM 203.574219 1652242252.1054
MEM 203.574219 1652242252.2057
MEM 203.574219 1652242252.3059
MEM 203.574219 1652242252.4062
MEM 203.574219 1652242252.5065
MEM 203.574219 1652242252.6068
MEM 203.574219 1652242252.7070
MEM 203.574219 1652242252.8073
MEM 203.574219 1652242252.9075
MEM 203.574219 1652242253.0078
MEM 203.574219 1652242253.1080
MEM 203.574219 1652242253.2083
MEM 203.574219 1652242253.3085
MEM 203.574219 1652242253.4088
MEM 203.574219 1652242253.5091
MEM 203.574219 1652242253.6094
MEM 203.574219 1652242253.7096
MEM 203.574219 1652242253.8099
MEM 203.574219 1652242253.9102
MEM 203.574219 1652242254.0104
MEM 203.574219 1652242254.1107
MEM 203.574219 1652242254.2110
MEM 203.574219 1652242254.3112
MEM 203.574219 1652242254.4115
MEM 203.574219 1652242254.5117
MEM 203.574219 1652242254.6120
MEM 203.574219 1652242254.7123
MEM 203.574219 1652242254.8125
MEM 203.574219 1652242254.9128
MEM 203.574219 1652242255.0131
MEM 203.574219 1652242255.1133
MEM 203.574219 1652242255.2136
MEM 203.574219 1652242255.3139
MEM 203.574219 1652242255.4142
MEM 203.574219 1652242255.5146
MEM 203.574219 1652242255.6149
MEM 203.574219 1652242255.7151
MEM 203.574219 1652242255.8154
MEM 203.574219 1652242255.9157
MEM 203.574219 1652242256.0160
MEM 203.574219 1652242256.1162
MEM 203.574219 1652242256.2165
MEM 203.574219 1652242256.3178
MEM 203.574219 1652242256.4181
MEM 203.574219 1652242256.5206
MEM 203.574219 1652242256.6208
MEM 203.574219 1652242256.7211
MEM 203.574219 1652242256.8214
MEM 203.574219 1652242256.9217
MEM 203.574219 1652242257.0221
MEM 203.574219 1652242257.1224
MEM 203.574219 1652242257.2227
MEM 203.574219 1652242257.3230
MEM 203.574219 1652242257.4232
MEM 203.574219 1652242257.5235
MEM 203.574219 1652242257.6238
MEM 203.574219 1652242257.7242
MEM 203.574219 1652242257.8246
MEM 203.574219 1652242257.9249
MEM 203.574219 1652242258.0251
MEM 203.574219 1652242258.1271
MEM 203.574219 1652242258.2274
MEM 203.574219 1652242258.3276
MEM 203.574219 1652242258.4280
MEM 203.574219 1652242258.5284
MEM 203.574219 1652242258.6287
MEM 203.574219 1652242258.7290
MEM 203.574219 1652242258.8293
MEM 203.574219 1652242258.9296
MEM 203.574219 1652242259.0299
MEM 203.574219 1652242259.1303
MEM 203.574219 1652242259.2306
MEM 203.574219 1652242259.3310
MEM 203.574219 1652242259.4313
MEM 203.574219 1652242259.5316
MEM 203.574219 1652242259.6319
MEM 203.574219 1652242259.7322
MEM 203.574219 1652242259.8325
MEM 203.574219 1652242259.9328
MEM 203.574219 1652242260.0332
MEM 203.574219 1652242260.1335
MEM 203.574219 1652242260.2339
MEM 203.574219 1652242260.3342
MEM 203.574219 1652242260.4344
MEM 203.574219 1652242260.5347
MEM 203.574219 1652242260.6351
MEM 203.574219 1652242260.7373
MEM 203.574219 1652242260.8376
MEM 203.574219 1652242260.9379
MEM 203.574219 1652242261.0382
MEM 203.574219 1652242261.1385
MEM 203.574219 1652242261.2388
MEM 203.574219 1652242261.3392
MEM 203.574219 1652242261.4395
MEM 203.574219 1652242261.5399
MEM 203.574219 1652242261.6402
MEM 203.574219 1652242261.7417
MEM 203.574219 1652242261.8420
MEM 203.574219 1652242261.9423
MEM 203.574219 1652242262.0427
MEM 203.574219 1652242262.1430
MEM 203.574219 1652242262.2434
MEM 203.574219 1652242262.3444
MEM 203.574219 1652242262.4447
MEM 203.574219 1652242262.5451
MEM 203.574219 1652242262.6454
MEM 203.574219 1652242262.7459
MEM 203.574219 1652242262.8462
MEM 203.574219 1652242262.9466
MEM 203.574219 1652242263.0475
MEM 203.574219 1652242263.1497
MEM 203.574219 1652242263.2501
MEM 203.574219 1652242263.3505
MEM 203.574219 1652242263.4508
MEM 203.574219 1652242263.5515
MEM 203.574219 1652242263.6518
MEM 203.574219 1652242263.7522
MEM 203.574219 1652242263.8527
MEM 203.574219 1652242263.9531
MEM 203.574219 1652242264.0534
MEM 203.574219 1652242264.1538
MEM 203.574219 1652242264.2541
MEM 203.574219 1652242264.3544
MEM 203.574219 1652242264.4547
MEM 203.574219 1652242264.5551
MEM 203.574219 1652242264.6554
MEM 203.574219 1652242264.7558
MEM 203.574219 1652242264.8562
MEM 203.574219 1652242264.9565
MEM 203.574219 1652242265.0568
MEM 203.574219 1652242265.1571
MEM 203.574219 1652242265.2574
MEM 203.574219 1652242265.3577
MEM 203.574219 1652242265.4581
MEM 203.574219 1652242265.5584
MEM 203.574219 1652242265.6587
MEM 203.574219 1652242265.7609
MEM 203.574219 1652242265.8612
MEM 203.574219 1652242265.9615
MEM 203.574219 1652242266.0618
MEM 203.574219 1652242266.1621
MEM 203.574219 1652242266.2625
MEM 203.574219 1652242266.3629
MEM 203.574219 1652242266.4631
MEM 203.574219 1652242266.5633
MEM 203.574219 1652242266.6636
MEM 203.574219 1652242266.7639
MEM 203.574219 1652242266.8643
MEM 203.574219 1652242266.9647
MEM 203.574219 1652242267.0651
MEM 203.574219 1652242267.1654
MEM 203.574219 1652242267.2657
MEM 203.574219 1652242267.3660
MEM 203.574219 1652242267.4682
MEM 203.574219 1652242267.5686
MEM 203.574219 1652242267.6689
MEM 203.574219 1652242267.7692
MEM 203.574219 1652242267.8695
