CMDLINE /usr/bin/python3 scripts/Lasso-RF-Rhizo.py
MEM 194.437500 1652241618.4734
MEM 197.015625 1652241618.5737
MEM 201.656250 1652241618.6739
MEM 201.656250 1652241618.7742
MEM 205.265625 1652241618.8746
MEM 205.265625 1652241618.9749
MEM 205.265625 1652241619.0752
MEM 205.265625 1652241619.1755
MEM 194.437500 1652241619.2758
MEM 194.437500 1652241619.3761
MEM 201.656250 1652241619.4764
MEM 201.656250 1652241619.5767
MEM 205.265625 1652241619.6770
MEM 205.265625 1652241619.7775
MEM 205.265625 1652241619.8778
MEM 194.437500 1652241619.9781
MEM 194.437500 1652241620.0784
MEM 201.914062 1652241620.1787
MEM 204.234375 1652241620.2811
MEM 205.523438 1652241620.3813
MEM 205.523438 1652241620.4816
MEM 205.523438 1652241620.5819
MEM 194.437500 1652241620.6822
MEM 194.437500 1652241620.7825
MEM 201.914062 1652241620.8829
MEM 201.914062 1652241620.9832
MEM 205.523438 1652241621.0835
MEM 205.523438 1652241621.1838
MEM 205.523438 1652241621.2841
MEM 194.437500 1652241621.3844
MEM 194.437500 1652241621.4848
MEM 201.656250 1652241621.5852
MEM 201.656250 1652241621.6856
MEM 205.265625 1652241621.7860
MEM 205.265625 1652241621.8864
MEM 205.265625 1652241621.9868
MEM 191.601562 1652241622.0871
MEM 194.437500 1652241622.1875
MEM 194.437500 1652241622.2878
MEM 201.656250 1652241622.3881
MEM 201.656250 1652241622.4885
MEM 205.265625 1652241622.5897
MEM 205.265625 1652241622.6901
MEM 205.265625 1652241622.7904
MEM 194.437500 1652241622.8920
MEM 194.437500 1652241622.9924
MEM 194.437500 1652241623.0928
MEM 201.656250 1652241623.1931
MEM 201.656250 1652241623.2935
MEM 205.265625 1652241623.3939
MEM 205.265625 1652241623.4942
MEM 193.664062 1652241623.5945
MEM 194.437500 1652241623.6949
MEM 194.437500 1652241623.7953
MEM 201.914062 1652241623.8956
MEM 201.914062 1652241623.9960
MEM 201.914062 1652241624.0964
MEM 205.523438 1652241624.1968
MEM 205.523438 1652241624.2972
MEM 205.523438 1652241624.3976
MEM 194.437500 1652241624.4979
MEM 194.437500 1652241624.5982
MEM 201.914062 1652241624.6986
MEM 205.523438 1652241624.7990
MEM 205.523438 1652241624.8993
MEM 205.523438 1652241624.9997
MEM 194.437500 1652241625.1000
MEM 194.437500 1652241625.2004
MEM 201.656250 1652241625.3007
MEM 201.656250 1652241625.4012
MEM 205.265625 1652241625.5015
MEM 205.265625 1652241625.6019
MEM 205.265625 1652241625.7022
MEM 194.437500 1652241625.8026
MEM 194.437500 1652241625.9030
MEM 194.437500 1652241626.0033
MEM 201.656250 1652241626.1037
MEM 201.656250 1652241626.2041
MEM 205.265625 1652241626.3044
MEM 205.265625 1652241626.4048
MEM 194.437500 1652241626.5051
MEM 194.437500 1652241626.6055
MEM 201.656250 1652241626.7058
MEM 201.656250 1652241626.8061
MEM 205.265625 1652241626.9065
MEM 205.265625 1652241627.0069
MEM 205.265625 1652241627.1071
MEM 194.437500 1652241627.2074
MEM 194.437500 1652241627.3078
MEM 201.914062 1652241627.4081
MEM 205.523438 1652241627.5085
MEM 205.523438 1652241627.6088
MEM 205.523438 1652241627.7091
MEM 205.523438 1652241627.8095
MEM 194.437500 1652241627.9099
MEM 194.437500 1652241628.0103
MEM 201.914062 1652241628.1106
MEM 205.523438 1652241628.2110
MEM 205.523438 1652241628.3113
MEM 205.523438 1652241628.4116
MEM 205.523438 1652241628.5120
MEM 192.117188 1652241628.6124
MEM 194.437500 1652241628.7128
MEM 201.656250 1652241628.8132
MEM 201.656250 1652241628.9135
MEM 205.265625 1652241629.0139
MEM 205.265625 1652241629.1143
MEM 205.265625 1652241629.2146
MEM 191.601562 1652241629.3149
MEM 194.437500 1652241629.4153
MEM 195.726562 1652241629.5156
MEM 201.656250 1652241629.6160
MEM 205.265625 1652241629.7165
MEM 205.265625 1652241629.8168
MEM 205.265625 1652241629.9171
MEM 193.921875 1652241630.0176
MEM 194.437500 1652241630.1179
MEM 194.437500 1652241630.2183
MEM 201.656250 1652241630.3187
MEM 201.656250 1652241630.4191
MEM 205.265625 1652241630.5195
MEM 205.265625 1652241630.6198
MEM 205.265625 1652241630.7202
MEM 205.265625 1652241630.8205
MEM 194.437500 1652241630.9208
MEM 194.437500 1652241631.0211
MEM 201.914062 1652241631.1216
MEM 201.914062 1652241631.2219
MEM 205.523438 1652241631.3223
MEM 205.523438 1652241631.4227
MEM 205.523438 1652241631.5230
MEM 205.523438 1652241631.6234
MEM 194.437500 1652241631.7237
MEM 194.437500 1652241631.8241
MEM 201.914062 1652241631.9245
MEM 201.914062 1652241632.0249
MEM 201.914062 1652241632.1253
MEM 205.523438 1652241632.2257
MEM 205.523438 1652241632.3260
MEM 191.089844 1652241632.4263
MEM 194.437500 1652241632.5267
MEM 194.437500 1652241632.6271
MEM 194.437500 1652241632.7274
MEM 201.656250 1652241632.8279
MEM 201.656250 1652241632.9283
MEM 205.265625 1652241633.0286
MEM 205.265625 1652241633.1290
MEM 205.265625 1652241633.2293
MEM 194.437500 1652241633.3297
MEM 194.437500 1652241633.4301
MEM 196.757812 1652241633.5305
MEM 201.656250 1652241633.6309
MEM 201.656250 1652241633.7313
MEM 205.265625 1652241633.8316
MEM 205.265625 1652241633.9321
MEM 205.265625 1652241634.0325
MEM 194.437500 1652241634.1328
MEM 194.437500 1652241634.2332
MEM 194.437500 1652241634.3335
MEM 201.656250 1652241634.4338
MEM 205.265625 1652241634.5341
MEM 205.265625 1652241634.6344
MEM 205.265625 1652241634.7346
MEM 194.437500 1652241634.8349
MEM 194.437500 1652241634.9352
MEM 201.914062 1652241635.0356
MEM 201.914062 1652241635.1359
MEM 205.523438 1652241635.2362
MEM 205.523438 1652241635.3365
MEM 205.523438 1652241635.4368
MEM 205.523438 1652241635.5372
MEM 194.437500 1652241635.6376
MEM 194.437500 1652241635.7378
MEM 201.914062 1652241635.8381
MEM 201.914062 1652241635.9385
MEM 201.914062 1652241636.0388
MEM 205.523438 1652241636.1391
MEM 205.523438 1652241636.2394
MEM 205.523438 1652241636.3398
MEM 194.437500 1652241636.4401
MEM 194.437500 1652241636.5404
MEM 201.656250 1652241636.6408
MEM 201.656250 1652241636.7411
MEM 201.656250 1652241636.8414
MEM 205.265625 1652241636.9418
MEM 205.265625 1652241637.0421
MEM 194.437500 1652241637.1424
MEM 194.437500 1652241637.2427
MEM 194.437500 1652241637.3431
MEM 201.656250 1652241637.4436
MEM 201.656250 1652241637.5440
MEM 205.265625 1652241637.6444
MEM 205.265625 1652241637.7447
MEM 205.265625 1652241637.8451
MEM 194.437500 1652241637.9455
MEM 194.437500 1652241638.0458
MEM 201.656250 1652241638.1462
MEM 201.656250 1652241638.2466
MEM 201.656250 1652241638.3469
MEM 205.265625 1652241638.4473
MEM 205.265625 1652241638.5476
MEM 205.265625 1652241638.6480
MEM 194.437500 1652241638.7483
MEM 194.437500 1652241638.8487
MEM 201.914062 1652241638.9490
MEM 201.914062 1652241639.0494
MEM 205.523438 1652241639.1497
MEM 205.523438 1652241639.2501
MEM 205.523438 1652241639.3505
MEM 194.437500 1652241639.4509
MEM 194.437500 1652241639.5511
MEM 201.914062 1652241639.6515
MEM 201.914062 1652241639.7519
MEM 201.914062 1652241639.8548
MEM 205.523438 1652241639.9551
MEM 205.523438 1652241640.0554
MEM 205.523438 1652241640.1557
MEM 194.437500 1652241640.2560
MEM 194.437500 1652241640.3564
MEM 201.656250 1652241640.4568
MEM 201.656250 1652241640.5571
MEM 201.656250 1652241640.6574
MEM 205.265625 1652241640.7595
MEM 205.265625 1652241640.8599
MEM 205.265625 1652241640.9602
MEM 194.437500 1652241641.0615
MEM 194.437500 1652241641.1619
MEM 201.656250 1652241641.2622
MEM 201.656250 1652241641.3626
MEM 201.656250 1652241641.4630
MEM 205.265625 1652241641.5634
MEM 205.265625 1652241641.6638
MEM 205.265625 1652241641.7641
MEM 194.437500 1652241641.8645
MEM 194.437500 1652241641.9649
MEM 201.656250 1652241642.0653
MEM 201.656250 1652241642.1656
MEM 201.656250 1652241642.2660
MEM 205.265625 1652241642.3664
MEM 205.265625 1652241642.4667
MEM 205.265625 1652241642.5670
MEM 194.437500 1652241642.6695
MEM 194.437500 1652241642.7698
MEM 201.914062 1652241642.8702
MEM 201.914062 1652241642.9705
MEM 201.914062 1652241643.0708
MEM 205.523438 1652241643.1712
MEM 205.523438 1652241643.2724
MEM 205.523438 1652241643.3727
MEM 194.437500 1652241643.4731
MEM 194.437500 1652241643.5734
MEM 194.437500 1652241643.6737
MEM 201.914062 1652241643.7742
MEM 201.914062 1652241643.8745
MEM 205.523438 1652241643.9750
MEM 205.523438 1652241644.0753
MEM 205.523438 1652241644.1756
MEM 193.664062 1652241644.2760
MEM 194.437500 1652241644.3764
MEM 201.656250 1652241644.4769
MEM 201.656250 1652241644.5772
MEM 205.265625 1652241644.6796
MEM 205.265625 1652241644.7800
MEM 205.265625 1652241644.8805
MEM 194.437500 1652241644.9809
MEM 194.437500 1652241645.0812
MEM 201.656250 1652241645.1815
MEM 201.656250 1652241645.2818
MEM 205.265625 1652241645.3821
MEM 205.265625 1652241645.4826
MEM 205.265625 1652241645.5829
MEM 194.437500 1652241645.6833
MEM 194.437500 1652241645.7835
MEM 194.437500 1652241645.8839
MEM 201.656250 1652241645.9842
MEM 201.656250 1652241646.0846
MEM 205.265625 1652241646.1851
MEM 205.265625 1652241646.2855
MEM 205.265625 1652241646.3858
MEM 191.089844 1652241646.4862
MEM 194.437500 1652241646.5865
MEM 201.914062 1652241646.6869
MEM 201.914062 1652241646.7873
MEM 205.523438 1652241646.8876
MEM 205.523438 1652241646.9880
MEM 205.523438 1652241647.0884
MEM 194.437500 1652241647.1888
MEM 194.437500 1652241647.2892
MEM 194.437500 1652241647.3895
MEM 201.914062 1652241647.4899
MEM 201.914062 1652241647.5903
MEM 205.523438 1652241647.6906
MEM 205.523438 1652241647.7910
MEM 205.523438 1652241647.8912
MEM 194.437500 1652241647.9916
MEM 194.437500 1652241648.0920
MEM 194.437500 1652241648.1924
MEM 201.656250 1652241648.2927
MEM 201.656250 1652241648.3931
MEM 205.265625 1652241648.4935
MEM 205.265625 1652241648.5939
MEM 205.265625 1652241648.6943
MEM 205.265625 1652241648.7946
MEM 192.890625 1652241648.8971
MEM 194.437500 1652241648.9974
MEM 194.437500 1652241649.0977
MEM 201.656250 1652241649.1981
MEM 204.234375 1652241649.2984
MEM 205.265625 1652241649.3987
MEM 205.265625 1652241649.5020
MEM 205.265625 1652241649.6041
MEM 205.265625 1652241649.7045
MEM 194.437500 1652241649.8049
MEM 194.437500 1652241649.9054
MEM 201.656250 1652241650.0058
MEM 201.656250 1652241650.1062
MEM 205.265625 1652241650.2065
MEM 205.265625 1652241650.3069
MEM 205.265625 1652241650.4072
MEM 191.089844 1652241650.5075
MEM 194.437500 1652241650.6078
MEM 194.437500 1652241650.7110
MEM 201.914062 1652241650.8127
MEM 201.914062 1652241650.9130
MEM 205.523438 1652241651.0150
MEM 205.523438 1652241651.1153
MEM 205.523438 1652241651.2156
MEM 205.523438 1652241651.3159
MEM 193.406250 1652241651.4162
MEM 194.437500 1652241651.5165
MEM 201.914062 1652241651.6168
MEM 205.523438 1652241651.7171
MEM 205.523438 1652241651.8174
MEM 205.523438 1652241651.9177
MEM 194.437500 1652241652.0180
MEM 194.437500 1652241652.1183
MEM 201.656250 1652241652.2186
MEM 201.656250 1652241652.3188
MEM 205.265625 1652241652.4191
MEM 205.265625 1652241652.5194
MEM 194.437500 1652241652.6197
MEM 194.437500 1652241652.7200
MEM 194.437500 1652241652.8217
MEM 201.656250 1652241652.9220
MEM 205.265625 1652241653.0223
MEM 205.265625 1652241653.1227
MEM 205.265625 1652241653.2229
MEM 194.437500 1652241653.3233
MEM 194.437500 1652241653.4236
MEM 201.656250 1652241653.5240
MEM 201.656250 1652241653.6243
MEM 201.656250 1652241653.7247
MEM 205.265625 1652241653.8251
MEM 205.265625 1652241653.9254
MEM 205.265625 1652241654.0257
MEM 191.089844 1652241654.1261
MEM 194.437500 1652241654.2264
MEM 194.437500 1652241654.3268
MEM 201.914062 1652241654.4272
MEM 201.914062 1652241654.5275
MEM 205.523438 1652241654.6279
MEM 205.523438 1652241654.7300
MEM 205.523438 1652241654.8304
MEM 205.523438 1652241654.9308
MEM 194.437500 1652241655.0311
MEM 194.437500 1652241655.1314
MEM 201.914062 1652241655.2317
MEM 201.914062 1652241655.3321
MEM 205.523438 1652241655.4325
MEM 205.523438 1652241655.5329
MEM 205.523438 1652241655.6332
MEM 194.437500 1652241655.7336
MEM 194.437500 1652241655.8338
MEM 201.656250 1652241655.9342
MEM 201.656250 1652241656.0346
MEM 205.265625 1652241656.1350
MEM 205.265625 1652241656.2353
MEM 205.265625 1652241656.3357
MEM 205.265625 1652241656.4368
MEM 194.437500 1652241656.5371
MEM 194.437500 1652241656.6374
MEM 194.695312 1652241656.7391
MEM 201.656250 1652241656.8395
MEM 205.265625 1652241656.9398
MEM 205.265625 1652241657.0401
MEM 205.265625 1652241657.1404
MEM 192.375000 1652241657.2407
MEM 194.437500 1652241657.3410
MEM 201.656250 1652241657.4415
MEM 201.656250 1652241657.5419
MEM 201.656250 1652241657.6423
MEM 205.265625 1652241657.7427
MEM 205.265625 1652241657.8431
MEM 205.265625 1652241657.9435
MEM 205.265625 1652241658.0438
MEM 194.437500 1652241658.1442
MEM 194.437500 1652241658.2446
MEM 201.914062 1652241658.3451
MEM 201.914062 1652241658.4454
MEM 205.523438 1652241658.5458
MEM 205.523438 1652241658.6462
MEM 205.523438 1652241658.7465
MEM 205.523438 1652241658.8469
MEM 194.437500 1652241658.9472
MEM 194.437500 1652241659.0475
MEM 201.914062 1652241659.1480
MEM 201.914062 1652241659.2483
MEM 205.523438 1652241659.3510
MEM 205.523438 1652241659.4513
MEM 194.437500 1652241659.5517
MEM 194.437500 1652241659.6521
MEM 194.437500 1652241659.7524
MEM 201.656250 1652241659.8528
MEM 201.656250 1652241659.9532
MEM 205.265625 1652241660.0536
MEM 205.265625 1652241660.1539
MEM 205.265625 1652241660.2543
MEM 205.265625 1652241660.3546
MEM 192.375000 1652241660.4550
MEM 194.437500 1652241660.5554
MEM 194.437500 1652241660.6567
MEM 201.656250 1652241660.7571
MEM 201.656250 1652241660.8574
MEM 205.265625 1652241660.9578
MEM 205.265625 1652241661.0582
MEM 205.265625 1652241661.1586
MEM 194.437500 1652241661.2590
MEM 194.437500 1652241661.3592
MEM 194.437500 1652241661.4596
MEM 201.656250 1652241661.5599
MEM 201.656250 1652241661.6603
MEM 205.265625 1652241661.7607
MEM 205.265625 1652241661.8610
MEM 205.265625 1652241661.9613
MEM 191.089844 1652241662.0616
MEM 194.437500 1652241662.1619
MEM 194.437500 1652241662.2622
MEM 201.914062 1652241662.3626
MEM 205.523438 1652241662.4630
MEM 205.523438 1652241662.5634
MEM 205.523438 1652241662.6637
MEM 194.437500 1652241662.7640
MEM 194.437500 1652241662.8642
MEM 201.914062 1652241662.9646
MEM 201.914062 1652241663.0649
MEM 205.523438 1652241663.1653
MEM 205.523438 1652241663.2656
MEM 205.523438 1652241663.3660
MEM 194.437500 1652241663.4663
MEM 194.437500 1652241663.5667
MEM 194.437500 1652241663.6670
MEM 201.656250 1652241663.7674
MEM 201.656250 1652241663.8678
MEM 205.265625 1652241663.9681
MEM 205.265625 1652241664.0685
MEM 205.265625 1652241664.1688
MEM 194.437500 1652241664.2691
MEM 194.437500 1652241664.3694
MEM 194.437500 1652241664.4698
MEM 201.656250 1652241664.5701
MEM 201.656250 1652241664.6704
MEM 205.265625 1652241664.7708
MEM 205.265625 1652241664.8711
MEM 205.265625 1652241664.9715
MEM 194.437500 1652241665.0719
MEM 194.437500 1652241665.1722
MEM 201.656250 1652241665.2726
MEM 201.656250 1652241665.3730
MEM 201.656250 1652241665.4734
MEM 205.265625 1652241665.5738
MEM 205.265625 1652241665.6742
MEM 205.265625 1652241665.7745
MEM 191.089844 1652241665.8749
MEM 194.437500 1652241665.9753
MEM 201.914062 1652241666.0756
MEM 201.914062 1652241666.1778
MEM 205.523438 1652241666.2782
MEM 205.523438 1652241666.3785
MEM 205.523438 1652241666.4788
MEM 205.523438 1652241666.5791
MEM 194.437500 1652241666.6795
MEM 194.437500 1652241666.7798
MEM 201.914062 1652241666.8802
MEM 205.523438 1652241666.9805
MEM 205.523438 1652241667.0809
MEM 205.523438 1652241667.1811
MEM 205.523438 1652241667.2815
MEM 205.523438 1652241667.3817
MEM 194.437500 1652241667.4820
MEM 194.437500 1652241667.5823
MEM 194.437500 1652241667.6825
MEM 201.656250 1652241667.7828
MEM 205.265625 1652241667.8831
MEM 205.265625 1652241667.9833
MEM 205.265625 1652241668.0836
MEM 205.265625 1652241668.1839
MEM 194.437500 1652241668.2842
MEM 194.437500 1652241668.3844
MEM 201.656250 1652241668.4847
MEM 201.656250 1652241668.5850
MEM 205.265625 1652241668.6852
MEM 205.265625 1652241668.7855
MEM 205.265625 1652241668.8858
MEM 205.265625 1652241668.9861
MEM 194.437500 1652241669.0864
MEM 194.437500 1652241669.1866
MEM 201.656250 1652241669.2869
MEM 201.656250 1652241669.3872
MEM 205.265625 1652241669.4874
MEM 205.265625 1652241669.5877
MEM 205.265625 1652241669.6880
MEM 194.437500 1652241669.7883
MEM 194.437500 1652241669.8886
MEM 201.914062 1652241669.9890
MEM 201.914062 1652241670.0895
MEM 202.687500 1652241670.1898
MEM 205.523438 1652241670.2902
MEM 205.523438 1652241670.3905
MEM 191.089844 1652241670.4908
MEM 194.437500 1652241670.5911
MEM 201.914062 1652241670.6915
MEM 201.914062 1652241670.7919
MEM 205.523438 1652241670.8923
MEM 205.523438 1652241670.9927
MEM 205.523438 1652241671.0931
MEM 205.523438 1652241671.1935
MEM 194.437500 1652241671.2939
MEM 194.437500 1652241671.3943
MEM 201.656250 1652241671.4946
MEM 201.656250 1652241671.5950
MEM 205.265625 1652241671.6954
MEM 205.265625 1652241671.7957
MEM 205.265625 1652241671.8981
MEM 194.437500 1652241671.9984
MEM 194.437500 1652241672.0988
MEM 201.656250 1652241672.1992
MEM 201.656250 1652241672.2996
MEM 205.265625 1652241672.4000
MEM 205.265625 1652241672.5003
MEM 205.265625 1652241672.6007
MEM 194.437500 1652241672.7011
MEM 194.437500 1652241672.8014
MEM 201.656250 1652241672.9018
MEM 201.656250 1652241673.0022
MEM 201.656250 1652241673.1032
MEM 205.265625 1652241673.2035
MEM 205.265625 1652241673.3039
MEM 205.265625 1652241673.4042
MEM 194.437500 1652241673.5045
MEM 194.437500 1652241673.6049
MEM 201.914062 1652241673.7053
MEM 201.914062 1652241673.8056
MEM 201.914062 1652241673.9059
MEM 205.523438 1652241674.0063
MEM 205.523438 1652241674.1086
MEM 205.523438 1652241674.2089
MEM 194.437500 1652241674.3093
MEM 194.437500 1652241674.4098
MEM 194.437500 1652241674.5107
MEM 194.437500 1652241674.6110
MEM 201.914062 1652241674.7115
MEM 201.914062 1652241674.8119
MEM 205.523438 1652241674.9124
MEM 205.523438 1652241675.0127
MEM 205.523438 1652241675.1130
MEM 194.437500 1652241675.2134
MEM 194.437500 1652241675.3138
MEM 194.437500 1652241675.4142
MEM 201.656250 1652241675.5145
MEM 205.265625 1652241675.6148
MEM 205.265625 1652241675.7152
MEM 205.265625 1652241675.8155
MEM 194.437500 1652241675.9158
MEM 194.437500 1652241676.0162
MEM 194.437500 1652241676.1164
MEM 201.656250 1652241676.2168
MEM 201.656250 1652241676.3171
MEM 201.656250 1652241676.4174
MEM 205.265625 1652241676.5177
MEM 205.265625 1652241676.6180
MEM 205.265625 1652241676.7183
MEM 194.437500 1652241676.8187
MEM 194.437500 1652241676.9190
MEM 194.437500 1652241677.0194
MEM 201.656250 1652241677.1198
MEM 204.492188 1652241677.2202
MEM 205.265625 1652241677.3206
MEM 205.265625 1652241677.4210
MEM 205.265625 1652241677.5213
MEM 194.437500 1652241677.6216
MEM 194.437500 1652241677.7219
MEM 194.437500 1652241677.8223
MEM 201.914062 1652241677.9227
MEM 205.523438 1652241678.0230
MEM 205.523438 1652241678.1234
MEM 205.523438 1652241678.2239
MEM 205.523438 1652241678.3242
MEM 194.437500 1652241678.4246
MEM 194.437500 1652241678.5249
MEM 201.914062 1652241678.6253
MEM 205.523438 1652241678.7257
MEM 205.523438 1652241678.8260
MEM 205.523438 1652241678.9263
MEM 194.437500 1652241679.0267
MEM 194.437500 1652241679.1271
MEM 195.468750 1652241679.2275
MEM 201.656250 1652241679.3278
MEM 205.265625 1652241679.4282
MEM 205.265625 1652241679.5285
MEM 205.265625 1652241679.6288
MEM 194.437500 1652241679.7310
MEM 194.437500 1652241679.8313
MEM 201.656250 1652241679.9317
MEM 201.656250 1652241680.0321
MEM 205.265625 1652241680.1325
MEM 205.265625 1652241680.2328
MEM 205.265625 1652241680.3331
MEM 193.406250 1652241680.4334
MEM 194.437500 1652241680.5337
MEM 201.656250 1652241680.6341
MEM 201.656250 1652241680.7344
MEM 205.265625 1652241680.8347
MEM 205.265625 1652241680.9350
MEM 205.265625 1652241681.0353
MEM 194.437500 1652241681.1360
MEM 194.437500 1652241681.2363
MEM 201.914062 1652241681.3367
MEM 201.914062 1652241681.4371
MEM 205.523438 1652241681.5374
MEM 205.523438 1652241681.6377
MEM 205.523438 1652241681.7380
MEM 205.523438 1652241681.8383
MEM 194.437500 1652241681.9386
MEM 194.437500 1652241682.0390
MEM 201.914062 1652241682.1394
MEM 205.523438 1652241682.2399
MEM 205.523438 1652241682.3404
MEM 205.523438 1652241682.4407
MEM 205.523438 1652241682.5411
MEM 194.437500 1652241682.6415
MEM 194.437500 1652241682.7418
MEM 201.656250 1652241682.8422
MEM 201.656250 1652241682.9425
MEM 205.265625 1652241683.0428
MEM 205.265625 1652241683.1431
MEM 205.265625 1652241683.2434
MEM 194.437500 1652241683.3437
MEM 194.437500 1652241683.4446
MEM 194.437500 1652241683.5449
MEM 201.656250 1652241683.6451
MEM 201.656250 1652241683.7454
MEM 205.265625 1652241683.8457
MEM 205.265625 1652241683.9460
MEM 205.265625 1652241684.0462
MEM 194.437500 1652241684.1465
MEM 194.437500 1652241684.2469
MEM 201.656250 1652241684.3471
MEM 201.656250 1652241684.4474
MEM 205.265625 1652241684.5477
MEM 205.265625 1652241684.6480
MEM 205.265625 1652241684.7483
MEM 194.437500 1652241684.8485
MEM 194.437500 1652241684.9488
MEM 201.914062 1652241685.0490
MEM 201.914062 1652241685.1492
MEM 205.523438 1652241685.2495
MEM 205.523438 1652241685.3498
MEM 205.523438 1652241685.4501
MEM 194.437500 1652241685.5504
MEM 194.437500 1652241685.6507
MEM 201.914062 1652241685.7510
MEM 201.914062 1652241685.8514
MEM 205.523438 1652241685.9518
MEM 205.523438 1652241686.0521
MEM 205.523438 1652241686.1524
MEM 194.437500 1652241686.2529
MEM 194.437500 1652241686.3532
MEM 194.437500 1652241686.4537
MEM 201.656250 1652241686.5540
MEM 201.656250 1652241686.6543
MEM 205.265625 1652241686.7547
MEM 205.265625 1652241686.8552
MEM 205.265625 1652241686.9555
MEM 205.265625 1652241687.0559
MEM 194.437500 1652241687.1562
MEM 194.437500 1652241687.2566
MEM 194.437500 1652241687.3569
MEM 201.656250 1652241687.4573
MEM 201.656250 1652241687.5576
MEM 205.265625 1652241687.6610
MEM 205.265625 1652241687.7614
MEM 205.265625 1652241687.8617
MEM 194.437500 1652241687.9621
MEM 194.437500 1652241688.0623
MEM 194.437500 1652241688.1627
MEM 201.656250 1652241688.2631
MEM 201.656250 1652241688.3634
MEM 205.265625 1652241688.4638
MEM 205.265625 1652241688.5642
MEM 193.148438 1652241688.6647
MEM 194.437500 1652241688.7650
MEM 194.437500 1652241688.8653
MEM 201.914062 1652241688.9657
MEM 201.914062 1652241689.0661
MEM 205.523438 1652241689.1665
MEM 205.523438 1652241689.2669
MEM 205.523438 1652241689.3672
MEM 194.437500 1652241689.4676
MEM 194.437500 1652241689.5678
MEM 194.437500 1652241689.6681
MEM 201.914062 1652241689.7685
MEM 201.914062 1652241689.8689
MEM 205.523438 1652241689.9692
MEM 205.523438 1652241690.0696
MEM 205.523438 1652241690.1699
MEM 194.437500 1652241690.2703
MEM 194.437500 1652241690.3707
MEM 194.437500 1652241690.4710
MEM 201.656250 1652241690.5715
MEM 205.265625 1652241690.6718
MEM 205.265625 1652241690.7722
MEM 205.265625 1652241690.8725
MEM 194.437500 1652241690.9728
MEM 194.437500 1652241691.0732
MEM 194.437500 1652241691.1736
MEM 201.656250 1652241691.2741
MEM 201.656250 1652241691.3745
MEM 205.265625 1652241691.4749
MEM 205.265625 1652241691.5752
MEM 205.265625 1652241691.6756
MEM 194.437500 1652241691.7760
MEM 194.437500 1652241691.8763
MEM 194.437500 1652241691.9766
MEM 201.656250 1652241692.0769
MEM 201.656250 1652241692.1773
MEM 203.460938 1652241692.2776
MEM 205.265625 1652241692.3781
MEM 205.265625 1652241692.4785
MEM 194.437500 1652241692.5813
MEM 194.437500 1652241692.6817
MEM 194.437500 1652241692.7820
MEM 201.914062 1652241692.8824
MEM 201.914062 1652241692.9828
MEM 205.523438 1652241693.0831
MEM 205.523438 1652241693.1848
MEM 205.523438 1652241693.2852
MEM 194.437500 1652241693.3855
MEM 194.437500 1652241693.4858
MEM 194.437500 1652241693.5861
MEM 201.914062 1652241693.6864
MEM 205.523438 1652241693.7869
MEM 205.523438 1652241693.8873
MEM 205.523438 1652241693.9876
MEM 194.437500 1652241694.0880
MEM 194.437500 1652241694.1883
MEM 194.437500 1652241694.2887
MEM 201.656250 1652241694.3890
MEM 201.656250 1652241694.4893
MEM 205.265625 1652241694.5896
MEM 205.265625 1652241694.6899
MEM 194.437500 1652241694.7903
MEM 194.437500 1652241694.8907
MEM 201.656250 1652241694.9911
MEM 201.656250 1652241695.0914
MEM 201.656250 1652241695.1918
MEM 205.265625 1652241695.2922
MEM 205.265625 1652241695.3946
MEM 205.265625 1652241695.4949
MEM 194.437500 1652241695.5951
MEM 194.437500 1652241695.6954
MEM 194.695312 1652241695.7958
MEM 201.656250 1652241695.8961
MEM 201.656250 1652241695.9965
MEM 205.265625 1652241696.0968
MEM 205.265625 1652241696.1972
MEM 205.265625 1652241696.2975
MEM 194.437500 1652241696.3978
MEM 194.437500 1652241696.4981
MEM 201.914062 1652241696.5985
MEM 201.914062 1652241696.6988
MEM 201.914062 1652241696.7991
MEM 205.523438 1652241696.8995
MEM 205.523438 1652241696.9999
MEM 205.523438 1652241697.1002
MEM 194.437500 1652241697.2006
MEM 194.437500 1652241697.3010
MEM 201.914062 1652241697.4013
MEM 201.914062 1652241697.5017
MEM 205.523438 1652241697.6020
MEM 205.523438 1652241697.7023
MEM 205.523438 1652241697.8027
MEM 194.437500 1652241697.9031
MEM 194.437500 1652241698.0035
MEM 199.851562 1652241698.1038
MEM 201.656250 1652241698.2043
MEM 201.656250 1652241698.3047
MEM 205.265625 1652241698.4050
MEM 205.265625 1652241698.5054
MEM 205.265625 1652241698.6058
MEM 194.437500 1652241698.7061
MEM 194.437500 1652241698.8064
MEM 201.656250 1652241698.9068
MEM 201.656250 1652241699.0070
MEM 205.265625 1652241699.1073
MEM 205.265625 1652241699.2076
MEM 196.347656 1652241699.3079
MEM 194.437500 1652241699.4082
MEM 194.437500 1652241699.5085
MEM 194.437500 1652241699.6088
MEM 201.656250 1652241699.7091
MEM 201.656250 1652241699.8094
MEM 205.265625 1652241699.9097
MEM 205.265625 1652241700.0100
MEM 205.265625 1652241700.1104
MEM 194.437500 1652241700.2107
MEM 194.437500 1652241700.3110
MEM 197.015625 1652241700.4113
MEM 201.914062 1652241700.5116
MEM 201.914062 1652241700.6120
MEM 205.523438 1652241700.7123
MEM 205.523438 1652241700.8142
