CMDLINE /usr/bin/python3 scripts/Lasso-SVM-Rhizo.py
MEM 199.261719 1652241681.6204
MEM 199.261719 1652241681.7207
MEM 188.175781 1652241681.8211
MEM 188.175781 1652241681.9215
MEM 196.425781 1652241682.0218
MEM 196.425781 1652241682.1222
MEM 199.261719 1652241682.2226
MEM 199.261719 1652241682.3229
MEM 199.261719 1652241682.4233
MEM 188.175781 1652241682.5237
MEM 188.175781 1652241682.6240
MEM 196.683594 1652241682.7243
MEM 199.777344 1652241682.8247
MEM 199.777344 1652241682.9251
MEM 199.777344 1652241683.0254
MEM 188.175781 1652241683.1257
MEM 188.175781 1652241683.2260
MEM 196.683594 1652241683.3264
MEM 196.683594 1652241683.4267
MEM 199.777344 1652241683.5270
MEM 199.777344 1652241683.6273
MEM 199.777344 1652241683.7276
MEM 188.175781 1652241683.8280
MEM 188.175781 1652241683.9283
MEM 188.175781 1652241684.0285
MEM 196.425781 1652241684.1288
MEM 199.261719 1652241684.2291
MEM 199.261719 1652241684.3294
MEM 199.261719 1652241684.4296
MEM 188.175781 1652241684.5300
MEM 188.175781 1652241684.6302
MEM 188.175781 1652241684.7305
MEM 196.425781 1652241684.8308
MEM 199.261719 1652241684.9311
MEM 199.261719 1652241685.0314
MEM 199.261719 1652241685.1317
MEM 183.796875 1652241685.2320
MEM 188.175781 1652241685.3323
MEM 188.175781 1652241685.4326
MEM 196.425781 1652241685.5329
MEM 196.425781 1652241685.6332
MEM 199.261719 1652241685.7336
MEM 199.261719 1652241685.8340
MEM 199.261719 1652241685.9344
MEM 188.175781 1652241686.0347
MEM 188.175781 1652241686.1351
MEM 196.683594 1652241686.2355
MEM 196.683594 1652241686.3358
MEM 199.777344 1652241686.4362
MEM 199.777344 1652241686.5365
MEM 183.796875 1652241686.6369
MEM 188.175781 1652241686.7373
MEM 188.175781 1652241686.8377
MEM 188.175781 1652241686.9380
MEM 196.683594 1652241687.0384
MEM 199.777344 1652241687.1388
MEM 199.777344 1652241687.2393
MEM 199.777344 1652241687.3397
MEM 187.660156 1652241687.4401
MEM 188.175781 1652241687.5404
MEM 188.175781 1652241687.6409
MEM 196.425781 1652241687.7412
MEM 196.425781 1652241687.8416
MEM 199.261719 1652241687.9420
MEM 199.261719 1652241688.0424
MEM 199.261719 1652241688.1428
MEM 188.175781 1652241688.2431
MEM 188.175781 1652241688.3434
MEM 192.816406 1652241688.4439
MEM 196.425781 1652241688.5443
MEM 199.261719 1652241688.6448
MEM 199.261719 1652241688.7451
MEM 199.261719 1652241688.8454
MEM 199.261719 1652241688.9458
MEM 188.175781 1652241689.0482
MEM 188.175781 1652241689.1486
MEM 188.175781 1652241689.2489
MEM 196.425781 1652241689.3493
MEM 199.261719 1652241689.4497
MEM 199.261719 1652241689.5500
MEM 199.261719 1652241689.6503
MEM 199.261719 1652241689.7507
MEM 188.175781 1652241689.8511
MEM 188.175781 1652241689.9516
MEM 196.683594 1652241690.0541
MEM 196.683594 1652241690.1544
MEM 199.777344 1652241690.2548
MEM 199.777344 1652241690.3551
MEM 199.777344 1652241690.4555
MEM 188.175781 1652241690.5559
MEM 188.175781 1652241690.6563
MEM 188.175781 1652241690.7567
MEM 196.683594 1652241690.8571
MEM 196.683594 1652241690.9574
MEM 199.777344 1652241691.0578
MEM 199.777344 1652241691.1711
MEM 199.777344 1652241691.2715
MEM 188.175781 1652241691.3748
MEM 189.722656 1652241691.4751
MEM 196.425781 1652241691.5755
MEM 196.425781 1652241691.6758
MEM 199.261719 1652241691.7761
MEM 199.261719 1652241691.8765
MEM 199.261719 1652241691.9767
MEM 185.339844 1652241692.0771
MEM 188.175781 1652241692.1774
MEM 188.175781 1652241692.2777
MEM 196.425781 1652241692.3781
MEM 196.425781 1652241692.4785
MEM 196.425781 1652241692.5788
MEM 199.261719 1652241692.6792
MEM 199.261719 1652241692.7795
MEM 199.261719 1652241692.8799
MEM 188.175781 1652241692.9803
MEM 188.175781 1652241693.0807
MEM 195.652344 1652241693.1810
MEM 196.425781 1652241693.2814
MEM 196.425781 1652241693.3817
MEM 199.261719 1652241693.4821
MEM 199.261719 1652241693.5831
MEM 199.261719 1652241693.6835
MEM 188.175781 1652241693.7839
MEM 188.175781 1652241693.8843
MEM 188.175781 1652241693.9846
MEM 196.683594 1652241694.0851
MEM 196.683594 1652241694.1854
MEM 199.777344 1652241694.2858
MEM 199.777344 1652241694.3862
MEM 199.777344 1652241694.4865
MEM 188.175781 1652241694.5869
MEM 188.175781 1652241694.6872
MEM 188.175781 1652241694.7877
MEM 196.683594 1652241694.8880
MEM 196.683594 1652241694.9885
MEM 199.777344 1652241695.0889
MEM 199.777344 1652241695.1893
MEM 199.777344 1652241695.2896
MEM 199.777344 1652241695.3899
MEM 188.175781 1652241695.4903
MEM 188.175781 1652241695.5907
MEM 196.425781 1652241695.6911
MEM 199.261719 1652241695.7916
MEM 199.261719 1652241695.8919
MEM 199.261719 1652241695.9923
MEM 187.917969 1652241696.0927
MEM 188.175781 1652241696.1931
MEM 188.175781 1652241696.2935
MEM 196.425781 1652241696.3938
MEM 196.425781 1652241696.4941
MEM 199.261719 1652241696.5946
MEM 199.261719 1652241696.6950
MEM 199.261719 1652241696.7953
MEM 188.175781 1652241696.8957
MEM 188.175781 1652241696.9961
MEM 188.175781 1652241697.0965
MEM 196.425781 1652241697.1968
MEM 199.261719 1652241697.2972
MEM 199.261719 1652241697.3975
MEM 199.261719 1652241697.4979
MEM 188.175781 1652241697.5983
MEM 188.175781 1652241697.6986
MEM 196.683594 1652241697.7990
MEM 196.683594 1652241697.8994
MEM 199.777344 1652241697.9998
MEM 199.777344 1652241698.1001
MEM 199.777344 1652241698.2005
MEM 188.175781 1652241698.3009
MEM 188.175781 1652241698.4013
MEM 188.175781 1652241698.5017
MEM 196.683594 1652241698.6021
MEM 196.683594 1652241698.7052
MEM 199.777344 1652241698.8055
MEM 199.777344 1652241698.9057
MEM 199.777344 1652241699.0060
MEM 188.175781 1652241699.1063
MEM 188.175781 1652241699.2065
MEM 196.425781 1652241699.3069
MEM 196.425781 1652241699.4071
MEM 199.261719 1652241699.5075
MEM 199.261719 1652241699.6078
MEM 184.824219 1652241699.7081
MEM 188.175781 1652241699.8085
MEM 188.175781 1652241699.9088
MEM 188.175781 1652241700.0091
MEM 196.425781 1652241700.1095
MEM 196.425781 1652241700.2097
MEM 199.261719 1652241700.3100
MEM 199.261719 1652241700.4103
MEM 199.261719 1652241700.5107
MEM 188.175781 1652241700.6110
MEM 188.175781 1652241700.7113
MEM 188.175781 1652241700.8116
MEM 196.425781 1652241700.9119
MEM 196.425781 1652241701.0121
MEM 199.261719 1652241701.1124
MEM 199.261719 1652241701.2127
MEM 199.261719 1652241701.3130
MEM 188.175781 1652241701.4134
MEM 188.175781 1652241701.5138
MEM 196.683594 1652241701.6162
MEM 196.683594 1652241701.7166
MEM 199.777344 1652241701.8169
MEM 199.777344 1652241701.9173
MEM 199.777344 1652241702.0178
MEM 188.175781 1652241702.1182
MEM 188.175781 1652241702.2186
MEM 188.175781 1652241702.3210
MEM 196.683594 1652241702.4213
MEM 196.683594 1652241702.5217
MEM 199.261719 1652241702.6221
MEM 199.777344 1652241702.7224
MEM 199.777344 1652241702.8227
MEM 183.796875 1652241702.9231
MEM 188.175781 1652241703.0236
MEM 188.175781 1652241703.1240
MEM 195.652344 1652241703.2244
MEM 196.425781 1652241703.3247
MEM 196.425781 1652241703.4251
MEM 199.261719 1652241703.5272
MEM 199.261719 1652241703.6275
MEM 199.261719 1652241703.7278
MEM 188.175781 1652241703.8282
MEM 188.175781 1652241703.9285
MEM 188.175781 1652241704.0289
MEM 196.425781 1652241704.1292
MEM 196.425781 1652241704.2296
MEM 199.261719 1652241704.3300
MEM 199.261719 1652241704.4304
MEM 199.261719 1652241704.5307
MEM 199.261719 1652241704.6311
MEM 199.261719 1652241704.7313
MEM 188.175781 1652241704.8318
MEM 188.175781 1652241704.9322
MEM 196.425781 1652241705.0326
MEM 196.425781 1652241705.1330
MEM 199.261719 1652241705.2334
MEM 199.261719 1652241705.3339
MEM 199.261719 1652241705.4342
MEM 183.796875 1652241705.5346
MEM 188.175781 1652241705.6349
MEM 188.175781 1652241705.7353
MEM 196.683594 1652241705.8357
MEM 199.777344 1652241705.9360
MEM 199.777344 1652241706.0368
MEM 199.777344 1652241706.1373
MEM 199.777344 1652241706.2376
MEM 188.175781 1652241706.3380
MEM 188.175781 1652241706.4384
MEM 196.683594 1652241706.5387
MEM 199.777344 1652241706.6392
MEM 199.777344 1652241706.7395
MEM 199.777344 1652241706.8399
MEM 199.777344 1652241706.9403
MEM 188.175781 1652241707.0406
MEM 188.175781 1652241707.1410
MEM 196.425781 1652241707.2414
MEM 199.261719 1652241707.3418
MEM 199.261719 1652241707.4421
MEM 199.261719 1652241707.5424
MEM 188.175781 1652241707.6429
MEM 188.175781 1652241707.7431
MEM 188.175781 1652241707.8435
MEM 196.425781 1652241707.9439
MEM 199.261719 1652241708.0443
MEM 199.261719 1652241708.1446
MEM 199.261719 1652241708.2449
MEM 188.175781 1652241708.3465
MEM 188.175781 1652241708.4468
MEM 196.425781 1652241708.5471
MEM 196.425781 1652241708.6475
MEM 199.261719 1652241708.7478
MEM 199.261719 1652241708.8481
MEM 183.796875 1652241708.9486
MEM 188.175781 1652241709.0510
MEM 188.175781 1652241709.1513
MEM 188.175781 1652241709.2516
MEM 196.683594 1652241709.3520
MEM 199.777344 1652241709.4524
MEM 199.777344 1652241709.5526
MEM 199.777344 1652241709.6529
MEM 188.175781 1652241709.7533
MEM 188.175781 1652241709.8536
MEM 196.683594 1652241709.9539
MEM 196.683594 1652241710.0542
MEM 199.777344 1652241710.1546
MEM 199.777344 1652241710.2549
MEM 199.777344 1652241710.3551
MEM 188.175781 1652241710.4554
MEM 188.175781 1652241710.5558
MEM 196.425781 1652241710.6562
MEM 196.425781 1652241710.7565
MEM 199.261719 1652241710.8569
MEM 199.261719 1652241710.9571
MEM 199.261719 1652241711.0575
MEM 188.175781 1652241711.1578
MEM 188.175781 1652241711.2582
MEM 196.425781 1652241711.3585
MEM 196.425781 1652241711.4588
MEM 199.261719 1652241711.5592
MEM 199.261719 1652241711.6595
MEM 199.261719 1652241711.7599
MEM 188.175781 1652241711.8602
MEM 188.175781 1652241711.9605
MEM 196.425781 1652241712.0608
MEM 196.425781 1652241712.1611
MEM 199.261719 1652241712.2615
MEM 199.261719 1652241712.3618
MEM 199.261719 1652241712.4621
MEM 185.597656 1652241712.5625
MEM 188.175781 1652241712.6628
MEM 196.683594 1652241712.7631
MEM 196.683594 1652241712.8634
MEM 199.777344 1652241712.9638
MEM 199.777344 1652241713.0642
MEM 199.777344 1652241713.1645
MEM 199.777344 1652241713.2649
MEM 188.175781 1652241713.3652
MEM 188.175781 1652241713.4656
MEM 196.683594 1652241713.5659
MEM 196.683594 1652241713.6663
MEM 196.683594 1652241713.7666
MEM 199.777344 1652241713.8670
MEM 199.777344 1652241713.9673
MEM 199.777344 1652241714.0677
MEM 184.050781 1652241714.1681
MEM 188.175781 1652241714.2684
MEM 188.175781 1652241714.3689
MEM 196.425781 1652241714.4692
MEM 199.261719 1652241714.5695
MEM 199.261719 1652241714.6698
MEM 199.261719 1652241714.7701
MEM 199.261719 1652241714.8705
MEM 188.175781 1652241714.9708
MEM 188.175781 1652241715.0711
MEM 196.425781 1652241715.1714
MEM 196.425781 1652241715.2717
MEM 196.425781 1652241715.3720
MEM 199.261719 1652241715.4723
MEM 199.261719 1652241715.5726
MEM 199.261719 1652241715.6729
MEM 188.175781 1652241715.7731
MEM 188.175781 1652241715.8734
MEM 188.175781 1652241715.9737
MEM 196.425781 1652241716.0740
MEM 196.425781 1652241716.1742
MEM 199.261719 1652241716.2745
MEM 199.261719 1652241716.3749
MEM 199.261719 1652241716.4751
MEM 188.175781 1652241716.5753
MEM 188.175781 1652241716.6757
MEM 188.175781 1652241716.7760
MEM 196.683594 1652241716.8762
MEM 196.683594 1652241716.9765
MEM 199.777344 1652241717.0768
MEM 199.777344 1652241717.1771
MEM 199.777344 1652241717.2774
MEM 183.796875 1652241717.3777
MEM 188.175781 1652241717.4780
MEM 188.175781 1652241717.5783
MEM 196.683594 1652241717.6786
MEM 196.683594 1652241717.7807
MEM 199.777344 1652241717.8810
MEM 199.777344 1652241717.9814
MEM 199.777344 1652241718.0817
MEM 186.371094 1652241718.1820
MEM 188.175781 1652241718.2824
MEM 188.175781 1652241718.3828
MEM 196.425781 1652241718.4831
MEM 196.425781 1652241718.5835
MEM 199.261719 1652241718.6839
MEM 199.261719 1652241718.7842
MEM 199.261719 1652241718.8846
MEM 188.175781 1652241718.9849
MEM 188.175781 1652241719.0852
MEM 196.425781 1652241719.1856
MEM 199.261719 1652241719.2860
MEM 199.261719 1652241719.3865
MEM 199.261719 1652241719.4868
MEM 199.261719 1652241719.5872
MEM 188.175781 1652241719.6902
MEM 195.652344 1652241719.7905
MEM 196.425781 1652241719.8909
MEM 199.261719 1652241719.9911
MEM 199.261719 1652241720.0915
MEM 199.261719 1652241720.1918
MEM 188.175781 1652241720.2922
MEM 188.175781 1652241720.3925
MEM 196.683594 1652241720.4929
MEM 196.683594 1652241720.5932
MEM 199.777344 1652241720.6936
MEM 199.777344 1652241720.7939
MEM 199.777344 1652241720.8942
MEM 184.824219 1652241720.9946
MEM 188.175781 1652241721.0971
MEM 188.175781 1652241721.1974
MEM 196.683594 1652241721.2978
MEM 196.683594 1652241721.3982
MEM 199.777344 1652241721.4986
MEM 199.777344 1652241721.5990
MEM 199.777344 1652241721.6993
MEM 199.230469 1652241721.7998
MEM 188.175781 1652241721.9002
MEM 196.425781 1652241722.0005
MEM 196.425781 1652241722.1009
MEM 199.261719 1652241722.2013
MEM 199.261719 1652241722.3017
MEM 199.261719 1652241722.4020
MEM 186.628906 1652241722.5024
MEM 188.175781 1652241722.6027
MEM 194.878906 1652241722.7031
MEM 196.425781 1652241722.8034
MEM 199.261719 1652241722.9038
MEM 199.261719 1652241723.0042
MEM 199.261719 1652241723.1045
MEM 188.175781 1652241723.2049
MEM 188.175781 1652241723.3052
MEM 196.425781 1652241723.4056
MEM 199.261719 1652241723.5060
MEM 199.261719 1652241723.6063
MEM 199.261719 1652241723.7066
MEM 199.261719 1652241723.8071
MEM 188.175781 1652241723.9075
MEM 188.175781 1652241724.0079
MEM 196.683594 1652241724.1082
MEM 199.777344 1652241724.2087
MEM 199.777344 1652241724.3090
MEM 199.777344 1652241724.4094
MEM 188.175781 1652241724.5098
MEM 188.175781 1652241724.6102
MEM 188.175781 1652241724.7107
MEM 196.683594 1652241724.8111
MEM 199.777344 1652241724.9114
MEM 199.777344 1652241725.0118
MEM 199.777344 1652241725.1122
MEM 188.175781 1652241725.2126
MEM 188.175781 1652241725.3129
MEM 188.175781 1652241725.4132
MEM 196.425781 1652241725.5136
MEM 196.425781 1652241725.6140
MEM 199.261719 1652241725.7145
MEM 199.261719 1652241725.8148
MEM 199.261719 1652241725.9152
MEM 188.175781 1652241726.0155
MEM 188.175781 1652241726.1159
MEM 196.425781 1652241726.2163
MEM 196.425781 1652241726.3166
MEM 199.261719 1652241726.4171
MEM 199.261719 1652241726.5175
MEM 199.261719 1652241726.6178
MEM 188.175781 1652241726.7182
MEM 188.175781 1652241726.8185
MEM 196.425781 1652241726.9192
MEM 196.425781 1652241727.0196
MEM 196.425781 1652241727.1199
MEM 199.261719 1652241727.2203
MEM 199.261719 1652241727.3207
MEM 199.261719 1652241727.4211
MEM 188.175781 1652241727.5216
MEM 188.175781 1652241727.6219
MEM 196.683594 1652241727.7224
MEM 196.683594 1652241727.8227
MEM 196.683594 1652241727.9230
MEM 199.777344 1652241728.0235
MEM 199.777344 1652241728.1238
MEM 199.777344 1652241728.2242
MEM 188.175781 1652241728.3245
MEM 188.175781 1652241728.4249
MEM 196.683594 1652241728.5252
MEM 196.683594 1652241728.6255
MEM 199.777344 1652241728.7259
MEM 199.777344 1652241728.8263
MEM 199.777344 1652241728.9266
MEM 188.175781 1652241729.0270
MEM 188.175781 1652241729.1273
MEM 196.425781 1652241729.2277
MEM 196.425781 1652241729.3280
MEM 196.425781 1652241729.4284
MEM 199.261719 1652241729.5287
MEM 199.261719 1652241729.6291
MEM 199.261719 1652241729.7295
MEM 188.175781 1652241729.8298
MEM 188.175781 1652241729.9302
MEM 196.425781 1652241730.0306
MEM 199.261719 1652241730.1310
MEM 199.261719 1652241730.2314
MEM 199.261719 1652241730.3317
MEM 199.261719 1652241730.4321
MEM 186.113281 1652241730.5324
MEM 188.175781 1652241730.6328
MEM 196.425781 1652241730.7331
MEM 196.425781 1652241730.8336
MEM 196.425781 1652241730.9340
MEM 199.261719 1652241731.0344
MEM 199.261719 1652241731.1348
MEM 199.261719 1652241731.2352
MEM 187.402344 1652241731.3355
MEM 188.175781 1652241731.4357
MEM 196.683594 1652241731.5360
MEM 196.683594 1652241731.6363
MEM 199.777344 1652241731.7367
MEM 199.777344 1652241731.8370
MEM 199.777344 1652241731.9373
MEM 199.777344 1652241732.0377
MEM 187.144531 1652241732.1380
MEM 188.175781 1652241732.2383
MEM 196.683594 1652241732.3386
MEM 196.683594 1652241732.4388
MEM 199.777344 1652241732.5391
MEM 199.777344 1652241732.6393
MEM 199.777344 1652241732.7396
MEM 185.339844 1652241732.8399
MEM 188.175781 1652241732.9401
MEM 195.910156 1652241733.0404
MEM 196.425781 1652241733.1406
MEM 199.261719 1652241733.2411
MEM 199.261719 1652241733.3414
MEM 199.261719 1652241733.4416
MEM 188.175781 1652241733.5419
MEM 188.175781 1652241733.6422
MEM 196.425781 1652241733.7425
MEM 199.261719 1652241733.8429
MEM 199.261719 1652241733.9433
MEM 199.261719 1652241734.0463
MEM 192.121094 1652241734.1467
MEM 188.175781 1652241734.2470
MEM 188.175781 1652241734.3473
MEM 196.425781 1652241734.4477
MEM 196.425781 1652241734.5480
MEM 199.261719 1652241734.6484
MEM 199.261719 1652241734.7488
MEM 199.261719 1652241734.8490
MEM 183.796875 1652241734.9494
MEM 188.175781 1652241735.0498
MEM 196.683594 1652241735.1501
MEM 196.683594 1652241735.2504
MEM 199.777344 1652241735.3509
MEM 199.777344 1652241735.4511
MEM 199.777344 1652241735.5514
MEM 188.175781 1652241735.6517
MEM 188.175781 1652241735.7521
MEM 196.683594 1652241735.8524
MEM 196.683594 1652241735.9528
MEM 199.777344 1652241736.0532
MEM 199.777344 1652241736.1536
MEM 199.777344 1652241736.2539
MEM 199.777344 1652241736.3542
MEM 188.175781 1652241736.4545
MEM 188.175781 1652241736.5549
MEM 196.425781 1652241736.6551
MEM 199.261719 1652241736.7555
MEM 199.261719 1652241736.8558
MEM 199.261719 1652241736.9561
MEM 199.261719 1652241737.0596
MEM 187.144531 1652241737.1600
MEM 188.175781 1652241737.2603
MEM 196.425781 1652241737.3606
MEM 196.425781 1652241737.4609
MEM 196.425781 1652241737.5612
MEM 199.261719 1652241737.6616
MEM 199.261719 1652241737.7619
MEM 199.261719 1652241737.8623
MEM 188.175781 1652241737.9627
MEM 194.878906 1652241738.0631
MEM 196.425781 1652241738.1634
MEM 196.425781 1652241738.2637
MEM 199.261719 1652241738.3641
MEM 199.261719 1652241738.4644
MEM 199.261719 1652241738.5648
MEM 188.175781 1652241738.6652
MEM 188.175781 1652241738.7655
MEM 196.683594 1652241738.8659
MEM 196.683594 1652241738.9662
MEM 199.777344 1652241739.0666
MEM 199.777344 1652241739.1670
MEM 199.777344 1652241739.2673
MEM 188.175781 1652241739.3677
MEM 188.175781 1652241739.4680
MEM 196.683594 1652241739.5684
MEM 196.683594 1652241739.6688
MEM 199.777344 1652241739.7692
MEM 199.777344 1652241739.8695
MEM 195.570312 1652241739.9699
MEM 188.175781 1652241740.0702
MEM 188.175781 1652241740.1706
MEM 196.425781 1652241740.2709
MEM 199.261719 1652241740.3711
MEM 199.261719 1652241740.4714
MEM 199.261719 1652241740.5718
MEM 188.175781 1652241740.6721
MEM 188.175781 1652241740.7725
MEM 192.042969 1652241740.8728
MEM 196.425781 1652241740.9731
MEM 199.261719 1652241741.0735
MEM 199.261719 1652241741.1738
MEM 199.261719 1652241741.2742
MEM 186.371094 1652241741.3745
MEM 188.175781 1652241741.4749
MEM 191.785156 1652241741.5752
MEM 196.425781 1652241741.6755
MEM 199.261719 1652241741.7760
MEM 199.261719 1652241741.8770
MEM 199.261719 1652241741.9775
MEM 188.175781 1652241742.0779
MEM 188.175781 1652241742.1782
MEM 196.683594 1652241742.2786
MEM 199.777344 1652241742.3872
MEM 199.777344 1652241742.4876
MEM 199.777344 1652241742.5879
MEM 199.777344 1652241742.6882
MEM 188.175781 1652241742.7956
MEM 188.175781 1652241742.8960
MEM 188.175781 1652241742.9964
MEM 196.683594 1652241743.0968
MEM 196.683594 1652241743.1971
MEM 199.777344 1652241743.2974
MEM 199.777344 1652241743.3978
MEM 199.777344 1652241743.4981
MEM 188.175781 1652241743.5986
MEM 188.175781 1652241743.6989
MEM 188.175781 1652241743.7991
MEM 196.425781 1652241743.8996
MEM 196.425781 1652241743.9999
MEM 199.261719 1652241744.1002
MEM 199.261719 1652241744.2006
MEM 199.261719 1652241744.3010
MEM 185.855469 1652241744.4013
MEM 188.175781 1652241744.5015
MEM 196.425781 1652241744.6020
MEM 196.425781 1652241744.7023
MEM 199.261719 1652241744.8026
MEM 199.261719 1652241744.9029
MEM 188.175781 1652241745.0152
MEM 188.175781 1652241745.1156
MEM 188.175781 1652241745.2159
MEM 196.425781 1652241745.3162
MEM 196.425781 1652241745.4166
MEM 199.261719 1652241745.5169
MEM 199.261719 1652241745.6172
MEM 199.261719 1652241745.7176
MEM 188.175781 1652241745.8180
MEM 188.175781 1652241745.9183
MEM 196.683594 1652241746.0188
MEM 199.777344 1652241746.1191
MEM 199.777344 1652241746.2194
MEM 199.777344 1652241746.3198
MEM 188.175781 1652241746.4222
MEM 188.175781 1652241746.5226
MEM 196.683594 1652241746.6229
MEM 199.777344 1652241746.7234
MEM 199.777344 1652241746.8236
MEM 199.777344 1652241746.9239
MEM 199.777344 1652241747.0242
MEM 187.144531 1652241747.1245
MEM 188.175781 1652241747.2248
MEM 196.425781 1652241747.3250
MEM 196.425781 1652241747.4254
MEM 196.425781 1652241747.5257
MEM 199.261719 1652241747.6260
MEM 199.261719 1652241747.7263
MEM 199.261719 1652241747.8265
MEM 188.175781 1652241747.9268
MEM 188.175781 1652241748.0270
MEM 196.425781 1652241748.1273
MEM 196.425781 1652241748.2276
MEM 199.261719 1652241748.3279
MEM 199.261719 1652241748.4282
MEM 199.261719 1652241748.5285
MEM 188.175781 1652241748.6288
MEM 188.175781 1652241748.7291
MEM 196.425781 1652241748.8293
MEM 196.425781 1652241748.9296
MEM 196.425781 1652241749.0299
MEM 199.261719 1652241749.1303
MEM 199.261719 1652241749.2306
MEM 199.261719 1652241749.3308
MEM 188.175781 1652241749.4312
MEM 188.175781 1652241749.5316
MEM 194.105469 1652241749.6319
MEM 196.683594 1652241749.7323
MEM 196.683594 1652241749.8327
MEM 199.777344 1652241749.9330
MEM 199.777344 1652241750.0334
MEM 199.777344 1652241750.1337
MEM 183.796875 1652241750.2341
MEM 188.175781 1652241750.3345
MEM 188.175781 1652241750.4348
MEM 196.683594 1652241750.5351
MEM 196.683594 1652241750.6355
MEM 199.777344 1652241750.7359
MEM 199.777344 1652241750.8362
MEM 199.777344 1652241750.9365
MEM 199.777344 1652241751.0369
MEM 199.777344 1652241751.1373
MEM 187.917969 1652241751.2377
MEM 188.175781 1652241751.3381
MEM 188.175781 1652241751.4384
MEM 196.425781 1652241751.5387
MEM 196.425781 1652241751.6391
MEM 199.261719 1652241751.7395
MEM 199.261719 1652241751.8398
MEM 199.261719 1652241751.9402
MEM 187.144531 1652241752.0405
MEM 188.175781 1652241752.1409
MEM 196.425781 1652241752.2412
MEM 196.425781 1652241752.3416
MEM 199.261719 1652241752.4420
MEM 199.261719 1652241752.5437
MEM 199.261719 1652241752.6440
MEM 188.175781 1652241752.7444
MEM 188.175781 1652241752.8448
MEM 196.425781 1652241752.9453
MEM 196.425781 1652241753.0456
MEM 199.261719 1652241753.1460
MEM 199.261719 1652241753.2463
MEM 199.261719 1652241753.3466
MEM 199.261719 1652241753.4470
MEM 188.175781 1652241753.5633
MEM 188.175781 1652241753.6637
MEM 196.683594 1652241753.7641
MEM 199.777344 1652241753.8645
MEM 199.777344 1652241753.9648
MEM 199.777344 1652241754.0652
MEM 199.777344 1652241754.1655
MEM 183.796875 1652241754.2659
MEM 188.175781 1652241754.3662
MEM 188.175781 1652241754.4666
MEM 196.683594 1652241754.5670
MEM 199.777344 1652241754.6674
MEM 199.777344 1652241754.7676
MEM 199.777344 1652241754.8680
MEM 199.777344 1652241754.9683
MEM 185.082031 1652241755.0686
MEM 188.175781 1652241755.1689
MEM 188.175781 1652241755.2692
MEM 196.425781 1652241755.3696
MEM 196.425781 1652241755.4699
MEM 199.261719 1652241755.5703
MEM 199.261719 1652241755.6739
MEM 199.261719 1652241755.7742
MEM 187.144531 1652241755.8744
MEM 188.175781 1652241755.9774
MEM 188.175781 1652241756.0777
MEM 196.425781 1652241756.1780
MEM 196.425781 1652241756.2784
MEM 199.261719 1652241756.3788
MEM 199.261719 1652241756.4792
MEM 199.261719 1652241756.5795
MEM 187.660156 1652241756.6798
MEM 188.175781 1652241756.7802
MEM 188.175781 1652241756.8806
MEM 196.425781 1652241756.9810
MEM 199.261719 1652241757.0814
MEM 199.261719 1652241757.1818
MEM 199.261719 1652241757.2821
MEM 188.175781 1652241757.3825
MEM 188.175781 1652241757.4834
MEM 188.175781 1652241757.5838
MEM 196.683594 1652241757.6842
MEM 199.777344 1652241757.7846
MEM 199.777344 1652241757.8850
MEM 199.777344 1652241757.9853
MEM 188.175781 1652241758.0984
MEM 188.175781 1652241758.1988
MEM 196.683594 1652241758.2992
MEM 199.003906 1652241758.3996
MEM 199.777344 1652241758.5000
MEM 199.777344 1652241758.6003
MEM 199.777344 1652241758.7007
MEM 188.175781 1652241758.8010
MEM 188.175781 1652241758.9014
MEM 188.175781 1652241759.0018
MEM 196.425781 1652241759.1022
MEM 199.261719 1652241759.2026
MEM 199.261719 1652241759.3030
MEM 199.261719 1652241759.4034
MEM 199.261719 1652241759.5037
MEM 185.339844 1652241759.6040
MEM 188.175781 1652241759.7043
MEM 188.175781 1652241759.8046
MEM 196.425781 1652241759.9050
MEM 196.425781 1652241760.0054
MEM 199.261719 1652241760.1057
MEM 199.261719 1652241760.2060
MEM 199.261719 1652241760.3063
MEM 188.175781 1652241760.4068
MEM 188.175781 1652241760.5071
MEM 196.425781 1652241760.6075
MEM 196.425781 1652241760.7079
MEM 199.261719 1652241760.8082
MEM 199.261719 1652241760.9086
MEM 199.261719 1652241761.0089
MEM 199.261719 1652241761.1093
MEM 188.175781 1652241761.2096
MEM 188.175781 1652241761.3100
MEM 196.683594 1652241761.4103
MEM 199.777344 1652241761.5106
MEM 199.777344 1652241761.6109
MEM 199.777344 1652241761.7113
MEM 199.777344 1652241761.8116
MEM 188.175781 1652241761.9119
MEM 188.175781 1652241762.0122
MEM 196.683594 1652241762.1126
MEM 199.777344 1652241762.2129
MEM 199.777344 1652241762.3133
MEM 199.777344 1652241762.4136
MEM 199.777344 1652241762.5139
MEM 188.175781 1652241762.6142
MEM 188.175781 1652241762.7145
MEM 196.425781 1652241762.8148
MEM 199.261719 1652241762.9151
MEM 199.261719 1652241763.0155
MEM 199.261719 1652241763.1158
MEM 188.175781 1652241763.2161
MEM 188.175781 1652241763.3164
MEM 188.175781 1652241763.4166
MEM 196.425781 1652241763.5169
MEM 199.261719 1652241763.6172
MEM 199.261719 1652241763.7174
MEM 199.261719 1652241763.8177
MEM 199.261719 1652241763.9179
MEM 188.175781 1652241764.0182
