CMDLINE /usr/bin/python3 scripts/Lasso-SVM-Rhizo.py
MEM 188.175781 1652241599.1569
MEM 188.175781 1652241599.2572
MEM 195.910156 1652241599.3575
MEM 196.683594 1652241599.4579
MEM 199.777344 1652241599.5583
MEM 199.777344 1652241599.6586
MEM 199.777344 1652241599.7590
MEM 199.777344 1652241599.8594
MEM 188.175781 1652241599.9598
MEM 188.175781 1652241600.0603
MEM 188.175781 1652241600.1607
MEM 196.425781 1652241600.2612
MEM 199.261719 1652241600.3616
MEM 199.261719 1652241600.4619
MEM 199.261719 1652241600.5623
MEM 188.175781 1652241600.6628
MEM 188.175781 1652241600.7631
MEM 188.175781 1652241600.8634
MEM 196.425781 1652241600.9637
MEM 196.425781 1652241601.0641
MEM 199.261719 1652241601.1643
MEM 199.261719 1652241601.2647
MEM 199.261719 1652241601.3649
MEM 188.175781 1652241601.4653
MEM 188.175781 1652241601.5656
MEM 188.175781 1652241601.6659
MEM 196.425781 1652241601.7662
MEM 199.261719 1652241601.8665
MEM 199.261719 1652241601.9668
MEM 199.261719 1652241602.0671
MEM 188.175781 1652241602.1675
MEM 188.175781 1652241602.2678
MEM 188.175781 1652241602.3680
MEM 196.683594 1652241602.4684
MEM 199.777344 1652241602.5688
MEM 199.777344 1652241602.6691
MEM 199.777344 1652241602.7694
MEM 183.796875 1652241602.8697
MEM 188.175781 1652241602.9717
MEM 188.175781 1652241603.0720
MEM 188.175781 1652241603.1722
MEM 196.683594 1652241603.2726
MEM 199.777344 1652241603.3729
MEM 199.777344 1652241603.4733
MEM 199.777344 1652241603.5736
MEM 199.777344 1652241603.6740
MEM 188.175781 1652241603.7743
MEM 188.175781 1652241603.8746
MEM 191.269531 1652241603.9750
MEM 196.425781 1652241604.0754
MEM 199.261719 1652241604.1759
MEM 199.261719 1652241604.2762
MEM 199.261719 1652241604.3766
MEM 199.261719 1652241604.4771
MEM 188.175781 1652241604.5775
MEM 188.175781 1652241604.6780
MEM 195.652344 1652241604.7783
MEM 196.425781 1652241604.8787
MEM 199.261719 1652241604.9791
MEM 199.261719 1652241605.0794
MEM 199.261719 1652241605.1798
MEM 188.175781 1652241605.2802
MEM 188.175781 1652241605.3805
MEM 188.175781 1652241605.4809
MEM 196.425781 1652241605.5812
MEM 196.425781 1652241605.6817
MEM 199.261719 1652241605.7821
MEM 199.261719 1652241605.8824
MEM 199.261719 1652241605.9828
MEM 188.175781 1652241606.0832
MEM 188.175781 1652241606.1836
MEM 188.175781 1652241606.2839
MEM 196.683594 1652241606.3842
MEM 199.777344 1652241606.4848
MEM 199.777344 1652241606.5851
MEM 199.777344 1652241606.6855
MEM 188.175781 1652241606.7859
MEM 188.175781 1652241606.8863
MEM 196.683594 1652241606.9868
MEM 196.683594 1652241607.0872
MEM 199.777344 1652241607.1875
MEM 199.777344 1652241607.2879
MEM 199.777344 1652241607.3882
MEM 199.777344 1652241607.4887
MEM 199.777344 1652241607.5890
MEM 188.175781 1652241607.6893
MEM 188.175781 1652241607.7897
MEM 196.425781 1652241607.8924
MEM 196.425781 1652241607.9927
MEM 199.261719 1652241608.0931
MEM 199.261719 1652241608.1935
MEM 199.261719 1652241608.2938
MEM 188.175781 1652241608.3941
MEM 188.175781 1652241608.4945
MEM 196.425781 1652241608.5949
MEM 196.425781 1652241608.6952
MEM 199.261719 1652241608.7955
MEM 199.261719 1652241608.8958
MEM 199.261719 1652241608.9979
MEM 199.261719 1652241609.0983
MEM 188.175781 1652241609.1988
MEM 188.175781 1652241609.2991
MEM 196.425781 1652241609.3996
MEM 196.425781 1652241609.4999
MEM 199.261719 1652241609.6004
MEM 199.261719 1652241609.7008
MEM 199.261719 1652241609.8026
MEM 199.261719 1652241609.9031
MEM 188.175781 1652241610.0034
MEM 188.175781 1652241610.1039
MEM 196.683594 1652241610.2043
MEM 196.683594 1652241610.3047
MEM 199.777344 1652241610.4051
MEM 199.777344 1652241610.5054
MEM 199.777344 1652241610.6058
MEM 187.144531 1652241610.7062
MEM 188.175781 1652241610.8066
MEM 188.175781 1652241610.9094
MEM 196.683594 1652241611.0098
MEM 196.683594 1652241611.1103
MEM 199.777344 1652241611.2107
MEM 199.777344 1652241611.3111
MEM 199.777344 1652241611.4115
MEM 188.175781 1652241611.5118
MEM 188.175781 1652241611.6122
MEM 188.175781 1652241611.7126
MEM 196.425781 1652241611.8129
MEM 199.261719 1652241611.9134
MEM 199.261719 1652241612.0137
MEM 199.261719 1652241612.1141
MEM 188.175781 1652241612.2144
MEM 188.175781 1652241612.3148
MEM 194.878906 1652241612.4151
MEM 196.425781 1652241612.5155
MEM 196.425781 1652241612.6158
MEM 199.261719 1652241612.7163
MEM 199.261719 1652241612.8166
MEM 199.261719 1652241612.9170
MEM 188.175781 1652241613.0175
MEM 188.175781 1652241613.1179
MEM 196.425781 1652241613.2183
MEM 196.425781 1652241613.3187
MEM 199.261719 1652241613.4192
MEM 199.261719 1652241613.5196
MEM 199.261719 1652241613.6200
MEM 199.261719 1652241613.7204
MEM 188.175781 1652241613.8208
MEM 188.175781 1652241613.9211
MEM 196.683594 1652241614.0215
MEM 196.683594 1652241614.1219
MEM 196.683594 1652241614.2223
MEM 199.777344 1652241614.3226
MEM 199.777344 1652241614.4231
MEM 199.777344 1652241614.5233
MEM 188.175781 1652241614.6238
MEM 188.175781 1652241614.7242
MEM 191.785156 1652241614.8246
MEM 196.683594 1652241614.9250
MEM 196.683594 1652241615.0254
MEM 199.777344 1652241615.1258
MEM 199.777344 1652241615.2261
MEM 199.777344 1652241615.3264
MEM 188.175781 1652241615.4268
MEM 188.175781 1652241615.5272
MEM 188.175781 1652241615.6276
MEM 188.175781 1652241615.7279
MEM 196.425781 1652241615.8282
MEM 196.425781 1652241615.9287
MEM 199.261719 1652241616.0290
MEM 199.261719 1652241616.1294
MEM 199.261719 1652241616.2298
MEM 188.175781 1652241616.3302
MEM 195.652344 1652241616.4306
MEM 196.425781 1652241616.5309
MEM 196.425781 1652241616.6312
MEM 199.261719 1652241616.7316
MEM 199.261719 1652241616.8319
MEM 199.261719 1652241616.9322
MEM 188.175781 1652241617.0343
MEM 188.175781 1652241617.1346
MEM 196.425781 1652241617.2350
MEM 196.425781 1652241617.3353
MEM 199.261719 1652241617.4357
MEM 199.261719 1652241617.5360
MEM 199.261719 1652241617.6364
MEM 199.261719 1652241617.7368
MEM 188.175781 1652241617.8371
MEM 188.175781 1652241617.9375
MEM 196.683594 1652241618.0380
MEM 196.683594 1652241618.1399
MEM 199.777344 1652241618.2402
MEM 199.777344 1652241618.3405
MEM 199.777344 1652241618.4408
MEM 199.777344 1652241618.5411
MEM 188.175781 1652241618.6413
MEM 188.175781 1652241618.7416
MEM 196.683594 1652241618.8419
MEM 196.683594 1652241618.9422
MEM 199.777344 1652241619.0425
MEM 199.777344 1652241619.1428
MEM 199.777344 1652241619.2431
MEM 199.777344 1652241619.3434
MEM 188.175781 1652241619.4438
MEM 188.175781 1652241619.5440
MEM 196.425781 1652241619.6444
MEM 196.425781 1652241619.7446
MEM 196.425781 1652241619.8449
MEM 199.261719 1652241619.9452
MEM 199.261719 1652241620.0455
MEM 199.261719 1652241620.1457
MEM 188.175781 1652241620.2460
MEM 188.175781 1652241620.3463
MEM 188.175781 1652241620.4466
MEM 188.175781 1652241620.5469
MEM 196.425781 1652241620.6472
MEM 199.261719 1652241620.7476
MEM 199.261719 1652241620.8479
MEM 199.261719 1652241620.9483
MEM 188.175781 1652241621.0487
MEM 188.175781 1652241621.1490
MEM 188.175781 1652241621.2494
MEM 196.425781 1652241621.3497
MEM 196.425781 1652241621.4501
MEM 199.261719 1652241621.5505
MEM 199.261719 1652241621.6508
MEM 199.261719 1652241621.7513
MEM 188.175781 1652241621.8538
MEM 188.175781 1652241621.9541
MEM 196.683594 1652241622.0545
MEM 196.683594 1652241622.1548
MEM 199.777344 1652241622.2552
MEM 199.777344 1652241622.3556
MEM 199.777344 1652241622.4559
MEM 188.175781 1652241622.5564
MEM 188.175781 1652241622.6568
MEM 188.175781 1652241622.7571
MEM 196.683594 1652241622.8574
MEM 199.777344 1652241622.9579
MEM 199.777344 1652241623.0582
MEM 199.777344 1652241623.1586
MEM 188.175781 1652241623.2590
MEM 188.175781 1652241623.3593
MEM 188.175781 1652241623.4598
MEM 196.425781 1652241623.5601
MEM 199.261719 1652241623.6606
MEM 199.261719 1652241623.7609
MEM 199.261719 1652241623.8612
MEM 188.175781 1652241623.9616
MEM 188.175781 1652241624.0619
MEM 196.425781 1652241624.1623
MEM 196.425781 1652241624.2627
MEM 199.261719 1652241624.3631
MEM 199.261719 1652241624.4635
MEM 199.261719 1652241624.5638
MEM 188.175781 1652241624.6642
MEM 188.175781 1652241624.7647
MEM 196.425781 1652241624.8651
MEM 196.425781 1652241624.9655
MEM 199.261719 1652241625.0659
MEM 199.261719 1652241625.1663
MEM 199.261719 1652241625.2667
MEM 188.175781 1652241625.3671
MEM 188.175781 1652241625.4675
MEM 188.175781 1652241625.5679
MEM 188.175781 1652241625.6682
MEM 196.683594 1652241625.7686
MEM 199.777344 1652241625.8690
MEM 199.777344 1652241625.9693
MEM 199.777344 1652241626.0696
MEM 188.175781 1652241626.1699
MEM 188.175781 1652241626.2704
MEM 188.175781 1652241626.3708
MEM 196.683594 1652241626.4712
MEM 199.777344 1652241626.5716
MEM 199.777344 1652241626.6719
MEM 199.777344 1652241626.7723
MEM 199.777344 1652241626.8727
MEM 199.777344 1652241626.9731
MEM 188.175781 1652241627.0734
MEM 188.175781 1652241627.1738
MEM 191.785156 1652241627.2742
MEM 196.425781 1652241627.3746
MEM 199.261719 1652241627.4750
MEM 199.261719 1652241627.5753
MEM 199.261719 1652241627.6757
MEM 199.261719 1652241627.7760
MEM 188.175781 1652241627.8764
MEM 188.175781 1652241627.9768
MEM 196.425781 1652241628.0771
MEM 199.261719 1652241628.1775
MEM 199.261719 1652241628.2779
MEM 199.261719 1652241628.3782
MEM 199.261719 1652241628.4785
MEM 188.175781 1652241628.5789
MEM 188.175781 1652241628.6794
MEM 196.425781 1652241628.7797
MEM 196.425781 1652241628.8801
MEM 199.261719 1652241628.9805
MEM 199.261719 1652241629.0808
MEM 199.261719 1652241629.1812
MEM 183.796875 1652241629.2816
MEM 188.175781 1652241629.3819
MEM 188.175781 1652241629.4823
MEM 196.683594 1652241629.5827
MEM 199.777344 1652241629.6831
MEM 199.777344 1652241629.7835
MEM 199.777344 1652241629.8839
MEM 199.777344 1652241629.9842
MEM 188.175781 1652241630.0846
MEM 188.175781 1652241630.1850
MEM 196.683594 1652241630.2854
MEM 199.777344 1652241630.3858
MEM 199.777344 1652241630.4862
MEM 199.777344 1652241630.5865
MEM 199.777344 1652241630.6869
MEM 188.175781 1652241630.7872
MEM 188.175781 1652241630.8876
MEM 196.425781 1652241630.9880
MEM 196.425781 1652241631.0884
MEM 199.261719 1652241631.1887
MEM 199.261719 1652241631.2891
MEM 199.261719 1652241631.3894
MEM 199.261719 1652241631.4899
MEM 188.175781 1652241631.5904
MEM 188.175781 1652241631.6907
MEM 196.425781 1652241631.7911
MEM 199.261719 1652241631.8915
MEM 199.261719 1652241631.9919
MEM 199.261719 1652241632.0923
MEM 188.175781 1652241632.1928
MEM 188.175781 1652241632.2931
MEM 188.175781 1652241632.3935
MEM 196.425781 1652241632.4940
MEM 199.261719 1652241632.5944
MEM 199.261719 1652241632.6947
MEM 199.261719 1652241632.7951
MEM 188.175781 1652241632.8954
MEM 196.683594 1652241632.9959
MEM 196.683594 1652241633.0962
MEM 196.683594 1652241633.1966
MEM 196.683594 1652241633.2970
MEM 199.777344 1652241633.3974
MEM 199.777344 1652241633.4977
MEM 199.777344 1652241633.5981
MEM 188.175781 1652241633.6984
MEM 188.175781 1652241633.7987
MEM 196.683594 1652241633.8991
MEM 196.683594 1652241633.9995
MEM 196.683594 1652241634.0998
MEM 199.777344 1652241634.2002
MEM 199.777344 1652241634.3005
MEM 199.777344 1652241634.4008
MEM 188.175781 1652241634.5011
MEM 188.175781 1652241634.6015
MEM 188.175781 1652241634.7018
MEM 192.300781 1652241634.8020
MEM 196.425781 1652241634.9023
MEM 199.261719 1652241635.0026
MEM 199.261719 1652241635.1044
MEM 199.261719 1652241635.2046
MEM 199.261719 1652241635.3049
MEM 199.261719 1652241635.4052
MEM 188.175781 1652241635.5055
MEM 188.175781 1652241635.6058
MEM 188.175781 1652241635.7061
MEM 196.425781 1652241635.8065
MEM 199.261719 1652241635.9068
MEM 199.261719 1652241636.0071
MEM 199.261719 1652241636.1074
MEM 199.261719 1652241636.2085
MEM 188.175781 1652241636.3087
MEM 188.175781 1652241636.4091
MEM 196.425781 1652241636.5094
MEM 199.261719 1652241636.6097
MEM 199.261719 1652241636.7120
MEM 199.261719 1652241636.8123
MEM 188.175781 1652241636.9126
MEM 188.175781 1652241637.0129
MEM 196.683594 1652241637.1133
MEM 196.683594 1652241637.2136
MEM 199.777344 1652241637.3140
MEM 199.777344 1652241637.4144
MEM 199.777344 1652241637.5147
MEM 188.175781 1652241637.6152
MEM 188.175781 1652241637.7155
MEM 188.175781 1652241637.8158
MEM 196.683594 1652241637.9162
MEM 196.683594 1652241638.0165
MEM 199.777344 1652241638.1169
MEM 199.777344 1652241638.2173
MEM 199.777344 1652241638.3176
MEM 199.777344 1652241638.4181
MEM 187.144531 1652241638.5185
MEM 188.175781 1652241638.6188
MEM 196.425781 1652241638.7192
MEM 196.425781 1652241638.8195
MEM 199.261719 1652241638.9225
MEM 199.261719 1652241639.0348
MEM 199.261719 1652241639.1352
MEM 199.261719 1652241639.2356
MEM 184.824219 1652241639.3361
MEM 188.175781 1652241639.4364
MEM 188.175781 1652241639.5367
MEM 196.425781 1652241639.6371
MEM 199.261719 1652241639.7375
MEM 199.261719 1652241639.8381
MEM 199.261719 1652241639.9384
MEM 199.261719 1652241640.0388
MEM 188.175781 1652241640.1391
MEM 188.175781 1652241640.2394
MEM 196.425781 1652241640.3398
MEM 196.425781 1652241640.4402
MEM 199.261719 1652241640.5406
MEM 199.261719 1652241640.6409
MEM 199.261719 1652241640.7412
MEM 199.261719 1652241640.8416
MEM 188.175781 1652241640.9420
MEM 188.175781 1652241641.0424
MEM 196.683594 1652241641.1427
MEM 199.777344 1652241641.2431
MEM 199.777344 1652241641.3434
MEM 199.777344 1652241641.4438
MEM 199.777344 1652241641.5442
MEM 188.175781 1652241641.6528
MEM 188.175781 1652241641.7531
MEM 196.683594 1652241641.8536
MEM 196.683594 1652241641.9540
MEM 199.777344 1652241642.0544
MEM 199.777344 1652241642.1548
MEM 199.777344 1652241642.2551
MEM 188.175781 1652241642.3555
MEM 188.175781 1652241642.4573
MEM 188.175781 1652241642.5577
MEM 196.425781 1652241642.6580
MEM 199.261719 1652241642.7585
MEM 199.261719 1652241642.8589
MEM 199.261719 1652241642.9593
MEM 185.082031 1652241643.0597
MEM 188.175781 1652241643.1600
MEM 188.175781 1652241643.2603
MEM 196.425781 1652241643.3608
MEM 199.261719 1652241643.4612
MEM 199.261719 1652241643.5615
MEM 199.261719 1652241643.6618
MEM 183.796875 1652241643.7623
MEM 188.175781 1652241643.8626
MEM 192.816406 1652241643.9630
MEM 196.425781 1652241644.0633
MEM 196.425781 1652241644.1638
MEM 199.261719 1652241644.2642
MEM 199.261719 1652241644.3645
MEM 183.796875 1652241644.4649
MEM 188.175781 1652241644.5654
MEM 188.175781 1652241644.6659
MEM 196.683594 1652241644.7663
MEM 196.683594 1652241644.8667
MEM 199.777344 1652241644.9672
MEM 199.777344 1652241645.0675
MEM 199.777344 1652241645.1680
MEM 188.175781 1652241645.2683
MEM 188.175781 1652241645.3687
MEM 196.683594 1652241645.4691
MEM 196.683594 1652241645.5696
MEM 199.777344 1652241645.6699
MEM 199.777344 1652241645.7702
MEM 199.777344 1652241645.8706
MEM 188.175781 1652241645.9710
MEM 188.175781 1652241646.0713
MEM 196.425781 1652241646.1717
MEM 196.425781 1652241646.2721
MEM 196.425781 1652241646.3725
MEM 199.261719 1652241646.4728
MEM 199.261719 1652241646.5731
MEM 199.261719 1652241646.6735
MEM 188.175781 1652241646.7738
MEM 188.175781 1652241646.8742
MEM 188.175781 1652241646.9745
MEM 196.425781 1652241647.0749
MEM 196.425781 1652241647.1752
MEM 199.261719 1652241647.2755
MEM 199.261719 1652241647.3758
MEM 199.261719 1652241647.4762
MEM 188.175781 1652241647.5766
MEM 188.175781 1652241647.6770
MEM 195.652344 1652241647.7773
MEM 196.425781 1652241647.8777
MEM 196.425781 1652241647.9780
MEM 199.261719 1652241648.0784
MEM 199.261719 1652241648.1788
MEM 199.261719 1652241648.2791
MEM 188.175781 1652241648.3794
MEM 188.175781 1652241648.4799
MEM 196.683594 1652241648.5803
MEM 196.683594 1652241648.6806
MEM 199.777344 1652241648.7810
MEM 199.777344 1652241648.8813
MEM 199.777344 1652241648.9817
MEM 188.175781 1652241649.0819
MEM 188.175781 1652241649.1823
MEM 196.683594 1652241649.2827
MEM 196.683594 1652241649.3830
MEM 196.683594 1652241649.4835
MEM 199.777344 1652241649.5839
MEM 199.777344 1652241649.6843
MEM 199.777344 1652241649.7852
MEM 188.175781 1652241649.8900
MEM 188.175781 1652241649.9904
MEM 196.425781 1652241650.0908
MEM 196.425781 1652241650.1913
MEM 199.261719 1652241650.2916
MEM 199.261719 1652241650.3919
MEM 199.261719 1652241650.4923
MEM 199.261719 1652241650.5926
MEM 186.371094 1652241650.6929
MEM 188.175781 1652241650.7932
MEM 195.136719 1652241650.8934
MEM 196.425781 1652241650.9937
MEM 199.261719 1652241651.0940
MEM 199.261719 1652241651.1943
MEM 199.261719 1652241651.2945
MEM 188.175781 1652241651.3948
MEM 188.175781 1652241651.4951
MEM 196.425781 1652241651.5953
MEM 196.425781 1652241651.6956
MEM 199.261719 1652241651.7958
MEM 199.261719 1652241651.8961
MEM 199.261719 1652241651.9964
MEM 199.261719 1652241652.0967
MEM 187.660156 1652241652.1971
MEM 188.175781 1652241652.2973
MEM 194.363281 1652241652.3976
MEM 196.683594 1652241652.4991
MEM 196.683594 1652241652.5994
MEM 196.683594 1652241652.6997
MEM 199.777344 1652241652.8000
MEM 199.777344 1652241652.9003
MEM 186.113281 1652241653.0007
MEM 188.175781 1652241653.1009
MEM 188.175781 1652241653.2012
MEM 189.207031 1652241653.3016
MEM 196.683594 1652241653.4019
MEM 199.777344 1652241653.5023
MEM 199.777344 1652241653.6026
MEM 199.777344 1652241653.7030
MEM 188.175781 1652241653.8033
MEM 188.175781 1652241653.9037
MEM 196.425781 1652241654.0041
MEM 196.425781 1652241654.1044
MEM 199.261719 1652241654.2048
MEM 199.261719 1652241654.3051
MEM 199.261719 1652241654.4054
MEM 188.175781 1652241654.5058
MEM 188.175781 1652241654.6061
MEM 196.425781 1652241654.7065
MEM 199.261719 1652241654.8070
MEM 199.261719 1652241654.9075
MEM 199.261719 1652241655.0078
MEM 188.175781 1652241655.1081
MEM 188.175781 1652241655.2084
MEM 196.425781 1652241655.3088
MEM 196.425781 1652241655.4091
MEM 199.261719 1652241655.5094
MEM 199.261719 1652241655.6097
MEM 199.261719 1652241655.7100
MEM 199.261719 1652241655.8111
MEM 188.175781 1652241655.9114
MEM 188.175781 1652241656.0118
MEM 196.683594 1652241656.1121
MEM 196.683594 1652241656.2125
MEM 199.777344 1652241656.3128
MEM 199.777344 1652241656.4132
MEM 199.777344 1652241656.5136
MEM 199.777344 1652241656.6140
MEM 188.175781 1652241656.7143
MEM 188.175781 1652241656.8147
MEM 196.683594 1652241656.9152
MEM 196.683594 1652241657.0155
MEM 196.683594 1652241657.1160
MEM 199.777344 1652241657.2163
MEM 199.777344 1652241657.3167
MEM 199.777344 1652241657.4171
MEM 188.175781 1652241657.5175
MEM 188.175781 1652241657.6178
MEM 196.425781 1652241657.7182
MEM 196.425781 1652241657.8185
MEM 196.425781 1652241657.9188
MEM 199.261719 1652241658.0191
MEM 199.261719 1652241658.1194
MEM 199.261719 1652241658.2197
MEM 188.175781 1652241658.3202
MEM 188.175781 1652241658.4205
MEM 196.425781 1652241658.5210
MEM 196.425781 1652241658.6214
MEM 196.425781 1652241658.7218
MEM 199.261719 1652241658.8222
MEM 199.261719 1652241658.9226
MEM 199.261719 1652241659.0229
MEM 187.402344 1652241659.1250
MEM 188.175781 1652241659.2254
MEM 188.175781 1652241659.3273
MEM 188.175781 1652241659.4276
MEM 196.425781 1652241659.5281
MEM 199.261719 1652241659.6284
MEM 199.261719 1652241659.7288
MEM 199.261719 1652241659.8292
MEM 188.175781 1652241659.9296
MEM 188.175781 1652241660.0300
MEM 188.175781 1652241660.1304
MEM 188.175781 1652241660.2309
MEM 196.683594 1652241660.3314
MEM 196.683594 1652241660.4318
MEM 199.777344 1652241660.5321
MEM 199.777344 1652241660.6325
MEM 199.777344 1652241660.7329
MEM 188.175781 1652241660.8332
MEM 188.175781 1652241660.9336
MEM 188.175781 1652241661.0340
MEM 196.683594 1652241661.1344
MEM 199.777344 1652241661.2349
MEM 199.777344 1652241661.3351
MEM 199.777344 1652241661.4356
MEM 188.175781 1652241661.5360
MEM 188.175781 1652241661.6364
MEM 196.425781 1652241661.7368
MEM 196.425781 1652241661.8371
MEM 199.261719 1652241661.9375
MEM 199.261719 1652241662.0378
MEM 199.261719 1652241662.1382
MEM 188.175781 1652241662.2385
MEM 188.175781 1652241662.3388
MEM 188.175781 1652241662.4392
MEM 196.425781 1652241662.5395
MEM 196.425781 1652241662.6398
MEM 199.261719 1652241662.7402
MEM 199.261719 1652241662.8405
MEM 199.261719 1652241662.9409
MEM 188.175781 1652241663.0413
MEM 188.175781 1652241663.1417
MEM 188.175781 1652241663.2421
MEM 196.425781 1652241663.3424
MEM 196.425781 1652241663.4428
MEM 199.261719 1652241663.5433
MEM 199.261719 1652241663.6438
MEM 199.261719 1652241663.7441
MEM 188.175781 1652241663.8461
MEM 188.175781 1652241663.9466
MEM 188.175781 1652241664.0469
MEM 196.683594 1652241664.1473
MEM 196.683594 1652241664.2477
MEM 199.777344 1652241664.3480
MEM 199.777344 1652241664.4484
MEM 199.777344 1652241664.5488
MEM 188.175781 1652241664.6491
MEM 188.175781 1652241664.7495
MEM 195.910156 1652241664.8498
MEM 196.683594 1652241664.9502
MEM 199.777344 1652241665.0506
MEM 199.777344 1652241665.1509
MEM 199.777344 1652241665.2512
MEM 188.175781 1652241665.3516
MEM 188.175781 1652241665.4520
MEM 188.175781 1652241665.5525
MEM 196.425781 1652241665.6528
MEM 196.425781 1652241665.7532
MEM 199.261719 1652241665.8535
MEM 199.261719 1652241665.9539
MEM 199.261719 1652241666.0542
MEM 188.175781 1652241666.1545
MEM 188.175781 1652241666.2550
MEM 196.425781 1652241666.3577
MEM 196.425781 1652241666.4580
MEM 199.261719 1652241666.5585
MEM 199.261719 1652241666.6588
MEM 199.261719 1652241666.7592
MEM 188.175781 1652241666.8596
MEM 188.175781 1652241666.9599
MEM 196.425781 1652241667.0603
MEM 196.425781 1652241667.1605
MEM 199.261719 1652241667.2608
MEM 199.261719 1652241667.3611
MEM 199.261719 1652241667.4614
MEM 185.339844 1652241667.5617
MEM 188.175781 1652241667.6620
MEM 196.683594 1652241667.7623
MEM 196.683594 1652241667.8625
MEM 199.777344 1652241667.9629
MEM 199.777344 1652241668.0631
MEM 187.402344 1652241668.1634
MEM 188.175781 1652241668.2637
MEM 188.175781 1652241668.3639
MEM 196.683594 1652241668.4642
MEM 199.777344 1652241668.5645
MEM 199.777344 1652241668.6649
MEM 199.777344 1652241668.7652
MEM 188.175781 1652241668.8655
MEM 188.175781 1652241668.9658
MEM 196.425781 1652241669.0662
MEM 196.425781 1652241669.1664
MEM 199.261719 1652241669.2667
MEM 199.261719 1652241669.3670
MEM 185.253906 1652241669.4673
MEM 188.175781 1652241669.5676
MEM 188.175781 1652241669.6680
MEM 188.175781 1652241669.7683
MEM 196.425781 1652241669.8716
MEM 196.425781 1652241669.9720
MEM 199.261719 1652241670.0724
MEM 199.261719 1652241670.1728
MEM 199.261719 1652241670.2732
MEM 199.261719 1652241670.3735
MEM 188.175781 1652241670.4738
MEM 188.175781 1652241670.5742
MEM 188.175781 1652241670.6746
MEM 196.425781 1652241670.7749
MEM 199.261719 1652241670.8753
MEM 199.261719 1652241670.9758
MEM 199.261719 1652241671.0761
MEM 199.261719 1652241671.1764
MEM 188.175781 1652241671.2777
MEM 188.175781 1652241671.3780
MEM 196.683594 1652241671.4784
MEM 196.683594 1652241671.5788
MEM 199.777344 1652241671.6791
MEM 199.777344 1652241671.7795
MEM 199.777344 1652241671.8799
MEM 184.308594 1652241671.9803
MEM 188.175781 1652241672.0806
MEM 192.816406 1652241672.1811
MEM 196.683594 1652241672.2815
MEM 199.777344 1652241672.3819
MEM 199.777344 1652241672.4822
MEM 199.777344 1652241672.5826
MEM 188.175781 1652241672.6830
MEM 188.175781 1652241672.7834
MEM 196.425781 1652241672.8838
MEM 199.261719 1652241672.9842
MEM 199.261719 1652241673.0846
MEM 199.261719 1652241673.1849
MEM 199.261719 1652241673.2853
MEM 188.175781 1652241673.3856
MEM 188.175781 1652241673.4859
MEM 196.425781 1652241673.5863
MEM 196.683594 1652241673.6866
MEM 199.261719 1652241673.7870
MEM 199.261719 1652241673.8873
MEM 199.261719 1652241673.9877
MEM 184.308594 1652241674.0880
MEM 188.175781 1652241674.1884
MEM 196.425781 1652241674.2888
MEM 196.425781 1652241674.3892
MEM 199.261719 1652241674.4919
MEM 199.261719 1652241674.5922
MEM 199.261719 1652241674.6926
MEM 188.175781 1652241674.7929
MEM 188.175781 1652241674.8934
MEM 188.175781 1652241674.9937
MEM 196.683594 1652241675.0941
MEM 196.683594 1652241675.1945
MEM 199.777344 1652241675.2949
MEM 199.777344 1652241675.3954
MEM 199.777344 1652241675.4957
MEM 188.175781 1652241675.5961
MEM 188.175781 1652241675.6965
MEM 188.949219 1652241675.7969
MEM 196.683594 1652241675.8972
MEM 199.777344 1652241675.9977
MEM 199.777344 1652241676.0980
MEM 199.777344 1652241676.1984
MEM 188.175781 1652241676.2988
MEM 188.175781 1652241676.3991
MEM 196.425781 1652241676.4994
MEM 196.425781 1652241676.5997
MEM 196.425781 1652241676.7001
MEM 199.261719 1652241676.8005
MEM 199.261719 1652241676.9008
MEM 199.261719 1652241677.0011
MEM 188.175781 1652241677.1014
MEM 188.175781 1652241677.2018
MEM 196.425781 1652241677.3021
MEM 199.261719 1652241677.4024
MEM 199.261719 1652241677.5028
MEM 199.261719 1652241677.6032
MEM 199.261719 1652241677.7037
MEM 188.175781 1652241677.8042
MEM 188.175781 1652241677.9045
MEM 196.425781 1652241678.0050
MEM 196.425781 1652241678.1054
MEM 199.261719 1652241678.2057
MEM 199.261719 1652241678.3060
MEM 199.261719 1652241678.4064
MEM 199.261719 1652241678.5066
MEM 188.175781 1652241678.6070
MEM 188.175781 1652241678.7074
MEM 188.175781 1652241678.8077
MEM 188.175781 1652241678.9079
MEM 196.683594 1652241679.0084
MEM 196.683594 1652241679.1087
MEM 199.777344 1652241679.2091
MEM 199.777344 1652241679.3095
MEM 184.308594 1652241679.4099
MEM 188.175781 1652241679.5103
MEM 188.175781 1652241679.6106
MEM 196.683594 1652241679.7110
MEM 196.683594 1652241679.8113
MEM 199.777344 1652241679.9117
MEM 199.777344 1652241680.0121
MEM 199.777344 1652241680.1125
MEM 199.777344 1652241680.2128
MEM 187.917969 1652241680.3131
MEM 188.175781 1652241680.4135
MEM 188.175781 1652241680.5138
MEM 196.425781 1652241680.6142
MEM 199.261719 1652241680.7147
MEM 199.261719 1652241680.8151
MEM 199.261719 1652241680.9154
MEM 199.261719 1652241681.0157
MEM 199.261719 1652241681.1162
MEM 188.175781 1652241681.2189
MEM 188.175781 1652241681.3193
MEM 196.425781 1652241681.4197
MEM 199.261719 1652241681.5201
