CMDLINE /usr/bin/python3 scripts/AE-SVM-Malaria.py
MEM 4295.976562 1652243568.4542
MEM 4296.476562 1652243568.5547
MEM 4296.992188 1652243568.6550
MEM 4296.976562 1652243568.7556
MEM 4296.976562 1652243568.8561
MEM 4299.539062 1652243568.9565
MEM 4299.679688 1652243569.0569
MEM 4299.679688 1652243569.1573
MEM 4299.679688 1652243569.2578
MEM 4299.679688 1652243569.3582
MEM 4299.679688 1652243569.4587
MEM 4299.679688 1652243569.5591
MEM 4299.679688 1652243569.6595
MEM 4299.679688 1652243569.7599
MEM 4301.203125 1652243569.8604
MEM 4307.906250 1652243569.9608
MEM 4307.906250 1652243570.0612
MEM 4307.906250 1652243570.1615
MEM 4308.937500 1652243570.2619
MEM 4338.960938 1652243570.3623
MEM 4338.960938 1652243570.4626
MEM 4338.960938 1652243570.5631
MEM 4338.960938 1652243570.6634
MEM 4338.960938 1652243570.7638
MEM 4338.960938 1652243570.8643
MEM 4338.960938 1652243570.9648
MEM 4338.960938 1652243571.0651
MEM 4338.960938 1652243571.1654
MEM 4338.960938 1652243571.2659
MEM 4355.519531 1652243571.3663
MEM 4355.519531 1652243571.4666
MEM 4355.519531 1652243571.5670
MEM 4355.519531 1652243571.6674
MEM 4355.519531 1652243571.7677
MEM 4372.335938 1652243571.8681
MEM 4372.335938 1652243571.9685
MEM 4373.550781 1652243572.0689
MEM 4373.554688 1652243572.1694
MEM 4373.554688 1652243572.2698
MEM 4374.816406 1652243572.3703
MEM 4374.816406 1652243572.4707
MEM 4374.804688 1652243572.5711
MEM 4374.789062 1652243572.6716
MEM 4385.875000 1652243572.7720
MEM 4390.121094 1652243572.8725
MEM 4393.988281 1652243572.9729
MEM 4393.968750 1652243573.0732
MEM 4398.796875 1652243573.1740
MEM 4398.796875 1652243573.2745
MEM 4399.593750 1652243573.3750
MEM 4399.593750 1652243573.4753
MEM 4400.089844 1652243573.5758
MEM 4400.089844 1652243573.6762
MEM 4400.089844 1652243573.7766
MEM 4400.089844 1652243573.8770
MEM 4400.089844 1652243573.9776
MEM 4400.089844 1652243574.0780
MEM 4400.089844 1652243574.1783
MEM 4400.089844 1652243574.2788
MEM 4400.089844 1652243574.3793
MEM 4400.070312 1652243574.4797
MEM 4400.070312 1652243574.5801
MEM 4400.070312 1652243574.6805
MEM 4400.246094 1652243574.7808
MEM 4401.222656 1652243574.8812
MEM 4401.558594 1652243574.9815
MEM 4401.714844 1652243575.0821
MEM 4401.714844 1652243575.1826
MEM 4401.714844 1652243575.2830
MEM 4401.714844 1652243575.3833
MEM 4401.714844 1652243575.4838
MEM 4401.714844 1652243575.5841
MEM 4401.714844 1652243575.6845
MEM 4401.714844 1652243575.7849
MEM 4401.714844 1652243575.8852
MEM 4401.714844 1652243575.9856
MEM 4401.714844 1652243576.0859
MEM 4401.714844 1652243576.1864
MEM 4401.714844 1652243576.2868
MEM 4401.968750 1652243576.3872
MEM 4405.578125 1652243576.4875
MEM 4405.578125 1652243576.5879
MEM 4405.578125 1652243576.6882
MEM 4405.578125 1652243576.7886
MEM 4405.578125 1652243576.8889
MEM 4405.578125 1652243576.9892
MEM 4405.578125 1652243577.0897
MEM 4405.578125 1652243577.1928
MEM 4405.578125 1652243577.2932
MEM 4406.089844 1652243577.3936
MEM 4406.089844 1652243577.4940
MEM 4406.089844 1652243577.5943
MEM 4406.117188 1652243577.6948
MEM 4412.558594 1652243577.7953
MEM 4416.414062 1652243577.8958
MEM 4427.242188 1652243577.9962
MEM 4429.304688 1652243578.0967
MEM 4429.285156 1652243578.1972
MEM 4429.722656 1652243578.2976
MEM 4433.042969 1652243578.3980
MEM 4433.023438 1652243578.4985
MEM 4433.023438 1652243578.5990
MEM 4433.007812 1652243578.6994
MEM 4435.070312 1652243578.7998
MEM 4436.605469 1652243578.9003
MEM 4436.605469 1652243579.0008
MEM 4436.605469 1652243579.1014
MEM 4436.585938 1652243579.2021
MEM 4436.574219 1652243579.3025
MEM 4436.574219 1652243579.4032
MEM 4436.785156 1652243579.5037
MEM 4436.785156 1652243579.6040
MEM 4436.785156 1652243579.7044
MEM 4436.785156 1652243579.8048
MEM 4436.785156 1652243579.9051
MEM 4436.785156 1652243580.0055
MEM 4436.785156 1652243580.1059
MEM 4436.785156 1652243580.2063
MEM 4436.765625 1652243580.3067
MEM 4436.765625 1652243580.4071
MEM 4436.765625 1652243580.5091
MEM 4436.765625 1652243580.6095
MEM 4436.765625 1652243580.7099
MEM 4436.765625 1652243580.8102
MEM 4436.765625 1652243580.9106
MEM 4436.765625 1652243581.0111
MEM 4436.765625 1652243581.1114
MEM 4436.765625 1652243581.2119
MEM 4436.765625 1652243581.3124
MEM 4436.765625 1652243581.4128
MEM 4436.765625 1652243581.5132
MEM 4439.828125 1652243581.6136
MEM 4439.828125 1652243581.7141
MEM 4439.828125 1652243581.8144
MEM 4439.828125 1652243581.9148
MEM 4439.828125 1652243582.0152
MEM 4439.828125 1652243582.1157
MEM 4439.828125 1652243582.2183
MEM 4439.828125 1652243582.3187
MEM 4440.339844 1652243582.4191
MEM 4440.109375 1652243582.5194
MEM 4440.105469 1652243582.6199
MEM 4440.105469 1652243582.7203
MEM 4440.601562 1652243582.8207
MEM 4441.359375 1652243582.9211
MEM 4444.710938 1652243583.0215
MEM 4444.695312 1652243583.1219
MEM 4447.000000 1652243583.2223
MEM 4447.000000 1652243583.3237
MEM 4447.757812 1652243583.4242
MEM 4452.140625 1652243583.5246
MEM 4454.960938 1652243583.6251
MEM 4457.539062 1652243583.7256
MEM 4458.554688 1652243583.8266
MEM 4458.554688 1652243583.9272
MEM 4458.539062 1652243584.0276
MEM 4458.539062 1652243584.1312
MEM 4458.523438 1652243584.2318
MEM 4458.523438 1652243584.3322
MEM 4458.558594 1652243584.4325
MEM 4458.558594 1652243584.5329
MEM 4458.558594 1652243584.6333
MEM 4458.558594 1652243584.7337
MEM 4458.558594 1652243584.8341
MEM 4458.558594 1652243584.9370
MEM 4458.558594 1652243585.0374
MEM 4458.558594 1652243585.1378
MEM 4458.535156 1652243585.2382
MEM 4458.535156 1652243585.3386
MEM 4458.535156 1652243585.4390
MEM 4458.535156 1652243585.5393
MEM 4458.535156 1652243585.6396
MEM 4458.535156 1652243585.7400
MEM 4458.535156 1652243585.8404
MEM 4458.535156 1652243585.9408
MEM 4458.535156 1652243586.0411
MEM 4458.535156 1652243586.1415
MEM 4458.535156 1652243586.2418
MEM 4458.535156 1652243586.3422
MEM 4458.535156 1652243586.4426
MEM 4462.652344 1652243586.5431
MEM 4463.425781 1652243586.6435
MEM 4463.425781 1652243586.7438
MEM 4463.425781 1652243586.8442
MEM 4463.425781 1652243586.9445
MEM 4463.425781 1652243587.0449
MEM 4463.425781 1652243587.1453
MEM 4463.425781 1652243587.2456
MEM 4463.425781 1652243587.3460
MEM 4463.937500 1652243587.4464
MEM 4463.937500 1652243587.5467
MEM 4464.195312 1652243587.6470
MEM 4463.960938 1652243587.7474
MEM 4467.054688 1652243587.8478
MEM 4473.996094 1652243587.9482
MEM 4480.957031 1652243588.0486
MEM 4483.773438 1652243588.1490
MEM 4485.062500 1652243588.2493
MEM 4486.851562 1652243588.3498
MEM 4490.718750 1652243588.4502
MEM 4490.699219 1652243588.5506
MEM 4490.699219 1652243588.6510
MEM 4490.691406 1652243588.7515
MEM 4490.691406 1652243588.8519
MEM 4490.671875 1652243588.9522
MEM 4490.671875 1652243589.0526
MEM 4490.660156 1652243589.1530
MEM 4490.660156 1652243589.2534
MEM 4493.992188 1652243589.3538
MEM 4493.992188 1652243589.4541
MEM 4494.003906 1652243589.5545
MEM 4494.003906 1652243589.6548
MEM 4494.003906 1652243589.7552
MEM 4494.003906 1652243589.8555
MEM 4494.003906 1652243589.9559
MEM 4494.003906 1652243590.0563
MEM 4494.003906 1652243590.1567
MEM 4494.003906 1652243590.2571
MEM 4494.003906 1652243590.3576
MEM 4494.003906 1652243590.4580
MEM 4494.003906 1652243590.5584
MEM 4494.003906 1652243590.6589
MEM 4494.003906 1652243590.7592
MEM 4494.003906 1652243590.8595
MEM 4494.003906 1652243590.9599
MEM 4494.003906 1652243591.0603
MEM 4494.003906 1652243591.1606
MEM 4494.003906 1652243591.2610
MEM 4494.003906 1652243591.3614
MEM 4494.003906 1652243591.4618
MEM 4494.003906 1652243591.5622
MEM 4493.988281 1652243591.6626
MEM 4493.988281 1652243591.7632
MEM 4493.988281 1652243591.8635
MEM 4493.988281 1652243591.9639
MEM 4493.988281 1652243592.0643
MEM 4493.968750 1652243592.1647
MEM 4493.968750 1652243592.2651
MEM 4493.968750 1652243592.3655
MEM 4493.968750 1652243592.4659
MEM 4493.968750 1652243592.5666
MEM 4493.968750 1652243592.6670
MEM 4493.968750 1652243592.7693
MEM 4493.968750 1652243592.8697
MEM 4493.968750 1652243592.9701
MEM 4493.968750 1652243593.0705
MEM 4493.968750 1652243593.1709
MEM 4493.968750 1652243593.2712
MEM 4493.968750 1652243593.3715
MEM 4493.968750 1652243593.4719
MEM 4493.968750 1652243593.5723
MEM 4493.968750 1652243593.6726
MEM 4493.968750 1652243593.7730
MEM 4493.968750 1652243593.8734
MEM 4493.968750 1652243593.9738
MEM 4493.968750 1652243594.0742
MEM 4493.968750 1652243594.1745
MEM 4494.480469 1652243594.2749
MEM 4494.480469 1652243594.3753
MEM 4494.246094 1652243594.4757
MEM 4497.222656 1652243594.5761
MEM 4497.210938 1652243594.6767
MEM 4501.410156 1652243594.7771
MEM 4501.394531 1652243594.8775
MEM 4501.394531 1652243594.9779
MEM 4501.394531 1652243595.0786
MEM 4501.375000 1652243595.1790
MEM 4501.632812 1652243595.2794
MEM 4501.617188 1652243595.3797
MEM 4501.617188 1652243595.4802
MEM 4505.468750 1652243595.5828
MEM 4505.468750 1652243595.6832
MEM 4505.457031 1652243595.7836
MEM 4505.457031 1652243595.8840
MEM 4505.441406 1652243595.9845
MEM 4505.441406 1652243596.0849
MEM 4505.421875 1652243596.1852
MEM 4513.578125 1652243596.2857
MEM 4513.265625 1652243596.3862
MEM 4513.265625 1652243596.4865
MEM 4513.265625 1652243596.5870
MEM 4513.265625 1652243596.6873
MEM 4513.265625 1652243596.7877
MEM 4513.265625 1652243596.8882
MEM 4513.265625 1652243596.9886
MEM 4513.265625 1652243597.0889
MEM 4513.265625 1652243597.1893
MEM 4513.265625 1652243597.2897
MEM 4513.265625 1652243597.3901
MEM 4513.265625 1652243597.4904
MEM 4513.265625 1652243597.5909
MEM 4513.265625 1652243597.6913
MEM 4513.265625 1652243597.7917
MEM 4513.265625 1652243597.8921
MEM 4513.265625 1652243597.9925
MEM 4513.265625 1652243598.0928
MEM 4513.265625 1652243598.1932
MEM 4513.257812 1652243598.2936
MEM 4513.257812 1652243598.3940
MEM 4513.257812 1652243598.4944
MEM 4513.257812 1652243598.5949
MEM 4513.257812 1652243598.6953
MEM 4513.257812 1652243598.7956
MEM 4513.257812 1652243598.8960
MEM 4513.257812 1652243598.9966
MEM 4513.234375 1652243599.0969
MEM 4513.234375 1652243599.1973
MEM 4513.234375 1652243599.2977
MEM 4513.234375 1652243599.3981
MEM 4513.234375 1652243599.4985
MEM 4513.234375 1652243599.5989
MEM 4513.234375 1652243599.6993
MEM 4513.234375 1652243599.8023
MEM 4513.234375 1652243599.9026
MEM 4513.234375 1652243600.0030
MEM 4513.234375 1652243600.1034
MEM 4513.234375 1652243600.2038
MEM 4513.234375 1652243600.3042
MEM 4513.234375 1652243600.4045
MEM 4513.234375 1652243600.5049
MEM 4513.742188 1652243600.6053
MEM 4513.742188 1652243600.7098
MEM 4513.742188 1652243600.8102
MEM 4513.742188 1652243600.9105
MEM 4513.742188 1652243601.0109
MEM 4513.742188 1652243601.1113
MEM 4513.742188 1652243601.2117
MEM 4513.742188 1652243601.3120
MEM 4513.742188 1652243601.4123
MEM 4514.253906 1652243601.5127
MEM 4514.253906 1652243601.6132
MEM 4514.253906 1652243601.7136
MEM 4514.253906 1652243601.8140
MEM 4517.367188 1652243601.9144
MEM 4519.171875 1652243602.0148
MEM 4522.511719 1652243602.1153
MEM 4523.542969 1652243602.2157
MEM 4529.195312 1652243602.3162
MEM 4531.769531 1652243602.4166
MEM 4536.398438 1652243602.5170
MEM 4536.398438 1652243602.6174
MEM 4537.152344 1652243602.7178
MEM 4542.824219 1652243602.8182
MEM 4546.621094 1652243602.9186
MEM 4548.425781 1652243603.0189
MEM 4549.695312 1652243603.1200
MEM 4549.695312 1652243603.2204
MEM 4549.679688 1652243603.3209
MEM 4549.679688 1652243603.4214
MEM 4549.679688 1652243603.5218
MEM 4549.667969 1652243603.6221
MEM 4549.667969 1652243603.7225
MEM 4549.421875 1652243603.8229
MEM 4549.421875 1652243603.9232
MEM 4549.421875 1652243604.0236
MEM 4549.421875 1652243604.1241
MEM 4549.421875 1652243604.2244
MEM 4549.402344 1652243604.3248
MEM 4549.402344 1652243604.4252
MEM 4549.402344 1652243604.5257
MEM 4549.402344 1652243604.6261
MEM 4549.402344 1652243604.7265
MEM 4549.402344 1652243604.8270
MEM 4549.402344 1652243604.9274
MEM 4549.402344 1652243605.0278
MEM 4549.402344 1652243605.1282
MEM 4549.402344 1652243605.2287
MEM 4549.402344 1652243605.3291
MEM 4549.402344 1652243605.4295
MEM 4549.402344 1652243605.5299
MEM 4549.402344 1652243605.6302
MEM 4549.402344 1652243605.7306
MEM 4549.402344 1652243605.8309
MEM 4549.910156 1652243605.9315
MEM 4551.199219 1652243606.0319
MEM 4551.199219 1652243606.1324
MEM 4551.199219 1652243606.2328
MEM 4551.199219 1652243606.3332
MEM 4551.199219 1652243606.4336
MEM 4551.199219 1652243606.5341
MEM 4551.199219 1652243606.6345
MEM 4551.199219 1652243606.7350
MEM 4551.199219 1652243606.8354
MEM 4551.710938 1652243606.9358
MEM 4551.710938 1652243607.0362
MEM 4552.734375 1652243607.1366
MEM 4555.296875 1652243607.2371
MEM 4557.617188 1652243607.3375
MEM 4560.175781 1652243607.4380
MEM 4562.496094 1652243607.5385
MEM 4565.062500 1652243607.6390
MEM 4567.382812 1652243607.7394
MEM 4568.652344 1652243607.8399
MEM 4568.652344 1652243607.9403
MEM 4568.652344 1652243608.0407
MEM 4568.636719 1652243608.1411
MEM 4568.636719 1652243608.2417
MEM 4568.625000 1652243608.3422
MEM 4568.625000 1652243608.4427
MEM 4568.605469 1652243608.5431
MEM 4568.605469 1652243608.6439
MEM 4568.593750 1652243608.7443
MEM 4568.593750 1652243608.8447
MEM 4568.578125 1652243608.9455
MEM 4568.578125 1652243609.0482
MEM 4568.453125 1652243609.1485
MEM 4568.453125 1652243609.2489
MEM 4568.453125 1652243609.3493
MEM 4568.453125 1652243609.4497
MEM 4568.453125 1652243609.5501
MEM 4568.453125 1652243609.6505
MEM 4568.433594 1652243609.7510
MEM 4568.433594 1652243609.8514
MEM 4568.433594 1652243609.9518
MEM 4568.433594 1652243610.0522
MEM 4568.433594 1652243610.1527
MEM 4568.433594 1652243610.2531
MEM 4568.433594 1652243610.3535
MEM 4568.433594 1652243610.4538
MEM 4568.433594 1652243610.5542
MEM 4568.433594 1652243610.6546
MEM 4568.433594 1652243610.7550
MEM 4568.433594 1652243610.8554
MEM 4568.433594 1652243610.9559
MEM 4568.433594 1652243611.0566
MEM 4568.433594 1652243611.1570
MEM 4568.433594 1652243611.2573
MEM 4568.433594 1652243611.3577
MEM 4568.433594 1652243611.4580
MEM 4568.433594 1652243611.5585
MEM 4568.433594 1652243611.6588
MEM 4568.433594 1652243611.7591
MEM 4568.433594 1652243611.8595
MEM 4568.945312 1652243611.9598
MEM 4568.945312 1652243612.0601
MEM 4568.945312 1652243612.1606
MEM 4568.707031 1652243612.2610
MEM 4568.699219 1652243612.3614
MEM 4568.699219 1652243612.4621
MEM 4568.699219 1652243612.5625
MEM 4568.679688 1652243612.6629
MEM 4568.679688 1652243612.7633
MEM 4568.667969 1652243612.8637
MEM 4568.667969 1652243612.9641
MEM 4568.648438 1652243613.0644
MEM 4569.675781 1652243613.1649
MEM 4569.660156 1652243613.2653
MEM 4569.660156 1652243613.3657
MEM 4569.644531 1652243613.4661
MEM 4569.644531 1652243613.5665
MEM 4569.632812 1652243613.6670
MEM 4569.632812 1652243613.7674
MEM 4569.632812 1652243613.8681
MEM 4569.617188 1652243613.9685
MEM 4569.617188 1652243614.0689
MEM 4569.507812 1652243614.1693
MEM 4569.507812 1652243614.2697
MEM 4569.507812 1652243614.3701
MEM 4569.507812 1652243614.4706
MEM 4569.507812 1652243614.5710
MEM 4569.507812 1652243614.6715
MEM 4569.507812 1652243614.7719
MEM 4569.488281 1652243614.8723
MEM 4569.488281 1652243614.9727
MEM 4569.488281 1652243615.0731
MEM 4569.488281 1652243615.1734
MEM 4569.488281 1652243615.2738
MEM 4569.488281 1652243615.3742
MEM 4569.488281 1652243615.4746
MEM 4569.488281 1652243615.5751
MEM 4569.488281 1652243615.6755
MEM 4569.488281 1652243615.7758
MEM 4569.488281 1652243615.8763
MEM 4569.488281 1652243615.9767
MEM 4569.488281 1652243616.0771
MEM 4569.488281 1652243616.1776
MEM 4569.488281 1652243616.2780
MEM 4569.488281 1652243616.3806
MEM 4569.488281 1652243616.4810
MEM 4569.488281 1652243616.5813
MEM 4569.488281 1652243616.6817
MEM 4569.488281 1652243616.7821
MEM 4569.488281 1652243616.8825
MEM 4569.488281 1652243616.9828
MEM 4570.000000 1652243617.0832
MEM 4570.000000 1652243617.1836
MEM 4569.765625 1652243617.2841
MEM 4574.660156 1652243617.3844
MEM 4577.738281 1652243617.4850
MEM 4585.214844 1652243617.5854
MEM 4586.929688 1652243617.6863
MEM 4586.929688 1652243617.7867
MEM 4586.933594 1652243617.8870
MEM 4586.921875 1652243617.9874
MEM 4586.902344 1652243618.0877
MEM 4586.902344 1652243618.1884
MEM 4586.902344 1652243618.2890
MEM 4586.882812 1652243618.3894
MEM 4586.875000 1652243618.4898
MEM 4586.875000 1652243618.5903
MEM 4586.875000 1652243618.6906
MEM 4588.093750 1652243618.7910
MEM 4588.093750 1652243618.8914
MEM 4588.082031 1652243618.9919
MEM 4589.886719 1652243619.0923
MEM 4589.667969 1652243619.1927
MEM 4589.667969 1652243619.2930
MEM 4589.667969 1652243619.3934
MEM 4589.667969 1652243619.4937
MEM 4589.667969 1652243619.5940
MEM 4589.667969 1652243619.6944
MEM 4589.652344 1652243619.7948
MEM 4589.652344 1652243619.8952
MEM 4589.652344 1652243619.9957
MEM 4589.652344 1652243620.0961
MEM 4589.652344 1652243620.1965
MEM 4589.652344 1652243620.2985
MEM 4589.652344 1652243620.3988
MEM 4589.652344 1652243620.4992
MEM 4589.652344 1652243620.5996
MEM 4589.671875 1652243620.7001
MEM 4590.468750 1652243620.8004
MEM 4591.261719 1652243620.9008
MEM 4591.261719 1652243621.0013
MEM 4591.261719 1652243621.1016
MEM 4591.261719 1652243621.2020
MEM 4591.261719 1652243621.3025
MEM 4591.261719 1652243621.4029
MEM 4591.777344 1652243621.5033
MEM 4591.777344 1652243621.6037
MEM 4591.777344 1652243621.7041
MEM 4591.777344 1652243621.8045
MEM 4591.777344 1652243621.9049
MEM 4591.777344 1652243622.0054
MEM 4591.777344 1652243622.1057
MEM 4591.777344 1652243622.2061
MEM 4591.777344 1652243622.3065
MEM 4592.031250 1652243622.4070
MEM 4592.031250 1652243622.5075
MEM 4592.031250 1652243622.6078
MEM 4591.804688 1652243622.7085
MEM 4591.804688 1652243622.8090
MEM 4591.789062 1652243622.9102
MEM 4591.789062 1652243623.0107
MEM 4591.789062 1652243623.1110
MEM 4591.777344 1652243623.2115
MEM 4595.894531 1652243623.3119
MEM 4595.875000 1652243623.4124
MEM 4595.875000 1652243623.5128
MEM 4595.863281 1652243623.6132
MEM 4596.886719 1652243623.7136
MEM 4596.886719 1652243623.8140
MEM 4599.960938 1652243623.9147
MEM 4599.960938 1652243624.0151
MEM 4600.718750 1652243624.1155
MEM 4600.718750 1652243624.2159
MEM 4600.718750 1652243624.3163
MEM 4600.699219 1652243624.4167
MEM 4600.699219 1652243624.5171
MEM 4600.691406 1652243624.6176
MEM 4600.691406 1652243624.7180
MEM 4600.691406 1652243624.8184
MEM 4600.507812 1652243624.9198
MEM 4600.507812 1652243625.0203
MEM 4600.507812 1652243625.1207
MEM 4600.507812 1652243625.2211
MEM 4600.507812 1652243625.3215
MEM 4600.507812 1652243625.4219
MEM 4600.488281 1652243625.5223
MEM 4600.488281 1652243625.6228
MEM 4600.488281 1652243625.7232
MEM 4600.488281 1652243625.8237
MEM 4600.488281 1652243625.9241
MEM 4600.488281 1652243626.0245
MEM 4600.488281 1652243626.1249
MEM 4600.488281 1652243626.2253
MEM 4600.488281 1652243626.3257
MEM 4600.488281 1652243626.4262
MEM 4600.488281 1652243626.5266
MEM 4600.488281 1652243626.6271
MEM 4600.488281 1652243626.7276
MEM 4600.488281 1652243626.8280
MEM 4600.488281 1652243626.9284
MEM 4600.488281 1652243627.0288
MEM 4600.488281 1652243627.1292
MEM 4600.488281 1652243627.2296
MEM 4600.488281 1652243627.3331
MEM 4600.488281 1652243627.4334
MEM 4600.488281 1652243627.5338
MEM 4600.488281 1652243627.6342
MEM 4600.488281 1652243627.7346
MEM 4600.488281 1652243627.8350
MEM 4600.488281 1652243627.9354
MEM 4600.488281 1652243628.0359
MEM 4600.488281 1652243628.1362
MEM 4601.000000 1652243628.2365
MEM 4601.000000 1652243628.3370
MEM 4600.765625 1652243628.4374
MEM 4600.765625 1652243628.5378
MEM 4600.750000 1652243628.6382
MEM 4600.750000 1652243628.7386
MEM 4600.734375 1652243628.8391
MEM 4600.734375 1652243628.9395
MEM 4600.722656 1652243629.0400
MEM 4600.718750 1652243629.1404
MEM 4600.718750 1652243629.2408
MEM 4600.703125 1652243629.3412
MEM 4600.703125 1652243629.4416
MEM 4600.691406 1652243629.5419
MEM 4600.691406 1652243629.6425
MEM 4600.675781 1652243629.7430
MEM 4600.675781 1652243629.8435
MEM 4600.660156 1652243629.9439
MEM 4600.660156 1652243630.0593
MEM 4600.640625 1652243630.1597
MEM 4600.640625 1652243630.2602
MEM 4600.324219 1652243630.3605
MEM 4600.324219 1652243630.4609
MEM 4600.324219 1652243630.5613
MEM 4600.324219 1652243630.6617
MEM 4600.324219 1652243630.7621
MEM 4600.324219 1652243630.8624
MEM 4600.324219 1652243630.9628
MEM 4600.324219 1652243631.0632
MEM 4600.300781 1652243631.1637
MEM 4600.300781 1652243631.2640
MEM 4600.300781 1652243631.3644
MEM 4600.300781 1652243631.4647
MEM 4600.300781 1652243631.5651
MEM 4600.300781 1652243631.6655
MEM 4600.300781 1652243631.7659
MEM 4600.300781 1652243631.8663
MEM 4600.300781 1652243631.9667
MEM 4600.300781 1652243632.0671
MEM 4600.300781 1652243632.1675
MEM 4600.300781 1652243632.2679
MEM 4600.300781 1652243632.3683
MEM 4603.648438 1652243632.4689
MEM 4612.929688 1652243632.5692
MEM 4612.929688 1652243632.6696
MEM 4612.929688 1652243632.7699
MEM 4612.929688 1652243632.8703
MEM 4612.929688 1652243632.9707
MEM 4612.929688 1652243633.0711
MEM 4612.929688 1652243633.1714
MEM 4612.929688 1652243633.2717
MEM 4612.929688 1652243633.3722
MEM 4612.929688 1652243633.4726
MEM 4613.484375 1652243633.5730
MEM 4613.484375 1652243633.6733
MEM 4614.289062 1652243633.7738
MEM 4614.269531 1652243633.8742
MEM 4614.269531 1652243633.9747
MEM 4614.253906 1652243634.0752
MEM 4615.792969 1652243634.1757
MEM 4615.863281 1652243634.2761
MEM 4615.843750 1652243634.3765
MEM 4617.132812 1652243634.4769
MEM 4622.000000 1652243634.5773
MEM 4623.289062 1652243634.6778
MEM 4623.980469 1652243634.7782
MEM 4623.968750 1652243634.8787
MEM 4623.945312 1652243634.9791
MEM 4623.812500 1652243635.0795
MEM 4623.812500 1652243635.1799
MEM 4623.812500 1652243635.2802
MEM 4623.812500 1652243635.3806
MEM 4623.812500 1652243635.4809
MEM 4623.812500 1652243635.5813
MEM 4623.812500 1652243635.6817
MEM 4623.792969 1652243635.7821
MEM 4623.792969 1652243635.8825
MEM 4623.792969 1652243635.9830
MEM 4623.792969 1652243636.0834
MEM 4623.792969 1652243636.1839
MEM 4623.792969 1652243636.2842
MEM 4623.792969 1652243636.3847
MEM 4623.792969 1652243636.4851
MEM 4623.792969 1652243636.5854
MEM 4623.792969 1652243636.6858
MEM 4623.792969 1652243636.7862
MEM 4623.792969 1652243636.8867
MEM 4623.792969 1652243636.9870
MEM 4623.792969 1652243637.0875
MEM 4623.792969 1652243637.1877
MEM 4623.792969 1652243637.2881
MEM 4623.792969 1652243637.3885
MEM 4623.792969 1652243637.4888
MEM 4623.792969 1652243637.5892
MEM 4624.304688 1652243637.6895
MEM 4624.304688 1652243637.7900
MEM 4628.187500 1652243637.8904
MEM 4629.460938 1652243637.9908
MEM 4629.449219 1652243638.0913
MEM 4629.429688 1652243638.1918
MEM 4629.417969 1652243638.2927
MEM 4629.417969 1652243638.3931
MEM 4629.398438 1652243638.4936
MEM 4629.382812 1652243638.5941
MEM 4629.378906 1652243638.6946
MEM 4629.371094 1652243638.7951
MEM 4629.347656 1652243638.8956
MEM 4629.347656 1652243638.9960
MEM 4629.222656 1652243639.0964
MEM 4629.222656 1652243639.1967
MEM 4629.222656 1652243639.2971
MEM 4629.222656 1652243639.3974
MEM 4629.222656 1652243639.4978
MEM 4629.222656 1652243639.5982
MEM 4629.222656 1652243639.6985
MEM 4629.199219 1652243639.7989
MEM 4629.199219 1652243639.8992
MEM 4629.199219 1652243639.9996
MEM 4629.199219 1652243640.1006
MEM 4629.199219 1652243640.2010
MEM 4629.199219 1652243640.3014
MEM 4629.199219 1652243640.4018
MEM 4629.199219 1652243640.5022
MEM 4629.199219 1652243640.6026
MEM 4629.199219 1652243640.7030
MEM 4629.199219 1652243640.8034
MEM 4629.199219 1652243640.9038
MEM 4629.199219 1652243641.0043
MEM 4629.199219 1652243641.1046
MEM 4629.199219 1652243641.2050
MEM 4629.199219 1652243641.3053
MEM 4629.199219 1652243641.4086
MEM 4629.199219 1652243641.5090
MEM 4629.710938 1652243641.6094
MEM 4629.710938 1652243641.7098
MEM 4634.363281 1652243641.8103
MEM 4637.957031 1652243641.9167
MEM 4639.761719 1652243642.0171
MEM 4643.097656 1652243642.1176
MEM 4645.140625 1652243642.2181
MEM 4645.125000 1652243642.3185
MEM 4648.734375 1652243642.4189
MEM 4650.519531 1652243642.5192
MEM 4650.511719 1652243642.6196
MEM 4650.492188 1652243642.7199
MEM 4650.492188 1652243642.8203
MEM 4650.472656 1652243642.9207
MEM 4650.578125 1652243643.0211
MEM 4650.578125 1652243643.1215
MEM 4650.578125 1652243643.2219
MEM 4650.578125 1652243643.3223
MEM 4650.578125 1652243643.4227
MEM 4650.578125 1652243643.5231
MEM 4650.578125 1652243643.6235
MEM 4650.578125 1652243643.7239
MEM 4650.562500 1652243643.8243
MEM 4650.562500 1652243643.9248
MEM 4650.562500 1652243644.0252
MEM 4650.562500 1652243644.1255
MEM 4650.562500 1652243644.2259
MEM 4650.562500 1652243644.3263
MEM 4650.562500 1652243644.4266
MEM 4650.562500 1652243644.5271
MEM 4650.562500 1652243644.6275
MEM 4650.562500 1652243644.7279
MEM 4650.562500 1652243644.8283
MEM 4650.562500 1652243644.9287
MEM 4650.562500 1652243645.0290
MEM 4650.562500 1652243645.1295
MEM 4650.562500 1652243645.2299
MEM 4650.562500 1652243645.3302
MEM 4650.562500 1652243645.4306
MEM 4650.562500 1652243645.5311
MEM 4650.562500 1652243645.6316
MEM 4650.562500 1652243645.7320
MEM 4650.562500 1652243645.8324
MEM 4650.562500 1652243645.9328
MEM 4651.074219 1652243646.0339
MEM 4651.074219 1652243646.1343
MEM 4650.839844 1652243646.2348
