CMDLINE /usr/bin/python3 scripts/AE-SVM-Rhizo.py
MEM 1956.093750 1652240917.3593
MEM 1999.585938 1652240917.4599
MEM 1999.585938 1652240917.5614
MEM 1999.585938 1652240917.6618
MEM 1999.585938 1652240917.7622
MEM 1999.585938 1652240917.8626
MEM 1999.585938 1652240917.9630
MEM 1999.585938 1652240918.0634
MEM 2000.097656 1652240918.1637
MEM 2000.097656 1652240918.2641
MEM 2000.781250 1652240918.3645
MEM 2007.964844 1652240918.4650
MEM 2007.863281 1652240918.5654
MEM 1979.386719 1652240918.6659
MEM 1981.792969 1652240918.7664
MEM 1981.871094 1652240918.8668
MEM 1981.871094 1652240918.9672
MEM 1981.871094 1652240919.0676
MEM 1981.871094 1652240919.1681
MEM 1981.871094 1652240919.2685
MEM 1981.851562 1652240919.3689
MEM 1981.851562 1652240919.4693
MEM 1981.851562 1652240919.5697
MEM 1981.851562 1652240919.6702
MEM 1981.851562 1652240919.7706
MEM 1981.851562 1652240919.8710
MEM 1981.851562 1652240919.9714
MEM 1981.851562 1652240920.0718
MEM 1981.851562 1652240920.1721
MEM 1981.851562 1652240920.2727
MEM 1981.851562 1652240920.3731
MEM 1981.851562 1652240920.4735
MEM 1992.703125 1652240920.5814
MEM 1992.703125 1652240920.6818
MEM 1992.703125 1652240920.7821
MEM 1992.703125 1652240920.8824
MEM 1992.703125 1652240920.9828
MEM 1992.703125 1652240921.0831
MEM 1992.703125 1652240921.1834
MEM 1992.703125 1652240921.2837
MEM 1993.214844 1652240921.3840
MEM 1998.878906 1652240921.4845
MEM 2012.281250 1652240921.5849
MEM 2040.601562 1652240921.6857
MEM 2017.062500 1652240921.7861
MEM 1977.269531 1652240921.8864
MEM 1988.574219 1652240921.9868
MEM 1988.574219 1652240922.0872
MEM 1988.574219 1652240922.1876
MEM 1988.574219 1652240922.2880
MEM 1988.574219 1652240922.3884
MEM 1988.574219 1652240922.4888
MEM 1988.554688 1652240922.5892
MEM 1988.554688 1652240922.6896
MEM 1988.554688 1652240922.7900
MEM 1988.554688 1652240922.8904
MEM 1988.554688 1652240922.9908
MEM 1988.554688 1652240923.0912
MEM 1988.554688 1652240923.1917
MEM 1988.554688 1652240923.2920
MEM 1988.554688 1652240923.3925
MEM 1988.554688 1652240923.4929
MEM 1988.554688 1652240923.5932
MEM 2007.792969 1652240923.6936
MEM 2007.792969 1652240923.7940
MEM 2007.792969 1652240923.8944
MEM 2007.792969 1652240923.9948
MEM 2007.792969 1652240924.0952
MEM 2007.792969 1652240924.1956
MEM 2007.792969 1652240924.2966
MEM 2007.792969 1652240924.3970
MEM 2008.304688 1652240924.4974
MEM 2008.304688 1652240924.5978
MEM 1991.554688 1652240924.6982
MEM 2005.593750 1652240924.7987
MEM 1994.652344 1652240924.8991
MEM 1998.730469 1652240924.9995
MEM 1979.039062 1652240925.0999
MEM 1998.910156 1652240925.2003
MEM 1985.234375 1652240925.3007
MEM 1985.234375 1652240925.4011
MEM 1985.234375 1652240925.5015
MEM 1985.234375 1652240925.6019
MEM 1985.234375 1652240925.7023
MEM 1985.214844 1652240925.8027
MEM 1985.214844 1652240925.9030
MEM 1985.214844 1652240926.0034
MEM 1985.214844 1652240926.1038
MEM 1985.214844 1652240926.2042
MEM 1985.214844 1652240926.3045
MEM 1985.214844 1652240926.4050
MEM 1985.214844 1652240926.5053
MEM 1985.214844 1652240926.6057
MEM 1985.214844 1652240926.7061
MEM 1985.214844 1652240926.8065
MEM 1985.214844 1652240926.9068
MEM 1999.855469 1652240927.0072
MEM 1999.855469 1652240927.1076
MEM 1999.855469 1652240927.2080
MEM 1999.855469 1652240927.3087
MEM 1999.855469 1652240927.4091
MEM 1999.855469 1652240927.5099
MEM 1999.855469 1652240927.6104
MEM 1999.855469 1652240927.7107
MEM 2000.367188 1652240927.8111
MEM 2000.367188 1652240927.9115
MEM 2016.140625 1652240928.0120
MEM 2025.257812 1652240928.1123
MEM 2029.300781 1652240928.2129
MEM 2035.820312 1652240928.3147
MEM 2032.585938 1652240928.4151
MEM 2032.582031 1652240928.5155
MEM 2032.582031 1652240928.6159
MEM 2032.582031 1652240928.7163
MEM 2032.582031 1652240928.8167
MEM 2032.562500 1652240928.9170
MEM 2032.562500 1652240929.0174
MEM 2032.562500 1652240929.1178
MEM 2032.562500 1652240929.2181
MEM 2032.562500 1652240929.3184
MEM 2032.562500 1652240929.4188
MEM 2032.562500 1652240929.5191
MEM 2032.562500 1652240929.6195
MEM 2032.562500 1652240929.7198
MEM 2032.562500 1652240929.8201
MEM 2032.562500 1652240929.9204
MEM 2032.562500 1652240930.0208
MEM 2032.562500 1652240930.1212
MEM 2058.476562 1652240930.2216
MEM 2058.476562 1652240930.3220
MEM 2058.476562 1652240930.4233
MEM 2058.476562 1652240930.5244
MEM 2058.476562 1652240930.6248
MEM 2058.476562 1652240930.7253
MEM 2058.476562 1652240930.8256
MEM 2058.476562 1652240930.9260
MEM 2058.476562 1652240931.0264
MEM 2058.988281 1652240931.1267
MEM 2029.308594 1652240931.2273
MEM 2047.781250 1652240931.3277
MEM 2033.789062 1652240931.4282
MEM 2034.472656 1652240931.5286
MEM 2057.234375 1652240931.6290
MEM 2044.476562 1652240931.7295
MEM 2044.363281 1652240931.8299
MEM 2044.363281 1652240931.9302
MEM 2044.363281 1652240932.0306
MEM 2044.363281 1652240932.1310
MEM 2044.363281 1652240932.2314
MEM 2044.343750 1652240932.3318
MEM 2044.343750 1652240932.4322
MEM 2044.343750 1652240932.5326
MEM 2044.343750 1652240932.6330
MEM 2044.343750 1652240932.7334
MEM 2044.343750 1652240932.8338
MEM 2085.640625 1652240932.9342
MEM 2085.640625 1652240933.0346
MEM 2085.640625 1652240933.1350
MEM 2085.640625 1652240933.2354
MEM 2148.320312 1652240933.3358
MEM 2148.320312 1652240933.4362
MEM 2148.320312 1652240933.5376
MEM 2148.320312 1652240933.6380
MEM 2148.320312 1652240933.7383
MEM 2148.320312 1652240933.8387
MEM 2148.320312 1652240933.9391
MEM 2148.320312 1652240934.0395
MEM 2148.320312 1652240934.1399
MEM 2148.574219 1652240934.2403
MEM 2148.355469 1652240934.3407
MEM 2187.308594 1652240934.4417
MEM 2200.351562 1652240934.5420
MEM 2190.128906 1652240934.6425
MEM 2189.785156 1652240934.7430
MEM 2159.824219 1652240934.8448
MEM 2150.628906 1652240934.9453
MEM 2150.546875 1652240935.0457
MEM 2150.546875 1652240935.1461
MEM 2150.546875 1652240935.2464
MEM 2150.546875 1652240935.3468
MEM 2150.531250 1652240935.4472
MEM 2150.531250 1652240935.5476
MEM 2150.531250 1652240935.6479
MEM 2150.531250 1652240935.7484
MEM 2150.531250 1652240935.8488
MEM 2150.531250 1652240935.9492
MEM 2192.152344 1652240936.0496
MEM 2192.152344 1652240936.1500
MEM 2192.152344 1652240936.2503
MEM 2192.152344 1652240936.3517
MEM 2209.660156 1652240936.4521
MEM 2209.660156 1652240936.5524
MEM 2209.660156 1652240936.6529
MEM 2209.660156 1652240936.7533
MEM 2209.660156 1652240936.8537
MEM 2209.660156 1652240936.9540
MEM 2209.660156 1652240937.0543
MEM 2209.917969 1652240937.1547
MEM 2214.078125 1652240937.2567
MEM 2225.820312 1652240937.3571
MEM 2263.789062 1652240937.4575
MEM 2262.824219 1652240937.5580
MEM 2212.433594 1652240937.6585
MEM 2253.328125 1652240937.7589
MEM 2243.914062 1652240937.8599
MEM 2243.914062 1652240937.9603
MEM 2243.914062 1652240938.0613
MEM 2243.914062 1652240938.1616
MEM 2243.914062 1652240938.2620
MEM 2243.890625 1652240938.3624
MEM 2243.890625 1652240938.4628
MEM 2243.890625 1652240938.5632
MEM 2243.890625 1652240938.6636
MEM 2243.890625 1652240938.7639
MEM 2243.890625 1652240938.8643
MEM 2275.410156 1652240938.9647
MEM 2275.410156 1652240939.0651
MEM 2275.410156 1652240939.1654
MEM 2275.410156 1652240939.2658
MEM 2279.003906 1652240939.3662
MEM 2279.003906 1652240939.4666
MEM 2279.003906 1652240939.5670
MEM 2279.003906 1652240939.6675
MEM 2279.003906 1652240939.7679
MEM 2279.003906 1652240939.8682
MEM 2279.003906 1652240939.9686
MEM 2279.261719 1652240940.0690
MEM 2279.261719 1652240940.1695
MEM 2324.207031 1652240940.2712
MEM 2346.652344 1652240940.3715
MEM 2293.289062 1652240940.4719
MEM 2313.531250 1652240940.5724
MEM 2314.250000 1652240940.6728
MEM 2325.652344 1652240940.7732
MEM 2325.652344 1652240940.8736
MEM 2325.652344 1652240940.9739
MEM 2325.652344 1652240941.0752
MEM 2325.652344 1652240941.1756
MEM 2325.628906 1652240941.2760
MEM 2325.628906 1652240941.3764
MEM 2325.628906 1652240941.4767
MEM 2325.628906 1652240941.5772
MEM 2325.882812 1652240941.6775
MEM 2325.882812 1652240941.7779
MEM 2326.140625 1652240941.8783
MEM 2368.628906 1652240941.9787
MEM 2368.628906 1652240942.0791
MEM 2368.628906 1652240942.1795
MEM 2359.660156 1652240942.2799
MEM 2359.660156 1652240942.3802
MEM 2359.660156 1652240942.4806
MEM 2359.917969 1652240942.5810
MEM 2359.917969 1652240942.6863
MEM 2359.917969 1652240942.7867
MEM 2359.917969 1652240942.8871
MEM 2359.917969 1652240942.9875
MEM 2360.175781 1652240943.0879
MEM 2360.175781 1652240943.1883
MEM 2318.929688 1652240943.2888
MEM 2164.394531 1652240943.3892
MEM 2164.558594 1652240943.4895
MEM 2183.320312 1652240943.5900
MEM 2185.699219 1652240943.6904
MEM 2187.085938 1652240943.7908
MEM 2230.246094 1652240943.8912
MEM 2236.367188 1652240943.9922
MEM 2201.671875 1652240944.0926
MEM 2201.878906 1652240944.1931
MEM 2201.878906 1652240944.2934
MEM 2201.878906 1652240944.3939
MEM 2201.878906 1652240944.4944
MEM 2201.878906 1652240944.5949
MEM 2172.414062 1652240944.6953
MEM 2172.414062 1652240944.7957
MEM 2172.414062 1652240944.8960
MEM 2172.414062 1652240944.9964
MEM 2172.414062 1652240945.0968
MEM 2172.414062 1652240945.1971
MEM 2172.414062 1652240945.2975
MEM 2172.414062 1652240945.3978
MEM 2172.414062 1652240945.4981
MEM 2172.414062 1652240945.5984
MEM 2172.414062 1652240945.6987
MEM 2154.917969 1652240945.7990
MEM 2154.917969 1652240945.8994
MEM 2154.917969 1652240945.9997
MEM 2154.917969 1652240946.0999
MEM 2154.917969 1652240946.2002
MEM 2154.917969 1652240946.3005
MEM 2154.917969 1652240946.4008
MEM 2154.917969 1652240946.5012
MEM 2155.429688 1652240946.6016
MEM 2163.093750 1652240946.7032
MEM 2169.578125 1652240946.8036
MEM 2226.687500 1652240946.9040
MEM 2239.218750 1652240947.0044
MEM 2239.187500 1652240947.1048
MEM 2232.804688 1652240947.2052
MEM 2232.558594 1652240947.3056
MEM 2232.558594 1652240947.4060
MEM 2232.558594 1652240947.5064
MEM 2232.558594 1652240947.6067
MEM 2232.558594 1652240947.7072
MEM 2232.539062 1652240947.8076
MEM 2232.539062 1652240947.9080
MEM 2232.539062 1652240948.0084
MEM 2232.539062 1652240948.1087
MEM 2232.539062 1652240948.2090
MEM 2232.539062 1652240948.3094
MEM 2232.539062 1652240948.4098
MEM 2232.539062 1652240948.5102
MEM 2232.539062 1652240948.6105
MEM 2232.539062 1652240948.7109
MEM 2269.730469 1652240948.8112
MEM 2269.730469 1652240948.9116
MEM 2269.730469 1652240949.0119
MEM 2269.730469 1652240949.1123
MEM 2269.730469 1652240949.2136
MEM 2269.730469 1652240949.3141
MEM 2269.730469 1652240949.4144
MEM 2269.730469 1652240949.5148
MEM 2270.242188 1652240949.6153
MEM 2270.242188 1652240949.7157
MEM 2253.113281 1652240949.8160
MEM 2273.640625 1652240949.9165
MEM 2231.792969 1652240950.0169
MEM 2243.351562 1652240950.1173
MEM 2213.386719 1652240950.2176
MEM 2231.343750 1652240950.3180
MEM 2231.343750 1652240950.4183
MEM 2231.343750 1652240950.5187
MEM 2231.343750 1652240950.6191
MEM 2231.343750 1652240950.7195
MEM 2231.320312 1652240950.8200
MEM 2231.320312 1652240950.9218
MEM 2231.320312 1652240951.0222
MEM 2231.320312 1652240951.1225
MEM 2231.320312 1652240951.2237
MEM 2231.320312 1652240951.3241
MEM 2231.320312 1652240951.4244
MEM 2231.320312 1652240951.5248
MEM 2231.320312 1652240951.6251
MEM 2231.320312 1652240951.7255
MEM 2242.097656 1652240951.8258
MEM 2242.097656 1652240951.9261
MEM 2242.097656 1652240952.0265
MEM 2242.097656 1652240952.1269
MEM 2242.097656 1652240952.2273
MEM 2242.097656 1652240952.3277
MEM 2242.097656 1652240952.4281
MEM 2242.097656 1652240952.5284
MEM 2242.609375 1652240952.6287
MEM 2242.609375 1652240952.7291
MEM 2270.453125 1652240952.8299
MEM 2265.054688 1652240952.9303
MEM 2276.351562 1652240953.0307
MEM 2285.308594 1652240953.1311
MEM 2283.144531 1652240953.2314
MEM 2284.527344 1652240953.3318
MEM 2200.835938 1652240953.4322
MEM 2200.835938 1652240953.5326
MEM 2200.835938 1652240953.6329
MEM 2200.835938 1652240953.7333
MEM 2200.835938 1652240953.8336
MEM 2200.812500 1652240953.9340
MEM 2200.812500 1652240954.0374
MEM 2200.812500 1652240954.1378
MEM 2200.812500 1652240954.2390
MEM 2200.812500 1652240954.3396
MEM 2200.812500 1652240954.4400
MEM 2200.812500 1652240954.5404
MEM 2200.812500 1652240954.6407
MEM 2200.812500 1652240954.7411
MEM 2200.812500 1652240954.8414
MEM 2200.812500 1652240954.9417
MEM 2236.261719 1652240955.0420
MEM 2236.261719 1652240955.1425
MEM 2236.261719 1652240955.2428
MEM 2236.261719 1652240955.3432
MEM 2236.261719 1652240955.4436
MEM 2236.261719 1652240955.5440
MEM 2236.261719 1652240955.6444
MEM 2236.261719 1652240955.7448
MEM 2236.261719 1652240955.8452
MEM 2236.773438 1652240955.9456
MEM 2265.500000 1652240956.0461
MEM 2261.222656 1652240956.1465
MEM 2293.363281 1652240956.2477
MEM 2303.191406 1652240956.3483
MEM 2328.859375 1652240956.4488
MEM 2329.363281 1652240956.5492
MEM 2329.476562 1652240956.6495
MEM 2329.476562 1652240956.7499
MEM 2329.476562 1652240956.8503
MEM 2329.476562 1652240956.9507
MEM 2329.460938 1652240957.0511
MEM 2329.460938 1652240957.1514
MEM 2329.460938 1652240957.2518
MEM 2329.460938 1652240957.3522
MEM 2329.460938 1652240957.4526
MEM 2329.460938 1652240957.5530
MEM 2339.957031 1652240957.6534
MEM 2350.472656 1652240957.7538
MEM 2381.375000 1652240957.8542
MEM 2381.375000 1652240957.9546
MEM 2381.375000 1652240958.0551
MEM 2389.105469 1652240958.1554
MEM 2389.105469 1652240958.2558
MEM 2389.105469 1652240958.3562
MEM 2389.105469 1652240958.4566
MEM 2389.105469 1652240958.5571
MEM 2389.105469 1652240958.6574
MEM 2389.105469 1652240958.7578
MEM 2389.105469 1652240958.8582
MEM 2389.105469 1652240958.9586
MEM 2389.363281 1652240959.0590
MEM 2406.417969 1652240959.1594
MEM 2417.691406 1652240959.2598
MEM 2427.902344 1652240959.3604
MEM 2407.179688 1652240959.4608
MEM 2385.105469 1652240959.5612
MEM 2384.953125 1652240959.6616
MEM 2384.953125 1652240959.7620
MEM 2384.953125 1652240959.8623
MEM 2384.953125 1652240959.9627
MEM 2384.953125 1652240960.0632
MEM 2384.953125 1652240960.1635
MEM 2385.707031 1652240960.2639
MEM 2385.707031 1652240960.3642
MEM 2385.707031 1652240960.4646
MEM 2385.707031 1652240960.5650
MEM 2385.707031 1652240960.6653
MEM 2417.339844 1652240960.7673
MEM 2449.011719 1652240960.8676
MEM 2480.203125 1652240960.9680
MEM 2480.203125 1652240961.0684
MEM 2480.203125 1652240961.1704
MEM 2480.203125 1652240961.2708
MEM 2487.656250 1652240961.3711
MEM 2487.656250 1652240961.4716
MEM 2487.656250 1652240961.5719
MEM 2487.656250 1652240961.6723
MEM 2487.656250 1652240961.7727
MEM 2487.656250 1652240961.8731
MEM 2487.656250 1652240961.9735
MEM 2487.656250 1652240962.0739
MEM 2487.914062 1652240962.1743
MEM 2518.859375 1652240962.2747
MEM 2532.203125 1652240962.3752
MEM 2511.910156 1652240962.4756
MEM 2567.542969 1652240962.5760
MEM 2585.300781 1652240962.6764
MEM 2564.617188 1652240962.7767
MEM 2564.617188 1652240962.8770
MEM 2564.617188 1652240962.9773
MEM 2564.617188 1652240963.0776
MEM 2564.617188 1652240963.1779
MEM 2564.593750 1652240963.2783
MEM 2564.593750 1652240963.3786
MEM 2564.593750 1652240963.4790
MEM 2564.593750 1652240963.5794
MEM 2564.593750 1652240963.6799
MEM 2575.164062 1652240963.7803
MEM 2606.335938 1652240963.8807
MEM 2606.335938 1652240963.9813
MEM 2606.335938 1652240964.0822
MEM 2606.335938 1652240964.1826
MEM 2606.335938 1652240964.2831
MEM 2628.457031 1652240964.3848
MEM 2628.457031 1652240964.4852
MEM 2628.457031 1652240964.5856
MEM 2628.457031 1652240964.6860
MEM 2628.457031 1652240964.7864
MEM 2628.457031 1652240964.8867
MEM 2628.457031 1652240964.9872
MEM 2628.457031 1652240965.0876
MEM 2628.714844 1652240965.1879
MEM 2628.714844 1652240965.2884
MEM 2635.710938 1652240965.3888
MEM 2615.218750 1652240965.4892
MEM 2624.195312 1652240965.5896
MEM 2613.437500 1652240965.6901
MEM 2575.195312 1652240965.7906
MEM 2603.195312 1652240965.8910
MEM 2608.042969 1652240965.9914
MEM 2608.042969 1652240966.0918
MEM 2608.042969 1652240966.1922
MEM 2608.042969 1652240966.2926
MEM 2608.042969 1652240966.3930
MEM 2608.042969 1652240966.4934
MEM 2608.023438 1652240966.5938
MEM 2608.023438 1652240966.6942
MEM 2608.023438 1652240966.7947
MEM 2608.023438 1652240966.8952
MEM 2608.023438 1652240966.9956
MEM 2641.488281 1652240967.0960
MEM 2670.613281 1652240967.1996
MEM 2670.613281 1652240967.3000
MEM 2670.613281 1652240967.4004
MEM 2670.613281 1652240967.5008
MEM 2681.738281 1652240967.6012
MEM 2681.738281 1652240967.7015
MEM 2681.738281 1652240967.8019
MEM 2681.738281 1652240967.9024
MEM 2681.738281 1652240968.0028
MEM 2681.738281 1652240968.1032
MEM 2681.738281 1652240968.2036
MEM 2681.996094 1652240968.3040
MEM 2681.996094 1652240968.4044
MEM 2687.132812 1652240968.5048
MEM 2693.300781 1652240968.6051
MEM 2655.128906 1652240968.7056
MEM 2669.023438 1652240968.8061
MEM 2713.878906 1652240968.9065
MEM 2693.250000 1652240969.0069
MEM 2693.296875 1652240969.1072
MEM 2693.296875 1652240969.2075
MEM 2693.296875 1652240969.3095
MEM 2693.296875 1652240969.4099
MEM 2693.296875 1652240969.5103
MEM 2693.277344 1652240969.6107
MEM 2693.277344 1652240969.7111
MEM 2693.277344 1652240969.8115
MEM 2693.277344 1652240969.9120
MEM 2693.277344 1652240970.0124
MEM 2693.277344 1652240970.1128
MEM 2724.726562 1652240970.2133
MEM 2724.726562 1652240970.3137
MEM 2724.726562 1652240970.4140
MEM 2724.726562 1652240970.5143
MEM 2724.726562 1652240970.6147
MEM 2741.988281 1652240970.7151
MEM 2741.988281 1652240970.8155
MEM 2741.988281 1652240970.9160
MEM 2741.988281 1652240971.0163
MEM 2741.988281 1652240971.1167
MEM 2741.988281 1652240971.2170
MEM 2741.988281 1652240971.3173
MEM 2741.988281 1652240971.4177
MEM 2741.988281 1652240971.5180
MEM 2742.246094 1652240971.6184
MEM 2742.019531 1652240971.7188
MEM 2739.308594 1652240971.8192
MEM 2772.089844 1652240971.9196
MEM 2803.285156 1652240972.0200
MEM 2831.562500 1652240972.1205
MEM 2842.195312 1652240972.2209
MEM 2764.273438 1652240972.3213
MEM 2764.273438 1652240972.4217
MEM 2764.273438 1652240972.5220
MEM 2764.273438 1652240972.6224
MEM 2764.273438 1652240972.7228
MEM 2764.253906 1652240972.8232
MEM 2764.253906 1652240972.9236
MEM 2764.253906 1652240973.0241
MEM 2764.703125 1652240973.1245
MEM 2764.703125 1652240973.2249
MEM 2764.703125 1652240973.3253
MEM 2796.859375 1652240973.4257
MEM 2796.859375 1652240973.5261
MEM 2796.859375 1652240973.6265
MEM 2796.859375 1652240973.7270
MEM 2797.039062 1652240973.8274
MEM 2595.222656 1652240973.9278
MEM 2531.910156 1652240974.0281
MEM 2531.910156 1652240974.1284
MEM 2531.910156 1652240974.2288
MEM 2525.812500 1652240974.3292
MEM 2525.812500 1652240974.4296
MEM 2525.812500 1652240974.5300
MEM 2525.812500 1652240974.6304
MEM 2525.812500 1652240974.7308
MEM 2525.812500 1652240974.8312
MEM 2525.812500 1652240974.9316
MEM 2525.812500 1652240975.0320
MEM 2526.066406 1652240975.1323
MEM 2526.066406 1652240975.2327
MEM 2576.035156 1652240975.3330
MEM 2604.265625 1652240975.4334
MEM 2642.351562 1652240975.5338
MEM 2669.976562 1652240975.6342
MEM 2652.804688 1652240975.7346
MEM 2694.632812 1652240975.8359
MEM 2696.984375 1652240975.9381
MEM 2696.984375 1652240976.0385
MEM 2696.984375 1652240976.1389
MEM 2696.984375 1652240976.2393
MEM 2696.984375 1652240976.3397
MEM 2696.964844 1652240976.4400
MEM 2696.964844 1652240976.5404
MEM 2696.964844 1652240976.6408
MEM 2696.964844 1652240976.7412
MEM 2696.964844 1652240976.8416
MEM 2696.964844 1652240976.9419
MEM 2696.964844 1652240977.0423
MEM 2696.964844 1652240977.1427
MEM 2696.964844 1652240977.2431
MEM 2696.964844 1652240977.3434
MEM 2699.531250 1652240977.4439
MEM 2712.980469 1652240977.5443
MEM 2712.980469 1652240977.6447
MEM 2712.980469 1652240977.7450
MEM 2712.980469 1652240977.8454
MEM 2712.980469 1652240977.9458
MEM 2712.980469 1652240978.0462
MEM 2712.980469 1652240978.1465
MEM 2712.980469 1652240978.2468
MEM 2713.492188 1652240978.3471
MEM 2713.492188 1652240978.4474
MEM 2706.816406 1652240978.5478
MEM 2658.097656 1652240978.6481
MEM 2678.070312 1652240978.7485
MEM 2688.105469 1652240978.8489
MEM 2676.820312 1652240978.9493
MEM 2685.054688 1652240979.0497
MEM 2684.902344 1652240979.1501
MEM 2684.902344 1652240979.2504
MEM 2684.902344 1652240979.3508
MEM 2684.902344 1652240979.4511
MEM 2684.902344 1652240979.5514
MEM 2684.878906 1652240979.6517
MEM 2684.878906 1652240979.7521
MEM 2684.878906 1652240979.8524
MEM 2684.878906 1652240979.9528
MEM 2684.878906 1652240980.0532
MEM 2684.878906 1652240980.1536
MEM 2684.878906 1652240980.2540
MEM 2684.878906 1652240980.3543
MEM 2684.878906 1652240980.4547
MEM 2684.878906 1652240980.5551
MEM 2684.878906 1652240980.6555
MEM 2718.636719 1652240980.7558
MEM 2718.636719 1652240980.8562
MEM 2718.636719 1652240980.9566
MEM 2718.636719 1652240981.0569
MEM 2718.636719 1652240981.1573
MEM 2718.636719 1652240981.2577
MEM 2718.636719 1652240981.3581
MEM 2718.636719 1652240981.4584
MEM 2719.148438 1652240981.5588
MEM 2719.148438 1652240981.6592
MEM 2718.910156 1652240981.7596
MEM 2661.808594 1652240981.8600
MEM 2696.996094 1652240981.9605
MEM 2708.191406 1652240982.0610
MEM 2741.859375 1652240982.1617
MEM 2689.371094 1652240982.2621
MEM 2721.015625 1652240982.3624
MEM 2721.015625 1652240982.4628
MEM 2721.015625 1652240982.5632
MEM 2721.015625 1652240982.6635
MEM 2721.015625 1652240982.7639
MEM 2721.003906 1652240982.8643
MEM 2721.003906 1652240982.9647
MEM 2721.003906 1652240983.0651
MEM 2721.003906 1652240983.1655
MEM 2721.003906 1652240983.2659
MEM 2721.003906 1652240983.3663
MEM 2721.003906 1652240983.4667
MEM 2721.003906 1652240983.5671
MEM 2721.003906 1652240983.6675
MEM 2721.003906 1652240983.7679
MEM 2721.003906 1652240983.8683
MEM 2734.882812 1652240983.9687
MEM 2746.769531 1652240984.0692
MEM 2746.769531 1652240984.1696
MEM 2746.769531 1652240984.2700
MEM 2746.769531 1652240984.3704
MEM 2746.769531 1652240984.4708
MEM 2746.769531 1652240984.5712
MEM 2746.769531 1652240984.6716
MEM 2747.281250 1652240984.7719
MEM 2747.281250 1652240984.8723
MEM 2753.699219 1652240984.9731
MEM 2790.750000 1652240985.0735
MEM 2776.921875 1652240985.1740
MEM 2788.949219 1652240985.2744
MEM 2759.917969 1652240985.3748
MEM 2780.238281 1652240985.4753
MEM 2776.378906 1652240985.5757
MEM 2776.500000 1652240985.6761
MEM 2776.500000 1652240985.7765
MEM 2776.500000 1652240985.8769
MEM 2776.500000 1652240985.9774
MEM 2776.476562 1652240986.0778
MEM 2776.476562 1652240986.1782
MEM 2776.476562 1652240986.2786
MEM 2776.476562 1652240986.3790
MEM 2776.476562 1652240986.4793
MEM 2776.476562 1652240986.5797
MEM 2776.476562 1652240986.6801
MEM 2776.476562 1652240986.7806
MEM 2776.476562 1652240986.8808
MEM 2776.476562 1652240986.9811
MEM 2776.476562 1652240987.0814
MEM 2784.949219 1652240987.1818
MEM 2784.949219 1652240987.2821
MEM 2784.949219 1652240987.3824
MEM 2784.949219 1652240987.4827
MEM 2784.949219 1652240987.5831
MEM 2784.949219 1652240987.6835
MEM 2784.949219 1652240987.7839
MEM 2784.949219 1652240987.8844
MEM 2785.460938 1652240987.9848
MEM 2785.460938 1652240988.0852
MEM 2799.527344 1652240988.1856
MEM 2829.812500 1652240988.2860
MEM 2765.871094 1652240988.3865
MEM 2760.968750 1652240988.4872
MEM 2737.011719 1652240988.5875
MEM 2717.179688 1652240988.6880
MEM 2706.960938 1652240988.7884
MEM 2706.648438 1652240988.8888
MEM 2706.648438 1652240988.9892
MEM 2706.648438 1652240989.0896
MEM 2706.648438 1652240989.1900
MEM 2706.648438 1652240989.2904
MEM 2706.628906 1652240989.3908
MEM 2706.628906 1652240989.4912
MEM 2706.628906 1652240989.5916
MEM 2706.628906 1652240989.6920
MEM 2706.628906 1652240989.7924
MEM 2706.628906 1652240989.8928
MEM 2706.628906 1652240989.9932
MEM 2706.628906 1652240990.0936
MEM 2706.628906 1652240990.1940
MEM 2706.628906 1652240990.2944
MEM 2707.910156 1652240990.3950
MEM 2725.789062 1652240990.4954
MEM 2725.789062 1652240990.6032
MEM 2725.789062 1652240990.7036
MEM 2725.789062 1652240990.8041
MEM 2725.789062 1652240990.9044
MEM 2725.789062 1652240991.0048
MEM 2725.789062 1652240991.1053
MEM 2725.789062 1652240991.2057
MEM 2726.300781 1652240991.3061
MEM 2726.300781 1652240991.4065
MEM 2714.578125 1652240991.5069
MEM 2748.273438 1652240991.6072
MEM 2715.000000 1652240991.7076
MEM 2740.214844 1652240991.8080
MEM 2756.933594 1652240991.9084
MEM 2758.136719 1652240992.0092
MEM 2758.410156 1652240992.1097
MEM 2758.410156 1652240992.2101
MEM 2758.410156 1652240992.3105
MEM 2758.410156 1652240992.4110
MEM 2758.410156 1652240992.5118
MEM 2758.390625 1652240992.6122
MEM 2758.390625 1652240992.7125
MEM 2758.390625 1652240992.8129
MEM 2758.390625 1652240992.9133
MEM 2758.390625 1652240993.0137
MEM 2758.390625 1652240993.1141
MEM 2758.390625 1652240993.2145
MEM 2758.390625 1652240993.3148
MEM 2758.390625 1652240993.4152
MEM 2758.390625 1652240993.5157
MEM 2766.878906 1652240993.6162
MEM 2779.214844 1652240993.7166
MEM 2779.214844 1652240993.8170
MEM 2779.214844 1652240993.9174
MEM 2779.214844 1652240994.0178
MEM 2779.214844 1652240994.1182
MEM 2779.214844 1652240994.2186
MEM 2779.214844 1652240994.3190
MEM 2779.726562 1652240994.4194
MEM 2779.726562 1652240994.5198
MEM 2811.695312 1652240994.6201
MEM 2811.664062 1652240994.7206
MEM 2825.171875 1652240994.8210
MEM 2799.003906 1652240994.9215
MEM 2807.886719 1652240995.0219
MEM 2771.949219 1652240995.1223
