CMDLINE /usr/bin/python3 scripts/AE-SVM-Rhizo.py
MEM 2293.132812 1652241117.4294
MEM 2293.132812 1652241117.5299
MEM 2293.132812 1652241117.6303
MEM 2293.132812 1652241117.7307
MEM 2293.132812 1652241117.8311
MEM 2293.109375 1652241117.9315
MEM 2293.109375 1652241118.0319
MEM 2293.109375 1652241118.1323
MEM 2293.109375 1652241118.2327
MEM 2293.109375 1652241118.3331
MEM 2293.109375 1652241118.4335
MEM 2293.109375 1652241118.5339
MEM 2293.109375 1652241118.6343
MEM 2293.109375 1652241118.7347
MEM 2293.109375 1652241118.8351
MEM 2293.109375 1652241118.9356
MEM 2293.109375 1652241119.0361
MEM 2295.937500 1652241119.1365
MEM 2295.937500 1652241119.2369
MEM 2295.937500 1652241119.3372
MEM 2295.937500 1652241119.4376
MEM 2295.937500 1652241119.5380
MEM 2295.937500 1652241119.6384
MEM 2295.937500 1652241119.7388
MEM 2295.937500 1652241119.8391
MEM 2296.449219 1652241119.9395
MEM 2296.214844 1652241120.0399
MEM 2296.179688 1652241120.1405
MEM 2296.148438 1652241120.2409
MEM 2296.136719 1652241120.3413
MEM 2300.093750 1652241120.4417
MEM 2300.128906 1652241120.5422
MEM 2300.128906 1652241120.6425
MEM 2300.128906 1652241120.7428
MEM 2300.128906 1652241120.8434
MEM 2300.128906 1652241120.9438
MEM 2300.113281 1652241121.0442
MEM 2300.113281 1652241121.1447
MEM 2300.113281 1652241121.2451
MEM 2300.113281 1652241121.3454
MEM 2300.113281 1652241121.4458
MEM 2300.113281 1652241121.5462
MEM 2300.113281 1652241121.6467
MEM 2300.113281 1652241121.7472
MEM 2300.113281 1652241121.8476
MEM 2304.738281 1652241121.9480
MEM 2304.738281 1652241122.0485
MEM 2304.738281 1652241122.1489
MEM 2304.738281 1652241122.2493
MEM 2304.738281 1652241122.3497
MEM 2304.738281 1652241122.4501
MEM 2304.738281 1652241122.5505
MEM 2304.738281 1652241122.6509
MEM 2304.738281 1652241122.7512
MEM 2305.250000 1652241122.8516
MEM 2307.312500 1652241122.9520
MEM 2313.320312 1652241123.0524
MEM 2318.921875 1652241123.1529
MEM 2318.890625 1652241123.2533
MEM 2318.863281 1652241123.3537
MEM 2318.757812 1652241123.4541
MEM 2318.757812 1652241123.5545
MEM 2318.757812 1652241123.6549
MEM 2318.757812 1652241123.7552
MEM 2318.757812 1652241123.8556
MEM 2318.757812 1652241123.9560
MEM 2318.757812 1652241124.0563
MEM 2318.757812 1652241124.1567
MEM 2318.757812 1652241124.2571
MEM 2318.757812 1652241124.3575
MEM 2318.757812 1652241124.4580
MEM 2318.750000 1652241124.5584
MEM 2318.750000 1652241124.6588
MEM 2318.750000 1652241124.7591
MEM 2318.750000 1652241124.8596
MEM 2318.726562 1652241124.9600
MEM 2318.726562 1652241125.0604
MEM 2318.726562 1652241125.1609
MEM 2318.726562 1652241125.2613
MEM 2318.726562 1652241125.3617
MEM 2318.726562 1652241125.4621
MEM 2318.726562 1652241125.5625
MEM 2318.726562 1652241125.6629
MEM 2318.726562 1652241125.7633
MEM 2323.687500 1652241125.8638
MEM 2329.355469 1652241125.9642
MEM 2329.355469 1652241126.0646
MEM 2329.355469 1652241126.1650
MEM 2329.355469 1652241126.2654
MEM 2329.355469 1652241126.3657
MEM 2329.355469 1652241126.4661
MEM 2329.355469 1652241126.5665
MEM 2329.867188 1652241126.6668
MEM 2329.867188 1652241126.7672
MEM 2329.613281 1652241126.8677
MEM 2346.281250 1652241126.9681
MEM 2352.757812 1652241127.0684
MEM 2363.992188 1652241127.1688
MEM 2365.117188 1652241127.2692
MEM 2365.117188 1652241127.3696
MEM 2365.117188 1652241127.4700
MEM 2365.117188 1652241127.5704
MEM 2365.117188 1652241127.6709
MEM 2365.093750 1652241127.7712
MEM 2365.093750 1652241127.8716
MEM 2365.093750 1652241127.9720
MEM 2365.093750 1652241128.0728
MEM 2365.093750 1652241128.1732
MEM 2365.093750 1652241128.2735
MEM 2365.093750 1652241128.3739
MEM 2365.093750 1652241128.4742
MEM 2365.093750 1652241128.5745
MEM 2365.093750 1652241128.6748
MEM 2366.375000 1652241128.7752
MEM 2366.375000 1652241128.8755
MEM 2366.375000 1652241128.9759
MEM 2366.375000 1652241129.0763
MEM 2366.375000 1652241129.1767
MEM 2366.375000 1652241129.2771
MEM 2366.375000 1652241129.3775
MEM 2366.375000 1652241129.4779
MEM 2366.886719 1652241129.5783
MEM 2366.886719 1652241129.6788
MEM 2366.636719 1652241129.7793
MEM 2366.601562 1652241129.8805
MEM 2371.953125 1652241129.9810
MEM 2376.816406 1652241130.0814
MEM 2381.726562 1652241130.1818
MEM 2381.726562 1652241130.2822
MEM 2381.726562 1652241130.3826
MEM 2381.726562 1652241130.4830
MEM 2381.726562 1652241130.5834
MEM 2381.710938 1652241130.6838
MEM 2381.710938 1652241130.7843
MEM 2381.710938 1652241130.8846
MEM 2381.710938 1652241130.9851
MEM 2381.710938 1652241131.0855
MEM 2381.710938 1652241131.1858
MEM 2381.710938 1652241131.2862
MEM 2381.710938 1652241131.3866
MEM 2381.710938 1652241131.4870
MEM 2390.933594 1652241131.5875
MEM 2390.933594 1652241131.6879
MEM 2390.933594 1652241131.7882
MEM 2390.933594 1652241131.8887
MEM 2390.933594 1652241131.9891
MEM 2390.933594 1652241132.0895
MEM 2390.933594 1652241132.1899
MEM 2390.933594 1652241132.2903
MEM 2391.445312 1652241132.3907
MEM 2368.757812 1652241132.4911
MEM 2383.644531 1652241132.5916
MEM 2383.613281 1652241132.6921
MEM 2383.585938 1652241132.7926
MEM 2383.570312 1652241132.8930
MEM 2383.250000 1652241132.9934
MEM 2383.250000 1652241133.0938
MEM 2383.250000 1652241133.1941
MEM 2383.250000 1652241133.2945
MEM 2383.226562 1652241133.3949
MEM 2383.226562 1652241133.4954
MEM 2383.226562 1652241133.5958
MEM 2383.226562 1652241133.6962
MEM 2383.226562 1652241133.7966
MEM 2383.226562 1652241133.8991
MEM 2383.226562 1652241133.9995
MEM 2383.226562 1652241134.0999
MEM 2383.226562 1652241134.2003
MEM 2383.226562 1652241134.3007
MEM 2383.226562 1652241134.4012
MEM 2390.175781 1652241134.5016
MEM 2390.175781 1652241134.6021
MEM 2390.175781 1652241134.7024
MEM 2390.175781 1652241134.8029
MEM 2390.175781 1652241134.9034
MEM 2390.175781 1652241135.0038
MEM 2390.175781 1652241135.1042
MEM 2390.175781 1652241135.2046
MEM 2390.687500 1652241135.3050
MEM 2390.687500 1652241135.4055
MEM 2390.433594 1652241135.5059
MEM 2390.402344 1652241135.6064
MEM 2363.753906 1652241135.7068
MEM 2366.273438 1652241135.8072
MEM 2382.507812 1652241135.9077
MEM 2382.195312 1652241136.0080
MEM 2382.195312 1652241136.1083
MEM 2382.195312 1652241136.2086
MEM 2382.195312 1652241136.3089
MEM 2382.175781 1652241136.4093
MEM 2382.175781 1652241136.5096
MEM 2382.175781 1652241136.6100
MEM 2382.175781 1652241136.7104
MEM 2382.175781 1652241136.8108
MEM 2382.175781 1652241136.9112
MEM 2382.175781 1652241137.0116
MEM 2382.175781 1652241137.1120
MEM 2395.820312 1652241137.2124
MEM 2395.820312 1652241137.3129
MEM 2395.820312 1652241137.4133
MEM 2395.820312 1652241137.5137
MEM 2403.671875 1652241137.6141
MEM 2403.671875 1652241137.7146
MEM 2403.671875 1652241137.8150
MEM 2403.671875 1652241137.9154
MEM 2403.671875 1652241138.0158
MEM 2403.671875 1652241138.1162
MEM 2403.671875 1652241138.2166
MEM 2403.671875 1652241138.3170
MEM 2403.929688 1652241138.4174
MEM 2403.734375 1652241138.5177
MEM 2418.957031 1652241138.6181
MEM 2418.929688 1652241138.7186
MEM 2419.152344 1652241138.8190
MEM 2419.121094 1652241138.9194
MEM 2418.804688 1652241139.0198
MEM 2418.804688 1652241139.1202
MEM 2418.804688 1652241139.2206
MEM 2418.804688 1652241139.3210
MEM 2418.785156 1652241139.4214
MEM 2418.785156 1652241139.5218
MEM 2418.785156 1652241139.6222
MEM 2418.785156 1652241139.7226
MEM 2418.785156 1652241139.8230
MEM 2418.785156 1652241139.9254
MEM 2444.457031 1652241140.0258
MEM 2465.011719 1652241140.1262
MEM 2465.011719 1652241140.2266
MEM 2465.011719 1652241140.3269
MEM 2466.804688 1652241140.4274
MEM 2466.804688 1652241140.5277
MEM 2466.804688 1652241140.6281
MEM 2466.804688 1652241140.7285
MEM 2466.804688 1652241140.8290
MEM 2466.804688 1652241140.9294
MEM 2466.804688 1652241141.0298
MEM 2466.804688 1652241141.1302
MEM 2467.062500 1652241141.2306
MEM 2466.972656 1652241141.3312
MEM 2466.937500 1652241141.4324
MEM 2472.082031 1652241141.5328
MEM 2472.046875 1652241141.6332
MEM 2472.015625 1652241141.7336
MEM 2471.894531 1652241141.8340
MEM 2471.894531 1652241141.9344
MEM 2471.894531 1652241142.0348
MEM 2471.894531 1652241142.1352
MEM 2471.894531 1652241142.2356
MEM 2471.894531 1652241142.3360
MEM 2471.871094 1652241142.4364
MEM 2471.871094 1652241142.5368
MEM 2471.871094 1652241142.6373
MEM 2471.871094 1652241142.7377
MEM 2471.871094 1652241142.8380
MEM 2471.871094 1652241142.9384
MEM 2499.703125 1652241143.0389
MEM 2515.421875 1652241143.1392
MEM 2515.421875 1652241143.2396
MEM 2515.421875 1652241143.3400
MEM 2485.242188 1652241143.4404
MEM 2452.707031 1652241143.5408
MEM 2452.707031 1652241143.6412
MEM 2452.707031 1652241143.7416
MEM 2434.214844 1652241143.8419
MEM 2434.214844 1652241143.9422
MEM 2434.214844 1652241144.0424
MEM 2434.214844 1652241144.1427
MEM 2434.214844 1652241144.2430
MEM 2434.214844 1652241144.3434
MEM 2434.214844 1652241144.4439
MEM 2434.214844 1652241144.5443
MEM 2434.214844 1652241144.6448
MEM 2434.468750 1652241144.7452
MEM 2434.242188 1652241144.8457
MEM 2444.601562 1652241144.9461
MEM 2440.058594 1652241145.0466
MEM 2458.929688 1652241145.1478
MEM 2458.902344 1652241145.2490
MEM 2458.621094 1652241145.3493
MEM 2458.621094 1652241145.4497
MEM 2458.621094 1652241145.5501
MEM 2458.621094 1652241145.6505
MEM 2458.621094 1652241145.7510
MEM 2458.621094 1652241145.8514
MEM 2458.621094 1652241145.9518
MEM 2458.621094 1652241146.0522
MEM 2458.621094 1652241146.1526
MEM 2458.621094 1652241146.2530
MEM 2458.589844 1652241146.3534
MEM 2458.589844 1652241146.4538
MEM 2458.589844 1652241146.5542
MEM 2458.589844 1652241146.6546
MEM 2458.589844 1652241146.7550
MEM 2458.589844 1652241146.8554
MEM 2458.574219 1652241146.9558
MEM 2458.574219 1652241147.0561
MEM 2458.574219 1652241147.1566
MEM 2458.574219 1652241147.2569
MEM 2458.574219 1652241147.3589
MEM 2458.574219 1652241147.4592
MEM 2458.574219 1652241147.5597
MEM 2458.574219 1652241147.6602
MEM 2458.574219 1652241147.7608
MEM 2458.574219 1652241147.8612
MEM 2458.574219 1652241147.9616
MEM 2458.574219 1652241148.0620
MEM 2468.093750 1652241148.1625
MEM 2468.093750 1652241148.2629
MEM 2468.093750 1652241148.3632
MEM 2468.093750 1652241148.4636
MEM 2468.093750 1652241148.5640
MEM 2468.093750 1652241148.6644
MEM 2468.093750 1652241148.7648
MEM 2468.605469 1652241148.8652
MEM 2468.367188 1652241148.9656
MEM 2461.695312 1652241149.0660
MEM 2475.464844 1652241149.1664
MEM 2481.136719 1652241149.2668
MEM 2484.597656 1652241149.3672
MEM 2484.531250 1652241149.4676
MEM 2484.531250 1652241149.5683
MEM 2484.531250 1652241149.6687
MEM 2484.531250 1652241149.7691
MEM 2484.515625 1652241149.8695
MEM 2484.515625 1652241149.9699
MEM 2484.515625 1652241150.0703
MEM 2484.515625 1652241150.1707
MEM 2484.515625 1652241150.2711
MEM 2484.515625 1652241150.3715
MEM 2484.515625 1652241150.4719
MEM 2484.515625 1652241150.5723
MEM 2484.515625 1652241150.6727
MEM 2484.515625 1652241150.7731
MEM 2484.515625 1652241150.8735
MEM 2491.410156 1652241150.9739
MEM 2491.410156 1652241151.0743
MEM 2491.410156 1652241151.1747
MEM 2491.410156 1652241151.2751
MEM 2491.410156 1652241151.3755
MEM 2491.410156 1652241151.4759
MEM 2491.410156 1652241151.5762
MEM 2491.410156 1652241151.6766
MEM 2491.410156 1652241151.7769
MEM 2491.921875 1652241151.8774
MEM 2491.683594 1652241151.9780
MEM 2492.957031 1652241152.0783
MEM 2492.925781 1652241152.1788
MEM 2498.058594 1652241152.2792
MEM 2498.031250 1652241152.3796
MEM 2497.996094 1652241152.4801
MEM 2497.679688 1652241152.5805
MEM 2497.679688 1652241152.6809
MEM 2497.679688 1652241152.7813
MEM 2497.679688 1652241152.8816
MEM 2497.660156 1652241152.9819
MEM 2497.660156 1652241153.0823
MEM 2497.660156 1652241153.1827
MEM 2497.660156 1652241153.2832
MEM 2497.660156 1652241153.3837
MEM 2497.660156 1652241153.4855
MEM 2497.660156 1652241153.5860
MEM 2497.660156 1652241153.6864
MEM 2497.660156 1652241153.7868
MEM 2497.660156 1652241153.8872
MEM 2499.968750 1652241153.9876
MEM 2499.968750 1652241154.0880
MEM 2499.968750 1652241154.1884
MEM 2499.968750 1652241154.2888
MEM 2499.968750 1652241154.3891
MEM 2499.968750 1652241154.4896
MEM 2499.968750 1652241154.5899
MEM 2499.968750 1652241154.6906
MEM 2499.968750 1652241154.7910
MEM 2500.480469 1652241154.8914
MEM 2500.480469 1652241154.9918
MEM 2479.777344 1652241155.0937
MEM 2469.753906 1652241155.1942
MEM 2475.710938 1652241155.2946
MEM 2475.875000 1652241155.3950
MEM 2477.609375 1652241155.4954
MEM 2482.761719 1652241155.5958
MEM 2482.761719 1652241155.6962
MEM 2482.761719 1652241155.7965
MEM 2482.761719 1652241155.8968
MEM 2482.761719 1652241155.9972
MEM 2482.742188 1652241156.0976
MEM 2482.742188 1652241156.1979
MEM 2482.742188 1652241156.2983
MEM 2482.742188 1652241156.3986
MEM 2482.742188 1652241156.5002
MEM 2482.742188 1652241156.6005
MEM 2482.742188 1652241156.7048
MEM 2482.742188 1652241156.8052
MEM 2482.742188 1652241156.9056
MEM 2482.742188 1652241157.0060
MEM 2502.859375 1652241157.1064
MEM 2506.316406 1652241157.2068
MEM 2506.316406 1652241157.3072
MEM 2506.316406 1652241157.4076
MEM 2506.316406 1652241157.5080
MEM 2506.316406 1652241157.6084
MEM 2506.316406 1652241157.7088
MEM 2506.316406 1652241157.8092
MEM 2506.828125 1652241157.9096
MEM 2506.828125 1652241158.0100
MEM 2513.000000 1652241158.1131
MEM 2512.968750 1652241158.2135
MEM 2512.933594 1652241158.3142
MEM 2518.062500 1652241158.4147
MEM 2523.183594 1652241158.5151
MEM 2522.957031 1652241158.6155
MEM 2522.957031 1652241158.7159
MEM 2522.957031 1652241158.8162
MEM 2522.957031 1652241158.9167
MEM 2522.957031 1652241159.0170
MEM 2522.941406 1652241159.1174
MEM 2522.941406 1652241159.2177
MEM 2522.941406 1652241159.3181
MEM 2522.941406 1652241159.4185
MEM 2522.941406 1652241159.5188
MEM 2522.941406 1652241159.6192
MEM 2522.941406 1652241159.7196
MEM 2522.941406 1652241159.8200
MEM 2522.941406 1652241159.9204
MEM 2522.941406 1652241160.0207
MEM 2525.511719 1652241160.1211
MEM 2525.511719 1652241160.2214
MEM 2525.511719 1652241160.3216
MEM 2525.511719 1652241160.4219
MEM 2525.511719 1652241160.5222
MEM 2525.511719 1652241160.6225
MEM 2525.511719 1652241160.7229
MEM 2525.511719 1652241160.8232
MEM 2526.023438 1652241160.9235
MEM 2525.785156 1652241161.0239
MEM 2525.753906 1652241161.1245
MEM 2532.468750 1652241161.2249
MEM 2515.718750 1652241161.3253
MEM 2526.054688 1652241161.4256
MEM 2527.617188 1652241161.5259
MEM 2527.617188 1652241161.6263
MEM 2527.617188 1652241161.7267
MEM 2527.617188 1652241161.8271
MEM 2527.617188 1652241161.9275
MEM 2527.617188 1652241162.0279
MEM 2527.617188 1652241162.1282
MEM 2527.617188 1652241162.2286
MEM 2527.617188 1652241162.3290
MEM 2527.617188 1652241162.4293
MEM 2527.617188 1652241162.5297
MEM 2527.605469 1652241162.6300
MEM 2527.605469 1652241162.7304
MEM 2527.605469 1652241162.8308
MEM 2527.605469 1652241162.9311
MEM 2527.605469 1652241163.0315
MEM 2527.585938 1652241163.1319
MEM 2527.585938 1652241163.2323
MEM 2527.585938 1652241163.3326
MEM 2527.585938 1652241163.4330
MEM 2527.585938 1652241163.5333
MEM 2527.585938 1652241163.6337
MEM 2527.585938 1652241163.7343
MEM 2527.585938 1652241163.8351
MEM 2527.585938 1652241163.9355
MEM 2527.585938 1652241164.0361
MEM 2527.585938 1652241164.1366
MEM 2527.585938 1652241164.2370
MEM 2540.730469 1652241164.3374
MEM 2540.730469 1652241164.4378
MEM 2540.730469 1652241164.5382
MEM 2540.730469 1652241164.6386
MEM 2540.730469 1652241164.7389
MEM 2540.730469 1652241164.8393
MEM 2540.730469 1652241164.9397
MEM 2540.730469 1652241165.0401
MEM 2541.242188 1652241165.1405
MEM 2541.097656 1652241165.2409
MEM 2555.125000 1652241165.3413
MEM 2557.417969 1652241165.4416
MEM 2557.386719 1652241165.5421
MEM 2563.980469 1652241165.6425
MEM 2568.761719 1652241165.7428
MEM 2568.503906 1652241165.8432
MEM 2568.503906 1652241165.9436
MEM 2568.503906 1652241166.0440
MEM 2568.503906 1652241166.1444
MEM 2568.503906 1652241166.2448
MEM 2568.480469 1652241166.3452
MEM 2568.480469 1652241166.4456
MEM 2568.480469 1652241166.5459
MEM 2568.480469 1652241166.6464
MEM 2568.480469 1652241166.7468
MEM 2568.480469 1652241166.8472
MEM 2568.480469 1652241166.9476
MEM 2573.226562 1652241167.0480
MEM 2573.226562 1652241167.1484
MEM 2573.226562 1652241167.2488
MEM 2573.226562 1652241167.3492
MEM 2573.226562 1652241167.4496
MEM 2584.546875 1652241167.5500
MEM 2584.546875 1652241167.6503
MEM 2584.546875 1652241167.7507
MEM 2584.546875 1652241167.8512
MEM 2584.546875 1652241167.9515
MEM 2584.546875 1652241168.0518
MEM 2584.546875 1652241168.1521
MEM 2584.546875 1652241168.2525
MEM 2584.804688 1652241168.3528
MEM 2584.804688 1652241168.4531
MEM 2588.566406 1652241168.5535
MEM 2600.550781 1652241168.6539
MEM 2581.703125 1652241168.7542
MEM 2581.671875 1652241168.8546
MEM 2590.296875 1652241168.9549
MEM 2590.175781 1652241169.0551
MEM 2590.175781 1652241169.1554
MEM 2590.175781 1652241169.2558
MEM 2590.175781 1652241169.3562
MEM 2590.156250 1652241169.4566
MEM 2590.156250 1652241169.5570
MEM 2590.156250 1652241169.6590
MEM 2590.156250 1652241169.7594
MEM 2590.156250 1652241169.8598
MEM 2590.156250 1652241169.9602
MEM 2590.156250 1652241170.0606
MEM 2595.941406 1652241170.1610
MEM 2606.160156 1652241170.2614
MEM 2606.160156 1652241170.3618
MEM 2606.160156 1652241170.4621
MEM 2606.160156 1652241170.5627
MEM 2617.238281 1652241170.6632
MEM 2617.238281 1652241170.7635
MEM 2617.238281 1652241170.8639
MEM 2617.238281 1652241170.9643
MEM 2617.238281 1652241171.0647
MEM 2617.238281 1652241171.1650
MEM 2617.238281 1652241171.2654
MEM 2617.496094 1652241171.3658
MEM 2617.496094 1652241171.4662
MEM 2617.425781 1652241171.5665
MEM 2622.179688 1652241171.6670
MEM 2622.160156 1652241171.7674
MEM 2627.289062 1652241171.8678
MEM 2617.089844 1652241171.9695
MEM 2616.816406 1652241172.0698
MEM 2616.816406 1652241172.1702
MEM 2616.816406 1652241172.2705
MEM 2616.816406 1652241172.3709
MEM 2616.816406 1652241172.4714
MEM 2616.796875 1652241172.5718
MEM 2616.796875 1652241172.6722
MEM 2616.796875 1652241172.7726
MEM 2616.796875 1652241172.8734
MEM 2616.796875 1652241172.9747
MEM 2632.867188 1652241173.0751
MEM 2643.945312 1652241173.1755
MEM 2643.945312 1652241173.2759
MEM 2643.945312 1652241173.3763
MEM 2591.042969 1652241173.4766
MEM 2549.941406 1652241173.5770
MEM 2549.941406 1652241173.6774
MEM 2549.941406 1652241173.7778
MEM 2549.941406 1652241173.8782
MEM 2549.941406 1652241173.9786
MEM 2584.820312 1652241174.0790
MEM 2584.820312 1652241174.1793
MEM 2584.820312 1652241174.2798
MEM 2584.820312 1652241174.3802
MEM 2584.820312 1652241174.4806
MEM 2584.820312 1652241174.5810
MEM 2584.820312 1652241174.6826
MEM 2584.820312 1652241174.7831
MEM 2585.074219 1652241174.8834
MEM 2585.074219 1652241174.9838
MEM 2596.183594 1652241175.0842
MEM 2563.621094 1652241175.1846
MEM 2568.175781 1652241175.2849
MEM 2568.152344 1652241175.3853
MEM 2568.121094 1652241175.4857
MEM 2567.960938 1652241175.5860
MEM 2567.960938 1652241175.6864
MEM 2567.960938 1652241175.7868
MEM 2567.960938 1652241175.8872
MEM 2567.960938 1652241175.9876
MEM 2567.941406 1652241176.0879
MEM 2567.941406 1652241176.1883
MEM 2567.941406 1652241176.2890
MEM 2567.941406 1652241176.3893
MEM 2567.941406 1652241176.4897
MEM 2567.941406 1652241176.5901
MEM 2567.941406 1652241176.6905
MEM 2567.941406 1652241176.7907
MEM 2567.941406 1652241176.8910
MEM 2567.941406 1652241176.9913
MEM 2570.757812 1652241177.0917
MEM 2570.757812 1652241177.1921
MEM 2570.757812 1652241177.2924
MEM 2570.757812 1652241177.3927
MEM 2570.757812 1652241177.4931
MEM 2570.757812 1652241177.5935
MEM 2570.757812 1652241177.6939
MEM 2570.757812 1652241177.7943
MEM 2570.757812 1652241177.8947
MEM 2571.269531 1652241177.9951
MEM 2549.281250 1652241178.0992
MEM 2554.632812 1652241178.1995
MEM 2562.078125 1652241178.3000
MEM 2575.093750 1652241178.4003
MEM 2579.703125 1652241178.5008
MEM 2579.390625 1652241178.6012
MEM 2579.390625 1652241178.7015
MEM 2579.390625 1652241178.8019
MEM 2579.390625 1652241178.9022
MEM 2579.390625 1652241179.0027
MEM 2579.367188 1652241179.1031
MEM 2579.367188 1652241179.2034
MEM 2579.367188 1652241179.3039
MEM 2579.367188 1652241179.4043
MEM 2579.367188 1652241179.5046
MEM 2579.367188 1652241179.6050
MEM 2579.367188 1652241179.7057
MEM 2579.367188 1652241179.8061
MEM 2579.367188 1652241179.9065
MEM 2579.367188 1652241180.0069
MEM 2579.367188 1652241180.1072
MEM 2579.367188 1652241180.2076
MEM 2579.367188 1652241180.3080
MEM 2579.367188 1652241180.4084
MEM 2579.367188 1652241180.5088
MEM 2579.367188 1652241180.6092
MEM 2579.367188 1652241180.7095
MEM 2579.367188 1652241180.8099
MEM 2579.367188 1652241180.9103
MEM 2579.367188 1652241181.0107
MEM 2579.878906 1652241181.1111
MEM 2584.105469 1652241181.2117
MEM 2584.328125 1652241181.3122
MEM 2588.957031 1652241181.4127
MEM 2588.925781 1652241181.5131
MEM 2588.890625 1652241181.6136
MEM 2589.648438 1652241181.7140
MEM 2589.332031 1652241181.8144
MEM 2589.332031 1652241181.9148
MEM 2589.332031 1652241182.0151
MEM 2589.332031 1652241182.1155
MEM 2589.312500 1652241182.2158
MEM 2589.312500 1652241182.3162
MEM 2589.312500 1652241182.4166
MEM 2589.312500 1652241182.5170
MEM 2589.312500 1652241182.6175
MEM 2589.312500 1652241182.7179
MEM 2589.312500 1652241182.8184
MEM 2589.312500 1652241182.9188
MEM 2589.312500 1652241183.0192
MEM 2589.312500 1652241183.1197
MEM 2589.312500 1652241183.2201
MEM 2572.156250 1652241183.3206
MEM 2572.156250 1652241183.4210
MEM 2572.156250 1652241183.5215
MEM 2572.156250 1652241183.6219
MEM 2572.156250 1652241183.7223
MEM 2572.156250 1652241183.8227
MEM 2572.156250 1652241183.9231
MEM 2572.156250 1652241184.0235
MEM 2572.667969 1652241184.1239
MEM 2572.429688 1652241184.2243
MEM 2594.035156 1652241184.3249
MEM 2598.546875 1652241184.4254
MEM 2583.582031 1652241184.5259
MEM 2601.628906 1652241184.6262
MEM 2607.886719 1652241184.7266
MEM 2607.886719 1652241184.8269
MEM 2607.886719 1652241184.9271
MEM 2607.886719 1652241185.0275
MEM 2607.863281 1652241185.1278
MEM 2607.863281 1652241185.2282
MEM 2607.863281 1652241185.3285
MEM 2607.863281 1652241185.4287
MEM 2607.863281 1652241185.5291
MEM 2607.863281 1652241185.6295
MEM 2607.863281 1652241185.7299
MEM 2607.863281 1652241185.8303
MEM 2607.863281 1652241185.9307
MEM 2607.863281 1652241186.0311
MEM 2628.582031 1652241186.1315
MEM 2628.582031 1652241186.2319
MEM 2628.582031 1652241186.3323
MEM 2628.582031 1652241186.4328
MEM 2628.582031 1652241186.5332
MEM 2628.582031 1652241186.6336
MEM 2628.582031 1652241186.7341
MEM 2628.582031 1652241186.8345
MEM 2628.582031 1652241186.9349
MEM 2629.093750 1652241187.0353
MEM 2621.906250 1652241187.1357
MEM 2571.710938 1652241187.2362
MEM 2566.777344 1652241187.3366
MEM 2603.371094 1652241187.4371
MEM 2613.542969 1652241187.5375
MEM 2626.195312 1652241187.6379
MEM 2616.714844 1652241187.7383
MEM 2616.714844 1652241187.8387
MEM 2616.714844 1652241187.9391
MEM 2616.714844 1652241188.0396
MEM 2616.714844 1652241188.1400
MEM 2616.714844 1652241188.2404
MEM 2616.714844 1652241188.3408
MEM 2616.714844 1652241188.4412
MEM 2616.714844 1652241188.5416
MEM 2616.707031 1652241188.6421
MEM 2616.707031 1652241188.7425
MEM 2616.707031 1652241188.8429
MEM 2616.707031 1652241188.9433
MEM 2616.707031 1652241189.0437
MEM 2585.328125 1652241189.1441
MEM 2585.328125 1652241189.2445
MEM 2585.328125 1652241189.3449
MEM 2585.328125 1652241189.4454
MEM 2585.328125 1652241189.5457
MEM 2585.328125 1652241189.6462
MEM 2585.328125 1652241189.7465
MEM 2585.328125 1652241189.8470
MEM 2585.328125 1652241189.9476
MEM 2585.328125 1652241190.0480
MEM 2606.304688 1652241190.1484
MEM 2606.304688 1652241190.2488
MEM 2606.304688 1652241190.3492
MEM 2606.304688 1652241190.4496
MEM 2606.304688 1652241190.5501
MEM 2606.304688 1652241190.6504
MEM 2606.304688 1652241190.7508
MEM 2606.304688 1652241190.8512
MEM 2606.816406 1652241190.9515
MEM 2606.816406 1652241191.0519
MEM 2621.496094 1652241191.1524
MEM 2621.140625 1652241191.2528
MEM 2620.554688 1652241191.3532
MEM 2620.539062 1652241191.4536
MEM 2610.445312 1652241191.5541
MEM 2622.285156 1652241191.6545
MEM 2621.972656 1652241191.7549
MEM 2621.972656 1652241191.8553
MEM 2621.972656 1652241191.9557
MEM 2621.972656 1652241192.0561
MEM 2621.972656 1652241192.1566
MEM 2621.953125 1652241192.2570
MEM 2621.953125 1652241192.3574
MEM 2621.953125 1652241192.4578
MEM 2621.953125 1652241192.5583
MEM 2621.953125 1652241192.6587
MEM 2621.953125 1652241192.7619
MEM 2653.738281 1652241192.8624
MEM 2653.738281 1652241192.9628
MEM 2653.738281 1652241193.0632
MEM 2653.738281 1652241193.1636
MEM 2661.578125 1652241193.2640
MEM 2661.578125 1652241193.3643
MEM 2661.578125 1652241193.4646
MEM 2661.578125 1652241193.5649
MEM 2661.578125 1652241193.6653
MEM 2661.578125 1652241193.7656
MEM 2661.578125 1652241193.8659
MEM 2661.578125 1652241193.9664
MEM 2661.835938 1652241194.0668
MEM 2661.613281 1652241194.1684
MEM 2721.605469 1652241194.2688
MEM 2726.886719 1652241194.3692
MEM 2730.148438 1652241194.4705
MEM 2716.988281 1652241194.5728
MEM 2725.468750 1652241194.6732
MEM 2725.207031 1652241194.7736
MEM 2725.207031 1652241194.8740
MEM 2725.207031 1652241194.9744
MEM 2725.207031 1652241195.0749
MEM 2725.207031 1652241195.1752
