CMDLINE /usr/bin/python3 scripts/tSNE-SVM-Rhizo.py
MEM 202.355469 1652242715.0947
MEM 202.355469 1652242715.1969
MEM 202.355469 1652242715.2973
MEM 202.355469 1652242715.3977
MEM 202.355469 1652242715.4980
MEM 202.355469 1652242715.5984
MEM 202.355469 1652242715.6987
MEM 202.355469 1652242715.7991
MEM 202.355469 1652242715.8995
MEM 202.355469 1652242715.9999
MEM 202.355469 1652242716.1003
MEM 202.355469 1652242716.2006
MEM 202.355469 1652242716.3010
MEM 202.355469 1652242716.4013
MEM 202.355469 1652242716.5017
MEM 202.355469 1652242716.6020
MEM 202.355469 1652242716.7024
MEM 202.355469 1652242716.8028
MEM 202.355469 1652242716.9032
MEM 202.355469 1652242717.0037
MEM 202.355469 1652242717.1040
MEM 202.355469 1652242717.2044
MEM 202.355469 1652242717.3048
MEM 202.355469 1652242717.4051
MEM 202.355469 1652242717.5055
MEM 202.355469 1652242717.6059
MEM 202.355469 1652242717.7062
MEM 202.355469 1652242717.8065
MEM 202.355469 1652242717.9070
MEM 202.355469 1652242718.0075
MEM 202.355469 1652242718.1079
MEM 202.355469 1652242718.2083
MEM 202.355469 1652242718.3087
MEM 202.355469 1652242718.4098
MEM 202.355469 1652242718.5102
MEM 202.355469 1652242718.6108
MEM 202.355469 1652242718.7112
MEM 202.355469 1652242718.8117
MEM 202.355469 1652242718.9121
MEM 202.355469 1652242719.0125
MEM 202.355469 1652242719.1131
MEM 202.355469 1652242719.2135
MEM 202.355469 1652242719.3139
MEM 202.355469 1652242719.4143
MEM 202.355469 1652242719.5147
MEM 202.355469 1652242719.6150
MEM 202.355469 1652242719.7154
MEM 202.355469 1652242719.8157
MEM 202.355469 1652242719.9161
MEM 202.355469 1652242720.0165
MEM 202.355469 1652242720.1169
MEM 202.355469 1652242720.2172
MEM 202.355469 1652242720.3176
MEM 202.355469 1652242720.4179
MEM 202.355469 1652242720.5183
MEM 202.355469 1652242720.6186
MEM 202.355469 1652242720.7190
MEM 202.355469 1652242720.8194
MEM 202.355469 1652242720.9202
MEM 202.355469 1652242721.0206
MEM 202.355469 1652242721.1210
MEM 202.355469 1652242721.2213
MEM 202.355469 1652242721.3217
MEM 202.355469 1652242721.4220
MEM 202.355469 1652242721.5223
MEM 202.355469 1652242721.6227
MEM 202.355469 1652242721.7231
MEM 202.355469 1652242721.8235
MEM 202.355469 1652242721.9239
MEM 202.355469 1652242722.0244
MEM 202.355469 1652242722.1248
MEM 202.355469 1652242722.2253
MEM 202.355469 1652242722.3257
MEM 202.355469 1652242722.4262
MEM 202.355469 1652242722.5265
MEM 202.355469 1652242722.6270
MEM 202.355469 1652242722.7274
MEM 202.355469 1652242722.8278
MEM 202.355469 1652242722.9282
MEM 202.355469 1652242723.0286
MEM 202.355469 1652242723.1290
MEM 202.355469 1652242723.2295
MEM 202.355469 1652242723.3299
MEM 202.355469 1652242723.4303
MEM 202.355469 1652242723.5307
MEM 202.355469 1652242723.6310
MEM 202.355469 1652242723.7314
MEM 202.355469 1652242723.8318
MEM 202.355469 1652242723.9321
MEM 202.355469 1652242724.0324
MEM 202.355469 1652242724.1328
MEM 202.355469 1652242724.2332
MEM 202.355469 1652242724.3336
MEM 202.355469 1652242724.4339
MEM 202.355469 1652242724.5343
MEM 202.355469 1652242724.6347
MEM 202.355469 1652242724.7350
MEM 202.355469 1652242724.8354
MEM 202.355469 1652242724.9358
MEM 202.355469 1652242725.0361
MEM 202.355469 1652242725.1365
MEM 202.355469 1652242725.2369
MEM 202.355469 1652242725.3372
MEM 202.355469 1652242725.4377
MEM 202.355469 1652242725.5381
MEM 202.355469 1652242725.6384
MEM 202.355469 1652242725.7388
MEM 202.355469 1652242725.8392
MEM 202.355469 1652242725.9418
MEM 202.355469 1652242726.0422
MEM 202.355469 1652242726.1426
MEM 202.355469 1652242726.2429
MEM 202.355469 1652242726.3432
MEM 202.355469 1652242726.4435
MEM 202.355469 1652242726.5438
MEM 202.355469 1652242726.6442
MEM 202.355469 1652242726.7444
MEM 202.355469 1652242726.8447
MEM 202.355469 1652242726.9451
MEM 202.355469 1652242727.0454
MEM 202.355469 1652242727.1457
MEM 202.355469 1652242727.2460
MEM 202.355469 1652242727.3462
MEM 202.355469 1652242727.4465
MEM 202.355469 1652242727.5470
MEM 202.355469 1652242727.6473
MEM 202.355469 1652242727.7476
MEM 202.355469 1652242727.8479
MEM 202.355469 1652242727.9481
MEM 202.355469 1652242728.0484
MEM 202.355469 1652242728.1487
MEM 202.355469 1652242728.2490
MEM 202.355469 1652242728.3493
MEM 202.355469 1652242728.4498
MEM 202.355469 1652242728.5503
MEM 202.355469 1652242728.6507
MEM 202.355469 1652242728.7511
MEM 202.355469 1652242728.8516
MEM 202.355469 1652242728.9520
MEM 202.355469 1652242729.0528
MEM 202.355469 1652242729.1532
MEM 202.355469 1652242729.2562
MEM 202.355469 1652242729.3566
MEM 202.355469 1652242729.4571
MEM 202.355469 1652242729.5575
MEM 202.355469 1652242729.6579
MEM 202.355469 1652242729.7583
MEM 202.355469 1652242729.8587
MEM 202.355469 1652242729.9595
MEM 202.355469 1652242730.0599
MEM 202.355469 1652242730.1603
MEM 202.355469 1652242730.2607
MEM 202.355469 1652242730.3610
MEM 202.355469 1652242730.4633
MEM 202.355469 1652242730.5636
MEM 202.355469 1652242730.6640
MEM 202.355469 1652242730.7643
MEM 202.355469 1652242730.8647
MEM 202.355469 1652242730.9650
MEM 202.355469 1652242731.0654
MEM 202.355469 1652242731.1657
MEM 202.355469 1652242731.2661
MEM 202.355469 1652242731.3664
MEM 202.355469 1652242731.4668
MEM 202.355469 1652242731.5672
MEM 202.355469 1652242731.6676
MEM 202.355469 1652242731.7680
MEM 202.355469 1652242731.8683
MEM 202.355469 1652242731.9686
MEM 202.355469 1652242732.0691
MEM 202.355469 1652242732.1694
MEM 202.355469 1652242732.2698
MEM 202.355469 1652242732.3701
MEM 202.355469 1652242732.4705
MEM 202.355469 1652242732.5709
MEM 202.355469 1652242732.6714
MEM 202.355469 1652242732.7719
MEM 202.355469 1652242732.8728
MEM 202.355469 1652242732.9732
MEM 202.355469 1652242733.0736
MEM 202.355469 1652242733.1740
MEM 202.355469 1652242733.2744
MEM 202.355469 1652242733.3748
MEM 202.355469 1652242733.4753
MEM 202.355469 1652242733.5757
MEM 202.355469 1652242733.6770
MEM 202.355469 1652242733.7774
MEM 202.355469 1652242733.8779
MEM 202.355469 1652242733.9783
MEM 202.355469 1652242734.0787
MEM 202.355469 1652242734.1791
MEM 202.355469 1652242734.2795
MEM 202.355469 1652242734.3798
MEM 202.355469 1652242734.4802
MEM 202.355469 1652242734.5805
MEM 202.355469 1652242734.6809
MEM 202.355469 1652242734.7813
MEM 202.355469 1652242734.8817
MEM 202.355469 1652242734.9821
MEM 202.355469 1652242735.0825
MEM 202.355469 1652242735.1828
MEM 202.355469 1652242735.2831
MEM 202.355469 1652242735.3835
MEM 202.355469 1652242735.4838
MEM 202.355469 1652242735.5842
MEM 202.355469 1652242735.6845
MEM 202.355469 1652242735.7849
MEM 202.355469 1652242735.8853
MEM 202.355469 1652242735.9857
MEM 202.355469 1652242736.0860
MEM 202.355469 1652242736.1865
MEM 202.355469 1652242736.2868
MEM 202.355469 1652242736.3871
MEM 202.355469 1652242736.4875
MEM 202.355469 1652242736.5879
MEM 202.355469 1652242736.6883
MEM 202.355469 1652242736.7887
MEM 202.355469 1652242736.8890
MEM 202.355469 1652242736.9894
MEM 202.355469 1652242737.0899
MEM 202.355469 1652242737.1903
MEM 202.355469 1652242737.2908
MEM 202.355469 1652242737.3912
MEM 202.355469 1652242737.4917
MEM 202.355469 1652242737.5921
MEM 202.355469 1652242737.6925
MEM 202.355469 1652242737.7929
MEM 202.355469 1652242737.8932
MEM 202.355469 1652242737.9936
MEM 202.355469 1652242738.0940
MEM 202.355469 1652242738.1943
MEM 202.355469 1652242738.2947
MEM 202.355469 1652242738.3951
MEM 202.355469 1652242738.4954
MEM 202.355469 1652242738.5958
MEM 202.355469 1652242738.6962
MEM 202.355469 1652242738.7966
MEM 202.355469 1652242738.8969
MEM 202.355469 1652242738.9973
MEM 202.355469 1652242739.0976
MEM 202.355469 1652242739.1980
MEM 202.355469 1652242739.2984
MEM 202.355469 1652242739.3987
MEM 202.355469 1652242739.4991
MEM 202.355469 1652242739.5995
MEM 202.355469 1652242739.6998
MEM 202.355469 1652242739.8001
MEM 202.355469 1652242739.9005
MEM 202.355469 1652242740.0009
MEM 202.355469 1652242740.1013
MEM 202.355469 1652242740.2016
MEM 202.355469 1652242740.3020
MEM 202.355469 1652242740.4024
MEM 202.355469 1652242740.5029
MEM 202.355469 1652242740.6032
MEM 202.355469 1652242740.7036
MEM 202.355469 1652242740.8040
MEM 202.355469 1652242740.9043
MEM 202.355469 1652242741.0047
MEM 202.355469 1652242741.1049
MEM 202.355469 1652242741.2052
MEM 202.355469 1652242741.3055
MEM 202.355469 1652242741.4057
MEM 202.355469 1652242741.5060
MEM 202.355469 1652242741.6064
MEM 202.355469 1652242741.7067
MEM 202.355469 1652242741.8069
MEM 202.355469 1652242741.9072
MEM 202.355469 1652242742.0075
MEM 202.355469 1652242742.1078
MEM 202.355469 1652242742.2081
MEM 202.355469 1652242742.3085
MEM 202.355469 1652242742.4089
MEM 202.355469 1652242742.5093
MEM 202.355469 1652242742.6097
MEM 202.355469 1652242742.7100
MEM 202.355469 1652242742.8105
MEM 202.355469 1652242742.9108
MEM 202.355469 1652242743.0111
MEM 202.355469 1652242743.1115
MEM 202.355469 1652242743.2119
MEM 202.355469 1652242743.3123
MEM 202.355469 1652242743.4127
MEM 202.355469 1652242743.5130
MEM 202.355469 1652242743.6135
MEM 202.355469 1652242743.7139
MEM 202.355469 1652242743.8142
MEM 202.355469 1652242743.9146
MEM 202.355469 1652242744.0154
MEM 202.355469 1652242744.1158
MEM 202.355469 1652242744.2162
MEM 202.355469 1652242744.3166
MEM 202.355469 1652242744.4170
MEM 202.355469 1652242744.5174
MEM 202.355469 1652242744.6177
MEM 202.355469 1652242744.7181
MEM 202.355469 1652242744.8184
MEM 202.355469 1652242744.9188
MEM 202.355469 1652242745.0192
MEM 202.355469 1652242745.1195
MEM 202.355469 1652242745.2198
MEM 202.355469 1652242745.3202
MEM 202.355469 1652242745.4206
MEM 202.355469 1652242745.5209
MEM 202.355469 1652242745.6213
MEM 202.355469 1652242745.7216
MEM 202.355469 1652242745.8220
MEM 202.355469 1652242745.9223
MEM 202.355469 1652242746.0227
MEM 202.355469 1652242746.1231
MEM 202.355469 1652242746.2234
MEM 202.355469 1652242746.3238
MEM 202.355469 1652242746.4241
MEM 202.355469 1652242746.5245
MEM 202.355469 1652242746.6249
MEM 202.355469 1652242746.7252
MEM 202.355469 1652242746.8256
MEM 202.355469 1652242746.9260
MEM 202.355469 1652242747.0263
MEM 202.355469 1652242747.1267
MEM 202.355469 1652242747.2272
MEM 202.355469 1652242747.3275
MEM 202.355469 1652242747.4280
MEM 202.355469 1652242747.5284
MEM 202.355469 1652242747.6288
MEM 202.355469 1652242747.7292
MEM 202.355469 1652242747.8296
MEM 202.355469 1652242747.9299
MEM 202.355469 1652242748.0303
MEM 202.355469 1652242748.1307
MEM 202.355469 1652242748.2311
MEM 202.355469 1652242748.3315
MEM 202.355469 1652242748.4318
MEM 202.355469 1652242748.5322
MEM 202.355469 1652242748.6325
MEM 202.355469 1652242748.7329
MEM 202.355469 1652242748.8333
MEM 202.355469 1652242748.9336
MEM 202.355469 1652242749.0340
MEM 202.355469 1652242749.1344
MEM 202.355469 1652242749.2348
MEM 202.355469 1652242749.3351
MEM 202.355469 1652242749.4355
MEM 202.355469 1652242749.5359
MEM 202.355469 1652242749.6362
MEM 202.355469 1652242749.7366
MEM 202.355469 1652242749.8370
MEM 202.355469 1652242749.9373
MEM 202.355469 1652242750.0377
MEM 202.355469 1652242750.1381
MEM 202.355469 1652242750.2385
MEM 202.355469 1652242750.3388
MEM 202.355469 1652242750.4391
MEM 202.355469 1652242750.5395
MEM 202.355469 1652242750.6399
MEM 202.355469 1652242750.7402
MEM 202.355469 1652242750.8407
MEM 202.355469 1652242750.9410
MEM 202.355469 1652242751.0417
MEM 202.355469 1652242751.1422
MEM 202.355469 1652242751.2428
MEM 202.355469 1652242751.3439
MEM 202.355469 1652242751.4443
MEM 202.355469 1652242751.5447
MEM 202.355469 1652242751.6452
MEM 202.355469 1652242751.7456
MEM 202.355469 1652242751.8461
MEM 202.355469 1652242751.9466
MEM 202.355469 1652242752.0471
MEM 202.355469 1652242752.1474
MEM 202.355469 1652242752.2478
MEM 202.355469 1652242752.3481
MEM 202.355469 1652242752.4485
MEM 202.355469 1652242752.5489
MEM 202.355469 1652242752.6493
MEM 202.355469 1652242752.7496
MEM 202.355469 1652242752.8500
MEM 202.355469 1652242752.9503
MEM 202.355469 1652242753.0507
MEM 202.355469 1652242753.1510
MEM 202.355469 1652242753.2512
MEM 202.355469 1652242753.3515
MEM 202.355469 1652242753.4518
MEM 202.355469 1652242753.5522
MEM 202.355469 1652242753.6525
MEM 202.355469 1652242753.7528
MEM 202.355469 1652242753.8531
MEM 202.355469 1652242753.9534
MEM 202.355469 1652242754.0537
MEM 202.355469 1652242754.1541
MEM 202.355469 1652242754.2545
MEM 202.355469 1652242754.3549
MEM 202.355469 1652242754.4552
MEM 202.355469 1652242754.5556
MEM 202.355469 1652242754.6560
MEM 202.355469 1652242754.7563
MEM 202.355469 1652242754.8567
MEM 202.355469 1652242754.9571
MEM 202.355469 1652242755.0575
MEM 202.355469 1652242755.1579
MEM 202.355469 1652242755.2583
MEM 202.355469 1652242755.3586
MEM 202.355469 1652242755.4590
MEM 202.355469 1652242755.5594
MEM 202.355469 1652242755.6597
MEM 202.355469 1652242755.7601
MEM 202.355469 1652242755.8605
MEM 202.355469 1652242755.9609
MEM 202.355469 1652242756.0613
MEM 202.355469 1652242756.1616
MEM 202.355469 1652242756.2620
MEM 202.355469 1652242756.3624
MEM 202.355469 1652242756.4627
MEM 202.355469 1652242756.5631
MEM 202.355469 1652242756.6634
MEM 202.355469 1652242756.7639
MEM 202.355469 1652242756.8642
MEM 202.355469 1652242756.9646
MEM 202.355469 1652242757.0650
MEM 202.355469 1652242757.1654
MEM 202.355469 1652242757.2657
MEM 202.355469 1652242757.3661
MEM 202.355469 1652242757.4664
MEM 202.355469 1652242757.5668
MEM 202.355469 1652242757.6673
MEM 202.355469 1652242757.7677
MEM 202.355469 1652242757.8681
MEM 202.355469 1652242757.9685
MEM 202.355469 1652242758.0689
MEM 202.355469 1652242758.1693
MEM 202.355469 1652242758.2697
MEM 202.355469 1652242758.3702
MEM 202.355469 1652242758.4706
MEM 202.355469 1652242758.5710
MEM 202.355469 1652242758.6714
MEM 202.355469 1652242758.7718
MEM 202.355469 1652242758.8721
MEM 202.355469 1652242758.9725
MEM 202.355469 1652242759.0729
MEM 202.355469 1652242759.1732
MEM 202.355469 1652242759.2735
MEM 202.355469 1652242759.3739
MEM 202.355469 1652242759.4743
MEM 202.355469 1652242759.5746
MEM 202.355469 1652242759.6750
MEM 202.355469 1652242759.7753
MEM 202.355469 1652242759.8757
MEM 202.355469 1652242759.9760
MEM 202.355469 1652242760.0764
MEM 202.355469 1652242760.1768
MEM 202.355469 1652242760.2771
MEM 202.355469 1652242760.3774
MEM 202.355469 1652242760.4778
MEM 202.355469 1652242760.5782
MEM 202.355469 1652242760.6792
MEM 202.355469 1652242760.7795
MEM 202.355469 1652242760.8799
MEM 202.355469 1652242760.9803
MEM 202.355469 1652242761.0808
MEM 202.355469 1652242761.1812
MEM 202.355469 1652242761.2816
MEM 202.355469 1652242761.3820
MEM 202.355469 1652242761.4824
MEM 202.355469 1652242761.5827
MEM 202.355469 1652242761.6831
MEM 202.355469 1652242761.7835
MEM 202.355469 1652242761.8839
MEM 202.355469 1652242761.9843
MEM 202.355469 1652242762.0846
MEM 202.355469 1652242762.1850
MEM 202.355469 1652242762.2853
MEM 202.355469 1652242762.3857
MEM 202.355469 1652242762.4861
MEM 202.355469 1652242762.5864
MEM 202.355469 1652242762.6868
MEM 202.355469 1652242762.7872
MEM 202.355469 1652242762.8875
MEM 202.355469 1652242762.9879
MEM 202.355469 1652242763.0882
MEM 202.355469 1652242763.1886
MEM 202.355469 1652242763.2890
MEM 202.355469 1652242763.3893
MEM 202.355469 1652242763.4897
MEM 202.355469 1652242763.5900
MEM 202.355469 1652242763.6903
MEM 202.355469 1652242763.7907
MEM 202.355469 1652242763.8911
MEM 202.355469 1652242763.9915
MEM 202.355469 1652242764.0919
MEM 202.355469 1652242764.1924
MEM 202.355469 1652242764.2928
MEM 202.355469 1652242764.3932
MEM 202.355469 1652242764.4935
MEM 202.355469 1652242764.5939
MEM 202.355469 1652242764.6943
MEM 202.355469 1652242764.7947
MEM 202.355469 1652242764.8951
MEM 202.355469 1652242764.9955
MEM 202.355469 1652242765.0960
MEM 202.355469 1652242765.1963
MEM 202.355469 1652242765.2966
MEM 202.355469 1652242765.3970
MEM 202.355469 1652242765.4974
MEM 202.355469 1652242765.5978
MEM 202.355469 1652242765.6982
MEM 202.355469 1652242765.7985
MEM 202.355469 1652242765.8989
MEM 202.355469 1652242765.9992
MEM 202.355469 1652242766.0996
MEM 202.355469 1652242766.2000
MEM 202.355469 1652242766.3004
MEM 202.355469 1652242766.4008
MEM 202.355469 1652242766.5010
MEM 202.355469 1652242766.6013
MEM 202.355469 1652242766.7017
MEM 202.355469 1652242766.8021
MEM 202.355469 1652242766.9023
MEM 202.355469 1652242767.0026
MEM 202.355469 1652242767.1029
MEM 202.355469 1652242767.2031
MEM 202.355469 1652242767.3033
MEM 202.355469 1652242767.4036
MEM 202.355469 1652242767.5040
MEM 202.355469 1652242767.6044
MEM 202.355469 1652242767.7048
MEM 202.355469 1652242767.8051
MEM 202.355469 1652242767.9056
MEM 202.355469 1652242768.0059
MEM 202.355469 1652242768.1063
MEM 202.355469 1652242768.2067
MEM 202.355469 1652242768.3072
MEM 202.355469 1652242768.4077
MEM 202.355469 1652242768.5081
MEM 202.355469 1652242768.6085
MEM 202.355469 1652242768.7089
MEM 202.355469 1652242768.8093
MEM 202.355469 1652242768.9096
MEM 202.355469 1652242769.0101
MEM 202.355469 1652242769.1104
MEM 202.355469 1652242769.2107
MEM 202.355469 1652242769.3111
MEM 202.355469 1652242769.4115
MEM 202.355469 1652242769.5118
MEM 202.355469 1652242769.6122
MEM 202.355469 1652242769.7126
MEM 202.355469 1652242769.8130
MEM 202.355469 1652242769.9134
MEM 202.355469 1652242770.0138
MEM 202.355469 1652242770.1142
MEM 202.355469 1652242770.2145
MEM 202.355469 1652242770.3149
MEM 202.355469 1652242770.4153
MEM 202.355469 1652242770.5157
MEM 202.355469 1652242770.6160
MEM 202.355469 1652242770.7164
MEM 202.355469 1652242770.8169
MEM 202.355469 1652242770.9173
MEM 202.355469 1652242771.0177
MEM 202.355469 1652242771.1181
MEM 202.355469 1652242771.2187
MEM 202.355469 1652242771.3191
MEM 202.355469 1652242771.4195
MEM 202.355469 1652242771.5199
MEM 202.355469 1652242771.6204
MEM 202.355469 1652242771.7207
MEM 202.355469 1652242771.8211
MEM 202.355469 1652242771.9215
MEM 202.355469 1652242772.0219
MEM 202.355469 1652242772.1223
MEM 202.355469 1652242772.2227
MEM 202.355469 1652242772.3230
MEM 202.355469 1652242772.4234
MEM 202.355469 1652242772.5238
MEM 202.355469 1652242772.6241
MEM 202.355469 1652242772.7245
MEM 202.355469 1652242772.8249
MEM 202.355469 1652242772.9252
MEM 202.355469 1652242773.0257
MEM 202.355469 1652242773.1260
MEM 202.355469 1652242773.2264
MEM 202.355469 1652242773.3267
MEM 202.355469 1652242773.4270
MEM 202.355469 1652242773.5274
MEM 202.355469 1652242773.6278
MEM 202.355469 1652242773.7281
MEM 202.355469 1652242773.8285
MEM 202.355469 1652242773.9289
MEM 202.355469 1652242774.0292
MEM 202.355469 1652242774.1296
MEM 202.355469 1652242774.2299
MEM 202.355469 1652242774.3303
MEM 202.355469 1652242774.4306
MEM 202.355469 1652242774.5309
MEM 202.355469 1652242774.6312
MEM 202.355469 1652242774.7315
MEM 202.355469 1652242774.8320
MEM 202.355469 1652242774.9324
MEM 202.355469 1652242775.0328
MEM 202.355469 1652242775.1334
MEM 202.355469 1652242775.2340
MEM 202.355469 1652242775.3344
MEM 202.355469 1652242775.4349
MEM 202.355469 1652242775.5352
MEM 202.355469 1652242775.6356
MEM 202.355469 1652242775.7361
MEM 202.355469 1652242775.8365
MEM 202.355469 1652242775.9369
MEM 202.355469 1652242776.0372
MEM 202.355469 1652242776.1376
MEM 202.355469 1652242776.2380
MEM 202.355469 1652242776.3383
MEM 202.355469 1652242776.4387
MEM 202.355469 1652242776.5391
MEM 202.355469 1652242776.6395
MEM 202.355469 1652242776.7398
MEM 202.355469 1652242776.8401
MEM 202.355469 1652242776.9405
MEM 202.355469 1652242777.0408
MEM 202.355469 1652242777.1412
MEM 202.355469 1652242777.2416
MEM 202.355469 1652242777.3419
MEM 202.355469 1652242777.4422
MEM 202.355469 1652242777.5426
MEM 202.355469 1652242777.6430
MEM 202.355469 1652242777.7433
MEM 202.355469 1652242777.8436
MEM 202.355469 1652242777.9440
MEM 202.355469 1652242778.0443
MEM 202.355469 1652242778.1447
MEM 202.355469 1652242778.2451
MEM 202.355469 1652242778.3454
MEM 202.355469 1652242778.4458
MEM 202.355469 1652242778.5462
MEM 202.355469 1652242778.6466
MEM 202.355469 1652242778.7470
MEM 202.355469 1652242778.8475
MEM 202.355469 1652242778.9479
MEM 202.355469 1652242779.0484
MEM 202.355469 1652242779.1488
MEM 202.355469 1652242779.2492
MEM 202.355469 1652242779.3496
MEM 202.355469 1652242779.4500
MEM 202.355469 1652242779.5504
MEM 202.355469 1652242779.6508
MEM 202.355469 1652242779.7511
MEM 202.355469 1652242779.8514
MEM 202.355469 1652242779.9516
MEM 202.355469 1652242780.0519
MEM 202.355469 1652242780.1522
MEM 202.355469 1652242780.2526
MEM 202.355469 1652242780.3529
MEM 202.355469 1652242780.4532
MEM 202.355469 1652242780.5534
MEM 202.355469 1652242780.6538
MEM 202.355469 1652242780.7540
MEM 202.355469 1652242780.8543
MEM 202.355469 1652242780.9545
MEM 202.355469 1652242781.0548
MEM 202.355469 1652242781.1552
MEM 202.355469 1652242781.2554
MEM 202.355469 1652242781.3557
MEM 202.355469 1652242781.4559
MEM 202.355469 1652242781.5563
MEM 202.355469 1652242781.6566
MEM 202.355469 1652242781.7569
MEM 202.355469 1652242781.8573
MEM 202.355469 1652242781.9576
MEM 202.355469 1652242782.0580
MEM 202.355469 1652242782.1585
MEM 202.355469 1652242782.2589
MEM 202.355469 1652242782.3593
MEM 202.355469 1652242782.4596
MEM 202.355469 1652242782.5601
MEM 202.355469 1652242782.6604
MEM 202.355469 1652242782.7608
MEM 202.355469 1652242782.8612
MEM 202.355469 1652242782.9618
MEM 202.355469 1652242783.0623
MEM 202.355469 1652242783.1626
MEM 202.355469 1652242783.2631
MEM 202.355469 1652242783.3634
MEM 202.355469 1652242783.4638
MEM 202.355469 1652242783.5642
MEM 202.355469 1652242783.6645
MEM 202.355469 1652242783.7648
MEM 202.355469 1652242783.8652
MEM 202.355469 1652242783.9655
MEM 202.355469 1652242784.0659
MEM 202.355469 1652242784.1668
MEM 202.355469 1652242784.2671
MEM 202.355469 1652242784.3675
MEM 202.355469 1652242784.4678
MEM 202.355469 1652242784.5683
MEM 202.355469 1652242784.6687
MEM 202.355469 1652242784.7691
MEM 202.355469 1652242784.8695
MEM 202.355469 1652242784.9699
MEM 202.355469 1652242785.0702
MEM 202.355469 1652242785.1705
MEM 202.355469 1652242785.2709
MEM 202.355469 1652242785.3713
MEM 202.355469 1652242785.4716
MEM 202.355469 1652242785.5719
MEM 202.355469 1652242785.6723
MEM 202.355469 1652242785.7727
MEM 202.355469 1652242785.8730
MEM 202.355469 1652242785.9735
MEM 202.355469 1652242786.0739
MEM 202.355469 1652242786.1743
MEM 202.355469 1652242786.2747
MEM 202.355469 1652242786.3752
MEM 202.355469 1652242786.4756
MEM 202.355469 1652242786.5780
MEM 202.355469 1652242786.6784
MEM 202.355469 1652242786.7788
MEM 202.355469 1652242786.8792
MEM 202.355469 1652242786.9796
MEM 202.355469 1652242787.0800
MEM 202.355469 1652242787.1804
MEM 202.355469 1652242787.2808
MEM 202.355469 1652242787.3812
MEM 202.355469 1652242787.4815
MEM 202.355469 1652242787.5818
MEM 202.355469 1652242787.6823
MEM 202.355469 1652242787.7827
MEM 202.355469 1652242787.8830
MEM 202.355469 1652242787.9833
MEM 202.355469 1652242788.0837
MEM 202.355469 1652242788.1841
MEM 202.355469 1652242788.2845
MEM 202.355469 1652242788.3849
MEM 202.355469 1652242788.4852
MEM 202.355469 1652242788.5856
MEM 202.355469 1652242788.6861
MEM 202.355469 1652242788.7865
MEM 202.355469 1652242788.8868
MEM 202.355469 1652242788.9871
MEM 202.355469 1652242789.0875
MEM 202.355469 1652242789.1879
MEM 202.355469 1652242789.2882
MEM 202.355469 1652242789.3886
MEM 202.355469 1652242789.4910
MEM 202.355469 1652242789.5914
MEM 202.355469 1652242789.6918
MEM 202.355469 1652242789.7922
MEM 202.355469 1652242789.8927
MEM 202.355469 1652242789.9931
MEM 202.355469 1652242790.0935
MEM 202.355469 1652242790.1939
MEM 202.355469 1652242790.2943
MEM 202.355469 1652242790.3948
MEM 202.355469 1652242790.4952
MEM 202.355469 1652242790.5956
MEM 202.355469 1652242790.6960
MEM 202.355469 1652242790.7963
MEM 202.355469 1652242790.8967
MEM 202.355469 1652242790.9971
MEM 202.355469 1652242791.0975
MEM 202.355469 1652242791.1978
MEM 202.355469 1652242791.2982
MEM 202.355469 1652242791.3986
MEM 202.355469 1652242791.4990
MEM 202.355469 1652242791.5993
MEM 202.355469 1652242791.6997
MEM 202.355469 1652242791.8001
MEM 202.355469 1652242791.9004
MEM 202.355469 1652242792.0008
MEM 202.355469 1652242792.1012
MEM 202.355469 1652242792.2015
MEM 202.355469 1652242792.3019
MEM 202.355469 1652242792.4023
MEM 202.355469 1652242792.5027
MEM 202.355469 1652242792.6031
MEM 202.355469 1652242792.7034
MEM 202.355469 1652242792.8038
MEM 202.355469 1652242792.9041
MEM 202.355469 1652242793.0044
MEM 202.355469 1652242793.1046
MEM 202.355469 1652242793.2050
MEM 202.355469 1652242793.3055
MEM 202.355469 1652242793.4059
MEM 202.355469 1652242793.5064
MEM 202.355469 1652242793.6068
MEM 202.355469 1652242793.7072
MEM 202.355469 1652242793.8075
MEM 202.355469 1652242793.9079
MEM 202.355469 1652242794.0083
MEM 202.355469 1652242794.1087
MEM 202.355469 1652242794.2090
MEM 202.355469 1652242794.3112
MEM 202.355469 1652242794.4115
MEM 202.355469 1652242794.5119
MEM 202.355469 1652242794.6122
MEM 202.355469 1652242794.7125
MEM 202.355469 1652242794.8127
MEM 202.355469 1652242794.9130
MEM 202.355469 1652242795.0134
MEM 202.355469 1652242795.1137
MEM 202.355469 1652242795.2140
MEM 202.355469 1652242795.3144
MEM 202.355469 1652242795.4148
MEM 202.355469 1652242795.5152
MEM 202.355469 1652242795.6156
MEM 202.355469 1652242795.7159
MEM 202.355469 1652242795.8163
MEM 202.355469 1652242795.9167
MEM 202.355469 1652242796.0171
MEM 202.355469 1652242796.1175
MEM 202.355469 1652242796.2178
MEM 202.355469 1652242796.3182
MEM 202.355469 1652242796.4186
MEM 202.355469 1652242796.5190
MEM 202.355469 1652242796.6194
MEM 202.355469 1652242796.7197
MEM 202.355469 1652242796.8202
MEM 202.355469 1652242796.9205
MEM 202.355469 1652242797.0210
MEM 202.355469 1652242797.1214
MEM 202.355469 1652242797.2218
MEM 202.355469 1652242797.3223
MEM 202.355469 1652242797.4230
