CMDLINE /usr/bin/python3 scripts/tSNE-SVM-Rhizo.py
MEM 202.183594 1652242223.5595
MEM 202.183594 1652242223.6616
MEM 202.183594 1652242223.7620
MEM 202.183594 1652242223.8630
MEM 202.183594 1652242223.9633
MEM 202.183594 1652242224.0636
MEM 202.183594 1652242224.1639
MEM 202.183594 1652242224.2642
MEM 202.183594 1652242224.3646
MEM 202.183594 1652242224.4648
MEM 202.183594 1652242224.5651
MEM 202.183594 1652242224.6654
MEM 202.183594 1652242224.7657
MEM 202.183594 1652242224.8660
MEM 202.183594 1652242224.9662
MEM 202.183594 1652242225.0665
MEM 202.183594 1652242225.1668
MEM 202.183594 1652242225.2671
MEM 202.183594 1652242225.3674
MEM 202.183594 1652242225.4677
MEM 202.183594 1652242225.5679
MEM 202.183594 1652242225.6692
MEM 202.183594 1652242225.7695
MEM 202.183594 1652242225.8697
MEM 202.183594 1652242225.9700
MEM 202.183594 1652242226.0703
MEM 202.183594 1652242226.1705
MEM 202.183594 1652242226.2725
MEM 202.183594 1652242226.3727
MEM 202.183594 1652242226.4730
MEM 202.183594 1652242226.5733
MEM 202.183594 1652242226.6735
MEM 202.183594 1652242226.7738
MEM 202.183594 1652242226.8740
MEM 202.183594 1652242226.9743
MEM 202.183594 1652242227.0745
MEM 202.183594 1652242227.1748
MEM 202.183594 1652242227.2751
MEM 202.183594 1652242227.3753
MEM 202.183594 1652242227.4756
MEM 202.183594 1652242227.5759
MEM 202.183594 1652242227.6762
MEM 202.183594 1652242227.7764
MEM 202.183594 1652242227.8767
MEM 202.183594 1652242227.9799
MEM 202.183594 1652242228.0802
MEM 202.183594 1652242228.1805
MEM 202.183594 1652242228.2808
MEM 202.183594 1652242228.3811
MEM 202.183594 1652242228.4814
MEM 202.183594 1652242228.5816
MEM 202.183594 1652242228.6819
MEM 202.183594 1652242228.7822
MEM 202.183594 1652242228.8824
MEM 202.183594 1652242228.9827
MEM 202.183594 1652242229.0830
MEM 202.183594 1652242229.1832
MEM 202.183594 1652242229.2844
MEM 202.183594 1652242229.3846
MEM 202.183594 1652242229.4849
MEM 202.183594 1652242229.5853
MEM 202.183594 1652242229.6856
MEM 202.183594 1652242229.7859
MEM 202.183594 1652242229.8879
MEM 202.183594 1652242229.9882
MEM 202.183594 1652242230.0885
MEM 202.183594 1652242230.1908
MEM 202.183594 1652242230.2911
MEM 202.183594 1652242230.3934
MEM 202.183594 1652242230.4951
MEM 202.183594 1652242230.5955
MEM 202.183594 1652242230.6958
MEM 202.183594 1652242230.7961
MEM 202.183594 1652242230.8964
MEM 202.183594 1652242230.9967
MEM 202.183594 1652242231.0970
MEM 202.183594 1652242231.1972
MEM 202.183594 1652242231.2978
MEM 202.183594 1652242231.3991
MEM 202.183594 1652242231.4994
MEM 202.183594 1652242231.6030
MEM 202.183594 1652242231.7055
MEM 202.183594 1652242231.8058
MEM 202.183594 1652242231.9061
MEM 202.183594 1652242232.0064
MEM 202.183594 1652242232.1068
MEM 202.183594 1652242232.2071
MEM 202.183594 1652242232.3074
MEM 202.183594 1652242232.4076
MEM 202.183594 1652242232.5079
MEM 202.183594 1652242232.6082
MEM 202.183594 1652242232.7084
MEM 202.183594 1652242232.8088
MEM 202.183594 1652242232.9120
MEM 202.183594 1652242233.0123
MEM 202.183594 1652242233.1125
MEM 202.183594 1652242233.2128
MEM 202.183594 1652242233.3131
MEM 202.183594 1652242233.4134
MEM 202.183594 1652242233.5138
MEM 202.183594 1652242233.6142
MEM 202.183594 1652242233.7145
MEM 202.183594 1652242233.8148
MEM 202.183594 1652242233.9151
MEM 202.183594 1652242234.0153
MEM 202.183594 1652242234.1156
MEM 202.183594 1652242234.2159
MEM 202.183594 1652242234.3162
MEM 202.183594 1652242234.4166
MEM 202.183594 1652242234.5169
MEM 202.183594 1652242234.6175
MEM 202.183594 1652242234.7178
MEM 202.183594 1652242234.8181
MEM 202.183594 1652242234.9184
MEM 202.183594 1652242235.0187
MEM 202.183594 1652242235.1191
MEM 202.183594 1652242235.2194
MEM 202.183594 1652242235.3197
MEM 202.183594 1652242235.4200
MEM 202.183594 1652242235.5203
MEM 202.183594 1652242235.6206
MEM 202.183594 1652242235.7208
MEM 202.183594 1652242235.8212
MEM 202.183594 1652242235.9216
MEM 202.183594 1652242236.0219
MEM 202.183594 1652242236.1222
MEM 202.183594 1652242236.2224
MEM 202.183594 1652242236.3227
MEM 202.183594 1652242236.4230
MEM 202.183594 1652242236.5234
MEM 202.183594 1652242236.6237
MEM 202.183594 1652242236.7240
MEM 202.183594 1652242236.8244
MEM 202.183594 1652242236.9246
MEM 202.183594 1652242237.0249
MEM 202.183594 1652242237.1251
MEM 202.183594 1652242237.2254
MEM 202.183594 1652242237.3257
MEM 202.183594 1652242237.4261
MEM 202.183594 1652242237.5264
MEM 202.183594 1652242237.6267
MEM 202.183594 1652242237.7270
MEM 202.183594 1652242237.8273
MEM 202.183594 1652242237.9277
MEM 202.183594 1652242238.0281
MEM 202.183594 1652242238.1294
MEM 202.183594 1652242238.2298
MEM 202.183594 1652242238.3301
MEM 202.183594 1652242238.4314
MEM 202.183594 1652242238.5317
MEM 202.183594 1652242238.6320
MEM 202.183594 1652242238.7324
MEM 202.183594 1652242238.8327
MEM 202.183594 1652242238.9331
MEM 202.183594 1652242239.0334
MEM 202.183594 1652242239.1337
MEM 202.183594 1652242239.2340
MEM 202.183594 1652242239.3343
MEM 202.183594 1652242239.4346
MEM 202.183594 1652242239.5350
MEM 202.183594 1652242239.6353
MEM 202.183594 1652242239.7374
MEM 202.183594 1652242239.8377
MEM 202.183594 1652242239.9380
MEM 202.183594 1652242240.0382
MEM 202.183594 1652242240.1385
MEM 202.183594 1652242240.2388
MEM 202.183594 1652242240.3400
MEM 202.183594 1652242240.4403
MEM 202.183594 1652242240.5406
MEM 202.183594 1652242240.6409
MEM 202.183594 1652242240.7434
MEM 202.183594 1652242240.8437
MEM 202.183594 1652242240.9449
MEM 202.183594 1652242241.0466
MEM 202.183594 1652242241.1469
MEM 202.183594 1652242241.2472
MEM 202.183594 1652242241.3475
MEM 202.183594 1652242241.4477
MEM 202.183594 1652242241.5480
MEM 202.183594 1652242241.6483
MEM 202.183594 1652242241.7487
MEM 202.183594 1652242241.8491
MEM 202.183594 1652242241.9495
MEM 202.183594 1652242242.0498
MEM 202.183594 1652242242.1516
MEM 202.183594 1652242242.2519
MEM 202.183594 1652242242.3522
MEM 202.183594 1652242242.4525
MEM 202.183594 1652242242.5529
MEM 202.183594 1652242242.6533
MEM 202.183594 1652242242.7536
MEM 202.183594 1652242242.8538
MEM 202.183594 1652242242.9541
MEM 202.183594 1652242243.0591
MEM 202.183594 1652242243.1603
MEM 202.183594 1652242243.2607
MEM 202.183594 1652242243.3621
MEM 202.183594 1652242243.4624
MEM 202.183594 1652242243.5627
MEM 202.183594 1652242243.6630
MEM 202.183594 1652242243.7633
MEM 202.183594 1652242243.8636
MEM 202.183594 1652242243.9639
MEM 202.183594 1652242244.0658
MEM 202.183594 1652242244.1661
MEM 202.183594 1652242244.2670
MEM 202.183594 1652242244.3673
MEM 202.183594 1652242244.4675
MEM 202.183594 1652242244.5678
MEM 202.183594 1652242244.6681
MEM 202.183594 1652242244.7686
MEM 202.183594 1652242244.8689
MEM 202.183594 1652242244.9692
MEM 202.183594 1652242245.0694
MEM 202.183594 1652242245.1697
MEM 202.183594 1652242245.2700
MEM 202.183594 1652242245.3725
MEM 202.183594 1652242245.4728
MEM 202.183594 1652242245.5731
MEM 202.183594 1652242245.6734
MEM 202.183594 1652242245.7737
MEM 202.183594 1652242245.8745
MEM 202.183594 1652242245.9748
MEM 202.183594 1652242246.0752
MEM 202.183594 1652242246.1763
MEM 202.183594 1652242246.2766
MEM 202.183594 1652242246.3769
MEM 202.183594 1652242246.4772
MEM 202.183594 1652242246.5774
MEM 202.183594 1652242246.6778
MEM 202.183594 1652242246.7799
MEM 202.183594 1652242246.8802
MEM 202.183594 1652242246.9805
MEM 202.183594 1652242247.0808
MEM 202.183594 1652242247.1811
MEM 202.183594 1652242247.2814
MEM 202.183594 1652242247.3817
MEM 202.183594 1652242247.4821
MEM 202.183594 1652242247.5824
MEM 202.183594 1652242247.6827
MEM 202.183594 1652242247.7830
MEM 202.183594 1652242247.8833
MEM 202.183594 1652242247.9836
MEM 202.183594 1652242248.0839
MEM 202.183594 1652242248.1843
MEM 202.183594 1652242248.2846
MEM 202.183594 1652242248.3849
MEM 202.183594 1652242248.4852
MEM 202.183594 1652242248.5873
MEM 202.183594 1652242248.6900
MEM 202.183594 1652242248.7903
MEM 202.183594 1652242248.8906
MEM 202.183594 1652242248.9910
MEM 202.183594 1652242249.0912
MEM 202.183594 1652242249.1915
MEM 202.183594 1652242249.2918
MEM 202.183594 1652242249.3920
MEM 202.183594 1652242249.4924
MEM 202.183594 1652242249.5928
MEM 202.183594 1652242249.6931
MEM 202.183594 1652242249.7933
MEM 202.183594 1652242249.8936
MEM 202.183594 1652242249.9939
MEM 202.183594 1652242250.0944
MEM 202.183594 1652242250.1947
MEM 202.183594 1652242250.2951
MEM 202.183594 1652242250.3954
MEM 202.183594 1652242250.4957
MEM 202.183594 1652242250.5960
MEM 202.183594 1652242250.6963
MEM 202.183594 1652242250.7965
MEM 202.183594 1652242250.8968
MEM 202.183594 1652242250.9979
MEM 202.183594 1652242251.0981
MEM 202.183594 1652242251.1984
MEM 202.183594 1652242251.2987
MEM 202.183594 1652242251.3989
MEM 202.183594 1652242251.4992
MEM 202.183594 1652242251.5994
MEM 202.183594 1652242251.6997
MEM 202.183594 1652242251.8000
MEM 202.183594 1652242251.9002
MEM 202.183594 1652242252.0005
MEM 202.183594 1652242252.1008
MEM 202.183594 1652242252.2010
MEM 202.183594 1652242252.3013
MEM 202.183594 1652242252.4015
MEM 202.183594 1652242252.5018
MEM 202.183594 1652242252.6020
MEM 202.183594 1652242252.7023
MEM 202.183594 1652242252.8026
MEM 202.183594 1652242252.9028
MEM 202.183594 1652242253.0031
MEM 202.183594 1652242253.1033
MEM 202.183594 1652242253.2036
MEM 202.183594 1652242253.3038
MEM 202.183594 1652242253.4041
MEM 202.183594 1652242253.5043
MEM 202.183594 1652242253.6047
MEM 202.183594 1652242253.7050
MEM 202.183594 1652242253.8053
MEM 202.183594 1652242253.9056
MEM 202.183594 1652242254.0058
MEM 202.183594 1652242254.1061
MEM 202.183594 1652242254.2063
MEM 202.183594 1652242254.3066
MEM 202.183594 1652242254.4069
MEM 202.183594 1652242254.5072
MEM 202.183594 1652242254.6079
MEM 202.183594 1652242254.7081
MEM 202.183594 1652242254.8084
MEM 202.183594 1652242254.9087
MEM 202.183594 1652242255.0090
MEM 202.183594 1652242255.1093
MEM 202.183594 1652242255.2095
MEM 202.183594 1652242255.3098
MEM 202.183594 1652242255.4103
MEM 202.183594 1652242255.5155
MEM 202.183594 1652242255.6158
MEM 202.183594 1652242255.7161
MEM 202.183594 1652242255.8164
MEM 202.183594 1652242255.9167
MEM 202.183594 1652242256.0170
MEM 202.183594 1652242256.1173
MEM 202.183594 1652242256.2197
MEM 202.183594 1652242256.3200
MEM 202.183594 1652242256.4203
MEM 202.183594 1652242256.5213
MEM 202.183594 1652242256.6216
MEM 202.183594 1652242256.7219
MEM 202.183594 1652242256.8222
MEM 202.183594 1652242256.9225
MEM 202.183594 1652242257.0260
MEM 202.183594 1652242257.1263
MEM 202.183594 1652242257.2266
MEM 202.183594 1652242257.3269
MEM 202.183594 1652242257.4271
MEM 202.183594 1652242257.5273
MEM 202.183594 1652242257.6279
MEM 202.183594 1652242257.7282
MEM 202.183594 1652242257.8286
MEM 202.183594 1652242257.9289
MEM 202.183594 1652242258.0291
MEM 202.183594 1652242258.1294
MEM 202.183594 1652242258.2297
MEM 202.183594 1652242258.3299
MEM 202.183594 1652242258.4333
MEM 202.183594 1652242258.5336
MEM 202.183594 1652242258.6339
MEM 202.183594 1652242258.7342
MEM 202.183594 1652242258.8344
MEM 202.183594 1652242258.9347
MEM 202.183594 1652242259.0350
MEM 202.183594 1652242259.1353
MEM 202.183594 1652242259.2357
MEM 202.183594 1652242259.3359
MEM 202.183594 1652242259.4362
MEM 202.183594 1652242259.5365
MEM 202.183594 1652242259.6368
MEM 202.183594 1652242259.7370
MEM 202.183594 1652242259.8373
MEM 202.183594 1652242259.9376
MEM 202.183594 1652242260.0392
MEM 202.183594 1652242260.1395
MEM 202.183594 1652242260.2397
MEM 202.183594 1652242260.3400
MEM 202.183594 1652242260.4403
MEM 202.183594 1652242260.5406
MEM 202.183594 1652242260.6409
MEM 202.183594 1652242260.7412
MEM 202.183594 1652242260.8415
MEM 202.183594 1652242260.9418
MEM 202.183594 1652242261.0435
MEM 202.183594 1652242261.1452
MEM 202.183594 1652242261.2455
MEM 202.183594 1652242261.3458
MEM 202.183594 1652242261.4461
MEM 202.183594 1652242261.5464
MEM 202.183594 1652242261.6466
MEM 202.183594 1652242261.7469
MEM 202.183594 1652242261.8488
MEM 202.183594 1652242261.9490
MEM 202.183594 1652242262.0493
MEM 202.183594 1652242262.1496
MEM 202.183594 1652242262.2499
MEM 202.183594 1652242262.3502
MEM 201.980469 1652242262.4505
MEM 202.136719 1652242262.5509
MEM 202.257812 1652242262.6512
MEM 202.257812 1652242262.7515
MEM 202.257812 1652242262.8519
MEM 202.257812 1652242262.9522
MEM 202.257812 1652242263.0526
MEM 202.257812 1652242263.1529
MEM 202.257812 1652242263.2533
MEM 202.257812 1652242263.3536
MEM 202.257812 1652242263.4540
MEM 202.257812 1652242263.5543
MEM 202.257812 1652242263.6547
MEM 202.257812 1652242263.7551
MEM 202.257812 1652242263.8554
MEM 202.257812 1652242263.9558
MEM 202.257812 1652242264.0561
MEM 202.257812 1652242264.1565
MEM 202.289062 1652242264.2568
MEM 202.289062 1652242264.3571
MEM 202.289062 1652242264.4582
MEM 202.289062 1652242264.5585
MEM 202.289062 1652242264.6588
MEM 202.289062 1652242264.7591
MEM 202.289062 1652242264.8594
MEM 202.289062 1652242264.9613
MEM 202.289062 1652242265.0657
MEM 202.289062 1652242265.1660
MEM 202.289062 1652242265.2662
MEM 202.289062 1652242265.3665
MEM 202.289062 1652242265.4668
MEM 202.289062 1652242265.5671
MEM 202.289062 1652242265.6674
MEM 202.289062 1652242265.7677
MEM 202.289062 1652242265.8696
MEM 202.289062 1652242265.9699
MEM 202.289062 1652242266.0702
MEM 202.289062 1652242266.1705
MEM 202.289062 1652242266.2720
MEM 202.289062 1652242266.3724
MEM 202.289062 1652242266.4726
MEM 202.289062 1652242266.5729
MEM 202.289062 1652242266.6732
MEM 202.289062 1652242266.7735
MEM 202.289062 1652242266.8753
MEM 202.289062 1652242266.9756
MEM 202.289062 1652242267.0759
MEM 202.289062 1652242267.1762
MEM 202.289062 1652242267.2765
MEM 202.289062 1652242267.3767
MEM 202.289062 1652242267.4770
MEM 202.289062 1652242267.5773
MEM 202.289062 1652242267.6777
MEM 202.289062 1652242267.7780
MEM 202.289062 1652242267.8782
MEM 202.289062 1652242267.9785
MEM 202.289062 1652242268.0788
MEM 202.289062 1652242268.1791
MEM 202.289062 1652242268.2794
MEM 202.355469 1652242268.3797
MEM 202.355469 1652242268.4799
MEM 202.355469 1652242268.5802
MEM 202.355469 1652242268.6804
MEM 202.355469 1652242268.7807
MEM 202.355469 1652242268.8811
MEM 202.355469 1652242268.9814
MEM 202.355469 1652242269.0817
MEM 202.355469 1652242269.1820
MEM 202.355469 1652242269.2822
MEM 202.355469 1652242269.3825
MEM 202.355469 1652242269.4827
MEM 202.355469 1652242269.5831
MEM 202.355469 1652242269.6834
MEM 202.355469 1652242269.7837
MEM 202.355469 1652242269.8840
MEM 202.355469 1652242269.9842
MEM 202.355469 1652242270.0856
MEM 202.355469 1652242270.1859
MEM 202.355469 1652242270.2862
MEM 202.355469 1652242270.3866
MEM 202.355469 1652242270.4868
MEM 202.355469 1652242270.5871
MEM 202.355469 1652242270.6874
MEM 202.355469 1652242270.7876
MEM 202.355469 1652242270.8879
MEM 202.355469 1652242270.9882
MEM 202.355469 1652242271.0885
MEM 202.355469 1652242271.1888
MEM 202.355469 1652242271.2891
MEM 202.355469 1652242271.3894
MEM 202.355469 1652242271.4897
MEM 202.355469 1652242271.5900
MEM 202.355469 1652242271.6903
MEM 202.355469 1652242271.7906
MEM 202.355469 1652242271.8910
MEM 202.355469 1652242271.9912
MEM 202.355469 1652242272.0915
MEM 202.355469 1652242272.1918
MEM 202.355469 1652242272.2920
MEM 202.355469 1652242272.3939
MEM 202.355469 1652242272.4942
MEM 202.355469 1652242272.5944
MEM 202.355469 1652242272.6947
MEM 202.355469 1652242272.7950
MEM 202.355469 1652242272.8953
MEM 202.355469 1652242272.9955
MEM 202.355469 1652242273.0958
MEM 202.355469 1652242273.1973
MEM 202.355469 1652242273.2976
MEM 202.355469 1652242273.3979
MEM 202.355469 1652242273.4982
MEM 202.355469 1652242273.5985
MEM 202.355469 1652242273.6987
MEM 202.355469 1652242273.7990
MEM 202.355469 1652242273.9014
MEM 202.355469 1652242274.0017
MEM 202.355469 1652242274.1020
MEM 202.355469 1652242274.2023
MEM 202.355469 1652242274.3031
MEM 202.355469 1652242274.4034
MEM 202.355469 1652242274.5037
MEM 202.355469 1652242274.6040
MEM 202.355469 1652242274.7043
MEM 202.355469 1652242274.8054
MEM 202.355469 1652242274.9057
MEM 202.355469 1652242275.0061
MEM 202.355469 1652242275.1064
MEM 202.355469 1652242275.2068
MEM 202.355469 1652242275.3071
MEM 202.355469 1652242275.4100
MEM 202.355469 1652242275.5103
MEM 202.355469 1652242275.6111
MEM 202.355469 1652242275.7114
MEM 202.355469 1652242275.8116
MEM 202.355469 1652242275.9119
MEM 202.355469 1652242276.0122
MEM 202.355469 1652242276.1125
MEM 202.355469 1652242276.2128
MEM 202.355469 1652242276.3131
MEM 202.355469 1652242276.4133
MEM 202.355469 1652242276.5136
MEM 202.355469 1652242276.6139
MEM 202.355469 1652242276.7142
MEM 202.355469 1652242276.8153
MEM 202.355469 1652242276.9155
MEM 202.355469 1652242277.0157
MEM 202.355469 1652242277.1160
MEM 202.355469 1652242277.2162
MEM 202.355469 1652242277.3165
MEM 202.355469 1652242277.4168
MEM 202.355469 1652242277.5170
MEM 202.355469 1652242277.6173
MEM 202.355469 1652242277.7176
MEM 202.355469 1652242277.8178
MEM 202.355469 1652242277.9181
MEM 202.355469 1652242278.0184
MEM 202.355469 1652242278.1186
MEM 202.355469 1652242278.2189
MEM 202.355469 1652242278.3190
MEM 202.355469 1652242278.4193
MEM 202.355469 1652242278.5196
MEM 202.355469 1652242278.6198
MEM 202.355469 1652242278.7201
MEM 202.355469 1652242278.8203
MEM 202.355469 1652242278.9206
MEM 202.355469 1652242279.0209
MEM 202.355469 1652242279.1212
MEM 202.355469 1652242279.2214
MEM 202.355469 1652242279.3240
MEM 202.355469 1652242279.4243
MEM 202.355469 1652242279.5246
MEM 202.355469 1652242279.6249
MEM 202.355469 1652242279.7271
MEM 202.355469 1652242279.8274
MEM 202.355469 1652242279.9277
MEM 202.355469 1652242280.0281
MEM 202.355469 1652242280.1285
MEM 202.355469 1652242280.2288
MEM 202.355469 1652242280.3291
MEM 202.355469 1652242280.4294
MEM 202.355469 1652242280.5297
MEM 202.355469 1652242280.6300
MEM 202.355469 1652242280.7303
MEM 202.355469 1652242280.8307
MEM 202.355469 1652242280.9311
MEM 202.355469 1652242281.0314
MEM 202.355469 1652242281.1317
MEM 202.355469 1652242281.2320
MEM 202.355469 1652242281.3323
MEM 202.355469 1652242281.4327
MEM 202.355469 1652242281.5343
MEM 202.355469 1652242281.6346
MEM 202.355469 1652242281.7349
MEM 202.355469 1652242281.8351
MEM 202.355469 1652242281.9353
MEM 202.355469 1652242282.0356
MEM 202.355469 1652242282.1358
MEM 202.355469 1652242282.2361
MEM 202.355469 1652242282.3364
MEM 202.355469 1652242282.4367
MEM 202.355469 1652242282.5370
MEM 202.355469 1652242282.6372
MEM 202.355469 1652242282.7391
MEM 202.355469 1652242282.8394
MEM 202.355469 1652242282.9398
MEM 202.355469 1652242283.0418
MEM 202.355469 1652242283.1421
MEM 202.355469 1652242283.2424
MEM 202.355469 1652242283.3432
MEM 202.355469 1652242283.4435
MEM 202.355469 1652242283.5438
MEM 202.355469 1652242283.6441
MEM 202.355469 1652242283.7444
MEM 202.355469 1652242283.8448
MEM 202.355469 1652242283.9450
MEM 202.355469 1652242284.0453
MEM 202.355469 1652242284.1456
MEM 202.355469 1652242284.2460
MEM 202.355469 1652242284.3463
MEM 202.355469 1652242284.4466
MEM 202.355469 1652242284.5468
MEM 202.355469 1652242284.6471
MEM 202.355469 1652242284.7473
MEM 202.355469 1652242284.8477
MEM 202.355469 1652242284.9480
MEM 202.355469 1652242285.0483
MEM 202.355469 1652242285.1486
MEM 202.355469 1652242285.2488
MEM 202.355469 1652242285.3491
MEM 202.355469 1652242285.4494
MEM 202.355469 1652242285.5497
MEM 202.355469 1652242285.6500
MEM 202.355469 1652242285.7503
MEM 202.355469 1652242285.8506
MEM 202.355469 1652242285.9509
MEM 202.355469 1652242286.0511
MEM 202.355469 1652242286.1513
MEM 202.355469 1652242286.2516
MEM 202.355469 1652242286.3519
MEM 202.355469 1652242286.4522
MEM 202.355469 1652242286.5525
MEM 202.355469 1652242286.6533
MEM 202.355469 1652242286.7536
MEM 202.355469 1652242286.8591
MEM 202.355469 1652242286.9594
MEM 202.355469 1652242287.0597
MEM 202.355469 1652242287.1601
MEM 202.355469 1652242287.2603
MEM 202.355469 1652242287.3606
MEM 202.355469 1652242287.4609
MEM 202.355469 1652242287.5612
MEM 202.355469 1652242287.6615
MEM 202.355469 1652242287.7618
MEM 202.355469 1652242287.8621
MEM 202.355469 1652242287.9624
MEM 202.355469 1652242288.0627
MEM 202.355469 1652242288.1630
MEM 202.355469 1652242288.2634
MEM 202.355469 1652242288.3637
MEM 202.355469 1652242288.4640
MEM 202.355469 1652242288.5659
MEM 202.355469 1652242288.6661
MEM 202.355469 1652242288.7664
MEM 202.355469 1652242288.8667
MEM 202.355469 1652242288.9670
MEM 202.355469 1652242289.0673
MEM 202.355469 1652242289.1676
MEM 202.355469 1652242289.2679
MEM 202.355469 1652242289.3682
MEM 202.355469 1652242289.4686
MEM 202.355469 1652242289.5689
MEM 202.355469 1652242289.6692
MEM 202.355469 1652242289.7695
MEM 202.355469 1652242289.8698
MEM 202.355469 1652242289.9700
MEM 202.355469 1652242290.0703
MEM 202.355469 1652242290.1706
MEM 202.355469 1652242290.2728
MEM 202.355469 1652242290.3730
MEM 202.355469 1652242290.4733
MEM 202.355469 1652242290.5736
MEM 202.355469 1652242290.6739
MEM 202.355469 1652242290.7741
MEM 202.355469 1652242290.8744
MEM 202.355469 1652242290.9747
MEM 202.355469 1652242291.0750
MEM 202.355469 1652242291.1753
MEM 202.355469 1652242291.2756
MEM 202.355469 1652242291.3758
MEM 202.355469 1652242291.4761
MEM 202.355469 1652242291.5764
MEM 202.355469 1652242291.6768
MEM 202.355469 1652242291.7771
MEM 202.355469 1652242291.8773
MEM 202.355469 1652242291.9776
MEM 202.355469 1652242292.0779
MEM 202.355469 1652242292.1782
MEM 202.355469 1652242292.2785
MEM 202.355469 1652242292.3788
MEM 202.355469 1652242292.4791
MEM 202.355469 1652242292.5794
MEM 202.355469 1652242292.6797
MEM 202.355469 1652242292.7799
MEM 202.355469 1652242292.8803
MEM 202.355469 1652242292.9806
MEM 202.355469 1652242293.0817
MEM 202.355469 1652242293.1820
MEM 202.355469 1652242293.2823
MEM 202.355469 1652242293.3825
MEM 202.355469 1652242293.4828
MEM 202.355469 1652242293.5831
MEM 202.355469 1652242293.6833
MEM 202.355469 1652242293.7837
MEM 202.355469 1652242293.8839
MEM 202.355469 1652242293.9842
MEM 202.355469 1652242294.0844
MEM 202.355469 1652242294.1847
MEM 202.355469 1652242294.2850
MEM 202.355469 1652242294.3853
MEM 202.355469 1652242294.4874
MEM 202.355469 1652242294.5877
MEM 202.355469 1652242294.6880
MEM 202.355469 1652242294.7883
MEM 202.355469 1652242294.8892
MEM 202.355469 1652242294.9895
MEM 202.355469 1652242295.0899
MEM 202.355469 1652242295.1902
MEM 202.355469 1652242295.2905
MEM 202.355469 1652242295.3907
MEM 202.355469 1652242295.4920
MEM 202.355469 1652242295.5922
MEM 202.355469 1652242295.6925
MEM 202.355469 1652242295.7938
MEM 202.355469 1652242295.8941
MEM 202.355469 1652242295.9944
MEM 202.355469 1652242296.0947
MEM 202.355469 1652242296.1949
MEM 202.355469 1652242296.2952
MEM 202.355469 1652242296.3955
MEM 202.355469 1652242296.4959
MEM 202.355469 1652242296.5961
MEM 202.355469 1652242296.6964
MEM 202.355469 1652242296.7968
MEM 202.355469 1652242296.8971
MEM 202.355469 1652242296.9974
MEM 202.355469 1652242297.0977
MEM 202.355469 1652242297.1998
MEM 202.355469 1652242297.3001
MEM 202.355469 1652242297.4003
MEM 202.355469 1652242297.5006
MEM 202.355469 1652242297.6009
MEM 202.355469 1652242297.7011
MEM 202.355469 1652242297.8015
MEM 202.355469 1652242297.9019
MEM 202.355469 1652242298.0022
MEM 202.355469 1652242298.1024
MEM 202.355469 1652242298.2027
MEM 202.355469 1652242298.3030
MEM 202.355469 1652242298.4032
MEM 202.355469 1652242298.5036
MEM 202.355469 1652242298.6040
MEM 202.355469 1652242298.7043
MEM 202.355469 1652242298.8045
MEM 202.355469 1652242298.9048
MEM 202.355469 1652242299.0051
MEM 202.355469 1652242299.1054
MEM 202.355469 1652242299.2057
MEM 202.355469 1652242299.3061
MEM 202.355469 1652242299.4063
MEM 202.355469 1652242299.5066
MEM 202.355469 1652242299.6069
MEM 202.355469 1652242299.7072
MEM 202.355469 1652242299.8074
MEM 202.355469 1652242299.9077
MEM 202.355469 1652242300.0079
MEM 202.355469 1652242300.1088
MEM 202.355469 1652242300.2091
MEM 202.355469 1652242300.3113
MEM 202.355469 1652242300.4138
MEM 202.355469 1652242300.5141
MEM 202.355469 1652242300.6143
MEM 202.355469 1652242300.7146
MEM 202.355469 1652242300.8148
MEM 202.355469 1652242300.9150
MEM 202.355469 1652242301.0153
MEM 202.355469 1652242301.1156
MEM 202.355469 1652242301.2159
MEM 202.355469 1652242301.3173
MEM 202.355469 1652242301.4175
MEM 202.355469 1652242301.5182
MEM 202.355469 1652242301.6184
MEM 202.355469 1652242301.7187
MEM 202.355469 1652242301.8189
MEM 202.355469 1652242301.9193
MEM 202.355469 1652242302.0195
MEM 202.355469 1652242302.1198
MEM 202.355469 1652242302.2200
MEM 202.355469 1652242302.3203
MEM 202.355469 1652242302.4205
MEM 202.355469 1652242302.5208
MEM 202.355469 1652242302.6211
MEM 202.355469 1652242302.7213
MEM 202.355469 1652242302.8216
MEM 202.355469 1652242302.9219
MEM 202.355469 1652242303.0221
MEM 202.355469 1652242303.1224
MEM 202.355469 1652242303.2227
MEM 202.355469 1652242303.3229
MEM 202.355469 1652242303.4232
MEM 202.355469 1652242303.5235
MEM 202.355469 1652242303.6238
MEM 202.355469 1652242303.7241
MEM 202.355469 1652242303.8243
MEM 202.355469 1652242303.9247
MEM 202.355469 1652242304.0250
MEM 202.355469 1652242304.1274
MEM 202.355469 1652242304.2277
MEM 202.355469 1652242304.3280
MEM 202.355469 1652242304.4282
MEM 202.355469 1652242304.5285
MEM 202.355469 1652242304.6288
MEM 202.355469 1652242304.7291
MEM 202.355469 1652242304.8311
MEM 202.355469 1652242304.9314
MEM 202.355469 1652242305.0317
MEM 202.355469 1652242305.1319
MEM 202.355469 1652242305.2322
MEM 202.355469 1652242305.3325
MEM 202.355469 1652242305.4328
MEM 202.355469 1652242305.5331
MEM 202.355469 1652242305.6334
MEM 202.355469 1652242305.7337
MEM 202.355469 1652242305.8340
MEM 202.355469 1652242305.9343
